EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,BlockingFoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,PtsAssisted2s,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,BadPassTurnovers,ShootingFouls,BlockingFouls,Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,FG3APct,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,ShortMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,SecondChanceFG2A,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,DefCorner3ReboundPct,FTDefRebounds,DefFTReboundPct,ShortMidRangeAssists,on,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,PenaltyArc3FGM,Travels,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,FTOffRebounds,Charge Fouls,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Defensive 3 Seconds Violations
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,453.0,8,7.0,15,15,9,2,1,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,7,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,9,1.0,0.5,1.0,0.5,1.0,0.6666666666666666,1.0,17.64705882352941,0.25,0.1,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.50785,0.6833,1.0,10.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,637.0,11,3.0,21,21,14,8,2,42,1.0,1.0,,,,1.0,3.0,,2.0,13,,1.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,14,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,16.666666666666668,,0.08333333333333333,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.5800666666666666,0.437,,4.566666666666666,0.6666666666666666,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626147,1610612742,Justin Anderson,Justin Anderson,1626147,DAL,637.0,11,3.0,21,21,14,8,2,42,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,8.0,13,1.0,2.0,3.0,5.0,,1.0,1.0,1.0,2.0,,3.0,3.0,4.0,,8.0,,5.0,14,,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5,0.5,37.5,,0.25,,0.25,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,0.460325,0.47700000000000004,0.625,11.533333333333333,0.6666666666666666,,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.5,0.5714285714285714,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612742,JaVale McGee,JaVale McGee,201580,DAL,857.0,14,3.0,29,29,22,16,3,58,,,,,1.0,1.0,2.0,2.0,4.0,25,1.0,2.0,1.0,3.0,,,,,,,1.0,3.0,4.0,,6.0,1.0,3.0,22,1.0,0.5,0.5,0.5,0.5,0.4,0.375,24.242424242424242,,0.07142857142857142,,,,,0.5,,,,0.41345,0.41345,0.75,12.85,0.7586206896551724,1.0,2.0,1.0,,,3.0,2.0,1.0,1.0,,0.125,0.16666666666666666,,0.5,,,,,,,1.0,,3.0,2.0,,,,,,,0.5,0.5,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.2,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,639.0,11,3.0,21,22,14,9,2,43,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,4.0,13,1.0,1.0,2.0,4.0,,,,,,1.0,1.0,2.0,2.0,,3.0,1.0,4.0,14,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,16.666666666666668,0.2,0.08333333333333333,,0.6666666666666666,0.5,0.5,,0.5,1.0,1.0,0.7806333333333333,0.74475,1.0,0.1,0.6666666666666666,,2.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,25.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.14285714285714285,,0.1111111111111111,,,,,,,1.0,1.0,1.0,0.25,0.5,1.0,0.8524,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,218.0,4,,8,7,8,7,1,15,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,4.0,12,1.0,1.0,2.0,4.0,2.0,,,,,,1.0,1.0,1.0,,2.0,,4.0,8,,1.0,1.0,1.0,1.0,1.0,1.0,22.22222222222222,,0.5,,1.0,1.0,1.0,,1.0,1.0,1.0,0.7902,0.7902,1.0,0.1,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,220.0,4,,8,8,8,8,1,16,,,,,,,,,,12,,,,,,,,,,,,,,,,,,8,,,,,,,,11.11111111111111,,,,,,,,,,1.0,0.48345,0.48345,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,220.0,4,,8,8,8,8,1,16,,,,,,,,,,12,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101135,1610612742,David Lee,David Lee,101135,DAL,228.0,4,-1.0,8,8,7,8,1,16,,,,,,,,,,7,,,,,,,,,,,1.0,1.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,176.0,3,-3.0,6,6,6,6,1,12,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,11,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,2.0,6,,1.0,1.0,1.0,1.0,1.0,1.0,28.57142857142857,,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.6118,0.6118,1.0,2.5,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
