EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceFtPoints,OffCorner3ReboundPct,FTDefRebounds,DefFTReboundPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Corner3Assists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,DefCorner3ReboundPct,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimFGM,PtsPutbacks,StepOutOfBoundsTurnovers,Charge Fouls,SecondChanceAtRimAccuracy,LostBallSteals,Loose Ball Fouls Drawn,OffensiveGoaltends,SecondChanceAtRimPctAssisted,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockingFouls,Charge Fouls Drawn
1626149,1610612745,Montrezl Harrell,Montrezl Harrell,1626149,HOU,697.0,12,-5,25,25,12,3,5.0,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,24,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12,0.5,0.5,0.3333333333333333,0.5,0.375,0.5,0.3333333333333333,16.666666666666668,1.0,0.2857142857142857,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6404833333333333,0.6758,0.25,0.3333333333333333,0.6666666666666666,3.2,23.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612745,Jason Terry,Jason Terry,1891,HOU,862.0,14,-6,34,36,23,11,3.0,70,,,,,2.0,,2.0,5.0,3.0,1.0,8.0,36,1.0,2.0,6.0,,,1.0,1.0,,,,1.0,,1.0,,6.0,23,0.4,0.5,0.4375,0.5,0.4375,0.5,0.375,21.62162162162162,,,0.09090909090909091,,,,,0.25,,,,0.375,0.41265,0.42522000000000004,,,0.75,15.180000000000001,25.0,0.6764705882352942,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612745,Corey Brewer,Corey Brewer,201147,HOU,1374.0,23,10,53,55,37,20,7.0,108,2.0,2.0,1.0,1.0,4.0,1.0,3.0,6.0,1.0,3.0,9.0,39,2.0,3.0,6.0,4.0,1.0,1.0,2.0,1.0,,1.0,4.0,2.0,4.0,1.0,6.0,37,0.5,0.6666666666666666,0.42857142857142855,0.5,0.5,0.6,0.14285714285714285,16.129032258064516,1.0,0.05263157894736842,0.038461538461538464,,0.2857142857142857,1.0,1.0,0.5714285714285714,0.14285714285714285,0.25,1.0,0.42857142857142855,0.46387857142857136,0.48996249999999997,0.125,0.14285714285714285,0.6666666666666666,6.0,23.8,0.6981132075471698,1.0,,,,,,,,,1.0,2.0,2.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.041666666666666664,0.03225806451612903,0.14285714285714285,0.2,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203909,1610612745,KJ McDaniels,KJ McDaniels,203909,HOU,2024.0,34,1,77,79,44,29,11.0,156,1.0,4.0,1.0,4.0,5.0,1.0,3.0,10.0,3.0,,9.0,67,1.0,8.0,5.0,4.0,4.0,6.0,7.0,,,,3.0,1.0,,,5.0,44,0.3,0.125,0.34615384615384615,0.22727272727272727,0.34615384615384615,0.22727272727272727,0.23076923076923078,14.444444444444445,,0.16,0.17647058823529413,0.08333333333333333,0.3076923076923077,0.25,0.5,0.38461538461538464,0.07692307692307693,0.36363636363636365,0.25,0.5384615384615384,0.4785153846153847,0.4900727272727273,,,0.5555555555555556,5.64,24.866666666666664,0.5714285714285714,2.0,,1.0,,2.0,,2.0,1.0,1.0,3.0,,2.0,,2.0,,2.0,,2.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.25,0.4,0.5,,0.07692307692307693,,,,0.15384615384615385,,,,0.18181818181818182,,,1.0,3.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,1.0,,,3.0,1.0,3.0,2.0,0.3,0.2,0.029411764705882353,0.022727272727272728,,0.2857142857142857,0.6666666666666666,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.05,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,0.48792499999999994,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,1391.0,23,-12,51,53,34,19,7.0,104,2.0,4.0,,1.0,3.0,,2.0,7.0,,2.0,6.0,49,,3.0,1.0,,6.0,8.0,14.0,1.0,,2.0,2.0,2.0,3.0,1.0,1.0,34,0.2857142857142857,,0.2857142857142857,,0.375,0.125,,16.949152542372882,0.5,0.3333333333333333,0.3076923076923077,0.42857142857142855,0.5714285714285714,0.5,0.5,0.42857142857142855,,0.3333333333333333,,0.5714285714285714,0.5093857142857143,0.49000000000000005,0.14285714285714285,0.14285714285714285,0.16666666666666666,3.257142857142857,,0.6666666666666666,,,,,,,,,,,1.0,4.0,,,,2.0,,,1.0,1.0,,,,,0.25,0.2857142857142857,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,4.0,6.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.21052631578947367,0.21428571428571427,0.25,0.14285714285714285,1.0,1.0,,,,,,3.0,,,,,,,,,,0.18181818181818182,0.5,,,,,0.44715,,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.25,0.2857142857142857,0.5,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612745,Dwight Howard,Dwight Howard,2730,HOU,886.0,15,6,33,31,6,8,7.0,64,1.0,2.0,,,4.0,,1.0,6.0,1.0,1.0,3.0,26,,1.0,,,3.0,3.0,6.0,,,,,3.0,4.0,2.0,,6,0.16666666666666666,,0.14285714285714285,,0.16666666666666666,,0.14285714285714285,21.951219512195124,,0.3,0.2727272727272727,0.25,0.2857142857142857,0.5,0.5,0.5714285714285714,,,,0.42857142857142855,0.49048571428571425,0.3981,0.2222222222222222,0.25,,4.766666666666667,26.9,0.18181818181818182,,,,,1.0,,,,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,1.0,1.0,1.0,,,3.0,2.0,3.0,,,,,,,,,,,,0.1111111111111111,0.14285714285714285,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,0.25,,0.18181818181818182,0.5,,,,,0.5453,0.3333333333333333,1.0,,1.0,,,,,,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202726,1610612745,Andrew Goudelock,Andrew Goudelock,202726,HOU,652.0,11,-2,23,23,12,8,5.0,46,,,,,2.0,,3.0,5.0,1.0,,6.0,19,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,2.0,12,0.6,1.0,0.5,0.5,0.5,0.5,0.16666666666666666,31.03448275862069,0.6666666666666666,0.09090909090909091,0.13333333333333333,0.25,,,,0.3333333333333333,,,,0.16666666666666666,0.4245083333333333,0.448675,,,0.3333333333333333,15.040000000000001,27.0,0.5217391304347826,1.0,2.0,3.0,,1.0,,1.0,,,1.0,,2.0,,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,0.25,0.3333333333333333,0.5,0.5,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,,,,0.5,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612745,Michael Beasley,Michael Beasley,201563,HOU,56.0,1,4,4,5,4,5,,9,,,,,,,1.0,1.0,,,2.0,4,1.0,1.0,2.0,,,2.0,2.0,,,,,,,,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0,,25.0,,,,,,,,,,,,,0.3787,0.3787,,,1.0,18.6,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,266.0,4,4,10,12,4,5,1.0,22,,,,,1.0,,,1.0,,,,10,,1.0,,,,,,,,,,,,,,4,,,,,,,,9.090909090909092,,,,,,,,1.0,,,,,0.3908,0.3908,,,,8.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202700,1610612745,Donatas Motiejunas,Donatas Motiejunas,202700,HOU,651.0,11,-2,22,23,13,5,3.0,45,,,,,2.0,,1.0,2.0,,4.0,6.0,20,1.0,1.0,5.0,,2.0,2.0,2.0,,,3.0,2.0,3.0,6.0,2.0,5.0,13,0.5,1.0,0.5,1.0,0.6,0.8333333333333334,,30.769230769230766,,0.18181818181818182,0.125,,,,,1.0,,,,,0.4027,0.4116,0.5,0.5,0.8333333333333334,8.6,,0.5909090909090909,1.0,,,,,,,,,,3.0,2.0,,,,,,,1.0,1.0,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,,,2.0,,,1.0,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,620.0,10,4,26,26,15,16,3.0,52,2.0,3.0,1.0,1.0,1.0,,2.0,6.0,4.0,,13.0,19,1.0,3.0,5.0,4.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,5.0,15,0.3333333333333333,0.3333333333333333,0.65,0.625,0.65,0.625,0.4,36.66666666666667,1.0,,,,0.3,0.6666666666666666,1.0,0.1,,0.25,1.0,0.7,0.49450500000000003,0.49917500000000004,,,0.38461538461538464,7.266666666666666,26.45,0.5769230769230769,,,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,,,6.0,4.0,3.0,,,,,,0.6666666666666666,0.75,1.0,0.75,,,,,,0.2,,,,0.4,0.75,0.75,0.6666666666666666,0.25,1.0,0.75,,1.0,2.0,,2.0,,1.0,,4.0,1.0,1.0,,1.0,,,,,,,,0.16666666666666666,,0.07142857142857142,0.058823529411764705,0.2,,,,,,,2.0,,,2.0,6.0,3.0,,,,1.5,1.5,0.3333333333333333,,,,,1.0,,0.620775,0.46153846153846156,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,641.0,11,3,27,27,16,16,3.0,54,,1.0,,1.0,1.0,,,2.0,2.0,,3.0,22,,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,,,,,3.0,16,,,0.375,0.5,0.375,0.5,0.5,16.129032258064516,1.0,,0.1111111111111111,,0.25,,,0.25,,0.3333333333333333,,0.75,0.51025,0.5544333333333333,,,1.0,6.7,25.0,0.5925925925925926,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,2.0,1.0,1.0,,,,,1.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,,,,1.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,,0.07142857142857142,0.058823529411764705,0.2,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5623,,1.0,,,,3.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
