EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,BlockedShortMidRange,DefAtRimReboundPct,SelfOReb,Travels,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceFtPoints,LostBallSteals,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,DefFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,LongMidRangeAssists,LostBallTurnovers,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,BlockingFouls,Charge Fouls Drawn
1626149,1610612745,Montrezl Harrell,Montrezl Harrell,1626149,HOU,388.0,6,-2,14,15,12.0,2,29,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,12,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,0.5,0.5,0.5,0.5,0.5,0.5,12.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.6758,0.6758,1.0,3.2,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1891,1610612745,Jason Terry,Jason Terry,1891,HOU,2513.0,42,-4,85,86,26.0,13,171,,,,,2.0,3.0,6.0,14,91,,,3.0,4.0,1.0,4.0,5.0,3.0,26.0,0.5,,0.375,0.375,0.4117647058823529,0.375,16.666666666666668,0.045454545454545456,0.1111111111111111,0.09090909090909091,,,,0.125,,,0.625,0.48944999999999994,0.5212,0.21428571428571427,15.866666666666667,0.3058823529411765,22.0,2.0,1.0,4.0,1.0,2.0,9.0,1.0,1.0,4.0,2.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.25,0.2222222222222222,0.5,0.3333333333333333,0.3333333333333333,0.625,0.21428571428571427,0.0625,0.021739130434782608,0.07692307692307693,0.2222222222222222,0.2,1.0,1.0,0.5,0.25,0.25,0.25,0.0625,0.5625,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,1.0,0.25,0.25,0.402,0.058823529411764705,0.14285714285714285,0.14285714285714285,27.839999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201147,1610612745,Corey Brewer,Corey Brewer,201147,HOU,4633.0,77,-16,165,163,50.0,25,328,4.0,8.0,1.0,1.0,8.0,6.0,17.0,22,161,2.0,3.0,9.0,6.0,2.0,4.0,7.0,9.0,50.0,0.35294117647058826,0.6666666666666666,0.2777777777777778,0.7,0.3548387096774194,0.75,18.974358974358974,0.041666666666666664,0.05,,0.2962962962962963,0.5,0.5714285714285714,0.2962962962962963,0.2,1.0,0.6666666666666666,0.49997407407407407,0.5099,0.4090909090909091,5.805882352941177,0.30303030303030304,45.0,1.0,1.0,1.0,7.0,,3.0,,,,1.0,10.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,,3.0,,6.0,2.0,8.0,,4.0,18.0,,2.0,3.0,,,3.0,13.0,5.0,8.0,3.0,1.0,0.5,0.6,1.0,0.1,0.5,0.1,1.0,0.5,0.5,0.37037037037037035,0.0625,,0.031578947368421054,,0.041666666666666664,0.125,0.125,0.16666666666666666,,0.037037037037037035,1.0,1.0,0.25925925925925924,0.1111111111111111,,,,,,,,0.8417,0.1,0.15,0.09090909090909091,23.94,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17647058823529413,0.125,0.25,0.3333333333333333,0.05,0.09090909090909091,0.1111111111111111,0.14285714285714285,1.0,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5,1.0,0.5,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203909,1610612745,KJ McDaniels,KJ McDaniels,203909,HOU,1374.0,23,10,53,55,37.0,7,108,1.0,4.0,1.0,4.0,2.0,1.0,7.0,5,39,1.0,7.0,5.0,,2.0,3.0,3.0,5.0,37.0,0.14285714285714285,0.14285714285714285,0.25,0.25,0.25,0.25,16.129032258064516,0.10526315789473684,0.11538461538461539,,0.4,0.25,0.5,0.2,0.4,0.25,0.7,0.49596,0.49596,1.0,5.542857142857143,0.6981132075471698,20.0,,,1.0,1.0,,2.0,1.0,,2.0,1.0,3.0,,,1.0,1.0,,1.0,3.0,2.0,,,2.0,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.3,0.14285714285714285,,,,0.16666666666666666,,,,,0.1,,,0.1,0.2,,,,0.5,0.2,,,0.53175,,,,24.866666666666664,,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,3.0,1.0,3.0,2.0,0.42857142857142855,0.5,0.5,,,,,0.2,0.6666666666666666,1.0,,1.0,1.0,,,,,0.1,1.0,3.0,2.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,1024.0,17,-13,37,38,27.0,4,75,,1.0,,1.0,2.0,,3.0,1,36,,3.0,1.0,,5.0,6.0,10.0,1.0,27.0,,,,,0.125,0.125,11.904761904761905,0.38461538461538464,0.2857142857142857,0.6666666666666666,0.3333333333333333,,,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.49000000000000005,0.49000000000000005,1.0,3.733333333333334,0.7297297297297297,14.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,0.125,0.2222222222222222,0.17391304347826086,0.2857142857142857,0.14285714285714285,,,,,,,,,,,,,,,,,0.3337,,,,,,,,,,,1.0,,,,,2.0,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,0.14285714285714285,0.25,,0.2,1.0,,,,,,,,,,,,,0.4,2.0,1.0,1.0,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2730,1610612745,Dwight Howard,Dwight Howard,2730,HOU,3456.0,58,-10,118,115,13.0,21,233,9.0,13.0,,,8.0,10.0,21.0,27,117,,1.0,1.0,4.0,15.0,21.0,32.0,1.0,13.0,0.47619047619047616,,0.47619047619047616,,0.48214285714285715,0.25,21.67832167832168,0.4411764705882353,0.3684210526315789,0.3888888888888889,0.6190476190476191,0.6923076923076923,0.8181818181818182,0.38095238095238093,,,0.6190476190476191,0.6281238095238096,0.3981,0.037037037037037035,2.8095238095238098,0.11016949152542373,21.0,1.0,,,,,,,,,,,7.0,2.0,5.0,,5.0,,,16.0,,,,,1.0,4.0,5.0,,,14.0,3.0,6.0,11.0,1.0,,3.0,8.0,11.0,15.0,7.0,1.0,0.8,1.0,,,,,0.4,0.4,0.35714285714285715,,0.2608695652173913,0.11538461538461539,0.15492957746478872,0.16666666666666666,0.25,0.2857142857142857,0.125,0.14285714285714285,1.0,,,,,,,,,,,,,0.6257666666666667,0.25925925925925924,0.25925925925925924,0.18518518518518517,,2.0,5.0,,,,,1.0,4.0,3.0,4.0,1.0,8.0,1.0,,1.0,2.0,,3.0,,,2.0,1.0,,1.0,3.0,2.0,3.0,2.0,0.14285714285714285,0.15384615384615385,0.125,0.3333333333333333,0.17777777777777778,0.1111111111111111,0.14285714285714285,0.5555555555555556,0.6666666666666666,0.7777777777777778,,,,,1.0,0.4,,,,,1.0,0.42857142857142855,,,1.0,0.25,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201563,1610612745,Michael Beasley,Michael Beasley,201563,HOU,2077.0,35,-1,72,71,15.0,12,143,2.0,4.0,,1.0,7.0,8.0,18.0,18,78,2.0,3.0,4.0,8.0,2.0,6.0,6.0,4.0,15.0,0.4444444444444444,0.6666666666666666,0.4,0.6666666666666666,0.42857142857142855,0.6666666666666666,26.436781609195403,0.125,0.12121212121212122,0.14285714285714285,0.2,0.5,0.5,0.35,0.3333333333333333,,0.3,0.45161999999999997,0.3877,0.2222222222222222,10.083333333333332,0.20833333333333334,18.0,2.0,4.0,7.0,,,2.0,,,,,2.0,2.0,1.0,3.0,,2.0,,,8.0,,,2.0,,1.0,,1.0,,1.0,2.0,,2.0,,1.0,,1.0,2.0,2.0,2.0,1.0,,0.5,0.5,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.11764705882352941,,,,0.15384615384615385,,0.2857142857142857,0.4,,0.35,0.5714285714285714,0.5714285714285714,,0.1,,,,,,,,0.484,0.047619047619047616,0.05263157894736842,0.1111111111111111,25.1,1.0,1.0,,,,,,,2.0,,,,,,,2.0,,2.0,,1.0,,,,,,,,,0.1111111111111111,,0.2857142857142857,,,,,0.2,,0.5,0.75,,,,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,2843.0,47,-10,102,98,21.0,14,200,3.0,7.0,1.0,1.0,4.0,4.0,13.0,26,101,1.0,2.0,6.0,6.0,3.0,4.0,6.0,6.0,21.0,0.3076923076923077,0.5,0.46,0.8333333333333334,0.48148148148148145,0.75,29.411764705882355,0.10344827586206896,0.06818181818181818,0.14285714285714285,0.28,0.42857142857142855,0.5,0.16,0.3333333333333333,1.0,0.76,0.47583000000000003,0.5152,0.23076923076923078,6.661538461538461,0.20588235294117646,34.0,1.0,,2.0,,5.0,12.0,4.0,1.0,1.0,5.0,12.0,3.0,,,4.0,9.0,1.0,1.0,2.0,9.0,,12.0,5.0,8.0,3.0,11.0,2.0,5.0,25.0,1.0,,2.0,2.0,2.0,,3.0,5.0,4.0,2.0,1.0,0.25,0.25,0.6,0.4166666666666667,1.0,0.4166666666666667,,1.125,1.125,0.48,,0.045454545454545456,0.03508771929824561,,,,0.25,0.25,,0.08,,,,0.48,0.4166666666666667,0.4166666666666667,0.6,1.0,0.3333333333333333,1.0,0.4166666666666667,0.5630999999999999,0.07407407407407407,0.13333333333333333,0.34615384615384615,26.224999999999998,,,,,,,1.0,,1.0,1.0,,1.0,5.0,1.0,4.0,3.0,,8.0,2.0,,2.0,,1.0,,,,,,0.07692307692307693,0.14285714285714285,,0.625,0.02857142857142857,0.06666666666666667,,,,0.3333333333333333,,,,,,,,,,6.0,,0.1111111111111111,,,,,,,,1.0,,,1.0,,,0.5,,3.0,3.0,3.0,1.0,0.75,0.125,0.75,0.6666666666666666,,,,,,True,,,,,,,,,,,,,
2746,1610612745,Josh Smith,Josh Smith,2746,HOU,282.0,5,3,10,9,1.0,1,19,,,,,,,,3,11,,,3.0,,,,,3.0,1.0,,,1.5,1.5,1.5,1.5,9.090909090909092,,,,,,,,,,1.0,0.49665,0.49665,1.0,,0.1,4.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,1927.0,32,-24,73,69,16.0,11,142,1.0,3.0,,1.0,1.0,1.0,4.0,12,69,,1.0,6.0,2.0,2.0,4.0,8.0,6.0,16.0,0.25,,0.4583333333333333,0.75,0.5,0.75,16.666666666666668,0.1,0.11428571428571428,0.18181818181818182,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.25,,0.9166666666666666,0.5090458333333333,0.44275,0.5,4.7,0.2191780821917808,25.0,,,,4.0,1.0,4.0,2.0,1.0,2.0,3.0,8.0,1.0,,2.0,2.0,,2.0,3.0,,9.0,,4.0,1.0,,1.0,1.0,,,3.0,1.0,2.0,4.0,4.0,3.0,,3.0,1.0,1.0,1.0,,,,1.0,0.375,0.6666666666666666,0.375,,,,0.6666666666666666,0.13333333333333333,0.05263157894736842,0.06521739130434782,0.08333333333333333,0.16666666666666666,,,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,0.5,0.5,0.5,0.25,0.5528625,0.08333333333333333,0.25,,25.325,,2.0,2.0,,1.0,1.0,,,,1.0,,2.0,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,1.0,0.07407407407407407,0.16666666666666666,,,,,,0.5,0.5,1.0,0.5,,,0.25,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,
