EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
1626153,1610612761,Delon Wright,Delon Wright,1626153,TOR,186.0,3,-2,7,6,3,13,8,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,7480.0,125,-27,236,238,78,474,248,5.0,5.0,2.0,10.0,87.0,39.0,5.0,12.0,1.0,1.0,1.0,4.0,3.0,7.0,2.0,3.0,4.0,4.0,3.0,8.0,1.0,1.0,10.0,22.0,3.0,12.0,5.0,34.0,3.0,4.0,1.0,6.0,2.0,6.0,5.0,4.0,8.0,12.0,9.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,3.0,8.0,2.0,13.0,3.0,16.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,13.0,3.0,6.0,3.0,1.0,1.0,1.0,4.0,85.0,4.0,0.4,0.4444444444444444,1.0,0.25,0.25,0.45454545454545453,0.75,0.3333333333333333,0.4264705882352941,0.6,0.18181818181818182,0.4594594594594595,0.6,0.18181818181818182,0.35294117647058826,0.09090909090909091,0.08333333333333333,0.3333333333333333,14.184397163120568,0.6666666666666666,0.3333333333333333,0.1,0.020618556701030927,0.125,0.027777777777777776,0.10576923076923077,0.022556390977443608,0.03333333333333333,0.029411764705882353,0.03571428571428571,0.09375,0.08,0.13043478260869565,0.07692307692307693,0.18181818181818182,0.05555555555555555,0.35294117647058826,0.4166666666666667,0.45454545454545453,0.6,0.20588235294117646,0.42857142857142855,0.42857142857142855,0.08823529411764706,0.6666666666666666,1.0,0.5,0.11764705882352941,0.23529411764705882,0.375,0.375,1.0,0.2,1.0,0.2,0.36363636363636365,0.25,0.36363636363636365,0.09090909090909091,0.7058823529411765,0.375,0.48944411764705886,0.4287666666666667,0.5200499999999999,0.08108108108108109,0.12,0.17647058823529413,0.11764705882352941,5.95909090909091,24.750000000000004,0.3686440677966102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,44775.0,746,-76,1411,1402,486,2813,1536,29.0,54.0,10.0,133.0,428.0,191.0,33.0,67.0,3.0,6.0,7.0,21.0,44.0,106.0,76.0,199.0,10.0,2.0,2.0,16.0,3.0,7.0,153.0,372.0,4.0,26.0,100.0,418.0,12.0,29.0,4.0,28.0,32.0,111.0,9.0,108.0,84.0,222.0,12.0,2.0,16.0,2.0,29.0,18.0,2.0,11.0,26.0,42.0,2.0,70.0,13.0,83.0,9.0,22.0,17.0,5.0,29.0,15.0,16.0,4.0,45.0,17.0,19.0,8.0,52.0,79.0,123.0,50.0,3.0,2.0,3.0,101.0,421.0,5.0,0.27450980392156865,0.27631578947368424,1.0,0.15384615384615385,0.15384615384615385,0.4112903225806452,0.41379310344827586,0.2882882882882883,0.39949748743718594,0.36363636363636365,0.2791666666666667,0.4579646017699115,0.38571428571428573,0.3689655172413793,0.06532663316582915,0.07795698924731183,0.208955223880597,0.010050251256281407,30.45343137254902,0.6444444444444445,0.06666666666666667,0.1,0.022727272727272728,0.12745098039215685,0.0091324200913242,0.10897435897435898,0.01849217638691323,0.015037593984962405,0.03529411764705882,0.006535947712418301,0.10067114093959731,0.07857142857142857,0.12213740458015267,0.11940298507462686,0.14285714285714285,0.04433497536945813,0.16834170854271358,0.4925373134328358,0.6226415094339622,0.30303030303030304,0.2663316582914573,0.41509433962264153,0.4731182795698925,0.5,0.38190954773869346,0.38578680203045684,0.2894736842105263,0.02512562814070352,0.04020100502512563,0.125,0.125,1.0,0.18181818181818182,0.5,0.09090909090909091,0.175,0.3333333333333333,0.016666666666666666,0.058333333333333334,0.23366834170854273,0.125,0.42250301507537685,0.46779107142857146,0.41274624999999987,0.11389521640091116,0.12106537530266344,0.06698564593301436,0.2583732057416268,12.369892473118282,25.196153846153848,0.3033309709425939,2.0,1.0,1.0,4.0,1.0,41.0,25.0,13.0,12.0,1.0,1.0,14.0,1.0,2.0,6.0,7.0,1.0,1.0,3.0,3.0,2.0,9.0,6.0,13.0,1.0,1.0,9.0,0.1111111111111111,0.12264150943396226,0.016574585635359115,0.015151515151515152,0.3333333333333333,0.22727272727272727,0.2,0.2,1.0,0.3333333333333333,0.030303030303030304,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202685,1610612761,Jonas Valanciunas,Jonas Valanciunas,202685,TOR,17157.0,286,23,543,536,179,1079,547,9.0,10.0,,21.0,130.0,83.0,42.0,71.0,15.0,34.0,12.0,15.0,15.0,26.0,5.0,12.0,,,,,,,62.0,109.0,,,28.0,152.0,16.0,37.0,,48.0,17.0,23.0,,44.0,74.0,50.0,,24.0,,,6.0,5.0,9.0,33.0,18.0,48.0,6.0,72.0,45.0,117.0,11.0,7.0,4.0,3.0,9.0,2.0,6.0,1.0,15.0,1.0,13.0,3.0,27.0,41.0,35.0,14.0,13.0,7.0,13.0,44.0,128.0,2.0,0.5967741935483871,0.74,,,,0.5688073394495413,0.43243243243243246,0.7391304347826086,0.5688073394495413,0.43243243243243246,0.7391304347826086,0.608,0.5217391304347826,0.7333333333333333,,0.05504587155963303,0.056338028169014086,,21.705426356589147,0.6,0.5454545454545454,0.2857142857142857,0.17010309278350516,0.3,0.10714285714285714,0.2894736842105263,0.1510791366906475,0.25806451612903225,0.16901408450704225,0.11475409836065574,0.25,0.3728813559322034,0.22807017543859648,0.375,0.15,0.2682926829268293,0.6513761467889908,0.5915492957746479,0.6268656716417911,0.5476190476190477,0.23853211009174313,0.5769230769230769,0.625,0.11009174311926606,0.4166666666666667,0.4166666666666667,0.8,,,,,,0.918918918918919,0.4411764705882353,,0.6521739130434783,0.8,,,0.6513761467889908,,0.5088669724770641,0.5082903225806452,0.5158347826086958,0.11666666666666667,0.11666666666666667,0.3157894736842105,0.2894736842105263,5.219266055045871,,0.23941068139963168,,,,16.0,,10.0,1.0,1.0,,4.0,1.0,7.0,,1.0,3.0,1.0,7.0,2.0,13.0,,1.0,3.0,,5.0,,10.0,4.0,,0.07692307692307693,0.08196721311475409,0.08695652173913043,0.7692307692307693,0.6666666666666666,,,,0.06666666666666667,,,3.0,6.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,True
202709,1610612761,Cory Joseph,Cory Joseph,202709,TOR,15830.0,264,-72,504,503,301,1007,557,18.0,23.0,5.0,51.0,231.0,72.0,16.0,24.0,2.0,2.0,8.0,11.0,10.0,24.0,9.0,25.0,6.0,3.0,2.0,8.0,1.0,3.0,35.0,73.0,5.0,14.0,20.0,105.0,6.0,9.0,1.0,13.0,14.0,34.0,6.0,47.0,10.0,60.0,12.0,2.0,7.0,2.0,6.0,8.0,1.0,6.0,6.0,8.0,,14.0,8.0,22.0,,9.0,4.0,5.0,6.0,2.0,5.0,2.0,11.0,6.0,16.0,,24.0,20.0,25.0,8.0,2.0,1.0,2.0,45.0,225.0,4.0,0.14285714285714285,0.14705882352941177,0.8,0.35714285714285715,0.38461538461538464,0.4794520547945205,0.6666666666666666,0.4117647058823529,0.4885057471264368,0.6,0.425,0.5303030303030303,0.65,0.5,0.16091954022988506,0.0821917808219178,0.08333333333333333,,18.707482993197278,0.5454545454545454,,0.058394160583941604,0.031088082901554404,0.08823529411764706,0.014285714285714285,0.06829268292682927,0.026615969581749048,0.02,0.03076923076923077,0.02,0.04,0.08333333333333333,0.05128205128205128,0.10204081632653061,0.05263157894736842,,0.27586206896551724,0.6666666666666666,0.7272727272727273,0.1875,0.27586206896551724,0.4166666666666667,0.5,0.28735632183908044,0.36,0.36,0.1111111111111111,0.06896551724137931,0.09195402298850575,0.25,0.25,0.5,0.2,1.0,0.1,0.275,0.7272727272727273,0.075,0.075,0.4367816091954023,0.2857142857142857,0.4464738372093023,0.3922555555555555,0.45132374999999997,0.0851063829787234,0.1,0.12380952380952381,0.44761904761904764,9.60821917808219,25.8,0.4583333333333333,3.0,,1.0,1.0,2.0,13.0,5.0,5.0,,5.0,1.0,4.0,1.0,,,1.0,,,,3.0,,1.0,,5.0,1.0,1.0,4.0,0.3333333333333333,0.16666666666666666,0.038461538461538464,,0.5,0.1,0.5,0.5,1.0,,,0.3333333333333333,1.0,,0.05263157894736842,1.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,35857.0,598,4,1123,1123,312,2246,1210,73.0,97.0,12.0,218.0,280.0,149.0,39.0,60.0,3.0,4.0,6.0,15.0,15.0,49.0,20.0,46.0,4.0,1.0,36.0,100.0,12.0,25.0,74.0,155.0,37.0,104.0,54.0,313.0,4.0,13.0,12.0,33.0,13.0,36.0,26.0,93.0,34.0,114.0,45.0,2.0,99.0,36.0,13.0,44.0,4.0,6.0,15.0,39.0,1.0,55.0,10.0,65.0,2.0,26.0,9.0,17.0,39.0,24.0,12.0,2.0,51.0,17.0,27.0,5.0,61.0,63.0,72.0,27.0,3.0,2.0,3.0,92.0,273.0,1.0,0.22972972972972974,0.2328767123287671,0.40540540540540543,0.3557692307692308,0.3592233009708738,0.4774193548387097,0.3076923076923077,0.3611111111111111,0.5,0.46,0.5483870967741935,0.5415224913494809,0.55,0.6038961038961039,0.4015444015444015,0.08387096774193549,0.11666666666666667,0.021739130434782608,26.214340786430224,0.7647058823529411,0.045454545454545456,0.11304347826086956,0.016304347826086956,0.08982035928143713,0.022099447513812154,0.10546875,0.018214936247723135,0.01904761904761905,0.022556390977443608,0.023076923076923078,0.1,0.09649122807017543,0.14414414414414414,0.09433962264150944,0.08196721311475409,0.015748031496062992,0.23166023166023167,0.65,0.7358490566037735,0.3076923076923077,0.1891891891891892,0.30612244897959184,0.3409090909090909,0.1776061776061776,0.43478260869565216,0.4444444444444444,0.1,0.015444015444015444,0.3861003861003861,0.36,0.3673469387755102,0.3888888888888889,0.16,0.75,0.48,0.24193548387096775,0.4,0.016129032258064516,0.4032258064516129,0.6332046332046332,0.36363636363636365,0.47392081712062256,0.4821368421052631,0.45351416666666666,0.11267605633802817,0.15428571428571428,0.10543130990415335,0.2971246006389776,8.570967741935485,26.012500000000006,0.2493321460373998,1.0,,,10.0,14.0,25.0,24.0,14.0,10.0,17.0,4.0,15.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,7.0,6.0,7.0,,5.0,,1.0,3.0,0.5384615384615384,0.10204081632653061,0.007692307692307693,0.0196078431372549,0.3333333333333333,0.2,0.25,0.25,1.0,0.3333333333333333,,,,1.0,,14.0,66.0,1.0,0.56,5.0,5.0,2.0,3.0,5.0,0.4166666666666667,0.019230769230769232,0.02,0.4166666666666667,0.8,0.045871559633027525,,,,,,,,,,True
201949,1610612761,James Johnson,James Johnson,201949,TOR,2826.0,47,-14,86,85,34,171,101,2.0,2.0,,4.0,4.0,5.0,5.0,5.0,,,,,2.0,3.0,,,2.0,,,4.0,,,7.0,8.0,2.0,6.0,,20.0,,,,,,,,,10.0,4.0,6.0,,4.0,,,2.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,8.0,,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,,6.0,,7.0,1.0,1.0,1.0,,,,,4.0,1.0,0.7142857142857143,0.7142857142857143,1.0,0.3333333333333333,0.3333333333333333,0.875,,,0.7142857142857143,,,0.7142857142857143,,,0.42857142857142855,,,,18.681318681318682,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.043478260869565216,0.05263157894736842,0.0625,0.15151515151515152,0.05128205128205128,,,0.07692307692307693,,0.6,0.3333333333333333,0.06666666666666667,,,0.35714285714285715,1.0,1.0,0.6,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,,,0.14285714285714285,0.2857142857142857,,,,,,,,,,,0.7857142857142857,,0.5628357142857142,,,0.07142857142857142,0.125,,,2.8000000000000003,24.13333333333333,0.046511627906976744,2.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.1111111111111111,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202687,1610612761,Bismack Biyombo,Bismack Biyombo,202687,TOR,23694.0,395,-46,742,736,226,1478,809,7.0,8.0,,17.0,228.0,97.0,24.0,37.0,6.0,13.0,6.0,9.0,,7.0,2.0,6.0,,,,,,,26.0,50.0,,,33.0,85.0,6.0,14.0,,26.0,6.0,10.0,,33.0,40.0,12.0,,4.0,,,6.0,5.0,10.0,25.0,35.0,64.0,9.0,108.0,35.0,143.0,1.0,7.0,6.0,1.0,6.0,4.0,9.0,,15.0,5.0,12.0,1.0,31.0,43.0,52.0,18.0,22.0,15.0,23.0,33.0,225.0,6.0,0.7692307692307693,0.8333333333333334,,,,0.52,0.42857142857142855,0.6,0.52,0.42857142857142855,0.6,0.5743243243243243,0.52,0.6111111111111112,,0.12,0.13513513513513514,,10.470588235294118,0.4,0.6,0.2857142857142857,0.10121457489878542,0.25735294117647056,0.08264462809917356,0.275,0.09510869565217392,0.14754098360655737,0.10843373493975904,0.07407407407407407,0.24719101123595505,0.25,0.373134328358209,0.24719101123595505,0.2765957446808511,0.05555555555555555,0.74,0.6486486486486487,0.75,0.75,0.14,,,0.12,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.9285714285714286,0.46153846153846156,,0.9,0.6666666666666666,,,0.74,,0.621496,0.6021272727272727,0.6845500000000001,0.28125,0.28125,0.3058823529411765,0.38823529411764707,4.198,,0.30727762803234504,,,,14.0,,21.0,1.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,4.0,4.0,11.0,1.0,1.0,4.0,,10.0,,15.0,7.0,,0.14285714285714285,0.06796116504854369,0.1,0.6521739130434783,,,,,0.16666666666666666,,,,7.0,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,1.0,3.0,,,,True
201960,1610612761,DeMarre Carroll,DeMarre Carroll,201960,TOR,31881.0,531,-27,994,999,285,1993,1090,11.0,15.0,,34.0,255.0,138.0,25.0,40.0,4.0,9.0,6.0,8.0,6.0,27.0,1.0,6.0,23.0,4.0,11.0,47.0,9.0,8.0,32.0,73.0,24.0,70.0,26.0,162.0,5.0,14.0,11.0,22.0,6.0,14.0,12.0,35.0,42.0,22.0,66.0,8.0,47.0,11.0,6.0,10.0,8.0,13.0,17.0,36.0,,53.0,21.0,74.0,5.0,17.0,11.0,6.0,10.0,4.0,7.0,1.0,17.0,3.0,28.0,4.0,56.0,25.0,34.0,12.0,3.0,2.0,4.0,35.0,251.0,9.0,0.65625,0.75,0.9166666666666666,0.34285714285714286,0.34285714285714286,0.4383561643835616,0.35714285714285715,0.42857142857142855,0.4755244755244755,0.38,0.5192307692307693,0.5094339622641509,0.4074074074074074,0.5303030303030303,0.48951048951048953,0.0821917808219178,0.05,,15.29105125977411,0.5882352941176471,,0.12,0.03869047619047619,0.1111111111111111,0.05194805194805195,0.11699779249448124,0.04285714285714286,0.08695652173913043,0.01652892561983471,0.0380952380952381,0.14,0.09433962264150944,0.1276595744680851,0.11224489795918367,0.10909090909090909,0.06172839506172839,0.27972027972027974,0.625,0.6578947368421053,0.68,0.1888111888111888,0.2222222222222222,0.2608695652173913,0.04195804195804196,0.16666666666666666,0.16666666666666666,1.0,0.16083916083916083,0.32867132867132864,0.23404255319148937,0.23404255319148937,0.9090909090909091,0.36,0.4444444444444444,0.36,0.3076923076923077,0.75,0.15384615384615385,0.3076923076923077,0.7692307692307693,0.23404255319148937,0.537416083916084,0.5150968750000001,0.5079923076923076,0.08387096774193549,0.14285714285714285,0.13580246913580246,0.21604938271604937,5.293150684931508,24.858571428571427,0.25653923541247486,13.0,2.0,3.0,3.0,5.0,8.0,4.0,3.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,3.0,,5.0,4.0,1.0,1.0,,4.0,,1.0,4.0,0.4166666666666667,0.14814814814814814,0.024390243902439025,0.08163265306122448,0.25,0.5,0.5652173913043478,0.5652173913043478,0.9230769230769231,0.25,0.08,0.75,,1.0,,2.0,6.0,,0.25,2.0,3.0,,,1.0,0.2727272727272727,,,0.2222222222222222,1.0,0.014084507042253521,1.0,1.0,,,,,1.0,0.5,1.0,True
202335,1610612761,Patrick Patterson,Patrick Patterson,202335,TOR,26443.0,441,-21,836,827,315,1663,930,11.0,20.0,3.0,49.0,282.0,112.0,16.0,20.0,7.0,9.0,4.0,5.0,7.0,23.0,2.0,6.0,31.0,7.0,11.0,25.0,4.0,9.0,25.0,49.0,17.0,56.0,15.0,116.0,7.0,12.0,7.0,28.0,6.0,13.0,16.0,31.0,28.0,22.0,51.0,4.0,25.0,11.0,5.0,4.0,5.0,15.0,19.0,17.0,3.0,39.0,22.0,61.0,3.0,4.0,4.0,,8.0,5.0,5.0,,13.0,4.0,7.0,3.0,23.0,17.0,18.0,6.0,6.0,3.0,6.0,31.0,279.0,3.0,0.56,0.6086956521739131,1.0,0.30357142857142855,0.30357142857142855,0.5102040816326531,0.5833333333333334,0.46153846153846156,0.48095238095238096,0.6052631578947368,0.3620689655172414,0.5132743362831859,0.6666666666666666,0.45588235294117646,0.5333333333333333,0.10204081632653061,0.05,,13.070539419087137,0.6153846153846154,0.16666666666666666,0.07391304347826087,0.05474452554744526,0.14285714285714285,0.041666666666666664,0.09917355371900827,0.050761421319796954,0.05333333333333334,0.043478260869565216,0.037037037037037035,0.06818181818181818,0.02666666666666667,0.13432835820895522,0.17073170731707318,0.09803921568627451,0.05172413793103448,0.19047619047619047,0.8,0.8421052631578947,0.5625,0.21904761904761905,0.30434782608695654,0.3684210526315789,0.05714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.29523809523809524,0.23809523809523808,0.44,0.44,1.0,0.47368421052631576,0.7777777777777778,0.21052631578947367,0.1724137931034483,0.8,0.2413793103448276,0.3103448275862069,0.7238095238095238,0.44,0.5294319047619047,0.49911999999999995,0.5222275862068965,0.05504587155963303,0.11320754716981132,0.2413793103448276,0.2672413793103448,6.8979591836734695,24.37857142857143,0.3373205741626794,6.0,3.0,,5.0,3.0,10.0,9.0,6.0,3.0,4.0,1.0,3.0,,,1.0,1.0,,1.0,3.0,,,2.0,,4.0,1.0,3.0,3.0,0.1875,0.17391304347826086,0.06542056074766354,0.05128205128205128,0.5,0.42857142857142855,0.1935483870967742,0.1935483870967742,1.0,0.14285714285714285,0.15789473684210525,,2.0,2.0,0.07692307692307693,3.0,,,0.3333333333333333,3.0,3.0,,,,0.42857142857142855,,,0.75,1.0,,,,,1.0,,,,,,True
