EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,DefFTReboundPct,DefAtRimReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,Corner3Assists,BadPassSteals,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,Fg2aBlocked,LostBallTurnovers,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,SelfOReb,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,SecondChanceCorner3Frequency,FTOffRebounds,Charge Fouls,OffFTReboundPct,Charge Fouls Drawn,ShortMidRangePctBlocked,PtsUnassisted3s,BlockingFouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,on,OffCorner3ReboundPct,BlockingFoulsDrawn,StepOutOfBoundsTurnovers
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,4889.0,81,-9,140,143,46,50,13.0,283,2.0,3.0,1.0,1.0,2.0,6.0,2.0,4.0,4.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,6.0,13.0,6.0,10.0,2.0,32.0,166,1.0,1.0,2.0,3.0,3.0,2.0,4.0,12.0,4.0,8.0,18.0,5.0,2.0,8.0,8.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,10.0,1.0,3.0,2.0,1.0,12.0,46,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.5,0.6,0.46153846153846156,1.0,1.0,0.6521739130434783,1.0,0.8571428571428571,0.6666666666666666,1.0,0.8571428571428571,0.43478260869565216,17.307692307692307,0.3333333333333333,0.16666666666666666,0.25,0.2,0.23809523809523808,0.2727272727272727,0.22727272727272727,0.3,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.5,0.17391304347826086,0.5,0.5,0.21739130434782608,0.8,0.8,1.0,0.21739130434782608,0.4,0.4,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.5652173913043478,0.4,0.4934608695652175,0.5448142857142858,0.041666666666666664,0.07142857142857142,0.0625,0.375,9.315384615384618,24.439999999999998,0.32857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201229,1610612765,Anthony Tolliver,Anthony Tolliver,201229,DET,1277.0,21,-18,37,39,3,6,2.0,76,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,,1.0,2.0,2.0,,2.0,,4.0,50,,,,,,,1.0,,4.0,,,2.0,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,3,,1.0,1.0,,,,,1.0,,,0.5,,,0.5,,,0.5,10.256410256410255,,0.2,0.16666666666666666,0.1875,0.3333333333333333,0.25,0.16666666666666666,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,,,,0.5,,,,,,,,1.0,,0.5,,0.4188125,0.47115,,,,,14.3,26.25,0.08108108108108109,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.058823529411764705,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201975,1610612765,Jodie Meeks,Jodie Meeks,201975,DET,101.0,2,-3,3,4,3,4,,7,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,7,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,33.333333333333336,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3837,0.3837,,,,1.0,6.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203493,1610612765,Reggie Bullock,Reggie Bullock,203493,DET,1149.0,19,-12,35,37,8,11,2.0,72,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,3.0,3.0,2.0,3.0,,12.0,49,,,,1.0,1.0,,1.0,2.0,6.0,,6.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,2.0,2.0,,,,,2.0,8,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,1.0,,1.0,1.0,,0.5,1.0,,0.5,0.5,16.216216216216218,,0.07692307692307693,,0.05555555555555555,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,,,,0.8333333333333334,1.0,0.6237083333333333,0.714225,,,,0.16666666666666666,7.6000000000000005,24.333333333333332,0.22857142857142856,2.0,3.0,1.0,7.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203915,1610612765,Spencer Dinwiddie,Spencer Dinwiddie,203915,DET,101.0,2,-3,3,4,3,4,,7,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,7,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,33.333333333333336,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,0.5845,0.5845,,,,1.0,1.1,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202694,1610612765,Marcus Morris,Marcus Morris,202694,DET,2015.0,34,1,56,55,31,22,6.0,111,,,,,2.0,3.0,,,,,,,,1.0,,1.0,2.0,3.0,,1.0,6.0,10.0,62,,,3.0,1.0,1.0,,1.0,6.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,4.0,,5.0,8.0,3.0,6.0,31,1.0,0.5,0.5,,,,,0.6666666666666666,,1.0,0.5,,0.5,0.625,0.5,0.75,0.25,14.0625,,0.05263157894736842,,0.03225806451612903,0.1,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.25,,,,,,,,0.5,,0.25,,0.3976375,0.412125,0.42857142857142855,0.5,0.3,0.6,11.5,25.1,0.5535714285714286,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,2518.0,42,25,72,69,31,25,9.0,141,4.0,6.0,3.0,4.0,1.0,2.0,2.0,4.0,,,,,,7.0,,4.0,7.0,12.0,,7.0,,14.0,62,,,,3.0,5.0,,4.0,6.0,,14.0,,7.0,,,1.0,1.0,2.0,2.0,1.0,4.0,,1.0,,4.0,1.0,2.0,3.0,,3.0,,,6.0,31,,,,,,,,0.5833333333333334,,0.6,0.3684210526315789,,0.3333333333333333,0.3684210526315789,,0.3333333333333333,0.3684210526315789,27.710843373493976,1.0,0.038461538461538464,,0.022727272727272728,,,,,0.3157894736842105,0.6666666666666666,0.8,,0.10526315789473684,0.5,0.5,,0.21052631578947367,0.5,0.5,,,,,0.3684210526315789,,,,0.4444444444444444,0.75,,,0.4444444444444444,,0.6842105263157895,,0.5005184210526316,0.5665833333333333,,,,0.42857142857142855,8.075000000000001,25.928571428571427,0.4305555555555556,8.0,12.0,4.0,28.0,1.0,1.0,1.0,1.0,1.0,,0.05555555555555555,0.03225806451612903,,,,4.0,2.0,4.0,,,0.1,2.0,2.0,,,2.0,1.0,,,,1.0,,1.0,3.0,0.08333333333333333,0.16666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,2368.0,39,-7,68,70,21,17,10.0,138,6.0,10.0,2.0,3.0,2.0,6.0,,,,,,,,1.0,,1.0,8.0,16.0,,1.0,4.0,20.0,74,3.0,4.0,7.0,2.0,3.0,,1.0,7.0,10.0,6.0,,,,6.0,3.0,9.0,14.0,,,3.0,,3.0,,3.0,,,,,14.0,16.0,2.0,7.0,21,,0.625,0.8333333333333334,,,,,0.5,0.75,0.6666666666666666,0.47058823529411764,0.75,0.5,0.4,0.7,0.35,0.058823529411764705,33.33333333333333,1.0,0.13636363636363635,0.3157894736842105,0.21951219512195122,0.2,,0.4166666666666667,0.14285714285714285,0.5882352941176471,0.6,0.6666666666666666,0.5,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.058823529411764705,,,,0.75,0.6666666666666666,,,0.25,,0.6470588235294118,,0.5785125000000001,0.7360666666666668,0.1111111111111111,0.11764705882352941,0.35,0.35,3.7437500000000004,82.3,0.3088235294117647,,,,,4.0,5.0,4.0,1.0,4.0,3.0,0.2,0.16129032258064516,0.1111111111111111,0.75,,,,,,,0.1,,,1.0,3.0,,,,7.0,4.0,,0.54275,1.0,,0.0625,0.1,0.42857142857142855,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.09090909090909091,0.1,0.14285714285714285,0.75,0.6666666666666666,,,,,,,,,,,,,,,,True,,,
2581,1610612765,Steve Blake,Steve Blake,2581,DET,2270.0,38,-31,65,70,12,21,4.0,135,,2.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,3.0,1.0,2.0,,3.0,97,,,,,,,1.0,,,,3.0,,,,3.0,3.0,3.0,,,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,,1.0,,,,12,1.0,,,1.0,0.5,,0.5,,,,0.3,,,0.3,,,0.4,12.857142857142858,0.25,0.13636363636363635,,0.08333333333333333,,0.2857142857142857,,,0.4,,,,,,,,0.2,,,0.4,0.5,0.5,1.0,,,,,,,1.0,,,,0.8,,0.48694000000000004,0.62205,,,,,6.666666666666667,24.1,0.18461538461538463,6.0,10.0,4.0,24.0,,,,,,,,,,,,4.0,2.0,1.0,,,0.16666666666666666,,1.0,,,2.0,,,,,,0.62205,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,3051.0,51,21,86,86,29,33,7.0,172,4.0,7.0,1.0,1.0,4.0,8.0,,,2.0,3.0,1.0,1.0,1.0,4.0,,1.0,8.0,15.0,3.0,7.0,5.0,30.0,92,,1.0,,2.0,4.0,1.0,2.0,11.0,10.0,6.0,9.0,4.0,1.0,2.0,9.0,11.0,14.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,3.0,,5.0,5.0,3.0,11.0,29,2.0,0.625,0.625,1.0,0.42857142857142855,0.5,0.42857142857142855,0.5333333333333333,,0.5,0.5681818181818182,,0.5833333333333334,0.625,,0.6875,0.3181818181818182,27.659574468085108,0.5,0.2647058823529412,0.09090909090909091,0.19642857142857142,0.26666666666666666,0.125,0.06666666666666667,0.14285714285714285,0.3181818181818182,0.5714285714285714,0.6666666666666666,0.75,0.36363636363636365,0.5,0.5,0.5,,,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,0.25,0.25,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,,0.6363636363636364,0.25,0.4983113636363637,0.44963333333333333,0.125,0.17647058823529413,,0.36666666666666664,5.579999999999999,24.88571428571429,0.3372093023255814,4.0,6.0,3.0,14.0,1.0,3.0,1.0,,1.0,,0.05263157894736842,0.06060606060606061,,,,2.0,1.0,,,,0.36363636363636365,,,,4.0,1.0,,,,,,0.5473,1.0,,0.06666666666666667,0.14285714285714285,0.09090909090909091,,1.0,,,1.0,2.0,,,1.0,1.0,0.07142857142857142,0.09090909090909091,0.2222222222222222,1.0,,,1.0,,,,1.0,1.0,0.5,,,,,,,,True,,,
