EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Corner3FGM,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Travels,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockingFouls,Defensive 3 Seconds Violations,on,FTOffRebounds,Charge Fouls,BlockedLongMidRange,OffFTReboundPct,Charge Fouls Drawn
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,8289.0,138,-60.0,265,270,69.0,80.0,28,535,12.0,20.0,2.0,5.0,2.0,11.0,9.0,12.0,1.0,1.0,8.0,1.0,3.0,1.0,23.0,43,1.0,9.0,7.0,56.0,321,1.0,1.0,1.0,3.0,5.0,3.0,8.0,1.0,5.0,11.0,10.0,36.0,3.0,8.0,1.0,5.0,13.0,5.0,18.0,4.0,1.0,4.0,3.0,6.0,41.0,1.0,1.0,7.0,8.0,2.0,17.0,2.0,19.0,2.0,5.0,4.0,1.0,10.0,8.0,1.0,2.0,11.0,4.0,6.0,12.0,1.0,10.0,2.0,11.0,1.0,4.0,2.0,11.0,68.0,2.0,0.21739130434782608,0.21739130434782608,1.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.5348837209302325,1.0,0.375,0.47115384615384615,0.625,0.3333333333333333,0.49122807017543857,0.625,0.4230769230769231,0.17307692307692307,0.11627906976744186,0.15,0.09090909090909091,0.08333333333333333,23.050847457627118,0.9090909090909091,0.13333333333333333,0.09876543209876543,0.01098901098901099,0.13725490196078433,0.023809523809523808,0.11363636363636363,0.015037593984962405,0.037037037037037035,0.125,0.09523809523809523,0.075,0.15,0.16666666666666666,0.06666666666666667,0.08695652173913043,0.38461538461538464,0.6,0.7058823529411765,0.16666666666666666,0.21153846153846154,0.18181818181818182,0.2,0.23076923076923078,0.75,0.8181818181818182,0.3333333333333333,0.019230769230769232,0.15384615384615385,0.125,0.125,1.0,0.75,0.3333333333333333,1.0,0.5555555555555556,0.4,0.1111111111111111,0.5576923076923077,0.125,0.4956182692307693,0.557175,0.5021888888888889,0.07272727272727272,0.08695652173913043,0.08928571428571429,0.19642857142857142,8.553488372093023,24.433333333333337,0.26037735849056604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,389.0,6,-12.0,15,17,9.0,12.0,1,32,1.0,1.0,,,,1.0,,,,,3.0,,,2.0,1.0,2,,3.0,2.0,4.0,22,,,,,,,,2.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,,,8.0,,1.0,1.0,,,,,0.5,,,0.2,,,0.3333333333333333,,,0.6,,,,,37.5,,,,,,,,,,,,,,,,,0.2,1.0,1.0,1.0,0.2,,,,,,,,0.6,,,,,,,,,1.0,0.8,,0.47353000000000006,,0.4683,0.16666666666666666,0.3333333333333333,,,5.6,25.466666666666665,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101114,1610612742,Deron Williams,Deron Williams,101114,DAL,2672.0,45,-40.0,84,86,13.0,18.0,12,170,1.0,5.0,,1.0,1.0,1.0,1.0,3.0,,3.0,5.0,,,1.0,3.0,9,3.0,5.0,,15.0,98,1.0,1.0,,,2.0,,3.0,1.0,,,2.0,4.0,,5.0,3.0,1.0,5.0,2.0,7.0,2.0,,3.0,1.0,1.0,16.0,,,,1.0,,1.0,,1.0,,,,,3.0,3.0,4.0,,7.0,1.0,2.0,6.0,1.0,1.0,,,,,,,13.0,,0.3333333333333333,0.3333333333333333,,0.6,,0.6,0.3333333333333333,1.0,,0.5357142857142857,1.0,,0.5357142857142857,1.0,,0.35714285714285715,0.1111111111111111,0.2,,,21.875,0.42857142857142855,,0.043478260869565216,,,,0.023809523809523808,,,,,,0.14285714285714285,,,,0.35714285714285715,0.2,0.25,,0.07142857142857142,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,0.35714285714285715,0.6,0.6,,,,,0.25,,0.25,0.7142857142857143,0.6,0.5051142857142857,0.3936,0.45925,,,0.13333333333333333,,8.177777777777779,24.5,0.15476190476190477,,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,7467.0,124,-57.0,243,236,66.0,80.0,26,479,9.0,11.0,3.0,4.0,9.0,21.0,11.0,24.0,1.0,1.0,7.0,,,1.0,29.0,56,2.0,8.0,11.0,75.0,307,,3.0,,,,8.0,14.0,1.0,8.0,24.0,36.0,22.0,6.0,7.0,1.0,3.0,4.0,1.0,5.0,,1.0,4.0,,,11.0,1.0,2.0,5.0,10.0,3.0,18.0,3.0,21.0,,1.0,,1.0,4.0,2.0,2.0,2.0,6.0,2.0,3.0,6.0,1.0,19.0,1.0,12.0,1.0,3.0,3.0,24.0,66.0,3.0,0.6206896551724138,0.6206896551724138,1.0,0.25,,0.25,0.5178571428571429,,0.5714285714285714,0.5,,0.5333333333333333,0.5362318840579711,,0.631578947368421,0.125,0.05357142857142857,0.18181818181818182,0.047619047619047616,,27.675276752767527,0.6666666666666666,0.2727272727272727,0.13333333333333333,0.02702702702702703,0.11904761904761904,0.027777777777777776,0.1282051282051282,0.02727272727272727,,,0.09090909090909091,0.18181818181818182,0.1,0.1,0.16666666666666666,,0.171875,0.8181818181818182,1.0,0.5555555555555556,0.328125,0.42857142857142855,0.45,0.375,0.4583333333333333,0.4583333333333333,0.9090909090909091,0.015625,0.109375,0.14285714285714285,0.14285714285714285,1.0,,,,0.26666666666666666,0.75,0.06666666666666667,0.296875,0.14285714285714285,0.44254999999999994,0.3823,0.45874333333333334,0.045454545454545456,0.05172413793103448,,0.32,11.464285714285717,24.237500000000004,0.2716049382716049,1.0,,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,0.09090909090909091,0.03225806451612903,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,10400.0,173,-106.0,334,339,86.0,114.0,38,673,2.0,7.0,,1.0,3.0,5.0,5.0,13.0,11.0,6.0,24.0,,1.0,7.0,10.0,25,10.0,35.0,15.0,65.0,435,,3.0,,2.0,1.0,1.0,4.0,10.0,6.0,20.0,6.0,14.0,30.0,24.0,6.0,4.0,6.0,,6.0,,,4.0,,2.0,12.0,1.0,3.0,10.0,3.0,1.0,14.0,4.0,18.0,1.0,6.0,2.0,4.0,2.0,2.0,2.0,,4.0,2.0,5.0,14.0,,17.0,3.0,19.0,,4.0,2.0,20.0,85.0,1.0,0.3,0.3,1.0,0.2857142857142857,,0.2857142857142857,0.4,,0.25,0.4166666666666667,,0.5,0.47058823529411764,0.08333333333333333,0.5588235294117647,0.5833333333333334,0.16,0.2857142857142857,0.2,0.07692307692307693,18.933333333333334,0.5,0.0625,0.031578947368421054,0.02654867256637168,0.18181818181818182,0.017241379310344827,0.08666666666666667,0.023391812865497075,0.05555555555555555,,0.07142857142857142,0.022727272727272728,,0.1794871794871795,0.1875,0.02857142857142857,0.11666666666666667,0.2857142857142857,0.4,0.5,0.08333333333333333,0.6,0.75,0.21666666666666667,0.38461538461538464,0.4166666666666667,0.4,0.18333333333333332,0.4,0.25,0.25,1.0,0.2,,,0.07142857142857142,,0.5,0.7,0.25,0.5023141666666666,0.4998333333333333,0.5247571428571429,0.09090909090909091,0.13793103448275862,0.015384615384615385,0.3076923076923077,11.152000000000001,24.06571428571429,0.25748502994011974,,,1.0,,4.0,1.0,2.0,1.0,,,,,,0.024390243902439025,0.02127659574468085,,,0.36363636363636365,0.36363636363636365,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.4,0.4,0.2,0.21428571428571427,0.6666666666666666,0.2857142857142857,0.05405405405405406,,,,,,,,,True,,,,,
2585,1610612742,Zaza Pachulia,Zaza Pachulia,2585,DAL,5813.0,97,-72.0,177,184,30.0,39.0,22,361,6.0,13.0,1.0,2.0,2.0,4.0,1.0,4.0,,,,,,,9.0,21,,,10.0,28.0,245,1.0,4.0,,,5.0,1.0,3.0,,7.0,9.0,14.0,4.0,,,,2.0,9.0,4.0,13.0,2.0,2.0,4.0,1.0,4.0,30.0,1.0,4.0,1.0,10.0,6.0,17.0,5.0,22.0,,2.0,2.0,,2.0,,,2.0,2.0,,5.0,13.0,,8.0,,11.0,,1.0,5.0,9.0,30.0,4.0,0.7777777777777778,0.875,,,,,0.42857142857142855,0.25,0.3333333333333333,0.42857142857142855,0.25,0.3333333333333333,0.5185185185185185,0.4166666666666667,0.6428571428571429,,0.09523809523809523,0.15384615384615385,,,14.0,1.0,0.8571428571428571,0.18518518518518517,0.058823529411764705,0.03333333333333333,0.03571428571428571,0.13095238095238096,0.052083333333333336,0.05,,0.23076923076923078,0.13333333333333333,0.2727272727272727,0.047619047619047616,,,0.6190476190476191,0.46153846153846156,0.5454545454545454,0.6666666666666666,0.19047619047619047,0.5,0.5,0.19047619047619047,0.25,0.25,1.0,,,,,,,,,0.6666666666666666,0.5,,0.6190476190476191,,0.5141761904761903,0.5630333333333334,0.49816666666666665,0.045454545454545456,0.045454545454545456,0.17857142857142858,0.32142857142857145,5.619047619047619,,0.1694915254237288,3.0,,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,0.08,0.05,1.0,1.0,,,,4.0,,,,,3.0,,,,,2.0,,1.0,,,,,,1.0,2.0,0.043478260869565216,0.25,,,,,True,,,,,
101135,1610612742,David Lee,David Lee,101135,DAL,1137.0,19,-22.0,39,40,17.0,23.0,3,79,2.0,3.0,,,2.0,2.0,,,,,,,,,4.0,5,,,,8.0,56,,1.0,,,,,,,,,6.0,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,2.0,1.0,,3.0,1.0,4.0,,,,,,,,,,,3.0,6.0,,,,,,,,,17.0,,0.75,0.75,,,,,0.8,,,0.8,,,0.8,,,,,,,,11.904761904761905,,,0.16666666666666666,0.09090909090909091,0.3333333333333333,,0.25,0.05,,,,0.2,,0.3333333333333333,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.4,1.0,1.0,,,,,,,,,,,,,,,,0.6,,0.5811,0.4037,,,,,,3.1399999999999997,,0.4358974358974359,1.0,,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,0.3333333333333333,,,,,,True,,,,,
1626147,1610612742,Justin Anderson,Justin Anderson,1626147,DAL,1862.0,31,-31.0,60,67,8.0,24.0,8,127,4.0,8.0,,1.0,,,1.0,4.0,1.0,1.0,7.0,,1.0,1.0,5.0,12,2.0,8.0,,16.0,96,1.0,3.0,,1.0,2.0,,1.0,1.0,,,10.0,,6.0,7.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,4.0,1.0,,3.0,,3.0,5.0,8.0,2.0,2.0,,2.0,,,,,,,1.0,6.0,,1.0,,2.0,,1.0,,,7.0,,1.0,1.0,1.0,0.25,,0.25,0.4166666666666667,0.3333333333333333,,0.4,0.25,,0.38095238095238093,0.25,,0.4,0.08333333333333333,0.125,,,30.000000000000004,,,0.2,0.05263157894736842,,0.2857142857142857,0.14285714285714285,0.15151515151515152,0.2,0.5,0.5,,0.25,,,0.16666666666666666,0.4,0.5,0.5714285714285714,1.0,,,,0.2,0.25,0.25,1.0,0.05,0.35,0.14285714285714285,0.14285714285714285,1.0,0.25,,,0.5,,0.5,0.8,0.14285714285714285,0.61365,0.5117,0.6066,0.047619047619047616,0.07692307692307693,0.125,,6.258333333333334,24.3875,0.13333333333333333,,,,,1.0,,,,1.0,1.0,,1.0,,,0.25,,,1.0,1.0,1.0,3.0,,,,,,,,,,1.0,,0.75,,,,,,1.0,,,0.3333333333333333,1.0,,,,True,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,2353.0,39,-20.0,71,76,21.0,28.0,12,147,5.0,8.0,2.0,3.0,,1.0,1.0,2.0,,,,,,,6.0,11,,,2.0,14.0,95,2.0,4.0,,,4.0,2.0,4.0,,1.0,5.0,8.0,4.0,,,,1.0,3.0,1.0,4.0,1.0,,1.0,,2.0,9.0,2.0,5.0,2.0,1.0,1.0,4.0,7.0,11.0,,,,,1.0,,,1.0,1.0,,3.0,4.0,,3.0,,6.0,,2.0,1.0,4.0,20.0,,0.6666666666666666,0.8,,,,,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,,0.09090909090909091,0.125,,,17.857142857142858,1.0,0.2,0.058823529411764705,0.1724137931034483,0.2222222222222222,0.1111111111111111,0.11538461538461539,0.14893617021276595,0.4,,,0.125,,,0.6666666666666666,,0.7272727272727273,0.625,0.7142857142857143,0.6,0.09090909090909091,,,0.18181818181818182,0.5,0.5,1.0,,,,,,,,,0.75,0.6666666666666666,,0.7272727272727273,,0.5581636363636364,0.601175,0.485,0.15384615384615385,0.15384615384615385,0.2857142857142857,0.35714285714285715,4.8909090909090915,,0.29577464788732394,,,,,,,,,,,,,,,0.13333333333333333,,,,,,3.0,,,,,,,,,,,,0.75,,,,,,2.0,2.0,0.2727272727272727,0.6666666666666666,,,,,True,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,4217.0,70,-50.0,138,138,53.0,67.0,15,276,2.0,5.0,,,,,1.0,2.0,2.0,3.0,7.0,1.0,1.0,2.0,3.0,7,3.0,9.0,4.0,19.0,190,,,1.0,1.0,5.0,,1.0,3.0,1.0,1.0,6.0,,9.0,6.0,3.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,5.0,1.0,,4.0,5.0,,9.0,1.0,10.0,,1.0,,1.0,1.0,1.0,,,1.0,,4.0,10.0,,4.0,1.0,5.0,1.0,3.0,,1.0,53.0,,1.0,1.0,1.0,0.3333333333333333,1.0,0.375,0.42857142857142855,,,0.46875,1.5,,0.5277777777777778,1.25,0.1,0.5625,0.14285714285714285,0.2,,,12.179487179487179,1.0,,0.15151515151515152,,0.17391304347826086,0.034482758620689655,0.16071428571428573,0.0136986301369863,,,0.18181818181818182,0.14285714285714285,0.125,0.14285714285714285,0.2222222222222222,,0.3125,0.4,0.5,1.0,,,,0.125,0.5,0.5,1.0,0.125,0.4375,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,,,0.5,0.875,0.5,0.5342166666666668,0.5802,0.4456666666666667,0.16666666666666666,0.3333333333333333,0.2631578947368421,0.05263157894736842,6.757142857142857,26.811111111111114,0.38405797101449274,1.0,,,,,,1.0,,,,,,,,0.041666666666666664,,,,,,,,,1.0,,2.0,,,,,3.0,,,,0.25,,,,,,,,,1.0,1.0,,True,,,,,
