EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,Fg2aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,Loose Ball Fouls Drawn,BlockingFoulsDrawn,DefFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,FTOffRebounds,ShortMidRangePctBlocked,OffFTReboundPct,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,on,HeaveAttempts,SecondChanceCorner3FGA,Travels,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,2518.0,42,25.0,72,69,31.0,25,9.0,141,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,8,4.0,6.0,22,62,1.0,1.0,2.0,3.0,3.0,2.0,4.0,12.0,4.0,6.0,12.0,2.0,1.0,3.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,12.0,31.0,1.0,0.4,0.4,1.0,0.6666666666666666,0.5,0.6666666666666666,0.625,1.0,1.0,0.7857142857142857,1.0,0.8571428571428571,0.7857142857142857,1.0,0.8571428571428571,0.42857142857142855,18.072289156626507,0.11538461538461539,0.16666666666666666,0.13636363636363635,0.16666666666666666,0.25,0.09090909090909091,0.2857142857142857,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.5,0.5,0.5,0.07142857142857142,1.0,1.0,0.2857142857142857,0.75,0.75,1.0,0.14285714285714285,0.5,0.5,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.6428571428571429,0.5,0.5243892857142857,0.5448142857142858,0.09090909090909091,0.5454545454545454,6.525,24.21666666666667,0.4305555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201229,1610612765,Anthony Tolliver,Anthony Tolliver,201229,DET,418.0,7,5.0,12,12,,1,2.0,24,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,1,,1.0,2,9,,,,,,,,,2.0,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,0.5,,,0.5,,,0.5,14.285714285714285,,0.25,0.2,,,0.25,,,,,,0.5,1.0,1.0,1.0,,,,,,,,0.5,,,,,,,,,,0.5,,0.43135,,,,11.4,27.0,,1.0,1.0,0.25,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202694,1610612765,Marcus Morris,Marcus Morris,202694,DET,7580.0,126,-18.0,226,223,71.0,44,21.0,449,7.0,9.0,3.0,3.0,3.0,7.0,3.0,10.0,2.0,5.0,,,5.0,12.0,,2.0,13.0,26,7.0,17.0,58,272,,,1.0,4.0,6.0,,2.0,9.0,16.0,10.0,18.0,12.0,5.0,9.0,1.0,10.0,11.0,2.0,,2.0,4.0,,1.0,12.0,1.0,9.0,9.0,71.0,2.0,0.6153846153846154,0.6153846153846154,0.8571428571428571,0.4117647058823529,,0.4117647058823529,0.5,,0.6666666666666666,0.5465116279069767,,0.5,0.5918367346938775,0.25,0.5,0.3953488372093023,21.2,0.016666666666666666,0.17647058823529413,0.09009009009009009,0.041666666666666664,,0.19444444444444445,0.13333333333333333,0.20930232558139536,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.16279069767441862,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.23255813953488372,0.3,0.3,0.11627906976744186,0.4,0.4,0.5,0.27906976744186046,0.4166666666666667,0.4166666666666667,1.0,0.375,1.0,,,0.25,,0.6046511627906976,0.4166666666666667,0.5167651162790697,0.50995,0.017241379310344827,0.15517241379310345,9.549999999999999,25.041176470588237,0.3141592920353982,,1.0,,0.00980392156862745,,1.0,11.0,1.0,1.0,1.0,3.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,20.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,0.5,0.029411764705882353,0.08333333333333333,0.045454545454545456,0.6666666666666666,1.0,0.40905,0.125,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,8826.0,147,-7.0,264,260,78.0,54,26.0,524,14.0,20.0,8.0,13.0,4.0,9.0,4.0,8.0,,1.0,,,3.0,17.0,,8.0,22.0,37,3.0,18.0,57,301,2.0,3.0,5.0,8.0,16.0,,8.0,17.0,2.0,42.0,6.0,17.0,3.0,6.0,5.0,11.0,13.0,6.0,2.0,2.0,10.0,1.0,4.0,10.0,,10.0,17.0,78.0,1.0,0.045454545454545456,0.045454545454545456,0.6666666666666666,0.16666666666666666,,0.16666666666666666,0.5945945945945946,0.6666666666666666,0.5,0.4818181818181818,0.4,0.3333333333333333,0.5089285714285714,0.5,0.3541666666666667,0.32727272727272727,22.448979591836736,0.0684931506849315,0.09523809523809523,0.08088235294117647,,0.2222222222222222,0.11363636363636363,0.05263157894736842,0.36363636363636365,0.7,0.7777777777777778,0.07142857142857142,0.16363636363636364,0.4444444444444444,0.4444444444444444,,0.14545454545454545,0.5,0.5,0.01818181818181818,,,,0.3090909090909091,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.5416666666666666,0.6153846153846154,,,0.3333333333333333,,0.6909090909090909,0.17647058823529413,0.5210209090909091,0.5642416666666666,0.08771929824561403,0.2982456140350877,6.5,25.799999999999997,0.29545454545454547,2.0,2.0,0.025974025974025976,0.01652892561983471,,2.0,4.0,2.0,1.0,1.0,3.0,29.0,8.0,37.0,5.0,3.0,17.0,4.0,82.0,,,4.0,8.0,5.0,1.0,,,,4.0,2.0,3.0,,,0.8,,,,,0.4,0.43529999999999996,0.05357142857142857,0.07894736842105263,1.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.05405405405405406,0.1,0.08333333333333333,0.038461538461538464,0.5,0.2,,,,,,,,,,,,,,,True,,,,,,
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,6945.0,116,,208,205,38.0,19,22.0,413,17.0,27.0,5.0,8.0,8.0,20.0,,,,,,,,,,,25.0,47,,,59,238,5.0,10.0,11.0,6.0,9.0,,,19.0,30.0,20.0,,,,12.0,7.0,20.0,32.0,1.0,,,2.0,1.0,3.0,8.0,2.0,22.0,19.0,38.0,,0.6,0.6818181818181818,,,,,0.5319148936170213,0.5,0.6666666666666666,0.5319148936170213,0.5,0.6666666666666666,0.5,0.5,0.5588235294117647,,25.641025641025642,0.12962962962962962,0.2222222222222222,0.17592592592592593,0.15,0.06666666666666667,0.2564102564102564,0.13333333333333333,0.574468085106383,0.6296296296296297,0.6538461538461539,0.7058823529411765,0.425531914893617,0.4,0.4,0.375,,,,,,,,,,,,0.8888888888888888,0.625,,,,,0.574468085106383,,0.5728425531914894,0.7098666666666666,0.1864406779661017,0.3220338983050847,3.8489361702127654,,0.18269230769230768,9.0,12.0,0.14754098360655737,0.1276595744680851,0.10344827586206896,,9.0,,1.0,7.0,,,,,,,,,,3.0,3.0,1.0,2.0,1.0,1.0,,,1.0,25.0,2.0,5.0,9.0,3.0,1.0,0.09090909090909091,,0.14285714285714285,,,0.624675,0.1,0.1,8.0,1.0,,,1.0,,5.0,3.0,2.0,5.0,5.0,0.02127659574468085,0.037037037037037035,0.3333333333333333,0.15789473684210525,1.0,0.8,4.0,6.0,1.0,1.0,1.0,1.0,0.13636363636363635,0.5,,,,,,,True,,,,,,
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,8123.0,135,-8.0,244,240,71.0,48,22.0,484,7.0,10.0,,,4.0,9.0,2.0,6.0,1.0,4.0,1.0,1.0,2.0,5.0,,1.0,13.0,25,3.0,9.0,45,281,3.0,4.0,6.0,3.0,5.0,1.0,2.0,14.0,18.0,8.0,9.0,5.0,2.0,9.0,16.0,27.0,32.0,3.0,1.0,1.0,5.0,,3.0,11.0,,8.0,14.0,71.0,4.0,0.6923076923076923,0.8181818181818182,1.0,0.3333333333333333,0.5,0.3333333333333333,0.52,0.75,0.6,0.5147058823529411,0.75,0.6428571428571429,0.5769230769230769,0.75,0.7,0.2647058823529412,16.356877323420075,0.23529411764705882,0.15254237288135594,0.1968503937007874,0.37037037037037035,0.17647058823529413,0.14285714285714285,0.17647058823529413,0.29411764705882354,0.7,0.875,0.5714285714285714,0.2647058823529412,0.4444444444444444,0.5,0.75,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.25,0.25,1.0,0.14705882352941177,0.4,0.4,1.0,,,0.14285714285714285,1.0,0.14285714285714285,,0.5588235294117647,0.4,0.5063470588235295,0.4055714285714286,0.13333333333333333,0.3111111111111111,7.9479999999999995,24.61111111111111,0.29098360655737704,1.0,5.0,0.014492753623188406,0.036036036036036036,,,10.0,,,5.0,,5.0,5.0,10.0,4.0,1.0,5.0,,25.0,3.0,1.0,2.0,4.0,1.0,,1.0,,,11.0,1.0,5.0,1.0,1.0,0.8,0.07142857142857142,0.07692307692307693,0.07142857142857142,1.0,,0.5049,0.13157894736842105,0.1724137931034483,2.0,3.0,,,3.0,,3.0,2.0,1.0,3.0,,0.12,0.2,0.047619047619047616,0.125,,0.5,2.0,4.0,2.0,,,0.5,0.06896551724137931,1.0,1.0,0.1111111111111111,0.09090909090909091,,,,True,,,,,,
203382,1610612765,Aron Baynes,Aron Baynes,203382,DET,1138.0,19,-19.0,38,38,23.0,25,4.0,76,,,,,,1.0,,1.0,,,,,,,,,,2,,,1,45,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,3.0,4.0,,,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,23.0,,,,,,,,,,,,,,0.16666666666666666,0.5,0.25,,11.904761904761905,0.09090909090909091,0.16666666666666666,0.11764705882352941,,0.5,,0.3333333333333333,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,0.3705,0.3184,1.0,1.0,10.1,,0.6052631578947368,,1.0,,0.043478260869565216,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,1.0,,,1.0,,2.0,,,,2.0,,,1.0,1.0,0.5,0.1111111111111111,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,0.3333333333333333,0.125,,,,,1.0,,,True,,,,,,
203484,1610612765,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DET,8103.0,135,-10.0,241,239,71.0,48,23.0,480,4.0,7.0,2.0,2.0,2.0,9.0,3.0,5.0,4.0,8.0,1.0,2.0,5.0,12.0,2.0,3.0,9.0,21,9.0,20.0,48,279,1.0,3.0,2.0,2.0,4.0,3.0,5.0,13.0,12.0,6.0,24.0,12.0,5.0,7.0,7.0,14.0,16.0,6.0,1.0,,,,2.0,7.0,1.0,4.0,13.0,71.0,1.0,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.45,0.6,0.45,0.42857142857142855,0.3333333333333333,0.5,0.5487804878048781,0.3333333333333333,0.7222222222222222,0.5581395348837209,0.3333333333333333,0.7222222222222222,0.4878048780487805,16.044776119402986,0.10606060606060606,0.11666666666666667,0.1111111111111111,0.19230769230769232,,0.0975609756097561,0.15789473684210525,0.17073170731707318,0.5714285714285714,0.5714285714285714,1.0,0.21951219512195122,0.2222222222222222,0.25,,0.12195121951219512,0.6,0.6,0.1951219512195122,0.5,0.5,1.0,0.2926829268292683,0.4166666666666667,0.4166666666666667,0.8,0.2222222222222222,1.0,0.2222222222222222,0.5,0.3333333333333333,0.6666666666666666,0.6585365853658537,0.4166666666666667,0.5243707317073171,0.5165666666666666,0.041666666666666664,0.2708333333333333,7.833333333333333,25.035000000000004,0.2946058091286307,1.0,2.0,0.014285714285714285,0.018018018018018018,0.03125,,3.0,,,,3.0,3.0,6.0,9.0,3.0,3.0,3.0,,24.0,1.0,1.0,5.0,,,,,,,4.0,,2.0,,,,0.024390243902439025,,0.045454545454545456,0.6666666666666666,,0.54665,0.046511627906976744,0.08695652173913043,1.0,1.0,,,,,,,,,,0.047619047619047616,,,0.09090909090909091,,0.3333333333333333,,,,,,,0.034482758620689655,,,0.1111111111111111,,,1.0,1.0,True,,,,,,
203493,1610612765,Reggie Bullock,Reggie Bullock,203493,DET,479.0,8,-3.0,15,14,7.0,6,1.0,29,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,1,,1.0,2,18,,,,1.0,1.0,,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,7.0,,1.0,1.0,,,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,12.5,0.16666666666666666,,0.16666666666666666,,,,,0.5,1.0,1.0,1.0,,,,,,,,0.5,,,,,,,,0.5,1.0,0.5,,,,1.0,,0.714225,0.714225,,1.0,0.2,24.6,0.4666666666666667,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,,,True,,,,,,
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,2371.0,40,-34.0,68,74,15.0,25,4.0,142,,,,,,2.0,1.0,3.0,1.0,1.0,,,1.0,3.0,,,1.0,5,2.0,4.0,10,104,,,,,,,,,,2.0,6.0,3.0,1.0,5.0,5.0,10.0,10.0,,,1.0,2.0,,1.0,4.0,,2.0,,15.0,,,,1.0,0.5,,0.5,0.2,,,0.4444444444444444,,,0.5,,,0.4444444444444444,16.438356164383563,0.22727272727272727,0.35714285714285715,0.2777777777777778,0.3333333333333333,0.2857142857142857,0.36363636363636365,0.3333333333333333,,,,,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.4444444444444444,0.3333333333333333,0.4453500000000001,,,,13.780000000000001,24.775,0.22058823529411764,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,0.5,,,,,,,0.1,0.16666666666666666,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,
