EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,FtPoints,Points,OpponentPoints,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,Usage,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,LiveBallTurnoverPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFGM,PenaltyArc3FGA,PenaltyFtPoints,Fg3aBlocked,PenaltyTurnovers,Offensive Fouls Drawn,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Frequency,2pt And 1 Free Throw Trips,SecondChanceAtRimPctAssisted,Corner3Assists,Technical Free Throw Trips,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,StepOutOfBoundsTurnovers,on,OffCorner3ReboundPct,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,BlockingFouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,119.0,2,-1,3,3,6,1.0,1.0,4,1.0,1.0,2.0,1.0,0.5,33.333333333333336,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,2531.0,42,-29,77,79,156,2.0,25.0,86,5.0,,2.0,1.0,0.7352941176470589,19.10112359550562,0.058823529411764705,0.1,9.0,14.0,12.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,9.0,5.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,2.0,15.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,0.75,0.75,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,0.4444444444444444,0.71875,0.75,1.5,0.75,1.5,0.4375,0.2222222222222222,0.5,0.12,0.025,0.10714285714285714,0.019230769230769232,0.058823529411764705,0.25,1.0,0.25,0.5,1.0,0.5,0.0625,0.25,0.5,0.5,1.0,0.125,0.5,0.5,1.0,0.3125,0.8,0.8,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6875,0.8,0.5154593749999999,0.6732,0.5622,0.12,0.12,9.511111111111113,24.900000000000002,0.11688311688311688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
204098,1610612763,Xavier Munford,Xavier Munford,204098,MEM,2189.0,36,-7,65,69,134,,7.0,78,1.0,,2.0,1.0,0.3181818181818182,17.105263157894736,0.09090909090909091,0.14285714285714285,7.0,17.0,10.0,2.0,5.0,1.0,1.0,,,1.0,1.0,,,,3.0,,,2.0,6.0,1.0,4.0,1.0,,,2.0,,,2.0,,4.0,3.0,3.0,,,3.0,4.0,,9.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,7.0,,,,1.0,0.25,,,0.25,0.3333333333333333,0.35,1.0,1.0,1.0,0.5,0.4,,,0.08695652173913043,0.05263157894736842,0.10344827586206896,0.038461538461538464,,,1.0,0.5,0.4,0.4,,0.1,,,,,0.1,1.0,1.0,1.0,0.3,,,,1.0,,,,,,0.9,,0.57131,0.572,0.572,0.2857142857142857,0.2857142857142857,2.6999999999999997,24.65,0.1076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.2,0.2857142857142857,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2365,1610612763,Chris Andersen,Chris Andersen,2365,MEM,4730.0,79,-33,144,148,292,5.0,15.0,163,6.0,,8.0,3.0,0.46875,12.42603550295858,0.2,0.2,13.0,34.0,23.0,5.0,9.0,7.0,,,3.0,,,,,,,,,5.0,12.0,,,7.0,,,7.0,,,2.0,4.0,6.0,,,,,1.0,3.0,,8.0,11.0,14.0,18.0,13.0,31.0,2.0,2.0,,3.0,4.0,,3.0,2.0,3.0,3.0,2.0,13.0,,0.4,1.0,,,,,,0.4166666666666667,0.4166666666666667,0.42857142857142855,1.0,0.3888888888888889,0.5,,,,0.27450980392156865,0.1864406779661017,0.28125,0.16666666666666666,0.34615384615384615,0.35,1.0,0.75,0.5555555555555556,0.5555555555555556,0.4,,0.25,,,,,,,,,,,,1.0,,,,,,0.75,,0.6061416666666667,0.6098142857142858,0.9152,0.4666666666666667,0.13333333333333333,4.991666666666666,,0.09027777777777778,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,,3.0,1.0,5.0,,0.42857142857142855,1.0,0.8,0.3076923076923077,,0.17647058823529413,0.2222222222222222,0.42857142857142855,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.10526315789473684,0.11764705882352941,0.13333333333333333,0.2857142857142857,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2440,1610612763,Matt Barnes,Matt Barnes,2440,MEM,4093.0,68,-42,126,129,255,3.0,19.0,149,3.0,,4.0,2.0,0.3392857142857143,23.80952380952381,0.07142857142857142,0.11764705882352941,13.0,25.0,19.0,4.0,9.0,,4.0,,2.0,,2.0,,,2.0,9.0,,,5.0,15.0,2.0,11.0,,,,,,2.0,4.0,6.0,4.0,6.0,9.0,2.0,2.0,3.0,5.0,2.0,12.0,2.0,7.0,11.0,2.0,13.0,2.0,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,,4.0,13.0,,0.6,0.6,1.0,0.18181818181818182,,,0.18181818181818182,0.3333333333333333,0.3076923076923077,,0.25,,0.4,0.4230769230769231,0.13333333333333333,,0.15555555555555556,0.038461538461538464,0.1896551724137931,0.028985507246376812,0.045454545454545456,0.21052631578947367,,0.34615384615384615,0.4444444444444444,0.4444444444444444,0.75,0.15384615384615385,0.07692307692307693,,,,0.07692307692307693,,,,0.34615384615384615,0.2222222222222222,0.25,1.0,,,,,,,0.7692307692307693,0.2222222222222222,0.49804230769230773,,0.5379875000000001,,0.21052631578947367,6.84,25.372727272727275,0.10317460317460317,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,7.0,1.0,,0.5,0.42857142857142855,0.3076923076923077,0.07142857142857142,0.06666666666666667,0.3333333333333333,,0.25,1.0,,,,1.0,1.0,2.0,,,,,,,,0.18181818181818182,0.25,0.0625,1.0,2.0,2.0,1.0,1.0,1.0,0.09090909090909091,0.25,0.5,0.1111111111111111,0.25,0.3333333333333333,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,
202362,1610612763,Lance Stephenson,Lance Stephenson,202362,MEM,2240.0,37,-8,69,71,140,2.0,30.0,83,3.0,,3.0,2.0,0.6818181818181818,28.39506172839506,0.09090909090909091,0.09523809523809523,10.0,29.0,11.0,8.0,10.0,1.0,2.0,6.0,8.0,,,,,,1.0,,,14.0,20.0,,1.0,2.0,,,4.0,,,6.0,12.0,16.0,,1.0,,2.0,3.0,3.0,,6.0,,1.0,1.0,,1.0,,,,2.0,6.0,,,,,,6.0,10.0,2.0,0.42857142857142855,0.42857142857142855,,,,,,0.7,0.6666666666666666,1.0,0.75,1.0,0.75,0.047619047619047616,0.1,,0.03571428571428571,,0.029411764705882353,,,,,0.47619047619047616,0.8,0.8,0.5,0.09523809523809523,0.38095238095238093,0.75,0.8571428571428571,0.3333333333333333,,,,,0.047619047619047616,,,,0.5,,,,,,0.5238095238095238,,0.5387404761904762,0.5796,0.526575,0.13333333333333333,0.2,8.209999999999999,25.4,0.14492753623188406,1.0,2.0,2.0,2.0,3.0,4.0,,,3.0,,1.0,,1.0,,1.0,,1.0,0.75,1.0,,,0.1111111111111111,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,0.125,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,
200770,1610612763,Jordan Farmar,Jordan Farmar,200770,MEM,2673.0,45,-19,82,82,164,1.0,10.0,86,1.0,,1.0,,0.34615384615384615,17.346938775510203,,,6.0,22.0,15.0,,1.0,,3.0,2.0,4.0,,1.0,,,1.0,4.0,,,3.0,8.0,1.0,5.0,1.0,,,,,,,,6.0,3.0,4.0,1.0,,4.0,7.0,1.0,17.0,,2.0,3.0,,3.0,1.0,,1.0,1.0,2.0,,,,,,,6.0,1.0,,,1.0,0.2,,,0.2,0.375,0.34615384615384615,,,,,0.38461538461538464,,,0.07142857142857142,,0.08571428571428572,,,0.07692307692307693,,0.07692307692307693,,,,0.23076923076923078,0.3076923076923077,0.5,0.5,,0.07692307692307693,,,,0.3076923076923077,0.25,0.25,1.0,,,,,,,0.46153846153846156,0.25,0.47611923076923074,0.4066,,,,12.5875,25.060000000000002,0.07317073170731707,,,,,,,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,,,0.75,0.14285714285714285,,0.1,0.25,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,2856.0,48,-23,88,90,178,1.0,15.0,95,6.0,,1.0,,0.2777777777777778,27.884615384615383,,,3.0,12.0,15.0,4.0,11.0,3.0,7.0,2.0,8.0,,,,,,,,,7.0,26.0,,,4.0,,,2.0,,,,4.0,10.0,,,,8.0,4.0,4.0,2.0,8.0,4.0,7.0,9.0,4.0,13.0,,,,,3.0,1.0,,,,,,3.0,1.0,0.2857142857142857,0.3333333333333333,,,,,,0.2692307692307692,0.2692307692307692,0.25,,0.25,,,0.3076923076923077,0.36363636363636365,0.25,0.09302325581395349,0.2,0.07142857142857142,0.15789473684210525,0.14285714285714285,,0.4230769230769231,0.36363636363636365,0.5714285714285714,0.25,0.2692307692307692,0.3076923076923077,0.25,0.25,0.5,,,,,,,,,0.75,,,,,,0.4230769230769231,,0.4909461538461538,0.60075,,0.13333333333333333,,8.403846153846153,,0.03409090909090909,1.0,,,1.0,,,,,2.0,,2.0,,1.0,1.0,3.0,,0.25,,0.6666666666666666,,0.08333333333333333,0.375,,0.3333333333333333,,,,2.0,,,1.0,,2.0,1.0,,,,,,0.3333333333333333,,,1.0,,,,,,,0.5714285714285714,,,0.14285714285714285,0.3333333333333333,,,,,,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,824.0,14,8,25,27,52,,2.0,18,2.0,,,,0.25,23.333333333333336,,,,4.0,4.0,,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,4.0,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,0.25,0.25,,,,,,0.25,0.5,,0.1111111111111111,,0.09090909090909091,0.2,,,0.5,,,,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,0.5379,,,,,6.525,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,3.0,2.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,1202.0,20,-13,36,37,73,,6.0,47,1.0,,2.0,1.0,0.75,17.073170731707318,0.25,0.25,4.0,8.0,4.0,3.0,3.0,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,6.0,,,,,,,1.0,,3.0,,2.0,3.0,,3.0,,,,,5.0,1.0,2.0,2.0,2.0,2.0,,4.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,0.125,,0.13636363636363635,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.7884000000000001,,,,,0.8666666666666667,,0.1111111111111111,,,,,,,1.0,,,1.0,1.0,,,2.0,3.0,,,,0.3333333333333333,0.16666666666666666,,,0.2,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,True,,,,,,,,,,,,,,,,
