EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,PtsAssisted3s,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,TwoPtShootingFoulsDrawn,Assisted3sPct,LiveBallTurnoverPct,DefAtRimReboundPct,Arc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyFG2M,PenaltyFG3M,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,LongMidRangeFGM,PenaltyArc3FGM,BadPassSteals,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Offensive Fouls,SecondChanceFtPoints,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,OffAtRimReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,FTOffRebounds,OffFTReboundPct,BadPassTurnovers,on,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffArc3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceTurnovers,Charge Fouls,Technical Free Throw Trips,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls Drawn,Travels,SecondChanceAtRimPctAssisted,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,558.0,9,9,19,20,5.0,6.0,3.0,39,1.0,2.0,1.0,2.0,2.0,4.0,4.0,20,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,0.5,0.5,0.25,0.5,18.181818181818183,0.3333333333333333,0.14285714285714285,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.42415,5.699999999999999,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612759,Andre Miller,Andre Miller,1889,SAS,2114.0,35,7,68,68,32.0,36.0,9.0,136,2.0,3.0,,,2.0,4.0,9.0,75,2.0,1.0,2.0,3.0,5.0,31.0,0.5,1.0,0.5,0.5,0.5625,0.25,,10.38961038961039,0.2,0.12,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,,,0.8571428571428571,0.54995,4.8999999999999995,0.47058823529411764,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.25,0.42857142857142855,1.0,0.06666666666666667,0.038461538461538464,0.3333333333333333,0.06896551724137931,0.08333333333333333,0.5,1.0,0.3333333333333333,0.5,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.68,0.5765,0.2222222222222222,0.2222222222222222,29.100000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,285.0,5,3,9,10,4.0,5.0,1.0,19,,,,,,,2.0,13,,,,,,4.0,,,,,1.0,,,10.0,,,,,,,,,,,,,,,0.4444444444444444,,,,,,,,,,,,2.0,,,,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,372.0,6,10,12,13,,,2.0,25,1.0,2.0,,,1.0,2.0,2.0,8,,,1.0,2.0,2.0,,,,0.5,0.5,0.5,,,14.285714285714285,0.3333333333333333,0.2857142857142857,0.5,1.0,0.5,0.5,,,,,,1.0,0.4373,2.8,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,447.0,7,8,14,14,,1.0,2.0,28,1.0,2.0,,,1.0,4.0,6.0,12,,1.0,,2.0,2.0,,,,0.25,0.5,0.5,0.25,0.5,43.75,,0.2857142857142857,,0.4,0.5,1.0,,,,,,0.6,0.50797,9.175,,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,2.0,,,2.0,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,0.2,,0.5,,,,,,,,,0.4,,0.2,1.0,1.0,,,,,,1.0,,,,,24.2,,0.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,1471.0,25,-7,48,47,26.0,35.0,7.0,95,1.0,1.0,1.0,2.0,2.0,6.0,9.0,61,2.0,,1.0,4.0,4.0,25.0,0.5,0.5,0.3333333333333333,0.4375,0.5,,,18.18181818181818,0.16666666666666666,0.07142857142857142,,0.125,1.0,1.0,,0.25,0.5,0.5,1.0,0.375,0.412625,12.15,0.5416666666666666,,,1.0,3.0,2.0,1.0,,,,1.0,2.0,2.0,,1.0,,3.0,1.0,2.0,7.0,2.0,,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,,,1.0,,2.0,2.0,2.0,1.0,5.0,,0.5,0.5,,,,0.7,0.25,,,,,,,,,0.2,,0.375,0.25,,,,,,0.25,0.25,,,0.3384,0.40815,,0.7777777777777778,24.5,,,3.0,1.0,1.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.6,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,1610612759,David West,David West,2561,SAS,1155.0,19,-4,39,38,22.0,21.0,4.0,77,1.0,1.0,,,3.0,4.0,12.0,43,4.0,,1.0,4.0,4.0,21.0,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,,,13.953488372093023,0.2,0.2727272727272727,0.5,0.16666666666666666,1.0,1.0,,,,,,0.5,0.490925,13.65,0.5641025641025641,,,1.0,3.0,,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,10.0,2.0,,,2.0,2.0,1.0,,1.0,,,1.0,,,2.0,,,2.0,,,1.0,,2.0,1.0,,,10.0,,1.0,1.0,,,,1.25,0.3333333333333333,,0.3333333333333333,,,,,,,,,0.5,,0.3333333333333333,1.0,1.0,,,0.25,,0.5,1.0,,0.5451375,,0.8333333333333334,24.65,,0.3333333333333333,6.0,2.0,1.0,,,,,1.0,,0.5,1.0,,,1.0,,,2.0,2.0,1.0,,,,1.0,1.0,1.25,0.25,,,,1.0,,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,470.0,8,8,16,17,6.0,,2.0,33,,,,,,1.0,4.0,11,,,,,,6.0,,,,0.75,0.6666666666666666,,,16.666666666666668,,,,,,,,,,,,0.5,0.41645,19.1,0.375,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,1.0,,1.5,1.5,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.4341,0.3988,0.75,,22.8,,,3.0,2.0,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612759,Kevin Martin,Kevin Martin,2755,SAS,1043.0,17,1,33,32,13.0,16.0,4.0,65,,2.0,,1.0,1.0,6.0,6.0,30,2.0,,,,,12.0,1.0,1.0,0.16666666666666666,0.3125,0.3333333333333333,,,27.027027027027028,,,,0.25,,,,0.125,,,,0.5,0.50466875,9.566666666666666,0.3939393939393939,,,,3.0,,,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,4.0,,,,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,,,,,,,,2.0,1.0,2.0,,4.0,,0.5,0.5,,,,1.0,0.25,,,,,,,,,,,0.375,,0.25,0.5,0.5,,,,,1.0,0.5,0.3899,0.6285,,0.6666666666666666,24.75,1.0,,3.0,,,,,1.0,1.0,1.0,,,1.0,0.1111111111111111,0.14285714285714285,,,,,1.0,,1.0,,1.0,1.0,,1.5,,,,,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612759,Boban Marjanovic,Boban Marjanovic,1626246,SAS,1278.0,21,6,40,39,26.0,27.0,6.0,79,4.0,4.0,,2.0,4.0,6.0,16.0,43,6.0,,2.0,7.0,10.0,26.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.8,,,23.913043478260867,0.2857142857142857,0.375,0.5,0.6666666666666666,1.0,1.0,0.75,0.3333333333333333,,,,0.6666666666666666,0.6194333333333333,4.833333333333333,0.65,1.0,1.0,3.0,,,,,,,,,8.0,1.0,1.0,6.0,4.0,,6.0,12.0,2.0,,,,,2.0,,2.0,,,,1.0,1.0,4.0,,3.0,4.0,3.0,,3.0,,5.0,5.0,9.0,3.0,12.0,2.0,,,1.0,1.0,1.0,0.8571428571428571,,,0.4444444444444444,0.2,,0.1875,0.125,,,0.2,,,,,,,1.0,1.0,0.75,,,,0.6093,0.676975,0.375,0.75,,1.0,0.6,,,,,,1.0,2.0,,,0.3333333333333333,,0.2857142857142857,0.2857142857142857,3.0,,,3.0,,1.0,1.0,,,,0.75,0.75,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.25,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
