EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,FTDefRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,DefFTReboundPct,BlockingFouls,OffLongMidRangeReboundPct,DefensiveGoaltends,Charge Fouls,3SecondViolations,Defensive 3 Seconds Violations,on
1626192,1610612757,Pat Connaughton,Pat Connaughton,1626192,POR,82.0,1,-4,4,2,3,2,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.4515,0.4515,1.0,1.6,25.3,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626242,1610612757,Luis Montero,Luis Montero,1626242,POR,67.0,1,-4,3,2,2,2,5,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,26250.0,438,-40,896,891,285,306,1787,29.0,68.0,12.0,29.0,100.0,30.0,47.0,135.0,107.0,291.0,1000,15.0,52.0,35.0,113.0,34.0,99.0,111.0,283,0.3617021276595745,0.37777777777777777,0.34814814814814815,0.28846153846153844,0.45454545454545453,0.3793103448275862,0.5218978102189781,0.5045454545454545,0.44214876033057854,29.238095238095237,0.2809917355371901,0.4264705882352941,0.5370370370370371,0.3448275862068966,0.4132231404958678,0.3333333333333333,0.41379310344827586,0.3448275862068966,0.7231404958677686,0.49560812500000007,0.48183488372093025,0.38831615120274915,7.914074074074073,26.296261682242996,0.31808035714285715,128.0,3.0,9.0,8.0,31.0,10.0,36.0,4.0,7.0,1.0,2.0,2.0,5.0,38.0,1.0,3.0,10.0,42.0,71.0,6.0,16.0,2.0,5.0,3.0,21.0,12.0,47.0,60.0,48.0,78.0,4.0,1.0,38.0,16.0,2.0,36.0,33.0,69.0,17.0,16.0,24.0,2.0,10.0,171.0,5.0,7.0,11.0,24.0,35.0,12.0,47.0,3.0,14.0,8.0,6.0,24.0,4.0,18.0,9.0,3.0,6.0,1.0,33.0,4.0,6.0,9.0,23.0,2.0,61.0,2.0,4.0,4.0,1.0,78.0,4.0,1.0,7.0,21.0,3.0,13.0,3.0,2.0,1.0,3.0,2.0,7.0,12.0,0.38095238095238093,0.3925233644859813,0.4,0.34285714285714286,0.39622641509433965,0.375,0.42857142857142855,0.45454545454545453,0.018691588785046728,0.11851851851851852,0.20588235294117646,0.06451612903225806,0.02,0.7272727272727273,0.08759124087591241,0.02364864864864865,0.07746478873239436,0.027472527472527472,0.08413461538461539,0.02510460251046025,0.04201680672268908,0.021739130434782608,0.021739130434782608,0.045454545454545456,0.08536585365853659,0.041666666666666664,0.13541666666666666,0.08108108108108109,0.06451612903225806,0.022556390977443608,0.6666666666666666,0.128099173553719,0.25806451612903225,0.27586206896551724,0.25,0.1487603305785124,0.2777777777777778,0.2777777777777778,0.5,0.028925619834710745,0.5714285714285714,0.5714285714285714,1.0,0.38,0.3877551020408163,0.3157894736842105,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.5,1.0,0.14285714285714285,0.3333333333333333,1.0,0.05747126436781609,0.4,0.3333333333333333,0.3838383838383838,0.5083900000000001,0.09195402298850575,0.13815789473684212,0.027522935779816515,0.07216494845360824,,,,,,,,,,,,,,True
203148,1610612757,Brian Roberts,Brian Roberts,203148,POR,1315.0,22,16,54,47,39,41,101,,,,,1.0,1.0,2.0,2.0,2.0,8.0,55,1.0,1.0,2.0,4.0,4.0,1.0,4.0,39,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5714285714285714,0.5,0.5,13.333333333333334,,,,,0.25,,,0.3333333333333333,0.5,0.449275,0.4694,0.5,15.6,25.5,0.7222222222222222,6.0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,4.0,,,,,,,,2.0,,,,,,,,,2.0,,2.0,,,,1.0,1.0,4.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,3.0,,3.0,,,,,6.0,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,0.05263157894736842,,0.125,,,,,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,0.3333333333333333,,,,,0.42857142857142855,0.6,,,,,,,,,,,,,,,,True
203943,1610612757,Noah Vonleh,Noah Vonleh,203943,POR,316.0,5,-5,13,11,4,11,24,,1.0,,,,,,2.0,,,15,,,,,,,,4,,,,,,,,,,14.285714285714285,0.5,,,,,,,,0.5,0.3937,,,6.15,,0.3076923076923077,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,True
203459,1610612757,Allen Crabbe,Allen Crabbe,203459,POR,12675.0,211,-27,446,441,203,224,887,5.0,7.0,1.0,2.0,18.0,8.0,17.0,27.0,25.0,78.0,521,7.0,11.0,9.0,27.0,24.0,18.0,27.0,201,0.7058823529411765,0.8,0.6296296296296297,0.6363636363636364,0.6442307692307693,0.65,0.6724137931034483,0.6428571428571429,0.4807692307692308,12.355212355212355,0.1346153846153846,0.7142857142857143,0.7142857142857143,0.6,0.34615384615384615,0.1,0.5,0.4,0.6153846153846154,0.5076872549019608,0.48306315789473686,0.34615384615384615,11.181481481481482,25.071999999999992,0.4551569506726457,61.0,1.0,2.0,6.0,9.0,6.0,11.0,3.0,7.0,1.0,1.0,,1.0,8.0,1.0,1.0,4.0,11.0,11.0,4.0,7.0,2.0,2.0,,14.0,4.0,1.0,10.0,33.0,,4.0,,8.0,1.0,,7.0,5.0,12.0,3.0,2.0,4.0,,3.0,29.0,3.0,1.0,10.0,6.0,23.0,4.0,27.0,,6.0,6.0,,3.0,1.0,2.0,3.0,,1.0,,6.0,,1.0,10.0,20.0,,14.0,,1.0,3.0,,14.0,1.0,,,5.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,0.44,1.0,0.4444444444444444,0.44,0.5714285714285714,0.7777777777777778,0.7777777777777778,,0.037037037037037035,,0.1111111111111111,,0.5,0.05128205128205128,0.006944444444444444,0.14705882352941177,0.03614457831325301,0.08648648648648649,0.01762114537444934,0.01694915254237288,,0.03125,0.05263157894736842,0.05,0.058823529411764705,0.046511627906976744,0.16071428571428573,0.08333333333333333,,1.0,0.17307692307692307,0.6666666666666666,0.75,0.6666666666666666,0.21153846153846154,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.1346153846153846,0.42857142857142855,0.42857142857142855,1.0,0.4444444444444444,0.4444444444444444,1.0,0.2222222222222222,0.5,,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,0.05,,0.5,0.4444444444444444,0.46254999999999996,0.10526315789473684,0.16129032258064516,0.038461538461538464,0.1794871794871795,,,7.0,1.0,1.0,1.0,0.35,,,,,,,True
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,21241.0,354,-9,723,717,200,203,1440,10.0,19.0,3.0,5.0,36.0,10.0,43.0,101.0,49.0,165.0,801,13.0,22.0,14.0,54.0,24.0,36.0,54.0,198,0.27906976744186046,0.2926829268292683,0.42574257425742573,0.5909090909090909,0.45666666666666667,0.6111111111111112,0.49698795180722893,0.6428571428571429,0.32666666666666666,20.77922077922078,0.12666666666666668,0.5263157894736842,0.6666666666666666,0.2,0.24,0.1388888888888889,0.6,0.2777777777777778,0.4533333333333333,0.4667159999999999,0.48169722222222217,0.32727272727272727,12.081188118811882,25.126530612244895,0.2766251728907331,106.0,1.0,3.0,13.0,33.0,20.0,49.0,4.0,13.0,2.0,3.0,2.0,4.0,13.0,1.0,5.0,4.0,17.0,28.0,7.0,11.0,3.0,8.0,2.0,25.0,6.0,10.0,62.0,36.0,15.0,4.0,,13.0,4.0,1.0,11.0,12.0,23.0,7.0,5.0,5.0,4.0,2.0,58.0,1.0,5.0,10.0,16.0,27.0,6.0,33.0,3.0,7.0,3.0,4.0,5.0,1.0,1.0,5.0,,4.0,,10.0,1.0,2.0,6.0,21.0,1.0,26.0,,,1.0,,35.0,2.0,,,15.0,1.0,2.0,5.0,,1.0,5.0,4.0,3.0,2.0,0.7058823529411765,0.3469387755102041,0.375,0.42857142857142855,0.3469387755102041,0.6363636363636364,0.6052631578947368,0.625,0.02040816326530612,0.039603960396039604,0.21052631578947367,,0.027777777777777776,0.5,0.07111111111111111,0.02092050209205021,0.0847457627118644,0.006666666666666667,0.07580174927113703,0.015424164524421594,0.01020408163265306,0.028169014084507043,0.008771929824561403,,0.04225352112676056,0.07142857142857142,0.1,0.06666666666666667,0.14285714285714285,0.03529411764705882,0.8,0.22,0.3939393939393939,0.3939393939393939,0.23076923076923078,0.32666666666666666,0.40816326530612246,0.40816326530612246,0.35,0.08666666666666667,0.3076923076923077,0.3076923076923077,1.0,0.3611111111111111,0.37142857142857144,0.6153846153846154,0.15789473684210525,0.3333333333333333,,0.15789473684210525,0.6666666666666666,1.0,0.2631578947368421,0.2,1.0,0.1111111111111111,0.5,0.4,0.3611111111111111,0.46050624999999995,0.0975609756097561,0.13157894736842105,0.02,0.15151515151515152,,,1.0,1.0,3.0,4.0,0.03125,1.0,0.02857142857142857,,,,,True
201945,1610612757,Gerald Henderson,Gerald Henderson,201945,POR,8727.0,145,-45,296,295,118,133,591,6.0,9.0,2.0,3.0,7.0,4.0,15.0,40.0,12.0,47.0,347,6.0,20.0,6.0,21.0,14.0,7.0,21.0,118,0.4666666666666667,0.5384615384615384,0.375,0.3,0.40384615384615385,0.34615384615384615,0.42727272727272725,0.375,0.23076923076923078,16.569767441860467,0.17307692307692307,0.6666666666666666,0.75,0.5,0.1346153846153846,0.11538461538461539,0.6666666666666666,0.15384615384615385,0.40384615384615385,0.4607500000000001,0.44380192307692307,0.44680851063829785,11.645000000000001,24.408333333333335,0.39864864864864863,37.0,2.0,2.0,4.0,13.0,5.0,18.0,1.0,5.0,,,,2.0,3.0,,,2.0,4.0,5.0,4.0,8.0,,,3.0,11.0,2.0,3.0,16.0,9.0,3.0,4.0,,3.0,5.0,,10.0,1.0,11.0,1.0,,5.0,3.0,2.0,23.0,3.0,2.0,3.0,5.0,9.0,5.0,14.0,1.0,4.0,2.0,2.0,1.0,,1.0,1.0,,,,2.0,,1.0,4.0,17.0,1.0,5.0,,,1.0,,6.0,,,,3.0,,,3.0,1.0,,3.0,,3.0,,0.75,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.55,,0.125,0.1111111111111111,0.3076923076923077,,0.5,0.058823529411764705,0.018691588785046728,0.075,0.058823529411764705,0.064,0.03164556962025317,0.05128205128205128,,0.08333333333333333,,,0.1111111111111111,0.058823529411764705,0.0967741935483871,,0.037037037037037035,,0.25,0.3076923076923077,0.4444444444444444,0.5,0.34615384615384615,0.2777777777777778,0.2777777777777778,0.4,0.09615384615384616,0.2,0.2,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.25,1.0,,,,,,,,0.07692307692307693,,0.5,0.42857142857142855,0.45668333333333333,0.05454545454545454,0.06976744186046512,,0.23404255319148937,,,1.0,,1.0,2.0,0.05555555555555555,,,1.0,,,,True
202329,1610612757,Al-Farouq Aminu,Al-Farouq Aminu,202329,POR,20194.0,337,-9,687,684,201,184,1371,17.0,30.0,5.0,8.0,36.0,13.0,25.0,52.0,64.0,147.0,744,5.0,11.0,20.0,38.0,38.0,36.0,38.0,199,0.76,0.8260869565217391,0.4807692307692308,0.45454545454545453,0.5517241379310345,0.5483870967741935,0.5697674418604651,0.5428571428571428,0.5517241379310345,18.564356435643564,0.25862068965517243,0.5666666666666667,0.6538461538461539,0.7058823529411765,0.3103448275862069,0.25806451612903225,0.625,0.41935483870967744,0.8103448275862069,0.5386903508771931,0.5482112903225806,0.2585034013605442,6.9057692307692315,24.642187500000002,0.2925764192139738,104.0,3.0,10.0,3.0,7.0,5.0,15.0,15.0,28.0,,2.0,5.0,7.0,11.0,2.0,3.0,3.0,26.0,19.0,3.0,12.0,2.0,5.0,5.0,17.0,8.0,4.0,12.0,75.0,3.0,4.0,,11.0,4.0,,8.0,10.0,18.0,5.0,5.0,5.0,3.0,,46.0,4.0,16.0,24.0,35.0,65.0,21.0,86.0,,7.0,4.0,3.0,11.0,4.0,9.0,10.0,1.0,2.0,,21.0,7.0,4.0,9.0,27.0,1.0,18.0,,1.0,1.0,1.0,27.0,1.0,,,12.0,,2.0,9.0,9.0,,9.0,6.0,,2.0,0.9615384615384616,0.40625,0.4,0.4,0.40625,0.25,0.35294117647058826,0.40476190476190477,,0.07692307692307693,0.13333333333333333,,,0.5238095238095238,0.16203703703703703,0.07174887892376682,0.20869565217391303,0.02702702702702703,0.1782477341389728,0.05390835579514825,0.15555555555555556,0.03389830508474576,0.02631578947368421,0.029411764705882353,0.12121212121212122,0.19230769230769232,0.16666666666666666,0.20689655172413793,0.21428571428571427,,0.6666666666666666,0.0603448275862069,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.12931034482758622,0.3333333333333333,0.3333333333333333,1.0,0.2413793103448276,0.5357142857142857,0.5357142857142857,1.0,0.3055555555555556,0.3055555555555556,0.9090909090909091,0.5882352941176471,0.3,,0.11764705882352941,,,0.17647058823529413,0.6666666666666666,1.0,0.22580645161290322,0.7142857142857143,0.23076923076923078,0.3055555555555556,0.5520666666666667,0.09448818897637795,0.19047619047619047,,0.11564625850340136,1.0,0.047619047619047616,6.0,1.0,1.0,,0.2222222222222222,1.0,,,2.0,1.0,,True
202334,1610612757,Ed Davis,Ed Davis,202334,POR,7604.0,127,-18,252,257,103,112,509,6.0,15.0,,3.0,1.0,,10.0,22.0,1.0,29.0,298,2.0,6.0,,10.0,14.0,1.0,10.0,103,0.7,1.0,0.45454545454545453,0.3333333333333333,0.43478260869565216,0.3333333333333333,0.453125,0.38461538461538464,0.043478260869565216,12.457912457912457,0.6521739130434783,0.4,0.5,0.5,0.043478260869565216,0.5,,,0.6956521739130435,0.5051869565217392,0.4894,0.3448275862068966,3.472727272727273,34.2,0.4087301587301587,35.0,3.0,8.0,4.0,7.0,,,,,,,,,,,,,,9.0,5.0,11.0,,,1.0,11.0,,6.0,6.0,,,6.0,,,3.0,,5.0,1.0,6.0,,1.0,,2.0,3.0,13.0,5.0,11.0,6.0,21.0,28.0,16.0,44.0,,,,,4.0,1.0,3.0,1.0,,1.0,,5.0,1.0,2.0,12.0,21.0,3.0,16.0,,1.0,,1.0,19.0,1.0,,,5.0,,5.0,4.0,3.0,,4.0,3.0,3.0,1.0,,,,,,0.45454545454545453,0.45454545454545453,0.4230769230769231,,0.13636363636363635,0.2,,,0.8,0.25609756097560976,0.13924050632911392,0.1875,0.10869565217391304,0.23684210526315788,0.128,0.2,0.1,0.09090909090909091,0.15384615384615385,0.19230769230769232,0.19230769230769232,0.36666666666666664,0.16,0.2857142857142857,,0.75,0.30434782608695654,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,,,,0.7272727272727273,0.375,,,,,,,,,,,,0.5214333333333333,0.18518518518518517,0.19230769230769232,,0.3793103448275862,,,1.0,,,1.0,0.1111111111111111,1.0,0.10526315789473684,2.0,,,,True
