EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,BlockingFouls,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFtPoints,Corner3Assists,OffThreePtRebounds,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,FTDefRebounds,DefFTReboundPct,Travels,SecondChanceAtRimPctAssisted,on,FTOffRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,OffFTReboundPct,Charge Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,10640.0,177,44.0,327,328,33.0,17.0,31.0,655,12.0,24.0,2.0,4.0,1.0,6.0,17.0,1.0,18.0,42.0,9.0,45.0,324,2.0,4.0,4.0,8.0,2.0,28.0,8.0,4.0,6.0,11.0,1.0,12.0,1.0,4.0,1.0,6.0,25.0,5.0,6.0,24.0,30.0,5.0,35,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,6.0,10.0,15.0,3.0,1.0,12.0,2.0,1.0,13.0,3.0,8.0,12.0,9.0,3.0,12.0,6.0,1.0,1.0,2.0,32.0,0.7777777777777778,0.875,0.42857142857142855,0.5,0.42857142857142855,0.5,0.4787234042553192,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.11764705882352941,14.763231197771589,0.5,0.183206106870229,0.04065040650406504,0.11538461538461539,0.16393442622950818,0.03355704697986577,0.02564102564102564,0.043478260869565216,0.05263157894736842,0.16666666666666666,0.2727272727272727,0.13157894736842105,0.13333333333333333,0.09090909090909091,0.05555555555555555,0.5,0.5714285714285714,0.5,0.6,0.8333333333333334,0.40476190476190477,0.35294117647058826,0.4,0.6666666666666666,0.023809523809523808,1.0,0.5,0.5,0.5714285714285714,0.5391690476190476,0.572625,0.46385,0.1702127659574468,0.1702127659574468,0.17777777777777778,3.814285714285714,0.10091743119266056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626246,1610612759,Boban Marjanovic,Boban Marjanovic,1626246,SAS,564.0,9,-9.0,19,19,3.0,7.0,1.0,38,,,,,,1.0,1.0,,1.0,1.0,,2.0,27,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2,,,,,,,,,,,1.0,4.0,3.0,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,,5.0,,0.2,0.16666666666666666,,0.14285714285714285,0.1,0.5,,,,,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,0.391,,,,,,10.6,0.15789473684210525,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,12026.0,200,20.0,376,380,40.0,40.0,35.0,756,5.0,9.0,,,,,2.0,3.0,6.0,14.0,,63.0,397,,,,6.0,,8.0,4.0,,,6.0,,6.0,,4.0,1.0,1.0,12.0,,11.0,17.0,28.0,,28,,16.0,9.0,7.0,4.0,,4.0,2.0,,6.0,13.0,17.0,,,4.0,1.0,,,,,6.0,5.0,1.0,6.0,6.0,,,,38.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.6057692307692307,0.6,0.6057692307692307,0.6,,,,14.04358353510896,0.6666666666666666,0.11971830985915492,,0.19298245614035087,0.1407035175879397,,,,,0.05970149253731343,0.2571428571428571,0.1,0.15151515151515152,0.25,,1.0,0.17307692307692307,0.5555555555555556,0.5555555555555556,0.6,0.038461538461538464,,,,0.057692307692307696,,,,0.9038461538461539,0.5481951923076924,0.5296500000000001,0.4624125,,,0.09523809523809523,6.2857142857142865,0.10638297872340426,,,1.0,6.0,13.0,1.0,1.0,2.0,11.0,25.0,1.0,4.0,2.0,6.0,17.0,38.0,2.0,5.0,2.0,8.0,6.0,45.0,6.0,25.0,11.0,2.0,1.0,6.0,0.8823529411764706,0.4473684210526316,0.4,0.25,0.4473684210526316,0.375,0.375,0.7307692307692307,0.3333333333333333,0.3333333333333333,1.0,0.25,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.4807692307692308,0.44,0.44,0.9090909090909091,0.2,1.0,1.0,0.8,0.25,1.0,0.25,0.75,0.3333333333333333,0.44,0.09523809523809523,24.555263157894736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,14562.0,243,27.0,460,460,59.0,54.0,44.0,920,27.0,35.0,4.0,4.0,5.0,9.0,24.0,25.0,47.0,84.0,29.0,150.0,475,5.0,6.0,1.0,11.0,9.0,28.0,66.0,6.0,7.0,7.0,8.0,15.0,4.0,5.0,,2.0,38.0,7.0,5.0,25.0,30.0,9.0,39,2.0,16.0,11.0,5.0,4.0,,1.0,4.0,3.0,8.0,6.0,17.0,,3.0,27.0,1.0,1.0,35.0,3.0,12.0,9.0,6.0,2.0,10.0,9.0,1.0,1.0,,57.0,0.2978723404255319,0.3181818181818182,0.5595238095238095,0.8333333333333334,0.5654205607476636,0.7142857142857143,0.6074380165289256,0.6875,0.08333333333333333,0.08571428571428572,0.08333333333333333,25.393700787401574,0.5,0.1358695652173913,0.041176470588235294,0.078125,0.12096774193548387,0.04205607476635514,0.08,0.046153846153846156,,0.11363636363636363,0.1111111111111111,0.19607843137254902,0.0975609756097561,0.043478260869565216,0.046511627906976744,0.9,0.32710280373831774,0.7714285714285715,0.84375,0.37037037037037035,0.22429906542056074,0.375,0.4090909090909091,0.1111111111111111,0.2336448598130841,0.5714285714285714,1.0,0.3333333333333333,0.5420560747663551,0.5107014018691589,0.5562833333333334,0.51383,0.1111111111111111,0.12903225806451613,0.07333333333333333,8.558333333333334,0.1282608695652174,1.0,1.0,11.0,6.0,6.0,,,,3.0,17.0,,1.0,2.0,6.0,9.0,23.0,,1.0,2.0,6.0,29.0,24.0,3.0,17.0,3.0,,1.0,27.0,0.8888888888888888,0.391304347826087,,0.3333333333333333,0.391304347826087,0.6,0.6904761904761905,0.21495327102803738,0.44,0.4782608695652174,0.2727272727272727,0.056074766355140186,1.0,1.0,1.0,0.1588785046728972,0.17647058823529413,0.17647058823529413,0.6666666666666666,,,,0.14285714285714285,,,,0.4,0.3333333333333333,0.17647058823529413,0.19333333333333333,24.569565217391304,4.0,6.0,11.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,0.6666666666666666,0.08,0.045454545454545456,0.03333333333333333,0.07142857142857142,0.8,0.041666666666666664,,,,,,,,,,,True,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,15851.0,264,27.0,499,500,73.0,64.0,48.0,999,19.0,31.0,,1.0,4.0,8.0,22.0,29.0,40.0,82.0,12.0,104.0,526,,3.0,2.0,5.0,11.0,12.0,68.0,,8.0,38.0,15.0,53.0,7.0,16.0,6.0,16.0,121.0,,6.0,15.0,21.0,1.0,22,,6.0,3.0,3.0,13.0,3.0,8.0,5.0,5.0,18.0,5.0,15.0,,,19.0,1.0,,14.0,4.0,7.0,2.0,1.0,,2.0,2.0,,,,71.0,0.15,0.15,0.4878048780487805,,0.46938775510204084,0.3,0.5048543689320388,0.4166666666666667,0.0975609756097561,0.22580645161290322,,21.960072595281307,0.7222222222222222,0.07653061224489796,,0.08571428571428572,0.07894736842105263,0.004347826086956522,,,,0.06451612903225806,,0.16666666666666666,0.046511627906976744,0.14814814814814814,,1.0,0.3163265306122449,0.6129032258064516,0.7916666666666666,0.15789473684210525,0.22448979591836735,0.36363636363636365,0.36363636363636365,,0.29591836734693877,0.2,,0.26666666666666666,0.47959183673469385,0.4961170103092783,0.4717,0.4923678571428572,0.06930693069306931,0.08235294117647059,0.04807692307692308,9.426829268292684,0.1462925851703407,,,13.0,4.0,11.0,1.0,2.0,2.0,,5.0,,,,2.0,4.0,16.0,1.0,2.0,2.0,4.0,21.0,12.0,,4.0,,1.0,2.0,19.0,1.0,0.25,0.5,0.5,0.26666666666666666,0.6,0.6176470588235294,0.16326530612244897,0.4482758620689655,0.4642857142857143,0.23076923076923078,0.11224489795918367,0.36363636363636365,0.36363636363636365,1.0,0.05102040816326531,,,,0.4,0.5,1.0,,,,0.13333333333333333,0.13333333333333333,,,0.20192307692307693,25.212500000000002,2.0,6.0,3.0,8.0,1.0,1.0,3.0,,,2.0,,,1.0,1.0,0.5454545454545454,0.034482758620689655,0.02040816326530612,0.029411764705882353,,0.5,,2.0,1.0,1.0,0.0625,0.2,1.0,,,,,True,,,,,,,
2755,1610612759,Kevin Martin,Kevin Martin,2755,SAS,484.0,8,10.0,16,14,5.0,6.0,2.0,30,1.0,1.0,,,,,,,1.0,1.0,1.0,6.0,11,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,1,,,,,,,,1.0,,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,5.0,,,1.0,,0.8333333333333334,,1.0,,,,,22.22222222222222,,0.125,,,0.1,,,,,0.5,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,1.0,0.5418333333333333,,,0.3333333333333333,1.0,,2.9,0.3125,,,,,,,,,1.0,2.0,,,,,1.0,2.0,,,,,,3.0,,2.0,1.0,1.0,,,1.0,0.5,,,0.5,,,0.6666666666666666,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,0.5,,24.75,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,4179.0,70,10.0,135,136,39.0,32.0,13.0,271,1.0,2.0,,1.0,,1.0,2.0,3.0,2.0,7.0,6.0,16.0,154,,1.0,,,,4.0,,,,7.0,2.0,9.0,,6.0,,1.0,20.0,2.0,1.0,7.0,9.0,3.0,12,1.0,3.0,1.0,2.0,,,,,,,4.0,7.0,1.0,,7.0,2.0,,10.0,,3.0,,,,,,,,,39.0,1.0,1.0,0.2857142857142857,,0.38461538461538464,,0.4444444444444444,,,,,11.920529801324504,,0.125,0.044444444444444446,0.058823529411764705,0.1095890410958904,0.04838709677419355,0.07692307692307693,0.05,,0.09375,0.15384615384615385,0.18181818181818182,0.1,,0.1111111111111111,,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,0.5,0.5,1.0,0.23076923076923078,1.0,,,0.6153846153846154,0.5125038461538461,,0.47025,0.1875,0.3,,10.914285714285713,0.28888888888888886,,1.0,,1.0,2.0,,,,1.0,4.0,,,,2.0,2.0,6.0,,,,2.0,2.0,6.0,,4.0,1.0,,1.0,2.0,1.0,0.3333333333333333,,,0.3333333333333333,,0.25,0.46153846153846156,,,,0.15384615384615385,0.5,0.5,1.0,0.3076923076923077,0.25,0.25,1.0,,,,,,,,1.0,,0.25,0.125,24.466666666666665,,,2.0,2.0,1.0,,,,,2.0,,,,2.0,,,0.058823529411764705,,0.2,,,,,,,,,1.0,0.5,,,True,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,15135.0,252,25.0,479,484,71.0,64.0,44.0,963,17.0,31.0,6.0,11.0,2.0,17.0,38.0,48.0,62.0,117.0,28.0,158.0,506,8.0,18.0,4.0,20.0,13.0,70.0,54.0,8.0,2.0,3.0,4.0,7.0,2.0,2.0,1.0,,18.0,12.0,16.0,28.0,47.0,15.0,62,,3.0,3.0,,7.0,,5.0,2.0,2.0,9.0,10.0,16.0,3.0,,21.0,,,33.0,2.0,14.0,11.0,10.0,1.0,11.0,6.0,,,1.0,69.0,0.5645161290322581,0.603448275862069,0.5299145299145299,0.4444444444444444,0.5462184873949579,0.4444444444444444,0.585820895522388,0.5,0.017094017094017096,0.03225806451612903,0.02631578947368421,27.13472485768501,0.7777777777777778,0.1497326203208556,0.06936416184971098,0.23529411764705882,0.17254901960784313,0.06880733944954129,0.16,0.015151515151515152,0.05263157894736842,0.1348314606741573,0.17391304347826086,0.15384615384615385,0.30952380952380953,0.11538461538461539,,0.5454545454545454,0.2605042016806723,0.5483870967741935,0.5666666666666667,0.6470588235294118,0.31932773109243695,0.4473684210526316,0.4594594594594595,0.11764705882352941,0.40336134453781514,0.6111111111111112,0.5454545454545454,0.14285714285714285,0.2773109243697479,0.4516201680672269,0.4863235294117647,0.4103785714285714,0.10687022900763359,0.10852713178294573,0.12658227848101267,10.424786324786323,0.14822546972860126,,,28.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,2.0,2.0,,,1.0,1.0,21.0,6.0,,1.0,1.0,,,21.0,1.0,1.0,,1.0,1.0,0.5357142857142857,0.5833333333333334,0.01680672268907563,0.5833333333333334,0.5833333333333334,0.7857142857142857,0.008403361344537815,1.0,1.0,1.0,0.008403361344537815,1.0,1.0,1.0,,,,,,,,0.07142857142857142,1.0,1.0,0.13291139240506328,24.85,1.0,6.0,6.0,2.0,3.0,,,1.0,,3.0,,,,3.0,0.46153846153846156,,0.06666666666666667,0.0967741935483871,,0.5,,,,,,,,3.0,0.6,2.0,0.16666666666666666,True,,,,,,,
2561,1610612759,David West,David West,2561,SAS,2478.0,41,-11.0,77,77,18.0,27.0,11.0,154,,2.0,,1.0,,2.0,5.0,2.0,2.0,9.0,,4.0,94,,2.0,,,1.0,2.0,2.0,,1.0,2.0,,2.0,,2.0,,,4.0,1.0,2.0,1.0,3.0,2.0,5,,,,,1.0,,1.0,,,1.0,,4.0,,,1.0,1.0,,,,,3.0,2.0,1.0,3.0,2.0,,,,17.0,0.5,0.5,0.2222222222222222,,0.2,,0.2,,0.1111111111111111,0.5,,12.359550561797752,1.0,0.045454545454545456,0.04,0.16666666666666666,0.08823529411764706,0.05714285714285714,,0.1,,,0.125,,0.125,0.25,,0.6666666666666666,0.2,,,,0.5,0.4,0.4,0.5,0.2,0.5,,,0.3,0.42777000000000004,0.5032,0.4031,,,,9.600000000000001,0.23376623376623376,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,2.0,,,1.0,,,,2.0,,,,,,1.0,1.0,0.1,,,,,,,,0.1,,,,,,,,,,,,,,0.5,24.7,,1.0,,,1.0,,,,,,,,,,1.0,,0.1,0.1111111111111111,,,,,,,,,,,,,,True,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,996.0,17,-10.0,30,31,,,5.0,61,,,,,,,2.0,,,2.0,,,40,,1.0,,,,,,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,2.0,,2.0,1.0,3,,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,8.571428571428571,,,0.06666666666666667,0.6666666666666666,0.14285714285714285,0.058823529411764705,,,0.16666666666666666,,,,1.0,0.5,,1.0,,,,,1.0,,,,,,,,,0.39425,0.4439,,,,,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
