EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,BadPassSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,PenaltyFg2Pct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Corner3Assists,PtsUnassisted3s,SelfOReb,BlockingFoulsDrawn,SelfORebPct,PenaltyCorner3FGM,Technical Free Throw Trips,ShortMidRangePctBlocked,PenaltyCorner3Accuracy,on,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,BlockingFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked
101123,1610612748,Gerald Green,Gerald Green,101123,MIA,430.0,7.0,3.0,12,12.0,2,2.0,24,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,8.333333333333334,0.5,0.2,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626159,1610612748,Justise Winslow,Justise Winslow,1626159,MIA,3415.0,57.0,-2.0,104,108.0,26,47.0,212,109.0,4.0,8.0,12.0,2.0,2.0,5.0,,2.0,26,14.166666666666668,0.3076923076923077,0.14285714285714285,0.25,0.25,11.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,9.0,5.0,1.0,13.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.6,0.6666666666666666,1.0,0.42857142857142855,1.0,0.43333333333333335,0.75,0.125,0.35714285714285715,0.1111111111111111,0.3333333333333333,0.09302325581395349,0.10810810810810811,0.08333333333333333,0.2727272727272727,0.047619047619047616,0.06666666666666667,0.15384615384615385,0.06666666666666667,1.0,0.21428571428571427,0.3333333333333333,0.5,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.21428571428571427,1.0,1.0,0.6666666666666666,0.21428571428571427,0.14285714285714285,0.6666666666666666,0.5714285714285714,0.4653384615384616,0.3932,0.316475,0.06666666666666667,0.1,0.23076923076923078,0.07692307692307693,9.611111111111112,32.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626196,1610612748,Josh Richardson,Josh Richardson,1626196,MIA,3941.0,66.0,-2.0,118,123.0,27,54.0,241,130.0,2.0,8.0,10.0,,,9.0,,4.0,27,10.869565217391305,0.14285714285714285,0.11864406779661017,0.15384615384615385,0.2288135593220339,13.0,,2.0,,,1.0,4.0,1.0,7.0,2.0,1.0,6.0,8.0,3.0,14.0,,1.0,,3.0,,2.0,,6.0,,2.0,,,7.0,1.0,1.0,5.0,2.0,2.0,1.0,,,6.0,2.0,,3.0,,6.0,2.0,,,0.16666666666666666,,0.39285714285714285,0.75,0.4666666666666667,0.75,1.5,0.5714285714285714,0.16666666666666666,0.5,0.1111111111111111,0.023809523809523808,0.03636363636363636,,0.047619047619047616,,0.14285714285714285,0.2,,0.14285714285714285,,,,,,,0.2857142857142857,0.25,0.25,,0.07142857142857142,0.5,1.0,0.7142857142857143,0.5103857142857142,0.3984,0.59265,0.06666666666666667,,0.21428571428571427,0.42857142857142855,11.766666666666666,25.375000000000004,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.375,1.0,1.0,0.375,1.5,0.3333333333333333,0.07692307692307693,0.125,1.0,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,1.0,1.0,0.42857142857142855,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2405,1610612748,Amar'e Stoudemire,Amar'e Stoudemire,2405,MIA,4941.0,82.0,-18.0,150,154.0,31,55.0,304,167.0,2.0,10.0,13.0,5.0,9.0,14.0,,7.0,31,18.02325581395349,0.1,0.1095890410958904,0.10526315789473684,0.20666666666666667,15.0,8.0,12.0,2.0,2.0,1.0,5.0,,,,11.0,19.0,,8.0,30.0,1.0,3.0,2.0,4.0,5.0,,,6.0,12.0,10.0,,,,,3.0,6.0,3.0,5.0,1.0,2.0,1.0,7.0,3.0,,8.0,5.0,6.0,1.0,0.5454545454545454,0.5454545454545454,0.5789473684210527,0.3333333333333333,0.5789473684210527,0.3333333333333333,0.6818181818181818,0.5,0.6,,,,0.11320754716981132,0.05357142857142857,0.04225352112676056,,0.07407407407407407,0.17647058823529413,0.16666666666666666,,,0.631578947368421,0.6666666666666666,0.6666666666666666,0.10526315789473684,1.0,1.0,,0.2631578947368421,0.2,0.2,1.0,,,,0.631578947368421,0.5681526315789472,0.6203333333333333,0.6498799999999999,0.22727272727272727,0.22727272727272727,0.13333333333333333,0.2,6.105263157894737,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,3.0,2.0,3.0,3.0,,,,,,0.6,0.4,,,1.0,,,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6,0.4444444444444444,0.08333333333333333,0.625,1.0,0.3333333333333333,0.8,0.75,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2736,1610612748,Luol Deng,Luol Deng,2736,MIA,3803.0,63.0,-20.0,114,116.0,17,36.0,230,129.0,5.0,12.0,15.0,1.0,2.0,6.0,,8.0,17,18.939393939393938,0.3125,0.21818181818181817,0.3125,0.14912280701754385,12.0,4.0,5.0,1.0,2.0,3.0,6.0,5.0,2.0,,8.0,13.0,7.0,8.0,33.0,2.0,3.0,1.0,5.0,2.0,1.0,,4.0,6.0,10.0,2.0,,2.0,,1.0,7.0,3.0,2.0,,,1.0,4.0,1.0,1.0,10.0,3.0,4.0,1.0,0.375,0.42857142857142855,0.6153846153846154,0.6666666666666666,0.625,0.5,0.717391304347826,0.625,0.6666666666666666,0.35,,,0.1794871794871795,0.021739130434782608,0.05172413793103448,,,,0.1875,0.3333333333333333,,0.25,0.8,0.8,0.1,0.5,0.5,,0.3,0.5,0.5,0.3333333333333333,0.25,0.1,,0.6,0.5006575,0.5710000000000001,0.45668333333333333,0.21739130434782608,0.21428571428571427,0.15151515151515152,0.12121212121212122,10.807692307692308,24.342857142857145,2.0,,,,3.0,,1.0,,9.0,2.0,3.0,1.0,4.0,1.0,2.0,,9.0,2.0,,2.0,1.0,,2.0,,,,,1.0,0.42857142857142855,,,0.42857142857142855,0.6666666666666666,,0.16666666666666666,0.1111111111111111,,1.0,1.0,1.0,,,,,1.0,0.2222222222222222,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,2.0,,,,1.0,0.5,0.09090909090909091,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.2,1.0,0.5,0.25,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,2236.0,37.0,-2.0,68,70.0,10,23.0,138,81.0,,4.0,6.0,2.0,3.0,,,5.0,10,30.769230769230766,,0.11764705882352941,,0.14705882352941177,6.0,5.0,7.0,3.0,7.0,2.0,5.0,,,,10.0,19.0,,5.0,25.0,,2.0,,,2.0,,1.0,5.0,4.0,16.0,,,,1.0,2.0,4.0,2.0,,,2.0,,,,,6.0,4.0,5.0,,0.2,0.2,0.5263157894736842,,0.5263157894736842,,0.5952380952380952,,1.25,,0.05263157894736842,0.14285714285714285,0.16,0.08,0.06666666666666667,0.25,,0.2727272727272727,,0.2,,0.3684210526315789,0.7142857142857143,0.8333333333333334,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.2631578947368421,0.4,0.4,,,,,0.3684210526315789,0.4633263157894736,0.51465,0.4085,0.19047619047619047,0.19047619047619047,,0.2,8.589473684210526,,,,,,,,,,,,1.0,3.0,4.0,2.0,1.0,,11.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,2.0,1.0,,,1.0,0.3333333333333333,,0.2,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
201609,1610612748,Goran Dragic,Goran Dragic,201609,MIA,3373.0,56.0,-29.0,105,107.0,23,33.0,212,120.0,,4.0,5.0,4.0,6.0,6.0,,8.0,23,30.0,,0.08888888888888889,,0.21904761904761905,10.0,3.0,8.0,2.0,6.0,,9.0,2.0,2.0,,5.0,23.0,4.0,5.0,18.0,,2.0,,,5.0,,1.0,3.0,2.0,8.0,,,2.0,1.0,1.0,4.0,1.0,1.0,,1.0,3.0,4.0,,,6.0,3.0,3.0,1.0,0.2,0.2,0.21739130434782608,,0.24074074074074073,,0.3,,0.25,0.14814814814814814,0.043478260869565216,0.125,0.13793103448275862,0.023809523809523808,0.018867924528301886,,,0.25,,0.18181818181818182,,0.2962962962962963,0.375,0.42857142857142855,0.2222222222222222,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,0.07407407407407407,0.07407407407407407,,0.4444444444444444,0.4660055555555555,0.3643,0.4082800000000001,0.1,0.11538461538461539,,0.16666666666666666,9.817391304347826,24.475,1.0,,,,1.0,,,,,1.0,6.0,1.0,7.0,,3.0,1.0,15.0,,,1.0,,,,,,,,,0.25,,,0.25,0.2,,,,,0.5,0.5,,,,,,0.5,,,,1.0,2.0,1.0,2.0,2.0,,1.0,,,,,,,0.2,0.3333333333333333,0.1111111111111111,0.3333333333333333,,,0.4,0.5,,,,2.0,1.0,,,,,,,,1.0,3.0,1.0,1.0,0.05555555555555555,,,,,True,,,,,,,,,,,,,,,
2207,1610612748,Joe Johnson,Joe Johnson,2207,MIA,2555.0,43.0,-20.0,78,80.0,18,25.0,158,86.0,,8.0,10.0,2.0,4.0,4.0,,3.0,18,25.28735632183908,,0.15789473684210525,,0.23076923076923078,8.0,1.0,2.0,4.0,8.0,1.0,7.0,1.0,,,6.0,17.0,1.0,1.0,16.0,,,,,5.0,1.0,,5.0,,12.0,,,,1.0,2.0,6.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,5.0,,,,0.35294117647058826,,0.4166666666666667,,0.4166666666666667,,0.4166666666666667,0.05555555555555555,0.058823529411764705,,0.21428571428571427,0.07142857142857142,0.05555555555555555,,,0.3333333333333333,0.125,0.21428571428571427,,0.1111111111111111,0.5,0.5,0.4444444444444444,0.5,0.5714285714285714,,0.3888888888888889,0.14285714285714285,0.14285714285714285,,0.05555555555555555,,,0.16666666666666666,0.401425,,0.414475,,,,0.3125,11.805882352941177,24.3,,,,,1.0,,,1.0,3.0,,3.0,1.0,4.0,1.0,2.0,,9.0,,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,0.4166666666666667,0.5,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,0.2,0.5,0.3333333333333333,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,0.16666666666666666,,,1.0,1.0,0.1111111111111111,1.0,1.0,0.125,1.0,True,,,,,,,,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,11.0,,,1,,1,,1,,,,,,,,,,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101123,1610612748,Gerald Green,Gerald Green,101123,MIA,6158.0,103.0,27.0,195,196.0,57,74.0,391,161.0,6.0,14.0,16.0,,1.0,13.0,,5.0,57,22.56637168141593,0.2,0.12631578947368421,0.25,0.2923076923076923,26.0,5.0,10.0,3.0,8.0,4.0,17.0,5.0,9.0,,12.0,35.0,14.0,4.0,40.0,2.0,5.0,,4.0,6.0,3.0,2.0,9.0,10.0,14.0,,,9.0,1.0,2.0,6.0,2.0,4.0,1.0,,1.0,6.0,,,5.0,1.0,9.0,2.0,0.4166666666666667,0.4166666666666667,0.34285714285714286,0.4,0.3673469387755102,0.2857142857142857,0.39215686274509803,0.2857142857142857,0.45,0.2857142857142857,0.02857142857142857,,0.09230769230769231,0.028985507246376812,0.02,0.06666666666666667,0.037037037037037035,0.1111111111111111,0.16666666666666666,,,0.20408163265306123,0.5,0.5,0.16326530612244897,0.375,0.42857142857142855,,0.3469387755102041,0.23529411764705882,0.23529411764705882,0.5,0.10204081632653061,0.1836734693877551,,0.4897959183673469,0.4786397959183673,0.5882416666666667,0.4555388888888889,0.02040816326530612,0.02857142857142857,0.1,0.225,11.574285714285715,24.55,3.0,,2.0,,4.0,,2.0,1.0,12.0,3.0,1.0,,1.0,,1.0,,2.0,,2.0,3.0,,2.0,,1.0,,1.0,1.0,1.0,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.3888888888888889,0.3333333333333333,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,,,,0.3333333333333333,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,0.3333333333333333,1.0,,0.6,0.42857142857142855,0.3333333333333333,0.1111111111111111,1.0,1.0,,3.0,,,,0.2,0.2,1.0,1.0,,0.3333333333333333,,,1.0,,0.03125,1.0,,0.125,0.3333333333333333,False,2.0,1.0,,,,,,,,,,,,,
