EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,BlockingFouls,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Offensive Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyFG2M,PenaltyFtPoints,HeaveAttempts,Corner3Assists,FTDefRebounds,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,Travels,SecondChanceAtRimPctAssisted,on,3pt And 1 Free Throw Trips,LostBallOutOfBoundsTurnovers,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,11522.0,192,57.0,358,357,31.0,22,36.0,715,11.0,25.0,2.0,5.0,1.0,8.0,19.0,1.0,19.0,45.0,7.0,45.0,341,2.0,5.0,2.0,6.0,2.0,30.0,8.0,4.0,7.0,11.0,2.0,13.0,2.0,4.0,7.0,28.0,1.0,7.0,8.0,26.0,34.0,8.0,42.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,7.0,9.0,13.0,2.0,1.0,10.0,2.0,1.0,10.0,2.0,6.0,12.0,9.0,3.0,12.0,6.0,1.0,1.0,2.0,30.0,0.7894736842105263,0.8823529411764706,0.4222222222222222,0.4,0.4222222222222222,0.4,0.45918367346938777,0.5,0.15555555555555556,0.2,0.10526315789473684,14.141414141414142,0.5714285714285714,0.18181818181818182,0.050724637681159424,0.13793103448275862,0.03125,0.1691542288557214,0.047058823529411764,0.022727272727272728,0.0625,0.06521739130434782,0.043478260869565216,0.15384615384615385,0.3076923076923077,0.10256410256410256,0.14285714285714285,0.13043478260869565,0.05263157894736842,0.5,0.5555555555555556,0.44,0.55,0.8181818181818182,0.4222222222222222,0.42105263157894735,0.47058823529411764,0.75,0.022222222222222223,1.0,0.4,0.5,0.5555555555555556,0.5200666666666667,0.56,0.46385,0.12244897959183673,0.12244897959183673,0.13333333333333333,3.957777777777778,0.08659217877094973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626246,1610612759,Boban Marjanovic,Boban Marjanovic,1626246,SAS,531.0,9,-11.0,19,19,3.0,7,,38,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,1.0,,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,5.2631578947368425,,0.4,,,,0.2857142857142857,,,,,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.15789473684210525,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,13038.0,217,39.0,416,417,36.0,55,42.0,833,4.0,8.0,,,,,2.0,4.0,5.0,14.0,1.0,77.0,426,,,,9.0,,6.0,4.0,,,6.0,,6.0,,4.0,1.0,12.0,,,10.0,17.0,27.0,,27.0,,18.0,9.0,9.0,4.0,,4.0,2.0,,6.0,12.0,17.0,,,7.0,1.0,,2.0,,,6.0,5.0,1.0,6.0,6.0,,,,34.0,0.6,0.6,0.35714285714285715,,0.6666666666666666,0.9,0.6637931034482759,0.9,,,,13.943355119825709,0.6666666666666666,0.11258278145695365,,0.15151515151515152,,0.12442396313364056,,,,,,0.07142857142857142,0.20512820512820512,0.09523809523809523,0.125,0.19230769230769232,,1.0,0.14035087719298245,0.5,0.5,0.5,0.03508771929824561,,,,0.07017543859649122,,,,0.8947368421052632,0.538180701754386,0.521625,0.4492749999999999,,,0.11688311688311688,7.25,0.08653846153846154,2.0,,1.0,1.0,7.0,14.0,2.0,2.0,2.0,15.0,29.0,1.0,3.0,2.0,4.0,22.0,43.0,3.0,5.0,2.0,6.0,6.0,60.0,6.0,29.0,15.0,1.0,1.0,1.0,6.0,0.9090909090909091,0.5116279069767442,0.6,0.3333333333333333,0.5116279069767442,0.5,0.5,0.7543859649122807,0.25,0.25,1.0,0.24561403508771928,0.5,0.5,0.8571428571428571,0.5087719298245614,0.5172413793103449,0.5172413793103449,0.9333333333333333,0.4,1.0,1.0,0.6,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5172413793103449,0.07792207792207792,24.662790697674417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,20316.0,339,66.0,648,641,96.0,100,72.0,1289,39.0,53.0,6.0,7.0,8.0,14.0,37.0,37.0,66.0,127.0,42.0,225.0,663,7.0,11.0,2.0,16.0,15.0,40.0,92.0,8.0,11.0,14.0,14.0,28.0,8.0,8.0,6.0,70.0,4.0,10.0,13.0,34.0,49.0,14.0,63.0,4.0,26.0,17.0,9.0,10.0,,5.0,6.0,5.0,16.0,7.0,21.0,,3.0,40.0,2.0,1.0,51.0,4.0,19.0,12.0,7.0,3.0,14.0,12.0,1.0,1.0,,94.0,0.30303030303030304,0.3225806451612903,0.5196850393700787,0.6363636363636364,0.5512048192771084,0.5384615384615384,0.5909090909090909,0.5333333333333333,0.08661417322834646,0.11320754716981132,0.08108108108108109,28.03867403314917,0.625,0.1471861471861472,0.04201680672268908,0.1326530612244898,0.05714285714285714,0.14285714285714285,0.045454545454545456,0.07042253521126761,0.05747126436781609,,0.057692307692307696,0.14150943396226415,0.0847457627118644,0.21212121212121213,0.16417910447761194,0.06451612903225806,0.05714285714285714,0.8571428571428571,0.3192771084337349,0.7358490566037735,0.8297872340425532,0.38461538461538464,0.22289156626506024,0.3783783783783784,0.4117647058823529,0.07142857142857142,0.22289156626506024,0.5384615384615384,0.8571428571428571,0.3333333333333333,0.5542168674698795,0.5157054545454545,0.5547333333333334,0.5171749999999999,0.10989010989010989,0.13380281690140844,0.07111111111111111,8.28740157480315,0.14814814814814814,1.0,1.0,1.0,13.0,10.0,11.0,,1.0,2.0,7.0,28.0,,1.0,2.0,7.0,17.0,39.0,,2.0,4.0,9.0,46.0,48.0,3.0,27.0,7.0,,2.0,5.0,44.0,0.9411764705882353,0.4358974358974359,,0.4444444444444444,0.4473684210526316,0.625,0.696969696969697,0.23493975903614459,0.35135135135135137,0.37142857142857144,0.3076923076923077,0.06626506024096386,0.9090909090909091,0.9090909090909091,1.0,0.1686746987951807,0.25,0.25,0.8571428571428571,0.07692307692307693,,,0.07692307692307693,,,0.08333333333333333,0.2916666666666667,0.2857142857142857,0.25925925925925924,0.20444444444444446,24.858974358974358,6.0,2.0,9.0,16.0,1.0,6.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,0.6,0.05405405405405406,0.18181818181818182,0.05555555555555555,0.75,1.0,0.025,,,,,,,,,True,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,14562.0,243,27.0,460,460,59.0,54,44.0,920,18.0,29.0,,1.0,2.0,7.0,21.0,28.0,38.0,78.0,12.0,100.0,475,,3.0,2.0,5.0,8.0,12.0,64.0,,7.0,31.0,15.0,46.0,7.0,13.0,13.0,107.0,1.0,,5.0,15.0,20.0,1.0,21.0,,5.0,2.0,3.0,13.0,3.0,8.0,5.0,5.0,18.0,5.0,15.0,,,19.0,1.0,,14.0,4.0,7.0,2.0,1.0,,2.0,2.0,,,,57.0,0.15789473684210525,0.15789473684210525,0.48717948717948717,,0.4782608695652174,0.3,0.5154639175257731,0.4166666666666667,0.08974358974358974,0.20689655172413793,,22.637795275590552,0.7222222222222222,0.08152173913043478,,0.078125,0.022727272727272728,0.08064516129032258,0.004672897196261682,,,,0.03333333333333333,0.06818181818181818,,0.17647058823529413,0.04878048780487805,0.13043478260869565,,1.0,0.31521739130434784,0.6206896551724138,0.782608695652174,0.16666666666666666,0.22826086956521738,0.3333333333333333,0.3333333333333333,,0.30434782608695654,0.2,,0.18181818181818182,0.4673913043478261,0.4934021739130435,0.4717,0.46125909090909095,0.07368421052631578,0.08641975308641975,0.05,9.600000000000001,0.1282608695652174,1.0,,,13.0,4.0,11.0,1.0,2.0,2.0,,3.0,,,,1.0,4.0,14.0,1.0,2.0,2.0,3.0,17.0,12.0,,3.0,,5.0,2.0,2.0,15.0,1.0,0.2857142857142857,0.5,0.6666666666666666,0.2857142857142857,0.6363636363636364,0.6538461538461539,0.15217391304347827,0.4642857142857143,0.48148148148148145,0.23076923076923078,0.11956521739130435,0.36363636363636365,0.36363636363636365,1.0,0.03260869565217391,,,,0.4,0.5,1.0,,,,0.18181818181818182,0.09090909090909091,,,0.17,23.814285714285717,1.0,2.0,4.0,3.0,,8.0,,1.0,3.0,,,,,,1.0,1.0,0.5,0.03571428571428571,,,0.5,1.0,,1.0,0.07142857142857142,0.3333333333333333,,,,,,True,,,
1889,1610612759,Andre Miller,Andre Miller,1889,SAS,447.0,7,8.0,14,14,,1,2.0,28,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,12,1.0,1.0,,2.0,,,2.0,2.0,,2.0,1.0,3.0,,1.0,,7.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,6.25,,,0.16666666666666666,0.3333333333333333,,0.14285714285714285,0.16666666666666666,,,0.5,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,0.68,0.68,,,,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,6619.0,110,36.0,212,208,59.0,46,27.0,420,4.0,5.0,,1.0,1.0,2.0,6.0,3.0,6.0,14.0,5.0,29.0,219,,1.0,,,3.0,8.0,4.0,,,12.0,6.0,18.0,2.0,8.0,3.0,42.0,1.0,1.0,3.0,9.0,13.0,3.0,16.0,1.0,4.0,2.0,2.0,,,,,,,5.0,9.0,2.0,,9.0,1.0,,8.0,,2.0,3.0,2.0,1.0,3.0,2.0,,,,59.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5,,0.5178571428571429,,,,,11.522633744855966,,0.12,0.01282051282051282,0.09375,0.03571428571428571,0.11214953271028037,0.018867924528301886,,0.03125,,,0.07692307692307693,0.15789473684210525,0.17647058823529413,0.12,,0.07692307692307693,0.6666666666666666,0.20833333333333334,0.8,0.8,0.75,0.25,0.3333333333333333,0.3333333333333333,0.5,0.125,1.0,,0.14285714285714285,0.625,0.5179874999999999,,0.45115000000000005,0.07692307692307693,0.125,,8.335714285714285,0.2783018867924528,,,3.0,,1.0,3.0,,,1.0,3.0,7.0,,,1.0,3.0,4.0,10.0,,,1.0,4.0,10.0,12.0,,7.0,3.0,1.0,2.0,2.0,10.0,1.0,0.4,,0.25,0.4,0.5,0.5555555555555556,0.4166666666666667,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.2916666666666667,0.42857142857142855,0.42857142857142855,1.0,,,,,,,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3448275862068966,24.36,1.0,,2.0,3.0,,4.0,1.0,,,,,,,,,2.0,0.6666666666666666,,0.25,0.16666666666666666,1.0,,,,,,1.0,1.0,0.125,,,True,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,17212.0,287,46.0,552,549,88.0,85,59.0,1101,22.0,41.0,7.0,15.0,7.0,17.0,41.0,55.0,66.0,137.0,36.0,174.0,563,9.0,23.0,6.0,24.0,18.0,74.0,58.0,8.0,3.0,5.0,4.0,9.0,2.0,4.0,,22.0,5.0,16.0,21.0,27.0,51.0,21.0,72.0,,4.0,3.0,1.0,8.0,,5.0,3.0,3.0,11.0,10.0,17.0,3.0,1.0,24.0,,1.0,40.0,4.0,18.0,11.0,10.0,1.0,11.0,7.0,,,1.0,86.0,0.5606060606060606,0.5967741935483871,0.48175182481751827,0.391304347826087,0.49640287769784175,0.391304347826087,0.5544871794871795,0.46153846153846156,0.021897810218978103,0.04878048780487805,0.024390243902439025,27.11038961038961,0.7272727272727273,0.1330049261083744,0.07729468599033816,0.25301204819277107,0.09433962264150944,0.16783216783216784,0.08076923076923077,0.14754098360655737,0.03896103896103896,0.057971014492753624,0.13157894736842105,0.11224489795918367,0.16666666666666666,0.14035087719298245,0.2857142857142857,0.18518518518518517,,0.6363636363636364,0.2949640287769784,0.5365853658536586,0.5641025641025641,0.5454545454545454,0.2949640287769784,0.4146341463414634,0.425,0.23529411764705882,0.39568345323741005,0.6521739130434783,0.4666666666666667,0.3684210526315789,0.30935251798561153,0.4544395683453238,0.493685,0.45288947368421045,0.12337662337662338,0.11920529801324503,0.13793103448275862,10.11897810218978,0.15942028985507245,,,,27.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,2.0,2.0,,,1.0,1.0,23.0,6.0,,1.0,1.0,1.0,,2.0,23.0,1.0,1.0,,1.0,1.0,0.39473684210526316,0.5,0.014388489208633094,0.4909090909090909,0.4909090909090909,0.7777777777777778,0.007194244604316547,1.0,1.0,1.0,0.007194244604316547,1.0,1.0,1.0,,,,,,,,0.05263157894736842,1.0,1.0,0.13218390804597702,24.85,4.0,,6.0,8.0,,2.0,3.0,,1.0,,1.0,1.0,,,,2.0,0.3333333333333333,,0.42857142857142855,,0.5714285714285714,,0.3333333333333333,,,,,,,2.0,0.14285714285714285,True,,,
2561,1610612759,David West,David West,2561,SAS,5276.0,88,8.0,166,162,37.0,42,25.0,328,6.0,11.0,2.0,2.0,2.0,2.0,7.0,4.0,10.0,22.0,3.0,23.0,190,2.0,2.0,,4.0,3.0,12.0,8.0,4.0,2.0,7.0,1.0,8.0,,4.0,1.0,17.0,3.0,5.0,2.0,4.0,7.0,8.0,15.0,1.0,,,,1.0,,1.0,,,1.0,2.0,9.0,3.0,,7.0,,,6.0,,1.0,4.0,3.0,1.0,4.0,2.0,,,,36.0,0.6,0.75,0.45454545454545453,1.0,0.43478260869565216,1.0,0.4423076923076923,1.0,0.09090909090909091,0.18181818181818182,,14.136125654450263,1.0,0.10256410256410256,0.09259259259259259,0.07142857142857142,0.125,0.08955223880597014,0.10256410256410256,0.058823529411764705,0.15,0.058823529411764705,0.1,0.05555555555555555,0.2,0.09090909090909091,0.045454545454545456,0.16666666666666666,0.09090909090909091,0.5,0.4782608695652174,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.30434782608695654,0.2857142857142857,0.2857142857142857,,0.17391304347826086,1.0,1.0,0.6666666666666666,0.5217391304347826,0.4556521739130435,0.5741499999999999,0.6186666666666666,0.041666666666666664,0.043478260869565216,0.17391304347826086,7.472727272727272,0.22289156626506024,,,4.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,7.0,,,1.0,,2.0,,2.0,7.0,,,,,,1.0,0.7,0.043478260869565216,0.5,0.5,1.0,,,,,0.043478260869565216,,,,,,,,,,,,,,0.30434782608695654,24.7,2.0,,3.0,1.0,,1.0,1.0,,,,,,,,,2.0,1.0,,0.16666666666666666,0.25,1.0,,,,,,,,,,,True,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,5086.0,85,25.0,166,160,34.0,40,26.0,326,3.0,3.0,,,,1.0,1.0,6.0,7.0,10.0,,26.0,170,1.0,2.0,,11.0,1.0,8.0,6.0,,,6.0,3.0,9.0,3.0,3.0,1.0,21.0,,,1.0,5.0,7.0,,7.0,,3.0,2.0,1.0,1.0,,1.0,1.0,,2.0,,,,,5.0,,,,,,,,,,,,,,34.0,0.5714285714285714,0.5714285714285714,0.7,0.5,0.4642857142857143,0.9166666666666666,0.4642857142857143,0.9166666666666666,,,,15.625,0.5,0.11904761904761904,,0.034482758620689655,,0.08450704225352113,,,,,,0.13333333333333333,0.07142857142857142,0.15384615384615385,0.043478260869565216,,,,0.10714285714285714,1.0,1.0,0.3333333333333333,0.03571428571428571,1.0,1.0,1.0,0.21428571428571427,,,,0.75,0.5168232142857143,0.50736,0.48254,,,0.4230769230769231,12.46,0.20481927710843373,,,,3.0,,3.0,,,1.0,4.0,15.0,3.0,4.0,1.0,3.0,4.0,18.0,3.0,4.0,1.0,4.0,5.0,9.0,3.0,15.0,4.0,2.0,1.0,,5.0,0.75,0.2222222222222222,0.75,0.25,0.2222222222222222,0.5,0.5,0.6428571428571429,0.5,0.5,0.6666666666666666,0.10714285714285714,,,,0.5357142857142857,0.26666666666666666,0.26666666666666666,0.75,,,,0.6666666666666666,0.75,0.6666666666666666,0.2,0.6,0.3333333333333333,0.26666666666666666,0.19230769230769232,24.86666666666666,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.16666666666666666,,,,,,,,,2.0,,1.0,,True,,,
