EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGA,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG3A,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,AtRimFGM,FtPoints,PtsAssisted2s,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BadPassTurnovers,DefThreePtRebounds,Steals,BadPassSteals,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyFG2A,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,on,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,OffensiveGoaltends,HeaveMakes
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,608.0,10,-8.0,22,22,1.0,2.0,44,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,27,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5,29.166666666666668,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.47418333333333335,15.666666666666666,26.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,158.0,3,-9.0,6,6,1.0,1.0,12,,,,,,,1.0,,,,11,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,14.285714285714285,,,,,,,,,1.0,,0.6094,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612752,Al Harrington,Al Harrington,1733,NYK,396.0,7,-15.0,14,14,4.0,1.0,28,,,,,3.0,,2.0,,3.0,,20,,,3.0,,,,,,,,,,,,,,,,,0.6,33.333333333333336,,,,,0.6,,,,1.0,,0.52862,,25.3,2.0,,,,0.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.5,0.2,0.16666666666666666,0.25,1.0,1.0,0.5605,0.57045,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,706.0,12,-14.0,25,25,4.0,2.0,50,,,,,,2.0,2.0,,,5.0,33,2.0,,,,,,,,,,,,2.0,,,,1.0,1.0,0.8333333333333334,,18.51851851851852,,,,,,,,,1.0,,0.5940000000000001,,,2.0,,,,1.0,3.0,,,,,3.0,1.0,4.0,4.0,3.0,0.5,0.3,0.2727272727272727,0.4,,,,,0.12,2.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,0.5,0.5,1.0,0.25,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612752,Chris Duhon,Chris Duhon,2768,NYK,256.0,4,-15.0,9,9,4.0,1.0,18,,,,,,,,,,,17,,,,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1610612752,Larry Hughes,Larry Hughes,1716,NYK,450.0,8,1.0,16,16,,1.0,32,,,,1.0,1.0,,,1.0,1.0,3.0,16,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,1.0,1.0,1.0,,1.5,1.5,1.0,5.88235294117647,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5865,,25.2,,,,,,,,,,,1.0,,2.0,2.0,,,0.14285714285714285,0.25,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,548.0,9,-5.0,19,19,3.0,1.0,38,1.0,,1.0,,,,2.0,,,,22,,,,,,,,,,,,,,,,,,,,,15.0,0.5,0.5,,,,,,,,,0.4371,13.75,,,,,,,3.0,,,,,1.0,,1.0,1.0,3.0,,0.14285714285714285,0.125,,,,,0.4024,0.15789473684210525,,,,,,,,1.0,,1.0,2.0,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612752,Chris Wilcox,Chris Wilcox,2404,NYK,310.0,5,1.0,11,11,,1.0,22,,,,,,3.0,4.0,,,6.0,13,2.0,,,,,,,,,,,,1.0,,,,0.75,0.75,0.75,,41.66666666666667,,,,,,,,,1.0,,0.633625,,,4.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,0.5959,,,3.0,,4.0,1.0,,,,,,,,,,0.6666666666666666,1.0,1.0,,0.75,0.75,0.6666666666666666,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,98.0,2,-6.0,3,3,3.0,,6,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,131903.0,2198,15.0,4438,4446,1315.0,521.0,8884,125.0,85.0,202.0,91.0,291.0,323.0,640.0,124.0,382.0,1267.0,4867,462.0,285.0,284.0,91.0,178.0,120.0,298.0,90.0,124.0,716.0,26.0,66.0,139.0,0.7661290322580645,0.32460732984293195,0.33066666666666666,0.5046875,0.4980430528375734,0.5493449781659389,0.37377690802348335,25.405619311436485,0.1223091976516634,0.19765166340508805,0.4207920792079208,0.425,0.2847358121330724,0.3127147766323024,0.3170731707317073,0.6923076923076923,0.6800391389432485,0.3204225352112676,0.5252795656465943,7.557968750000001,25.412303664921456,313.0,27.0,0.0421875,0.06389776357827476,0.3062622309197652,1218.0,41.0,86.0,67.0,107.0,111.0,2.0,192.0,290.0,1218.0,0.013605442176870748,0.07827926657263752,0.09595959595959595,0.04365079365079365,0.41,0.2895622895622896,0.5073354166666668,0.5091924137931035,0.2744479495268139,186.0,249.0,184.0,73.0,26.0,35.0,76.0,206.0,6.0,243.0,296.0,27.0,107.0,0.2848297213622291,0.3016393442622951,0.5251798561151079,0.11176470588235295,0.5942492012779552,0.6348122866894198,0.3010752688172043,0.10701438848920863,0.1486111111111111,47.0,79.0,95.0,58.0,0.14056939501779359,0.14925373134328357,190.0,33.0,6.0,4.0,6.0,1.0,32.0,0.16666666666666666,23.0,33.0,106.0,36.0,58.0,98.0,0.4925373134328358,0.465,0.49528301886792453,0.043348281016442454,0.044309701492537316,0.05263157894736842,0.5609756097560976,0.08366219415943173,False,57.0,99.0,52.0,33.0,91.0,3.0,14.0,9.0,21.0,6.0,19.0,22.0,9.0,33.0,13.0,92.0,31.0,121.0,398.0,87.0,7.0,5.0,30.0,13.0,41.0,37.0,3.0,15.0,37.0,6.0,2.0,4.0,4.0,2.0,21.0,4.0,27.0,2.0,11.0,12.0,1.0,1.0,1.0,398.0,36.0,0.2727272727272727,0.2897196261682243,0.4842105263157895,0.4663299663299663,0.5455801104972375,0.013089005235602094,0.04,0.009900990099009901,0.01098901098901099,0.013745704467353952,0.022727272727272728,0.04590570719602978,0.044293015332197615,0.035046728971962614,0.04950495049504951,0.035,0.07920792079207921,0.11875,0.02895752895752896,0.416,0.43333333333333335,0.28846153846153844,0.24705882352941178,0.08904109589041095,0.3626373626373626,0.36666666666666664,0.9696969696969697,0.08695652173913043,0.14,0.21428571428571427,1.0,0.19,0.3157894736842105,1.0,0.3333333333333333,0.5757575757575758,0.0707070707070707,0.42857142857142855,0.2558139534883721,0.030612244897959183,0.31412786108918705,,,,,,
