EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,on,OffensiveGoaltends
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,94200.0,1570.0,403.0,2982.0,2966.0,871.0,754.0,330.0,5948.0,89.0,160.0,8.0,21.0,23.0,37.0,37.0,79.0,53.0,136.0,12.0,26.0,2.0,2.0,1.0,3.0,57.0,143.0,8.0,22.0,20.0,46.0,179.0,375.0,69.0,169.0,214.0,779.0,2934.0,14.0,34.0,10.0,24.0,11.0,69.0,55.0,104.0,21.0,49.0,110.0,283.0,134.0,224.0,204.0,3.0,4.0,143.0,57.0,29.0,2.0,127.0,27.0,154.0,11.0,16.0,57.0,20.0,50.0,335.0,3.0,26.0,1.0,41.0,149.0,6.0,196.0,30.0,226.0,16.0,42.0,28.0,14.0,64.0,15.0,45.0,43.0,4.0,19.0,4.0,3.0,107.0,9.0,38.0,62.0,120.0,1.0,6.0,15.0,209.0,6.0,12.0,252.0,22.0,98.0,2.0,36.0,12.0,2.0,2.0,10.0,1.0,1.0,14.0,6.0,2.0,1.0,3.0,283.0,871.0,9.0,35.0,0.3743016759776536,0.3785310734463277,0.9855072463768116,0.40828402366863903,0.4166666666666667,0.42857142857142855,0.40828402366863903,0.47733333333333333,0.4117647058823529,0.5288461538461539,0.5193014705882353,0.5,0.565359477124183,0.5919452887537994,0.5390625,0.6643192488262911,0.31066176470588236,0.011834319526627219,0.07733333333333334,0.15625,0.0379746835443038,0.007352941176470588,0.038461538461538464,0.006993006993006993,22.801788375558868,0.5981308411214953,0.08571428571428572,0.012195121951219513,0.13423423423423422,0.027837259100642397,0.1105121293800539,0.010344827586206896,0.12829169480081026,0.02369281045751634,0.0440251572327044,0.026119402985074626,0.014367816091954023,0.01,0.011111111111111112,0.11627906976744186,0.12295081967213115,0.1544885177453027,0.10909090909090909,0.11458333333333333,0.060836501901140684,0.42857142857142855,0.29411764705882354,0.55625,0.6592592592592592,0.5393258426966292,0.14522058823529413,0.46835443037974683,0.4868421052631579,0.16216216216216217,0.25,0.3897058823529412,0.3925925925925926,0.24528301886792453,0.04779411764705882,0.46153846153846156,0.48,0.9166666666666666,0.26286764705882354,0.3986013986013986,0.4014084507042254,1.0,0.3620689655172414,0.38095238095238093,0.375,0.034482758620689655,1.0,1.0,0.3793103448275862,0.36363636363636365,1.0,0.24183006535947713,0.6216216216216216,0.0196078431372549,0.3333333333333333,0.3006535947712418,0.43478260869565216,0.6047794117647058,0.3986013986013986,0.5200431066176471,0.5407397727272728,0.49875261437908497,0.1607717041800643,0.21729490022172948,0.011695906432748537,0.08857509627727857,0.3632862644415918,8.966933333333333,24.83136094674557,0.2920858484238766,,,,,True,
200753,1610612738,Patrick O'Bryant,Patrick O'Bryant,200753,BOS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,94597.0,1577.0,412.0,2990.0,3000.0,846.0,828.0,321.0,5990.0,160.0,259.0,16.0,29.0,49.0,80.0,18.0,73.0,26.0,61.0,2.0,10.0,,,,3.0,5.0,15.0,,1.0,1.0,6.0,204.0,393.0,7.0,25.0,88.0,517.0,2962.0,19.0,39.0,,1.0,5.0,43.0,58.0,119.0,1.0,9.0,46.0,165.0,138.0,270.0,9.0,12.0,20.0,14.0,5.0,35.0,1.0,319.0,98.0,417.0,64.0,34.0,184.0,30.0,105.0,932.0,15.0,44.0,3.0,57.0,132.0,2.0,191.0,62.0,253.0,5.0,99.0,54.0,45.0,63.0,33.0,50.0,67.0,8.0,13.0,4.0,6.0,130.0,8.0,40.0,30.0,122.0,,3.0,9.0,135.0,2.0,15.0,146.0,11.0,58.0,1.0,19.0,6.0,,,1.0,4.0,1.0,6.0,5.0,,1.0,1.0,165.0,846.0,22.0,18.0,0.3382352941176471,0.3556701030927835,0.42857142857142855,0.28,,0.1111111111111111,0.2916666666666667,0.5190839694656488,0.48717948717948717,0.48739495798319327,0.5131578947368421,0.475,0.46484375,0.5329896907216495,0.5,0.515625,0.05980861244019139,0.04,0.089058524173028,0.11196911196911197,0.0821917808219178,,,0.06666666666666667,18.301043219076007,0.4846153846153846,0.02631578947368421,0.034482758620689655,0.11978221415607986,0.047261009667024706,0.1553133514986376,0.05338078291814947,0.12865895166780122,0.04867986798679868,0.052795031055900624,0.04597701149425287,0.04310344827586207,0.035897435897435895,0.09302325581395349,0.08743169398907104,0.13168724279835392,0.13793103448275862,0.16541353383458646,0.12871287128712872,0.03067484662576687,0.8333333333333334,0.6196172248803827,0.6177606177606177,0.6956521739130435,0.3375,0.17464114832535885,0.2465753424657534,0.26865671641791045,0.16666666666666666,0.145933014354067,0.4262295081967213,0.4262295081967213,0.46153846153846156,0.023923444976076555,0.2,0.2,1.0,0.03588516746411483,0.3333333333333333,0.35714285714285715,0.2,0.725,0.5517241379310345,0.0625,,,,0.025,,,0.625,0.6125,0.0234375,,0.046875,0.16666666666666666,0.6794258373205742,0.35714285714285715,0.5569893285371703,0.5184888888888888,0.5406051181102361,0.12660944206008584,0.1318181818181818,0.038461538461538464,0.08317214700193423,0.3191489361702128,4.888549618320611,25.44,0.282943143812709,1.0,,,,True,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,106299.0,1772.0,474.0,3364.0,3365.0,1030.0,980.0,363.0,6729.0,146.0,191.0,22.0,36.0,40.0,49.0,105.0,220.0,140.0,321.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,2.0,1.0,7.0,391.0,732.0,2.0,8.0,111.0,899.0,3317.0,41.0,78.0,1.0,3.0,14.0,99.0,112.0,212.0,2.0,8.0,61.0,291.0,580.0,202.0,6.0,,26.0,7.0,1.0,14.0,,108.0,36.0,144.0,22.0,14.0,91.0,3.0,14.0,324.0,26.0,47.0,5.0,100.0,272.0,35.0,407.0,78.0,485.0,14.0,63.0,44.0,19.0,43.0,8.0,30.0,47.0,1.0,13.0,,19.0,90.0,4.0,25.0,50.0,128.0,,4.0,14.0,138.0,7.0,3.0,132.0,16.0,57.0,,17.0,68.0,,,59.0,,9.0,68.0,38.0,6.0,3.0,8.0,291.0,1030.0,22.0,17.0,0.7416879795396419,0.7671957671957672,1.0,0.25,0.3333333333333333,0.25,0.25,0.5341530054644809,0.5256410256410257,0.5283018867924528,0.5324324324324324,0.5246913580246914,0.5227272727272727,0.5632832080200502,0.5689655172413793,0.582,0.010810810810810811,,0.01912568306010929,0.041884816753926704,0.01818181818181818,0.006230529595015576,,,23.504499735309686,0.4777777777777778,0.3888888888888889,0.05,0.21847389558232932,0.04532304725168756,0.23923444976076555,0.07854984894259819,0.22369212266987373,0.0533625730994152,0.0670391061452514,0.043478260869565216,0.02631578947368421,0.08733624454148471,0.058823529411764705,0.19718309859154928,0.23809523809523808,0.22527472527472528,0.24752475247524752,0.21739130434782608,0.042682926829268296,0.5588235294117647,0.2581081081081081,0.7643979057591623,0.7978142076502732,0.8424657534246576,0.2972972972972973,0.4772727272727273,0.4861111111111111,0.4095238095238095,0.4337837837837838,0.43613707165109034,0.438871473354232,0.8857142857142857,0.0013513513513513514,1.0,1.0,1.0,0.00945945945945946,0.14285714285714285,0.14285714285714285,1.0,0.4444444444444444,0.6111111111111112,0.3181818181818182,0.012345679012345678,1.0,1.0,0.024691358024691357,,,0.22272727272727272,0.8163265306122449,0.004545454545454545,1.0,0.031818181818181815,0.14285714285714285,0.2689189189189189,0.14285714285714285,0.4576087837837838,0.4861316176470588,0.44331454545454546,0.07298335467349552,0.07373868046571798,,0.11012235817575083,0.3236929922135706,11.200136612021845,26.85,0.30618311533888226,,,,,True,
951,1610612738,Ray Allen,Ray Allen,951,BOS,98146.0,1636.0,474.0,3107.0,3106.0,906.0,859.0,330.0,6213.0,76.0,119.0,6.0,10.0,14.0,28.0,29.0,60.0,77.0,136.0,50.0,105.0,4.0,6.0,11.0,26.0,59.0,159.0,4.0,11.0,16.0,39.0,182.0,315.0,109.0,264.0,129.0,820.0,3055.0,14.0,28.0,8.0,17.0,12.0,64.0,40.0,71.0,27.0,65.0,50.0,211.0,218.0,146.0,306.0,21.0,8.0,158.0,59.0,18.0,2.0,94.0,26.0,120.0,17.0,9.0,53.0,11.0,30.0,266.0,8.0,21.0,1.0,27.0,75.0,3.0,105.0,30.0,135.0,6.0,49.0,36.0,13.0,51.0,8.0,32.0,35.0,9.0,19.0,6.0,6.0,86.0,7.0,17.0,45.0,89.0,1.0,1.0,5.0,106.0,4.0,10.0,137.0,12.0,44.0,1.0,16.0,6.0,,,6.0,,,6.0,4.0,,,1.0,211.0,906.0,11.0,14.0,0.5989010989010989,0.6123595505617978,0.9357798165137615,0.4128787878787879,0.47058823529411764,0.4153846153846154,0.4144486692015209,0.5777777777777777,0.5,0.5633802816901409,0.5967184801381693,0.5777777777777777,0.5919117647058824,0.631578947368421,0.62,0.643312101910828,0.45595854922279794,0.007575757575757576,0.05714285714285714,0.11764705882352941,0.016666666666666666,0.022058823529411766,0.009523809523809525,0.006289308176100629,20.44214757393052,0.5930232558139535,0.036585365853658534,0.011363636363636364,0.06504770164787511,0.022175290390707498,0.07180851063829788,0.02631578947368421,0.06671026814911707,0.023181454836131096,0.03353658536585366,0.011152416356877323,0.02,0.028708133971291867,0.021052631578947368,0.059278350515463915,0.031007751937984496,0.08678500986193294,0.06204379562043796,0.09803921568627451,0.022813688212927757,0.6666666666666666,0.20552677029360966,0.6386554621848739,0.7238095238095238,0.6842105263157895,0.10362694300518134,0.48333333333333334,0.4915254237288136,0.20689655172413793,0.23488773747841105,0.5661764705882353,0.5789473684210527,0.6623376623376623,0.18134715025906736,0.47619047619047616,0.4807692307692308,1.0,0.27461139896373055,0.3710691823899371,0.37341772151898733,0.8813559322033898,0.2222222222222222,0.6,0.5,0.13333333333333333,0.6666666666666666,1.0,0.24444444444444444,0.36363636363636365,0.75,0.20588235294117646,0.5,0.19117647058823528,0.4230769230769231,0.2867647058823529,0.41025641025641024,0.6614853195164075,0.37341772151898733,0.5331398613518199,0.5121932432432432,0.5185279850746268,0.07364975450081833,0.12680115273775217,0.003787878787878788,0.07804878048780488,0.2573170731707317,10.297142857142857,24.47954545454546,0.291599613775346,1.0,1.0,28.0,,True,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,9052.0,151.0,69.0,288.0,286.0,143.0,154.0,35.0,574.0,24.0,37.0,10.0,11.0,8.0,15.0,2.0,7.0,,,,,,,,,,,,,,,26.0,44.0,,,16.0,68.0,248.0,10.0,11.0,,,1.0,21.0,10.0,19.0,,,9.0,29.0,30.0,22.0,,,14.0,,,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,14.0,,5.0,13.0,7.0,25.0,14.0,39.0,3.0,2.0,2.0,,,1.0,,8.0,1.0,,,1.0,8.0,,1.0,9.0,25.0,,2.0,4.0,22.0,2.0,2.0,26.0,4.0,10.0,,5.0,3.0,,,3.0,,,3.0,2.0,,1.0,,29.0,143.0,5.0,5.0,0.5769230769230769,0.7894736842105263,,,,,,0.5909090909090909,0.9090909090909091,0.5263157894736842,0.5909090909090909,0.9090909090909091,0.5263157894736842,0.6181818181818182,0.875,0.58,,,0.022727272727272728,0.02702702702702703,,,,,19.5046439628483,,0.7777777777777778,,0.11504424778761062,0.1686746987951807,0.11904761904761904,,0.11612903225806452,0.1320754716981132,0.25,0.15384615384615385,0.08,,,0.20454545454545456,0.037037037037037035,0.07142857142857142,0.16666666666666666,0.05555555555555555,0.17647058823529413,0.6666666666666666,0.8409090909090909,0.6486486486486487,0.6666666666666666,0.625,0.1590909090909091,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,1.0,0.9090909090909091,0.3,,,,,,,0.7894736842105263,0.5333333333333333,,,,,0.8409090909090909,,0.5610704545454546,0.6016363636363636,0.5626789473684211,0.2,0.2,,0.3088235294117647,0.4264705882352941,1.9772727272727275,,0.4965277777777778,,,,,True,
2067,1610612738,Eddie House,Eddie House,2067,BOS,16131.0,269.0,66.0,527.0,512.0,251.0,251.0,61.0,1039.0,5.0,5.0,,,3.0,3.0,1.0,3.0,8.0,19.0,15.0,26.0,,4.0,7.0,12.0,19.0,51.0,2.0,5.0,8.0,27.0,14.0,27.0,34.0,77.0,8.0,138.0,533.0,1.0,1.0,2.0,9.0,,8.0,8.0,14.0,15.0,39.0,8.0,69.0,18.0,10.0,93.0,9.0,,51.0,19.0,,1.0,11.0,7.0,18.0,4.0,3.0,5.0,1.0,5.0,43.0,1.0,1.0,,7.0,13.0,1.0,21.0,2.0,23.0,,13.0,9.0,4.0,7.0,1.0,5.0,2.0,1.0,2.0,,,9.0,1.0,4.0,10.0,33.0,,1.0,,10.0,,3.0,9.0,1.0,1.0,,4.0,1.0,,,,,1.0,1.0,1.0,,,,69.0,251.0,9.0,4.0,0.6428571428571429,0.6428571428571429,0.9117647058823529,0.44155844155844154,0.2222222222222222,0.38461538461538464,0.44155844155844154,0.5185185185185185,1.0,0.5714285714285714,0.625,0.4,0.5754716981132075,0.6388888888888888,0.4,0.6052631578947368,0.7403846153846154,0.012987012987012988,,,,,,0.0196078431372549,19.597989949748744,0.7777777777777778,0.043478260869565216,,0.07386363636363637,0.007194244604316547,0.09333333333333334,0.0125,0.0796812749003984,0.0091324200913242,,0.021739130434782608,,0.017543859649122806,,0.0684931506849315,0.10810810810810811,0.06060606060606061,0.07692307692307693,0.13043478260869565,,1.0,0.04807692307692308,1.0,1.0,0.6,0.028846153846153848,0.3333333333333333,0.3333333333333333,,0.18269230769230768,0.42105263157894735,0.42105263157894735,0.75,0.25,0.5769230769230769,0.5769230769230769,1.0,0.49038461538461536,0.37254901960784315,0.38,0.8421052631578947,,,,0.4,,,0.5,0.4,1.0,0.05660377358490566,1.0,0.22641509433962265,0.5833333333333334,0.5094339622641509,0.2962962962962963,0.7884615384615384,0.37254901960784315,0.5285317307692309,0.5347000000000001,0.5222792452830187,0.009615384615384616,0.037037037037037035,,0.057971014492753624,0.5,15.52962962962963,24.79350649350649,0.476280834914611,,,,,True,
2243,1610612738,Brian Scalabrine,Brian Scalabrine,2243,BOS,9697.0,162.0,58.0,310.0,317.0,88.0,111.0,23.0,627.0,9.0,11.0,,1.0,,,,,3.0,9.0,1.0,12.0,,,,3.0,3.0,7.0,,,1.0,1.0,12.0,20.0,4.0,19.0,7.0,43.0,315.0,,3.0,,,,,,1.0,1.0,4.0,2.0,5.0,24.0,,12.0,,,7.0,3.0,1.0,,4.0,1.0,5.0,,1.0,1.0,2.0,1.0,11.0,1.0,1.0,,3.0,4.0,2.0,9.0,2.0,11.0,,4.0,2.0,2.0,,,,2.0,,,,,2.0,,1.0,16.0,25.0,,1.0,2.0,8.0,,2.0,7.0,1.0,4.0,,,4.0,,,3.0,1.0,,4.0,1.0,,,,5.0,88.0,2.0,,1.0,1.0,1.0,0.21052631578947367,,0.25,0.21052631578947367,0.6,,,0.46153846153846156,,0.3,0.5119047619047619,,0.4166666666666667,0.48717948717948717,,0.05,0.09090909090909091,,,,,12.903225806451612,,0.14285714285714285,,0.038834951456310676,0.0125,0.10714285714285714,0.02564102564102564,0.05343511450381679,0.01680672268907563,,,0.034482758620689655,0.05,,,0.15384615384615385,0.038461538461538464,0.13043478260869565,,,0.25,0.28205128205128205,0.8181818181818182,0.9,1.0,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.08333333333333333,0.08333333333333333,1.0,0.1794871794871795,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,,,,,,,,,,,0.6,,0.2,1.0,0.7692307692307693,0.42857142857142855,0.5759307692307691,0.58435,0.52417,0.09523809523809523,0.17391304347826086,,,0.11627906976744186,9.575,23.963157894736838,0.2838709677419355,,,,,True,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,13124.0,219.0,44.0,430.0,438.0,241.0,238.0,47.0,868.0,32.0,44.0,4.0,5.0,15.0,21.0,3.0,10.0,1.0,6.0,1.0,4.0,,,1.0,1.0,1.0,4.0,,,,1.0,36.0,60.0,2.0,8.0,24.0,102.0,429.0,4.0,5.0,,,1.0,9.0,16.0,28.0,1.0,2.0,10.0,45.0,48.0,24.0,6.0,,6.0,4.0,1.0,8.0,,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,1.0,3.0,,5.0,9.0,2.0,16.0,4.0,20.0,,15.0,12.0,3.0,8.0,,5.0,9.0,1.0,3.0,,1.0,17.0,,9.0,10.0,33.0,,1.0,7.0,22.0,,2.0,31.0,7.0,16.0,,3.0,5.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,,,,45.0,241.0,6.0,3.0,0.6666666666666666,0.7272727272727273,1.0,0.25,,0.5,0.25,0.6,0.8,0.5714285714285714,0.5735294117647058,0.8,0.5833333333333334,0.6375,0.9,0.6428571428571429,0.11764705882352941,,0.13333333333333333,0.11363636363636363,0.3,,,,20.041322314049587,0.47058823529411764,0.1111111111111111,,0.06521739130434782,0.021897810218978103,0.07575757575757576,0.025,0.06862745098039216,0.022598870056497175,,0.06818181818181818,,0.034482758620689655,,0.06818181818181818,0.03333333333333333,0.078125,0.06382978723404255,0.10526315789473684,,0.14285714285714285,0.6470588235294118,0.7272727272727273,0.8205128205128205,0.6875,0.14705882352941177,0.3,0.42857142857142855,0.3333333333333333,0.08823529411764706,0.16666666666666666,0.16666666666666666,1.0,0.058823529411764705,0.25,0.25,1.0,0.058823529411764705,0.25,0.25,1.0,1.0,0.8,,,,,,,,0.7,0.7142857142857143,0.03333333333333333,1.0,0.03333333333333333,,0.7647058823529411,0.25,0.5717713235294118,0.5306,0.5905633333333333,0.2077922077922078,0.2318840579710145,,0.08823529411764706,0.4411764705882353,3.896666666666666,24.0,0.5604651162790698,,,,1.0,True,
201172,1610612738,Gabe Pruitt,Gabe Pruitt,201172,BOS,2332.0,39.0,4.0,69.0,74.0,20.0,21.0,8.0,143.0,,1.0,,,,,,,2.0,2.0,,2.0,,,,,1.0,3.0,,,,2.0,2.0,3.0,1.0,5.0,2.0,9.0,59.0,,,,,,,,,,2.0,2.0,2.0,,4.0,3.0,,,3.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,3.0,1.0,2.0,,,,2.0,1.0,,,,2.0,,1.0,4.0,6.0,,,,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,2.0,20.0,1.0,1.0,,,1.0,0.2,,,0.2,0.6666666666666666,,,0.4375,,,0.5,,0.3333333333333333,0.625,,,,,,,,14.102564102564102,,,,0.05263157894736842,,0.1,,0.0625,,,,,,,,0.07692307692307693,0.09090909090909091,0.16666666666666666,,,,0.125,,,,,,,,0.25,1.0,1.0,,0.25,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,1.0,,0.75,0.3333333333333333,0.50005,,0.4455,,,,,0.2222222222222222,13.700000000000001,24.78,0.2898550724637681,,,,,True,
