EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,SecondChanceTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceFtPoints,BadPassSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,DefensiveGoaltends,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,3SecondViolations,on,OffensiveGoaltends,HeaveMakes,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,4546.0,76,-21,135,134,22,27,23,269,6.0,8.0,3.0,3.0,1.0,2.0,3.0,10.0,1.0,2,10.0,20,5.0,25,151,4.0,5.0,8.0,3.0,7.0,1.0,7.0,10.0,10.0,6.0,3.0,2.0,2,1.0,1.0,4,1.0,5.0,2.0,11,2.0,15,6.0,21,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,7.0,1.0,3.0,7.0,1.0,2.0,10.0,3.0,10.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,2.0,7.0,22,1.0,1.0,0.5,0.7142857142857143,0.5,0.8,0.42857142857142855,0.5,0.8,0.42857142857142855,0.5208333333333334,0.8,0.4375,0.15,0.25,0.1,19.49685534591195,0.42857142857142855,0.6666666666666666,0.22916666666666666,0.09090909090909091,0.2,0.0625,0.22413793103448276,0.08450704225352113,0.15384615384615385,0.1111111111111111,0.125,0.0625,0.5,0.25,0.3333333333333333,0.6666666666666666,0.4,0.75,1.0,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,0.1,0.5,0.5,1.0,0.6,1.0,0.2857142857142857,0.5,0.4,0.483615,0.479375,0.4708285714285715,0.21739130434782608,0.21739130434782608,0.32,0.28,5.410000000000001,0.16296296296296298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1731,1610612749,Tyronn Lue,Tyronn Lue,1731,MIL,6705.0,112,16,220,216,114,100,26,436,1.0,6.0,,,1.0,1.0,2.0,3.0,6.0,11,9.0,20,7.0,37,214,2.0,3.0,4.0,5.0,8.0,5.0,21.0,4.0,14.0,2.0,1.0,16.0,20,2.0,10.0,44,,2.0,,6,,6,2.0,8,1.0,1.0,4.0,3.0,1.0,5.0,3.0,1.0,9.0,5.0,6.0,12.0,,1.0,9.0,3.0,7.0,,1.0,2.0,,,,,,21.0,114,2.0,2.0,0.2222222222222222,0.25,0.45,0.6666666666666666,0.625,0.46875,0.4,0.5714285714285714,0.5142857142857142,0.4,0.625,0.05,0.16666666666666666,,17.46031746031746,0.4444444444444444,,0.09090909090909091,0.02531645569620253,,,0.06451612903225806,0.019417475728155338,0.05,0.025,,0.1875,,0.1,,,0.1875,0.16666666666666666,0.2,,0.09375,0.6666666666666666,0.6666666666666666,0.5,0.34375,0.5454545454545454,0.5454545454545454,0.16666666666666666,,,0.07142857142857142,1.0,0.5625,0.47021406249999986,0.4244,0.46033928571428573,0.030303030303030304,0.047619047619047616,0.10810810810810811,0.5675675675675675,10.775,0.5181818181818182,2.0,3.0,1.0,1.0,2.0,9.0,2.0,1.0,5.0,4.0,12.0,2.0,2.0,6.0,9.0,3.0,9.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.058823529411764705,0.09375,0.6666666666666666,0.6666666666666666,1.0,0.28125,0.2222222222222222,0.2222222222222222,0.5,0.4,0.07142857142857142,1.0,0.35714285714285715,0.2,0.2222222222222222,25.26666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,15136.0,252,-69,478,479,194,234,51,957,16.0,31.0,6.0,10.0,7.0,16.0,4.0,6.0,6.0,25,26.0,62,12.0,64,537,6.0,12.0,15.0,10.0,30.0,6.0,26.0,38.0,14.0,8.0,6.0,6.0,8,2.0,4.0,18,3.0,17.0,12.0,24,2.0,38,20.0,58,10.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,11.0,3.0,9.0,12.0,1.0,,10.0,1.0,15.0,3.0,6.0,3.0,3.0,2.0,1.0,3.0,1.0,26.0,194,2.0,2.0,0.7307692307692307,0.8636363636363636,0.41935483870967744,0.5,0.3333333333333333,0.4126984126984127,0.5,0.3225806451612903,0.463768115942029,0.5769230769230769,0.37142857142857144,0.0967741935483871,0.1935483870967742,,14.787430683918668,0.45454545454545453,0.15384615384615385,0.1643835616438356,0.08947368421052632,0.21428571428571427,0.057692307692307696,0.1782178217821782,0.08264462809917356,0.10344827586206896,0.08,,0.14634146341463414,0.16666666666666666,0.1746031746031746,0.15789473684210525,0.3333333333333333,0.49206349206349204,0.5161290322580645,0.64,0.6875,0.09523809523809523,0.6666666666666666,0.6666666666666666,0.5,0.3968253968253968,0.24,0.24,1.0,0.8333333333333334,0.6,0.5161290322580645,0.4375,0.5079365079365079,0.49751825396825405,0.5538500000000001,0.4954145161290321,0.09090909090909091,0.09230769230769231,0.234375,0.40625,8.04032258064516,0.40585774058577406,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,2.0,1.0,1.0,,1.0,4.0,,,,,,0.015873015873015872,0.03225806451612903,0.015873015873015872,,,,,,,,,0.03225806451612903,,,,,24.5,3.0,8.0,3.0,1.0,2.0,1.0,4.0,0.09375,0.08571428571428572,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2124,1610612749,Malik Allen,Malik Allen,2124,MIL,34716.0,579,-7,1115,1113,400,484,127,2228,13.0,30.0,5.0,18.0,3.0,13.0,18.0,37.0,42.0,102,73.0,169,10.0,156,1160,8.0,27.0,17.0,18.0,55.0,3.0,39.0,110.0,36.0,12.0,12.0,20.0,35,7.0,7.0,85,6.0,25.0,18.0,47,3.0,68,35.0,103,7.0,3.0,10.0,2.0,5.0,10.0,5.0,2.0,20.0,6.0,63.0,89.0,4.0,4.0,27.0,4.0,21.0,2.0,8.0,4.0,12.0,9.0,,12.0,7.0,39.0,400,11.0,3.0,0.7534246575342466,0.8208955223880597,0.4319526627218935,0.2962962962962963,0.32727272727272727,0.4294117647058823,0.2962962962962963,0.32142857142857145,0.43333333333333335,0.29310344827586204,0.319672131147541,0.07100591715976332,0.13333333333333333,0.05405405405405406,15.793650793650794,0.5,0.08108108108108109,0.13352272727272727,0.0589622641509434,0.1267605633802817,0.048,0.13157894736842105,0.056466302367941715,0.08547008547008547,0.04245283018867924,0.045454545454545456,0.14018691588785046,0.11956521739130435,0.13725490196078433,0.1111111111111111,0.5833333333333334,0.17647058823529413,0.43333333333333335,0.5,0.6153846153846154,0.21764705882352942,0.4864864864864865,0.5142857142857142,0.5555555555555556,0.6,0.4117647058823529,0.4375,0.8809523809523809,0.6666666666666666,0.2777777777777778,0.23214285714285715,0.23076923076923078,0.18235294117647058,0.4202338235294118,0.5039869565217391,0.4275562499999999,0.045454545454545456,0.045714285714285714,0.10897435897435898,0.25,13.053254437869828,0.35874439461883406,,,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,15.0,10.0,5.0,6.0,2.0,1.0,,,,,,0.0058823529411764705,0.023809523809523808,,,,,0.0058823529411764705,,,,,,,0.017857142857142856,,,31.4,1.0,4.0,,,4.0,,3.0,0.06315789473684211,0.04938271604938271,0.16279069767441862,,4.0,3.0,0.058823529411764705,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,True,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,13334.0,222,9,417,420,136,212,53,837,12.0,19.0,3.0,6.0,5.0,7.0,,2.0,11.0,28,23.0,49,14.0,111,431,3.0,10.0,14.0,9.0,17.0,7.0,52.0,22.0,24.0,2.0,3.0,23.0,27,6.0,13.0,58,3.0,3.0,3.0,13,2.0,18,6.0,24,5.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,8.0,3.0,7.0,11.0,,,15.0,5.0,15.0,1.0,5.0,3.0,1.0,1.0,,1.0,,52.0,136,1.0,2.0,0.4782608695652174,0.5,0.46938775510204084,0.3,0.5294117647058824,0.5449438202247191,0.46153846153846156,0.75,0.578125,0.5,0.7878787878787878,0.061224489795918366,0.10526315789473684,,21.638655462184875,0.625,0.1111111111111111,0.09285714285714286,0.01875,0.06382978723404255,0.05454545454545454,0.0855614973262032,0.027906976744186046,,0.023529411764705882,,0.075,0.11904761904761904,0.08620689655172414,0.03125,,0.21348314606741572,0.631578947368421,0.7058823529411765,0.5,0.02247191011235955,,,,0.3146067415730337,0.39285714285714285,0.4074074074074074,0.45454545454545453,0.46153846153846156,0.5,0.23333333333333334,0.7142857142857143,0.6629213483146067,0.5098303370786517,0.5239772727272728,0.49538166666666666,0.053763440860215055,0.09433962264150944,0.12612612612612611,0.46846846846846846,11.19795918367347,0.3261390887290168,9.0,18.0,5.0,7.0,8.0,22.0,2.0,4.0,6.0,17.0,40.0,3.0,9.0,13.0,42.0,9.0,22.0,8.0,4.0,2.0,2.0,4.0,1.0,,,0.8235294117647058,0.425,0.6923076923076923,0.425,0.449438202247191,0.022222222222222223,0.20224719101123595,0.5,0.5,1.0,0.24719101123595505,0.36363636363636365,0.38095238095238093,0.625,0.15384615384615385,0.23333333333333334,0.7142857142857143,0.2,0.6666666666666666,0.36363636363636365,24.575,2.0,4.0,,,,,,0.03225806451612903,0.08333333333333333,0.13333333333333333,0.6666666666666666,,,0.03571428571428571,,1.0,2.0,2.0,1.0,0.6666666666666666,0.025,0.045454545454545456,0.07692307692307693,1.0,1.0,,,,,,,,,,,True,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,7969.0,133,-21,246,250,61,90,28,496,11.0,17.0,,,4.0,6.0,1.0,6.0,11.0,23,23.0,46,17.0,81,265,3.0,3.0,13.0,9.0,15.0,11.0,32.0,28.0,18.0,2.0,,10.0,11,4.0,4.0,23,2.0,2.0,2.0,5,,7,4.0,11,2.0,1.0,3.0,1.0,3.0,2.0,,1.0,5.0,1.0,2.0,7.0,,,19.0,3.0,22.0,1.0,6.0,6.0,,,,,,32.0,61,1.0,4.0,0.6086956521739131,0.6363636363636364,0.5,1.0,0.6,0.49230769230769234,0.75,0.5833333333333334,0.5328947368421053,0.9285714285714286,0.6666666666666666,,,,28.623188405797105,0.6,,0.0625,0.02197802197802198,0.07692307692307693,0.07142857142857142,0.0660377358490566,0.03361344537815126,0.041666666666666664,0.021739130434782608,,0.03333333333333333,0.13333333333333333,0.05714285714285714,0.06666666666666667,,0.26153846153846155,0.6470588235294118,0.6470588235294118,0.6363636363636364,0.09230769230769231,0.16666666666666666,0.16666666666666666,,0.35384615384615387,0.4782608695652174,0.4782608695652174,0.6363636363636364,,,0.3333333333333333,0.6666666666666666,0.5538461538461539,0.5005038461538461,0.5288833333333334,0.49022499999999997,0.08571428571428572,0.11764705882352941,0.16049382716049382,0.3950617283950617,9.758695652173914,0.24796747967479674,1.0,5.0,,,5.0,14.0,,1.0,3.0,6.0,19.0,1.0,1.0,3.0,18.0,,14.0,5.0,1.0,,1.0,2.0,2.0,,,1.0,0.3157894736842105,0.3333333333333333,0.3157894736842105,0.2923076923076923,0.05555555555555555,0.07692307692307693,0.2,0.2,1.0,0.2153846153846154,0.35714285714285715,0.35714285714285715,1.0,,,,0.16666666666666666,0.3333333333333333,0.35714285714285715,25.19473684210526,7.0,1.0,,,,,,,0.1111111111111111,0.09090909090909091,,,,,,1.0,,,,,,,0.25,,,,,,,,,,,,,True,,,,,
2210,1610612749,Richard Jefferson,Richard Jefferson,2210,MIL,20752.0,346,1,658,655,196,265,73,1313,26.0,43.0,1.0,1.0,12.0,20.0,13.0,23.0,17.0,46,56.0,112,56.0,210,681,2.0,7.0,7.0,15.0,31.0,27.0,72.0,66.0,46.0,,12.0,12.0,19,3.0,7.0,45,3.0,3.0,11.0,18,10.0,39,6.0,45,2.0,,8.0,,6.0,3.0,2.0,2.0,11.0,3.0,10.0,24.0,,1.0,53.0,1.0,67.0,13.0,33.0,5.0,2.0,2.0,,2.0,1.0,72.0,196,6.0,5.0,0.5892857142857143,0.5892857142857143,0.5,0.2857142857142857,0.4838709677419355,0.5273972602739726,0.35,0.5487804878048781,0.6111111111111112,0.35,0.6666666666666666,0.10714285714285714,0.16279069767441862,0.17391304347826086,24.594594594594593,0.7272727272727273,0.38461538461538464,0.08571428571428572,0.011673151750972763,0.12643678160919541,0.04411764705882353,0.09764309764309764,0.018461538461538463,0.01282051282051282,0.00847457627118644,0.038461538461538464,0.02564102564102564,0.0975609756097561,0.13186813186813187,0.14516129032258066,0.5,0.2945205479452055,0.6046511627906976,0.7222222222222222,0.5769230769230769,0.15753424657534246,0.5652173913043478,0.6842105263157895,0.46153846153846156,0.3150684931506849,0.3695652173913043,0.37777777777777777,0.7058823529411765,0.1,1.0,0.4878048780487805,0.6,0.5273972602739726,0.49554034482758624,0.481375,0.5228537500000001,0.20481927710843373,0.25,0.03333333333333333,0.34285714285714286,9.508928571428575,0.2978723404255319,9.0,20.0,3.0,5.0,5.0,14.0,1.0,2.0,5.0,14.0,34.0,3.0,5.0,10.0,33.0,9.0,13.0,5.0,7.0,3.0,4.0,2.0,1.0,1.0,3.0,0.7857142857142857,0.4117647058823529,0.5,0.42424242424242425,0.2328767123287671,0.016129032258064516,0.136986301369863,0.45,0.45,0.8888888888888888,0.0958904109589041,0.35714285714285715,0.35714285714285715,0.6,0.1,0.12195121951219512,0.6,0.12195121951219512,0.4,0.38461538461538464,24.841176470588238,,2.0,,,2.0,,1.0,0.01639344262295082,0.047619047619047616,0.08,,,,0.021739130434782608,,2.0,,1.0,,0.3333333333333333,,,0.2,,,1.0,1.0,1.0,1.0,0.5,1.0,0.029411764705882353,,,,True,,,,,
201196,1610612749,Ramon Sessions,Ramon Sessions,201196,MIL,16259.0,271,6,528,529,221,237,64,1057,22.0,43.0,3.0,6.0,8.0,18.0,15.0,32.0,3.0,15,40.0,90,44.0,124,562,4.0,8.0,12.0,15.0,37.0,25.0,55.0,28.0,52.0,2.0,6.0,44.0,56,18.0,17.0,124,3.0,5.0,13.0,21,,34,8.0,42,12.0,6.0,14.0,3.0,8.0,3.0,6.0,,17.0,5.0,5.0,15.0,,,44.0,1.0,53.0,3.0,22.0,6.0,1.0,1.0,,2.0,1.0,55.0,221,6.0,6.0,0.35,0.358974358974359,0.4444444444444444,0.5,0.40540540540540543,0.41237113402061853,0.4444444444444444,0.35714285714285715,0.5081967213114754,0.5454545454545454,0.5,0.06666666666666667,0.13953488372093023,,23.12811980033278,0.8235294117647058,,0.12962962962962962,0.025,0.17567567567567569,0.057692307692307696,0.1440677966101695,0.031746031746031744,0.015384615384615385,0.045454545454545456,0.05555555555555555,0.037037037037037035,0.1875,0.17105263157894737,0.16666666666666666,0.5,0.44329896907216493,0.5116279069767442,0.5945945945945946,0.2727272727272727,0.32989690721649484,0.46875,0.46875,0.3333333333333333,0.15463917525773196,0.2,0.2,1.0,0.6666666666666666,0.5,0.42857142857142855,0.4444444444444444,0.5154639175257731,0.49001595744680854,0.55898,0.4822871794871794,0.1896551724137931,0.2018348623853211,0.0967741935483871,0.4435483870967742,6.084444444444444,0.4185606060606061,,2.0,,2.0,,5.0,,,3.0,,7.0,1.0,,5.0,,,4.0,,12.0,9.0,3.0,9.0,2.0,1.0,,,,,,0.07216494845360824,0.0425531914893617,0.020618556701030927,,,,0.05154639175257732,,,,,0.047619047619047616,,0.07142857142857142,,,31.028571428571436,4.0,6.0,,,1.0,,,,0.058823529411764705,0.2,0.3333333333333333,,,,,1.0,,,,,,,0.1111111111111111,,,,1.0,,,,,,1.0,1.0,,True,,,,,
201570,1610612749,Joe Alexander,Joe Alexander,201570,MIL,9974.0,166,9,338,339,172,170,34,677,3.0,10.0,,1.0,2.0,6.0,2.0,9.0,11.0,25,16.0,44,18.0,68,344,2.0,6.0,5.0,7.0,18.0,11.0,40.0,24.0,8.0,,6.0,15.0,18,9.0,3.0,39,2.0,3.0,6.0,17,2.0,25,5.0,30,5.0,2.0,3.0,4.0,2.0,9.0,1.0,,12.0,7.0,14.0,23.0,3.0,3.0,18.0,2.0,32.0,,15.0,1.0,8.0,4.0,1.0,8.0,3.0,40.0,172,2.0,1.0,0.75,0.75,0.36363636363636365,0.3333333333333333,0.3888888888888889,0.43103448275862066,0.3333333333333333,0.5,0.4594594594594595,0.35714285714285715,0.5405405405405406,0.13636363636363635,0.5,,22.99465240641711,0.25,0.18181818181818182,0.16831683168316833,0.026785714285714284,0.1111111111111111,0.05405405405405406,0.14838709677419354,0.03355704697986577,,0.030303030303030304,0.09090909090909091,0.11538461538461539,0.15151515151515152,0.21428571428571427,0.16216216216216217,0.375,0.1724137931034483,0.3,0.6,0.6666666666666666,0.15517241379310345,0.2222222222222222,0.2222222222222222,0.5,0.43103448275862066,0.44,0.4583333333333333,0.8181818181818182,0.16666666666666666,,0.20689655172413793,0.3333333333333333,0.41379310344827586,0.4572982758620689,0.4067833333333333,0.47784137931034487,0.2054794520547945,0.2542372881355932,0.07352941176470588,0.5882352941176471,12.181818181818182,0.5088757396449705,3.0,5.0,3.0,5.0,3.0,9.0,,2.0,6.0,6.0,14.0,,5.0,11.0,18.0,,9.0,3.0,3.0,2.0,1.0,3.0,,4.0,,1.0,0.42857142857142855,0.45454545454545453,0.42857142857142855,0.2413793103448276,,0.08620689655172414,0.6,0.6,1.0,0.15517241379310345,0.3333333333333333,0.3333333333333333,1.0,,0.1724137931034483,0.6,0.20689655172413793,0.3333333333333333,0.3333333333333333,24.949999999999996,1.0,3.0,1.0,,,,,0.045454545454545456,0.038461538461538464,,,,3.0,0.04,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2557,1610612749,Luke Ridnour,Luke Ridnour,2557,MIL,16386.0,273,-25,518,515,134,186,60,1033,2.0,8.0,,,,2.0,1.0,9.0,15.0,47,18.0,64,14.0,80,549,,4.0,3.0,4.0,14.0,10.0,24.0,12.0,24.0,,,35.0,47,11.0,18.0,106,1.0,4.0,7.0,16,1.0,24,5.0,29,13.0,8.0,9.0,1.0,7.0,3.0,2.0,,12.0,2.0,7.0,19.0,,1.0,19.0,1.0,19.0,,5.0,4.0,2.0,1.0,,3.0,1.0,24.0,134,1.0,4.0,0.3333333333333333,0.3333333333333333,0.28125,,0.2857142857142857,0.375,0.3,0.35,0.41237113402061853,0.3,0.46153846153846156,,,,18.47457627118644,0.75,0.09090909090909091,0.09696969696969697,0.019138755980861243,0.1111111111111111,0.015384615384615385,0.10087719298245613,0.01824817518248175,,0.00980392156862745,0.043478260869565216,0.1,0.06818181818181818,0.11267605633802817,0.1111111111111111,0.3333333333333333,0.09090909090909091,0.25,0.25,0.5,0.10227272727272728,0.1111111111111111,0.1111111111111111,1.0,0.5340909090909091,0.3191489361702128,0.3191489361702128,0.26666666666666666,,,0.1,,0.36363636363636365,0.4573136363636362,0.3977,0.4397574999999999,0.053763440860215055,0.07246376811594203,0.0375,0.3,14.473437500000001,0.25868725868725867,3.0,5.0,2.0,3.0,7.0,19.0,,,3.0,10.0,24.0,1.0,2.0,6.0,24.0,6.0,19.0,7.0,12.0,3.0,9.0,6.0,4.0,,1.0,0.8,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.2727272727272727,0.06896551724137931,0.056818181818181816,0.6,0.6,1.0,0.2159090909090909,0.3684210526315789,0.3684210526315789,0.7142857142857143,,0.15,0.6666666666666666,0.15,,0.3684210526315789,25.47083333333333,,5.0,,1.0,,,,0.061224489795918366,,0.1111111111111111,,,1.0,,,1.0,,1.0,,1.0,,,0.2,,,1.0,,,,1.0,1.0,,1.0,1.0,,True,,,,,
