EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
101165,1610612746,Alex Acker,Alex Acker,101165,LAC,1222.0,20,9.0,40,45,9,3,7.0,85,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,7.0,2.0,4.0,10.0,35,1.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,9,0.5,0.5,0.5,0.5,1.0,0.5,0.2857142857142857,0.3333333333333333,0.5,0.4545454545454545,0.3333333333333333,0.8333333333333334,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.3636363636363636,0.1428571428571428,0.25,24.489795918367346,0.0625,0.125,0.0833333333333333,0.2,0.1666666666666666,0.1666666666666666,0.3636363636363636,0.25,0.3333333333333333,0.1818181818181818,0.5,0.5,1.0,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,1.0,0.7272727272727273,0.6666666666666666,0.5235409090909091,0.46535,0.4157166666666667,0.0833333333333333,0.125,0.2,0.5,5.214285714285714,24.25,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200776,1610612746,Mardy Collins,Mardy Collins,200776,LAC,48877.0,815,-76.0,1547,1565,388,361,208.0,3112,45.0,87.0,13.0,30.0,85.0,24.0,12.0,7.0,16.0,3.0,7.0,84.0,196.0,13.0,28.0,231.0,1710,9.0,20.0,21.0,18.0,45.0,6.0,10.0,63.0,54.0,114.0,33.0,6.0,15.0,7.0,26.0,9.0,20.0,29.0,99.0,4.0,29.0,18.0,33.0,37.0,16.0,63.0,388,0.3214285714285714,0.3417721518987341,0.8461538461538461,0.4642857142857143,0.6,0.4814814814814814,0.4285714285714285,0.45,0.4,0.4620535714285714,0.4565217391304347,0.4909090909090909,0.48125,0.4565217391304347,0.5,0.125,0.1326530612244898,0.2413793103448276,16.376892877173304,0.0353356890459364,0.0576923076923076,0.0401662049861495,0.0539215686274509,0.0697674418604651,0.043010752688172,0.3883928571428571,0.5172413793103449,0.6818181818181818,0.3794642857142857,0.3529411764705882,0.375,0.1666666666666666,0.1071428571428571,0.0535714285714285,0.0714285714285714,0.4375,0.4375,0.8571428571428571,0.5652173913043478,0.1272727272727272,0.4285714285714285,0.5133928571428571,0.4666666666666667,0.489527130044843,0.495085294117647,0.4654083333333332,0.0680851063829787,0.0772946859903381,0.0909090909090909,0.2727272727272727,5.805612244897957,25.957142857142856,0.2508080155138978,7.0,8.0,17.0,9.0,6.0,3.0,3.0,1.0,3.0,24.0,1.0,3.0,9.0,10.0,1.0,80.0,21.0,101.0,15.0,6.0,44.0,14.0,22.0,223.0,26.0,35.0,9.0,70.0,11.0,33.0,7.0,25.0,20.0,2.0,8.0,1.0,2.0,53.0,2.0,11.0,37.0,73.0,3.0,7.0,2.0,3.0,5.0,5.0,10.0,7.0,1.0,2.0,10.0,4.0,4.0,4.0,0.3333333333333333,0.0588235294117647,0.6226415094339622,0.1636363636363636,0.0651769087523277,0.1333333333333333,0.0833333333333333,0.0181818181818181,0.0304568527918781,0.0512820512820512,0.0661764705882353,0.0776699029126213,0.1328125,0.1343283582089552,0.4,0.4444444444444444,0.375,0.375,0.2222222222222222,0.5,0.5,0.8333333333333334,0.5384615384615384,0.1428571428571428,0.1304347826086956,0.3333333333333333,1.0,0.3090909090909091,0.4705882352941176,0.0545454545454545,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200779,1610612746,Steve Novak,Steve Novak,200779,LAC,14287.0,238,-39.0,468,460,178,110,55.0,928,,,,3.0,3.0,25.0,13.0,19.0,47.0,5.0,14.0,13.0,28.0,27.0,60.0,111.0,548,1.0,3.0,5.0,3.0,5.0,8.0,18.0,33.0,20.0,6.0,81.0,,47.0,19.0,,1.0,,2.0,24.0,,2.0,,7.0,5.0,,33.0,178,0.7692307692307693,0.7692307692307693,1.0,0.45,0.4444444444444444,0.45,0.4642857142857143,0.3333333333333333,0.6,0.6079545454545454,0.625,0.6521739130434783,0.6123595505617978,0.625,0.6666666666666666,0.6818181818181818,,,17.613636363636363,,0.0175438596491228,0.0046511627906976,,0.0208333333333333,,,,,0.034090909090909,1.0,1.0,0.6666666666666666,0.2840909090909091,0.1477272727272727,0.5340909090909091,0.4042553191489361,0.4042553191489361,1.0,,0.6086956521739131,0.3571428571428571,0.6818181818181818,0.4042553191489361,0.4925301136363635,0.4514375,0.4787369565217391,,,0.045045045045045,0.2972972972972973,18.535714285714285,25.39,0.3803418803418803,,,,10.0,8.0,3.0,4.0,,,4.0,1.0,1.0,3.0,,,5.0,3.0,8.0,3.0,,2.0,,3.0,19.0,6.0,15.0,1.0,22.0,2.0,3.0,,3.0,1.0,,,,1.0,4.0,,2.0,14.0,17.0,1.0,,1.0,3.0,,1.0,,,,,,,,1.0,1.0,,0.75,0.0526315789473684,0.1027397260273972,0.0869565217391304,0.0976744186046511,,,0.1063829787234042,0.1458333333333333,0.0588235294117647,0.073170731707317,0.1071428571428571,,,0.4,0.4,0.8,0.6153846153846154,0.6153846153846154,1.0,,,,,,,,0.1739130434782608,0.75,1.0,1.0,1.0,3.0,0.0476190476190476,0.25,1.0,1.0,,,,,,,,,,,,,,,,,True,,,
201446,1610612746,Mike Taylor,Mike Taylor,201446,LAC,5278.0,88,-2.0,164,169,44,38,26.0,333,4.0,10.0,,2.0,5.0,6.0,,,3.0,,1.0,9.0,21.0,,3.0,22.0,165,1.0,2.0,2.0,2.0,4.0,,1.0,4.0,10.0,8.0,,,2.0,,3.0,,1.0,1.0,8.0,,5.0,4.0,8.0,9.0,5.0,4.0,44,0.5555555555555556,0.5555555555555556,,,,,0.4285714285714285,0.5,0.5,0.375,0.5,0.4,0.3928571428571428,0.5,0.4,0.125,0.1428571428571428,0.2,21.875,0.0147058823529411,,0.0119047619047619,0.0344827586206896,,,0.4166666666666667,0.4,0.5,0.2083333333333333,0.4,0.5,,0.25,,0.125,,,,,0.2,,0.5416666666666666,,0.4860760869565216,0.38935,0.4791999999999999,0.1785714285714285,0.2,0.0909090909090909,0.1818181818181818,8.104761904761904,33.13333333333333,0.2682926829268293,,1.0,2.0,3.0,,,,,,4.0,,,,,1.0,9.0,1.0,10.0,1.0,,4.0,1.0,4.0,21.0,3.0,4.0,,7.0,1.0,9.0,,7.0,5.0,2.0,2.0,1.0,1.0,14.0,1.0,6.0,3.0,7.0,,,,2.0,1.0,,,,,,,,,,,0.2,0.6428571428571429,,0.0666666666666666,0.12,0.0823529411764705,,,,0.0714285714285714,0.1363636363636363,0.0625,0.2222222222222222,,0.5,0.5,0.5,1.0,,,,,,,,,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,11393.0,190,-46.0,355,359,104,65,46.0,714,21.0,32.0,14.0,,2.0,,,,,,,21.0,34.0,,,56.0,414,7.0,15.0,22.0,3.0,6.0,,,14.0,28.0,14.0,,,,,3.0,4.0,15.0,19.0,63.0,1.0,2.0,,21.0,31.0,13.0,14.0,104,0.6666666666666666,1.0,,,,,0.6176470588235294,0.4666666666666667,0.5,0.6176470588235294,0.4666666666666667,0.5,0.5833333333333334,0.5,0.6363636363636364,,0.088235294117647,0.09375,14.425427872860636,0.1219512195121951,0.0975609756097561,0.1158536585365853,0.15,0.0294117647058823,0.1,0.9411764705882352,0.65625,0.7241379310344828,0.0588235294117647,,,,,,,,,,0.9333333333333332,,,0.9411764705882352,,0.5491058823529412,0.5425615384615384,0.5358166666666667,0.2954545454545454,0.2954545454545454,0.3928571428571428,0.25,0.7294117647058823,,0.2929577464788732,7.0,3.0,5.0,,,,,,,14.0,,,8.0,14.0,,2.0,,2.0,,,2.0,,,4.0,5.0,27.0,12.0,44.0,2.0,5.0,,4.0,6.0,,1.0,,1.0,11.0,,5.0,13.0,26.0,2.0,2.0,6.0,,3.0,4.0,20.0,14.0,,6.0,20.0,10.0,1.0,4.0,,,0.4545454545454545,0.7058823529411765,0.216,0.1,0.1828571428571428,0.075,0.1395348837209302,0.16,0.2424242424242424,0.2619047619047619,0.0967741935483871,0.1052631578947368,0.5,0.6666666666666666,,,,,,,0.5,,,,,0.8333333333333334,0.6,,,,,,,,,,,8.0,3.0,1.0,2.0,1.0,0.4285714285714285,,,,,,,,,,,True,,,
201569,1610612746,Eric Gordon,Eric Gordon,201569,LAC,33312.0,555,-81.0,1059,1066,267,250,128.0,2125,39.0,70.0,5.0,8.0,22.0,37.0,13.0,14.0,59.0,3.0,14.0,60.0,129.0,22.0,72.0,271.0,1190,6.0,14.0,17.0,15.0,40.0,4.0,17.0,78.0,44.0,76.0,60.0,6.0,57.0,14.0,15.0,2.0,8.0,10.0,41.0,3.0,11.0,4.0,76.0,98.0,36.0,78.0,267,0.3666666666666666,0.3793103448275862,0.9090909090909092,0.3055555555555556,0.2352941176470588,0.3142857142857143,0.4651162790697674,0.4285714285714285,0.375,0.4626865671641791,0.3947368421052631,0.3684210526315789,0.5432098765432098,0.425,0.52,0.3582089552238806,0.1162790697674418,0.1857142857142857,22.535211267605632,0.0212765957446808,0.0188679245283018,0.0207468879668049,0.0291970802919708,0.0235294117647058,0.03125,0.3482587064676617,0.5571428571428572,0.6842105263157895,0.1094527363184079,0.3636363636363636,0.4,0.25,0.1840796019900497,0.0646766169154228,0.2935323383084577,0.2372881355932203,0.2413793103448276,0.8571428571428571,0.2631578947368421,0.2456140350877192,0.2142857142857142,0.7064676616915423,0.2456140350877192,0.5176482412060303,0.4864794117647059,0.5094151785714285,0.1558441558441558,0.2264150943396226,0.062730627306273,0.2878228782287823,7.485271317829457,25.76944444444444,0.2521246458923513,2.0,9.0,23.0,13.0,8.0,1.0,3.0,,4.0,85.0,1.0,5.0,36.0,4.0,2.0,30.0,18.0,48.0,10.0,8.0,15.0,6.0,9.0,114.0,12.0,18.0,1.0,31.0,7.0,18.0,7.0,7.0,13.0,1.0,11.0,,1.0,31.0,1.0,2.0,17.0,32.0,,4.0,1.0,2.0,6.0,12.0,3.0,2.0,1.0,,5.0,1.0,2.0,10.0,0.2,0.0909090909090909,0.5806451612903226,0.0303030303030303,0.0486486486486486,0.088235294117647,0.0592885375494071,0.018348623853211,0.0153846153846153,0.044776119402985,0.031578947368421,0.0638297872340425,0.0851063829787234,0.0952380952380952,0.2,0.3846153846153846,0.3513513513513513,0.3513513513513513,0.3846153846153846,0.6153846153846154,0.6666666666666666,1.0,0.4,,0.2105263157894736,,,0.4035087719298245,0.391304347826087,0.0526315789473684,0.3333333333333333,1.0,1.0,,8.0,,0.0526315789473684,1.0,1.0,2.0,,,,,,2.0,2.0,1.0,1.0,0.0277777777777777,0.0769230769230769,0.0169491525423728,,,,True,,,
2410,1610612746,Fred Jones,Fred Jones,2410,LAC,14639.0,244,-40.0,470,485,109,105,67.0,955,11.0,16.0,2.0,3.0,8.0,10.0,9.0,5.0,14.0,2.0,4.0,17.0,34.0,10.0,23.0,80.0,550,4.0,6.0,8.0,,2.0,3.0,5.0,18.0,18.0,16.0,30.0,,12.0,5.0,1.0,1.0,2.0,3.0,20.0,1.0,10.0,1.0,15.0,23.0,8.0,18.0,109,0.5294117647058824,0.5294117647058824,1.0,0.4347826086956521,0.6,0.4761904761904761,0.5,0.6666666666666666,,0.5614035087719298,0.6666666666666666,0.6428571428571429,0.5882352941176471,0.6666666666666666,0.6923076923076923,0.4035087719298245,0.0294117647058823,0.0625,14.1804788213628,0.0121951219512195,0.0192307692307692,0.0138888888888888,,0.024390243902439,0.037037037037037,0.2807017543859649,0.6875,0.7333333333333333,0.1403508771929824,0.375,0.375,0.3333333333333333,0.175438596491228,0.1578947368421052,0.2456140350877192,0.3571428571428571,0.3571428571428571,1.0,0.3333333333333333,0.5714285714285714,0.5,0.6842105263157895,0.4166666666666667,0.5167736363636363,0.40976,0.472375,0.123076923076923,0.1904761904761904,0.1,0.225,7.811764705882354,26.65652173913044,0.2319148936170212,1.0,,,3.0,5.0,1.0,1.0,,,16.0,,,9.0,,2.0,15.0,9.0,24.0,6.0,3.0,10.0,1.0,4.0,57.0,4.0,12.0,1.0,17.0,9.0,5.0,1.0,5.0,4.0,,,,2.0,9.0,,4.0,13.0,20.0,1.0,1.0,1.0,2.0,,3.0,4.0,4.0,,,4.0,3.0,,3.0,,,0.5555555555555556,0.05,0.08,0.0701754385964912,0.0772946859903381,0.02,0.0181818181818181,0.0892857142857142,0.0952380952380952,0.0576923076923076,0.0571428571428571,0.0909090909090909,0.75,0.5454545454545454,0.3,0.3,0.6666666666666666,0.5555555555555556,0.5555555555555556,1.0,0.5,,,,,,,0.1428571428571428,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,True,,,
2078,1610612746,Jason Hart,Jason Hart,2078,LAC,4921.0,82,-5.0,157,160,54,56,20.0,317,4.0,11.0,3.0,1.0,3.0,10.0,,,3.0,,2.0,8.0,24.0,,3.0,23.0,158,1.0,3.0,3.0,2.0,5.0,,2.0,9.0,6.0,10.0,,,2.0,,3.0,,4.0,4.0,12.0,1.0,2.0,1.0,10.0,9.0,3.0,9.0,54,0.375,0.375,,,,,0.3333333333333333,0.3333333333333333,0.4,0.2962962962962963,0.3333333333333333,0.2857142857142857,0.3709677419354839,0.375,0.5,0.1111111111111111,0.125,0.2727272727272727,20.555555555555557,0.0625,,0.0533333333333333,0.0476190476190476,,0.0714285714285714,0.4074074074074074,0.3636363636363636,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,,0.3703703703703703,,0.1111111111111111,,,,1.0,0.2857142857142857,,0.5185185185185185,,0.4579403846153846,0.64,0.4116333333333333,0.1034482758620689,0.1153846153846153,0.1304347826086956,0.391304347826087,9.275,31.399999999999995,0.3439490445859872,1.0,1.0,3.0,3.0,,,,,,7.0,,,5.0,,1.0,6.0,4.0,10.0,3.0,1.0,3.0,1.0,2.0,24.0,1.0,7.0,,8.0,1.0,4.0,1.0,3.0,2.0,,1.0,,,6.0,,2.0,2.0,6.0,,,,1.0,1.0,2.0,,,,,,,1.0,2.0,,,0.6666666666666666,,0.1458333333333333,0.0526315789473684,0.1194029850746268,0.1052631578947368,0.0416666666666666,0.0909090909090909,0.25,0.1666666666666666,0.0769230769230769,,,0.5,0.3,0.3,0.3333333333333333,,,,0.3333333333333333,1.0,,,,0.4285714285714285,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,26018.0,434,-77.0,790,809,162,163,110.0,1599,35.0,63.0,16.0,11.0,33.0,77.0,1.0,4.0,14.0,2.0,5.0,80.0,173.0,4.0,15.0,205.0,916,15.0,27.0,33.0,17.0,34.0,2.0,6.0,51.0,84.0,76.0,12.0,,13.0,4.0,16.0,6.0,17.0,24.0,69.0,6.0,7.0,3.0,47.0,46.0,21.0,51.0,162,0.525,0.5675675675675675,1.0,0.2666666666666666,0.3333333333333333,0.2857142857142857,0.4624277456647399,0.5555555555555556,0.5,0.4574468085106383,0.5357142857142857,0.5,0.4927884615384615,0.55,0.5425531914893617,0.0797872340425532,0.0924855491329479,0.1587301587301587,25.410733844468783,0.0584192439862542,0.0967741935483871,0.065155807365439,0.0576923076923076,0.0980392156862745,0.0705882352941176,0.3351063829787234,0.5555555555555556,0.660377358490566,0.175531914893617,0.3333333333333333,0.3793103448275862,0.3636363636363636,0.4095744680851064,0.0053191489361702,0.0744680851063829,0.2857142857142857,0.2857142857142857,1.0,0.5714285714285714,0.125,0.4,0.4148936170212766,0.3076923076923077,0.4632029411764705,0.504652380952381,0.4584397435897435,0.1034482758620689,0.1117021276595744,0.1609756097560975,0.248780487804878,9.820809248554914,27.49333333333333,0.2050632911392405,8.0,8.0,15.0,34.0,,,1.0,,1.0,33.0,,1.0,11.0,12.0,1.0,14.0,10.0,24.0,6.0,4.0,8.0,5.0,1.0,58.0,11.0,30.0,4.0,45.0,4.0,7.0,1.0,3.0,17.0,3.0,4.0,,2.0,24.0,1.0,3.0,21.0,40.0,1.0,7.0,2.0,2.0,6.0,5.0,17.0,14.0,,3.0,17.0,13.0,1.0,4.0,,0.1212121212121212,0.2916666666666667,0.1818181818181818,0.1041666666666666,0.102803738317757,0.1037974683544303,0.0714285714285714,0.0485436893203883,0.0747663551401869,0.0985915492957746,0.1363636363636363,0.1159420289855072,0.0789473684210526,0.7647058823529411,0.6,0.4415584415584415,0.4533333333333333,0.5,,,,0.5,0.5,0.0357142857142857,,,0.375,0.5333333333333333,0.025,,,,1.0,,0.0294117647058823,,,,3.0,4.0,1.0,,1.0,0.0909090909090909,,,,,,,,0.0259740259740259,,,True,,,
2216,1610612746,Zach Randolph,Zach Randolph,2216,LAC,14469.0,241,46.0,460,461,96,105,73.0,921,39.0,59.0,23.0,17.0,36.0,38.0,4.0,1.0,7.0,1.0,3.0,71.0,133.0,3.0,11.0,167.0,439,18.0,32.0,42.0,12.0,24.0,2.0,4.0,34.0,74.0,68.0,9.0,,7.0,1.0,11.0,5.0,27.0,32.0,81.0,6.0,10.0,3.0,29.0,22.0,13.0,34.0,96,0.5211267605633803,0.6379310344827587,1.0,0.2727272727272727,0.5,0.2727272727272727,0.5338345864661654,0.5625,0.5,0.5243055555555556,0.5454545454545454,0.5357142857142857,0.545751633986928,0.5833333333333334,0.5862068965517241,0.0763888888888889,0.0827067669172932,0.135593220338983,29.963235294117645,0.1467391304347826,0.0961538461538461,0.135593220338983,0.2,0.0476190476190476,0.1016949152542373,0.4097222222222222,0.6610169491525424,0.7647058823529411,0.25,0.4722222222222222,0.5151515151515151,0.5882352941176471,0.2638888888888889,0.0277777777777777,0.0486111111111111,0.1428571428571428,0.1428571428571428,1.0,0.696969696969697,0.1071428571428571,0.3333333333333333,0.4861111111111111,0.1428571428571428,0.4832121527777778,0.530862962962963,0.4518624999999999,0.0849673202614379,0.0915492957746478,0.2514970059880239,0.2035928143712574,7.584210526315789,24.74545454545455,0.208695652173913,16.0,4.0,6.0,15.0,2.0,1.0,1.0,,1.0,16.0,,1.0,4.0,26.0,,9.0,4.0,13.0,4.0,,6.0,,3.0,30.0,10.0,31.0,8.0,49.0,7.0,4.0,1.0,2.0,6.0,,2.0,,2.0,10.0,1.0,1.0,16.0,23.0,4.0,1.0,1.0,1.0,4.0,,3.0,3.0,,,3.0,2.0,3.0,,,0.0833333333333333,0.4,0.4,0.19375,0.1923076923076923,0.1933962264150943,0.1320754716981132,0.0983606557377049,0.2068965517241379,0.225,0.1612903225806451,0.1842105263157894,0.2142857142857142,0.6666666666666666,0.5128205128205128,0.3947368421052631,0.3947368421052631,0.4666666666666667,0.5,0.5,1.0,0.6956521739130435,0.1875,0.0303030303030303,,,0.2142857142857142,0.6666666666666666,0.0357142857142857,1.0,,,,,,,,,6.0,,,2.0,1.0,0.3,,,,,,,,,,,True,,,
