EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,ThreePtAssists,Arc3Assists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFtPoints,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,DefThreePtRebounds,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,SecondChanceFtPoints,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,OffThreePtRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,OffCorner3ReboundPct,on,PtsUnassisted3s,HeaveAttempts,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,SecondChanceFg3Pct,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,1457.0,24,-6.0,46,45,7,7,5.0,91,4,5,1.0,2.0,1.0,2.0,4,8,2.0,10,52,1.0,2.0,2.0,8.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2,1.0,1.0,2.0,1.0,2.0,7,1.0,1.0,0.5,0.5,0.5,0.5,0.5555555555555556,0.5,21.153846153846153,1.0,0.1875,0.15,0.2,0.625,0.8,0.8,1.0,0.125,0.25,1.0,0.5,0.625,0.5779125,0.695,0.1111111111111111,0.1111111111111111,0.2,6.875,0.15217391304347827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,3346.0,56,,104,102,31,29,10.0,206,5,9,2.0,5.0,4.0,10.0,10,23,,26,114,2.0,7.0,7.0,12.0,5.0,1.0,6.0,9.0,1.0,,2.0,,4,,5.0,,,7.0,31,0.6,0.6666666666666666,0.43478260869565216,0.2857142857142857,0.4642857142857143,0.3888888888888889,0.4642857142857143,0.3888888888888889,25.862068965517242,0.5,0.1388888888888889,0.10204081632653061,0.041666666666666664,0.32142857142857145,0.5555555555555556,0.7142857142857143,0.6,0.14285714285714285,0.35714285714285715,0.5555555555555556,0.4,0.5,0.5160232142857143,0.5804333333333332,,,0.2692307692307692,10.052173913043477,0.2980769230769231,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,8.0,6.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.4,0.5,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.17857142857142858,0.17391304347826086,0.2222222222222222,0.25,0.1,0.5,0.07894736842105263,0.061224489795918366,0.16666666666666666,0.047619047619047616,0.6,0.14285714285714285,0.08333333333333333,0.5,0.6666666666666666,0.3,0.3333333333333333,1.0,0.07142857142857142,0.5,0.5,1.0,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2222222222222222,0.5,0.3333333333333333,0.6816666666666666,0.15384615384615385,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201156,1610612764,Nick Young,Nick Young,201156,WAS,956.0,16,2.0,29,28,12,18,2.0,57,1,1,1.0,1.0,,3.0,3,4,,6,33,2.0,3.0,4.0,,1.0,,1.0,1.0,,,,,1,,1.0,,,4.0,12,,,0.75,0.6666666666666666,0.6,0.6666666666666666,0.6,0.6666666666666666,16.666666666666668,,0.07142857142857142,0.0625,,0.2,1.0,1.0,,,0.6,0.3333333333333333,1.0,0.4,0.4104,0.39283333333333337,,,0.6666666666666666,13.625,0.41379310344827586,,,,2.0,,,,,,1.0,,1.0,,,,,,6.0,,,1.0,,,,1.0,,3.0,,,,,,,,,,,1.0,,,,,,,,0.2,,,,,,,,,,,0.25,,,,0.6666666666666666,0.6666666666666666,,,,,,0.2,,,,,,,,,,,26.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,3760.0,63,2.0,117,116,40,36,13.0,233,1,7,1.0,2.0,2.0,7.0,4,16,12.0,26,132,2.0,3.0,13.0,2.0,3.0,,8.0,9.0,,,1.0,,4,,10.0,16.0,2.0,13.0,40,0.25,0.25,0.25,0.6666666666666666,0.30434782608695654,0.4,0.41935483870967744,0.5909090909090909,24.242424242424242,,0.075,0.14285714285714285,0.037037037037037035,0.30434782608695654,0.14285714285714285,0.16666666666666666,,0.08695652173913043,0.30434782608695654,0.4,0.5,0.6086956521739131,0.5150847826086956,0.49847,0.08,0.1111111111111111,0.5,9.781250000000002,0.3418803418803419,,,1.0,2.0,,1.0,,1.0,2.0,6.0,2.0,7.0,,2.0,,,2.0,6.0,6.0,,6.0,2.0,1.0,18.0,20.0,14.0,42.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,0.2857142857142857,,0.2857142857142857,,,,0.30434782608695654,0.0625,0.14285714285714285,,,1.0,,,,,0.16666666666666666,0.14285714285714285,,0.5,0.5,0.2857142857142857,0.2857142857142857,,0.043478260869565216,,,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,,,0.2,,0.3333333333333333,0.48615,,24.571428571428573,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,6.0,0.14285714285714285,1.0,0.3333333333333333,0.3125,0.38461538461538464,1.0,0.3333333333333333,0.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,644.0,11,-2.0,21,21,11,11,4.0,42,2,2,1.0,1.0,2.0,,3,4,5.0,11,28,1.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,,,,,2,,5.0,5.0,2.0,4.0,11,0.6666666666666666,1.0,0.75,1.0,0.75,1.0,0.9166666666666666,1.0,24.0,0.5,0.25,0.2222222222222222,0.3333333333333333,0.5,1.0,1.0,0.5,0.5,,1.0,1.0,0.5,0.490925,0.7417,0.4,0.4,0.36363636363636365,5.800000000000001,0.5238095238095238,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,5.0,,,2.0,,2.0,,,1.0,,,,,1.0,2.0,,,,,,,,2.0,1.0,,,,,1.0,1.0,1.25,,0.25,,0.5,,,0.125,0.1,,,,,,0.5,1.0,,,,,,,,,,,,1.0,1.0,,,,0.5011,0.45454545454545453,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,1.0,,,0.5,0.2,0.2,1.0,,,3.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,2862.0,48,1.0,89,90,29,16,11.0,179,4,4,2.0,2.0,1.0,4.0,6,9,1.0,13,98,3.0,4.0,6.0,12.0,5.0,,9.0,11.0,2.0,,3.0,,5,,1.0,1.0,1.0,6.0,29,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.75,0.7222222222222222,0.75,11.650485436893204,,0.16666666666666666,0.20930232558139536,0.19047619047619047,0.4444444444444444,1.0,1.0,1.0,0.1111111111111111,0.4444444444444444,0.5,1.0,0.4444444444444444,0.5146777777777777,0.5257499999999999,0.1111111111111111,0.1111111111111111,0.46153846153846156,10.100000000000001,0.3258426966292135,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,,6.0,1.0,2.0,,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,,,,0.3333333333333333,0.029411764705882353,0.045454545454545456,,,,0.2,,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,1.0,,,,,0.3076923076923077,0.3,1.0,,,,1.0,0.2,1.0,1.0,2.0,1.0,0.1,0.125,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,3522.0,59,3.0,110,109,37,36,12.0,219,6,8,2.0,2.0,3.0,5.0,9,16,10.0,28,125,3.0,5.0,10.0,12.0,8.0,,10.0,12.0,2.0,,2.0,,4,1.0,6.0,11.0,3.0,10.0,37,0.6666666666666666,0.6666666666666666,0.5625,0.6,0.45,0.5,0.54,0.5625,21.774193548387096,,0.2222222222222222,0.19607843137254902,0.2692307692307692,0.4,0.75,0.75,0.6666666666666666,0.15,0.25,0.3333333333333333,1.0,0.6,0.5028710526315789,0.40549999999999997,0.13043478260869565,0.15789473684210525,0.35714285714285715,8.125,0.33636363636363636,,1.0,1.0,2.0,,,,,,4.0,,4.0,,2.0,,,1.0,6.0,,,4.0,,1.0,4.0,5.0,2.0,11.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,0.2,0.0625,,0.3333333333333333,,,0.02564102564102564,0.04,0.07692307692307693,,0.2,,,0.3333333333333333,0.5,0.4,0.4,0.5,,,,,0.2,,,,0.5,,,,,0.3636,,28.75,1.0,1.0,,,,,,,1.0,,4.0,,,1.0,1.0,,2.0,2.0,,,2.0,,,,0.13333333333333333,0.08333333333333333,1.0,,0.16666666666666666,,,,1.0,2.0,,,0.09090909090909091,,0.3333333333333333,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612764,JaVale McGee,JaVale McGee,201580,WAS,497.0,8,-3.0,13,14,6,4,,27,1,1,,,,,1,1,,2,16,,,,2.0,,,,,,,1.0,,2,,,,,,6,1.0,1.0,1.0,,1.0,,1.0,,15.384615384615383,,,,,1.0,1.0,1.0,1.0,,,,,1.0,0.6769,,,,,1.0,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,1756.0,29,13.0,56,55,27,23,8.0,111,4,5,2.0,2.0,1.0,1.0,5,7,2.0,12,62,2.0,2.0,5.0,6.0,4.0,,5.0,8.0,,,,,1,,2.0,2.0,2.0,5.0,27,0.6,0.6,0.7142857142857143,1.0,0.7142857142857143,1.0,0.8571428571428571,1.25,10.769230769230768,,0.26666666666666666,0.19230769230769232,0.375,0.7142857142857143,0.8,1.0,0.75,0.14285714285714285,0.14285714285714285,1.0,1.0,0.7142857142857143,0.5568857142857143,0.7663,0.2857142857142857,0.2857142857142857,0.4166666666666667,4.0285714285714285,0.48214285714285715,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,4.0,,,4.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,0.14285714285714285,0.2,,,,0.10526315789473684,0.125,0.1111111111111111,0.125,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,,0.4234,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.09090909090909091,0.1,,,,,2.0,,1.0,,,,0.2,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,100720.0,1679,-192.0,3154,3155,709,769,391.0,6309,170,275,28.0,51.0,139.0,187.0,288,601,112.0,703,3496,49.0,108.0,138.0,284.0,169.0,19.0,248.0,374.0,56.0,,115.0,11.0,209,15.0,134.0,160.0,75.0,138.0,709,0.4930555555555556,0.5590551181102362,0.47920133111480867,0.4537037037037037,0.47508038585209006,0.4260869565217391,0.5064841498559077,0.49640287769784175,22.391364517021863,0.2111111111111111,0.16933867735470942,0.1605890603085554,0.17412935323383086,0.44212218649517687,0.6181818181818182,0.7142857142857143,0.5294117647058824,0.22347266881028938,0.30064308681672025,0.4434782608695652,0.5490196078431373,0.4758842443729904,0.4964792741935484,0.49886283185840685,0.11013215859030837,0.11363636363636363,0.19630156472261737,7.90549084858569,0.22479391249207356,46.0,79.0,48.0,70.0,,3.0,,2.0,5.0,18.0,5.0,21.0,58.0,110.0,134.0,,7.0,292.0,9.0,68.0,17.0,5.0,58.0,98.0,118.0,67.0,256.0,108.0,126.0,21.0,53.0,21.0,59.0,31.0,17.0,20.0,106.0,14.0,0.6,0.23809523809523808,,0.25,0.5272727272727272,0.5272727272727272,0.5537190082644629,0.03376205787781351,0.09650582362728785,0.13454545454545455,0.1366906474820144,0.0106951871657754,0.5130434782608696,0.09045226130653267,0.08149632598530394,0.16032608695652173,0.05567010309278351,0.15469613259668508,0.18376068376068377,0.07924528301886792,0.34532374100719426,0.4,0.37433155080213903,0.3783783783783784,0.5428571428571428,0.00482315112540193,,,,0.028938906752411574,0.2777777777777778,0.2777777777777778,0.6,0.7181818181818181,0.5822784810126582,0.017391304347826087,,0.29411764705882354,0.5413356435643566,0.1906116642958748,27.32857142857143,20.0,17.0,74.0,49.0,74.0,46.0,0.6216216216216216,,5.0,,40.0,,3.0,8.0,23.0,4.0,60.0,13.0,,10.0,11.0,,,0.043478260869565216,0.14018691588785046,0.1377049180327869,0.2916666666666667,,0.043478260869565216,18.0,16.0,0.06451612903225806,14.0,32.0,6.0,28.0,0.0462046204620462,0.0546218487394958,0.14634146341463414,11.0,,0.015384615384615385,False,6.0,1.0,13.0,2.0,2.0,23.0,6.0,1.0,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,
