EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PtsUnassisted3s,3SecondViolations,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,18584.0,310,-18.0,577,592,137.0,181,63.0,1169,17.0,27,6.0,9.0,7.0,11.0,11.0,25.0,8.0,20.0,6.0,13.0,1.0,2.0,2.0,7.0,2.0,36.0,72,8.0,20.0,39.0,135,654,7.0,10.0,1.0,8.0,22.0,7.0,16.0,4.0,11.0,25.0,38.0,34.0,24.0,10.0,7.0,2.0,8.0,11.0,6.0,17.0,5.0,1.0,3.0,1.0,7.0,40.0,5.0,15.0,7.0,24.0,11.0,42.0,20.0,62.0,3.0,8.0,6.0,2.0,6.0,5.0,8.0,1.0,1.0,2.0,14.0,4.0,4.0,17.0,28.0,4.0,34.0,1.0,2.0,42.0,1.0,1.0,17.0,4.0,7.0,4.0,3.0,7.0,4.0,25.0,137.0,3.0,3.0,0.5277777777777778,0.6129032258064516,1.0,0.4,0.4,0.5,0.7,0.4375,0.5217391304347826,0.6363636363636364,0.35,0.6026785714285714,0.7333333333333333,0.5,0.21739130434782608,0.1111111111111111,0.1111111111111111,0.16,0.05,19.444444444444443,0.42857142857142855,0.4583333333333333,0.12,0.08426966292134831,0.10294117647058823,0.06097560975609756,0.11567164179104478,0.07692307692307693,0.125,0.0425531914893617,0.07462686567164178,0.0847457627118644,0.08620689655172414,0.1111111111111111,0.1518987341772152,0.11538461538461539,0.0625,0.075,0.5714285714285714,0.29347826086956524,0.6296296296296297,0.7083333333333334,0.47058823529411764,0.2717391304347826,0.44,0.5238095238095238,0.36363636363636365,0.21739130434782608,0.4,0.42105263157894735,0.875,0.14130434782608695,0.46153846153846156,0.46153846153846156,1.0,0.07608695652173914,0.2857142857142857,0.2857142857142857,1.0,0.8181818181818182,0.6666666666666666,0.09090909090909091,0.55,0.6363636363636364,0.1,0.1,0.5108695652173914,0.2857142857142857,0.5009701086956521,0.601785,0.5367474999999999,0.1574074074074074,0.19318181818181818,0.16296296296296298,0.18518518518518517,7.756944444444445,24.725,0.23743500866551126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,17410.0,290,-72.0,565,567,197.0,196,69.0,1132,4.0,6,,,2.0,3.0,4.0,10.0,20.0,54.0,,3.0,1.0,2.0,18.0,45.0,10.0,28.0,70,18.0,48.0,10.0,120,668,2.0,4.0,5.0,,10.0,6.0,21.0,12.0,2.0,17.0,14.0,42.0,54.0,,45.0,18.0,,30.0,12.0,42.0,6.0,6.0,19.0,5.0,6.0,96.0,,3.0,4.0,17.0,,21.0,3.0,24.0,,11.0,7.0,4.0,10.0,8.0,5.0,,2.0,,15.0,,5.0,3.0,18.0,2.0,18.0,,3.0,15.0,1.0,2.0,5.0,2.0,1.0,,,1.0,1.0,17.0,197.0,7.0,2.0,0.25,0.25,1.0,0.375,0.375,0.4,0.5,0.2857142857142857,0.4661016949152542,0.5555555555555556,0.22727272727272727,0.4838709677419355,0.5555555555555556,0.24285714285714285,0.4067796610169492,,,,,21.550387596899224,0.6666666666666666,,0.09239130434782608,0.016483516483516484,0.06896551724137931,,0.08677685950413223,0.011278195488721804,0.03508771929824561,,0.012987012987012988,,0.10416666666666667,0.0847457627118644,0.09090909090909091,0.075,0.05555555555555555,,1.0,0.05084745762711865,0.6666666666666666,0.6666666666666666,0.25,0.0847457627118644,0.4,0.4,0.25,0.4576271186440678,0.37037037037037035,0.37037037037037035,0.25,0.025423728813559324,,,,0.3813559322033898,0.4,0.4,1.0,,,0.1111111111111111,0.09090909090909091,0.6666666666666666,0.06060606060606061,0.30303030303030304,0.4576271186440678,0.4,0.4661296610169493,0.4508599999999999,0.4701181818181818,0.040983606557377046,0.06756756756756757,0.08333333333333333,0.14166666666666666,15.872857142857145,26.316666666666663,0.3486725663716814,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.4,0.08333333333333333,0.4444444444444444,0.5,1.0,0.1,,,,,,,,,,,,,,,,,,,,,True,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,40517.0,675,-68.0,1294,1299,421.0,471,159.0,2593,49.0,72,21.0,31.0,14.0,24.0,9.0,20.0,8.0,17.0,,,,,1.0,2.0,2.0,66.0,109,1.0,2.0,53.0,188,1415,22.0,34.0,,9.0,53.0,22.0,39.0,2.0,14.0,61.0,88.0,44.0,3.0,34.0,1.0,1.0,17.0,11.0,4.0,15.0,4.0,,4.0,3.0,4.0,34.0,13.0,39.0,25.0,56.0,9.0,90.0,52.0,142.0,2.0,7.0,4.0,3.0,11.0,1.0,16.0,2.0,10.0,3.0,27.0,7.0,7.0,85.0,125.0,6.0,59.0,8.0,3.0,74.0,10.0,,38.0,4.0,34.0,23.0,11.0,34.0,20.0,61.0,421.0,11.0,4.0,0.6666666666666666,0.8979591836734694,1.0,0.5,1.0,0.6055045871559633,0.6470588235294118,0.5641025641025641,0.6081081081081081,0.6470588235294118,0.573170731707317,0.6573426573426573,0.6794871794871795,0.5865384615384616,0.018018018018018018,0.1559633027522936,0.16666666666666666,0.2,0.058823529411764705,11.596180081855389,0.4074074074074074,0.15254237288135594,0.12962962962962962,0.09263657957244656,0.16233766233766234,0.0755813953488372,0.13822525597269625,0.08768971332209106,0.06818181818181818,0.1271186440677966,0.08771929824561403,0.04918032786885246,0.12295081967213115,0.16535433070866143,0.1092896174863388,0.14035087719298245,0.225,0.07692307692307693,0.5882352941176471,0.6486486486486487,0.6805555555555556,0.8166666666666667,0.5918367346938775,0.18018018018018017,0.45,0.5625,0.8888888888888888,0.15315315315315314,0.47058823529411764,0.5,0.875,,,,,0.018018018018018018,0.5,0.5,1.0,0.9117647058823529,0.6774193548387096,,0.5853658536585366,0.5833333333333334,,0.04878048780487805,0.6666666666666666,1.0,0.5188118181818182,0.563444,0.49026249999999993,0.2733812949640288,0.2773722627737226,0.28191489361702127,0.324468085106383,4.395412844036698,32.9,0.32534775888717155,,,1.0,,1.0,4.0,,8.0,,,0.5,,,,0.5,1.0,4.0,1.0,0.14,0.09523809523809523,,,,,,,,,,,,,,,,True,,,,,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,2035.0,34,-10.0,74,75,31.0,44,8.0,149,1.0,1,1.0,1.0,,,2.0,4.0,1.0,2.0,,,,,,,,4.0,7,,,,8,83,1.0,1.0,,,2.0,1.0,2.0,,,2.0,6.0,2.0,,2.0,,,1.0,,1.0,1.0,,1.0,,,,3.0,,1.0,2.0,1.0,1.0,4.0,1.0,5.0,,1.0,1.0,,1.0,,2.0,,1.0,1.0,3.0,,1.0,5.0,8.0,1.0,,,,,,,,,1.0,1.0,,1.0,,2.0,31.0,2.0,,0.75,1.0,,,,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.5,,0.14285714285714285,,0.25,,12.195121951219512,0.3333333333333333,0.25,0.047619047619047616,0.05263157894736842,0.25,,0.10344827586206896,0.038461538461538464,,,0.125,,,,0.07692307692307693,0.16666666666666666,0.5,,,0.14285714285714285,1.0,1.0,,0.5714285714285714,0.5,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,1.0,1.0,,,,,,0.14285714285714285,,0.40297142857142854,0.5955,0.35960000000000003,,,0.25,0.25,10.028571428571428,,0.4189189189189189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,22776.0,380,-45.0,728,724,208.0,209,91.0,1452,16.0,32,3.0,4.0,4.0,8.0,20.0,41.0,23.0,51.0,7.0,17.0,,6.0,14.0,42.0,10.0,59.0,124,21.0,59.0,44.0,225,810,4.0,7.0,5.0,1.0,21.0,15.0,33.0,16.0,22.0,73.0,24.0,94.0,42.0,4.0,39.0,14.0,10.0,25.0,19.0,44.0,16.0,3.0,10.0,5.0,10.0,107.0,2.0,5.0,7.0,23.0,11.0,41.0,7.0,48.0,1.0,16.0,8.0,8.0,10.0,5.0,20.0,1.0,5.0,5.0,30.0,3.0,7.0,7.0,19.0,3.0,43.0,1.0,5.0,55.0,5.0,8.0,21.0,5.0,1.0,,,1.0,,73.0,208.0,2.0,5.0,0.2033898305084746,0.21052631578947367,0.6666666666666666,0.3559322033898305,0.375,0.47580645161290325,0.5714285714285714,0.45454545454545453,0.49453551912568305,0.8333333333333334,0.5204081632653061,0.5343137254901961,0.875,0.5948275862068966,0.3224043715846995,0.08064516129032258,0.1875,0.07317073170731707,0.0196078431372549,28.398058252427184,0.3333333333333333,0.3235294117647059,0.09663865546218488,0.021834061135371178,0.09859154929577464,0.01904761904761905,0.0970873786407767,0.020958083832335328,0.05128205128205128,,0.011764705882352941,0.02702702702702703,0.05970149253731343,0.08571428571428572,0.12871287128712872,0.09803921568627451,0.1,0.011494252873563218,,0.17486338797814208,0.5,0.6153846153846154,0.1875,0.22404371584699453,0.4878048780487805,0.5263157894736842,0.2,0.2786885245901639,0.45098039215686275,0.46,0.21739130434782608,0.09289617486338798,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.22950819672131148,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.3333333333333333,0.75,,0.16326530612244897,0.5,0.12244897959183673,0.20408163265306123,0.4972677595628415,0.358974358974359,0.465328888888889,0.4872722222222223,0.4559978260869565,0.10552763819095477,0.15,0.09333333333333334,0.3244444444444444,10.233064516129033,26.506779661016946,0.2857142857142857,4.0,5.0,3.0,4.0,7.0,8.0,,,1.0,0.8,0.4375,0.4166666666666667,0.8,1.0,0.3,3.0,,,,,4.0,21.0,1.0,0.6666666666666666,,,,,,,,,,,,True,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,8499.0,142,-15.0,265,268,71.0,63,40.0,533,4.0,9,3.0,4.0,1.0,1.0,10.0,17.0,3.0,8.0,,,,,,,,17.0,34,,,6.0,40,305,3.0,6.0,,1.0,7.0,6.0,6.0,,5.0,17.0,16.0,18.0,,4.0,,,1.0,5.0,4.0,9.0,2.0,2.0,2.0,2.0,1.0,22.0,1.0,3.0,9.0,23.0,3.0,35.0,4.0,39.0,,2.0,2.0,,4.0,3.0,1.0,,1.0,,5.0,,1.0,7.0,13.0,,8.0,2.0,1.0,9.0,1.0,,3.0,2.0,2.0,2.0,,2.0,1.0,17.0,71.0,,2.0,0.47058823529411764,0.5333333333333333,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.5263157894736842,0.5833333333333334,0.9444444444444444,,0.029411764705882353,0.1111111111111111,,,13.782051282051281,0.8,0.375,0.25842696629213485,0.028846153846153848,0.36,0.02857142857142857,0.2807017543859649,0.02877697841726619,0.034482758620689655,0.030303030303030304,0.023809523809523808,0.038461538461538464,0.2727272727272727,0.3,0.21621621621621623,0.4117647058823529,0.25,,0.5,0.2647058823529412,0.4444444444444444,0.5,0.5,0.5,0.5882352941176471,0.5882352941176471,0.3,0.23529411764705882,0.375,0.375,1.0,,,,,,,,,0.6666666666666666,0.75,,0.16666666666666666,1.0,,,0.2647058823529412,,0.4509970588235294,0.5351499999999999,0.4785,0.08333333333333333,0.08333333333333333,0.175,0.425,8.688235294117646,,0.2679245283018868,,,,,,1.0,,3.0,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,
201151,1610612737,Acie Law,Acie Law,201151,ATL,13695.0,228,-24.0,437,439,126.0,159,45.0,876,14.0,26,,1.0,4.0,7.0,4.0,12.0,3.0,16.0,2.0,4.0,,2.0,1.0,4.0,1.0,21.0,54,3.0,8.0,29.0,80,470,,2.0,,1.0,1.0,6.0,18.0,3.0,14.0,29.0,4.0,38.0,3.0,,4.0,1.0,9.0,23.0,15.0,38.0,10.0,5.0,14.0,2.0,7.0,91.0,2.0,1.0,5.0,10.0,,15.0,3.0,18.0,,4.0,2.0,2.0,8.0,6.0,7.0,1.0,2.0,,15.0,1.0,3.0,6.0,13.0,1.0,25.0,,1.0,35.0,6.0,1.0,13.0,7.0,1.0,1.0,,1.0,,29.0,126.0,,6.0,0.09523809523809523,0.09523809523809523,0.3333333333333333,0.375,0.375,0.3888888888888889,,0.3333333333333333,0.4112903225806452,,0.35714285714285715,0.5197368421052632,,0.5,0.12903225806451613,0.16666666666666666,0.19230769230769232,0.3333333333333333,,18.442622950819672,0.5333333333333333,,0.06451612903225806,0.006993006993006993,0.08771929824561403,0.03636363636363636,0.07075471698113207,0.015151515151515152,0.02127659574468085,,,0.05405405405405406,0.021739130434782608,0.11627906976744186,0.06060606060606061,0.09302325581395349,0.07142857142857142,,,0.41935483870967744,0.5384615384615384,0.6666666666666666,0.07142857142857142,0.1935483870967742,0.3333333333333333,0.5,0.25,0.25806451612903225,0.1875,0.1875,,0.06451612903225806,0.5,0.5,0.5,0.06451612903225806,0.25,0.3333333333333333,,0.5,,,0.3333333333333333,0.5714285714285714,0.09523809523809523,0.047619047619047616,0.5483870967741935,0.25,0.4892854838709677,0.46804999999999997,0.4898690476190477,0.18840579710144928,0.21311475409836064,0.0125,0.3625,8.100000000000001,24.7375,0.28832951945080093,,,1.0,,1.0,,2.0,,,,0.3333333333333333,,,,1.0,,,,,,,6.0,,,1.0,0.125,0.25,,,,,,,,,True,,,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,22854.0,381,-47.0,727,737,280.0,271,88.0,1464,15.0,28,4.0,7.0,6.0,11.0,3.0,9.0,8.0,26.0,12.0,28.0,1.0,6.0,13.0,32.0,12.0,26.0,63,25.0,60.0,17.0,144,806,4.0,8.0,1.0,,8.0,7.0,24.0,18.0,1.0,39.0,24.0,28.0,66.0,8.0,32.0,13.0,6.0,9.0,7.0,16.0,5.0,2.0,3.0,3.0,3.0,39.0,4.0,7.0,8.0,28.0,5.0,41.0,13.0,54.0,1.0,13.0,7.0,6.0,9.0,6.0,11.0,2.0,3.0,,20.0,3.0,4.0,11.0,30.0,1.0,15.0,,,22.0,3.0,1.0,12.0,,4.0,1.0,2.0,4.0,4.0,39.0,280.0,4.0,,0.46153846153846156,0.5454545454545454,0.88,0.4166666666666667,0.4166666666666667,0.4126984126984127,0.5,0.2916666666666667,0.516260162601626,0.4444444444444444,0.4523809523809524,0.5454545454545454,0.4444444444444444,0.45348837209302323,0.4878048780487805,0.09523809523809523,0.17857142857142858,0.1111111111111111,,18.424242424242426,0.45,0.17857142857142858,0.11244979919678715,0.029661016949152543,0.09523809523809523,0.04081632653061224,0.10810810810810811,0.03293413173652695,0.028169014084507043,0.015625,0.039603960396039604,0.043478260869565216,0.11290322580645161,0.09876543209876543,0.12264150943396226,0.09375,0.1,0.015625,1.0,0.22764227642276422,0.5357142857142857,0.6521739130434783,0.5333333333333333,0.07317073170731707,0.3333333333333333,0.375,,0.21138211382113822,0.3076923076923077,0.3076923076923077,0.5,0.22764227642276422,0.42857142857142855,0.42857142857142855,1.0,0.2601626016260163,0.40625,0.40625,0.7692307692307693,0.7777777777777778,0.5714285714285714,0.1111111111111111,0.2619047619047619,0.5454545454545454,0.14285714285714285,0.2857142857142857,0.7154471544715447,0.40625,0.5201247967479673,0.5241214285714285,0.518195238095238,0.09090909090909091,0.16666666666666666,0.05555555555555555,0.2708333333333333,8.965079365079367,25.045,0.38514442916093533,,,6.0,,8.0,5.0,1.0,1.0,1.0,,0.4444444444444444,,,,0.5,,,,0.034482758620689655,,2.0,9.0,,0.3333333333333333,,,,2.0,1.0,0.07692307692307693,,,,,,True,,,,,
2436,1610612737,Flip Murray,Flip Murray,2436,ATL,27359.0,456,-6.0,863,867,280.0,325,112.0,1730,27.0,52,7.0,9.0,16.0,24.0,15.0,42.0,20.0,54.0,2.0,10.0,1.0,1.0,19.0,58.0,20.0,62.0,148,21.0,68.0,59.0,246,904,8.0,12.0,4.0,10.0,32.0,23.0,46.0,21.0,36.0,103.0,32.0,92.0,48.0,8.0,56.0,19.0,9.0,26.0,11.0,37.0,6.0,5.0,15.0,7.0,4.0,85.0,3.0,5.0,10.0,28.0,2.0,40.0,8.0,48.0,5.0,23.0,13.0,10.0,21.0,11.0,17.0,4.0,10.0,3.0,38.0,2.0,14.0,13.0,29.0,2.0,50.0,2.0,1.0,75.0,7.0,2.0,30.0,8.0,2.0,1.0,1.0,2.0,1.0,103.0,280.0,2.0,8.0,0.25806451612903225,0.27586206896551724,0.7619047619047619,0.3088235294117647,0.3181818181818182,0.4189189189189189,0.6666666666666666,0.5,0.43287037037037035,0.6875,0.5,0.4939516129032258,0.8157894736842105,0.5919540229885057,0.3148148148148148,0.060810810810810814,0.09615384615384616,0.09523809523809523,,29.243353783231086,0.5526315789473685,0.05263157894736842,0.09333333333333334,0.018315018315018316,0.08620689655172414,0.026785714285714284,0.09134615384615384,0.02077922077922078,0.012048192771084338,0.04938271604938271,,0.02531645569620253,0.05952380952380952,0.10112359550561797,0.11023622047244094,0.09090909090909091,0.07142857142857142,0.042735042735042736,0.5,0.24074074074074073,0.5192307692307693,0.574468085106383,0.25925925925925924,0.19444444444444445,0.35714285714285715,0.39473684210526316,0.2,0.25,0.37037037037037035,0.37037037037037035,0.3,0.046296296296296294,0.2,0.2,1.0,0.26851851851851855,0.3275862068965517,0.3275862068965517,0.7368421052631579,0.5625,0.7777777777777778,0.0625,0.3582089552238806,0.6666666666666666,0.014925373134328358,0.29850746268656714,0.5555555555555556,0.3392857142857143,0.46727203791469196,0.5386500000000001,0.47843593749999996,0.13333333333333333,0.17543859649122806,0.13008130081300814,0.4186991869918699,9.627702702702706,27.366176470588243,0.32444959443800697,2.0,3.0,6.0,2.0,7.0,6.0,1.0,,,0.5,0.3333333333333333,0.1875,0.6666666666666666,0.5,0.3,2.0,,,0.030303030303030304,0.2857142857142857,1.0,15.0,,1.0,,,,,,,1.0,2.0,0.028985507246376812,,,True,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,4557.0,76,-10.0,145,139,47.0,56,24.0,284,7.0,18,4.0,8.0,4.0,7.0,2.0,6.0,1.0,6.0,,,,,,,,10.0,30,,,11.0,31,155,4.0,8.0,,4.0,12.0,6.0,11.0,,5.0,17.0,8.0,12.0,,8.0,,,7.0,3.0,,3.0,,,3.0,,,6.0,3.0,9.0,2.0,11.0,,13.0,12.0,25.0,2.0,2.0,2.0,,4.0,1.0,3.0,,3.0,1.0,7.0,2.0,3.0,2.0,9.0,1.0,11.0,,1.0,13.0,2.0,,7.0,1.0,2.0,,2.0,2.0,2.0,17.0,47.0,4.0,,0.4,0.6666666666666666,,,,0.3333333333333333,0.5,0.5454545454545454,0.3333333333333333,0.5,0.5454545454545454,0.4305555555555556,0.6,0.6538461538461539,,0.23333333333333334,0.2222222222222222,0.3333333333333333,0.16666666666666666,24.41860465116279,0.5714285714285714,,0.2037037037037037,0.16071428571428573,0.11764705882352941,0.16666666666666666,0.18309859154929578,0.16216216216216217,0.18181818181818182,0.375,0.07692307692307693,0.15384615384615385,0.2,0.1875,0.21739130434782608,0.07692307692307693,0.25,0.15384615384615385,1.0,0.6,0.3888888888888889,0.5,0.2857142857142857,0.2,0.3333333333333333,0.5,0.5,0.2,0.16666666666666666,0.2,1.0,,,,,,,,,1.0,0.5,,0.6363636363636364,0.5714285714285714,,,0.6,,0.49304333333333333,0.5961285714285715,0.5044090909090909,0.2,0.2,0.3870967741935484,0.5483870967741935,5.963333333333334,,0.32413793103448274,,,,,,,,2.0,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,True,,,,,
