EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,Blocked3s,BlockedCorner3,OffLongMidRangeReboundPct,OffCorner3ReboundPct,FTOffRebounds,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3FGM,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,on,HeaveMakes
101122,1610612754,Danny Granger,Danny Granger,101122,IND,51891.0,865,-3,1730,1717,472,551,201,3447,64,104,8.0,16.0,14.0,24.0,25.0,63.0,64.0,139,6.0,9.0,1.0,2.0,3.0,56.0,144.0,4.0,6.0,18.0,52.0,153,306,62.0,153.0,167,659,1954,13.0,26.0,4.0,7.0,6.0,44.0,31,70,20.0,55.0,52.0,174,110,196,174.0,12.0,14.0,2.0,142.0,56.0,25.0,3.0,36,19.0,55,13.0,6.0,25.0,3.0,8.0,129,5.0,13.0,20.0,68,20.0,108,18.0,126,5.0,23,16.0,7,33,4.0,18,30,4.0,15.0,1.0,6.0,63,4.0,14.0,33,78,4.0,12.0,132,2.0,6.0,197,14.0,1.0,8.0,84.0,3.0,14.0,25,22.0,1.0,2.0,25,17.0,2.0,174,472,14.0,12.0,0.35947712418300654,0.3767123287671233,0.9354838709677419,0.40522875816993464,0.5714285714285714,0.36363636363636365,0.4105960264900662,0.5,0.5,0.44285714285714284,0.5359477124183006,0.5757575757575758,0.488,0.5972477064220183,0.6142857142857143,0.5584415584415584,0.3333333333333333,0.0196078431372549,0.08169934640522876,0.1346153846153846,0.1111111111111111,0.02877697841726619,0.020833333333333332,30.812182741116754,0.5238095238095238,0.3076923076923077,0.10810810810810811,0.022336769759450172,0.11627906976744186,0.021739130434782608,0.10986267166042447,0.022167487684729065,0.03827751196172249,0.03355704697986577,0.026737967914438502,0.08695652173913043,0.16149068322981366,0.09154929577464789,0.10185185185185185,0.140625,0.023696682464454975,0.68,0.22657952069716775,0.6153846153846154,0.7111111111111111,0.359375,0.13725490196078433,0.3968253968253968,0.44642857142857145,0.24,0.3028322440087146,0.460431654676259,0.4740740740740741,0.40625,0.0196078431372549,0.6666666666666666,0.6666666666666666,1.0,0.3137254901960784,0.3888888888888889,0.3971631205673759,0.9285714285714286,0.48484848484848486,0.5,0.125,0.030303030303030304,0.18181818181818182,0.6666666666666666,1.0,0.192,0.5833333333333334,0.024,0.6666666666666666,0.416,0.34615384615384615,0.5599128540305011,0.39436619718309857,0.4942056892778994,0.5105860000000001,0.47541666666666677,0.1638418079096045,0.22340425531914893,0.01935483870967742,0.06676783004552352,0.26403641881638845,10.649673202614375,25.992156862745095,0.2728323699421965,,,,,,,,,,,,,,,,True,
101127,1610612754,Jarrett Jack,Jarrett Jack,101127,IND,72927.0,1215,-97,2421,2442,682,932,299,4863,68,128,5.0,11.0,24.0,49.0,39.0,79.0,48.0,103,12.0,32.0,1.0,4.0,11.0,22.0,62.0,2.0,6.0,10.0,23.0,155,310,34.0,94.0,129,541,2683,13.0,27.0,2.0,7.0,10.0,42.0,49,100,14.0,34.0,44.0,184,76,234,93.0,9.0,4.0,1.0,61.0,22.0,23.0,,104,55.0,159,41.0,14.0,62.0,14.0,28.0,373,10.0,12.0,29.0,75,4.0,108,22.0,130,3.0,42,22.0,20,57,12.0,37,45,12.0,20.0,4.0,9.0,102,7.0,28.0,35,79,1.0,7.0,115,,4.0,154,16.0,,5.0,63.0,1.0,18.0,6,2.0,1.0,3.0,7,3.0,,184,682,14.0,16.0,0.24516129032258063,0.24836601307189543,0.9117647058823529,0.3617021276595745,0.2857142857142857,0.4117647058823529,0.3655913978494624,0.5,0.48148148148148145,0.49,0.5099009900990099,0.47058823529411764,0.5223880597014925,0.5702127659574469,0.5121951219512195,0.5754716981132075,0.23267326732673269,,0.07419354838709677,0.1484375,0.05063291139240506,,,20.64981949458484,0.5588235294117647,0.0449438202247191,0.08741258741258741,0.014669926650366748,0.11068702290076336,0.030303030303030304,0.09285714285714286,0.01916376306620209,0.010309278350515464,0.02631578947368421,0.03861003861003861,0.05474452554744526,0.08333333333333333,0.1151685393258427,0.10650887573964497,0.11827956989247312,0.015873015873015872,0.42857142857142855,0.31683168316831684,0.53125,0.6238532110091743,0.3382352941176471,0.19554455445544555,0.4936708860759494,0.52,0.07692307692307693,0.25495049504950495,0.46601941747572817,0.46601941747572817,0.25,0.07920792079207921,0.375,0.375,1.0,0.15346534653465346,0.3548387096774194,0.3548387096774194,0.8636363636363636,0.3235294117647059,0.45454545454545453,0.4,0.029411764705882353,0.17647058823529413,0.3333333333333333,1.0,0.3656716417910448,0.4897959183673469,0.08208955223880597,0.36363636363636365,0.17164179104477612,0.43478260869565216,0.5495049504950495,0.36065573770491804,0.49893784119106704,0.45958571428571426,0.4930205223880596,0.1415929203539823,0.17647058823529413,0.010526315789473684,0.07763401109057301,0.34011090573012936,8.811612903225807,25.30212765957447,0.28170177612556796,1.0,1.0,1.0,0.010033444816053512,,,,,,,,,,,,True,
101143,1610612754,Travis Diener,Travis Diener,101143,IND,25330.0,422,6,849,838,254,333,76,1687,8,9,,1.0,6.0,7.0,2.0,6.0,10.0,25,3.0,7.0,,3.0,4.0,24.0,64.0,2.0,6.0,5.0,19.0,20,40,27.0,71.0,5,126,898,,2.0,2.0,6.0,,6.0,11,20,8.0,23.0,3.0,49,4,36,48.0,33.0,,1.0,63.0,24.0,,,39,31.0,70,22.0,9.0,18.0,6.0,15.0,171,1.0,,11.0,35,3.0,49,1.0,50,,17,11.0,6,11,2.0,7,6,,4.0,1.0,2.0,17,1.0,6.0,10,27,1.0,1.0,20,1.0,1.0,8,,,2.0,2.0,,1.0,3,2.0,1.0,,3,3.0,,49,254,6.0,1.0,0.1,0.1,0.5925925925925926,0.38028169014084506,0.3333333333333333,0.34782608695652173,0.38571428571428573,0.5,,0.55,0.545045045045045,0.375,0.5348837209302325,0.543859649122807,0.375,0.5333333333333333,0.6396396396396397,,,,,,,14.025695931477516,0.6470588235294118,0.07142857142857142,0.11627906976744186,,0.14102564102564102,0.007751937984496124,0.12137203166226913,0.0026246719160104987,,,,0.09278350515463918,0.09722222222222222,0.14393939393939395,0.13333333333333333,0.15151515151515152,,1.0,0.08108108108108109,0.8888888888888888,0.8888888888888888,0.125,0.05405405405405406,0.3333333333333333,0.3333333333333333,,0.22522522522522523,0.4,0.4,0.1,0.06306306306306306,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5765765765765766,0.375,0.375,0.625,0.125,,,,0.75,0.3333333333333333,0.5,0.16279069767441862,0.8571428571428571,0.09302325581395349,0.75,0.4418604651162791,0.2631578947368421,0.7207207207207207,0.38095238095238093,0.4907118181818183,0.557025,0.476220238095238,0.017699115044247787,0.047619047619047616,,0.047619047619047616,0.3888888888888889,13.3125,25.849295774647885,0.29917550058892817,1.0,,,,0.045454545454545456,,,,,,,,,,,True,
1725,1610612754,Rasho Nesterovic,Rasho Nesterovic,1725,IND,31536.0,526,-130,1034,1029,291,414,111,2063,48,59,17.0,19.0,10.0,10.0,19.0,41.0,28.0,78,,,,,,,,,,,,95,178,,,14,204,1169,21.0,27.0,,,2.0,44.0,24,46,,,3.0,51,144,46,,,34.0,,,,9.0,,28,8.0,36,8.0,,12.0,7.0,9.0,80,6.0,28.0,11.0,52,8.0,71,37.0,108,1.0,11,9.0,2,13,4.0,8,16,2.0,5.0,,2.0,29,1.0,9.0,51,78,9.0,6.0,23,2.0,4.0,16,2.0,,,9.0,,,20,12.0,1.0,7.0,20,10.0,,51,291,6.0,,0.7578947368421053,0.9230769230769231,,,,,,0.5337078651685393,0.7777777777777778,0.5217391304347826,0.5337078651685393,0.7777777777777778,0.5217391304347826,0.5513513513513514,0.7857142857142857,0.5425531914893617,,,0.05056179775280899,0.0847457627118644,0.0975609756097561,,,18.5121107266436,0.4482758620689655,0.16666666666666666,0.13402061855670103,0.07650273224043716,0.10891089108910891,0.05217391304347826,0.12883435582822086,0.07068607068607069,0.1188118811881188,0.09473684210526316,0.043478260869565216,0.12612612612612611,0.17117117117117117,0.1144578313253012,0.1044776119402985,0.11764705882352941,0.013513513513513514,0.5,0.33146067415730335,0.8135593220338984,0.8888888888888888,0.6458333333333334,0.2303370786516854,0.4634146341463415,0.5135135135135135,0.7894736842105263,0.43820224719101125,0.358974358974359,0.358974358974359,0.9285714285714286,,,,,,,,,0.7037037037037037,0.8947368421052632,0.058823529411764705,,,,,0.21739130434782608,1.0,,,,,0.33146067415730335,,0.46204719101123587,0.5367666666666667,0.4521217391304347,0.04864864864864865,0.04864864864864865,,0.21568627450980393,0.25,10.128089887640453,,0.281431334622824,,,,0.041176470588235294,0.08695652173913043,3.0,2.0,5.0,0.15,,,,,,,True,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,108169.0,1803,-179,3577,3599,1028,1368,433,7176,67,128,12.0,19.0,22.0,40.0,29.0,79.0,69.0,159,28.0,73.0,6.0,6.0,24.0,50.0,136.0,10.0,20.0,11.0,33.0,165,366,78.0,209.0,46,610,3956,21.0,41.0,12.0,26.0,3.0,81.0,38,92,17.0,57.0,13.0,140,158,172,222.0,12.0,14.0,1.0,135.0,50.0,32.0,2.0,42,24.0,66,17.0,7.0,21.0,6.0,15.0,156,7.0,26.0,46.0,131,22.0,199,34.0,233,10.0,38,23.0,15,37,2.0,23,38,5.0,14.0,5.0,13.0,75,1.0,17.0,76,128,1.0,10.0,68,2.0,7.0,66,6.0,,,34.0,,2.0,35,23.0,6.0,6.0,37,19.0,,140,1028,10.0,2.0,0.47878787878787876,0.5,0.9487179487179487,0.37320574162679426,0.46153846153846156,0.2982456140350877,0.375,0.45081967213114754,0.5121951219512195,0.41304347826086957,0.49043478260869566,0.582089552238806,0.4261744966442953,0.5041322314049587,0.5955882352941176,0.445859872611465,0.3634782608695652,0.009569377990430622,0.08743169398907104,0.1640625,0.12658227848101267,0.006289308176100629,0.007352941176470588,16.703512650454435,0.49333333333333335,0.15602836879432624,0.10250391236306729,0.020850040096230954,0.12398921832884097,0.014861995753715499,0.10733778047301394,0.01920838183934808,0.01904761904761905,0.01791044776119403,0.013192612137203167,0.06329113924050633,0.07784431137724551,0.14571948998178508,0.11764705882352941,0.13533834586466165,0.034129692832764506,0.5135135135135135,0.22260869565217392,0.5234375,0.6261682242990654,0.4626865671641791,0.1373913043478261,0.3670886075949367,0.42028985507246375,0.1724137931034483,0.27652173913043476,0.4339622641509434,0.43670886075949367,0.6231884057971014,0.12695652173913044,0.3835616438356164,0.3888888888888889,1.0,0.23652173913043478,0.36764705882352944,0.37037037037037035,0.92,0.2835820895522388,0.631578947368421,0.25,0.08955223880597014,0.29850746268656714,0.5,1.0,0.2684563758389262,0.55,0.1610738255033557,0.25,0.2214765100671141,0.3333333333333333,0.5860869565217391,0.37037037037037035,0.5073593368237347,0.503175,0.5095204081632654,0.05638474295190713,0.08629441624365482,,0.13278688524590163,0.22950819672131148,10.519945355191258,25.37799043062201,0.28739166899636565,,2.0,,0.024390243902439025,0.021739130434782608,1.0,,1.0,0.011494252873563218,2.0,2.0,0.0136986301369863,0.3333333333333333,1.0,,True,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,54948.0,916,-62,1791,1822,499,702,238,3613,69,106,34.0,54.0,13.0,27.0,6.0,21.0,13.0,45,,,,,,2.0,6.0,,1.0,2.0,4.0,88,172,2.0,6.0,49,231,1978,37.0,58.0,,1.0,24.0,98.0,21,49,2.0,4.0,20.0,68,94,82,6.0,,60.0,,6.0,2.0,9.0,,42,14.0,56,10.0,4.0,18.0,2.0,22.0,126,27.0,81.0,31.0,113,19.0,163,110.0,273,5.0,29,15.0,14,22,4.0,15,16,1.0,7.0,,2.0,38,6.0,13.0,67,118,13.0,6.0,82,11.0,15.0,69,11.0,,,31.0,,9.0,32,15.0,1.0,16.0,32,19.0,,68,499,18.0,9.0,0.5340909090909091,0.8103448275862069,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5116279069767442,0.6379310344827587,0.42857142857142855,0.5112359550561798,0.6271186440677966,0.4528301886792453,0.5579710144927537,0.6712328767123288,0.53125,0.033707865168539325,,0.05232558139534884,0.04716981132075472,0.14285714285714285,0.022222222222222223,,11.864406779661017,0.5789473684210527,0.2923076923076923,0.17767295597484276,0.1187683284457478,0.15897435897435896,0.135678391959799,0.17328519855595667,0.12258796821793416,0.15695067264573992,0.11363636363636363,0.11042944785276074,0.18181818181818182,0.2011173184357542,0.1601423487544484,0.14634146341463414,0.18055555555555555,0.0641025641025641,0.59375,0.5955056179775281,0.6509433962264151,0.6831683168316832,0.4927536231884058,0.11797752808988764,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.25280898876404495,0.28888888888888886,0.29545454545454547,0.8461538461538461,,,,,0.033707865168539325,0.3333333333333333,0.3333333333333333,1.0,0.9152542372881356,0.6296296296296297,0.14705882352941177,,0.01694915254237288,,,0.5094339622641509,0.48148148148148145,,,0.07547169811320754,0.5,0.6292134831460674,0.3333333333333333,0.5184643258426965,0.5755067307692309,0.48891886792452827,0.15656565656565657,0.16145833333333334,,0.42424242424242425,0.2943722943722944,6.455232558139534,26.033333333333335,0.2786152987158012,,,,0.09187279151943463,0.25,2.0,2.0,7.0,0.047619047619047616,,,,,,1.0,True,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,10587.0,176,-45,344,351,134,160,42,695,16,28,2.0,7.0,4.0,10.0,3.0,10.0,3.0,10,,,,,,,8.0,,1.0,,4.0,22,48,,8.0,6,50,388,2.0,7.0,,1.0,2.0,6.0,6,14,,4.0,4.0,16,32,12,,,4.0,,8.0,,7.0,,7,6.0,13,5.0,1.0,5.0,,2.0,32,2.0,14.0,10.0,14,4.0,28,16.0,44,1.0,7,5.0,2,3,1.0,3,4,,,,2.0,7,1.0,2.0,9,23,5.0,1.0,6,1.0,,8,,,,4.0,,,11,10.0,,1.0,11,8.0,1.0,16,134,4.0,,0.7272727272727273,0.8,,,,,,0.4583333333333333,0.2857142857142857,0.42857142857142855,0.39285714285714285,0.25,0.3333333333333333,0.4166666666666667,0.3,0.38095238095238093,0.14285714285714285,,0.14583333333333334,0.21428571428571427,0.1,,,17.048346055979643,0.42857142857142855,0.23529411764705882,0.12280701754385964,0.1076923076923077,0.2631578947368421,0.046511627906976744,0.15789473684210525,0.09248554913294797,0.10256410256410256,0.16666666666666666,0.058823529411764705,0.14285714285714285,0.10344827586206896,0.11627906976744186,0.32,0.15384615384615385,0.037037037037037035,0.7272727272727273,0.5,0.5714285714285714,0.7272727272727273,0.625,0.17857142857142858,0.3,0.3333333333333333,1.0,0.17857142857142858,0.3,0.3,1.0,,,,,0.14285714285714285,,,,0.875,0.2857142857142857,,,0.125,,,0.5555555555555556,0.4,,,0.2222222222222222,,0.6428571428571429,,0.4947303571428573,0.5639214285714286,0.4825083333333333,0.06666666666666667,0.07692307692307693,,0.12,0.32,6.029166666666668,26.349999999999998,0.38953488372093026,,,,0.08196721311475409,,,,,,,,,,,,True,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,33080.0,551,-61,1107,1112,259,270,135,2219,56,120,24.0,48.0,11.0,20.0,30.0,86.0,13.0,24,,,,,,,,,,,,99,230,,,46,244,1193,32.0,58.0,,,5.0,69.0,19,41,,,19.0,57,106,92,,,40.0,,,,31.0,,20,6.0,26,5.0,1.0,15.0,,5.0,58,5.0,51.0,16.0,64,3.0,83,57.0,140,12.0,12,9.0,3,11,2.0,5,18,2.0,6.0,1.0,3.0,29,,8.0,88,116,4.0,6.0,69,6.0,8.0,71,9.0,,,36.0,,4.0,39,25.0,1.0,13.0,39,26.0,3.0,57,259,5.0,4.0,0.5353535353535354,0.6708860759493671,,,,,,0.43043478260869567,0.5517241379310345,0.4634146341463415,0.43043478260869567,0.5517241379310345,0.4634146341463415,0.4674329501915709,0.5390625,0.5277777777777778,,,0.13478260869565217,0.21666666666666667,0.05813953488372093,,,22.979397781299525,0.3793103448275862,0.07894736842105263,0.1641025641025641,0.12378640776699029,0.13793103448275862,0.03875968992248062,0.15810276679841898,0.10351201478743069,0.17567567567567569,0.1297709923664122,0.049019607843137254,0.175,0.18888888888888888,0.14444444444444443,0.17333333333333334,0.07317073170731707,0.12121212121212122,0.6666666666666666,0.5217391304347826,0.4666666666666667,0.5957446808510638,0.5714285714285714,0.3739130434782609,0.3488372093023256,0.37037037037037035,0.36666666666666664,0.10434782608695652,0.5416666666666666,0.5416666666666666,0.7692307692307693,,,,,,,,,0.8275862068965517,0.5,0.125,,,,,0.4878048780487805,0.55,,,,,0.5217391304347826,,0.5075017391304347,0.5779019607843138,0.5058146341463414,0.14007782101167315,0.14007782101167315,,0.2827868852459016,0.2336065573770492,5.366521739130436,,0.23396567299006324,,,,0.06015037593984962,,1.0,4.0,5.0,0.03571428571428571,,,,,,,True,
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,50141.0,836,-56,1657,1662,461,583,196,3319,41,72,10.0,18.0,14.0,22.0,10.0,23.0,19.0,53,6.0,8.0,2.0,,1.0,41.0,112.0,3.0,4.0,4.0,22.0,70,148,47.0,120.0,65,346,1873,13.0,26.0,4.0,6.0,9.0,47.0,23,47,4.0,23.0,27.0,85,70,70,141.0,,18.0,,112.0,41.0,15.0,2.0,37,19.0,56,16.0,3.0,15.0,7.0,15.0,131,20.0,26.0,49.0,134,27.0,210,49.0,259,7.0,18,15.0,3,20,4.0,14,23,1.0,6.0,2.0,8.0,43,5.0,14.0,52,78,2.0,7.0,59,3.0,1.0,77,7.0,,,35.0,,7.0,10,9.0,,1.0,10,6.0,,85,461,7.0,7.0,0.5,0.5737704918032787,1.0,0.39166666666666666,0.6666666666666666,0.17391304347826086,0.39166666666666666,0.47297297297297297,0.5,0.48936170212765956,0.5242537313432836,0.59375,0.4142857142857143,0.570957095709571,0.6351351351351351,0.5,0.44776119402985076,0.016666666666666666,0.10135135135135136,0.125,0.21739130434782608,0.018867924528301886,0.017857142857142856,18.453333333333333,0.46511627906976744,0.421875,0.2322357019064125,0.050387596899224806,0.2784090909090909,0.07905138339920949,0.24302788844621515,0.05981794538361508,0.03954802259887006,0.04794520547945205,0.06310679611650485,0.1881720430107527,0.22302158273381295,0.2698412698412698,0.2767857142857143,0.28125,0.05223880597014925,0.6,0.26865671641791045,0.5694444444444444,0.6507936507936508,0.4634146341463415,0.08582089552238806,0.43478260869565216,0.5555555555555556,0.3,0.19776119402985073,0.3584905660377358,0.36538461538461536,0.6842105263157895,0.029850746268656716,0.75,0.75,1.0,0.417910447761194,0.36607142857142855,0.37272727272727274,1.0,0.5625,0.5555555555555556,,0.0625,0.125,0.75,1.0,0.3142857142857143,0.6363636363636364,0.014285714285714285,,0.3142857142857143,0.18181818181818182,0.7164179104477612,0.36607142857142855,0.5240192164179105,0.5269071428571428,0.5013464285714286,0.11824324324324324,0.19886363636363635,,0.13583815028901733,0.24566473988439305,8.237837837837839,25.475000000000005,0.27821363910681957,,,,0.06217616580310881,0.14893617021276595,3.0,,,0.06666666666666667,1.0,,,0.5,1.0,,True,
2605,1610612754,Marquis Daniels,Marquis Daniels,2605,IND,31046.0,517,-30,1037,1041,282,400,136,2078,56,95,10.0,18.0,18.0,29.0,23.0,60.0,20.0,47,2.0,7.0,,1.0,1.0,5.0,21.0,,3.0,2.0,8.0,99,202,7.0,28.0,19,238,1097,15.0,27.0,,3.0,1.0,31.0,26,49,3.0,9.0,8.0,69,86,112,21.0,,12.0,1.0,20.0,5.0,12.0,1.0,24,9.0,33,7.0,2.0,12.0,5.0,7.0,75,4.0,16.0,12.0,34,3.0,49,21.0,70,5.0,23,15.0,8,19,1.0,9,12,3.0,10.0,,5.0,31,3.0,11.0,16,35,1.0,3.0,38,,7.0,28,10.0,,,15.0,,4.0,11,5.0,,6.0,11,6.0,,69,282,4.0,4.0,0.43434343434343436,0.46236559139784944,1.0,0.25,,0.3333333333333333,0.25925925925925924,0.4900990099009901,0.5555555555555556,0.5306122448979592,0.47608695652173916,0.5,0.5258620689655172,0.497907949790795,0.5,0.5476190476190477,0.12173913043478261,0.03571428571428571,0.0594059405940594,0.07368421052631578,0.08333333333333333,,0.047619047619047616,22.727272727272727,0.6129032258064516,0.07894736842105263,0.0947075208913649,0.04221635883905013,0.11214953271028037,0.03361344537815126,0.09871244635193133,0.040160642570281124,0.088,0.008771929824561403,0.031914893617021274,0.07758620689655173,0.11578947368421053,0.0945945945945946,0.136986301369863,0.058823529411764705,0.046296296296296294,0.5454545454545454,0.41304347826086957,0.5894736842105263,0.6363636363636364,0.5357142857142857,0.2608695652173913,0.38333333333333336,0.41818181818181815,0.21739130434782608,0.20434782608695654,0.425531914893617,0.425531914893617,0.4,0.030434782608695653,0.2857142857142857,0.2857142857142857,1.0,0.09130434782608696,0.23809523809523808,0.25,1.0,0.6,0.5555555555555556,0.1,,0.1,,,0.5,0.6206896551724138,0.017241379310344827,1.0,0.13793103448275862,0.25,0.5347826086956522,0.25,0.5046844978165939,0.5251711538461538,0.5282763157894736,0.06382978723404255,0.07246376811594203,,0.13025210084033614,0.28991596638655465,7.4490099009901005,25.889285714285712,0.2719382835101254,,,,0.02857142857142857,0.04,1.0,,,0.043478260869565216,,,,,,,True,
