EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,on,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips
101194,1610612741,Anthony Roberson,Anthony Roberson,101194,CHI,59.0,1,-2,2,2,2,4,1.0,1.0,1.0,2,1.0,1.0,2,1.0,50.0,1.0,1.0,1.0,0.516,0.516,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,44767.0,746,111,1458,1429,478,2887,9.0,3.0,13.0,1544,5.0,8.0,478,0.0575221238938053,19.35483870967742,0.0398230088495575,0.0476190476190476,0.5221238938053098,0.4856851111111111,0.4806862903225806,26.37692307692308,0.3278463648834019,399.0,194.0,58.0,105.0,21.0,37.0,13.0,31.0,13.0,27.0,34.0,81.0,1.0,4.0,1.0,2.0,2.0,105.0,213.0,3.0,99.0,318.0,26.0,48.0,15.0,67.0,24.0,58.0,1.0,42.0,93.0,144.0,66.0,9.0,30.0,1.0,2.0,16.0,74.0,12.0,86.0,11.0,1.0,42.0,6.0,26.0,184.0,18.0,48.0,1.0,25.0,96.0,13.0,134.0,67.0,201.0,8.0,22.0,15.0,7.0,24.0,6.0,17.0,23.0,3.0,7.0,7.0,47.0,3.0,16.0,49.0,88.0,2.0,4.0,6.0,108.0,12.0,11.0,116.0,14.0,48.0,17.0,12.0,11.0,1.0,12.0,7.0,1.0,1.0,93.0,8.0,17.0,0.6857142857142857,0.8,1.0,0.2307692307692307,0.2,0.25,0.4929577464788732,0.5416666666666666,0.4137931034482758,0.4845132743362831,0.5416666666666666,0.4047619047619047,0.5740072202166066,0.5877192982456141,0.5344827586206896,0.0751173708920187,0.1047619047619047,0.1111111111111111,0.0246913580246913,0.5106382978723404,0.3513513513513513,0.0227272727272727,0.1955193482688391,0.0909090909090909,0.1329787234042553,0.1267605633802817,0.1782032400589101,0.0985074626865671,0.0982658959537572,0.1047619047619047,0.08,0.1372549019607843,0.1,0.2263157894736842,0.2376237623762376,0.145,0.1438848920863309,0.1020408163265306,0.0833333333333333,0.5833333333333334,0.4646017699115044,0.5523809523809524,0.6170212765957447,0.5344827586206896,0.1194690265486725,0.4814814814814814,0.5416666666666666,0.6153846153846154,0.3584070796460177,0.419753086419753,0.430379746835443,0.9705882352941176,0.0176991150442477,0.25,0.25,1.0,0.2222222222222222,0.2222222222222222,1.0,0.7708333333333334,0.5675675675675675,0.1904761904761904,0.492063492063492,0.4193548387096774,0.0317460317460317,0.5,0.25,0.5135093023255815,0.1846153846153846,0.194331983805668,0.210691823899371,0.2924528301886792,8.182629107981219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,18252.0,304,-5,607,586,190,1193,1.0,,1.0,645,,,190,0.0098039215686274,19.501466275659823,0.0098039215686274,,0.4607843137254901,0.4948198019801979,0.4886173913043478,81.1,0.3130148270181219,160.0,72.0,35.0,46.0,6.0,11.0,8.0,12.0,4.0,18.0,10.0,37.0,,,,,,49.0,101.0,,35.0,133.0,6.0,15.0,2.0,14.0,10.0,23.0,,12.0,32.0,72.0,26.0,,6.0,1.0,,4.0,5.0,1.0,6.0,1.0,,2.0,,3.0,13.0,6.0,13.0,,13.0,34.0,5.0,52.0,19.0,71.0,,12.0,8.0,4.0,6.0,2.0,3.0,6.0,1.0,3.0,1.0,12.0,4.0,3.0,16.0,30.0,,,2.0,34.0,1.0,5.0,44.0,6.0,20.0,5.0,15.0,11.0,4.0,16.0,5.0,,1.0,32.0,3.0,5.0,0.7346938775510204,0.782608695652174,,,,,0.4851485148514851,0.4,0.4347826086956521,0.4803921568627451,0.4,0.4347826086956521,0.5495867768595041,0.4375,0.5333333333333333,0.0396039603960396,0.0434782608695652,0.1111111111111111,,0.5,0.3846153846153846,,0.1611374407582938,0.0599078341013824,0.1688311688311688,0.1153846153846153,0.1631944444444444,0.070631970260223,0.0441176470588235,0.054054054054054,0.0714285714285714,0.1470588235294117,0.0555555555555555,0.127906976744186,0.2083333333333333,0.1688311688311688,0.1833333333333333,0.1176470588235294,,0.3125,0.4509803921568627,0.7608695652173914,0.7954545454545454,0.7142857142857143,0.1764705882352941,0.2222222222222222,0.25,0.5,0.3627450980392157,0.2702702702702703,0.2702702702702703,0.9,,,,,,,,0.7333333333333333,0.5454545454545454,0.3333333333333333,0.5217391304347826,0.6666666666666666,,,,0.5234615384615384,0.1724137931034483,0.1739130434782608,0.1052631578947368,0.2406015037593984,8.281188118811881,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201189,1610612741,Aaron Gray,Aaron Gray,201189,CHI,371.0,6,-9,11,10,5,21,,,,15,,,5,,23.07692307692308,,,0.3333333333333333,0.3902666666666667,0.3862,,0.4545454545454545,4.0,2.0,,1.0,,1.0,,1.0,,2.0,,,,,,,,,3.0,,,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,0.5,,,,,0.3333333333333333,0.2,,,0.25,0.1666666666666666,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,,,1.0,,,1.0,,,,,0.3862,,,,,4.966666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2422,1610612741,John Salmons,John Salmons,2422,CHI,32301.0,538,40,1055,1031,390,2086,41.0,13.0,59.0,1149,18.0,41.0,390,0.3172043010752688,19.620774938169827,0.2204301075268817,0.2131147540983606,0.6129032258064516,0.5104333333333334,0.5080459016393442,24.574576271186437,0.3696682464454976,334.0,144.0,38.0,55.0,2.0,3.0,16.0,21.0,8.0,23.0,21.0,49.0,6.0,18.0,1.0,5.0,19.0,67.0,127.0,25.0,53.0,262.0,5.0,10.0,7.0,26.0,26.0,43.0,6.0,25.0,95.0,46.0,88.0,57.0,4.0,,19.0,9.0,12.0,10.0,22.0,8.0,2.0,9.0,1.0,2.0,54.0,1.0,8.0,1.0,18.0,37.0,2.0,57.0,10.0,67.0,5.0,14.0,10.0,4.0,15.0,1.0,5.0,9.0,3.0,10.0,3.0,24.0,2.0,6.0,15.0,34.0,,,1.0,41.0,1.0,,67.0,11.0,33.0,6.0,7.0,3.0,1.0,8.0,3.0,,1.0,95.0,6.0,5.0,0.3432835820895522,0.3538461538461538,0.76,0.423728813559322,0.3333333333333333,0.423728813559322,0.5275590551181102,0.5,0.6046511627906976,0.5618279569892473,0.6333333333333333,0.5737704918032787,0.6121495327102804,0.6842105263157895,0.625,0.0708661417322834,0.1272727272727272,0.0434782608695652,0.0204081632653061,0.625,0.0769230769230769,0.0294117647058823,0.1088235294117647,0.0207253886010362,0.1276595744680851,0.0093457943925233,0.1143451143451143,0.0182555780933062,0.0227272727272727,0.024390243902439,0.0174418604651162,,0.0384615384615384,0.08130081300813,0.125,0.1241379310344827,0.1274509803921568,0.1282051282051282,0.0595238095238095,0.375,0.2956989247311828,0.6909090909090909,0.7916666666666666,0.4210526315789473,0.1236559139784946,0.3478260869565217,0.3636363636363636,0.25,0.2634408602150537,0.4285714285714285,0.4375,0.238095238095238,0.0967741935483871,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.4634146341463415,0.4634146341463415,0.7368421052631579,0.2,0.6666666666666666,0.5,0.3442622950819672,0.7619047619047619,0.081967213114754,0.2,0.4634146341463415,0.4642833333333333,0.1586538461538461,0.2214765100671141,0.099236641221374,0.3625954198473282,8.760629921259843,1.0,1.0,,1.0,2.0,2.0,3.0,5.0,3.0,5.0,18.0,3.0,0.6,0.1333333333333333,0.5,0.2,0.6666666666666666,1.0,0.3846153846153846,,,,,,,,,,True,,,
1501,1610612741,Tim Thomas,Tim Thomas,1501,CHI,13300.0,222,71,426,422,134,848,32.0,13.0,36.0,427,14.0,32.0,134,0.4556962025316455,19.66873706004141,0.4050632911392405,0.4642857142857143,0.6455696202531646,0.5075740506329114,0.5239589285714285,25.06388888888889,0.3145539906103286,97.0,48.0,9.0,15.0,5.0,5.0,5.0,6.0,2.0,10.0,5.0,18.0,2.0,4.0,,1.0,12.0,16.0,43.0,14.0,12.0,86.0,7.0,11.0,,17.0,9.0,14.0,6.0,2.0,38.0,18.0,14.0,42.0,4.0,,12.0,2.0,5.0,6.0,11.0,4.0,2.0,4.0,1.0,,28.0,2.0,6.0,,4.0,24.0,3.0,31.0,8.0,39.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,9.0,1.0,4.0,13.0,25.0,,,1.0,13.0,,,16.0,2.0,9.0,,,,,,,,,38.0,1.0,,0.5625,0.6428571428571429,1.0,0.3888888888888889,0.4285714285714285,0.3888888888888889,0.3720930232558139,0.6363636363636364,0.6428571428571429,0.4683544303797468,0.7083333333333334,0.6428571428571429,0.5,0.7083333333333334,0.6551724137931034,0.0465116279069767,0.0666666666666666,0.1,,0.3333333333333333,0.25,,0.1509433962264151,0.0392156862745098,0.0677966101694915,0.037037037037037,0.128440366972477,0.038647342995169,0.0204081632653061,0.0285714285714285,0.0579710144927536,0.025,0.0714285714285714,0.1451612903225806,0.1290322580645161,0.1666666666666666,0.0454545454545454,0.1333333333333333,0.0212765957446808,,0.189873417721519,0.6,0.6428571428571429,0.5555555555555556,0.1265822784810126,0.2,0.2222222222222222,,0.2278481012658227,0.2777777777777778,0.2777777777777778,0.8,0.050632911392405,0.5,0.5,1.0,0.375,0.375,1.0,0.4166666666666667,1.0,0.2,0.2142857142857142,0.8333333333333334,0.0357142857142857,,0.375,0.5435687499999999,0.1046511627906976,0.18,0.1976744186046511,0.4418604651162791,10.006976744186048,,,,,,1.0,1.0,6.0,1.0,1.0,,,1.0,,,0.0833333333333333,1.0,1.0,0.4615384615384615,1.0,,,,,,,,,True,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,30960.0,516,80,998,980,313,1978,7.0,3.0,7.0,1066,3.0,3.0,313,0.0348258706467661,21.85886402753873,0.0348258706467661,0.0428571428571428,0.5124378109452736,0.498375888324873,0.4944608695652173,41.971428571428575,0.313627254509018,257.0,144.0,52.0,96.0,6.0,12.0,18.0,34.0,15.0,36.0,30.0,62.0,,,,,,97.0,194.0,,36.0,230.0,10.0,23.0,1.0,21.0,34.0,67.0,,21.0,89.0,54.0,140.0,,10.0,4.0,,21.0,60.0,22.0,82.0,15.0,7.0,26.0,4.0,30.0,186.0,3.0,14.0,,18.0,28.0,,46.0,17.0,63.0,7.0,12.0,7.0,5.0,25.0,5.0,13.0,8.0,,12.0,,33.0,3.0,12.0,7.0,18.0,,,3.0,45.0,,2.0,46.0,6.0,22.0,4.0,2.0,2.0,,2.0,2.0,,1.0,89.0,4.0,4.0,0.2783505154639175,0.2934782608695652,,,,,0.5,0.4347826086956521,0.5074626865671642,0.4825870646766169,0.4166666666666667,0.4857142857142857,0.5203619909502263,0.4375,0.55625,0.1082474226804123,0.15625,0.1388888888888889,0.0161290322580645,0.7575757575757576,,,0.0861538461538461,0.0389972144846796,0.1463414634146341,0.03125,0.1026785714285714,0.0373626373626373,0.037593984962406,0.044776119402985,0.0377358490566037,0.0434782608695652,,0.032,0.0985915492957746,0.1317829457364341,0.1222222222222222,0.2121212121212121,0.0921052631578947,1.0,0.4776119402985074,0.5416666666666666,0.6419753086419753,0.3076923076923077,0.1791044776119403,0.4166666666666667,0.4838709677419355,0.2666666666666666,0.308457711442786,0.4838709677419355,0.4918032786885246,0.2333333333333333,,,,,,,,0.5,0.5,,0.4857142857142857,0.5294117647058824,,,,0.4851578947368421,0.1013824884792626,0.1047619047619047,0.0913043478260869,0.3869565217391304,7.517525773195877,,,,,,,1.0,,,1.0,,,,,,0.0416666666666666,,,,,1.0,0.1428571428571428,0.1428571428571428,,,,,,True,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,32684.0,545,117,1070,1050,344,2120,46.0,13.0,69.0,1127,21.0,45.0,344,0.3556701030927835,18.78048780487805,0.2371134020618556,0.2203389830508474,0.4587628865979381,0.48365703125,0.4726368421052631,24.64347826086956,0.3214953271028037,317.0,144.0,11.0,20.0,1.0,1.0,5.0,8.0,7.0,15.0,36.0,90.0,11.0,23.0,5.0,8.0,19.0,54.0,125.0,30.0,20.0,218.0,5.0,7.0,1.0,17.0,19.0,38.0,10.0,8.0,76.0,42.0,66.0,69.0,,1.0,19.0,6.0,47.0,19.0,66.0,13.0,6.0,24.0,3.0,20.0,151.0,1.0,5.0,,9.0,32.0,2.0,43.0,6.0,49.0,1.0,27.0,15.0,12.0,17.0,6.0,10.0,10.0,1.0,7.0,,27.0,5.0,7.0,30.0,54.0,,,2.0,29.0,,4.0,27.0,2.0,8.0,3.0,9.0,5.0,4.0,9.0,3.0,,,76.0,3.0,3.0,0.3888888888888889,0.3888888888888889,0.7666666666666667,0.4347826086956521,0.4761904761904761,0.4411764705882353,0.432,0.7142857142857143,0.5,0.5103092783505154,0.6153846153846154,0.576271186440678,0.5245098039215687,0.6538461538461539,0.578125,0.048,0.15,,0.0333333333333333,0.6296296296296297,0.0689655172413793,,0.0864864864864864,0.0128865979381443,0.0671641791044776,0.0096153846153846,0.0813492063492063,0.0121951219512195,0.0085470085470085,,0.0207253886010362,,0.0303030303030303,0.0492957746478873,0.1333333333333333,0.0980392156862745,0.058252427184466,0.0967741935483871,0.0098039215686274,0.3333333333333333,0.1030927835051546,0.55,0.6470588235294118,0.6363636363636364,0.0773195876288659,0.4666666666666667,0.4666666666666667,,0.4639175257731959,0.4,0.4137931034482758,0.3888888888888889,0.1185567010309278,0.4782608695652174,0.4782608695652174,1.0,0.4130434782608695,0.4130434782608695,0.631578947368421,0.0769230769230769,1.0,1.0,0.135593220338983,0.625,0.135593220338983,0.625,0.4222222222222222,0.4764166666666666,0.044776119402985,0.0610687022900763,0.0779816513761468,0.3486238532110092,14.712800000000003,,,,1.0,1.0,1.0,5.0,5.0,2.0,6.0,21.0,,0.3333333333333333,0.0769230769230769,1.0,0.3846153846153846,0.2,1.0,0.3846153846153846,,,,,4.0,1.0,1.0,0.0142857142857142,,True,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,30588.0,510,95,1016,983,345,1999,53.0,21.0,68.0,1061,24.0,53.0,345,0.3022222222222222,24.28694900605013,0.2355555555555555,0.2560975609756097,0.4711111111111111,0.4805115555555555,0.4500371951219512,25.023529411764702,0.3395669291338583,280.0,128.0,22.0,38.0,2.0,4.0,7.0,11.0,11.0,29.0,45.0,90.0,4.0,15.0,1.0,3.0,26.0,78.0,157.0,30.0,54.0,300.0,4.0,11.0,7.0,36.0,28.0,58.0,9.0,25.0,108.0,64.0,92.0,63.0,4.0,,26.0,9.0,28.0,6.0,34.0,4.0,2.0,20.0,3.0,5.0,74.0,1.0,6.0,1.0,22.0,19.0,3.0,44.0,8.0,52.0,6.0,15.0,9.0,6.0,19.0,,11.0,10.0,1.0,8.0,4.0,29.0,2.0,8.0,13.0,30.0,,,5.0,47.0,1.0,,62.0,4.0,25.0,5.0,3.0,2.0,1.0,3.0,2.0,,,108.0,2.0,5.0,0.4102564102564102,0.4210526315789473,0.7,0.4411764705882353,0.375,0.4411764705882353,0.4968152866242038,0.3636363636363636,0.4827586206896552,0.5466666666666666,0.725,0.5060975609756098,0.5912698412698413,0.75,0.5638297872340425,0.0573248407643312,0.131578947368421,0.1379310344827586,,0.6551724137931034,0.1363636363636363,0.0303030303030303,0.0560471976401179,0.0167597765363128,0.1732283464566929,0.0101010101010101,0.0879828326180257,0.0153172866520787,0.0087719298245614,0.0422535211267605,0.0115606936416184,0.0140845070422535,,0.0220588235294117,0.0606060606060606,0.0875912408759124,0.1720430107526881,0.1764705882352941,0.058252427184466,0.6666666666666666,0.1688888888888889,0.5789473684210527,0.6666666666666666,0.5454545454545454,0.1288888888888889,0.3793103448275862,0.44,0.1818181818181818,0.4,0.5,0.5,0.4,0.0666666666666666,0.2666666666666666,0.2666666666666666,0.75,0.490566037735849,0.5,0.6923076923076923,0.2,0.5,0.5,0.1341463414634146,0.6363636363636364,0.0365853658536585,0.3333333333333333,0.490566037735849,0.4500625,0.1052631578947368,0.1404494382022472,0.12,0.36,12.637579617834396,,,,1.0,2.0,6.0,7.0,8.0,7.0,9.0,27.0,,0.7777777777777778,0.1,0.5,0.35,0.8571428571428571,0.6666666666666666,0.3809523809523809,,1.0,0.0147058823529411,0.0188679245283018,3.0,1.0,,0.0144927536231884,,True,,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,16267.0,271,65,511,515,135,1026,,,,543,,,135,,13.45514950166113,,,0.8813559322033898,0.5636186440677966,0.5459,,0.2641878669275929,101.0,77.0,32.0,52.0,15.0,22.0,6.0,8.0,1.0,7.0,,,,,,,,33.0,59.0,,25.0,91.0,16.0,25.0,4.0,36.0,6.0,9.0,,9.0,21.0,36.0,30.0,,26.0,,,9.0,11.0,1.0,12.0,1.0,,5.0,,6.0,25.0,5.0,29.0,,20.0,38.0,3.0,61.0,34.0,95.0,5.0,7.0,5.0,2.0,2.0,,,5.0,,2.0,,7.0,2.0,2.0,11.0,16.0,,1.0,2.0,22.0,1.0,1.0,32.0,2.0,15.0,2.0,11.0,9.0,2.0,12.0,10.0,2.0,1.0,21.0,,1.0,0.5454545454545454,0.9,,,,,0.559322033898305,0.64,0.6666666666666666,0.559322033898305,0.64,0.6666666666666666,0.6148648648648649,0.6666666666666666,0.75,0.1525423728813559,0.1346153846153846,0.2857142857142857,,0.2857142857142857,0.2,,0.2196531791907514,0.1487179487179487,0.3076923076923077,0.1219512195121951,0.2436974789915966,0.1440677966101695,0.2571428571428571,0.073170731707317,0.0952380952380952,0.125,0.1111111111111111,0.2424242424242424,0.125,0.24,0.3333333333333333,0.2608695652173913,0.2941176470588235,0.8333333333333334,0.8813559322033898,0.6153846153846154,0.7111111111111111,0.5625,0.1186440677966101,0.1428571428571428,0.2,,,,,,,,,,,,,0.88,0.6818181818181818,0.1333333333333333,0.8888888888888888,0.75,,,,0.5599416666666667,0.2083333333333333,0.2083333333333333,0.3956043956043956,0.2307692307692307,0.7576271186440678,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,
