EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,LostBallTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,PenaltyFg3Pct,DefFTReboundPct,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,FTOffRebounds,SelfOReb,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,Technical Free Throw Trips,on,HeaveMakes,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,11388.0,190,-28,353,355,128.0,168,36,708,17.0,27.0,2.0,3.0,2.0,7.0,7.0,19.0,16.0,30.0,2.0,3.0,3.0,16.0,4.0,40.0,76.0,5.0,19.0,22.0,117.0,417,3.0,6.0,2.0,8.0,12.0,25.0,4.0,14.0,38.0,24.0,56.0,12.0,3.0,2.0,2.0,14.0,3.0,5.0,1.0,11.0,7.0,18.0,3.0,4.0,8.0,2.0,1.0,43.0,3.0,1.0,4.0,12.0,16.0,4.0,20,8.0,6.0,2.0,3.0,4.0,3.0,7.0,1.0,10.0,4.0,4.0,13.0,2.0,27.0,1.0,29.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,38.0,128.0,3.0,2.0,0.3,0.3076923076923077,0.8,0.2631578947368421,0.29411764705882354,0.5263157894736842,0.5,0.48,0.5,0.5,0.41379310344827586,0.536697247706422,0.5714285714285714,0.5,0.2,0.05263157894736842,0.06578947368421052,0.14814814814814814,0.05263157894736842,0.0625,30.357142857142858,0.3,0.1111111111111111,0.009174311926605505,0.0975609756097561,0.05660377358490566,0.10738255033557047,0.024691358024691357,0.029411764705882353,0.02702702702702703,0.125,0.05714285714285714,0.15151515151515152,0.125,0.12903225806451613,0.28421052631578947,0.6296296296296297,0.7391304347826086,0.35294117647058826,0.2,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.3157894736842105,0.5333333333333333,0.5333333333333333,0.3125,0.031578947368421054,0.6666666666666666,0.6666666666666666,1.0,0.16842105263157894,0.1875,0.2,0.6666666666666666,0.5,0.6666666666666666,0.2413793103448276,0.2857142857142857,0.13793103448275862,0.4842105263157895,0.21428571428571427,0.4735994623655914,0.45762500000000006,0.44080185185185183,0.12149532710280374,0.13636363636363635,0.05263157894736842,0.06837606837606838,0.3247863247863248,9.905263157894737,29.100000000000005,0.3626062322946176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201146,1610612751,Yi Jianlian,Yi Jianlian,201146,NJN,6064.0,101,10,189,193,76.0,89,21,382,3.0,6.0,,,2.0,2.0,3.0,4.0,2.0,9.0,1.0,3.0,3.0,7.0,3.0,8.0,19.0,4.0,10.0,16.0,44.0,210,1.0,2.0,4.0,6.0,4.0,7.0,4.0,10.0,24.0,12.0,4.0,12.0,,,,7.0,3.0,1.0,,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,1.0,1.0,5.0,14.0,21.0,2.0,23,2.0,1.0,1.0,5.0,1.0,2.0,3.0,,8.0,,8.0,14.0,,10.0,,18.0,,5.0,,4.0,3.0,2.0,3.0,2.0,24.0,76.0,3.0,4.0,0.75,0.75,1.0,0.4,0.4,0.42105263157894735,0.5,0.5714285714285714,0.4827586206896552,0.5,0.6363636363636364,0.5789473684210527,0.75,0.7058823529411765,0.3448275862068966,,0.05263157894736842,0.16666666666666666,,,21.49532710280374,0.625,0.22950819672131148,0.01694915254237288,0.21739130434782608,0.041666666666666664,0.2261904761904762,0.024096385542168676,0.0625,,0.125,0.23809523809523808,0.3,0.15,0.3125,0.20689655172413793,0.5,0.6,1.0,0.13793103448275862,0.75,0.75,0.6666666666666666,0.3103448275862069,0.2222222222222222,0.2222222222222222,0.5,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.2413793103448276,0.42857142857142855,0.42857142857142855,1.0,,,0.18181818181818182,1.0,0.2727272727272727,0.5517241379310345,0.42857142857142855,0.4875948275862068,0.4534,0.47769999999999996,0.14705882352941177,0.20833333333333334,,0.13636363636363635,0.5454545454545454,10.463157894736844,24.4,0.4021164021164021,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.09090909090909091,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201157,1610612751,Sean Williams,Sean Williams,201157,NJN,21981.0,366,-21,684,698,231.0,305,78,1382,23.0,37.0,11.0,17.0,4.0,8.0,6.0,25.0,1.0,10.0,,,,,,30.0,72.0,,,20.0,80.0,766,11.0,22.0,4.0,26.0,7.0,18.0,,10.0,24.0,28.0,32.0,,,18.0,,,,8.0,,10.0,3.0,13.0,3.0,,4.0,1.0,5.0,29.0,8.0,22.0,12.0,26.0,45.0,34.0,79,7.0,6.0,1.0,8.0,2.0,5.0,12.0,1.0,20.0,7.0,38.0,72.0,6.0,41.0,11.0,32.0,,15.0,,2.0,29.0,20.0,29.0,7.0,24.0,231.0,9.0,1.0,0.4666666666666667,0.6666666666666666,,,,0.4166666666666667,0.5,0.3888888888888889,0.4166666666666667,0.5,0.3888888888888889,0.45977011494252873,0.52,0.5,,,0.1111111111111111,0.16216216216216217,0.08,,13.860103626943006,0.4,0.12206572769953052,0.09691629955947137,0.14814814814814814,0.08333333333333333,0.1292517006802721,0.09287925696594428,0.06666666666666667,0.05555555555555555,0.16666666666666666,0.12,0.12280701754385964,0.12345679012345678,0.1896551724137931,0.5138888888888888,0.6216216216216216,0.7419354838709677,0.43478260869565216,0.3472222222222222,0.24,0.2608695652173913,0.5,0.1388888888888889,0.1,0.1,1.0,,,,,,,,,0.7727272727272727,0.6470588235294118,0.4444444444444444,0.5,,0.5138888888888888,,0.4873708333333333,0.5127210526315789,0.4675055555555556,0.17647058823529413,0.17647058823529413,,0.325,0.3,5.366666666666666,,0.33771929824561403,,,,,7.0,3.0,,9.0,6.0,8.0,17.0,,0.19444444444444445,0.5862068965517241,,,,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.13513513513513514,0.08602150537634409,0.043478260869565216,0.029411764705882353,,,,,,,,,,,,,,,,True,,,,,,,,
2039,1610612751,Keyon Dooling,Keyon Dooling,2039,NJN,12494.0,208,-31,386,390,126.0,153,45,776,9.0,15.0,,,2.0,4.0,5.0,9.0,4.0,18.0,3.0,5.0,8.0,17.0,3.0,18.0,42.0,11.0,22.0,10.0,79.0,433,1.0,1.0,,5.0,4.0,10.0,4.0,1.0,12.0,8.0,28.0,21.0,12.0,,,17.0,8.0,,,11.0,10.0,21.0,5.0,5.0,7.0,1.0,3.0,52.0,2.0,,2.0,8.0,10.0,2.0,12,12.0,6.0,6.0,4.0,2.0,3.0,3.0,,7.0,1.0,5.0,14.0,1.0,12.0,3.0,14.0,,7.0,,1.0,1.0,,1.0,,12.0,126.0,2.0,1.0,0.2222222222222222,0.2222222222222222,0.6363636363636364,0.5,0.5,0.42857142857142855,1.0,0.4,0.5390625,0.4166666666666667,0.39285714285714285,0.5642857142857143,0.4166666666666667,0.375,0.34375,,,,,,17.70114942528736,0.5714285714285714,0.07339449541284404,,0.04878048780487805,0.03508771929824561,0.06666666666666667,0.0106951871657754,,0.046511627906976744,,0.15,,0.046511627906976744,,0.234375,0.6,0.6,0.4444444444444444,0.140625,0.5555555555555556,0.5555555555555556,,0.28125,0.2222222222222222,0.2222222222222222,,0.078125,0.6,0.6,1.0,0.265625,0.47058823529411764,0.47058823529411764,0.5,,,0.2857142857142857,0.5,0.21428571428571427,0.578125,0.47058823529411764,0.49342890624999997,0.58545,0.47978928571428575,0.10144927536231885,0.14893617021276595,,0.06329113924050633,0.1518987341772152,10.433333333333332,24.88636363636364,0.32642487046632124,,1.0,1.0,1.0,,1.0,,,,,,0.25,,,0.07142857142857142,,0.3333333333333333,,,1.0,2.0,1.0,,,,,,,0.2,,1.0,5.0,1.0,5.0,0.2,0.8333333333333334,0.2,1.0,,,,,,,,True,,,,,,,,
2250,1610612751,Bobby Simmons,Bobby Simmons,2250,NJN,9496.0,158,-21,296,300,90.0,129,36,596,4.0,6.0,2.0,3.0,2.0,2.0,,1.0,4.0,7.0,10.0,14.0,4.0,11.0,1.0,8.0,14.0,14.0,25.0,5.0,63.0,352,2.0,4.0,2.0,9.0,2.0,2.0,8.0,3.0,22.0,12.0,4.0,36.0,6.0,2.0,,11.0,4.0,1.0,,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,,6.0,5.0,9.0,16.0,6.0,22,3.0,1.0,2.0,3.0,,3.0,3.0,,6.0,2.0,7.0,19.0,1.0,8.0,1.0,9.0,,3.0,1.0,,,,,,22.0,90.0,2.0,,0.75,0.8571428571428571,0.8571428571428571,0.56,0.56,0.5714285714285714,0.5,1.0,0.7435897435897436,0.7,0.95,0.7325581395348837,0.6428571428571429,0.9166666666666666,0.6410256410256411,,0.07142857142857142,,1.0,,14.454277286135692,0.5,0.10465116279069768,0.061855670103092786,0.13513513513513514,,0.11382113821138211,0.0425531914893617,0.1111111111111111,,,0.0625,0.12,0.13793103448275862,0.12,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.75,0.02564102564102564,,,,0.1794871794871795,0.5714285714285714,0.5714285714285714,0.75,0.358974358974359,0.7142857142857143,0.7142857142857143,0.9,0.28205128205128205,0.36363636363636365,0.36363636363636365,0.75,0.6,0.6666666666666666,0.2,1.0,0.1,0.7948717948717948,0.36363636363636365,0.5359448717948718,0.51391,0.57604,0.09302325581395349,0.17647058823529413,0.038461538461538464,0.14285714285714285,0.3492063492063492,9.678571428571429,24.171999999999997,0.30405405405405406,4.0,7.0,1.0,5.0,2.0,,1.0,1.0,2.0,,,0.625,0.125,,0.7,0.5714285714285714,1.0,,,,,,,,,,0.03333333333333333,0.05,0.16666666666666666,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.5,0.2,1.0,,True,,,,,,,,
2553,1610612751,Jarvis Hayes,Jarvis Hayes,2553,NJN,15255.0,254,-16,466,482,142.0,188,50,948,6.0,11.0,1.0,3.0,1.0,4.0,4.0,10.0,14.0,27.0,3.0,12.0,1.0,15.0,9.0,24.0,48.0,4.0,27.0,6.0,66.0,515,3.0,10.0,,6.0,6.0,15.0,16.0,2.0,17.0,30.0,18.0,9.0,3.0,,1.0,14.0,1.0,1.0,,7.0,2.0,9.0,1.0,1.0,4.0,2.0,1.0,20.0,,3.0,4.0,17.0,29.0,3.0,32,9.0,7.0,2.0,1.0,1.0,,4.0,1.0,5.0,1.0,11.0,21.0,1.0,8.0,,9.0,,5.0,,,1.0,1.0,1.0,,17.0,142.0,5.0,,0.625,0.625,0.75,0.14814814814814814,0.15384615384615385,0.5,0.3,0.4,0.4,0.2727272727272727,0.24193548387096775,0.4177215189873418,0.2727272727272727,0.265625,0.36,,0.020833333333333332,0.09090909090909091,,,16.030534351145036,0.2,0.10559006211180125,0.0196078431372549,0.07142857142857142,,0.0967741935483871,0.013452914798206279,,,,0.05357142857142857,0.05128205128205128,0.18181818181818182,0.04878048780487805,0.14666666666666667,0.5454545454545454,0.6,0.8333333333333334,0.13333333333333333,0.4,0.4,0.5,0.36,0.5185185185185185,0.5185185185185185,0.5714285714285714,0.16,0.25,0.25,1.0,0.2,0.06666666666666667,0.06666666666666667,,0.2727272727272727,0.3333333333333333,0.12903225806451613,0.25,0.2903225806451613,0.5066666666666667,0.07142857142857142,0.4757614864864865,0.43872,0.49805000000000005,0.06329113924050633,0.09615384615384616,,0.09090909090909091,0.25757575757575757,12.50625,25.296296296296298,0.30472103004291845,1.0,7.0,,1.0,8.0,1.0,,1.0,,,1.0,0.0625,0.32,1.0,0.22580645161290322,0.14285714285714285,,,,,1.0,,,,,,0.022222222222222223,0.02857142857142857,0.13333333333333333,,,1.0,,1.0,,0.09090909090909091,,,,,,,,,,True,,,,,,,,
2734,1610612751,Devin Harris,Devin Harris,2734,NJN,13193.0,220,3,417,426,112.0,185,40,843,28.0,46.0,,3.0,11.0,17.0,8.0,18.0,11.0,30.0,,,9.0,20.0,11.0,47.0,94.0,9.0,20.0,47.0,168.0,477,1.0,6.0,,2.0,17.0,27.0,11.0,15.0,64.0,22.0,72.0,6.0,21.0,,1.0,19.0,9.0,10.0,,28.0,9.0,37.0,6.0,3.0,16.0,3.0,9.0,83.0,,3.0,4.0,14.0,18.0,3.0,21,9.0,2.0,7.0,11.0,4.0,5.0,5.0,,16.0,3.0,7.0,11.0,,43.0,3.0,57.0,,26.0,1.0,4.0,,,,,64.0,112.0,2.0,4.0,0.23404255319148937,0.23404255319148937,0.2222222222222222,0.45,0.47368421052631576,0.5,0.16666666666666666,0.6296296296296297,0.5307017543859649,0.16666666666666666,0.6447368421052632,0.6058394160583942,0.16666666666666666,0.7,0.17543859649122806,,0.10638297872340426,0.1956521739130435,0.05555555555555555,,33.116883116883116,0.6875,0.10606060606060606,0.022900763358778626,0.0851063829787234,,0.1005586592178771,0.01675977653631285,,,,0.046511627906976744,0.08823529411764706,0.16363636363636364,0.0967741935483871,0.40350877192982454,0.6086956521739131,0.7567567567567568,0.32142857142857145,0.15789473684210525,0.4444444444444444,0.47058823529411764,0.125,0.2631578947368421,0.36666666666666664,0.36666666666666664,0.09090909090909091,,,,,0.17543859649122806,0.45,0.45,0.2222222222222222,0.5,,0.4473684210526316,0.6470588235294118,0.2894736842105263,0.5789473684210527,0.47368421052631576,0.5012309734513274,0.45891666666666664,0.5031797297297298,0.20300751879699247,0.23214285714285715,0.047619047619047616,0.011904761904761904,0.38095238095238093,7.579787234042552,27.310000000000002,0.2685851318944844,,,5.0,5.0,,6.0,,,1.0,,,0.45454545454545453,,,,,0.45454545454545453,,1.0,,8.0,,,1.0,,,0.06666666666666667,,0.0625,0.021739130434782608,,,,,,,,,,,,,,,2.0,True,,,,,,,,
2239,1610612751,Trenton Hassell,Trenton Hassell,2239,NJN,4101.0,68,-4,130,133,45.0,76,14,263,3.0,3.0,2.0,2.0,3.0,3.0,,,2.0,7.0,,,,1.0,1.0,5.0,10.0,,1.0,2.0,12.0,152,2.0,2.0,,4.0,3.0,3.0,1.0,1.0,7.0,4.0,6.0,,,4.0,,1.0,,,,4.0,3.0,7.0,,3.0,1.0,1.0,2.0,17.0,1.0,1.0,2.0,2.0,4.0,2.0,6,1.0,1.0,,1.0,,1.0,,,1.0,1.0,2.0,3.0,,2.0,,3.0,,2.0,,,2.0,1.0,2.0,,7.0,45.0,1.0,,0.4,0.6666666666666666,,,,0.5,1.0,1.0,0.45454545454545453,1.0,0.75,0.5,1.0,0.875,0.09090909090909091,,,,,,9.090909090909092,1.0,0.05,0.023255813953488372,0.125,0.07692307692307693,0.07142857142857142,0.03571428571428571,,0.07692307692307693,,0.07142857142857142,,0.0625,,0.2727272727272727,1.0,1.0,,,,,,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,,,,,0.09090909090909091,,,,1.0,1.0,0.75,1.0,0.25,0.36363636363636365,,0.46293636363636365,0.5888,0.564825,0.16666666666666666,0.18181818181818182,,0.3333333333333333,0.5833333333333334,13.65,26.6,0.34615384615384615,,,,,,,,,,,1.0,,,0.5,,,,,,,1.0,1.0,,,1.0,,0.07142857142857142,,0.4,,,,,,,,,,,,,,,,,True,,,,,,,,
201583,1610612751,Ryan Anderson,Ryan Anderson,201583,NJN,9400.0,157,6,297,302,121.0,133,36,599,12.0,19.0,4.0,8.0,3.0,5.0,3.0,6.0,1.0,5.0,4.0,7.0,7.0,21.0,4.0,16.0,30.0,11.0,28.0,15.0,80.0,305,4.0,9.0,,8.0,3.0,8.0,9.0,9.0,27.0,22.0,10.0,33.0,,2.0,,21.0,7.0,7.0,,6.0,2.0,8.0,,2.0,6.0,,,18.0,1.0,5.0,7.0,19.0,37.0,7.0,44,7.0,6.0,1.0,3.0,1.0,,3.0,,6.0,2.0,11.0,21.0,1.0,13.0,1.0,18.0,,8.0,,2.0,,,,,27.0,121.0,5.0,2.0,0.6875,0.7333333333333333,1.0,0.39285714285714285,0.39285714285714285,0.5333333333333333,0.4444444444444444,0.375,0.5603448275862069,0.4444444444444444,0.5294117647058824,0.6060606060606061,0.4444444444444444,0.6136363636363636,0.4827586206896552,,0.23333333333333334,0.21052631578947367,0.5,,21.364985163204746,0.5,0.2261904761904762,0.05154639175257732,0.20588235294117646,0.02127659574468085,0.22033898305084745,0.041666666666666664,0.07692307692307693,0.02631578947368421,,0.2413793103448276,0.23809523809523808,0.20588235294117646,0.2,0.3275862068965517,0.631578947368421,0.8,0.6666666666666666,0.10344827586206896,0.5,1.0,0.6666666666666666,0.08620689655172414,0.2,0.2,1.0,0.1206896551724138,0.5714285714285714,0.5714285714285714,1.0,0.3620689655172414,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,0.5,0.29411764705882354,0.6,0.23529411764705882,0.8103448275862069,0.3333333333333333,0.540405172413793,0.5380857142857142,0.5223970588235294,0.125,0.2222222222222222,,0.1,0.3375,4.77,24.58571428571429,0.4074074074074074,4.0,5.0,,4.0,11.0,3.0,,2.0,1.0,,,0.4444444444444444,0.5789473684210527,,0.29411764705882354,0.8,,1.0,,1.0,2.0,,,,1.0,0.07692307692307693,0.058823529411764705,0.02702702702702703,0.2222222222222222,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,
201604,1610612751,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,NJN,3676.0,61,5,112,115,44.0,49,16,227,6.0,10.0,1.0,1.0,1.0,4.0,,3.0,,3.0,,1.0,,,,6.0,16.0,,1.0,2.0,14.0,112,1.0,1.0,,2.0,1.0,7.0,1.0,2.0,4.0,6.0,6.0,,,,,,,1.0,,4.0,3.0,7.0,1.0,2.0,3.0,,1.0,17.0,,1.0,2.0,3.0,5.0,1.0,6,3.0,1.0,2.0,2.0,,2.0,,,2.0,,2.0,3.0,,3.0,,2.0,,,,1.0,,,,,4.0,44.0,1.0,1.0,0.5,0.5,,,,0.375,1.0,0.14285714285714285,0.35294117647058826,1.0,0.125,0.3888888888888889,1.0,0.2222222222222222,0.058823529411764705,,0.0625,0.1,,,15.15151515151515,1.0,0.07692307692307693,0.02,0.1111111111111111,,0.08771929824561403,0.015873015873015872,,,,0.058823529411764705,0.16666666666666666,,0.08333333333333333,0.5882352941176471,0.6,0.6666666666666666,0.5,0.17647058823529413,,,,0.17647058823529413,,,,0.058823529411764705,,,,,,,,1.0,1.0,0.5,0.25,,0.6470588235294118,,0.5029382352941177,0.5243,0.47165625,,,,0.14285714285714285,0.2857142857142857,5.575,22.6,0.39285714285714285,,1.0,,,,,,,,,,,,,0.125,,,,,,,,,,,,,0.05555555555555555,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,
