EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,SecondChanceArc3FGM,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Corner3PctBlocked,HeaveMakes
101129,1610612748,Luther Head,Luther Head,101129,MIA,2750.0,46,-22.0,81,85,8.0,26.0,8.0,166,2.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,7.0,1.0,5.0,2.0,11,101,1.0,1.0,2.0,4.0,3.0,1.0,7.0,7.0,2.0,5.0,14.0,1.0,5.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,8.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.42857142857142855,0.375,0.4230769230769231,0.4166666666666667,15.909090909090908,1.0,0.16666666666666666,0.22727272727272727,0.030303030303030304,0.1724137931034483,0.023809523809523808,0.14285714285714285,0.2,0.2,0.25,0.16666666666666666,1.0,1.0,0.5,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.25,0.25,1.0,0.08333333333333333,1.0,0.5833333333333334,0.4966041666666667,0.5721,0.3871,0.07692307692307693,0.125,9.028571428571428,24.139999999999997,0.09876543209876543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200081,1610612748,Jamario Moon,Jamario Moon,200081,MIA,27100.0,452,-34.0,838,848,135.0,154.0,82.0,1686,17.0,25.0,1.0,2.0,22.0,8.0,15.0,1.0,33.0,25.0,49.0,19.0,48.0,10.0,117,941,2.0,6.0,38.0,12.0,54.0,33.0,14.0,17.0,3.0,6.0,37.0,2.0,40.0,8.0,64.0,4.0,68.0,15.0,12.0,6.0,5.0,9.0,10.0,28.0,12.0,12.0,5.0,135.0,0.76,0.76,0.9473684210526315,0.3958333333333333,0.3958333333333333,0.5102040816326531,0.5515463917525774,0.5742574257425742,0.4948453608247423,11.752136752136753,0.6666666666666666,0.5333333333333333,0.13559322033898305,0.007272727272727273,0.14583333333333334,0.01098901098901099,0.012345679012345678,0.09523809523809523,0.1111111111111111,0.18181818181818182,0.25773195876288657,0.68,0.7727272727272727,0.7647058823529411,0.020618556701030927,0.5,0.5,0.2268041237113402,0.15463917525773196,0.5333333333333333,0.5333333333333333,1.0,0.3402061855670103,0.2,0.7525773195876289,0.551629381443299,0.5498999999999999,0.4880181818181818,0.050505050505050504,0.09803921568627451,8.763265306122449,24.460416666666664,0.1610978520286396,1.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,11.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0,5.0,15.0,3.0,11.0,3.0,3.0,2.0,1.0,5.0,2.0,16.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,11.0,1.0,5.0,1.0,1.0,5.0,12.0,5.0,15.0,3.0,2.0,0.5,0.4,0.3333333333333333,0.3333333333333333,0.5,0.45454545454545453,0.5,0.5357142857142857,0.061224489795918366,0.12,0.1797752808988764,0.02247191011235955,0.008333333333333333,0.027777777777777776,0.15517241379310345,0.22580645161290322,0.4166666666666667,1.0,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.4,0.5,1.0,1.0,1.0,0.2,0.2727272727272727,0.3333333333333333,0.18181818181818182,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.042735042735042736,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,28430.0,474,-29.0,876,874,170.0,181.0,99.0,1750,10.0,15.0,,2.0,14.0,10.0,37.0,2.0,48.0,17.0,31.0,25.0,85.0,2.0,111,945,5.0,4.0,22.0,12.0,75.0,48.0,10.0,20.0,1.0,6.0,50.0,11.0,22.0,2.0,33.0,16.0,49.0,6.0,3.0,3.0,1.0,7.0,24.0,41.0,5.0,4.0,1.0,170.0,0.6470588235294118,0.6470588235294118,1.0,0.29411764705882354,0.29411764705882354,0.5483870967741935,0.4698275862068966,0.4703389830508475,0.7327586206896551,12.537612838515546,0.42857142857142855,0.06060606060606061,0.07407407407407407,0.04150943396226415,0.07542579075425791,0.0375,0.013157894736842105,0.06862745098039216,0.04878048780487805,0.09734513274336283,0.12931034482758622,0.6666666666666666,0.7142857142857143,0.8,0.017241379310344827,,,0.1206896551724138,0.31896551724137934,0.2702702702702703,0.2702702702702703,1.0,0.41379310344827586,0.2222222222222222,0.8620689655172413,0.5626086206896551,0.5889166666666666,0.5265428571428571,0.008547008547008548,0.03125,9.070967741935483,24.26705882352941,0.19406392694063926,2.0,3.0,,2.0,7.0,1.0,,4.0,15.0,3.0,1.0,6.0,3.0,4.0,2.0,12.0,1.0,1.0,10.0,2.0,7.0,,15.0,2.0,10.0,7.0,3.0,3.0,4.0,9.0,3.0,4.0,,2.0,1.0,,1.0,2.0,,,1.0,3.0,,1.0,,2.0,,3.0,,7.0,5.0,1.0,0.4,0.1,0.75,0.25,0.6666666666666666,0.17857142857142858,0.6,0.23333333333333334,0.06451612903225806,0.06666666666666667,0.07894736842105263,0.02962962962962963,0.06666666666666667,0.030612244897959183,0.05952380952380952,0.13333333333333333,,,0.5,0.5,0.42857142857142855,0.3125,0.3125,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.14285714285714285,,0.2857142857142857,,0.42857142857142855,0.16666666666666666,0.3125,0.10810810810810811,0.06306306306306306,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.03125,0.018518518518518517,0.02702702702702703,0.028169014084507043,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,True,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,157548.0,2626,32.0,4927,4923,992.0,1109.0,553.0,9850,82.0,172.0,37.0,81.0,98.0,17.0,47.0,3.0,264.0,164.0,351.0,114.0,311.0,148.0,818,5287,22.0,62.0,66.0,262.0,306.0,256.0,330.0,403.0,47.0,146.0,879.0,27.0,134.0,5.0,191.0,37.0,228.0,160.0,84.0,90.0,59.0,165.0,98.0,240.0,213.0,193.0,65.0,992.0,0.20121951219512196,0.2037037037037037,0.8947368421052632,0.3665594855305466,0.37623762376237624,0.4672364672364672,0.5060422960725075,0.5469798657718121,0.4697885196374622,16.302008608321376,0.5454545454545454,0.034013605442176874,0.0819571865443425,0.016138673042438732,0.08412483039348712,0.015803336259877086,0.030181086519114688,0.08196721311475409,0.07851239669421488,0.08471760797342193,0.2598187311178248,0.47674418604651164,0.543046357615894,0.14634146341463414,0.12235649546827794,0.4567901234567901,0.49333333333333335,0.14803625377643503,0.07099697885196375,0.3617021276595745,0.3617021276595745,0.9411764705882353,0.3987915407854985,0.05084745762711865,0.729607250755287,0.5283099693251532,0.51585,0.5242587719298246,0.100418410041841,0.1625,7.403418803418802,25.940514469453376,0.20133955754008526,2.0,15.0,18.0,34.0,45.0,1.0,3.0,9.0,97.0,19.0,16.0,52.0,11.0,37.0,9.0,55.0,30.0,19.0,61.0,68.0,185.0,36.0,97.0,31.0,73.0,42.0,31.0,137.0,9.0,52.0,76.0,75.0,11.0,31.0,17.0,18.0,4.0,31.0,16.0,4.0,28.0,7.0,1.0,7.0,,,,8.0,6.0,185.0,31.0,27.0,0.4090909090909091,0.3114754098360656,0.2972972972972973,0.4838709677419355,0.4152542372881356,0.47560975609756095,0.4435483870967742,0.5679012345679012,0.08831908831908832,0.12209302325581395,0.09027777777777778,0.01487603305785124,0.007989347536617843,0.01598173515981735,0.1044776119402985,0.05747126436781609,0.75,0.05405405405405406,0.45918367346938777,0.4787234042553192,0.4222222222222222,0.36742424242424243,0.36742424242424243,0.8865979381443299,0.2542372881355932,0.13333333333333333,,0.3333333333333333,1.0,0.3220338983050847,0.2764227642276423,0.5294117647058824,0.07317073170731707,0.3333333333333333,0.42276422764227645,0.3076923076923077,0.37890625,0.06723716381418093,0.22616136919315402,8.0,1.0,7.0,31.0,7.0,4.0,0.07407407407407407,0.007518796992481203,0.01411764705882353,0.011976047904191617,0.020588235294117647,0.42105263157894735,0.75,6.0,4.0,8.0,2.0,9.0,1.0,9.0,1.0,7.0,1.0,0.04081632653061224,0.022082018927444796,,,,,,,True,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,117417.0,1957,-9.0,3692,3698,767.0,860.0,417.0,7390,101.0,144.0,29.0,74.0,291.0,,,,,266.0,509.0,,,97.0,629,3966,,84.0,456.0,76.0,,,40.0,63.0,1.0,19.0,149.0,78.0,246.0,20.0,339.0,121.0,460.0,34.0,21.0,33.0,17.0,67.0,74.0,148.0,119.0,131.0,50.0,767.0,0.8571428571428571,0.9193548387096774,,,,0.5225933202357563,0.5225933202357563,0.5511463844797179,,15.181992337164752,0.4925373134328358,0.19230769230769232,0.20603015075376885,0.06055900621118013,0.19474969474969475,0.0687245195107746,0.1078167115902965,0.18004866180048662,0.26744186046511625,0.18223234624145787,0.2829076620825147,0.7013888888888888,0.8015873015873016,0.7722772277227723,0.14538310412573674,0.3918918918918919,0.4461538461538462,0.5717092337917485,,,,,,,0.2829076620825147,0.4548233791748526,0.4922549019607843,0.45196428571428565,0.09107468123861566,0.09107468123861566,11.15579567779961,,0.20774647887323944,25.0,35.0,17.0,24.0,136.0,,,,,,,,42.0,66.0,,108.0,43.0,,,32.0,118.0,,,27.0,23.0,18.0,5.0,20.0,40.0,73.0,13.0,34.0,4.0,16.0,12.0,11.0,14.0,20.0,10.0,5.0,18.0,19.0,,16.0,,,3.0,19.0,14.0,118.0,19.0,17.0,,,0.6363636363636364,0.5119047619047619,0.6363636363636364,0.5119047619047619,0.6524390243902439,0.5420560747663551,0.05304518664047151,0.125,0.16441441441441443,0.09324009324009325,0.030664395229982964,0.07590759075907591,0.16558441558441558,0.16176470588235295,0.7368421052631579,0.6896551724137931,0.46735395189003437,0.46735395189003437,0.9558823529411765,,,,0.5303030303030303,0.7142857142857143,0.2,,,,0.2857142857142857,0.7083333333333334,,,,,,0.17170111287758347,0.1875993640699523,,3.0,10.0,6.0,6.0,2.0,0.12162162162162163,0.0297029702970297,0.06060606060606061,0.1349206349206349,0.04672897196261682,,,24.0,36.0,,,8.0,,27.0,,,,,,2.0,1.0,5.0,,,,True,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,67255.0,1121,6.0,2101,2089,424.0,487.0,228.0,4190,92.0,164.0,51.0,104.0,205.0,6.0,11.0,1.0,31.0,233.0,473.0,20.0,42.0,88.0,614,2266,1.0,75.0,278.0,188.0,57.0,31.0,27.0,51.0,3.0,9.0,126.0,46.0,131.0,19.0,195.0,63.0,258.0,22.0,14.0,29.0,11.0,71.0,52.0,102.0,88.0,119.0,57.0,424.0,0.5965665236051502,0.6405529953917051,0.95,0.47619047619047616,0.47619047619047616,0.492600422832981,0.5106796116504855,0.5404929577464789,0.08155339805825243,26.962025316455698,0.4084507042253521,0.30158730158730157,0.18245125348189414,0.0659025787965616,0.1837160751565762,0.06494845360824743,0.09375,0.16942148760330578,0.1822429906542056,0.1946564885496183,0.31844660194174756,0.5609756097560976,0.6715328467153284,0.5217391304347826,0.20194174757281552,0.49038461538461536,0.5204081632653061,0.39805825242718446,0.021359223300970873,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.06019417475728155,0.017241379310344827,0.4,0.4738770873786408,0.49644883720930244,0.4518442528735631,0.10196779964221825,0.1102514506769826,9.901691331923889,24.604761904761908,0.20180866254164684,16.0,26.0,10.0,22.0,90.0,1.0,1.0,4.0,14.0,,2.0,8.0,31.0,57.0,1.0,75.0,31.0,3.0,12.0,21.0,92.0,3.0,14.0,37.0,24.0,17.0,7.0,15.0,17.0,45.0,8.0,42.0,8.0,18.0,22.0,15.0,6.0,4.0,13.0,,9.0,20.0,,14.0,,1.0,5.0,20.0,10.0,92.0,11.0,7.0,1.0,0.25,0.543859649122807,0.41333333333333333,0.5603448275862069,0.40804597701149425,0.5769230769230769,0.45544554455445546,0.07822410147991543,0.16463414634146342,0.1875,0.0625,0.0380952380952381,0.07,0.1907514450867052,0.1791044776119403,0.5,0.35294117647058826,0.43902439024390244,0.44776119402985076,0.8111111111111111,0.45161290322580644,0.45161290322580644,1.0,0.4482758620689655,0.6153846153846154,0.1875,1.0,1.0,,0.25287356321839083,0.45454545454545453,0.04597701149425287,0.25,0.09195402298850575,0.25,0.45161290322580644,0.12214983713355049,0.1498371335504886,,,20.0,2.0,9.0,4.0,0.057692307692307696,,0.08176100628930817,0.041666666666666664,0.09049773755656108,,,10.0,32.0,,3.0,9.0,,3.0,,,,0.01951219512195122,,1.0,1.0,1.0,,,,True,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,23561.0,393,4.0,705,721,108.0,135.0,90.0,1426,35.0,53.0,5.0,24.0,1.0,,,,,40.0,78.0,,,18.0,98,759,,10.0,46.0,34.0,,,11.0,16.0,2.0,6.0,37.0,37.0,54.0,5.0,82.0,48.0,130.0,5.0,5.0,10.0,5.0,20.0,37.0,69.0,46.0,35.0,16.0,108.0,0.575,0.8214285714285714,,,,0.5128205128205128,0.5128205128205128,0.5212765957446809,,13.91941391941392,0.5,0.2631578947368421,0.24107142857142858,0.13503649635036497,0.24838709677419354,0.13505747126436782,0.21518987341772153,0.20754716981132076,0.273972602739726,0.23469387755102042,0.6794871794871795,0.660377358490566,0.6862745098039216,0.5714285714285714,0.3076923076923077,0.20833333333333334,0.22727272727272727,0.01282051282051282,,,,,,,0.6794871794871795,0.498248717948718,0.5296272727272726,0.53531,0.17582417582417584,0.17582417582417584,2.669230769230769,,0.15319148936170213,13.0,22.0,4.0,8.0,,,,,,,,,15.0,26.0,,39.0,4.0,,,5.0,13.0,,,5.0,5.0,5.0,,3.0,10.0,23.0,,10.0,1.0,5.0,3.0,4.0,10.0,6.0,3.0,,3.0,15.0,,12.0,,1.0,2.0,15.0,10.0,13.0,5.0,4.0,,,0.5769230769230769,0.4,0.5769230769230769,0.4,0.609375,0.43333333333333335,0.0641025641025641,0.03773584905660377,0.26744186046511625,0.13513513513513514,0.06722689075630252,0.14285714285714285,0.2631578947368421,0.27586206896551724,0.6666666666666666,0.6,,,,,,,0.8461538461538461,0.5909090909090909,0.07692307692307693,,,,0.8,0.5,,,,,,0.3979591836734694,0.1326530612244898,,1.0,7.0,,4.0,,0.08333333333333333,0.034482758620689655,0.15789473684210525,0.12,0.21875,,,9.0,24.0,,,2.0,,12.0,,,,1.0,,1.0,,1.0,,,,True,,
979,1610612748,Jermaine O'Neal,Jermaine O'Neal,979,MIA,40503.0,675,25.0,1252,1242,233.0,228.0,129.0,2494,50.0,86.0,52.0,118.0,60.0,,,,,121.0,264.0,,,51.0,293,1347,,44.0,144.0,98.0,,,36.0,49.0,3.0,13.0,111.0,35.0,54.0,7.0,75.0,46.0,121.0,10.0,5.0,14.0,7.0,41.0,41.0,67.0,80.0,66.0,32.0,233.0,0.5950413223140496,0.631578947368421,,,,0.4583333333333333,0.4583333333333333,0.49829931972789115,,23.792613636363637,0.34146341463414637,0.23333333333333334,0.12244897959183673,0.08083140877598152,0.11826086956521739,0.0779896013864818,0.10483870967741936,0.10738255033557047,0.1592920353982301,0.11173184357541899,0.32575757575757575,0.5813953488372093,0.7246376811594203,0.76,0.44696969696969696,0.4406779661016949,0.46846846846846846,0.22727272727272727,,,,,,,0.32575757575757575,0.45496893939393945,0.49838846153846156,0.43428181818181816,0.1103448275862069,0.1103448275862069,7.94659090909091,,0.18610223642172524,9.0,19.0,7.0,12.0,19.0,,,,,,,,15.0,35.0,,34.0,19.0,,,11.0,49.0,,,26.0,13.0,9.0,4.0,20.0,10.0,14.0,5.0,27.0,3.0,7.0,3.0,8.0,5.0,17.0,6.0,,4.0,46.0,,40.0,,,6.0,46.0,26.0,49.0,4.0,4.0,,,0.42857142857142855,0.4318181818181818,0.42857142857142855,0.4318181818181818,0.4594594594594595,0.4803921568627451,0.09848484848484848,0.19767441860465115,0.1044776119402985,0.06944444444444445,0.07329842931937172,0.07407407407407407,0.11956521739130435,0.07142857142857142,0.5652173913043478,0.36538461538461536,0.31666666666666665,0.3275862068965517,0.7894736842105263,,,,0.5428571428571428,0.47368421052631576,0.4444444444444444,,,,0.2727272727272727,0.5833333333333334,,,,,,0.11604095563139932,0.16723549488054607,,1.0,2.0,1.0,10.0,3.0,0.059322033898305086,0.037037037037037035,0.06779661016949153,0.05555555555555555,0.017094017094017096,,,4.0,14.0,,,3.0,,5.0,,,,0.03333333333333333,,1.0,,3.0,,,,True,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,134083.0,2235,122.0,4240,4223,897.0,952.0,467.0,8463,279.0,419.0,72.0,152.0,466.0,8.0,31.0,8.0,153.0,547.0,1037.0,58.0,184.0,396.0,1664,4503,25.0,210.0,310.0,784.0,60.0,149.0,284.0,381.0,40.0,84.0,859.0,50.0,162.0,5.0,233.0,66.0,299.0,129.0,81.0,122.0,68.0,196.0,60.0,132.0,378.0,519.0,232.0,897.0,0.283363802559415,0.2919020715630885,0.3448275862068966,0.31521739130434784,0.32222222222222224,0.5274831243972999,0.5192465192465192,0.5711325966850829,0.1506961506961507,34.30183946488294,0.6224489795918368,0.04310344827586207,0.11448763250883393,0.034818941504178275,0.11875,0.03374870197300104,0.0585480093676815,0.0907258064516129,0.09268292682926829,0.15520628683693516,0.34316134316134317,0.665871121718377,0.7209302325581395,0.30824372759856633,0.12448812448812449,0.47368421052631576,0.4864864864864865,0.38165438165438165,0.025389025389025387,0.25806451612903225,0.25806451612903225,0.625,0.12530712530712532,0.06349206349206349,0.49385749385749383,0.4968438271604939,0.4958239130434783,0.4868906593406593,0.16642958748221906,0.1901639344262295,9.763452266152365,25.980978260869566,0.2115566037735849,33.0,52.0,55.0,93.0,196.0,3.0,3.0,12.0,50.0,17.0,19.0,56.0,56.0,101.0,9.0,164.0,108.0,22.0,68.0,125.0,407.0,114.0,50.0,38.0,97.0,70.0,27.0,160.0,15.0,66.0,48.0,74.0,13.0,54.0,32.0,14.0,7.0,11.0,49.0,14.0,42.0,62.0,7.0,32.0,1.0,6.0,24.0,69.0,37.0,407.0,18.0,30.0,0.36,0.3235294117647059,0.5544554455445545,0.5142857142857142,0.5515873015873016,0.5071942446043165,0.5912408759124088,0.5785714285714286,0.03664416586306654,0.07637231503579953,0.1306930693069307,0.030612244897959183,0.023291925465838508,0.028328611898016998,0.13352272727272727,0.12418300653594772,0.5362318840579711,0.1527777777777778,0.4206008583690987,0.4224137931034483,0.29591836734693877,0.32679738562091504,0.32894736842105265,0.3,0.4126984126984127,0.6346153846153846,0.30303030303030304,0.375,1.0,0.1349206349206349,0.3345323741007194,0.5913978494623656,0.04316546762589928,0.25,0.2014388489208633,0.3392857142857143,0.33557046979865773,0.0985576923076923,0.24459134615384615,6.0,1.0,19.0,24.0,8.0,3.0,0.02631578947368421,0.008849557522123894,0.0273972602739726,0.0364963503649635,0.03411131059245961,0.35294117647058826,0.5,25.0,32.0,4.0,,6.0,1.0,5.0,,2.0,6.0,0.004291845493562232,0.010752688172043012,1.0,1.0,1.0,1.0,0.005434782608695652,0.006535947712418301,True,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,52629.0,877,32.0,1652,1648,435.0,548.0,198.0,3300,12.0,20.0,6.0,21.0,72.0,28.0,64.0,4.0,150.0,35.0,113.0,87.0,214.0,19.0,350,1786,18.0,27.0,40.0,30.0,249.0,150.0,22.0,35.0,1.0,9.0,83.0,7.0,47.0,10.0,85.0,9.0,94.0,21.0,11.0,13.0,10.0,19.0,30.0,61.0,14.0,23.0,2.0,435.0,0.5714285714285714,0.6060606060606061,0.9540229885057471,0.40654205607476634,0.40654205607476634,0.30973451327433627,0.5061162079510704,0.5192878338278932,0.654434250764526,18.93617021276596,0.6842105263157895,0.16129032258064516,0.09161793372319688,0.013182674199623353,0.1031636863823934,0.010178117048346057,0.012422360248447204,0.10227272727272728,0.048484848484848485,0.12209302325581395,0.06116207951070336,0.6,0.8,0.6666666666666666,0.06422018348623854,0.2857142857142857,0.3333333333333333,0.22018348623853212,0.19571865443425077,0.4375,0.4375,1.0,0.45871559633027525,0.10526315789473684,0.7155963302752294,0.5081155963302751,0.48157399999999995,0.4908871794871794,0.012084592145015106,0.017391304347826087,13.507079646017699,24.747663551401867,0.26331719128329295,2.0,5.0,3.0,6.0,17.0,2.0,7.0,12.0,59.0,14.0,21.0,39.0,5.0,20.0,8.0,34.0,6.0,28.0,51.0,16.0,112.0,12.0,59.0,11.0,13.0,9.0,4.0,12.0,1.0,28.0,10.0,6.0,2.0,3.0,2.0,1.0,2.0,1.0,,1.0,6.0,3.0,,2.0,,,1.0,3.0,2.0,112.0,8.0,5.0,0.4444444444444444,0.5490196078431373,0.25,0.2222222222222222,0.4473684210526316,0.6153846153846154,0.4473684210526316,0.6511627906976745,0.09734513274336283,0.25,0.1308411214953271,0.00392156862745098,0.01195219123505976,0.0051813471502590676,0.12337662337662338,0.15,0.6666666666666666,0.3333333333333333,0.2361111111111111,0.2463768115942029,0.5882352941176471,0.3933333333333333,0.3959731543624161,0.9322033898305084,0.13157894736842105,0.4,,0.5,1.0,0.3684210526315789,0.07692307692307693,0.5,0.15384615384615385,0.5833333333333334,0.5,0.5384615384615384,0.3933333333333333,0.09714285714285714,0.32,6.0,1.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.019230769230769232,0.01680672268907563,,0.005208333333333333,0.42857142857142855,1.0,,4.0,,1.0,2.0,,1.0,,2.0,,0.041666666666666664,0.009259259259259259,1.0,,,1.0,0.004672897196261682,0.006666666666666667,True,,
