EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3Assists,LongMidRangeAssists,Loose Ball Fouls Drawn,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ShortMidRangeAssists,SelfOReb,LostBallSteals,Loose Ball Fouls,LongMidRangePctBlocked,SelfORebPct,SecondChanceArc3FGM,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,SecondChanceTurnovers,OffArc3ReboundPct,on,HeaveAttempts,BlockedCorner3,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes
1548,1610612748,Mark Blount,Mark Blount,1548,MIA,12427.0,207,8,385,388,152,128,33.0,773,5.0,6.0,2.0,3.0,1.0,1.0,5.0,14.0,9.0,31.0,4.0,8.0,1.0,2.0,1.0,3.0,7.0,19.0,1.0,3.0,8.0,19.0,51,11.0,27.0,8.0,79.0,410,3.0,5.0,1.0,3.0,2.0,11.0,7.0,15.0,4.0,11.0,3.0,29.0,20.0,18.0,33.0,6.0,19.0,7.0,3.0,1.0,3.0,4.0,3.0,1.0,11.0,2.0,8.0,7.0,20.0,4.0,31.0,10.0,41.0,1.0,1.0,10.0,4.0,4.0,6.0,2.0,14.0,4.0,9.0,17.0,1.0,11.0,2.0,13.0,1.0,6.0,1.0,7.0,4.0,1.0,2.0,7.0,6.0,1.0,1.0,29.0,152,6.0,1.0,0.5263157894736842,0.625,1.0,0.4074074074074074,0.3333333333333333,0.36363636363636365,0.4074074074074074,0.37254901960784315,0.6,0.4666666666666667,0.4551282051282051,0.5625,0.5,0.47023809523809523,0.6111111111111112,0.5,0.34615384615384615,0.058823529411764705,0.16666666666666666,0.14285714285714285,22.897196261682243,0.7142857142857143,0.2222222222222222,0.16,0.06837606837606838,0.1111111111111111,0.03225806451612903,0.14361702127659576,0.055865921787709494,0.12903225806451613,0.10714285714285714,0.017241379310344827,0.11764705882352941,0.225,0.06060606060606061,0.17307692307692307,0.15555555555555556,0.8571428571428571,0.07692307692307693,0.8333333333333334,1.0,0.4,0.1794871794871795,0.35714285714285715,0.4166666666666667,0.2,0.3974358974358974,0.2903225806451613,0.2903225806451613,0.7777777777777778,0.10256410256410256,0.5,0.5,1.0,0.24358974358974358,0.3684210526315789,0.3684210526315789,1.0,0.375,0.6666666666666666,0.25,0.5,1.0,0.125,0.038461538461538464,1.0,0.11538461538461539,0.3333333333333333,0.3076923076923077,0.375,0.4230769230769231,0.3684210526315789,0.4583814102564104,0.5107333333333334,0.4546673076923077,0.07228915662650602,0.10714285714285714,0.13924050632911392,0.3670886075949367,14.252941176470587,24.65185185185185,0.3948051948051948,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1890,1610612748,Shawn Marion,Shawn Marion,1890,MIA,1659.0,28,-17,48,52,30,31,5.0,100,1.0,1.0,,,1.0,1.0,,4.0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,5,1.0,1.0,2.0,7.0,59,,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,,3.0,,,,,,2.0,2.0,,,6.0,1.0,1.0,1.0,3.0,,4.0,2.0,6.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,3.0,,6.0,,3.0,,2.0,1.0,,1.0,2.0,,,,6.0,30,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.2,,0.3333333333333333,0.4166666666666667,,0.625,0.3888888888888889,0.16666666666666666,0.6,0.16666666666666666,,,,18.867924528301884,1.0,,0.16666666666666666,0.0625,0.09090909090909091,0.09090909090909091,0.13793103448275862,0.07407407407407407,,,0.14285714285714285,0.3333333333333333,0.2,0.1111111111111111,0.25,0.14285714285714285,,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,0.25,1.0,0.25,1.0,,,0.3333333333333333,,0.44405000000000006,0.40864999999999996,0.46175,0.3333333333333333,0.375,0.14285714285714285,0.8571428571428571,6.0600000000000005,23.7,0.625,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,6862.0,114,1,208,211,86,71,17.0,419,,2.0,,,,1.0,1.0,3.0,4.0,9.0,1.0,1.0,,,1.0,1.0,6.0,12.0,1.0,3.0,7.0,5.0,14,7.0,13.0,7.0,38.0,215,,,,1.0,,,3.0,5.0,4.0,8.0,5.0,23.0,2.0,8.0,21.0,,12.0,6.0,3.0,6.0,14.0,20.0,2.0,1.0,54.0,,,7.0,7.0,,14.0,,14.0,1.0,1.0,2.0,1.0,,1.0,,2.0,2.0,6.0,10.0,,14.0,1.0,9.0,1.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,,23.0,86,1.0,2.0,0.2,0.2,1.0,0.5384615384615384,,0.5,0.5384615384615384,0.35714285714285715,,0.6,0.5740740740740741,,0.6923076923076923,0.6129032258064516,,0.7666666666666667,0.48148148148148145,0.21428571428571427,1.0,0.3333333333333333,14.163090128755364,1.0,,0.0875,,0.21212121212121213,,0.12389380530973451,,,,,,0.047619047619047616,0.045454545454545456,0.13513513513513514,0.2608695652173913,1.0,0.07407407407407407,,,,0.1111111111111111,0.3333333333333333,0.5,,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.25,0.037037037037037035,1.0,1.0,1.0,0.4444444444444444,0.5,0.5,1.0,,,,,,1.0,0.07692307692307693,,0.07692307692307693,1.0,0.5384615384615384,0.42857142857142855,0.5555555555555556,0.5,0.4333981481481481,0.23865,0.41331153846153845,0.10344827586206896,0.1875,,0.6052631578947368,13.028571428571428,25.592307692307692,0.41346153846153844,12.0,5.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,4350.0,72,8,132,138,39,54,12.0,270,1.0,1.0,,,,,,1.0,,,1.0,3.0,,,,1.0,4.0,8.0,1.0,1.0,2.0,1.0,2,5.0,11.0,,17.0,135,,,,1.0,,,,,1.0,3.0,,3.0,,2.0,15.0,,8.0,4.0,,1.0,2.0,3.0,,,8.0,,3.0,1.0,1.0,,2.0,3.0,5.0,1.0,1.0,,,2.0,,,2.0,1.0,2.0,6.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,3.0,39,1.0,,,,1.0,0.45454545454545453,,0.3333333333333333,0.45454545454545453,0.5,,,0.6538461538461539,,0.5,0.6538461538461539,,0.5,0.8461538461538461,,,,10.204081632653061,,,0.0196078431372549,0.07317073170731707,0.047619047619047616,,0.027777777777777776,0.047619047619047616,0.09090909090909091,,0.09090909090909091,,,0.0625,,,,0.07692307692307693,1.0,1.0,,0.07692307692307693,,,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.6153846153846154,0.5,0.5,1.0,,,,,,1.0,,,0.3333333333333333,,0.6666666666666666,0.5,0.9230769230769231,0.5,0.5298846153846154,0.6045,0.5402,0.07692307692307693,0.5,,0.17647058823529413,5.85,24.40909090909091,0.29545454545454547,2.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,8547.0,142,3,258,264,95,88,22.0,522,2.0,5.0,,,,1.0,1.0,2.0,3.0,12.0,4.0,10.0,1.0,1.0,2.0,4.0,7.0,15.0,,1.0,4.0,6.0,19,11.0,25.0,2.0,47.0,291,1.0,3.0,1.0,1.0,,5.0,2.0,5.0,3.0,8.0,2.0,15.0,2.0,10.0,33.0,,15.0,7.0,3.0,3.0,5.0,8.0,2.0,,21.0,,2.0,4.0,6.0,3.0,13.0,2.0,15.0,5.0,3.0,,,1.0,,,1.0,,2.0,6.0,,3.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,1.0,,,15.0,95,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.44,1.0,0.375,0.44,0.3157894736842105,0.3333333333333333,0.4,0.5113636363636364,0.625,0.5,0.5222222222222223,0.625,0.5357142857142857,0.5681818181818182,0.15789473684210525,0.2,0.5,16.312056737588655,,0.2727272727272727,0.08333333333333333,0.02702702702702703,0.0851063829787234,,0.08403361344537816,0.017241379310344827,,0.045454545454545456,0.02564102564102564,,0.1,0.05,0.09375,0.09090909090909091,1.0,0.11363636363636363,0.4,0.5,0.5,0.045454545454545456,0.5,1.0,,0.2727272727272727,0.25,0.2727272727272727,,0.22727272727272727,0.4,0.4,1.0,0.3409090909090909,0.4666666666666667,0.4666666666666667,1.0,,,0.25,1.0,1.0,,0.07692307692307693,,0.3076923076923077,0.5,0.3076923076923077,0.25,0.6818181818181818,0.4666666666666667,0.503721590909091,0.4403875,0.46518076923076923,,,0.10638297872340426,0.3191489361702128,13.157894736842104,24.580000000000005,0.3682170542635659,3.0,2.0,1.0,0.07142857142857142,1.0,,1.0,1.0,2.0,1.0,0.08333333333333333,0.041666666666666664,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,5701.0,95,16,188,187,93,82,16.0,375,11.0,15.0,3.0,3.0,6.0,9.0,3.0,6.0,11.0,19.0,,,,,,,2.0,7.0,1.0,1.0,4.0,25.0,40,2.0,7.0,22.0,78.0,203,3.0,3.0,1.0,1.0,3.0,12.0,16.0,26.0,1.0,4.0,14.0,49.0,4.0,46.0,3.0,2.0,7.0,2.0,,9.0,6.0,15.0,2.0,4.0,36.0,1.0,2.0,4.0,9.0,,13.0,3.0,16.0,6.0,3.0,7.0,5.0,2.0,2.0,,9.0,1.0,1.0,4.0,,25.0,,26.0,6.0,12.0,4.0,2.0,2.0,,,3.0,3.0,,,49.0,93,,4.0,0.08,0.08333333333333333,0.5,0.2857142857142857,1.0,0.25,0.2857142857142857,0.625,1.0,0.6153846153846154,0.5957446808510638,1.125,0.5833333333333334,0.6842105263157895,1.2,0.6621621621621622,0.14893617021276595,,,,32.19512195121951,0.7777777777777778,,0.13432835820895522,0.03571428571428571,0.17391304347826086,0.04,0.14444444444444443,0.037037037037037035,0.0625,,0.038461538461538464,0.14285714285714285,0.08695652173913043,0.13333333333333333,0.1724137931034483,0.16666666666666666,1.0,0.3191489361702128,0.7333333333333333,0.7333333333333333,0.09090909090909091,0.1276595744680851,0.5,0.5,,0.40425531914893614,0.5789473684210527,0.5789473684210527,0.09090909090909091,,,,,0.14893617021276595,0.2857142857142857,0.2857142857142857,0.5,0.75,1.0,,,,0.25,0.3,0.6666666666666666,,,0.13333333333333333,0.25,0.46808510638297873,0.2857142857142857,0.4911776595744681,0.6122000000000001,0.47627666666666674,0.22641509433962265,0.2608695652173913,0.15384615384615385,0.6282051282051282,10.3025,24.67142857142857,0.4946808510638298,4.0,4.0,,0.2,,,1.0,,3.0,,,,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,True,,,,,,,,,,,,,,,
2556,1610612748,Marcus Banks,Marcus Banks,2556,MIA,3217.0,54,-15,98,96,27,15,7.0,194,6.0,8.0,,1.0,1.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,,7.0,10,,1.0,6.0,20.0,107,,1.0,,,,,1.0,2.0,,,2.0,4.0,4.0,10.0,,,,,1.0,1.0,2.0,3.0,2.0,1.0,8.0,,,,4.0,,4.0,,4.0,2.0,1.0,1.0,1.0,2.0,,,3.0,,3.0,8.0,2.0,5.0,1.0,7.0,1.0,2.0,1.0,,,,,,,,,4.0,27,,1.0,0.2857142857142857,0.2857142857142857,,,,,,0.7,,0.5,0.6363636363636364,,0.5,0.6923076923076923,,0.6666666666666666,0.09090909090909091,0.1,0.125,,14.678899082568806,0.3333333333333333,,0.16,,,,0.08888888888888889,,,,,,0.1111111111111111,,0.3,,,0.7272727272727273,0.75,0.8571428571428571,0.3333333333333333,,,,,0.18181818181818182,0.5,0.5,,0.09090909090909091,,,,,,,,1.0,,,,,,0.5,1.0,,,,,0.8181818181818182,,0.593,0.6958,0.43629999999999997,0.16666666666666666,0.18181818181818182,,0.2,3.5700000000000003,23.6,0.2755102040816326,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,True,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,4310.0,72,13,139,136,56,49,15.0,275,5.0,10.0,,,1.0,3.0,2.0,2.0,2.0,3.0,,1.0,,,,1.0,2.0,5.0,,,1.0,9.0,15,2.0,6.0,10.0,34.0,153,,,,,,,3.0,6.0,,2.0,2.0,8.0,2.0,16.0,6.0,,5.0,2.0,1.0,5.0,2.0,7.0,1.0,,16.0,1.0,,1.0,2.0,,3.0,1.0,4.0,4.0,,1.0,1.0,5.0,,,6.0,,3.0,8.0,3.0,11.0,1.0,13.0,2.0,7.0,,,,,,,,,1.0,8.0,56,,,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,,,0.3333333333333333,0.6,,0.5,0.5714285714285714,,0.375,0.6346153846153846,,0.3888888888888889,0.2857142857142857,0.06666666666666667,0.1,,20.51282051282051,0.16666666666666666,,0.05555555555555555,,0.0625,0.047619047619047616,0.057692307692307696,0.015873015873015872,,,,,0.06666666666666667,0.125,,0.07692307692307693,,0.47619047619047616,0.5,0.5555555555555556,,0.09523809523809523,1.0,1.0,,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.047619047619047616,,,,0.23809523809523808,0.4,0.4,1.0,,,,,,,0.375,0.3333333333333333,0.125,,0.125,,0.7619047619047619,0.4,0.5435880952380953,,0.49616875000000005,0.2692307692307692,0.35,,0.23529411764705882,5.133333333333334,24.8,0.4028776978417266,1.0,4.0,,,1.0,,1.0,,4.0,,,,,,1.0,,,,,,1.0,2.0,0.07142857142857142,True,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,5373.0,90,14,171,171,49,31,12.0,342,6.0,14.0,1.0,2.0,,2.0,6.0,11.0,8.0,13.0,,1.0,,,,,1.0,3.0,1.0,,1.0,20.0,38,1.0,4.0,7.0,50.0,176,1.0,3.0,1.0,1.0,,5.0,4.0,11.0,,1.0,2.0,10.0,14.0,26.0,3.0,2.0,3.0,1.0,4.0,,4.0,4.0,1.0,,12.0,,2.0,6.0,13.0,3.0,22.0,2.0,24.0,2.0,2.0,2.0,,6.0,2.0,1.0,8.0,2.0,4.0,9.0,,4.0,,8.0,,3.0,1.0,1.0,1.0,,,1.0,,1.0,,10.0,49,1.0,1.0,0.35,0.3684210526315789,1.0,0.25,1.0,,0.25,0.5263157894736842,0.3333333333333333,0.36363636363636365,0.5119047619047619,0.625,0.3333333333333333,0.5434782608695652,0.625,0.38461538461538464,0.09523809523809523,0.10526315789473684,0.14285714285714285,0.18181818181818182,29.18918918918919,0.25,0.42857142857142855,0.2653061224489796,0.043478260869565216,0.21428571428571427,,0.24675324675324675,0.029850746268656716,0.15384615384615385,,,,0.1875,0.18181818181818182,0.36363636363636365,0.2,,0.3333333333333333,0.42857142857142855,0.5,0.16666666666666666,0.2619047619047619,0.5454545454545454,0.6666666666666666,0.16666666666666666,0.30952380952380953,0.6153846153846154,0.6153846153846154,0.625,0.023809523809523808,,,,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,,,,0.25,0.16666666666666666,,,,0.08333333333333333,,0.42857142857142855,0.3333333333333333,0.4774916666666667,0.49545,0.43317500000000003,0.06666666666666667,0.07317073170731707,0.1,0.2,8.344736842105263,24.675,0.28654970760233917,3.0,,,0.25,1.0,,,1.0,,,,0.058823529411764705,1.0,,1.0,,,,1.0,1.0,,1.0,,True,,,,,,,,,,,,,,,
2733,1610612748,Shaun Livingston,Shaun Livingston,2733,MIA,1294.0,22,-4,37,38,8,4,,75,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,1.0,3,,,2.0,4.0,41,,,,,,,,1.0,,,2.0,2.0,,2.0,,,,,1.0,2.0,,2.0,,1.0,4.0,,,1.0,,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,1.0,3.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,2.0,8,,1.0,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,0.5,,0.3333333333333333,,0.5,18.91891891891892,0.6666666666666666,,,,0.09090909090909091,,0.05263157894736842,,,,,,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.36590000000000006,,0.2816,,,,0.5,12.766666666666666,,0.21621621621621623,,1.0,,0.25,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
