EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,FTOffRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,OffFTReboundPct,Loose Ball Fouls,DefensiveGoaltends,Clear Path Fouls,OffCorner3ReboundPct,3SecondViolations,on,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips
101130,1610612760,Johan Petro,Johan Petro,101130,OKC,3651.0,61,18.0,125,120,34.0,33.0,20.0,245,5.0,9.0,1.0,4.0,2.0,2.0,3.0,6.0,3.0,4.0,11.0,19.0,3.0,25.0,111,1.0,4.0,2.0,3.0,5.0,6.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,9.0,2.0,8.0,4.0,14.0,9.0,23.0,2.0,6.0,4.0,2.0,5.0,11.0,4.0,6.0,3.0,6.0,34.0,2.0,0.9090909090909092,1.0,0.5789473684210527,0.25,0.6,0.5789473684210527,0.25,0.6,0.5681818181818182,0.2,0.6,0.0526315789473684,0.1111111111111111,14.864864864864863,0.6666666666666666,0.2162162162162162,0.1551724137931034,0.1538461538461538,0.2,0.1428571428571428,0.1818181818181818,0.1111111111111111,0.1666666666666666,0.125,0.2307692307692307,0.25,0.2,0.2857142857142857,0.4736842105263157,0.5555555555555556,0.625,0.8,0.3157894736842105,0.5,0.5,1.0,0.2105263157894736,0.75,0.75,1.0,1.0,0.25,0.4,1.0,0.4736842105263157,0.4902684210526316,0.5197,0.5236599999999999,0.1363636363636363,0.1363636363636363,0.08,0.24,6.5,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,27567.0,459,-50.0,895,885,269.0,334.0,111.0,1780,41.0,60.0,9.0,11.0,17.0,23.0,10.0,31.0,36.0,94.0,87.0,185.0,64.0,280.0,974,12.0,22.0,36.0,25.0,48.0,87.0,90.0,84.0,14.0,9.0,27.0,6.0,33.0,5.0,6.0,72.0,10.0,10.0,40.0,6.0,56.0,13.0,69.0,3.0,13.0,10.0,3.0,6.0,11.0,52.0,77.0,34.0,87.0,269.0,1.0,0.5172413793103449,0.5625,0.4702702702702703,0.5454545454545454,0.5208333333333334,0.5070422535211268,0.6111111111111112,0.6071428571428571,0.563265306122449,0.6206896551724138,0.6397058823529411,0.0486486486486486,0.1166666666666666,26.87439143135346,0.1875,0.1277955271565495,0.026525198938992,0.1052631578947368,0.1225490196078431,0.0305882352941176,0.064516129032258,0.0096153846153846,0.0166666666666666,0.0992907801418439,0.1547619047619047,0.1477272727272727,0.1095890410958904,0.029126213592233,0.2816901408450704,0.6833333333333333,0.7735849056603774,0.4390243902439024,0.1455399061032863,0.3225806451612903,0.3333333333333333,0.4,0.4413145539906103,0.3829787234042553,0.3870967741935484,0.6388888888888888,0.4074074074074074,0.8181818181818182,0.4107142857142857,0.7391304347826086,0.4131455399061033,0.4742438967136149,0.4985869565217391,0.4827437500000001,0.1428571428571428,0.1619047619047619,0.1285714285714285,0.3107142857142857,10.704324324324324,0.3005586592178771,1.0,1.0,1.0,1.0,13.0,27.0,3.0,5.0,5.0,7.0,14.0,28.0,3.0,5.0,3.0,6.0,8.0,19.0,39.0,3.0,27.0,13.0,1.0,16.0,5.0,3.0,16.0,3.0,5.0,16.0,4.0,11.0,2.0,2.0,32.0,2.0,8.0,2.0,9.0,5.0,7.0,8.0,1.0,1.0,6.0,2.0,9.0,5.0,1.0,6.0,0.9285714285714286,0.5,0.6,0.75,0.5,0.1314553990610328,0.032258064516129,0.0106382978723404,0.5,0.0625,0.0652173913043478,0.0909090909090909,0.5555555555555556,0.0046948356807511,1.0,1.0,1.0,0.1267605633802817,0.4814814814814814,0.4814814814814814,0.9230769230769232,0.1111111111111111,0.1851851851851851,0.6,1.0,0.0178571428571428,1.0,0.125,0.7142857142857143,0.4814814814814814,25.15357142857143,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201145,1610612760,Jeff Green,Jeff Green,201145,OKC,24641.0,411,-30.0,787,791,168.0,217.0,108.0,1578,23.0,42.0,5.0,9.0,4.0,6.0,8.0,26.0,17.0,44.0,48.0,112.0,30.0,165.0,846,7.0,16.0,19.0,9.0,22.0,34.0,44.0,52.0,8.0,4.0,26.0,5.0,31.0,5.0,12.0,67.0,19.0,19.0,51.0,,70.0,22.0,92.0,3.0,10.0,8.0,2.0,13.0,27.0,29.0,45.0,17.0,34.0,168.0,1.0,0.4583333333333333,0.5,0.4285714285714285,0.4375,0.4090909090909091,0.472027972027972,0.425,0.421875,0.4969512195121951,0.4523809523809524,0.4473684210526316,0.0357142857142857,0.0952380952380952,20.242024202420243,,0.1808510638297872,0.0563798219584569,0.1809523809523809,0.1808785529715762,0.0552631578947368,0.0588235294117647,0.05,0.0592592592592592,0.1181818181818181,0.2087912087912088,0.2345679012345679,0.1527777777777778,0.0394736842105263,0.2937062937062937,0.5476190476190477,0.6052631578947368,0.5217391304347826,0.1818181818181818,0.3076923076923077,0.3076923076923077,0.375,0.3076923076923077,0.3863636363636363,0.3863636363636363,0.4117647058823529,0.45,0.5555555555555556,0.1875,0.6666666666666666,0.5104895104895105,0.4743658450704225,0.5020166666666668,0.4384741935483871,0.1069182389937107,0.1328125,0.1151515151515151,0.206060606060606,9.615178571428572,0.2134688691232528,4.0,6.0,,1.0,9.0,25.0,1.0,4.0,3.0,9.0,13.0,31.0,1.0,4.0,2.0,3.0,10.0,7.0,33.0,6.0,24.0,9.0,,10.0,4.0,2.0,12.0,3.0,4.0,8.0,2.0,8.0,,1.0,20.0,2.0,4.0,,1.0,2.0,5.0,5.0,,,1.0,,5.0,2.0,,5.0,0.8461538461538461,0.4193548387096774,0.25,0.3,0.4333333333333333,0.2167832167832167,,,0.6,0.0465116279069767,0.0526315789473684,0.2424242424242424,0.4,0.0419580419580419,0.6666666666666666,0.6666666666666666,1.0,0.1748251748251748,0.36,0.36,0.7777777777777778,,0.2,0.25,1.0,0.03125,,0.28125,0.3333333333333333,0.375,26.27741935483871,1.0,1.0,1.0,3.0,4.0,0.0344827586206896,,,,,,True,,,,,,,,,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,28935.0,482,-39.0,934,937,235.0,296.0,121.0,1871,52.0,99.0,13.0,20.0,16.0,30.0,12.0,38.0,11.0,37.0,75.0,174.0,64.0,229.0,984,15.0,24.0,38.0,22.0,41.0,72.0,34.0,116.0,16.0,18.0,64.0,8.0,72.0,5.0,19.0,152.0,20.0,8.0,20.0,2.0,30.0,24.0,54.0,3.0,23.0,13.0,10.0,14.0,43.0,64.0,83.0,38.0,72.0,235.0,6.0,0.2266666666666666,0.2537313432835821,0.4310344827586206,0.625,0.5365853658536586,0.4104477611940298,0.6,0.4607843137254901,0.4790794979079498,0.6785714285714286,0.5454545454545454,0.1034482758620689,0.1515151515151515,27.162790697674417,0.054054054054054,0.0597014925373134,0.0490196078431372,0.08,0.064367816091954,0.0485651214128035,0.040983606557377,0.0608695652173913,0.0467836257309941,0.0225563909774436,0.0638297872340425,0.1018518518518518,0.0684931506849315,0.0319148936170212,0.4925373134328358,0.5252525252525253,0.6190476190476191,0.2307692307692307,0.1890547263681592,0.3157894736842105,0.3428571428571428,0.3333333333333333,0.1840796019900497,0.2972972972972973,0.2972972972972973,0.0909090909090909,0.8,0.65,0.5882352941176471,0.5333333333333333,0.6268656716417911,0.5257864795918368,0.5547809523809525,0.5517270833333333,0.1630901287553648,0.1844660194174757,0.1659388646288209,0.314410480349345,5.9511494252873565,0.2516059957173447,,2.0,,,5.0,25.0,,1.0,1.0,10.0,5.0,27.0,,1.0,8.0,1.0,10.0,25.0,6.0,9.0,23.0,5.0,3.0,30.0,15.0,2.0,24.0,5.0,11.0,29.0,4.0,13.0,1.0,5.0,53.0,4.0,13.0,8.0,6.0,1.0,6.0,5.0,,,4.0,,5.0,1.0,,5.0,0.4,0.1851851851851851,,0.1,0.2,0.1343283582089552,0.0789473684210526,,0.4528301886792453,0.0444444444444444,0.048780487804878,0.1111111111111111,0.2,0.0099502487562189,,,,0.1243781094527363,0.2,0.2,0.4,0.2307692307692307,0.04,,,,,0.196078431372549,0.1,0.217391304347826,29.05185185185185,2.0,2.0,2.0,2.0,1.0,0.064516129032258,1.0,,,,,True,,,,,,,,,,,,,,,
693,1610612760,Joe Smith,Joe Smith,693,OKC,41452.0,691,-58.0,1337,1336,342.0,431.0,174.0,2673,28.0,49.0,11.0,23.0,6.0,12.0,18.0,40.0,51.0,125.0,97.0,214.0,38.0,238.0,1416,13.0,31.0,37.0,20.0,50.0,63.0,142.0,52.0,14.0,10.0,24.0,1.0,25.0,1.0,10.0,51.0,47.0,25.0,75.0,10.0,110.0,53.0,163.0,1.0,10.0,6.0,4.0,43.0,72.0,57.0,54.0,24.0,63.0,342.0,10.0,0.7319587628865979,0.7888888888888889,0.4532710280373832,0.4193548387096774,0.4,0.4587155963302752,0.4193548387096774,0.4259259259259259,0.4897119341563786,0.4868421052631579,0.4846153846153846,0.0467289719626168,0.0816326530612244,16.71001300390117,0.2083333333333333,0.1578947368421052,0.0813148788927335,0.1666666666666666,0.16,0.0778816199376947,0.0943396226415094,0.0643274853801169,0.0846774193548387,0.1649484536082474,0.1804511278195488,0.1283783783783783,0.1666666666666666,0.0095238095238095,0.2247706422018348,0.5714285714285714,0.6222222222222222,0.4642857142857143,0.1834862385321101,0.45,0.5142857142857142,0.5555555555555556,0.573394495412844,0.408,0.4112903225806452,0.9411764705882352,0.7419354838709677,0.4782608695652174,0.2222222222222222,0.5,0.2431192660550458,0.4246214285714285,0.4976066666666667,0.4168462264150944,0.1008403361344537,0.1025641025641025,0.1554621848739495,0.2647058823529412,12.409813084112152,0.2557965594614809,,,,,2.0,4.0,,,2.0,4.0,2.0,4.0,,,11.0,2.0,4.0,17.0,6.0,,3.0,2.0,,11.0,3.0,3.0,7.0,3.0,5.0,8.0,2.0,2.0,,2.0,15.0,4.0,3.0,,4.0,,5.0,26.0,,,20.0,,26.0,16.0,,4.0,1.0,0.5,,0.5,0.6666666666666666,0.018348623853211,0.125,0.008,0.4666666666666667,0.046875,0.0535714285714285,0.1666666666666666,0.6153846153846154,,,,,0.018348623853211,0.5,0.5,1.0,0.1818181818181818,,,,,,0.074074074074074,0.5,0.6666666666666666,29.775,1.0,3.0,9.0,12.0,6.0,0.0576923076923076,3.0,4.0,,,,True,,,,,,,,,,,,,,,
2248,1610612760,Earl Watson,Earl Watson,2248,OKC,18803.0,313,-58.0,604,607,157.0,190.0,77.0,1211,15.0,30.0,,1.0,3.0,9.0,4.0,10.0,9.0,28.0,28.0,68.0,21.0,86.0,670,2.0,5.0,6.0,5.0,15.0,18.0,8.0,48.0,,3.0,66.0,11.0,77.0,7.0,32.0,165.0,4.0,8.0,21.0,1.0,30.0,6.0,36.0,,5.0,4.0,1.0,11.0,30.0,29.0,28.0,11.0,18.0,157.0,2.0,0.1428571428571428,0.1428571428571428,0.4117647058823529,0.4,0.3333333333333333,0.3915662650602409,0.4,0.2631578947368421,0.4479166666666667,0.5,0.375,0.0441176470588235,0.0666666666666666,17.416545718432513,0.0588235294117647,0.1019417475728155,0.016,0.1038961038961039,0.1024734982332155,0.0213523131672597,0.0327868852459016,,0.0175438596491228,0.0549450549450549,0.1403508771929824,0.1379310344827586,0.125,,0.3614457831325301,0.5,0.5357142857142857,0.0666666666666666,0.1204819277108433,0.4,0.4444444444444444,,0.3373493975903614,0.3214285714285714,0.3214285714285714,0.3333333333333333,0.2,,0.4736842105263157,0.3333333333333333,0.5421686746987951,0.4994358024691356,0.4475,0.4932944444444445,0.1195652173913043,0.1428571428571428,0.0697674418604651,0.2093023255813953,8.688235294117646,0.2599337748344371,1.0,1.0,,,2.0,14.0,,,,4.0,3.0,15.0,,,2.0,,4.0,8.0,6.0,3.0,14.0,2.0,4.0,29.0,5.0,2.0,14.0,3.0,10.0,10.0,2.0,4.0,,,24.0,,2.0,5.0,2.0,,4.0,1.0,,,,,1.0,1.0,,4.0,0.6666666666666666,0.2,,,0.2,0.180722891566265,0.1,,0.5833333333333334,0.064516129032258,0.037037037037037,0.0476190476190476,1.0,0.0120481927710843,1.0,1.0,1.0,0.1686746987951807,0.1428571428571428,0.1428571428571428,0.5,,,,,,,0.2105263157894736,,0.1428571428571428,26.69333333333333,,,1.0,5.0,1.0,,1.0,,1.0,0.25,,True,,,,,,,,,,,,,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,OKC,22867.0,381,-33.0,748,746,184.0,271.0,93.0,1494,31.0,47.0,5.0,11.0,11.0,16.0,12.0,42.0,6.0,25.0,49.0,114.0,17.0,115.0,783,7.0,19.0,15.0,15.0,32.0,36.0,52.0,46.0,10.0,6.0,13.0,2.0,15.0,2.0,5.0,32.0,13.0,8.0,27.0,1.0,36.0,16.0,52.0,3.0,3.0,1.0,2.0,17.0,34.0,33.0,30.0,16.0,36.0,184.0,5.0,0.5306122448979592,0.5909090909090909,0.4298245614035088,0.3684210526315789,0.46875,0.4260869565217391,0.3684210526315789,0.46875,0.44921875,0.375,0.4864864864864865,0.0526315789473684,0.0851063829787234,16.764361078546308,0.037037037037037,0.1003717472118959,0.0403726708074534,0.0987654320987654,0.1,0.0457142857142857,0.0333333333333333,0.058252427184466,0.0310077519379844,0.1016949152542373,0.0923076923076923,0.1046511627906976,0.1,0.0508474576271186,0.408695652173913,0.6595744680851063,0.7209302325581395,0.6129032258064516,0.3652173913043478,0.2857142857142857,0.3,0.3333333333333333,0.217391304347826,0.24,0.24,0.5,0.5789473684210527,0.4545454545454545,0.5,0.6875,0.417391304347826,0.4705263157894737,0.480564705882353,0.463853125,0.1269841269841269,0.128,0.1304347826086956,0.3130434782608696,7.187719298245614,0.2459893048128342,,,,,,1.0,,,,,,1.0,,,1.0,,,6.0,,,,,,5.0,3.0,3.0,9.0,1.0,5.0,6.0,,4.0,1.0,,15.0,2.0,2.0,4.0,5.0,,2.0,8.0,,,8.0,,8.0,4.0,,2.0,,,,,,0.008695652173913,0.0476190476190476,,0.6,0.1071428571428571,0.12,0.0952380952380952,0.5,,,,,0.008695652173913,,,,,,,,,,,,,44.6,1.0,,1.0,7.0,,,,,,,,True,,,,,,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,OKC,9011.0,150,-20.0,282,283,68.0,78.0,41.0,565,5.0,9.0,2.0,3.0,2.0,3.0,1.0,15.0,4.0,17.0,10.0,41.0,24.0,62.0,276,2.0,6.0,10.0,2.0,5.0,16.0,10.0,10.0,2.0,2.0,7.0,,7.0,,3.0,14.0,5.0,3.0,8.0,1.0,12.0,5.0,17.0,3.0,8.0,3.0,5.0,4.0,11.0,14.0,27.0,10.0,16.0,68.0,,0.5,0.5555555555555556,0.2439024390243902,0.3333333333333333,0.4,0.3725490196078431,0.5,0.5,0.4838709677419355,0.5625,0.6666666666666666,0.048780487804878,0.1111111111111111,21.45015105740181,0.1,0.073394495412844,0.0349650349650349,0.1071428571428571,0.0802919708029197,0.032258064516129,0.0263157894736842,0.0545454545454545,0.02,0.0465116279069767,0.1612903225806451,0.0285714285714285,0.1,0.09375,0.1764705882352941,0.5555555555555556,0.625,0.4,0.2941176470588235,0.0666666666666666,0.0714285714285714,1.0,0.3333333333333333,0.2352941176470588,0.2352941176470588,0.5,0.4285714285714285,0.6666666666666666,0.4285714285714285,0.6666666666666666,0.3725490196078431,0.4682225490196078,0.5258333333333333,0.5233142857142857,0.1694915254237288,0.2040816326530612,0.1612903225806451,0.2580645161290322,10.270731707317072,0.2411347517730496,2.0,4.0,1.0,2.0,4.0,6.0,1.0,1.0,,,6.0,10.0,1.0,1.0,3.0,1.0,2.0,9.0,18.0,,6.0,4.0,,2.0,2.0,,4.0,1.0,4.0,5.0,,,,2.0,9.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,,3.0,1.0,0.6,1.0,0.5,0.6,0.196078431372549,0.0666666666666666,,0.4444444444444444,,,0.125,1.0,0.0784313725490196,0.5,0.5,1.0,0.1176470588235294,0.6666666666666666,0.6666666666666666,1.0,,0.1428571428571428,1.0,1.0,0.2857142857142857,0.5,,,0.6666666666666666,24.410000000000004,,,,1.0,,,,,,,1.0,True,,,,,,,,,,,,,,,
1088,1610612760,Chucky Atkins,Chucky Atkins,1088,OKC,329.0,5,2.0,12,10,1.0,,1.0,22,,,,,,,,,,,,,,,5,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201602,1610612760,Kyle Weaver,Kyle Weaver,201602,OKC,4888.0,81,11.0,162,163,48.0,48.0,17.0,325,5.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,6.0,12.0,4.0,19.0,168,2.0,3.0,5.0,2.0,2.0,5.0,10.0,2.0,,2.0,5.0,,5.0,,1.0,10.0,1.0,4.0,2.0,,6.0,1.0,7.0,,4.0,2.0,2.0,6.0,7.0,5.0,4.0,3.0,5.0,48.0,1.0,0.8333333333333334,0.8333333333333334,0.5,0.6666666666666666,1.0,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.2222222222222222,13.186813186813186,,0.0425531914893617,0.0166666666666666,0.2105263157894736,0.0909090909090909,0.0149253731343283,,0.0833333333333333,,,0.0666666666666666,0.0666666666666666,0.3,,0.5,0.5555555555555556,0.7142857142857143,1.0,0.1111111111111111,0.5,0.5,,0.0555555555555555,,,,1.0,0.6666666666666666,0.3333333333333333,1.0,0.8333333333333334,0.5887764705882352,0.6023,0.5358,0.1578947368421052,0.2307692307692307,0.2631578947368421,0.2631578947368421,2.9416666666666664,0.2962962962962963,,2.0,,,1.0,4.0,,,,1.0,1.0,6.0,,,1.0,,1.0,1.0,,3.0,3.0,1.0,,4.0,,,2.0,2.0,1.0,3.0,,1.0,1.0,,5.0,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,0.1666666666666666,,,0.2,0.3333333333333333,,,0.4,,,0.1111111111111111,,0.1111111111111111,,,,0.2222222222222222,0.25,0.25,,1.0,,,,,,0.3333333333333333,,0.3333333333333333,28.73333333333333,1.0,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,
