EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,on,Corner3PctBlocked,3pt And 1 Free Throw Trips
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,1176.0,20,-14.0,44,45,17,24,7,89,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,6.0,57,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,7,1.0,2.0,17,2.0,0.6666666666666666,0.6666666666666666,0.375,0.5,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5,0.25,0.1111111111111111,21.153846153846153,0.5,0.5,0.18181818181818182,0.14285714285714285,0.3333333333333333,0.23529411764705882,0.11764705882352941,0.3333333333333333,0.25,0.2222222222222222,0.5,0.16666666666666666,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.25,0.25,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,0.5,0.25,0.25,0.3333333333333333,0.40101111111111115,0.4518,0.41905,0.3333333333333333,0.3333333333333333,8.5125,24.3,0.38636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,56485.0,941,19.0,1857,1874,612,509,235,3731,96.0,143.0,22.0,41.0,16.0,44.0,7.0,36.0,53.0,18.0,119.0,223.0,138.0,454.0,1997,19.0,42.0,60.0,38.0,69.0,43.0,139.0,194.0,44.0,25.0,31.0,14.0,68.0,26.0,30.0,74.0,8.0,112.0,39.0,151.0,5.0,15.0,8.0,18.0,3.0,3.0,26.0,44.0,16.0,42.0,75,77.0,139.0,612,7.0,0.8151260504201681,0.8738738738738738,0.5336322869955157,0.4523809523809524,0.5507246376811594,0.5207756232686981,0.4491525423728814,0.5401785714285714,0.552439024390244,0.47619047619047616,0.5650406504065041,0.38227146814404434,21.18525431637891,0.4090909090909091,0.13559322033898305,0.10755813953488372,0.04797047970479705,0.12,0.11087420042643924,0.0399002493765586,0.06779661016949153,0.03535353535353535,0.10080645161290322,0.09467455621301775,0.030303030303030304,0.3961218836565097,0.6713286713286714,0.7619047619047619,0.8125,0.12188365650969529,0.36363636363636365,0.3902439024390244,0.75,0.0997229916897507,0.19444444444444445,0.20588235294117646,0.14681440443213298,0.3728813559322034,0.36607142857142855,0.16071428571428573,0.778393351800554,0.5448520833333332,0.5021641304347826,0.5193923423423424,0.13215859030837004,0.30616740088105726,4.808520179372196,24.826086956521745,0.3295638126009693,14.0,32.0,16.0,2.0,3.0,7.0,30.0,85.0,3.0,14.0,8.0,25.0,46.0,78.0,5.0,17.0,7.0,15.0,18.0,135.0,3.0,16.0,1.0,84.0,30.0,22.0,1.0,6.0,5.0,1.0,1.0,10.0,6.0,7.0,7.0,10.0,15.0,5.0,2.0,1.0,7.0,2.0,5.0,3.0,114.0,13.0,3.0,58.0,4.0,7.0,5.0,2.0,7.0,4.0,1.0,2.0,1.0,4.0,0.9782608695652174,0.3333333333333333,0.29411764705882354,0.3488372093023256,0.3357664233576642,0.007246376811594203,0.09865470852017937,0.11888111888111888,0.06818181818181818,0.05555555555555555,0.011764705882352941,0.10294117647058823,0.023076923076923078,0.048672566371681415,0.014705882352941176,0.05357142857142857,0.1213235294117647,0.09523809523809523,0.1728395061728395,0.5714285714285714,1.0,0.3018867924528302,0.3018867924528302,1.0,0.23545706371191136,0.35294117647058826,0.35714285714285715,0.9666666666666667,0.6363636363636364,0.35714285714285715,0.05084745762711865,0.6666666666666666,1.0,0.23728813559322035,0.21428571428571427,0.6666666666666666,0.7804878048780488,0.3888888888888889,0.22321428571428573,0.32,0.35714285714285715,0.14285714285714285,0.21641791044776118,,,,,,,,,,True,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,45045.0,751,88.0,1467,1448,690,626,192,2915,20.0,39.0,4.0,20.0,12.0,40.0,28.0,70.0,10.0,3.0,60.0,149.0,116.0,419.0,1594,3.0,7.0,32.0,21.0,64.0,52.0,196.0,30.0,90.0,86.0,126.0,57.0,292.0,5.0,19.0,41.0,,60.0,8.0,68.0,1.0,22.0,12.0,39.0,9.0,23.0,22.0,61.0,28.0,23.0,50,119.0,196.0,690,6.0,0.25,0.2542372881355932,0.40268456375838924,0.42857142857142855,0.328125,0.4981132075471698,0.675,0.41379310344827586,0.6092814371257484,0.7045454545454546,0.5884146341463414,0.4377358490566038,23.26266195524146,0.639344262295082,,0.07839388145315487,0.01098901098901099,0.09844559585492228,0.08379888268156424,0.010819165378670788,0.0297029702970297,,0.09289617486338798,0.1044776119402985,0.007407407407407408,0.1471698113207547,0.5128205128205128,0.5882352941176471,0.25,0.1509433962264151,0.3,0.3870967741935484,0.16666666666666666,0.2641509433962264,0.4,0.4057971014492754,0.03773584905660377,0.2,0.1724137931034483,0.02586206896551724,0.5849056603773585,0.4947873106060606,0.521765625,0.4914771551724138,0.07637231503579953,0.4677804295942721,11.453691275167786,25.440517241379315,0.4703476482617587,2.0,7.0,6.0,,,,42.0,106.0,7.0,13.0,18.0,49.0,48.0,155.0,7.0,13.0,5.0,18.0,100.0,84.0,60.0,2.0,,106.0,42.0,15.0,5.0,40.0,32.0,8.0,13.0,16.0,2.0,1.0,10.0,1.0,16.0,1.0,5.0,,3.0,10.0,3.0,2.0,167.0,10.0,13.0,42.0,31.0,2.0,1.0,1.0,2.0,1.0,,,,31.0,0.5833333333333334,0.41379310344827586,0.5384615384615384,0.34615384615384615,0.41379310344827586,0.04310344827586207,0.10067114093959731,0.1282051282051282,0.225,0.014285714285714285,0.04716981132075472,0.02,0.010416666666666666,0.011428571428571429,0.012578616352201259,,0.08,0.05714285714285714,0.0847457627118644,0.5,0.2857142857142857,0.6,0.6,1.0,0.4,0.39622641509433965,0.4158415841584158,0.5238095238095238,0.5,,,,,0.65,0.5384615384615384,1.0,0.35,,0.4224137931034483,0.3673469387755102,0.39622641509433965,0.15841584158415842,0.23204419889502761,1.0,6.0,0.04918032786885246,,,,,,,True,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,54175.0,903,31.0,1778,1803,573,479,239,3581,33.0,52.0,3.0,16.0,11.0,19.0,34.0,87.0,9.0,5.0,78.0,158.0,45.0,206.0,1905,4.0,10.0,11.0,24.0,45.0,15.0,65.0,86.0,70.0,158.0,213.0,106.0,481.0,12.0,28.0,57.0,,85.0,17.0,102.0,1.0,51.0,32.0,58.0,20.0,47.0,34.0,92.0,24.0,33.0,65,45.0,65.0,573,14.0,0.5512820512820513,0.5584415584415584,0.4936708860759494,0.4,0.5333333333333333,0.43596059113300495,0.36666666666666664,0.45,0.4594594594594595,0.36666666666666664,0.47794117647058826,0.22167487684729065,15.172079495879787,0.6304347826086957,,0.08662613981762918,0.023346303501945526,0.10980392156862745,0.09309967141292443,0.021220159151193633,0.02857142857142857,0.00975609756097561,0.08974358974358974,0.1317365269461078,0.009708737864077669,0.2561576354679803,0.6346153846153846,0.717391304347826,0.48484848484848486,0.09359605911330049,0.5789473684210527,0.5789473684210527,0.2727272727272727,0.42857142857142855,0.39080459770114945,0.3953488372093023,0.04433497536945813,0.2,0.26666666666666666,0.08333333333333333,0.47783251231527096,0.5002025380710661,0.5322899999999999,0.5053232142857144,0.05339805825242718,0.3155339805825243,11.803797468354432,29.433333333333334,0.3222722159730034,1.0,10.0,,,1.0,,7.0,36.0,1.0,4.0,2.0,10.0,7.0,29.0,1.0,5.0,,2.0,11.0,18.0,3.0,2.0,6.0,30.0,7.0,7.0,,55.0,40.0,15.0,18.0,34.0,4.0,1.0,19.0,1.0,11.0,4.0,6.0,,2.0,5.0,5.0,7.0,43.0,4.0,2.0,15.0,8.0,6.0,1.0,3.0,6.0,1.0,,,1.0,6.0,0.8571428571428571,0.15555555555555556,0.2,0.13333333333333333,0.1794871794871795,,0.04430379746835443,0.11538461538461539,,0.011494252873563218,,0.012658227848101266,0.016666666666666666,0.03431372549019608,0.0106951871657754,0.03773584905660377,0.08712121212121213,0.08125,0.06818181818181818,0.16666666666666666,0.7058823529411765,,,,0.17733990147783252,0.19444444444444445,0.19444444444444445,0.8571428571428571,0.3333333333333333,,0.06666666666666667,,,0.26666666666666666,0.25,1.0,0.625,,0.16666666666666666,0.2,0.23333333333333334,0.07009345794392523,0.08875739644970414,2.0,,,2.0,,,,,,True,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,87581.0,1460,98.0,2874,2888,1075,966,373,5762,138.0,221.0,101.0,70.0,7.0,33.0,13.0,28.0,3.0,2.0,158.0,282.0,10.0,452.0,3086,56.0,106.0,140.0,52.0,88.0,4.0,168.0,202.0,114.0,23.0,31.0,13.0,70.0,119.0,72.0,167.0,40.0,279.0,163.0,442.0,17.0,41.0,34.0,33.0,4.0,23.0,36.0,69.0,23.0,105.0,174,172.0,168.0,1075,14.0,0.6392405063291139,0.8859649122807017,0.5602836879432624,0.5283018867924528,0.5909090909090909,0.5513698630136986,0.5185185185185185,0.5978260869565217,0.5978835978835979,0.5511811023622047,0.631578947368421,0.03424657534246575,13.417569193742478,0.4782608695652174,0.4878048780487805,0.15829383886255924,0.13340807174887892,0.18461538461538463,0.16539792387543253,0.1264,0.1595744680851064,0.10315186246418338,0.17473118279569894,0.20229007633587787,0.16346153846153846,0.7568493150684932,0.6244343891402715,0.69,0.6304347826086957,0.11301369863013698,0.21212121212121213,0.2413793103448276,0.5714285714285714,0.0958904109589041,0.4642857142857143,0.48148148148148145,0.010273972602739725,0.9351851851851852,0.7608695652173914,0.021739130434782608,0.791095890410959,0.5472101374570449,0.5684769662921346,0.5454774725274725,0.30973451327433627,0.37168141592920356,2.8535460992907797,27.089999999999996,0.3740431454418928,53.0,46.0,1.0,,2.0,1.0,1.0,7.0,,,1.0,2.0,2.0,130.0,,2.0,28.0,2.0,58.0,3.0,3.0,88.0,1.0,5.0,,26.0,,8.0,7.0,1.0,2.0,8.0,39.0,5.0,7.0,5.0,10.0,2.0,6.0,,9.0,14.0,41.0,20.0,181.0,10.0,,73.0,23.0,173.0,140.0,29.0,175.0,87.0,5.0,5.0,3.0,21.0,0.5,0.2,,0.5,0.1111111111111111,,0.09219858156028368,0.09502262443438914,0.12121212121212122,0.03571428571428571,,0.04424778761061947,0.10893854748603352,0.14929577464788732,0.11418685121107267,0.08695652173913043,0.13075060532687652,0.17777777777777778,0.1484375,0.49714285714285716,0.7692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.023972602739726026,0.14285714285714285,0.14285714285714285,,0.5247524752475248,0.1509433962264151,0.018518518518518517,,,,,,0.6571428571428571,0.5,0.021739130434782608,0.5,,0.2056338028169014,0.21159420289855072,,,,4.0,1.0,2.0,1.0,1.0,17.0,True,,
201603,1610612743,Sonny Weems,Sonny Weems,201603,DEN,1147.0,19,-8.0,43,46,16,25,4,89,1.0,2.0,,,,1.0,2.0,3.0,,,3.0,6.0,1.0,6.0,44,,,,1.0,1.0,,2.0,2.0,4.0,,3.0,,9.0,,1.0,1.0,,2.0,,2.0,,,,3.0,,2.0,1.0,4.0,3.0,1.0,3,2.0,2.0,16,,0.3333333333333333,0.3333333333333333,0.5,,1.0,0.42857142857142855,,1.0,0.375,,1.0,0.14285714285714285,24.489795918367346,0.75,,0.07142857142857142,,0.16666666666666666,0.1,,,,0.125,0.2,,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,0.42857142857142855,0.49663571428571424,,0.3537,,0.3333333333333333,10.9,25.1,0.37209302325581395,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,3.0,,,,,,,1.0,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,0.16666666666666666,,1.0,,,,,,,,,,,,0.5,,,,0.14285714285714285,,,,,,,,,,,,,,,,,0.125,0.14285714285714285,,,,,,,,,,True,,
2563,1610612743,Dahntay Jones,Dahntay Jones,2563,DEN,14565.0,243,-51.0,468,487,154,190,59,955,10.0,27.0,5.0,11.0,1.0,12.0,4.0,17.0,1.0,,15.0,56.0,2.0,59.0,548,1.0,8.0,2.0,5.0,16.0,1.0,18.0,18.0,12.0,9.0,16.0,4.0,39.0,10.0,8.0,8.0,2.0,18.0,12.0,30.0,,3.0,1.0,6.0,1.0,4.0,7.0,13.0,6.0,4.0,32,21.0,18.0,154,5.0,0.6,0.6428571428571429,0.26785714285714285,0.125,0.3125,0.3103448275862069,0.125,0.38235294117647056,0.42142857142857143,0.125,0.47368421052631576,0.034482758620689655,15.1183970856102,0.46153846153846156,0.14285714285714285,0.053691275167785234,0.05405405405405406,0.1095890410958904,0.07207207207207207,0.05263157894736842,,0.02702702702702703,0.1,0.11904761904761904,,0.46551724137931033,0.37037037037037035,0.5263157894736842,0.7,0.20689655172413793,0.08333333333333333,0.1,,0.29310344827586204,0.23529411764705882,0.25,0.017241379310344827,0.625,0.6470588235294118,,0.5,0.4918377192982456,0.46645000000000003,0.49518749999999995,0.03389830508474576,0.3050847457627119,7.062499999999999,31.8,0.32905982905982906,1.0,5.0,1.0,,,,1.0,1.0,,,1.0,1.0,2.0,23.0,,,,1.0,5.0,6.0,,2.0,1.0,-1.0,,11.0,,7.0,5.0,2.0,3.0,2.0,2.0,,2.0,1.0,2.0,3.0,,,3.0,2.0,,5.0,27.0,3.0,,13.0,2.0,4.0,1.0,3.0,5.0,2.0,,,,2.0,1.0,1.0,,1.0,1.0,,0.19642857142857142,0.2962962962962963,0.16666666666666666,0.058823529411764705,,,0.046511627906976744,0.11428571428571428,0.05405405405405406,,0.0196078431372549,0.02631578947368421,0.0967741935483871,0.4,0.5,1.0,1.0,1.0,0.017241379310344827,1.0,1.0,1.0,0.2,,,,,,,,0.45454545454545453,,0.058823529411764705,1.0,,0.19117647058823528,0.19696969696969696,,,,,1.0,1.0,1.0,,,True,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,65072.0,1085,160.0,2147,2140,733,635,278,4287,60.0,100.0,9.0,33.0,12.0,34.0,63.0,149.0,21.0,10.0,135.0,283.0,235.0,670.0,2261,11.0,28.0,60.0,36.0,86.0,83.0,222.0,104.0,166.0,104.0,121.0,80.0,259.0,11.0,30.0,73.0,,103.0,16.0,119.0,1.0,35.0,25.0,48.0,10.0,25.0,32.0,80.0,20.0,48.0,89,104.0,222.0,733,10.0,0.3851851851851852,0.3880597014925373,0.47703180212014135,0.39285714285714285,0.4186046511627907,0.5299227799227799,0.5568181818181818,0.4970414201183432,0.5671768707482994,0.5882352941176471,0.5443349753694581,0.45366795366795365,26.949494949494948,0.6,,0.08968058968058969,0.016923076923076923,0.11194029850746269,0.09519408502772643,0.016286644951140065,0.023255813953488372,0.011583011583011582,0.14652014652014653,0.09142857142857143,0.004081632653061225,0.19305019305019305,0.6,0.7058823529411765,0.4166666666666667,0.06563706563706563,0.35294117647058826,0.375,0.5833333333333334,0.2876447876447876,0.4228187919463087,0.4375,0.04054054054054054,0.20454545454545456,0.1952662721893491,0.05917159763313609,0.6467181467181468,0.49741970588235285,0.4812576923076922,0.48029409937888196,0.08955223880597014,0.33134328358208953,11.238869257950533,26.314042553191488,0.34140661387983234,4.0,18.0,12.0,2.0,5.0,5.0,81.0,214.0,7.0,11.0,27.0,73.0,93.0,121.0,9.0,16.0,11.0,32.0,54.0,210.0,69.0,2.0,8.0,206.0,81.0,22.0,1.0,17.0,13.0,4.0,4.0,20.0,4.0,1.0,10.0,5.0,23.0,2.0,5.0,,2.0,12.0,1.0,5.0,152.0,5.0,4.0,56.0,16.0,10.0,8.0,2.0,10.0,6.0,,,,15.0,0.7526881720430108,0.39574468085106385,0.5625,0.3855421686746988,0.40969162995594716,0.00425531914893617,0.07773851590106007,0.15,0.058823529411764705,0.03355704697986577,0.004672897196261682,0.011627906976744186,0.014760147601476014,0.019083969465648856,0.013452914798206279,0.020833333333333332,0.06606606606606606,0.052884615384615384,0.15053763440860216,0.6,0.31746031746031744,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.41312741312741313,0.37850467289719625,0.38028169014084506,0.7654320987654321,0.4444444444444444,,0.11363636363636363,0.4,0.5,0.25,0.6363636363636364,0.5714285714285714,0.5454545454545454,0.5,0.4319526627218935,0.3698630136986301,0.3932038834951456,0.10314685314685315,0.16766467065868262,2.0,3.0,0.012605042016806723,,,,,,,True,,
2078,1610612743,Jason Hart,Jason Hart,2078,DEN,817.0,14,-15.0,28,29,19,11,3,57,,1.0,,1.0,,,1.0,3.0,,,1.0,4.0,1.0,2.0,29,,,,1.0,4.0,1.0,2.0,2.0,,2.0,2.0,1.0,4.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,1.0,1,,2.0,19,,1.0,1.0,0.25,,0.25,0.2,,0.2,0.2,,0.2,0.2,15.15151515151515,,,0.09090909090909091,,1.0,0.16666666666666666,,,,,1.0,,0.2,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,0.2,,0.4,0.41753,,0.41753,,1.0,14.05,26.4,0.6785714285714286,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,,,,,,,,,,0.25,,,1.0,,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,True,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,35454.0,591,117.0,1176,1172,569,530,161,2348,76.0,138.0,30.0,61.0,22.0,48.0,36.0,113.0,8.0,4.0,134.0,299.0,52.0,436.0,1244,21.0,41.0,68.0,70.0,140.0,30.0,227.0,120.0,148.0,47.0,56.0,36.0,121.0,28.0,26.0,55.0,1.0,82.0,36.0,118.0,13.0,23.0,14.0,20.0,5.0,8.0,33.0,53.0,19.0,20.0,59,100.0,227.0,569,15.0,0.44776119402985076,0.4838709677419355,0.44816053511705684,0.5121951219512195,0.5,0.4672364672364672,0.5543478260869565,0.49117647058823527,0.529126213592233,0.6181818181818182,0.5509708737864077,0.14814814814814814,33.74545454545454,0.37735849056603776,0.03125,0.12359550561797752,0.07216494845360824,0.15950920245398773,0.13322368421052633,0.07003891050583658,0.06578947368421052,0.013888888888888888,0.16551724137931034,0.17094017094017094,0.07738095238095238,0.39316239316239315,0.5507246376811594,0.6229508196721312,0.5,0.13675213675213677,0.4583333333333333,0.4782608695652174,0.36363636363636365,0.32193732193732194,0.3185840707964602,0.32142857142857145,0.022792022792022793,0.6521739130434783,0.3588235294117647,0.023529411764705882,0.5413105413105413,0.4938617052023122,0.5236432432432433,0.49052454545454555,0.1559633027522936,0.5206422018348624,8.28628762541806,27.461538461538467,0.483843537414966,16.0,40.0,6.0,3.0,3.0,2.0,14.0,44.0,,2.0,7.0,26.0,20.0,108.0,3.0,5.0,17.0,9.0,60.0,39.0,21.0,20.0,3.0,41.0,14.0,19.0,1.0,9.0,6.0,3.0,5.0,6.0,8.0,,9.0,5.0,12.0,4.0,3.0,,1.0,14.0,2.0,2.0,136.0,15.0,,63.0,13.0,5.0,3.0,2.0,5.0,3.0,,1.0,,13.0,0.65,0.38461538461538464,0.6,0.3,0.40816326530612246,0.019230769230769232,0.06354515050167224,0.11594202898550725,0.041666666666666664,0.008849557522123894,0.022727272727272728,,0.06349206349206349,0.125,0.05504587155963303,0.11764705882352941,0.09714285714285714,0.112,0.13043478260869565,0.6,0.3888888888888889,0.75,0.75,0.8333333333333334,0.12535612535612536,0.3181818181818182,0.32558139534883723,0.5714285714285714,0.5333333333333333,0.1875,0.06521739130434782,1.0,1.0,0.043478260869565216,,,0.6557377049180327,0.5,0.15294117647058825,0.2692307692307692,0.34146341463414637,0.15789473684210525,0.18155619596541786,3.0,,,,,,,,,True,,
