EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Corner3PctBlocked,on
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,54370.0,906,-138,1685,1702,278,330,203,3387,106.0,171,27.0,43.0,14.0,23.0,26.0,77,41.0,104.0,1.0,3.0,6.0,2.0,173,352,3.0,7.0,64.0,419,1916,36.0,60.0,4.0,76.0,21.0,42.0,2.0,19.0,61.0,172.0,174.0,6.0,3.0,40.0,6.0,3.0,35.0,57.0,9.0,66.0,7.0,2.0,36.0,7.0,14.0,141.0,8.0,52.0,1.0,34.0,78,6.0,118,61.0,179,9.0,26.0,15.0,11.0,31.0,6.0,16.0,30.0,2.0,15.0,1.0,9.0,61.0,4.0,7.0,50.0,111.0,10.0,7.0,77,1.0,10.0,87,11.0,44.0,5.0,35.0,23.0,2.0,10.0,35.0,20.0,3.0,61.0,278,5.0,4.0,0.49710982658959535,0.5620915032679739,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4914772727272727,0.6,0.5,0.49442896935933145,0.6,0.4772727272727273,0.5277078085642317,0.6129032258064516,0.5545454545454546,0.019498607242339833,0.09943181818181818,0.13450292397660818,0.14285714285714285,0.009615384615384616,23.779854620976113,0.5081967213114754,0.14285714285714285,0.025,0.14391143911439114,0.07926829268292683,0.14977973568281938,0.05194805194805195,0.14564369310793238,0.07407407407407407,0.13875598086124402,0.055248618784530384,0.04887218045112782,0.064,0.09844559585492228,0.16101694915254236,0.17316017316017315,0.14,0.16883116883116883,0.061224489795918366,0.5714285714285714,0.4763231197771588,0.6198830409356725,0.7162162162162162,0.5377358490566038,0.21448467966573817,0.33766233766233766,0.3939393939393939,0.19230769230769232,0.28969359331476324,0.3942307692307692,0.39805825242718446,0.5853658536585366,0.002785515320334262,0.016713091922005572,0.5,0.5,0.6666666666666666,0.7166666666666667,0.627906976744186,0.1111111111111111,0.5227272727272727,0.6086956521739131,0.045454545454545456,0.4958217270194986,0.5,0.5037282122905029,0.5380981132075472,0.5135348837209304,0.11224489795918367,0.11428571428571428,0.18138424821002386,0.14558472553699284,7.586931818181818,27.52857142857143,0.16498516320474776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,2975.0,50,-3,85,86,16,9,9,171,3.0,3,,,1.0,1.0,,1,,1.0,,2.0,4.0,1.0,3,5,2.0,4.0,7.0,19,107,,,,,1.0,2.0,1.0,,2.0,6.0,,3.0,3.0,,4.0,2.0,,10.0,3.0,13.0,3.0,,6.0,2.0,2.0,29.0,,,,,6,,6,,6,,,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,8,,1.0,10,1.0,5.0,,,,,,,,,2.0,16,,,1.0,1.0,0.5,0.5,0.5,0.6,,0.5,0.6666666666666666,,0.3333333333333333,0.7307692307692307,,0.3333333333333333,0.4444444444444444,,,,,14.73684210526316,,,,0.2222222222222222,,,,0.16216216216216217,,,,,,0.6666666666666666,0.4,,,,,,0.3333333333333333,1.0,1.0,1.0,0.1111111111111111,,,,0.1111111111111111,,,,,0.4444444444444444,0.5,0.5,0.5,,,,0.3333333333333333,1.0,0.3333333333333333,0.7777777777777778,0.5,0.5539499999999999,,0.5035166666666667,0.38461538461538464,0.5555555555555556,,0.10526315789473684,7.1800000000000015,26.175,0.18823529411764706,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,96686.0,1611,-297,3046,3069,644,692,395,6115,158.0,258,41.0,68.0,43.0,64.0,86.0,189,78.0,199.0,26.0,50.0,156.0,17.0,322,646,63.0,182.0,179.0,1012,3543,50.0,91.0,22.0,122.0,68.0,128.0,28.0,60.0,229.0,414.0,230.0,189.0,,46.0,156.0,50.0,42.0,59.0,14.0,73.0,12.0,2.0,36.0,7.0,16.0,160.0,16.0,75.0,3.0,56.0,163,27.0,246,94.0,340,14.0,39.0,22.0,17.0,49.0,4.0,34.0,30.0,5.0,15.0,1.0,7.0,79.0,8.0,16.0,87.0,126.0,6.0,10.0,201,13.0,5.0,236,31.0,108.0,21.0,10.0,6.0,,4.0,10.0,6.0,,229.0,644,4.0,19.0,0.6428571428571429,0.6923076923076923,1.0,0.34615384615384615,0.34615384615384615,0.4984520123839009,0.5494505494505495,0.53125,0.5030193236714976,0.5154639175257731,0.5416666666666666,0.5441810344827587,0.5545454545454546,0.5932642487046632,0.21980676328502416,0.06501547987616099,0.09302325581395349,0.07936507936507936,0.01507537688442211,28.65680136596471,0.620253164556962,0.32142857142857145,0.03529411764705882,0.16926272066458983,0.06382978723404255,0.14105793450881612,0.05423728813559322,0.1610294117647059,0.06190476190476191,0.08629441624365482,0.05501618122977346,0.05084745762711865,0.05106382978723404,0.19242902208201892,0.1822429906542056,0.14583333333333334,0.16117216117216118,0.0967741935483871,0.03526448362720403,0.6,0.3115942028985507,0.6124031007751938,0.6752136752136753,0.6455696202531646,0.22826086956521738,0.455026455026455,0.4942528735632184,0.5581395348837209,0.24033816425120774,0.39195979899497485,0.3979591836734694,0.7307692307692307,0.03140096618357488,0.18840579710144928,0.32051282051282054,0.3246753246753247,1.0,0.7010309278350515,0.6029411764705882,0.14634146341463414,0.41025641025641024,0.671875,0.10897435897435898,0.5314009661835749,0.32051282051282054,0.4970668077388151,0.538250588235294,0.5015129032258067,0.12238147739801543,0.14937759336099585,0.12055335968379446,0.22628458498023715,8.595665634674926,25.065934065934066,0.211424819435325,2.0,13.0,1.0,6.0,11.0,5.0,5.0,6.0,11.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.39285714285714285,0.01098901098901099,0.01282051282051282,0.06666666666666667,0.5,0.5,1.0,0.010309278350515464,0.05154639175257732,0.07051282051282051,0.5454545454545454,0.29411764705882354,0.016304347826086956,,,,,,,,,,,,,,,True
201156,1610612764,Nick Young,Nick Young,201156,WAS,46590.0,776,-132,1466,1464,396,397,201,2930,38.0,64,4.0,8.0,10.0,18.0,36.0,64,58.0,154.0,19.0,15.0,55.0,18.0,132,282,23.0,74.0,83.0,416,1635,9.0,20.0,7.0,31.0,33.0,69.0,25.0,38.0,125.0,62.0,202.0,69.0,,4.0,55.0,15.0,16.0,35.0,6.0,41.0,6.0,,15.0,3.0,17.0,88.0,3.0,10.0,,21.0,39,1.0,61,13.0,74,3.0,17.0,15.0,2.0,24.0,1.0,11.0,12.0,1.0,13.0,1.0,2.0,36.0,7.0,10.0,26.0,61.0,,4.0,68,,3.0,96,5.0,36.0,13.0,8.0,8.0,,,8.0,6.0,,125.0,396,8.0,11.0,0.23484848484848486,0.23846153846153847,1.0,0.3108108108108108,0.3108108108108108,0.46808510638297873,0.45,0.4782608695652174,0.46769662921348315,0.48,0.4627659574468085,0.51625,0.5344827586206896,0.5347826086956522,0.20786516853932585,0.05673758865248227,0.203125,0.03125,0.006493506493506494,25.753101004134674,0.6666666666666666,0.021739130434782608,,0.08405172413793104,0.017482517482517484,0.11229946524064172,0.023076923076923078,0.09216589861751152,0.018518518518518517,0.03333333333333333,0.0136986301369863,0.008130081300813009,0.010101010101010102,0.05194805194805195,0.08181818181818182,0.11,0.1,0.14035087719298245,0.016853932584269662,0.75,0.1797752808988764,0.59375,0.7450980392156863,0.3684210526315789,0.1797752808988764,0.5625,0.5806451612903226,0.16666666666666666,0.43258426966292135,0.37662337662337664,0.3790849673202614,0.1896551724137931,0.05337078651685393,0.1544943820224719,0.2727272727272727,0.2777777777777778,1.0,0.32,0.5,0.25,0.19148936170212766,0.5555555555555556,0.19148936170212766,0.38764044943820225,0.2727272727272727,0.4601351694915257,0.4804818181818183,0.4536804347826088,0.09302325581395349,0.11501597444089456,0.07451923076923077,0.3004807692307692,12.040070921985812,25.5027027027027,0.27012278308321963,3.0,8.0,,5.0,7.0,5.0,2.0,5.0,7.0,1.0,,,,,,,0.28,0.013513513513513514,0.01818181818181818,0.06451612903225806,0.42105263157894735,0.42105263157894735,1.0,,0.2,0.07446808510638298,0.7142857142857143,0.1111111111111111,,2.0,2.0,0.4,0.4,1.0,,,,,,,,,,True
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,124333.0,2072,-368,3912,3943,864,931,506,7855,78.0,149,30.0,53.0,14.0,30.0,12.0,47,48.0,124.0,,2.0,4.0,1.0,138,320,2.0,4.0,74.0,356,4495,33.0,62.0,16.0,82.0,28.0,71.0,1.0,19.0,75.0,158.0,118.0,6.0,,48.0,4.0,2.0,35.0,161.0,37.0,198.0,26.0,11.0,84.0,35.0,42.0,433.0,24.0,89.0,,94.0,203,18.0,315,113.0,428,11.0,62.0,43.0,19.0,54.0,13.0,42.0,38.0,5.0,12.0,,6.0,92.0,4.0,19.0,84.0,153.0,5.0,10.0,81,4.0,6.0,102,9.0,47.0,7.0,65.0,43.0,3.0,19.0,74.0,44.0,2.0,75.0,864,11.0,7.0,0.572463768115942,0.6929824561403509,1.0,0.5,0.5,0.43125,0.532258064516129,0.39436619718309857,0.4351851851851852,0.5238095238095238,0.3888888888888889,0.4810810810810811,0.5540540540540541,0.44642857142857145,0.012345679012345678,0.109375,0.14093959731543623,0.23404255319148937,0.024193548387096774,10.23936170212766,0.5869565217391305,0.16216216216216217,,0.16477272727272727,0.05886243386243386,0.17836812144212524,0.06779661016949153,0.16884593519044913,0.060557341907824226,0.06534653465346535,0.04773869346733668,0.060755336617405585,0.07581227436823104,0.12406947890818859,0.16666666666666666,0.19378427787934185,0.15258855585831063,0.2375,0.07534246575342465,0.5945945945945946,0.45987654320987653,0.5234899328859061,0.609375,0.5128205128205128,0.14506172839506173,0.2553191489361702,0.3333333333333333,0.25,0.38271604938271603,0.3870967741935484,0.39669421487603307,0.75,,0.012345679012345678,0.5,0.5,1.0,0.8412698412698413,0.5660377358490566,0.1,0.4166666666666667,0.4666666666666667,0.013888888888888888,0.4722222222222222,0.5,0.4835337962962962,0.535116379310345,0.46122986111111114,0.1322314049586777,0.13128491620111732,0.2303370786516854,0.21067415730337077,9.075624999999999,25.25,0.22085889570552147,,,,,,1.0,,1.0,,,,,1.0,,1.0,4.0,,,,0.03896103896103896,,,,,0.015873015873015872,,,,0.2,,,,,,9.0,5.0,4.0,,,,,,,True
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,68119.0,1135,-176,2143,2157,496,491,274,4300,84.0,138,26.0,43.0,14.0,24.0,25.0,60,72.0,185.0,21.0,26.0,73.0,25.0,181,383,31.0,94.0,138.0,593,2511,33.0,61.0,23.0,95.0,38.0,72.0,31.0,58.0,170.0,158.0,204.0,36.0,57.0,30.0,70.0,26.0,28.0,99.0,24.0,123.0,17.0,7.0,56.0,13.0,30.0,270.0,7.0,41.0,1.0,34.0,83,4.0,121,49.0,170,7.0,48.0,25.0,23.0,48.0,13.0,31.0,45.0,6.0,17.0,7.0,6.0,93.0,6.0,22.0,22.0,61.0,3.0,10.0,125,3.0,1.0,162,16.0,65.0,16.0,9.0,8.0,1.0,,9.0,5.0,,170.0,496,11.0,14.0,0.43646408839779005,0.4759036144578313,0.3870967741935484,0.32978723404255317,0.34065934065934067,0.4725848563968668,0.5409836065573771,0.5277777777777778,0.4769392033542977,0.5294117647058824,0.5436893203883495,0.5358455882352942,0.6012658227848101,0.6325757575757576,0.1970649895178197,0.0731070496083551,0.13043478260869565,0.1,0.021621621621621623,25.68770226537217,0.5161290322580645,0.05970149253731343,0.014925373134328358,0.12152269399707175,0.05131414267834793,0.11929824561403508,0.03571428571428571,0.12086776859504132,0.04824120603015075,0.06934306569343066,0.06435643564356436,0.02786377708978328,0.040268456375838924,0.08181818181818182,0.10967741935483871,0.15584415584415584,0.1116751269035533,0.13636363636363635,0.03111111111111111,0.5555555555555556,0.2893081761006289,0.6086956521739131,0.7,0.5595238095238095,0.12578616352201258,0.4166666666666667,0.46296296296296297,0.48,0.38784067085953877,0.3891891891891892,0.39779005524861877,0.2777777777777778,0.0440251572327044,0.1530398322851153,0.3561643835616438,0.3561643835616438,0.34615384615384615,0.6323529411764706,0.6046511627906976,0.2692307692307692,0.23300970873786409,0.5833333333333334,0.24271844660194175,0.4863731656184486,0.37142857142857144,0.4820084042553192,0.5183661016949153,0.45167422680412367,0.1268939393939394,0.15046296296296297,0.16020236087689713,0.2866779089376054,10.727937336814625,26.81382978723405,0.23145123658422773,12.0,5.0,3.0,3.0,6.0,4.0,9.0,7.0,12.0,,,,2.0,,1.0,3.0,0.3870967741935484,,,0.02127659574468085,0.23809523809523808,0.23809523809523808,0.6,0.04411764705882353,0.058823529411764705,0.05825242718446602,0.5,0.36,0.020833333333333332,1.0,2.0,0.2857142857142857,0.25,,,,,1.0,3.0,0.3333333333333333,1.0,,,True
201580,1610612764,JaVale McGee,JaVale McGee,201580,WAS,28399.0,473,-174,904,909,268,288,127,1813,56.0,96,18.0,36.0,18.0,34.0,12.0,53,6.0,12.0,,,,,74,161,,,44.0,192,1059,20.0,43.0,8.0,48.0,23.0,46.0,,21.0,67.0,90.0,58.0,,,28.0,,,21.0,9.0,1.0,10.0,1.0,,6.0,1.0,2.0,21.0,8.0,37.0,2.0,24.0,31,7.0,62,47.0,109,6.0,16.0,11.0,5.0,13.0,2.0,4.0,16.0,3.0,9.0,1.0,3.0,29.0,4.0,3.0,31.0,48.0,5.0,4.0,56,1.0,3.0,62,13.0,35.0,3.0,25.0,11.0,4.0,10.0,25.0,13.0,9.0,67.0,268,2.0,3.0,0.6081081081081081,0.75,,,,0.45962732919254656,0.46511627906976744,0.5,0.45962732919254656,0.46511627906976744,0.5,0.5161290322580645,0.5106382978723404,0.5877192982456141,,0.13043478260869565,0.10416666666666667,0.20754716981132076,,20.379146919431278,0.4482758620689655,0.2413793103448276,0.058823529411764705,0.11355311355311355,0.1,0.17266187050359713,0.10810810810810811,0.13349514563106796,0.10135135135135136,0.09523809523809523,0.09433962264150944,0.10869565217391304,0.07272727272727272,0.11235955056179775,0.09210526315789473,0.12962962962962962,0.1836734693877551,0.14634146341463414,0.09375,0.52,0.5962732919254659,0.5833333333333334,0.6511627906976745,0.6071428571428571,0.32919254658385094,0.22641509433962265,0.2857142857142857,0.5833333333333334,0.07453416149068323,0.5,0.5,0.6666666666666666,,,,,,0.8372093023255814,0.5,0.1111111111111111,0.7391304347826086,0.5294117647058824,,0.5962732919254659,,0.5153633540372673,0.5493111111111109,0.5472826086956522,0.1912568306010929,0.1912568306010929,0.25,0.3489583333333333,4.593167701863353,,0.29646017699115046,,,,,,,,,,,,,,1.0,1.0,3.0,,,,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,True
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,47777.0,796,-87,1506,1511,235,233,178,3017,65.0,100,7.0,12.0,10.0,14.0,31.0,60,40.0,78.0,,,,,136,238,,,48.0,320,1693,15.0,25.0,10.0,40.0,17.0,27.0,,16.0,50.0,214.0,58.0,,,14.0,,,16.0,49.0,4.0,53.0,4.0,,29.0,5.0,15.0,110.0,9.0,27.0,1.0,23.0,42,10.0,75,37.0,112,3.0,39.0,12.0,27.0,13.0,3.0,8.0,27.0,2.0,5.0,,7.0,40.0,2.0,6.0,51.0,104.0,1.0,11.0,51,5.0,5.0,51,9.0,24.0,5.0,16.0,9.0,1.0,6.0,16.0,8.0,,50.0,235,6.0,5.0,0.7867647058823529,0.8294573643410853,,,,0.5714285714285714,0.6,0.6296296296296297,0.5714285714285714,0.6,0.6296296296296297,0.6162790697674418,0.6896551724137931,0.7142857142857143,,0.06722689075630252,0.08,0.11666666666666667,0.01282051282051282,17.35585323238206,0.325,0.2857142857142857,0.02631578947368421,0.09071274298056156,0.04671280276816609,0.11057692307692307,0.08035714285714286,0.09687034277198212,0.05217391304347826,0.0449438202247191,0.06289308176100629,0.03734439834024896,0.06818181818181818,0.11627906976744186,0.0761904761904762,0.08296943231441048,0.10666666666666667,0.1206896551724138,0.03488372093023256,0.5,0.42016806722689076,0.65,0.7065217391304348,0.7538461538461538,0.25210084033613445,0.5166666666666667,0.5849056603773585,0.7419354838709677,0.3277310924369748,0.5128205128205128,0.5194805194805194,0.875,,,,,,0.48,0.5833333333333334,,0.5185185185185185,0.7142857142857143,,0.42016806722689076,,0.4897214285714285,0.5106285714285714,0.47666296296296295,0.09486166007905138,0.09486166007905138,0.125,0.15625,8.892436974789918,,0.15604249667994688,2.0,,,,,,,,,,,,,,2.0,2.0,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,True
200793,1610612764,Dee Brown,Dee Brown,200793,WAS,2642.0,44,11,83,86,11,36,13,169,3.0,6,,1.0,,1.0,,1,,1.0,1.0,,2.0,,3,8,,3.0,,6,73,,1.0,,,,1.0,,,,,6.0,,,,2.0,,1.0,3.0,4.0,7.0,4.0,,3.0,,,18.0,,1.0,,4.0,2,,6,1.0,7,,5.0,3.0,2.0,,2.0,,2.0,,,,,2.0,,,2.0,5.0,,,1,,,1,1.0,1.0,,,,,,,,,,11,2.0,,,,,,,0.375,,,0.2727272727272727,,,0.2727272727272727,,,0.2727272727272727,0.125,0.16666666666666666,,,13.26530612244898,,,,0.0625,0.02631578947368421,0.4,,0.14285714285714285,0.022222222222222223,,,0.07142857142857142,,,,0.14285714285714285,0.42857142857142855,0.3333333333333333,,,0.5454545454545454,0.5,0.6,,0.09090909090909091,,,,0.09090909090909091,,,,0.09090909090909091,0.18181818181818182,,,,1.0,,,1.0,,,0.8181818181818182,,0.6119045454545454,0.5682,0.5754,0.09090909090909091,0.125,,,3.6250000000000004,24.866666666666664,0.13253012048192772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,6341.0,106,6,193,205,47,69,30,398,3.0,3,,,,,,1,6.0,13.0,7.0,2.0,8.0,4.0,9,17,3.0,15.0,5.0,32,211,3.0,5.0,,6.0,2.0,6.0,5.0,3.0,13.0,6.0,12.0,6.0,3.0,,5.0,1.0,,11.0,2.0,13.0,2.0,,4.0,1.0,6.0,28.0,1.0,1.0,,2.0,7,,9,2.0,11,1.0,5.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,3.0,,1.0,2.0,4.0,,,10,,,10,,4.0,1.0,,,,,,,,13.0,47,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.15384615384615385,0.5294117647058824,0.6,0.3333333333333333,0.421875,0.375,0.45454545454545453,0.43243243243243246,0.375,0.5,0.46875,,,,,17.54385964912281,0.6666666666666666,,,0.109375,0.01282051282051282,0.05263157894736842,0.041666666666666664,0.08823529411764706,0.0196078431372549,,,0.02857142857142857,,0.1111111111111111,0.09090909090909091,0.11538461538461539,0.07692307692307693,,0.0625,,0.09375,1.0,1.0,0.3333333333333333,0.03125,,,,0.40625,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.21875,0.25,0.25,0.2857142857142857,0.5,,,,,,0.36363636363636365,0.5625,0.2,0.47944137931034486,0.45117499999999994,0.4175333333333333,0.1111111111111111,0.19047619047619047,0.1875,0.40625,15.758823529411767,27.773333333333333,0.24352331606217617,,1.0,2.0,,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,,0.4,0.13333333333333333,0.125,0.125,0.14285714285714285,0.16666666666666666,1.0,0.25,0.125,0.09090909090909091,,0.5,,,,,,,,,,,2.0,,,1.0,0.14285714285714285,True
