EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassSteals,Offensive Fouls,Offensive Fouls Drawn,Corner3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlockedLongMidRange,Clear Path Fouls,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,on,HeaveAttempts,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,HeaveMakes
101122,1610612754,Danny Granger,Danny Granger,101122,IND,21533.0,359,-12,739,746,164,227,74,1485,23.0,41.0,4.0,5.0,8.0,14.0,5.0,27.0,22.0,59.0,1.0,4.0,27.0,64.0,2.0,7.0,7.0,18.0,50.0,127.0,28.0,68.0,58.0,242.0,817,5.0,12.0,2.0,7.0,2.0,18.0,12.0,28.0,7.0,18.0,13.0,58.0,30.0,70.0,78.0,6.0,6.0,64.0,27.0,14.0,1.0,21.0,6.0,27.0,4.0,2.0,13.0,1.0,7.0,60.0,1.0,5.0,17.0,29.0,2.0,48,6.0,54,1.0,6.0,6.0,3.0,1.0,2.0,5.0,1.0,1.0,8.0,1.0,11.0,22.0,3.0,42.0,61.0,3.0,4.0,19.0,4.0,5.0,15.0,11.0,4.0,15.0,13.0,1.0,58.0,164,4.0,5.0,0.3,0.3191489361702128,0.9285714285714286,0.4117647058823529,0.2857142857142857,0.3888888888888889,0.4117647058823529,0.3937007874015748,0.4166666666666667,0.42857142857142855,0.4717948717948718,0.42105263157894735,0.4891304347826087,0.5409090909090909,0.45,0.5377358490566038,0.3487179487179487,0.014705882352941176,0.11023622047244094,0.1951219512195122,0.14814814814814814,0.03389830508474576,0.015625,27.80487804878049,0.375,0.15384615384615385,0.12554112554112554,0.020491803278688523,0.14655172413793102,0.008620689655172414,0.13256484149855907,0.016666666666666666,0.05405405405405406,0.008849557522123894,0.010638297872340425,0.13846153846153847,0.11666666666666667,0.12264150943396226,0.10294117647058823,0.20833333333333334,0.009900990099009901,0.8666666666666667,0.21025641025641026,0.5609756097560976,0.696969696969697,0.30434782608695654,0.13846153846153847,0.18518518518518517,0.21739130434782608,0.30256410256410254,0.3728813559322034,0.38596491228070173,0.36363636363636365,0.020512820512820513,0.25,0.25,1.0,0.3282051282051282,0.421875,0.42857142857142855,0.9259259259259259,0.2631578947368421,0.8,0.3684210526315789,0.2857142857142857,1.0,0.30434782608695654,0.5714285714285714,0.391304347826087,0.3888888888888889,0.558974358974359,0.421875,0.48401897435897445,0.4784050000000001,0.479075,0.10697674418604651,0.13286713286713286,0.05555555555555555,0.0743801652892562,0.2396694214876033,10.744881889763779,25.604411764705883,0.2219215155615697,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101127,1610612754,Jarrett Jack,Jarrett Jack,101127,IND,19560.0,326,-13,684,684,165,244,71,1368,7.0,13.0,1.0,2.0,,2.0,11.0,25.0,7.0,21.0,4.0,18.0,4.0,11.0,,,1.0,2.0,25.0,59.0,8.0,29.0,25.0,99.0,758,3.0,7.0,1.0,3.0,2.0,11.0,3.0,11.0,3.0,8.0,18.0,33.0,16.0,34.0,24.0,,,11.0,4.0,3.0,1.0,22.0,17.0,39.0,15.0,2.0,10.0,2.0,10.0,95.0,2.0,3.0,10.0,15.0,1.0,26,5.0,31,,3.0,1.0,11.0,4.0,8.0,8.0,3.0,2.0,19.0,3.0,8.0,27.0,,19.0,29.0,1.0,4.0,4.0,,9.0,,,,,,,33.0,165,8.0,8.0,0.32,0.32,1.0,0.27586206896551724,0.3333333333333333,0.375,0.27586206896551724,0.423728813559322,0.42857142857142855,0.2727272727272727,0.42045454545454547,0.45,0.39473684210526316,0.475,0.5,0.5555555555555556,0.32954545454545453,0.034482758620689655,0.05084745762711865,0.07692307692307693,0.08,,,15.596330275229358,0.5789473684210527,0.047619047619047616,0.07537688442211055,0.014354066985645933,0.1111111111111111,0.017857142857142856,0.08650519031141868,0.01557632398753894,0.05084745762711865,,0.024096385542168676,0.03508771929824561,0.09803921568627451,0.08791208791208792,0.11538461538461539,0.10526315789473684,,,0.14772727272727273,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.2840909090909091,0.44,0.4782608695652174,0.23863636363636365,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.20454545454545456,0.2222222222222222,0.23529411764705882,1.0,0.125,0.36363636363636365,0.36363636363636365,1.0,0.2,0.5,,,,0.10526315789473684,,0.10526315789473684,0.5,0.4772727272727273,0.36363636363636365,0.49550795454545465,0.53615625,0.49524210526315793,0.04395604395604396,0.06451612903225806,,0.1111111111111111,0.3333333333333333,10.386440677966101,24.037931034482764,0.2412280701754386,1.0,3.0,2.0,6.0,2.0,2.0,3.0,0.05555555555555555,0.18181818181818182,0.3,0.3333333333333333,1.0,0.3157894736842105,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,
101143,1610612754,Travis Diener,Travis Diener,101143,IND,7673.0,128,7,268,267,99,154,23,535,4.0,4.0,,,2.0,2.0,1.0,2.0,1.0,7.0,1.0,3.0,4.0,13.0,2.0,3.0,1.0,5.0,6.0,13.0,5.0,16.0,3.0,30.0,306,,,2.0,3.0,2.0,8.0,4.0,4.0,2.0,6.0,3.0,17.0,,12.0,6.0,9.0,,13.0,4.0,1.0,,14.0,15.0,29.0,9.0,6.0,8.0,3.0,3.0,73.0,1.0,1.0,3.0,6.0,1.0,10,2.0,12,,4.0,1.0,1.0,,1.0,1.0,,,2.0,,1.0,5.0,,4.0,4.0,,,,,2.0,1.0,1.0,,1.0,,,17.0,99,,2.0,,,0.4,0.3125,0.6666666666666666,0.3333333333333333,0.3125,0.46153846153846156,,1.0,0.46551724137931033,1.0,0.7,0.4838709677419355,1.0,0.7083333333333334,0.5517241379310345,,0.07692307692307693,,,0.14285714285714285,,11.1864406779661,0.5,0.14285714285714285,0.07228915662650602,0.014492753623188406,0.09090909090909091,0.02040816326530612,0.07758620689655173,0.01694915254237288,,0.03125,0.02631578947368421,0.07407407407407407,0.038461538461538464,0.1,0.10526315789473684,0.07142857142857142,,,0.13793103448275862,1.0,1.0,,0.06896551724137931,0.5,0.5,0.2413793103448276,0.14285714285714285,0.16666666666666666,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.4482758620689655,0.3076923076923077,0.3076923076923077,0.25,,,1.0,0.6666666666666666,0.5,0.2,1.0,0.5,0.2,0.6896551724137931,0.3076923076923077,0.4850189655172414,0.50055,0.45611500000000005,,,,0.26666666666666666,0.5666666666666667,12.384615384615383,25.556250000000002,0.3694029850746269,,,1.0,1.0,3.0,1.0,,,,,,,0.1,1.0,1.0,,,,,,,,,,,,,True,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,16210.0,270,-13,551,556,126,193,63,1107,20.0,35.0,5.0,14.0,2.0,5.0,3.0,4.0,4.0,6.0,,,,,,,,,27.0,45.0,,,16.0,70.0,596,7.0,16.0,,,5.0,19.0,4.0,7.0,,,6.0,14.0,44.0,10.0,,,10.0,,,3.0,,17.0,11.0,28.0,11.0,,10.0,1.0,6.0,67.0,11.0,21.0,10.0,25.0,4.0,39,32.0,71,,4.0,4.0,6.0,3.0,4.0,12.0,2.0,2.0,18.0,3.0,17.0,36.0,5.0,26.0,30.0,2.0,,13.0,,3.0,5.0,5.0,,5.0,2.0,,14.0,126,4.0,2.0,0.8148148148148148,1.0,,,,,,0.6,0.4375,0.5714285714285714,0.6,0.4375,0.5714285714285714,0.5932203389830508,0.4523809523809524,0.5384615384615384,,,0.06666666666666667,0.05714285714285714,0.25,,,12.218649517684888,0.3333333333333333,0.3076923076923077,0.1366120218579235,0.1099476439790576,0.12658227848101267,0.14864864864864866,0.13358778625954199,0.12075471698113208,0.17543859649122806,0.06666666666666667,0.15873015873015872,0.16,0.14285714285714285,0.12087912087912088,0.09523809523809523,0.16216216216216217,,0.4,0.7777777777777778,0.5714285714285714,0.6060606060606061,0.75,0.08888888888888889,0.75,1.0,0.13333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.875,0.35714285714285715,,,,0.7142857142857143,0.4,,,0.7777777777777778,,0.5504955555555555,0.5371571428571429,0.5680571428571429,0.23214285714285715,0.23214285714285715,,0.2714285714285714,0.2,3.802222222222223,,0.22867513611615245,,,,,,5.0,4.0,,1.0,,,,,,4.0,1.0,2.0,1.0,1.0,0.11363636363636363,0.09090909090909091,,,,,,,True,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,29691.0,495,-31,1034,1040,273,383,104,2074,27.0,47.0,2.0,7.0,3.0,6.0,11.0,32.0,23.0,63.0,10.0,22.0,22.0,68.0,3.0,5.0,7.0,22.0,61.0,142.0,32.0,90.0,53.0,271.0,1152,4.0,13.0,5.0,8.0,7.0,30.0,13.0,26.0,11.0,29.0,21.0,80.0,86.0,36.0,96.0,,2.0,68.0,22.0,8.0,,31.0,13.0,44.0,11.0,2.0,17.0,6.0,8.0,101.0,6.0,8.0,19.0,34.0,1.0,54,14.0,68,2.0,12.0,6.0,32.0,1.0,25.0,6.0,7.0,4.0,38.0,7.0,24.0,36.0,4.0,61.0,65.0,7.0,,25.0,4.0,5.0,9.0,5.0,3.0,9.0,6.0,,80.0,273,3.0,5.0,0.7049180327868853,0.7166666666666667,1.0,0.35555555555555557,0.625,0.3793103448275862,0.35555555555555557,0.4295774647887324,0.3076923076923077,0.5,0.4698275862068966,0.5476190476190477,0.5363636363636364,0.5231660231660231,0.625,0.5970149253731343,0.3879310344827586,,0.056338028169014086,0.0851063829787234,0.0625,0.031746031746031744,,25.848563968668408,0.8421052631578947,0.03571428571428571,0.11003236245954692,0.0243161094224924,0.13380281690140844,0.03870967741935484,0.11751662971175167,0.028925619834710745,0.010309278350515464,0.013986013986013986,0.03333333333333333,0.125,0.07142857142857142,0.12408759124087591,0.15853658536585366,0.1,0.015503875968992248,0.6666666666666666,0.2025862068965517,0.574468085106383,0.627906976744186,0.6666666666666666,0.13793103448275862,0.34375,0.36666666666666664,0.27155172413793105,0.36507936507936506,0.3770491803278688,0.8695652173913043,0.09482758620689655,0.45454545454545453,0.45454545454545453,1.0,0.29310344827586204,0.3235294117647059,0.3235294117647059,1.0,0.3333333333333333,0.2857142857142857,0.23809523809523808,0.6,1.0,0.10909090909090909,0.5,0.4,0.3181818181818182,0.5905172413793104,0.3235294117647059,0.5023260775862068,0.49442142857142857,0.49227454545454546,0.1141732283464567,0.15625,0.0425531914893617,0.11070110701107011,0.2952029520295203,10.62112676056338,25.23222222222222,0.2640232108317215,2.0,3.0,4.0,7.0,6.0,1.0,15.0,,0.45454545454545453,0.14285714285714285,0.6666666666666666,1.0,0.12727272727272726,0.5714285714285714,3.0,,1.0,,,0.056179775280898875,0.05714285714285714,1.0,,,,,,True,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,1497.0,25,10,56,52,8,19,5,108,3.0,6.0,1.0,2.0,,,2.0,7.0,,,,,,,,,,,5.0,13.0,,,7.0,17.0,57,1.0,2.0,,,3.0,5.0,,3.0,,,,,6.0,4.0,,,2.0,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,3.0,,4.0,,4,3.0,7,,1.0,,,,,1.0,,,1.0,1.0,5.0,8.0,,5.0,8.0,,,4.0,,,,,,,,,,8,2.0,,0.6,0.75,,,,,,0.38461538461538464,0.5,,0.38461538461538464,0.5,,0.5,0.625,,,,0.07692307692307693,0.16666666666666666,,,,29.032258064516128,,,0.2857142857142857,0.13636363636363635,,,0.2222222222222222,0.10714285714285714,0.2727272727272727,,,0.3333333333333333,0.3333333333333333,0.25,,,,,0.46153846153846156,0.5,0.6,0.6666666666666666,0.5384615384615384,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,1.0,0.5,,,,,,,,0.46153846153846156,,0.4946846153846154,0.57805,0.3808,0.23529411764705882,0.23529411764705882,,0.29411764705882354,,5.176923076923076,,0.14285714285714285,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,21835.0,364,-63,742,750,149,190,79,1492,15.0,20.0,2.0,5.0,3.0,5.0,3.0,8.0,6.0,22.0,1.0,2.0,27.0,50.0,,1.0,7.0,11.0,24.0,50.0,28.0,52.0,23.0,155.0,854,3.0,9.0,1.0,2.0,2.0,11.0,4.0,8.0,7.0,12.0,5.0,34.0,36.0,12.0,84.0,,2.0,50.0,27.0,2.0,,10.0,9.0,19.0,8.0,1.0,5.0,2.0,3.0,47.0,4.0,11.0,26.0,69.0,11.0,106,15.0,121,3.0,9.0,1.0,7.0,4.0,6.0,9.0,1.0,3.0,16.0,2.0,24.0,40.0,4.0,23.0,24.0,2.0,,12.0,,1.0,5.0,3.0,2.0,5.0,2.0,,34.0,149,5.0,1.0,0.75,0.782608695652174,1.0,0.5384615384615384,0.5,0.5833333333333334,0.5384615384615384,0.48,0.3333333333333333,0.5,0.6470588235294118,0.4090909090909091,0.725,0.6858407079646017,0.4583333333333333,0.7727272727272727,0.5098039215686274,,0.04,0.05,0.125,,,15.560916767189386,0.4375,0.5789473684210527,0.3194444444444444,0.04435483870967742,0.26262626262626265,0.03418803418803419,0.30158730158730157,0.0410958904109589,0.04411764705882353,0.05504587155963303,0.02247191011235955,0.25862068965517243,0.2923076923076923,0.3763440860215054,0.2833333333333333,0.23076923076923078,0.06382978723404255,0.4,0.19607843137254902,0.75,0.7894736842105263,0.7333333333333333,0.0784313725490196,0.375,0.42857142857142855,0.21568627450980393,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.0196078431372549,0.5,0.5,1.0,0.49019607843137253,0.54,0.54,1.0,0.45454545454545453,0.4,0.09090909090909091,,,0.25,0.6,0.55,0.6363636363636364,0.7058823529411765,0.54,0.5228887254901959,0.5017,0.51356,0.10714285714285714,0.2,,0.07096774193548387,0.21935483870967742,10.083999999999998,25.501923076923084,0.20080862533692723,1.0,1.0,,1.0,8.0,2.0,2.0,,0.6666666666666666,0.09090909090909091,1.0,1.0,0.05,,2.0,,1.0,,1.0,0.028169014084507043,0.07142857142857142,,1.0,0.5,,,,True,,,,,,,
101211,1610612754,Stephen Graham,Stephen Graham,101211,IND,4213.0,70,11,150,150,50,77,14,300,4.0,9.0,,1.0,2.0,4.0,1.0,2.0,4.0,10.0,2.0,3.0,3.0,5.0,,,,2.0,9.0,21.0,5.0,8.0,4.0,37.0,166,1.0,2.0,,,,2.0,2.0,7.0,1.0,4.0,2.0,9.0,12.0,6.0,15.0,,,5.0,3.0,1.0,,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,1.0,1.0,2.0,8.0,1.0,11,2.0,13,,1.0,,4.0,,3.0,1.0,1.0,,5.0,1.0,6.0,11.0,,3.0,4.0,,,1.0,,1.0,1.0,1.0,,1.0,,,9.0,50,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.625,,0.25,0.625,0.42857142857142855,0.5,0.2857142857142857,0.5689655172413793,0.5,0.3181818181818182,0.5967741935483871,0.5,0.375,0.27586206896551724,,0.047619047619047616,0.1111111111111111,,,,21.686746987951807,0.8,0.16666666666666666,0.17391304347826086,0.022222222222222223,0.1,0.05263157894736842,0.15151515151515152,0.03125,,0.047619047619047616,0.0625,0.14285714285714285,0.21428571428571427,0.16666666666666666,0.07692307692307693,0.14285714285714285,,,0.3103448275862069,0.4444444444444444,0.5,1.0,0.06896551724137931,0.5,0.5,0.3448275862068966,0.4,0.4,0.5,0.10344827586206896,0.6666666666666666,0.6666666666666666,1.0,0.1724137931034483,0.6,0.6,1.0,0.5,,,,,0.36363636363636365,0.5,0.18181818181818182,,0.5862068965517241,0.6,0.4845741379310345,0.4869,0.4862772727272727,0.03333333333333333,0.045454545454545456,,0.05405405405405406,0.24324324324324326,10.185714285714285,24.725,0.3333333333333333,,,1.0,2.0,1.0,1.0,,,,,,,0.18181818181818182,0.5,,,,,,,,,,,,,,True,,,,,,,
1725,1610612754,Rasho Nesterovic,Rasho Nesterovic,1725,IND,4852.0,81,-12,172,175,65,101,10,347,11.0,15.0,1.0,1.0,2.0,3.0,3.0,7.0,6.0,13.0,,,,,,,,,20.0,35.0,,,,40.0,192,2.0,3.0,,,,4.0,6.0,13.0,,,,12.0,36.0,4.0,,,2.0,,,1.0,,6.0,2.0,8.0,2.0,,5.0,,1.0,18.0,,2.0,1.0,8.0,2.0,11,3.0,14,,3.0,,3.0,2.0,3.0,3.0,,,6.0,2.0,8.0,13.0,1.0,2.0,,,,,,,2.0,2.0,,2.0,,,12.0,65,2.0,,0.9,0.9473684210526315,,,,,,0.5714285714285714,0.6666666666666666,0.46153846153846156,0.5714285714285714,0.6666666666666666,0.46153846153846156,0.5714285714285714,0.6666666666666666,0.46153846153846156,,,0.02857142857142857,,0.14285714285714285,,,22.527472527472526,0.5,0.4,0.13793103448275862,0.0425531914893617,0.09090909090909091,,0.13043478260869565,0.03225806451612903,0.09090909090909091,,,0.0625,0.1875,0.15384615384615385,,0.14285714285714285,,,0.42857142857142855,0.7333333333333333,0.7333333333333333,0.8181818181818182,0.2,0.42857142857142855,0.5,0.37142857142857144,0.46153846153846156,0.46153846153846156,1.0,,,,,,,,,0.3333333333333333,1.0,,,,0.23076923076923078,0.6666666666666666,,,0.42857142857142855,,0.5099257142857144,0.4500333333333333,0.4602846153846153,,,,0.1,0.3,8.480000000000002,,0.37790697674418605,,,,,3.0,1.0,,,1.0,,,,,,,,,,,0.07142857142857142,,,,,1.0,0.2,,True,,,,,,,
1766,1610612754,Maceo Baston,Maceo Baston,1766,IND,1510.0,25,-14,55,56,19,23,5,111,3.0,4.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,4.0,5.0,,,3.0,11.0,66,,,,,,,1.0,2.0,,,,2.0,6.0,2.0,,,,,,,,,2.0,2.0,2.0,,,,,6.0,,,1.0,1.0,2.0,4,,4,,,,1.0,,1.0,1.0,,,2.0,,3.0,6.0,,5.0,6.0,,,2.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,19,1.0,1.0,0.75,0.75,,,,,,0.8,,0.5,0.8,,0.5,0.6875,,0.3333333333333333,,,,,,,,16.666666666666668,0.5,0.5,0.07692307692307693,,0.08333333333333333,,0.08,,,,,,,0.16666666666666666,0.14285714285714285,,,1.0,0.8,0.75,0.75,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,,,0.8,,0.51002,,0.55325,0.2857142857142857,0.2857142857142857,,,0.18181818181818182,4.16,,0.34545454545454546,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,
