EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,Technical Free Throw Trips,Defensive 3 Seconds Violations,Corner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Corner3PctBlocked,on
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,77994.0,1300,-153.0,2459,2461,571,625,303,4920,145.0,228,41.0,69.0,25.0,46.0,39.0,114.0,51.0,137.0,4.0,12.0,3.0,235,479,4.0,12.0,93.0,575,2738,50.0,91.0,17.0,117.0,42.0,91.0,3.0,32.0,116.0,242.0,228,9.0,3.0,58.0,1.0,11.0,4.0,50.0,75,13.0,88,12.0,1.0,54.0,6.0,15.0,189,11.0,92.0,2.0,43,132.0,15.0,190,105.0,295,19.0,36.0,20.0,16.0,38.0,6.0,20.0,41.0,3.0,18.0,1.0,13.0,79.0,8.0,17.0,87.0,170.0,11.0,14.0,107.0,1.0,11.0,130.0,12.0,60.0,11.0,62.0,43.0,2.0,17.0,62.0,38.0,5.0,116.0,571,7.0,9.0,0.5148936170212766,0.587378640776699,0.75,0.3333333333333333,0.36363636363636365,0.4906054279749478,0.5494505494505495,0.46153846153846156,0.4908350305498982,0.5494505494505495,0.44680851063829785,0.5227272727272727,0.5735294117647058,0.5087719298245614,0.024439918533604887,0.10438413361169102,0.14473684210526316,0.13157894736842105,0.014598540145985401,22.360469249911127,0.4810126582278481,0.2,0.029850746268656716,0.17010309278350516,0.0989247311827957,0.13312693498452013,0.044,0.1592356687898089,0.08728813559322034,0.17869415807560138,0.07380073800738007,0.05434782608695652,0.04975124378109453,0.02040816326530612,0.14788732394366197,0.18497109826589594,0.18181818181818182,0.13596491228070176,0.12631578947368421,0.09644670050761421,0.6129032258064516,0.46435845213849286,0.6359649122807017,0.7435897435897436,0.5586206896551724,0.23217922606924643,0.34210526315789475,0.3939393939393939,0.3076923076923077,0.2790224032586558,0.3722627737226277,0.37777777777777777,0.5490196078431373,0.024439918533604887,0.3333333333333333,0.3333333333333333,0.75,0.7582417582417582,0.5942028985507246,0.0975609756097561,0.48936170212765956,0.5434782608695652,0.031914893617021274,0.48879837067209775,0.36363636363636365,0.5052626789366054,0.5539857142857143,0.5085766304347825,0.11131725417439703,0.11385199240986717,0.20347826086956522,0.20173913043478262,7.486430062630481,28.575,0.23220821472143147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,13858.0,231,-59.0,423,423,122,100,51,846,9.0,15,1.0,1.0,2.0,5.0,1.0,7.0,2.0,6.0,4.0,7.0,,12,28,4.0,9.0,19.0,55,515,1.0,3.0,1.0,3.0,2.0,7.0,,8.0,12.0,14.0,10,9.0,3.0,,,7.0,4.0,3.0,27,9.0,36,7.0,2.0,12.0,5.0,10.0,81,,,,8,6.0,,14,,14,,7.0,4.0,3.0,7.0,2.0,6.0,4.0,1.0,1.0,,,11.0,1.0,2.0,7.0,11.0,,1.0,22.0,,4.0,26.0,5.0,13.0,2.0,,,,,,,,12.0,122,1.0,2.0,0.5833333333333334,0.5833333333333334,0.75,0.4444444444444444,0.4444444444444444,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.4864864864864865,0.3333333333333333,0.2857142857142857,0.5851063829787234,0.3,0.5,0.24324324324324326,0.10714285714285714,0.13333333333333333,0.14285714285714285,,11.885245901639344,0.6363636363636364,,,0.04918032786885246,,0.12698412698412698,,0.07567567567567568,,,,,,,0.05128205128205128,0.043478260869565216,0.05,0.11904761904761904,0.14285714285714285,,,0.40540540540540543,0.6,0.6923076923076923,0.4444444444444444,0.1891891891891892,0.14285714285714285,0.16666666666666666,1.0,0.16216216216216217,0.3333333333333333,0.3333333333333333,1.0,0.1891891891891892,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,1.0,1.0,0.7142857142857143,0.4,,0.6486486486486487,0.5714285714285714,0.5124148648648649,0.4624,0.5596428571428571,0.28888888888888886,0.3611111111111111,0.05454545454545454,0.21818181818181817,6.789285714285714,25.54444444444444,0.28841607565011823,2.0,1.0,1.0,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,185757.0,3096,-480.0,5904,5905,1539,1576,749,11809,289.0,462,78.0,136.0,85.0,132.0,157.0,354.0,116.0,306.0,95.0,272.0,47.0,562,1122,112.0,319.0,341.0,1801,6735,96.0,180.0,56.0,257.0,144.0,271.0,65.0,124.0,481.0,718.0,406,336.0,,90.0,1.0,271.0,95.0,60.0,121,32.0,153,27.0,5.0,75.0,15.0,31.0,338,36.0,150.0,10.0,130,331.0,64.0,525,196.0,721,30.0,95.0,58.0,37.0,78.0,11.0,50.0,47.0,6.0,28.0,1.0,10.0,125.0,9.0,31.0,138.0,218.0,8.0,15.0,366.0,25.0,11.0,452.0,51.0,203.0,40.0,25.0,16.0,2.0,7.0,25.0,14.0,,481.0,1539,19.0,37.0,0.6387900355871886,0.6943907156673114,1.0,0.3510971786833856,0.3522012578616352,0.5008912655971479,0.5333333333333333,0.5313653136531366,0.5065926439972241,0.5234375,0.53125,0.5488400488400489,0.5685840707964602,0.5809178743961353,0.22137404580152673,0.053475935828877004,0.07142857142857142,0.059322033898305086,0.0196078431372549,25.945548197203824,0.624,0.32323232323232326,0.055865921787709494,0.18297401879491432,0.0673551863493489,0.16229712858926343,0.05787781350482315,0.17662835249042147,0.06528606528606529,0.0921409214092141,0.057096247960848286,0.05365296803652968,0.05521472392638037,0.06766917293233082,0.18433931484502447,0.1920374707259953,0.17685305591677503,0.17204301075268819,0.13991769547325103,0.04297994269340974,0.56,0.32061068702290074,0.6255411255411255,0.6736596736596736,0.6470588235294118,0.24566273421235255,0.4435028248587571,0.47147147147147145,0.5222929936305732,0.21235253296322,0.3790849673202614,0.38666666666666666,0.7758620689655172,0.18875780707841777,0.3492647058823529,0.35315985130111527,1.0,0.7083333333333334,0.5735294117647058,0.15384615384615385,0.39285714285714285,0.6439393939393939,0.13988095238095238,0.5419847328244275,0.3505535055350554,0.497802712100139,0.539597604790419,0.49766422155688633,0.13078848560700876,0.15934065934065933,0.14269850083287064,0.2670738478622987,8.13119429590018,25.249843260188086,0.2606707317073171,47.0,3.0,3.0,0.03261623872310895,17.0,1.0,7.0,18.0,3.0,11.0,16.0,3.0,12.0,23.0,3.0,1.0,1.0,6.0,1.0,1.0,0.25,0.35384615384615387,0.009404388714733543,0.011029411764705883,0.3617021276595745,0.3617021276595745,1.0,0.005208333333333333,0.057291666666666664,0.2727272727272727,1.0,0.05357142857142857,0.3888888888888889,0.3404255319148936,0.018518518518518517,,,,,,,,,True
201156,1610612764,Nick Young,Nick Young,201156,WAS,69250.0,1154,-61.0,2214,2187,773,743,312,4401,55.0,93,5.0,8.0,19.0,32.0,38.0,82.0,74.0,195.0,23.0,72.0,25.0,167,370,34.0,105.0,105.0,541,2424,12.0,27.0,9.0,33.0,54.0,116.0,36.0,51.0,189.0,92.0,242,96.0,6.0,6.0,,72.0,23.0,24.0,62,10.0,72,8.0,2.0,29.0,9.0,24.0,154,5.0,16.0,,22,48.0,1.0,71,21.0,92,2.0,27.0,18.0,9.0,27.0,1.0,13.0,31.0,11.0,14.0,1.0,10.0,58.0,6.0,25.0,44.0,102.0,2.0,5.0,95.0,3.0,10.0,122.0,7.0,45.0,19.0,14.0,9.0,2.0,3.0,16.0,10.0,,189.0,773,17.0,17.0,0.2754491017964072,0.2804878048780488,0.9411764705882353,0.3238095238095238,0.3238095238095238,0.45135135135135135,0.4444444444444444,0.46551724137931033,0.4589473684210526,0.375,0.45394736842105265,0.5075187969924813,0.44594594594594594,0.5251396648044693,0.22105263157894736,0.06486486486486487,0.17204301075268819,0.07317073170731707,0.010256410256410256,22.984028048305415,0.46551724137931033,0.012987012987012988,,0.07218045112781955,0.018779342723004695,0.0728476821192053,0.021929824561403508,0.07238883143743537,0.019444444444444445,0.02181818181818182,0.017094017094017096,0.01749271137026239,0.016853932584269662,0.04,0.06779661016949153,0.07100591715976332,0.07692307692307693,0.0660377358490566,0.08888888888888889,0.008298755186721992,0.625,0.1957894736842105,0.5913978494623656,0.7142857142857143,0.34545454545454546,0.1726315789473684,0.4634146341463415,0.5,0.15789473684210525,0.4105263157894737,0.37948717948717947,0.38341968911917096,0.28378378378378377,0.15157894736842106,0.3194444444444444,0.323943661971831,0.9130434782608695,0.25,0.625,,0.21052631578947367,0.59375,0.16447368421052633,0.4168421052631579,0.3194444444444444,0.46478054968287535,0.4303160714285715,0.4563239999999999,0.08771929824561403,0.11029411764705882,0.06099815157116451,0.34935304990757854,11.69810810810811,25.201904761904768,0.34914182475158084,33.0,1.0,,0.06947368421052631,11.0,2.0,3.0,11.0,,3.0,7.0,,5.0,10.0,1.0,,,,,,,0.2777777777777778,0.009523809523809525,0.013888888888888888,0.3333333333333333,0.3333333333333333,1.0,0.0625,0.09375,,,0.07236842105263158,0.2727272727272727,0.28,,2.0,2.0,,,,,,,True
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,96686.0,1611,-297.0,3046,3069,644,692,395,6115,68.0,126,26.0,48.0,14.0,28.0,11.0,41.0,42.0,93.0,2.0,4.0,1.0,121,260,2.0,4.0,54.0,302,3543,28.0,56.0,13.0,69.0,24.0,54.0,1.0,14.0,62.0,132.0,110,6.0,,46.0,,4.0,2.0,28.0,136,33.0,169,23.0,10.0,68.0,31.0,37.0,371,21.0,79.0,,68,161.0,11.0,240,100.0,340,11.0,48.0,34.0,14.0,44.0,13.0,34.0,29.0,5.0,10.0,,2.0,73.0,4.0,14.0,64.0,115.0,2.0,6.0,59.0,3.0,5.0,75.0,6.0,33.0,6.0,46.0,29.0,3.0,14.0,51.0,34.0,2.0,62.0,644,10.0,6.0,0.5454545454545454,0.673469387755102,1.0,0.5,0.5,0.4653846153846154,0.5,0.4444444444444444,0.4696969696969697,0.49122807017543857,0.43636363636363634,0.5067114093959731,0.5227272727272727,0.47692307692307695,0.015151515151515152,0.1076923076923077,0.12698412698412698,0.21951219512195122,0.03225806451612903,10.557768924302788,0.6027397260273972,0.13095238095238096,,0.1671858774662513,0.06723404255319149,0.1712846347607053,0.0711864406779661,0.16838235294117648,0.06802721088435375,0.07614213197969544,0.05501618122977346,0.06779661016949153,0.08085106382978724,0.03333333333333333,0.13564668769716087,0.14485981308411214,0.2013888888888889,0.14285714285714285,0.23387096774193547,0.0990990990990991,0.6666666666666666,0.4772727272727273,0.5396825396825397,0.6181818181818182,0.4852941176470588,0.1553030303030303,0.2682926829268293,0.34375,0.18181818181818182,0.3522727272727273,0.45161290322580644,0.4666666666666667,0.7380952380952381,0.015151515151515152,0.5,0.5,1.0,0.8421052631578947,0.5416666666666666,0.038461538461538464,0.509090909090909,0.5,0.01818181818181818,0.49242424242424243,0.5,0.48981041666666664,0.5352163461538462,0.48325000000000007,0.11643835616438356,0.11498257839721254,0.22847682119205298,0.2052980132450331,8.562692307692307,25.25,0.211424819435325,,,3.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,0.017543859649122806,,,,,,0.2,5.0,2.0,3.0,,,,,,True
201580,1610612764,JaVale McGee,JaVale McGee,201580,WAS,39408.0,657,-229.0,1258,1274,395,372,178,2532,90.0,150,23.0,47.0,22.0,44.0,16.0,46.0,5.0,14.0,,,,111,210,,,50.0,272,1528,24.0,54.0,11.0,59.0,28.0,61.0,,15.0,71.0,144.0,78,,,30.0,,,,18.0,14,,14,,,9.0,3.0,2.0,28,13.0,50.0,3.0,36,50.0,23.0,109,66.0,175,10.0,16.0,12.0,4.0,16.0,4.0,4.0,22.0,2.0,12.0,1.0,3.0,38.0,6.0,6.0,71.0,103.0,4.0,4.0,65.0,4.0,4.0,72.0,14.0,42.0,1.0,42.0,19.0,6.0,17.0,43.0,25.0,13.0,71.0,395,6.0,1.0,0.6486486486486487,0.75,,,,0.5285714285714286,0.4444444444444444,0.45901639344262296,0.5285714285714286,0.4444444444444444,0.45901639344262296,0.5690376569037657,0.47580645161290325,0.5,,0.08571428571428572,0.07333333333333333,0.15217391304347827,,18.869209809264305,0.42105263157894735,0.4339622641509434,0.07692307692307693,0.13550135501355012,0.1006036217303823,0.19047619047619047,0.09285714285714286,0.15412186379928317,0.0989010989010989,0.1404494382022472,0.08391608391608392,0.07386363636363637,0.08256880733944955,0.12903225806451613,0.1016949152542373,0.1414141414141414,0.15789473684210525,0.21641791044776118,0.12727272727272726,0.125,0.5813953488372093,0.7142857142857143,0.6,0.6474820143884892,0.6888888888888889,0.21904761904761905,0.34782608695652173,0.41025641025641024,0.4375,0.06666666666666667,0.35714285714285715,0.35714285714285715,0.6,,,,,0.8703703703703703,0.48936170212765956,0.08695652173913043,0.7213114754098361,0.5,,0.7142857142857143,,0.5472642857142858,0.5487045454545455,0.5209377049180328,0.17647058823529413,0.17647058823529413,0.21691176470588236,0.2610294117647059,3.676666666666667,,0.3139904610492846,,,5.0,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,True
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,126870.0,2114,-297.0,4045,4030,1127,1076,495,8075,165.0,272,44.0,69.0,50.0,78.0,48.0,118.0,123.0,321.0,42.0,136.0,56.0,336,711,51.0,165.0,270.0,1095,4650,55.0,105.0,32.0,154.0,95.0,179.0,62.0,122.0,366.0,296.0,376,57.0,96.0,58.0,5.0,131.0,42.0,55.0,185,58.0,243,43.0,15.0,115.0,29.0,41.0,544,17.0,75.0,3.0,73,154.0,17.0,244,95.0,339,19.0,88.0,42.0,46.0,77.0,29.0,52.0,86.0,10.0,25.0,9.0,13.0,163.0,9.0,40.0,55.0,138.0,10.0,20.0,232.0,5.0,3.0,312.0,33.0,134.0,30.0,18.0,18.0,,,18.0,13.0,,366.0,1127,21.0,28.0,0.44047619047619047,0.4820846905537459,0.37254901960784315,0.3090909090909091,0.31875,0.47257383966244726,0.5238095238095238,0.5307262569832403,0.4708904109589041,0.5213675213675214,0.5062240663900415,0.5367428003972194,0.575187969924812,0.5960264900662252,0.18835616438356165,0.07735583684950774,0.12867647058823528,0.1016949152542373,0.024922118380062305,25.150732127476314,0.4723926380368098,0.12142857142857143,0.0234375,0.12459546925566344,0.050369375419744795,0.1336996336996337,0.039627039627039624,0.12738496071829405,0.047966631908237745,0.061507936507936505,0.06565656565656566,0.030560271646859084,0.03343465045592705,0.06,0.09653465346534654,0.11683848797250859,0.14972273567467653,0.1356382978723404,0.12941176470588237,0.04611650485436893,0.7222222222222222,0.3105022831050228,0.6066176470588235,0.6962025316455697,0.5151515151515151,0.13470319634703196,0.4067796610169492,0.4528301886792453,0.3541666666666667,0.3664383561643836,0.38317757009345793,0.3929712460063898,0.37398373983739835,0.1552511415525114,0.3088235294117647,0.31343283582089554,0.35714285714285715,0.5897435897435898,0.6376811594202898,0.20454545454545456,0.3236514522821577,0.6410256410256411,0.23236514522821577,0.4988584474885845,0.32061068702290074,0.4823662817551963,0.5026594059405941,0.46279465811965803,0.13715455475946775,0.16502463054187191,0.14063926940639268,0.33424657534246577,10.194655414908576,26.674545454545456,0.27861557478368354,29.0,19.0,5.0,0.033105022831050226,9.0,3.0,3.0,6.0,3.0,9.0,15.0,4.0,12.0,18.0,2.0,,,,,1.0,0.3333333333333333,0.2903225806451613,0.012121212121212121,0.014705882352941176,0.3103448275862069,0.3103448275862069,0.4444444444444444,0.02564102564102564,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.024896265560165973,0.5,0.26785714285714285,,,,,1.0,0.3333333333333333,1.0,,,True
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,65408.0,1090,-45.0,2101,2081,520,474,244,4182,87.0,146,13.0,29.0,21.0,32.0,35.0,79.0,51.0,112.0,,,,173,337,,,62.0,408,2290,21.0,42.0,12.0,54.0,38.0,68.0,,24.0,100.0,292.0,54,,,20.0,,,,21.0,66,9.0,75,8.0,1.0,42.0,11.0,13.0,159,12.0,44.0,1.0,36,59.0,13.0,108,57.0,165,6.0,48.0,19.0,29.0,22.0,6.0,16.0,32.0,3.0,6.0,,8.0,54.0,5.0,15.0,64.0,144.0,4.0,11.0,75.0,9.0,5.0,70.0,10.0,34.0,5.0,10.0,6.0,1.0,3.0,10.0,6.0,,100.0,520,16.0,5.0,0.8439306358381503,0.8957055214723927,,,,0.5133531157270029,0.5,0.5588235294117647,0.5133531157270029,0.5,0.5588235294117647,0.5546448087431693,0.574468085106383,0.6097560975609756,,0.06231454005934718,0.08904109589041095,0.08860759493670886,0.008928571428571428,17.543859649122805,0.4074074074074074,0.20634920634920634,0.016666666666666666,0.09409888357256778,0.05612244897959184,0.12371134020618557,0.06030150753768844,0.10348583877995643,0.056968463886063074,0.0502092050209205,0.0821917808219178,0.04294478527607362,0.058823529411764705,0.06521739130434782,0.11979166666666667,0.0738255033557047,0.08741258741258741,0.13,0.10989010989010989,0.04225352112676056,0.6,0.4332344213649852,0.5958904109589042,0.6541353383458647,0.7931034482758621,0.2344213649851632,0.4430379746835443,0.4861111111111111,0.8,0.3323442136498516,0.45535714285714285,0.4594594594594595,0.9607843137254902,,,,,0.6904761904761905,0.4482758620689655,0.15384615384615385,0.47058823529411764,0.65625,,0.4332344213649852,,0.49085311572700285,0.5458305555555555,0.4913720588235295,0.09418282548476455,0.09418282548476455,0.1323529411764706,0.24509803921568626,8.6893175074184,,0.24750118990956688,,2.0,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,True
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,47345.0,789,-170.0,1508,1517,340,391,181,3025,12.0,29,,3.0,5.0,6.0,2.0,10.0,17.0,49.0,21.0,78.0,16.0,31,88,29.0,109.0,26.0,175,1746,1.0,7.0,,14.0,9.0,16.0,23.0,13.0,43.0,10.0,52,75.0,12.0,,2.0,75.0,20.0,7.0,67,21.0,88,19.0,2.0,34.0,8.0,25.0,197,3.0,4.0,1.0,18,38.0,3.0,59,8.0,67,2.0,15.0,9.0,6.0,18.0,4.0,10.0,11.0,1.0,8.0,1.0,,29.0,3.0,4.0,19.0,39.0,1.0,4.0,44.0,1.0,3.0,51.0,3.0,21.0,3.0,2.0,1.0,,1.0,2.0,,,43.0,340,5.0,2.0,0.16129032258064516,0.16129032258064516,0.8620689655172413,0.26605504587155965,0.2616822429906542,0.3522727272727273,0.14285714285714285,0.5625,0.37817258883248733,0.4666666666666667,0.38461538461538464,0.3977272727272727,0.4666666666666667,0.4387755102040816,0.5532994923857868,0.07954545454545454,0.13793103448275862,0.3,,14.376443418013857,0.6206896551724138,0.05263157894736842,0.02127659574468085,0.08388520971302428,0.007220216606498195,0.08411214953271028,0.015463917525773196,0.08395802098950525,0.009358288770053475,,0.012987012987012988,0.00909090909090909,0.013333333333333334,0.022727272727272728,0.0755813953488372,0.056074766355140186,0.10919540229885058,0.0967741935483871,0.05084745762711865,0.016129032258064516,,0.14720812182741116,0.41379310344827586,0.48,0.16666666666666666,0.050761421319796954,0.2,0.2857142857142857,,0.24873096446700507,0.3469387755102041,0.3469387755102041,0.17647058823529413,0.39593908629441626,0.2692307692307692,0.2727272727272727,0.8571428571428571,0.2,,,0.15384615384615385,0.8333333333333334,0.41025641025641024,0.700507614213198,0.26666666666666666,0.5121744845360825,0.5269833333333332,0.4787810810810812,0.10599078341013825,0.19811320754716982,0.08,0.24571428571428572,11.801136363636362,25.81559633027523,0.22546419098143236,31.0,,,0.15736040609137056,8.0,2.0,3.0,7.0,3.0,6.0,1.0,4.0,8.0,4.0,1.0,1.0,,2.0,,,0.5,0.17391304347826086,0.009174311926605505,0.01282051282051282,0.25806451612903225,0.25806451612903225,0.875,0.13333333333333333,0.4,0.5,0.6666666666666666,0.1794871794871795,0.42857142857142855,0.0625,0.018018018018018018,,,,1.0,0.5,,1.0,,True
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,33824.0,564,-111.0,1097,1103,372,399,124,2200,21.0,33,3.0,4.0,6.0,9.0,11.0,35.0,19.0,52.0,12.0,47.0,15.0,51,120,15.0,56.0,23.0,170,1253,3.0,8.0,1.0,7.0,22.0,41.0,19.0,10.0,63.0,34.0,68,21.0,24.0,,,47.0,12.0,6.0,75,14.0,89,12.0,2.0,46.0,13.0,16.0,192,,3.0,2.0,11,26.0,1.0,38,5.0,43,,22.0,10.0,12.0,31.0,9.0,21.0,16.0,2.0,10.0,1.0,3.0,47.0,6.0,15.0,21.0,51.0,3.0,1.0,19.0,1.0,1.0,27.0,,6.0,6.0,4.0,3.0,,1.0,4.0,2.0,,63.0,372,7.0,6.0,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.26785714285714285,0.26785714285714285,0.425,0.375,0.5365853658536586,0.41761363636363635,0.3333333333333333,0.44166666666666665,0.4497354497354497,0.35,0.4772727272727273,0.3181818181818182,0.05,0.15151515151515152,0.02857142857142857,,18.971061093247588,0.6595744680851063,0.02,0.04878048780487805,0.07669616519174041,0.007936507936507936,0.07586206896551724,,0.07644628099173553,0.006012024048096192,,,0.0196078431372549,,,0.06722689075630252,0.060240963855421686,0.0948905109489051,0.07368421052631578,0.08,,0.5,0.1875,0.6363636363636364,0.75,0.23809523809523808,0.19886363636363635,0.3142857142857143,0.3235294117647059,0.45454545454545453,0.29545454545454547,0.36538461538461536,0.36538461538461536,0.3684210526315789,0.26704545454545453,0.2553191489361702,0.2553191489361702,0.3333333333333333,0.4444444444444444,0.75,0.3333333333333333,0.15,0.6666666666666666,0.25,0.5056818181818182,0.2553191489361702,0.47643428571428575,0.48138000000000003,0.45436779661016946,0.03825136612021858,0.047619047619047616,0.041176470588235294,0.37058823529411766,11.546666666666665,25.669642857142854,0.3391066545123063,9.0,,2.0,0.05113636363636364,3.0,,,4.0,,1.0,3.0,,1.0,3.0,,,,1.0,,,,0.15789473684210525,,,0.3333333333333333,0.3333333333333333,1.0,,0.1111111111111111,,,0.06666666666666667,,0.2,0.017543859649122806,,,,,,,,,True
