EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassSteals,BadPassTurnovers,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3Assists,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,DefArc3ReboundPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,BlockedLongMidRange,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,OffCorner3ReboundPct,LongMidRangePctBlocked,PenaltyCorner3FGM,SelfOReb,SelfORebPct,PenaltyCorner3Accuracy,on,Clear Path Fouls,ShortMidRangePctAssisted,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3
1630,1610612738,Mikki Moore,Mikki Moore,1630,BOS,6446.0,107.0,-23.0,208.0,205,61.0,83,23.0,413,5.0,9.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,8.0,10.0,19.0,2.0,22.0,229.0,3.0,5.0,6.0,2.0,4.0,2.0,6.0,14.0,6.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,8.0,1.0,12.0,2.0,15.0,9.0,24.0,1.0,1.0,2.0,4.0,2.0,2.0,6.0,1.0,13.0,24.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,6.0,61.0,3.0,1.0,0.7,0.875,0.5263157894736842,0.6,0.5,0.5263157894736842,0.6,0.5,0.55,0.6,0.6,0.10526315789473684,0.2222222222222222,11.255411255411255,0.3333333333333333,0.25,0.16216216216216217,0.11267605633802817,0.058823529411764705,0.043478260869565216,0.14285714285714285,0.09574468085106383,0.13043478260869565,0.0625,0.125,0.058823529411764705,0.08333333333333333,0.2,0.2,0.25,0.47368421052631576,0.5555555555555556,0.7142857142857143,0.6,0.10526315789473684,0.5,0.5,0.42105263157894735,0.5,0.5,1.0,0.8,0.5,1.0,0.5,0.47368421052631576,0.5371315789473684,0.59666,0.688225,0.2727272727272727,0.2727272727272727,9.373684210526315,0.2932692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,2513.0,42.0,-12.0,87.0,90,41.0,53,9.0,177,3.0,3.0,,,1.0,1.0,,,5.0,11.0,8.0,14.0,12.0,31.0,104.0,,,2.0,5.0,8.0,10.0,20.0,10.0,6.0,,,3.0,,3.0,,2.0,1.0,6.0,,,1.0,3.0,3.0,7.0,,7.0,1.0,,5.0,2.0,2.0,,7.0,3.0,1.0,4.0,,2.0,7.0,,,12.0,5.0,,,,,,,20.0,41.0,1.0,5.0,0.625,0.625,0.5714285714285714,,0.625,0.5,,0.5555555555555556,0.62,1.0,0.7142857142857143,,,33.333333333333336,0.7142857142857143,0.5,0.0967741935483871,,0.14285714285714285,,0.10526315789473684,,,,,,0.1,0.125,0.07692307692307693,0.5,0.15789473684210525,1.0,1.0,1.0,,,,0.5789473684210527,0.45454545454545453,0.45454545454545453,0.4,,,0.1111111111111111,1.0,0.42105263157894735,0.47550263157894745,,0.42021111111111115,0.06451612903225806,0.6451612903225806,14.071428571428571,0.47126436781609193,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,0.2,0.2,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.25,0.25,1.0,0.1111111111111111,0.25,0.05,0.06666666666666667,25.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,2647.0,44.0,-24.0,93.0,96,45.0,69,12.0,189,4.0,10.0,,,2.0,4.0,1.0,4.0,2.0,4.0,7.0,18.0,9.0,23.0,124.0,,,1.0,2.0,7.0,6.0,10.0,4.0,10.0,,2.0,10.0,2.0,12.0,1.0,8.0,2.0,26.0,,1.0,1.0,4.0,,5.0,1.0,6.0,1.0,,2.0,2.0,,,4.0,1.0,1.0,3.0,1.0,1.0,7.0,,,10.0,,,,,,,,10.0,45.0,1.0,,0.2857142857142857,0.2857142857142857,0.3888888888888889,,0.2857142857142857,0.3888888888888889,,0.2857142857142857,0.5227272727272727,0.5,0.5,0.1111111111111111,0.2,24.528301886792452,0.5,,0.13333333333333333,0.02857142857142857,0.1111111111111111,,0.1282051282051282,0.024390243902439025,,,0.07142857142857142,,0.14285714285714285,,0.1875,,0.5555555555555556,0.4,0.5,,0.2222222222222222,0.25,0.25,0.2222222222222222,0.5,0.5,1.0,,,0.5714285714285714,0.5,0.5555555555555556,0.521811111111111,,0.5451571428571429,0.043478260869565216,0.43478260869565216,6.472222222222221,0.4838709677419355,,,,,,,1.0,,,,,1.0,2.0,6.0,,,,,,,,,,,,0.2727272727272727,0.2727272727272727,,1.0,1.0,2.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201611,1610612738,Henry Walker,Henry Walker,201611,BOS,12945.0,216.0,-60.0,423.0,423,143.0,215,53.0,846,28.0,39.0,7.0,9.0,12.0,13.0,,2.0,8.0,16.0,36.0,57.0,16.0,88.0,475.0,7.0,10.0,15.0,15.0,19.0,3.0,33.0,58.0,14.0,8.0,5.0,8.0,5.0,13.0,3.0,5.0,3.0,31.0,1.0,6.0,6.0,13.0,2.0,21.0,8.0,29.0,6.0,4.0,6.0,12.0,2.0,3.0,18.0,7.0,21.0,51.0,5.0,6.0,17.0,4.0,,23.0,5.0,2.0,1.0,1.0,2.0,,1.0,33.0,143.0,9.0,3.0,0.8055555555555556,0.90625,0.631578947368421,0.7,0.7894736842105263,0.6206896551724138,0.7,0.75,0.6376811594202898,0.625,0.717391304347826,0.08771929824561403,0.1282051282051282,18.125,0.3333333333333333,0.1111111111111111,0.09558823529411764,0.041666666666666664,0.14285714285714285,0.023255813953488372,0.10674157303370786,0.0374331550802139,0.06666666666666667,0.02702702702702703,0.03225806451612903,0.03333333333333333,0.125,0.05405405405405406,0.1016949152542373,,0.6724137931034483,0.717948717948718,0.8235294117647058,0.75,0.034482758620689655,,,0.27586206896551724,0.5,0.5,1.0,0.9,0.7777777777777778,0.65,0.9230769230769231,0.6896551724137931,0.5745974137931035,0.6257699999999999,0.5536324999999999,0.17045454545454544,0.375,5.896491228070173,0.3380614657210402,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,4.0,7.0,,,,0.017241379310344827,,0.017241379310344827,,,,0.05,,0.109375,0.1111111111111111,24.4,2.0,,1.0,0.1935483870967742,1.0,1.0,1.0,1.0,3.0,1.0,0.058823529411764705,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,9420.0,157.0,-34.0,300.0,300,78.0,107,35.0,600,1.0,2.0,,,,1.0,1.0,2.0,9.0,21.0,11.0,25.0,6.0,79.0,342.0,1.0,3.0,10.0,3.0,7.0,4.0,13.0,16.0,6.0,,1.0,8.0,1.0,9.0,1.0,5.0,3.0,19.0,,,4.0,9.0,,13.0,,13.0,6.0,1.0,6.0,3.0,1.0,,9.0,3.0,2.0,5.0,,,2.0,,,9.0,1.0,,,,,,,13.0,78.0,1.0,1.0,0.7272727272727273,0.7272727272727273,0.44,0.3333333333333333,0.42857142857142855,0.5703125,0.5,0.375,0.5681818181818182,0.5,0.39285714285714285,0.04,0.5,22.255192878338278,0.6666666666666666,,0.08737864077669903,,0.14285714285714285,,0.09923664122137404,,,,,,0.030303030303030304,0.13333333333333333,0.1,0.1,0.03125,0.5,1.0,1.0,0.03125,0.5,0.5,0.328125,0.42857142857142855,0.42857142857142855,0.7777777777777778,,,0.08333333333333333,,0.640625,0.5044190476190477,0.451475,0.47281363636363644,0.12658227848101267,0.16455696202531644,18.319999999999997,0.26,9.0,13.0,30.0,4.0,17.0,39.0,2.0,5.0,48.0,29.0,13.0,5.0,5.0,1.0,0.9411764705882353,0.4358974358974359,0.4473684210526316,0.609375,0.140625,0.46875,0.43333333333333335,0.4482758620689655,0.9230769230769231,0.3333333333333333,0.4482758620689655,0.015384615384615385,0.038461538461538464,25.36153846153846,,2.0,,0.16666666666666666,,1.0,,,,,,,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,5.0,0.4,0.2,0.02564102564102564,0.03333333333333333,0.4444444444444444,0.4444444444444444,1.0,0.125,1.0,1.0,0.5,0.25,1.0,0.08333333333333333,0.25,,,,,,,,,,,True,,,,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,2642.0,44.0,-1.0,86.0,86,21.0,44,14.0,172,5.0,7.0,2.0,3.0,,2.0,1.0,6.0,,,6.0,13.0,2.0,14.0,98.0,2.0,4.0,4.0,,3.0,1.0,1.0,8.0,4.0,,2.0,2.0,1.0,3.0,,1.0,1.0,7.0,,3.0,,6.0,1.0,7.0,3.0,10.0,,,1.0,1.0,1.0,1.0,2.0,,3.0,4.0,1.0,,3.0,,,4.0,,3.0,1.0,1.0,3.0,,,1.0,21.0,,,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.5,,0.46153846153846156,0.5,,0.4666666666666667,0.5,0.125,0.15384615384615385,0.14285714285714285,17.0,0.5,0.3333333333333333,0.1935483870967742,0.09375,,,0.16216216216216217,0.07894736842105263,0.1,,0.16666666666666666,,0.42857142857142855,0.2,0.07142857142857142,,0.5384615384615384,0.7142857142857143,0.8333333333333334,0.8,0.46153846153846156,0.16666666666666666,0.2,,,,,0.75,0.6666666666666666,0.6666666666666666,,0.5384615384615384,0.4856461538461539,0.5111,0.5026999999999999,0.2857142857142857,0.07142857142857142,3.2076923076923074,0.2441860465116279,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.13333333333333333,0.13333333333333333,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,True,,,,,,,,,,
950,1610612738,Stephon Marbury,Stephon Marbury,950,BOS,5197.0,87.0,-46.0,168.0,168,42.0,63,21.0,336,3.0,7.0,,,2.0,2.0,2.0,9.0,4.0,7.0,9.0,23.0,2.0,20.0,195.0,,1.0,,2.0,4.0,1.0,5.0,4.0,14.0,,3.0,17.0,5.0,22.0,5.0,10.0,7.0,49.0,,1.0,2.0,2.0,,4.0,1.0,5.0,5.0,3.0,4.0,5.0,1.0,,9.0,2.0,1.0,5.0,,,5.0,,,3.0,,1.0,1.0,,1.0,,,5.0,42.0,1.0,,0.2222222222222222,0.2222222222222222,0.391304347826087,,0.5,0.3333333333333333,,0.3333333333333333,0.37037037037037035,,0.4166666666666667,0.13043478260869565,0.2857142857142857,19.047619047619047,0.4444444444444444,,0.03571428571428571,0.016666666666666666,0.125,,0.05555555555555555,0.012658227848101266,,,0.03571428571428571,,0.043478260869565216,,0.06666666666666667,0.3333333333333333,0.25925925925925924,0.42857142857142855,0.6,,0.3333333333333333,0.2222222222222222,0.25,0.25925925925925924,0.5714285714285714,0.5714285714285714,0.5,,,0.3333333333333333,1.0,0.4074074074074074,0.4889092592592592,0.36,0.5148833333333334,,0.25,9.417391304347827,0.25,1.0,,3.0,2.0,,4.0,,2.0,,3.0,,2.0,3.0,3.0,,,,0.14814814814814814,0.037037037037037035,0.1111111111111111,,,,0.3333333333333333,,0.1111111111111111,0.13043478260869565,25.1,,4.0,3.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,True,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,2193.0,37.0,7.0,72.0,75,26.0,53,6.0,147,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,16.0,76.0,1.0,1.0,2.0,2.0,2.0,,4.0,2.0,6.0,2.0,,1.0,1.0,2.0,,,1.0,5.0,,2.0,1.0,2.0,,3.0,2.0,5.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,2.0,,1.0,2.0,,,,,,,,4.0,26.0,,,0.25,0.3333333333333333,0.8,1.0,1.0,0.5384615384615384,1.0,0.6666666666666666,0.5714285714285714,1.0,0.6666666666666666,,,18.987341772151897,,,0.08695652173913043,0.09090909090909091,0.1,,0.09090909090909091,0.06451612903225806,0.14285714285714285,,0.16666666666666666,,,,0.125,,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385,0.5,0.5,,,,0.3333333333333333,1.0,0.6923076923076923,0.5380807692307692,0.466,0.5995166666666667,0.125,0.25,11.02,0.3611111111111111,3.0,1.0,5.0,,2.0,8.0,,1.0,6.0,5.0,1.0,1.0,,1.0,1.0,0.25,0.25,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.2,0.2,1.0,,0.2,0.07142857142857142,0.16666666666666666,24.425,1.0,1.0,,0.125,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,5871.0,98.0,-16.0,191.0,184,62.0,103,24.0,375,14.0,20.0,4.0,4.0,4.0,5.0,,9.0,,,14.0,29.0,15.0,43.0,195.0,4.0,4.0,10.0,4.0,9.0,3.0,11.0,18.0,10.0,4.0,7.0,2.0,1.0,3.0,1.0,,2.0,7.0,3.0,3.0,4.0,5.0,6.0,15.0,6.0,21.0,3.0,2.0,1.0,3.0,1.0,,4.0,1.0,5.0,9.0,1.0,1.0,17.0,,,21.0,1.0,2.0,2.0,,2.0,1.0,,11.0,62.0,1.0,1.0,0.6428571428571429,0.75,0.4827586206896552,1.0,0.4444444444444444,0.4827586206896552,1.0,0.4444444444444444,0.5657894736842105,1.0,0.5,0.2413793103448276,0.25,19.35483870967742,0.25,0.8571428571428571,0.09090909090909091,0.05,0.23529411764705882,0.16666666666666666,0.125,0.07692307692307693,,,0.125,0.1111111111111111,0.07142857142857142,0.1,0.0967741935483871,0.14285714285714285,0.6896551724137931,0.7,0.9333333333333333,0.6428571428571429,0.3103448275862069,,,,,,,1.0,1.0,0.5555555555555556,0.8,0.6896551724137931,0.5555999999999999,0.6073,0.5421333333333334,0.23255813953488372,0.2558139534883721,2.941379310344828,0.32460732984293195,,,,,,,2.0,,,,,1.0,,11.0,,,,,,,,,,,,0.2972972972972973,0.2972972972972973,,,,3.0,0.3,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2222222222222222,0.5,0.2222222222222222,,,,,,True,,,,,,,,,,
201172,1610612738,Gabe Pruitt,Gabe Pruitt,201172,BOS,5652.0,94.0,-15.0,186.0,184,66.0,110,27.0,370,,1.0,,,,,,2.0,5.0,15.0,5.0,18.0,2.0,18.0,191.0,,2.0,,,2.0,,,,10.0,,3.0,17.0,2.0,19.0,1.0,9.0,8.0,40.0,1.0,3.0,3.0,5.0,2.0,10.0,4.0,14.0,8.0,5.0,1.0,2.0,,,3.0,2.0,2.0,5.0,,,2.0,,,2.0,,1.0,1.0,,1.0,,,,66.0,3.0,,,,0.2777777777777778,,,0.2962962962962963,,,0.32142857142857145,,,0.16666666666666666,,14.351851851851851,0.3333333333333333,0.25,0.0847457627118644,0.043478260869565216,0.17647058823529413,0.05263157894736842,0.10526315789473684,0.045454545454545456,0.043478260869565216,,0.06896551724137931,0.06666666666666667,,0.05555555555555555,0.16666666666666666,,0.037037037037037035,,,,0.07407407407407407,,,0.5555555555555556,0.3333333333333333,0.38461538461538464,,,,,,0.37037037037037035,0.451,0.3974333333333333,0.45039000000000007,,,17.744444444444444,0.3548387096774194,5.0,1.0,4.0,1.0,2.0,9.0,,3.0,3.0,4.0,1.0,3.0,1.0,1.0,0.5,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.18518518518518517,0.14814814814814814,0.25,0.25,,0.2,0.25,0.03571428571428571,0.05263157894736842,24.355555555555554,1.0,1.0,,0.25,,,,,,,,,1.0,,1.0,2.0,,,,,1.0,,3.0,,,,,,,,0.2,0.2,1.0,0.3333333333333333,,,,,,0.4,,,1.0,0.5,1.0,,0.13333333333333333,,,,,True,,,,,,,,,,
