EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Fouls,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Offensive Fouls Drawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,BlockedShortMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGA,PtsAssisted3s,Fg3aBlocked,FTOffRebounds,Assisted3sPct,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,Corner3Frequency,Arc3PctAssisted,on,HeaveAttempts,Fg2aBlocked,Corner3Assists,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,OffensiveGoaltends,3SecondViolations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,Arc3PctBlocked,HeaveMakes,BlockedCorner3
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,421.0,7.0,6.0,15,14.0,7.0,7.0,1,29,1.0,1.0,1.0,1.0,2.0,12.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.25,0.25,0.1,0.5,1.0,1.0,1.0,1.0,0.3605,0.3605,1.0,16.3,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,338.0,6.0,,10,12.0,,6.0,1,22,,1.0,,1.0,,13.0,,,,,,,,,,,,,,,,,,9.090909090909092,,,,1.0,,,,0.4052,,,14.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200822,1610612759,Pops Mensah-Bonsu,Pops Mensah-Bonsu,200822,SAS,1190.0,20.0,18.0,39,39.0,18.0,26.0,8,78,1.0,1.0,5.0,7.0,15.0,36.0,,,4.0,4.0,1.0,5.0,10.0,4.0,18.0,0.4,1.0,0.7142857142857143,,0.7142857142857143,,0.75,0.6666666666666666,24.489795918367346,0.2,0.2941176470588235,,0.1428571428571428,1.0,1.0,1.0,0.5987857142857144,,0.2666666666666666,3.085714285714286,0.4615384615384615,6.0,4.0,6.0,3.0,3.0,5.0,3.0,3.0,1.0,7.0,4.0,6.0,6.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.875,1.0,0.3333333333333333,0.3636363636363636,0.3333333333333333,0.3571428571428571,0.6666666666666666,1.0,0.1428571428571428,0.5,0.5,0.25,0.5,0.5,1.0,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,0.8571428571428571,0.6669,0.3333333333333333,0.3333333333333333,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,1185.0,20.0,18.0,38,39.0,17.0,26.0,7,77,3.0,4.0,5.0,7.0,16.0,36.0,2.0,3.0,7.0,2.0,,1.0,1.0,7.0,17.0,0.2,0.2,0.7142857142857143,0.6666666666666666,0.7222222222222222,0.7,0.8,0.7,25.531914893617024,,,,0.4444444444444444,0.75,0.75,,0.46115,0.52217,0.4375,13.05714285714286,0.4473684210526316,4.0,2.0,2.0,,,3.0,,,,,,8.0,,,,,,,1.0,1.0,1.0,1.0,,2.0,,,1.0,3.0,,3.0,1.0,2.0,,,,,,2.0,,,,,0.5,,,,,,,,,,,,,,0.2222222222222222,1.0,1.0,0.5,,,0.4444444444444444,,0.2,0.25,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2222222222222222,0.5,0.1111111111111111,0.2222222222222222,0.5,0.5,0.4,1.0,0.4,0.5,0.5,26.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,1610612759,Malik Hairston,Malik Hairston,201612,SAS,1185.0,20.0,18.0,38,39.0,17.0,26.0,7,77,,2.0,5.0,8.0,11.0,36.0,3.0,4.0,7.0,8.0,,,1.0,7.0,17.0,0.8,0.8,0.625,0.75,0.625,0.75,0.6875,0.875,21.27659574468085,,,,0.25,,,,0.5260374999999999,0.595475,0.6363636363636364,6.975,0.4473684210526316,,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.25,1.0,,0.0909090909090909,,0.0769230769230769,,,0.1428571428571428,,,,,,1.0,0.625,0.8,0.8,0.75,1.0,1.0,0.625,0.69205,0.125,0.125,0.4545454545454545,3.0,3.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,0.125,,,,0.75,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,1081.0,18.0,18.0,35,35.0,17.0,26.0,7,70,1.0,4.0,1.0,4.0,6.0,34.0,,1.0,1.0,,1.0,3.0,4.0,1.0,17.0,,,0.25,,0.3571428571428571,,0.375,0.1666666666666666,18.181818181818183,0.25,0.1875,0.5,0.5714285714285714,0.25,0.25,,0.4513428571428571,0.440175,0.1666666666666666,18.35,0.4857142857142857,2.0,,,,,1.0,,2.0,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,2.0,,,1.0,,,,,2.0,1.0,,,,,0.1666666666666666,,,,,,,,,0.5,,,,,,,,,,0.4285714285714285,0.37775,,,,,,,1.0,2.0,,1.0,1.0,3.0,,1.0,,2.0,1.0,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.4285714285714285,,,0.2857142857142857,0.5,0.5,,,0.5,,0.5,24.23333333333333,,,,,,,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.1428571428571428,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,530.0,9.0,12.0,16,17.0,10.0,13.0,5,33,,1.0,,1.0,4.0,13.0,,,4.0,,,,,4.0,10.0,,,,,,,0.6666666666666666,1.0,13.043478260869565,,,,1.0,,,,0.3855,,1.0,16.8,0.625,,,,,,4.0,,,,,4.0,,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,4.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,5.0,,,1,,1.0,,1,1,,,,,,,,,,,,,,,1.0,,,,,,,,,50.0,,,,,,,,0.37125,0.37125,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,24.3,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,5.0,,,1,,1.0,,1,1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,5.0,,,1,,1.0,,1,1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
