EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Corner3PctBlocked,on,3SecondViolations,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,5673.0,95,15.0,191,192,71.0,52,20,383,7.0,14.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,6.0,1.0,3.0,1.0,9.0,20.0,1.0,5.0,4.0,8.0,11.0,22.0,10.0,23.0,11.0,63.0,191.0,2.0,2.0,1.0,5.0,7.0,5.0,8.0,4.0,9.0,9.0,31.0,10.0,12.0,24.0,6.0,2.0,1.0,19.0,9.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,2,2.0,6.0,8.0,2,10,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,3.0,6.0,12.0,2.0,14.0,1.0,2.0,18.0,1.0,1.0,2.0,4.0,1.0,4.0,31.0,71.0,2.0,4.0,0.45454545454545453,0.5,0.8,0.43478260869565216,0.2,0.4444444444444444,0.45454545454545453,0.5,1.0,0.625,0.5777777777777777,0.5,0.6470588235294118,0.5961538461538461,0.5,0.6739130434782609,0.5111111111111111,0.13636363636363635,0.21428571428571427,27.102803738317757,0.16666666666666666,0.14634146341463414,0.03773584905660377,0.07142857142857142,0.11594202898550725,0.024390243902439025,0.047619047619047616,0.05555555555555555,0.15384615384615385,0.2222222222222222,0.047619047619047616,0.14285714285714285,0.3111111111111111,0.5,0.6363636363636364,0.42857142857142855,0.044444444444444446,0.5,0.5,0.13333333333333333,0.5,0.5,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.45,0.45,0.7777777777777778,0.2857142857142857,1.0,0.5,0.7142857142857143,0.2,1.0,0.23529411764705882,0.75,0.058823529411764705,0.47058823529411764,0.5,0.8222222222222222,0.47368421052631576,0.531884090909091,0.5639799999999999,0.497565625,0.10416666666666667,0.16,0.043478260869565216,0.1111111111111111,0.49206349206349204,5.6499999999999995,26.47826086956522,0.3717277486910995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,19211.0,320,-11.0,594,599,193.0,241,75,1193,19.0,30.0,2.0,4.0,1.0,4.0,3.0,17.0,13.0,41.0,8.0,14.0,2.0,6.0,26.0,2.0,2.0,3.0,13.0,35.0,88.0,14.0,40.0,32.0,144.0,661.0,5.0,15.0,3.0,3.0,21.0,6.0,20.0,3.0,15.0,7.0,28.0,44.0,26.0,42.0,,2.0,1.0,25.0,6.0,2.0,9.0,10.0,19.0,4.0,5.0,48.0,3,8.0,25.0,37.0,9,46,7.0,6.0,1.0,7.0,,8.0,4.0,,15.0,3.0,7.0,20.0,4.0,27.0,,,38.0,3.0,,1.0,17.0,,3.0,28.0,193.0,1.0,2.0,0.6285714285714286,0.6470588235294118,1.0,0.35,1.0,0.2,0.358974358974359,0.3977272727272727,0.3333333333333333,0.3,0.4375,0.5277777777777778,0.3,0.49310344827586206,0.5526315789473685,0.35526315789473684,0.3125,0.022727272727272728,,23.73887240356083,0.4666666666666667,0.12562814070351758,0.017241379310344827,0.1,0.11827956989247312,0.033582089552238806,0.017543859649122806,0.02857142857142857,0.09090909090909091,0.19736842105263158,0.1111111111111111,0.058823529411764705,0.234375,0.6333333333333333,0.6333333333333333,0.631578947368421,0.1328125,0.17647058823529413,0.2,0.3203125,0.3170731707317073,0.3170731707317073,0.7692307692307693,0.109375,0.5714285714285714,0.5714285714285714,1.0,0.203125,0.23076923076923078,0.23076923076923078,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,1.0,0.11428571428571428,0.25,0.05714285714285714,0.37142857142857144,0.23076923076923078,0.546875,0.24,0.48321653543307086,0.48216666666666663,0.46883529411764696,0.11971830985915492,0.16666666666666666,,0.14583333333333334,0.19444444444444445,10.05,25.4175,0.32491582491582494,1.0,1.0,2.0,6.0,1.0,3.0,6.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,0.11764705882352941,0.19047619047619047,0.06382978723404255,0.07142857142857142,0.041666666666666664,0.07352941176470588,0.013333333333333334,0.5,0.05555555555555555,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,
1563,1610612750,Kevin Ollie,Kevin Ollie,1563,MIN,13823.0,230,-1.0,426,427,128.0,128,49,853,9.0,13.0,,,4.0,4.0,4.0,11.0,7.0,19.0,,,,,,,,,,20.0,43.0,,,33.0,73.0,462.0,,1.0,,,2.0,5.0,11.0,,,23.0,33.0,20.0,20.0,,,,,,,,16.0,14.0,30.0,4.0,7.0,74.0,2,3.0,8.0,11.0,4,15,3.0,2.0,1.0,10.0,2.0,3.0,3.0,1.0,13.0,4.0,7.0,17.0,,26.0,1.0,5.0,36.0,2.0,,,13.0,,6.0,33.0,128.0,3.0,5.0,0.5,0.5,,,,,,0.46511627906976744,,0.45454545454545453,0.46511627906976744,,0.45454545454545453,0.6083333333333333,0.5,0.75,,,,15.145228215767634,0.7692307692307693,0.0625,0.015625,0.05454545454545454,0.060109289617486336,0.021739130434782608,0.02040816326530612,0.021739130434782608,0.07692307692307693,0.07246376811594203,0.07142857142857142,,0.3023255813953488,0.6923076923076923,0.6923076923076923,0.5555555555555556,0.2558139534883721,0.36363636363636365,0.36363636363636365,0.4418604651162791,0.3684210526315789,0.3684210526315789,0.7142857142857143,,,,,,,,,,,,,,,0.36363636363636365,1.0,,,,0.3023255813953488,,0.4518883720930232,0.4074,0.45012727272727276,0.24074074074074073,0.24074074074074073,,0.0273972602739726,0.4520547945205479,10.813953488372094,,0.3004694835680751,,,2.0,10.0,1.0,8.0,2.0,,1.0,7.0,,2.0,1.0,1.0,,1.0,,,,0.03571428571428571,0.05263157894736842,,0.030303030303030304,0.045454545454545456,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,
201567,1610612750,Kevin Love,Kevin Love,201567,MIN,24252.0,404,11.0,777,774,210.0,230,107,1551,58.0,87.0,20.0,32.0,17.0,22.0,16.0,40.0,7.0,21.0,1.0,1.0,,,3.0,,,,2.0,81.0,148.0,1.0,4.0,72.0,237.0,849.0,21.0,36.0,1.0,1.0,61.0,20.0,31.0,,2.0,11.0,51.0,100.0,62.0,,3.0,32.0,2.0,1.0,,17.0,13.0,2.0,15.0,,7.0,32.0,34,22.0,72.0,108.0,48,156,9.0,7.0,2.0,11.0,2.0,13.0,4.0,2.0,24.0,7.0,21.0,43.0,5.0,74.0,7.0,3.0,97.0,5.0,,,48.0,,3.0,51.0,210.0,6.0,2.0,0.6172839506172839,0.7692307692307693,,0.25,1.0,,0.5,0.5472972972972973,0.5833333333333334,0.6451612903225806,0.5427631578947368,0.6081081081081081,0.6060606060606061,0.5984848484848485,0.6354166666666666,0.6375,0.02631578947368421,0.11486486486486487,0.1839080459770115,24.6119733924612,0.4583333333333333,0.2857142857142857,0.14977973568281938,0.23655913978494625,0.27246376811594203,0.1339031339031339,0.2,0.11235955056179775,0.32727272727272727,0.2457627118644068,0.23880597014925373,0.23076923076923078,0.5723684210526315,0.6666666666666666,0.8169014084507042,0.5689655172413793,0.2631578947368421,0.4,0.41025641025641024,0.13815789473684212,0.3333333333333333,0.3333333333333333,1.0,0.006578947368421052,1.0,1.0,,0.019736842105263157,,,,0.8648648648648649,0.625,0.1,,,,0.6666666666666666,0.7727272727272727,,0.06060606060606061,,0.5986842105263158,,0.5021776666666666,0.5401551724137931,0.5144387096774194,0.24615384615384617,0.2513089005235602,,0.25738396624472576,0.21518987341772153,4.985135135135134,40.2,0.2702702702702703,1.0,1.0,16.0,2.0,,6.0,13.0,14.0,3.0,7.0,1.0,1.0,10.0,5.0,4.0,10.0,8.0,0.025,0.4827586206896552,0.10483870967741936,0.0851063829787234,0.16666666666666666,0.31645569620253167,0.06,0.8,0.02702702702702703,1.0,,4.0,1.0,2.0,1.0,1.0,3.0,0.037037037037037035,0.13793103448275862,0.625,,,,,,,,,,True,,,,
2073,1610612750,Brian Cardinal,Brian Cardinal,2073,MIN,54523.0,909,11.0,1720,1715,488.0,549,226,3435,13.0,24.0,4.0,7.0,5.0,7.0,4.0,15.0,18.0,38.0,8.0,25.0,5.0,22.0,67.0,,5.0,4.0,20.0,35.0,77.0,30.0,92.0,30.0,190.0,1873.0,7.0,11.0,1.0,6.0,21.0,12.0,21.0,5.0,25.0,21.0,60.0,52.0,18.0,90.0,,4.0,,67.0,22.0,8.0,55.0,21.0,76.0,12.0,38.0,173.0,23,28.0,65.0,103.0,39,142,37.0,20.0,17.0,25.0,11.0,23.0,5.0,1.0,48.0,13.0,70.0,135.0,9.0,61.0,8.0,21.0,35.0,1.0,,,9.0,,9.0,60.0,488.0,14.0,8.0,0.7428571428571429,0.7878787878787878,1.0,0.32608695652173914,0.16666666666666666,0.2,0.32608695652173914,0.45454545454545453,0.6363636363636364,0.5714285714285714,0.47337278106508873,0.5,0.42391304347826086,0.510752688172043,0.5526315789473685,0.5172413793103449,0.5443786982248521,0.1038961038961039,0.3333333333333333,11.7914979757085,0.5208333333333334,0.12014787430683918,0.044573643410852716,0.1339712918660287,0.124,0.046954314720812185,0.035897435897435895,0.0625,0.11267605633802817,0.12083333333333333,0.1346153846153846,0.1320754716981132,0.14201183431952663,0.5416666666666666,0.8125,0.46153846153846156,0.08875739644970414,0.26666666666666666,0.26666666666666666,0.22485207100591717,0.47368421052631576,0.47368421052631576,0.9444444444444444,0.14792899408284024,0.32,0.32,1.0,0.39644970414201186,0.3283582089552239,0.3333333333333333,1.0,0.4117647058823529,0.5714285714285714,0.25,0.29411764705882354,,,0.15217391304347827,0.7142857142857143,0.10869565217391304,0.43478260869565216,0.2,0.6863905325443787,0.3283582089552239,0.49522440476190466,0.49358333333333343,0.46177222222222214,0.05084745762711865,0.10588235294117647,,0.11052631578947368,0.3157894736842105,11.163636363636366,24.96739130434783,0.2837209302325581,1.0,1.0,4.0,9.0,8.0,9.0,14.0,10.0,1.0,20.0,,2.0,13.0,10.0,3.0,13.0,6.0,,0.15873015873015872,0.051470588235294115,0.057291666666666664,0.0375,0.12578616352201258,0.010752688172043012,0.46153846153846156,0.058823529411764705,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,0.03571428571428571,0.031007751937984496,0.75,1.0,1.0,0.010869565217391304,0.014925373134328358,0.2,,,,,True,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,3026.0,50,11.0,100,102,37.0,46,13,202,1.0,3.0,1.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,5.0,,,,2.0,102.0,1.0,2.0,,,2.0,1.0,3.0,,,,2.0,,2.0,,,2.0,,,,,,,,,,,2,,1.0,1.0,4,5,1.0,1.0,,,,1.0,,,1.0,,5.0,9.0,1.0,4.0,1.0,2.0,,,,,,,,2.0,37.0,3.0,,,,,,,,,0.2,0.5,0.3333333333333333,0.2,0.5,0.3333333333333333,0.2,0.5,0.3333333333333333,,,,5.172413793103448,,0.037037037037037035,0.05405405405405406,,0.02702702702702703,0.08,0.16666666666666666,,0.1,,,,0.6,0.3333333333333333,0.3333333333333333,,0.4,,,,,,,,,,,,,,,1.0,0.5,,,,,0.6666666666666666,0.5,,,,0.6,,0.53208,0.589,0.5418,,,,1.0,1.0,2.4799999999999995,,0.37,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,,,0.15384615384615385,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2742,1610612750,Sebastian Telfair,Sebastian Telfair,2742,MIN,27517.0,459,15.0,871,877,269.0,286,112,1748,22.0,43.0,1.0,3.0,10.0,20.0,18.0,33.0,24.0,53.0,9.0,16.0,3.0,11.0,40.0,1.0,4.0,5.0,20.0,64.0,129.0,20.0,56.0,37.0,225.0,949.0,1.0,10.0,1.0,5.0,7.0,23.0,43.0,8.0,23.0,13.0,83.0,16.0,112.0,48.0,12.0,,3.0,37.0,11.0,14.0,45.0,30.0,75.0,13.0,27.0,180.0,7,9.0,13.0,22.0,11,33,13.0,6.0,7.0,17.0,4.0,12.0,8.0,2.0,29.0,12.0,17.0,40.0,3.0,40.0,2.0,2.0,44.0,5.0,,2.0,19.0,1.0,3.0,83.0,269.0,6.0,3.0,0.125,0.125,0.8,0.35714285714285715,0.2,0.34782608695652173,0.37735849056603776,0.49612403100775193,0.1,0.5348837209302325,0.5081081081081081,0.16666666666666666,0.5303030303030303,0.5492610837438424,0.21875,0.5616438356164384,0.3027027027027027,0.10852713178294573,0.13953488372093023,23.246492985971944,0.5862068965517241,0.0456140350877193,0.02734375,0.08333333333333333,0.05597964376590331,0.0275,0.010309278350515464,0.03296703296703297,0.011494252873563218,0.08620689655172414,0.06493506493506493,0.12903225806451613,0.23243243243243245,0.5116279069767442,0.5945945945945946,0.13636363636363635,0.1783783783783784,0.5454545454545454,0.6206896551724138,0.2864864864864865,0.4528301886792453,0.4897959183673469,0.20833333333333334,0.08648648648648649,0.5625,0.5625,0.8888888888888888,0.21621621621621623,0.275,0.275,0.7272727272727273,0.2,0.3333333333333333,,0.26666666666666666,0.25,1.0,0.30303030303030304,0.5,0.045454545454545456,0.30303030303030304,0.25,0.5351351351351351,0.2972972972972973,0.4833206043956044,0.44812499999999994,0.48163124999999996,0.1,0.13286713286713286,0.017543859649122806,0.03111111111111111,0.3688888888888889,9.692248062015503,25.587500000000002,0.30884041331802525,,1.0,2.0,17.0,6.0,12.0,4.0,,2.0,9.0,,2.0,3.0,3.0,,4.0,2.0,0.12121212121212122,,0.027777777777777776,0.03636363636363636,,0.024390243902439025,0.024096385542168676,0.5,0.06666666666666667,,,,,2.0,,,,,0.04411764705882353,,3.0,,,,1.0,1.0,1.0,0.07547169811320754,,True,,,,
2744,1610612750,Al Jefferson,Al Jefferson,2744,MIN,3830.0,64,1.0,130,122,41.0,42,14,252,7.0,10.0,1.0,3.0,4.0,5.0,4.0,10.0,3.0,6.0,,,,,,,,,,14.0,26.0,,,10.0,38.0,136.0,2.0,5.0,,,4.0,4.0,6.0,,,3.0,11.0,8.0,20.0,,,2.0,,,,2.0,,1.0,1.0,,,3.0,4,2.0,8.0,12.0,6,18,,,,3.0,,3.0,3.0,2.0,6.0,1.0,2.0,3.0,1.0,9.0,,,12.0,2.0,,,6.0,,1.0,11.0,41.0,,1.0,0.2857142857142857,0.3076923076923077,,,,,,0.5384615384615384,0.4,0.6666666666666666,0.5384615384615384,0.4,0.6666666666666666,0.6129032258064516,0.4,0.7857142857142857,,0.07692307692307693,0.1,25.34246575342466,0.5,0.21052631578947367,0.13333333333333333,0.2222222222222222,0.2127659574468085,0.11320754716981132,,0.18181818181818182,0.2727272727272727,0.23076923076923078,0.4,,0.38461538461538464,0.7,0.7777777777777778,0.2857142857142857,0.38461538461538464,0.4,0.4444444444444444,0.23076923076923078,0.5,0.5,0.3333333333333333,,,,,,,,,0.6,0.3333333333333333,,,,,0.8333333333333334,0.8,,,,0.38461538461538464,,0.44549230769230763,0.479025,0.548,0.2,0.2,,0.10526315789473684,0.2894736842105263,7.9192307692307695,,0.3153846153846154,,,,1.0,,,2.0,2.0,1.0,,,2.0,2.0,2.0,,2.0,,0.1,0.4,0.08695652173913043,0.1111111111111111,,0.14285714285714285,0.1,,,,,,,,,,,,0.2222222222222222,0.25,,,,,,,,,,True,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,21712.0,362,15.0,682,672,185.0,223,85,1354,11.0,34.0,1.0,1.0,4.0,6.0,13.0,28.0,14.0,35.0,5.0,8.0,4.0,19.0,49.0,1.0,4.0,5.0,16.0,38.0,97.0,24.0,57.0,48.0,196.0,775.0,4.0,7.0,2.0,5.0,14.0,11.0,21.0,8.0,20.0,16.0,62.0,10.0,66.0,48.0,24.0,,,49.0,19.0,13.0,22.0,18.0,40.0,11.0,16.0,98.0,2,12.0,13.0,27.0,3,30,10.0,7.0,3.0,17.0,1.0,7.0,8.0,1.0,24.0,8.0,13.0,32.0,4.0,39.0,,1.0,54.0,1.0,,3.0,18.0,2.0,5.0,62.0,185.0,6.0,5.0,0.13157894736842105,0.13157894736842105,0.6666666666666666,0.42105263157894735,0.4,0.4,0.42105263157894735,0.3917525773195876,0.5714285714285714,0.5238095238095238,0.4805194805194805,0.5833333333333334,0.5609756097560976,0.5421348314606742,0.5833333333333334,0.62,0.37012987012987014,0.13402061855670103,0.29411764705882354,25.86427656850192,0.7083333333333334,0.06220095693779904,0.01015228426395939,0.15584415584415584,0.08741258741258741,0.009900990099009901,,0.0136986301369863,0.06666666666666667,0.07228915662650602,0.16071428571428573,0.14285714285714285,0.22077922077922077,0.3235294117647059,0.4583333333333333,0.2727272727272727,0.18181818181818182,0.4642857142857143,0.52,0.22727272727272727,0.4,0.4,0.14285714285714285,0.05194805194805195,0.625,0.625,1.0,0.3181818181818182,0.3877551020408163,0.3877551020408163,0.5789473684210527,0.08333333333333333,1.0,,0.3333333333333333,0.25,1.0,0.14634146341463414,0.6666666666666666,0.0975609756097561,0.3902439024390244,0.3125,0.5909090909090909,0.3877551020408163,0.49348496732026137,0.47304500000000005,0.48855250000000006,0.11560693641618497,0.15789473684210525,0.03389830508474576,0.07142857142857142,0.3163265306122449,9.546391752577318,25.21052631578947,0.27126099706744866,1.0,1.0,,7.0,3.0,3.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,2.0,,3.0,2.0,0.10714285714285714,0.06666666666666667,0.009433962264150943,0.013333333333333334,,0.045454545454545456,0.013157894736842105,0.6666666666666666,0.08333333333333333,1.0,1.0,,,,,,,,0.017543859649122806,,3.0,,,,0.75,1.0,1.0,,,True,,,,
200760,1610612750,Rodney Carney,Rodney Carney,200760,MIN,30841.0,514,17.0,983,979,243.0,280,130,1962,37.0,56.0,9.0,12.0,9.0,16.0,3.0,19.0,9.0,31.0,26.0,63.0,9.0,10.0,42.0,1.0,3.0,5.0,16.0,49.0,106.0,36.0,105.0,22.0,228.0,1052.0,12.0,20.0,2.0,8.0,33.0,10.0,26.0,12.0,25.0,4.0,60.0,64.0,34.0,105.0,3.0,12.0,,42.0,10.0,5.0,10.0,2.0,12.0,,6.0,26.0,12,16.0,22.0,41.0,18,59,12.0,7.0,5.0,14.0,,6.0,8.0,4.0,20.0,1.0,25.0,43.0,2.0,26.0,3.0,1.0,31.0,3.0,,,16.0,,1.0,60.0,243.0,6.0,2.0,0.6530612244897959,0.7441860465116279,0.9722222222222222,0.34285714285714286,0.25,0.48,0.34285714285714286,0.46226415094339623,0.6,0.38461538461538464,0.4881516587677725,0.5357142857142857,0.5490196078431373,0.5066666666666667,0.55,0.5555555555555556,0.4976303317535545,0.04716981132075472,0.07142857142857142,21.60493827160494,0.7,0.07142857142857142,0.040268456375838924,0.14545454545454545,0.09090909090909091,0.038876889848812095,0.043478260869565216,0.044642857142857144,0.07407407407407407,0.07194244604316546,0.12790697674418605,0.20833333333333334,0.26540284360189575,0.6607142857142857,0.7115384615384616,0.7297297297297297,0.09004739336492891,0.15789473684210525,0.16666666666666666,0.14691943127962084,0.2903225806451613,0.2903225806451613,0.5555555555555556,0.2985781990521327,0.4126984126984127,0.4126984126984127,1.0,0.1990521327014218,0.23809523809523808,0.24390243902439024,0.9,0.42857142857142855,0.75,0.4444444444444444,0.10714285714285714,0.3333333333333333,1.0,0.3137254901960784,0.5625,0.17647058823529413,0.3137254901960784,0.3125,0.7630331753554502,0.23809523809523808,0.5472317535545025,0.5387124999999999,0.5301813725490196,0.07142857142857142,0.13445378151260504,,0.14473684210526316,0.2631578947368421,7.283018867924526,24.151428571428568,0.24720244150559512,1.0,5.0,3.0,2.0,1.0,3.0,6.0,3.0,4.0,6.0,,2.0,7.0,5.0,1.0,7.0,5.0,0.05263157894736842,0.0967741935483871,0.03636363636363636,0.045871559633027525,0.017857142857142856,0.06818181818181818,0.03361344537815126,0.7142857142857143,0.17857142857142858,0.2,1.0,,,,1.0,,,,0.028169014084507043,,7.0,1.0,0.009523809523809525,0.023809523809523808,0.7777777777777778,,,,,True,,,,
