EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,AtRimAssists,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,OffCorner3ReboundPct,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,3SecondViolations,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Clear Path Fouls,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,444.0,7,9.0,13,12,5.0,6.0,2.0,25,1.0,1.0,1.0,1.0,4.0,6.0,7,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,0.6,0.42857142857142855,0.5,1.0,1.0,1.0,1.0,1.0,0.3536,0.6666666666666666,0.6666666666666666,0.3333333333333333,16.8,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,72.0,1,3.0,3,3,2.0,3.0,,6,,,,,,,2,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201629,1610612737,Othello Hunter,Othello Hunter,201629,ATL,5492.0,92,23.0,178,173,65.0,83.0,24.0,351,1.0,3.0,11.0,20.0,,22.0,162,,8.0,14.0,,1.0,,2.0,2.0,15.0,24.0,11.0,3.0,,5.0,3.0,8.0,65.0,0.6363636363636364,1.0,0.55,0.55,0.5,0.5,11.881188118811881,0.06666666666666667,0.1375,0.043478260869565216,0.14285714285714285,0.15,0.3333333333333333,0.5,1.0,0.52663,0.13636363636363635,0.13636363636363635,0.36363636363636365,4.140000000000001,0.3651685393258427,2.0,10.0,14.0,5.0,7.0,4.0,5.0,3.0,5.0,8.0,10.0,4.0,8.0,8.0,8.0,4.0,1.0,1.0,4.0,5.0,9.0,4.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,0.625,0.5,0.625,0.5,0.625,0.2,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.5,0.18,0.07575757575757576,0.25,0.10975609756097561,0.058823529411764705,0.1,0.06896551724137931,0.2857142857142857,0.23076923076923078,0.2608695652173913,0.2,0.6,0.7,0.7142857142857143,0.8333333333333334,0.6,0.15,0.875,0.7142857142857143,0.2,0.625,0.8,0.7,0.6229333333333333,0.529625,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,296.0,5,3.0,10,10,5.0,5.0,1.0,20,,1.0,,2.0,,3.0,10,,,,,,,,,,,,,,,,,5.0,,,,0.375,0.375,,36.36363636363637,,,,,0.25,,,,0.4472125,,,,11.6,0.5,,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,0.5,,0.4244833333333333,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612737,Flip Murray,Flip Murray,2436,ATL,4102.0,68,31.0,131,125,34.0,44.0,20.0,256,1.0,7.0,7.0,25.0,23.0,64.0,111,10.0,23.0,2.0,1.0,8.0,,17.0,2.0,5.0,6.0,2.0,13.0,,26.0,10.0,23.0,34.0,0.14285714285714285,0.14285714285714285,0.28,0.5125,0.6153846153846154,0.6388888888888888,38.666666666666664,0.08695652173913043,0.08196721311475409,0.1111111111111111,,0.175,0.14285714285714285,0.14285714285714285,,0.4551461538461538,0.23529411764705882,0.2857142857142857,0.359375,9.848,0.2595419847328244,,3.0,7.0,,,1.0,2.0,11.0,,1.0,8.0,2.0,6.0,12.0,,1.0,7.0,2.0,1.0,,3.0,,1.0,,3.0,2.0,1.0,3.0,2.0,6.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,0.3333333333333333,0.5,0.5,0.8,0.04,0.14285714285714285,,,0.5,,0.07894736842105263,,0.07692307692307693,0.016666666666666666,,,,0.09090909090909091,,0.1,,1.0,0.175,0.42857142857142855,0.5,0.3333333333333333,0.275,,,,0.15384615384615385,0.5,0.55,,0.45046153846153847,0.125,,,9.0,15.0,9.0,15.0,7.0,18.0,15.0,9.0,0.6666666666666666,0.6,0.6,0.375,,0.375,0.6,0.6,0.6666666666666666,,0.6,26.779999999999998,3.0,1.0,2.0,3.0,7.0,1.0,2.0,5.0,3.0,9.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.42857142857142855,0.08333333333333333,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.5,1.0,0.5384615384615384,0.42857142857142855,0.125,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,3682.0,61,-1.0,118,114,36.0,58.0,18.0,232,2.0,4.0,5.0,10.0,6.0,16.0,118,2.0,6.0,6.0,1.0,2.0,1.0,5.0,4.0,8.0,15.0,6.0,3.0,,6.0,3.0,6.0,36.0,0.6,0.75,0.5,0.5,0.6153846153846154,0.6,11.76470588235294,0.21052631578947367,0.1276595744680851,0.2857142857142857,,0.4,0.5,0.6666666666666666,1.0,0.4699,0.23076923076923078,0.23076923076923078,0.375,8.98,0.3050847457627119,2.0,2.0,4.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,,,7.0,2.0,2.0,7.0,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,3.0,2.0,,3.0,3.0,,3.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.25,,0.25,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.15217391304347827,,0.125,0.15384615384615385,0.16666666666666666,0.14285714285714285,,,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.4,0.5,0.6666666666666666,0.5,0.2,1.0,0.5,,0.25,,0.4,0.6652,0.453175,0.125,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,0.09090909090909091,0.5,0.5,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201242,1610612737,Thomas Gardner,Thomas Gardner,201242,ATL,2996.0,50,6.0,94,93,33.0,42.0,12.0,187,3.0,5.0,4.0,9.0,1.0,15.0,85,,5.0,6.0,,2.0,,4.0,,3.0,3.0,3.0,2.0,,2.0,1.0,5.0,33.0,0.75,0.75,0.4444444444444444,0.4117647058823529,0.4166666666666667,0.5,17.92452830188679,,0.061224489795918366,,,0.29411764705882354,0.6,0.6,0.6666666666666666,0.45007647058823536,0.05555555555555555,0.1,0.3333333333333333,13.88888888888889,0.35106382978723405,,1.0,3.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,3.0,,,,2.0,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.5,0.5,0.2222222222222222,0.3333333333333333,1.0,,1.0,,0.09375,,,,,,,,0.16666666666666666,0.06666666666666667,,1.0,0.17647058823529413,0.3333333333333333,0.5,1.0,0.058823529411764705,,,,0.2,1.0,0.6470588235294118,,0.44284,0.06666666666666667,1.0,,2.0,7.0,2.0,8.0,4.0,6.0,7.0,2.0,1.0,0.25,0.25,0.47058823529411764,0.058823529411764705,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,,0.2857142857142857,27.1625,,,,1.0,4.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,0.25,0.09090909090909091,,,,,,0.8,0.25,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612737,Speedy Claxton,Speedy Claxton,2049,ATL,734.0,12,-5.0,24,24,3.0,14.0,2.0,48,,3.0,2.0,6.0,1.0,5.0,29,1.0,1.0,,,3.0,,6.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.5,28.0,,,,,0.5,,,,0.4128166666666666,0.14285714285714285,0.14285714285714285,0.2,12.816666666666668,0.125,,1.0,1.0,,,,,2.0,,,,,,4.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,0.3333333333333333,,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,64.0,1,-2.0,2,1,2.0,1.0,1.0,3,,,,,,,3,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201238,1610612737,Mario West,Mario West,201238,ATL,3434.0,57,5.0,113,108,46.0,72.0,15.0,221,,2.0,,8.0,4.0,4.0,97,1.0,1.0,,4.0,4.0,4.0,12.0,3.0,6.0,7.0,7.0,5.0,1.0,8.0,2.0,1.0,46.0,,,,,0.16666666666666666,0.125,12.5,0.14285714285714285,0.09615384615384616,0.13333333333333333,0.16666666666666666,0.25,,,,0.497675,0.2,0.2,0.25,6.8500000000000005,0.40707964601769914,2.0,,5.0,,,,,1.0,,1.0,,,2.0,,,3.0,,,,1.0,2.0,1.0,1.0,,1.0,,1.0,3.0,1.0,4.0,,3.0,,,,,,,,,,,,,0.375,0.6,,,0.75,0.25,0.06451612903225806,0.022727272727272728,,0.017543859649122806,0.07142857142857142,,,,0.16666666666666666,,,,0.625,,,,0.125,,,,,,0.625,0.3808,0.2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,0.1111111111111111,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
