EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,AtRimAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedLongMidRange,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SecondChanceFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,on,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,47643.0,794,-53,1515,1513,521,478,185,3028,75.0,116.0,17.0,39.0,23.0,34.0,26.0,56,4.0,14.0,1.0,1.0,1.0,1.0,105.0,186,1.0,1.0,26.0,239,1568,20.0,52.0,7.0,47.0,35.0,60,1.0,1.0,6.0,79,152.0,58.0,3.0,30.0,1.0,1.0,16.0,6.0,8.0,14.0,6.0,2.0,1.0,5.0,36.0,29.0,66.0,1.0,38.0,129,23.0,190,96.0,286,5.0,18.0,14.0,4.0,7.0,3.0,18.0,2.0,4.0,5.0,25.0,4.0,9.0,69.0,111,14.0,6.0,59.0,10.0,14.0,45.0,11.0,27.0,1.0,53.0,44.0,9.0,53.0,28.0,4.0,2.0,2.0,1.0,79,521,5.0,2.0,0.7238095238095238,0.8444444444444444,1.0,1.0,1.0,1.0,0.5645161290322581,0.38461538461538464,0.5833333333333334,0.56951871657754,0.38461538461538464,0.5983606557377049,0.5857843137254902,0.41964285714285715,0.5984848484848485,0.0053475935828877,0.08602150537634409,0.12931034482758622,0.017857142857142856,13.252314814814813,0.28,0.41818181818181815,0.023255813953488372,0.21322314049586777,0.1306930693069307,0.25675675675675674,0.11196911196911197,0.22177954847277556,0.1243455497382199,0.14893617021276595,0.12598425196850394,0.12236286919831224,0.10555555555555556,0.12658227848101267,0.1787709497206704,0.2111801242236025,0.23773584905660378,0.26851851851851855,0.225,0.07692307692307693,0.5283018867924528,0.6203208556149733,0.646551724137931,0.7425742574257426,0.76,0.2994652406417112,0.4642857142857143,0.4727272727272727,0.5769230769230769,0.0748663101604278,0.2857142857142857,0.2857142857142857,1.0,0.0053475935828877,1.0,1.0,1.0,0.75,0.4358974358974359,0.17647058823529413,0.5573770491803278,0.6764705882352942,0.01639344262295082,1.0,0.6256684491978609,1.0,0.5066978609625669,0.5254404761904762,0.49139508196721315,0.1330049261083744,0.13366336633663367,0.19665271966527198,0.3305439330543933,4.138172043010753,25.6,0.3438943894389439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,17702.0,295,-55,547,549,127,117,66,1096,6.0,11.0,2.0,6.0,1.0,3.0,11.0,24,23.0,57.0,,3.0,,3.0,40.0,92,,4.0,15.0,95,567,5.0,15.0,4.0,14.0,11.0,21,,4.0,5.0,27,48.0,32.0,,8.0,3.0,,2.0,5.0,3.0,8.0,2.0,1.0,,3.0,19.0,7.0,16.0,,6.0,32,4.0,42,23.0,65,3.0,6.0,3.0,3.0,9.0,6.0,5.0,,3.0,1.0,14.0,2.0,4.0,19.0,23,1.0,,17.0,1.0,,24.0,2.0,10.0,3.0,3.0,2.0,,3.0,2.0,,,1.0,1.0,27,127,1.0,2.0,0.6,0.6666666666666666,,,,,0.43478260869565216,0.3333333333333333,0.5238095238095238,0.4166666666666667,0.3333333333333333,0.44,0.4439252336448598,0.3888888888888889,0.46551724137931033,0.041666666666666664,0.021739130434782608,0.09090909090909091,0.041666666666666664,19.39102564102564,0.6428571428571429,0.2,,0.1461187214611872,0.07881773399014778,0.1,0.08333333333333333,0.13620071684587814,0.08013937282229965,0.06666666666666667,0.10909090909090909,0.06796116504854369,0.03773584905660377,0.16129032258064516,0.04285714285714286,0.16666666666666666,0.21052631578947367,0.1282051282051282,0.047619047619047616,0.057692307692307696,0.6666666666666666,0.11458333333333333,0.5454545454545454,0.6,0.3333333333333333,0.25,0.4583333333333333,0.4782608695652174,0.36363636363636365,0.59375,0.40350877192982454,0.40350877192982454,0.782608695652174,0.03125,,,,0.4,0.3333333333333333,,0.12,0.3333333333333333,0.12,,0.15625,,0.4219333333333331,0.4987375,0.42847999999999997,0.09615384615384616,0.1,0.14736842105263157,0.28421052631578947,13.893478260869562,26.299999999999997,0.23217550274223034,1.0,1.0,2.0,1.0,1.0,1.0,0.010416666666666666,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,24923.0,415,-23,793,791,230,163,93,1584,10.0,15.0,,,,1.0,10.0,23,18.0,51.0,12.0,33.0,5.0,11.0,38.0,89,15.0,42.0,23.0,144,806,3.0,10.0,5.0,14.0,5.0,20,6.0,14.0,8.0,36,24.0,52.0,33.0,,33.0,12.0,4.0,40.0,13.0,53.0,9.0,4.0,13.0,11.0,119.0,3.0,7.0,,5.0,26,,31,10.0,41,3.0,13.0,7.0,6.0,17.0,13.0,13.0,4.0,4.0,2.0,30.0,1.0,6.0,12.0,35,,2.0,28.0,,1.0,28.0,2.0,13.0,2.0,1.0,,,1.0,1.0,,,,,36,230,1.0,2.0,0.3157894736842105,0.3157894736842105,0.7333333333333333,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42696629213483145,0.3,0.25,0.4618320610687023,0.375,0.4117647058823529,0.5,0.5,0.46153846153846156,0.32061068702290074,0.0449438202247191,0.06666666666666667,0.043478260869565216,19.35483870967742,0.5666666666666667,,,0.08227848101265822,0.026415094339622643,0.06944444444444445,0.022900763358778626,0.07989690721649484,0.025252525252525252,0.029850746268656716,0.013157894736842105,0.03278688524590164,0.030612244897959183,,0.06896551724137931,0.07407407407407407,0.0945945945945946,0.07407407407407407,0.05555555555555555,0.04225352112676056,1.0,0.11450381679389313,0.6666666666666666,0.7142857142857143,0.2,0.17557251908396945,0.43478260869565216,0.45454545454545453,0.3,0.3893129770992366,0.35294117647058826,0.3673469387755102,0.3888888888888889,0.25190839694656486,0.36363636363636365,0.36363636363636365,0.6666666666666666,,,,0.029411764705882353,,0.3235294117647059,0.45454545454545453,0.4351145038167939,0.36363636363636365,0.4733099236641222,0.44035499999999994,0.4365779411764705,0.09154929577464789,0.13,0.09722222222222222,0.25,12.77865168539326,24.86904761904762,0.2900378310214376,9.0,3.0,16.0,4.0,1.0,1.0,0.06870229007633588,0.08823529411764706,3.0,1.0,1.0,2.0,1.0,2.0,12.0,0.5,0.0392156862745098,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.5,0.3333333333333333,,,,,,,,,,,,,,True,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,20972.0,350,29,670,671,248,258,85,1341,12.0,28.0,3.0,4.0,2.0,10.0,23.0,39,9.0,31.0,21.0,49.0,5.0,20.0,44.0,98,32.0,74.0,28.0,212,675,9.0,14.0,2.0,32.0,12.0,34,8.0,26.0,11.0,59,28.0,60.0,90.0,4.0,49.0,21.0,9.0,16.0,8.0,24.0,6.0,2.0,2.0,3.0,56.0,6.0,6.0,,9.0,36,5.0,50,12.0,62,5.0,7.0,5.0,2.0,16.0,9.0,8.0,2.0,7.0,1.0,24.0,4.0,7.0,6.0,19,4.0,2.0,30.0,1.0,1.0,33.0,3.0,14.0,2.0,8.0,6.0,2.0,8.0,3.0,,,,,59,248,4.0,2.0,0.3181818181818182,0.3333333333333333,0.9375,0.43243243243243246,0.3076923076923077,0.43243243243243246,0.4489795918367347,0.6428571428571429,0.35294117647058826,0.5348837209302325,0.7894736842105263,0.4,0.5672043010752689,0.8,0.4461538461538462,0.43023255813953487,0.09183673469387756,0.14285714285714285,0.10256410256410256,27.59526938239159,0.6666666666666666,0.2,,0.13333333333333333,0.028708133971291867,0.14754098360655737,0.049586776859504134,0.13595166163141995,0.03636363636363636,0.04225352112676056,0.02040816326530612,0.02247191011235955,0.04597701149425287,0.058823529411764705,0.15584415584415584,0.13157894736842105,0.11965811965811966,0.14893617021276595,0.14285714285714285,0.058823529411764705,0.375,0.16279069767441862,0.42857142857142855,0.5,0.4166666666666667,0.22674418604651161,0.5897435897435898,0.6571428571428571,0.21739130434782608,0.18023255813953487,0.2903225806451613,0.3,0.4444444444444444,0.28488372093023256,0.42857142857142855,0.42857142857142855,0.9523809523809523,0.21052631578947367,0.75,0.6666666666666666,0.16666666666666666,0.2,0.3333333333333333,0.25,0.5930232558139535,0.42857142857142855,0.4896805232558139,0.44331428571428566,0.46981749999999994,0.08152173913043478,0.12844036697247707,0.1509433962264151,0.2783018867924528,9.503061224489796,24.805405405405406,0.3701492537313433,25.0,6.0,11.0,1.0,,,0.14534883720930233,0.1,11.0,3.0,2.0,3.0,4.0,5.0,6.0,0.8,0.03225806451612903,0.44,0.44,0.9090909090909091,0.15789473684210525,0.6666666666666666,0.5,2.0,2.0,1.0,1.0,0.10526315789473684,1.0,1.0,1.0,0.013333333333333334,,,,,True,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,21827.0,364,-17,701,704,211,206,83,1405,6.0,14.0,1.0,1.0,5.0,8.0,5.0,8,14.0,40.0,14.0,52.0,4.0,10.0,25.0,62,16.0,62.0,24.0,122,744,1.0,7.0,3.0,11.0,14.0,22,5.0,15.0,1.0,44,20.0,30.0,36.0,,52.0,14.0,4.0,23.0,14.0,37.0,9.0,5.0,6.0,5.0,88.0,,3.0,,7.0,24,2.0,33,3.0,36,,6.0,5.0,1.0,11.0,5.0,10.0,,6.0,,21.0,2.0,6.0,15.0,23,1.0,3.0,25.0,,4.0,28.0,,10.0,1.0,,,,,,,,,,44,211,2.0,1.0,0.4,0.4,0.75,0.25806451612903225,0.3333333333333333,0.25806451612903225,0.4032258064516129,0.14285714285714285,0.6363636363636364,0.3951612903225806,0.25,0.581081081081081,0.44485294117647056,0.29411764705882354,0.5789473684210527,0.5,0.06451612903225806,0.21428571428571427,,19.64956195244055,0.5238095238095238,0.07692307692307693,,0.08053691275167785,0.013452914798206279,0.11475409836065574,,0.08635097493036212,0.008746355685131196,0.015873015873015872,,0.017857142857142856,,,0.06451612903225806,0.07692307692307693,0.09285714285714286,0.12195121951219512,0.1,,,0.11290322580645161,0.42857142857142855,0.5454545454545454,0.5,0.06451612903225806,0.625,0.625,0.2,0.3225806451612903,0.35,0.358974358974359,0.42857142857142855,0.41935483870967744,0.2692307692307692,0.2857142857142857,0.7142857142857143,0.0625,1.0,,0.21621621621621623,0.625,0.2702702702702703,0.4,0.6129032258064516,0.2692307692307692,0.49353225806451606,0.4928041666666667,0.49610540540540543,0.08148148148148149,0.1388888888888889,0.09016393442622951,0.36065573770491804,14.120967741935488,25.183870967741942,0.30099857346647646,10.0,5.0,12.0,2.0,4.0,,0.08064516129032258,0.13513513513513514,2.0,1.0,2.0,8.0,2.0,9.0,12.0,0.2222222222222222,0.025,0.2,0.2,1.0,0.5,0.25,0.2,,1.0,3.0,1.0,0.0625,,,0.5,0.015873015873015872,3.0,0.04838709677419355,0.057692307692307696,,True,,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,19872.0,331,-29,640,636,265,217,73,1276,6.0,18.0,,1.0,3.0,7.0,3.0,9,12.0,30.0,3.0,17.0,2.0,9.0,21.0,57,11.0,32.0,17.0,92,671,,3.0,6.0,9.0,9.0,21,7.0,15.0,8.0,47,16.0,26.0,30.0,,16.0,3.0,4.0,5.0,11.0,16.0,9.0,2.0,1.0,3.0,43.0,,1.0,,7.0,25,,32,1.0,33,,13.0,6.0,7.0,4.0,3.0,10.0,,1.0,2.0,14.0,,6.0,9.0,23,,2.0,13.0,,,20.0,2.0,10.0,,4.0,3.0,,4.0,1.0,,,,,47,265,5.0,,0.38095238095238093,0.38095238095238093,0.9090909090909091,0.34375,0.4666666666666667,0.3548387096774194,0.3684210526315789,,0.42857142857142855,0.42134831460674155,0.375,0.5416666666666666,0.4639175257731959,0.5833333333333334,0.5625,0.3595505617977528,0.07017543859649122,0.2222222222222222,,15.438108484005562,0.2857142857142857,,,0.10638297872340426,0.005025125628140704,0.109375,,0.10702341137123746,0.0032679738562091504,0.016666666666666666,,,,,0.08,0.058823529411764705,0.16304347826086957,0.12244897959183673,0.06666666666666667,,0.25,0.20224719101123595,0.3333333333333333,0.42857142857142855,,0.10112359550561797,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.33707865168539325,0.4,0.4,0.5,0.19101123595505617,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.25,,,0.19444444444444445,0.42857142857142855,0.25,0.2222222222222222,0.5617977528089888,0.1875,0.4838443181818182,0.4254833333333334,0.45516285714285715,0.10309278350515463,0.15384615384615385,0.09782608695652174,0.5108695652173914,11.077192982456141,24.98125,0.4140625,15.0,6.0,1.0,4.0,1.0,1.0,0.16853932584269662,0.16666666666666666,8.0,5.0,,,1.0,1.0,3.0,1.0,,0.5333333333333333,0.5333333333333333,1.0,,,0.8333333333333334,1.0,1.0,2.0,,0.25,1.0,1.0,,,,,,1.0,True,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,17799.0,297,-13,571,565,234,163,72,1136,6.0,16.0,,1.0,1.0,6.0,,4,5.0,25.0,4.0,18.0,2.0,11.0,11.0,45,18.0,52.0,20.0,96,573,1.0,5.0,3.0,8.0,3.0,14,8.0,28.0,8.0,38,14.0,8.0,48.0,,18.0,4.0,5.0,11.0,5.0,16.0,3.0,2.0,1.0,5.0,37.0,2.0,2.0,,8.0,31,1.0,40,4.0,44,2.0,6.0,3.0,3.0,5.0,4.0,6.0,,1.0,4.0,11.0,2.0,4.0,10.0,24,1.0,2.0,22.0,1.0,2.0,28.0,,13.0,1.0,8.0,6.0,2.0,8.0,5.0,,,,,38,234,3.0,1.0,0.6363636363636364,0.6363636363636364,0.8888888888888888,0.34615384615384615,0.2857142857142857,0.34615384615384615,0.24444444444444444,0.2,0.21428571428571427,0.3917525773195876,0.3125,0.35714285714285715,0.43243243243243246,0.4,0.3958333333333333,0.5360824742268041,0.1111111111111111,0.25,0.25,18.484848484848484,0.45454545454545453,0.058823529411764705,,0.14691943127962084,0.01015228426395939,0.14545454545454545,0.02127659574468085,0.14661654135338345,0.013745704467353952,0.016129032258064516,,0.012195121951219513,0.03278688524590164,,0.13793103448275862,0.171875,0.1348314606741573,0.1891891891891892,0.05555555555555555,0.031746031746031744,0.625,0.16494845360824742,0.375,0.5,0.6666666666666666,0.041237113402061855,,,,0.25773195876288657,0.2,0.2,0.6,0.18556701030927836,0.2222222222222222,0.2222222222222222,1.0,0.125,,,0.14285714285714285,0.16666666666666666,0.2619047619047619,0.18181818181818182,0.7010309278350515,0.2222222222222222,0.5206211340206185,0.48638125,0.535222619047619,0.11818181818181818,0.22413793103448276,0.08333333333333333,0.3958333333333333,11.322222222222225,24.06153846153847,0.4098073555166375,34.0,17.0,5.0,,,,0.35051546391752575,0.40476190476190477,14.0,6.0,,1.0,1.0,3.0,6.0,0.3333333333333333,,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.125,,0.35294117647058826,1.0,2.0,,,0.25,0.5,1.0,,,,,,,True,,,,
200978,1610612753,Jeremy Richardson,Jeremy Richardson,200978,ORL,4941.0,82,-53,162,157,76,90,22,319,2.0,4.0,,,,,1.0,6,5.0,21.0,3.0,6.0,1.0,2.0,8.0,31,5.0,14.0,3.0,34,179,1.0,2.0,,2.0,4.0,14,1.0,6.0,2.0,13,6.0,10.0,12.0,,6.0,3.0,2.0,,2.0,2.0,1.0,1.0,,,6.0,,1.0,,1.0,7,2.0,10,1.0,11,,,,,2.0,1.0,1.0,,1.0,1.0,3.0,1.0,,3.0,5,1.0,,4.0,,,6.0,,2.0,1.0,,,,,,,,,,13,76,2.0,,0.375,0.375,0.8,0.35714285714285715,0.16666666666666666,0.35714285714285715,0.25806451612903225,0.5,0.2857142857142857,0.34444444444444444,0.5,0.275,0.3541666666666667,0.5,0.30952380952380953,0.3111111111111111,0.06451612903225806,0.25,0.16666666666666666,26.984126984126984,0.6666666666666666,0.25,,0.11475409836065574,0.016129032258064516,0.05263157894736842,,0.1,0.010638297872340425,,,0.02564102564102564,,,,0.26666666666666666,0.0967741935483871,0.07142857142857142,,,,0.08888888888888889,0.5,0.6666666666666666,1.0,0.13333333333333333,0.16666666666666666,0.2,,0.4666666666666667,0.23809523809523808,0.23809523809523808,0.2,0.13333333333333333,0.5,0.5,1.0,,,,,,0.1,0.5,0.4,0.5,0.4660411111111112,0.45985,0.4358225,0.0425531914893617,0.06060606060606061,0.058823529411764705,0.38235294117647056,15.045161290322579,24.450000000000006,0.4691358024691358,8.0,4.0,,,,,0.17777777777777778,0.2,2.0,,,,,,3.0,,,0.25,0.25,0.5,,,,,,,,,,,,,,,,,True,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,26791.0,447,8,839,846,194,205,100,1685,17.0,31.0,3.0,5.0,4.0,10.0,12.0,29,27.0,56.0,21.0,54.0,5.0,18.0,56.0,116,23.0,62.0,69.0,250,858,4.0,9.0,2.0,16.0,10.0,28,6.0,22.0,23.0,61,14.0,98.0,48.0,4.0,53.0,21.0,7.0,35.0,23.0,58.0,11.0,12.0,7.0,12.0,139.0,2.0,4.0,,7.0,36,2.0,45,6.0,51,1.0,14.0,9.0,5.0,17.0,9.0,22.0,4.0,8.0,4.0,39.0,5.0,11.0,20.0,40,1.0,5.0,63.0,2.0,1.0,83.0,5.0,30.0,13.0,1.0,,,1.0,1.0,,,,,61,194,4.0,11.0,0.125,0.12962962962962962,0.6956521739130435,0.3709677419354839,0.2727272727272727,0.3770491803278688,0.4827586206896552,0.4444444444444444,0.35714285714285715,0.5084269662921348,0.4117647058823529,0.38,0.5763888888888888,0.4444444444444444,0.48412698412698413,0.34831460674157305,0.0603448275862069,0.0967741935483871,0.10344827586206896,26.870389884088514,0.4358974358974359,0.06451612903225806,,0.10227272727272728,0.01486988847583643,0.08641975308641975,0.013071895424836602,0.09930715935334873,0.014218009478672985,0.014084507042253521,0.0379746835443038,,0.018518518518518517,,0.09821428571428571,0.09574468085106383,0.1095890410958904,0.1111111111111111,,0.011111111111111112,1.0,0.17415730337078653,0.5483870967741935,0.6071428571428571,0.17647058823529413,0.16292134831460675,0.41379310344827586,0.46153846153846156,0.16666666666666666,0.3146067415730337,0.48214285714285715,0.4909090909090909,0.07407407407407407,0.30337078651685395,0.3888888888888889,0.3888888888888889,0.6666666666666666,0.29411764705882354,0.6,0.3333333333333333,0.2,0.4,0.36,0.2777777777777778,0.5224719101123596,0.39622641509433965,0.48351355932203394,0.5279550000000001,0.4827908163265306,0.1477832512315271,0.2127659574468085,0.064,0.244,11.618965517241381,25.535483870967738,0.23122765196662692,8.0,4.0,16.0,7.0,1.0,1.0,0.0449438202247191,0.08,2.0,1.0,2.0,6.0,2.0,8.0,21.0,0.25,0.017857142857142856,0.25,0.25,1.0,0.35294117647058826,0.3333333333333333,0.25,,2.0,2.0,,0.11764705882352941,,,0.5,,,,,1.0,True,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,6613.0,110,-17,208,209,74,82,28,417,2.0,4.0,,,2.0,2.0,,3,,1.0,,8.0,,2.0,2.0,8,2.0,12.0,3.0,13,212,,1.0,1.0,1.0,2.0,4,,4.0,,4,4.0,,6.0,,7.0,,2.0,2.0,4.0,6.0,3.0,1.0,,,16.0,1.0,2.0,,1.0,11,,12,3.0,15,,5.0,4.0,1.0,2.0,2.0,1.0,,,,3.0,,2.0,5.0,10,,1.0,3.0,,,4.0,,2.0,,,,,,,,,,,4,74,2.0,,1.0,1.0,1.0,0.16666666666666666,,0.18181818181818182,0.25,,0.5,0.25,,0.25,0.29545454545454547,0.16666666666666666,0.25,0.6,0.25,,0.6666666666666666,10.288065843621398,0.6666666666666666,,,0.125,0.023809523809523808,0.037037037037037035,0.030303030303030304,0.10434782608695652,0.02564102564102564,0.045454545454545456,,0.02702702702702703,0.043478260869565216,,0.2,0.04,0.14583333333333334,0.047619047619047616,,,,0.2,0.5,0.5,1.0,0.15,,,,0.05,,,,0.4,,,,,,,0.25,1.0,0.25,,0.8,,0.5451394736842105,0.44025,0.5279642857142857,0.09090909090909091,0.2,0.07692307692307693,0.3076923076923077,6.475,26.883333333333336,0.3557692307692308,4.0,2.0,2.0,,,,0.2,0.25,2.0,,,1.0,,1.0,,,,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,1.0,True,,,,
