EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceFtPoints,Travels,Offensive Fouls,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveMakes,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,7030.0,117.0,20.0,220.0,228.0,73.0,64.0,24.0,448.0,10.0,20.0,1.0,1.0,5.0,8.0,2.0,3.0,10.0,19.0,1.0,1.0,4.0,1.0,22.0,42.0,5.0,9.0,53.0,205.0,1.0,1.0,2.0,10.0,15.0,2.0,9.0,29.0,18.0,26.0,2.0,1.0,3.0,4.0,14.0,6.0,20.0,5.0,1.0,9.0,2.0,3.0,46.0,1.0,3.0,13.0,1.0,17.0,1.0,18.0,1.0,8.0,6.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,8.0,1.0,4.0,3.0,6.0,1.0,10.0,1.0,1.0,12.0,4.0,2.0,29.0,73.0,1.0,2.0,0.4090909090909091,0.4285714285714285,0.5238095238095238,1.0,0.6666666666666666,0.4680851063829787,1.0,0.5882352941176471,0.5,1.0,0.6304347826086957,0.1063829787234042,0.0952380952380952,0.15,0.3333333333333333,24.796747967479675,0.5,0.125,0.1511627906976744,0.0158730158730158,0.1304347826086956,0.146788990825688,0.0121951219512195,0.0357142857142857,0.1666666666666666,0.1111111111111111,0.1714285714285714,0.125,0.1428571428571428,0.05,0.425531914893617,0.5,0.5882352941176471,0.4,0.0638297872340425,0.6666666666666666,1.0,0.4042553191489361,0.5263157894736842,0.5263157894736842,0.5,0.0212765957446808,0.0851063829787234,1.0,1.0,0.4705882352941176,0.625,0.0588235294117647,0.0588235294117647,0.5319148936170213,0.5007119565217392,0.6283,0.5078735294117647,0.0784313725490196,0.0869565217391304,0.0377358490566037,0.5471698113207547,9.13095238095238,32.18000000000001,0.3318181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101118,1610612766,Sean May,Sean May,101118,CHA,658.0,11.0,,21.0,23.0,10.0,9.0,4.0,44.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,4.0,,1.0,3.0,19.0,1.0,1.0,2.0,1.0,3.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,3.0,,4.0,1.0,5.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,2.0,1.0,,2.0,10.0,,,,,0.25,1.0,0.3333333333333333,0.25,1.0,0.3333333333333333,0.3,1.0,0.3333333333333333,,,,,24.0,1.0,,0.3333333333333333,0.0909090909090909,0.5,0.3636363636363636,0.0833333333333333,0.1666666666666666,,1.0,0.2,1.0,,,0.5,0.5,0.5,,0.25,,,0.25,,,,,,1.0,1.0,0.3333333333333333,1.0,,,0.5,0.423225,0.7177,0.4722333333333333,0.2,0.2,0.6666666666666666,0.6666666666666666,7.875,,0.4761904761904761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200769,1610612766,Shannon Brown,Shannon Brown,200769,CHA,1929.0,32.0,14.0,57.0,62.0,26.0,25.0,12.0,119.0,5.0,12.0,,,2.0,5.0,2.0,3.0,,1.0,,,,,7.0,16.0,,1.0,15.0,56.0,,2.0,,3.0,6.0,,1.0,7.0,12.0,2.0,,,,3.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,1.0,,1.0,1.0,2.0,,3.0,3.0,,2.0,1.0,2.0,2.0,1.0,,4.0,,,1.0,4.0,,2.0,,,1.0,1.0,,7.0,26.0,2.0,,0.8571428571428571,0.8571428571428571,0.4375,,0.5,0.4375,,0.5,0.46875,,0.5833333333333334,,0.1875,0.1666666666666666,0.3333333333333333,28.169014084507044,0.5,,0.0526315789473684,,,0.0357142857142857,0.0357142857142857,,,,0.1428571428571428,,,,0.75,0.4166666666666667,0.5,0.8,0.1875,0.6666666666666666,1.0,0.0625,,,,,,,,0.8333333333333334,0.4,,,0.75,0.5457125,0.3721,0.5828333333333333,0.0625,0.0625,,0.4666666666666667,2.96875,,0.4561403508771929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200797,1610612766,Ryan Hollins,Ryan Hollins,200797,CHA,11046.0,184.0,41.0,343.0,353.0,105.0,119.0,45.0,696.0,16.0,24.0,4.0,7.0,4.0,5.0,2.0,8.0,1.0,3.0,,,,,19.0,35.0,,26.0,64.0,337.0,4.0,8.0,16.0,4.0,6.0,,7.0,15.0,26.0,12.0,8.0,,,7.0,4.0,,4.0,,,,1.0,3.0,8.0,16.0,2.0,13.0,2.0,17.0,19.0,36.0,,3.0,1.0,2.0,3.0,1.0,3.0,7.0,1.0,,10.0,,3.0,14.0,34.0,2.0,23.0,,1.0,39.0,16.0,4.0,15.0,105.0,3.0,3.0,0.6842105263157895,0.8666666666666667,0.5428571428571428,0.5,0.6666666666666666,0.5428571428571428,0.5,0.6666666666666666,0.5925925925925926,0.5714285714285714,0.6818181818181818,,0.2,0.2083333333333333,0.25,16.030534351145036,0.3,0.1538461538461538,0.1031746031746031,0.1428571428571428,0.0512820512820512,0.0909090909090909,0.1347517730496454,0.1666666666666666,0.2051282051282051,0.081081081081081,0.04,0.04,0.0714285714285714,,0.6857142857142857,0.6666666666666666,0.8421052631578947,0.6875,0.2285714285714285,0.25,0.3333333333333333,0.0857142857142857,0.3333333333333333,0.3333333333333333,1.0,,,0.875,0.5714285714285714,0.8333333333333334,0.8,,,0.6857142857142857,0.5236028571428571,0.5809285714285713,0.5260833333333333,0.32,0.32,0.25,0.234375,3.3742857142857146,,0.3061224489795918,3.0,1.0,17.0,10.0,17.0,12.0,0.1034482758620689,0.0526315789473684,0.7058823529411765,0.5,8.0,2.0,2.0,7.0,3.0,1.0,1.0,0.1363636363636363,0.119047619047619,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,5305.0,88.0,11.0,162.0,164.0,31.0,56.0,19.0,326.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,13.0,7.0,2.0,5.0,1.0,11.0,20.0,12.0,2.0,33.0,151.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,10.0,14.0,8.0,2.0,,5.0,1.0,6.0,,6.0,,,3.0,1.0,2.0,12.0,2.0,,9.0,1.0,10.0,2.0,12.0,,1.0,1.0,,1.0,1.0,,3.0,,1.0,4.0,1.0,,6.0,11.0,1.0,3.0,,,4.0,3.0,,10.0,31.0,2.0,,0.6363636363636364,0.7,0.55,1.0,0.75,0.484375,1.0,0.6428571428571429,0.5,1.0,0.7142857142857143,0.375,0.05,0.3333333333333333,,20.32967032967033,0.25,0.125,0.1285714285714285,0.0377358490566037,,0.1022727272727272,0.0294117647058823,,0.0952380952380952,0.1052631578947368,0.1666666666666666,,,,0.09375,0.6666666666666666,1.0,,0.125,0.75,0.75,0.40625,0.4615384615384615,0.4615384615384615,1.0,0.21875,0.15625,1.0,1.0,0.4285714285714285,0.6666666666666666,0.2857142857142857,0.1428571428571428,0.46875,0.486209375,0.7229,0.6009357142857142,0.0909090909090909,0.1428571428571428,0.0606060606060606,0.303030303030303,13.904999999999998,24.141666666666666,0.191358024691358,,2.0,1.0,1.0,1.0,1.0,,,1.0,0.3333333333333333,,,1.0,,,,,0.0769230769230769,0.04,,1.0,1.0,2.0,3.0,1.0,9.0,2.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.1428571428571428,0.1428571428571428,1.0,0.4,0.4,1.0,0.5,0.4,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,9666.0,161.0,43.0,299.0,308.0,100.0,103.0,39.0,607.0,6.0,15.0,,1.0,3.0,9.0,4.0,8.0,6.0,13.0,2.0,,14.0,5.0,16.0,36.0,16.0,10.0,66.0,300.0,2.0,3.0,7.0,5.0,14.0,5.0,4.0,17.0,2.0,30.0,,2.0,12.0,2.0,24.0,4.0,28.0,3.0,1.0,13.0,3.0,8.0,60.0,,2.0,7.0,,9.0,1.0,10.0,,5.0,3.0,2.0,4.0,4.0,4.0,5.0,,,9.0,2.0,4.0,4.0,10.0,,10.0,,3.0,10.0,5.0,,17.0,100.0,2.0,,0.0625,0.0625,0.4444444444444444,0.6666666666666666,0.3571428571428571,0.5384615384615384,0.875,0.3421052631578947,0.5789473684210527,0.875,0.4047619047619047,0.3076923076923077,0.0555555555555555,0.0666666666666666,,19.24198250728863,0.4444444444444444,,0.063063063063063,,0.0571428571428571,0.0616438356164383,0.0081967213114754,,0.0588235294117647,,0.1111111111111111,0.0833333333333333,,,0.2884615384615384,0.4,0.4285714285714285,0.1666666666666666,0.1538461538461538,0.5,0.5,0.25,0.4615384615384615,0.5,,0.0384615384615384,0.2692307692307692,0.25,,0.4736842105263157,0.3333333333333333,,0.2631578947368421,0.5961538461538461,0.49244,0.54325,0.5305617647058823,0.087719298245614,0.1219512195121951,0.106060606060606,0.2575757575757575,8.408333333333335,29.362500000000004,0.334448160535117,1.0,,,,,,0.037037037037037,,,,,,1.0,,,,,,,0.1,1.0,,7.0,8.0,1.0,18.0,7.0,,0.75,0.5,0.2,0.5714285714285714,0.5,0.5,1.0,0.5,0.5,0.7142857142857143,,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0769230769230769,0.25,1.0,0.2,,,,,,,True,,,,,,,,,,,,,,,,,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,4695.0,78.0,16.0,154.0,159.0,42.0,52.0,20.0,313.0,13.0,17.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,,1.0,,16.0,22.0,3.0,17.0,49.0,151.0,3.0,5.0,12.0,3.0,5.0,,7.0,13.0,16.0,16.0,2.0,,1.0,1.0,5.0,1.0,6.0,,1.0,4.0,,1.0,13.0,3.0,8.0,5.0,5.0,18.0,5.0,23.0,2.0,6.0,2.0,4.0,5.0,,5.0,1.0,1.0,,6.0,1.0,3.0,4.0,7.0,2.0,14.0,,,21.0,10.0,1.0,13.0,42.0,,1.0,0.5,0.5333333333333333,0.7272727272727273,0.6,0.6,0.64,0.6,0.6,0.7,0.75,0.7222222222222222,0.12,0.0454545454545454,0.0588235294117647,,23.295454545454547,0.8333333333333334,0.7142857142857143,0.1219512195121951,0.0625,0.4210526315789473,0.2166666666666666,0.0491803278688524,0.12,,0.3076923076923077,0.0909090909090909,0.4545454545454545,0.375,0.25,0.68,0.7647058823529411,0.8125,0.5384615384615384,0.08,1.0,1.0,0.12,0.3333333333333333,0.3333333333333333,1.0,0.08,0.04,0.8,0.75,1.0,0.6,,,0.8,0.57134,0.513125,0.60192,0.2941176470588235,0.3225806451612903,0.2448979591836734,0.2653061224489796,3.2363636363636363,24.100000000000005,0.2727272727272727,,1.0,2.0,2.0,2.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.25,0.6666666666666666,,,,True,,,,,,,,,,,,,,,,,,
1952,1610612766,Raja Bell,Raja Bell,1952,CHA,650.0,11.0,6.0,22.0,24.0,6.0,16.0,1.0,46.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,3.0,20.0,,,,,,1.0,,3.0,,,,,1.0,,,1.0,1.0,,1.0,,,,3.0,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,6.0,,,,,,,,1.5,,1.5,1.5,,1.5,1.0,,,,4.3478260869565215,,,0.2,,,0.1666666666666666,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,0.6252,,0.6252,,,,1.0,,25.3,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
2564,1610612766,Boris Diaw,Boris Diaw,2564,CHA,1935.0,32.0,12.0,60.0,65.0,17.0,20.0,6.0,125.0,3.0,5.0,3.0,3.0,1.0,1.0,,1.0,3.0,6.0,,,1.0,,6.0,12.0,1.0,,15.0,64.0,3.0,3.0,6.0,2.0,3.0,,,4.0,6.0,6.0,6.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,3.0,1.0,6.0,,7.0,3.0,10.0,1.0,1.0,1.0,,1.0,,,3.0,,1.0,4.0,,2.0,,2.0,1.0,2.0,,1.0,,,,4.0,17.0,1.0,,0.5,1.0,0.5,1.0,0.6666666666666666,0.5769230769230769,1.0,0.6666666666666666,0.5769230769230769,1.0,0.6666666666666666,0.0769230769230769,0.0833333333333333,0.2,,25.37313432835821,0.25,,0.25,0.2,0.1666666666666666,0.2333333333333333,0.1578947368421052,0.375,0.4,0.125,0.2727272727272727,,0.5,0.2,0.3846153846153846,0.6,0.75,,0.0769230769230769,,,0.4615384615384615,0.5,0.5,1.0,,0.0769230769230769,1.0,1.0,0.3333333333333333,1.0,,,0.4615384615384615,0.4771538461538461,0.6217333333333334,0.4727666666666666,,,0.4,0.2666666666666666,10.4,25.7,0.2833333333333333,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,3.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2731,1610612766,Emeka Okafor,Emeka Okafor,2731,CHA,2313.0,39.0,-9.0,66.0,69.0,15.0,13.0,4.0,135.0,6.0,8.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,,,,8.0,14.0,,3.0,19.0,76.0,2.0,3.0,4.0,1.0,2.0,,,2.0,8.0,8.0,4.0,,,,,,,,,,,,,4.0,2.0,3.0,1.0,6.0,4.0,10.0,,,,,2.0,,2.0,1.0,,,3.0,,,1.0,3.0,,4.0,,,5.0,3.0,,2.0,15.0,,,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5,0.5714285714285714,0.6666666666666666,0.5,0.59375,0.6666666666666666,0.5,,,,,27.142857142857142,0.6666666666666666,1.0,0.1,0.2,0.25,0.131578947368421,0.16,0.2,,0.2857142857142857,0.1,0.3333333333333333,,,0.5714285714285714,0.75,0.75,0.6666666666666666,0.3571428571428571,0.2,0.2,0.0714285714285714,1.0,1.0,,,,0.6666666666666666,0.5,1.0,0.5,,,0.5714285714285714,0.48835,0.5276333333333333,0.51135,0.1875,0.1875,0.2105263157894736,0.1052631578947368,3.9785714285714286,,0.2272727272727272,,1.0,6.0,6.0,6.0,4.0,,,0.6666666666666666,,,,1.0,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
