EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,OffensiveGoaltends,HeaveMakes,on
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,132511.0,2209,7.0,4460,4468,1218.0,1316,523.0,8928,186.0,313.0,23.0,41.0,57.0,99.0,52.0,126.0,86.0,204.0,33.0,91.0,3.0,14.0,9.0,21.0,92.0,294.0,6.0,19.0,22.0,86.0,324.0,643.0,125.0,385.0,249.0,1272.0,4894,33.0,67.0,9.0,33.0,13.0,106.0,92.0,190.0,31.0,107.0,121.0,398.0,184.0,464.0,288.0,87.0,36.0,7.0,287.0,92.0,27.0,5.0,180.0,121.0,301.0,91.0,30.0,126.0,13.0,41.0,723.0,37.0,58.0,3.0,79.0,111.0,2.0,192.0,98.0,290.0,15.0,95.0,58.0,37.0,73.0,27.0,47.0,67.0,6.0,26.0,2.0,4.0,140.0,4.0,35.0,76.0,206.0,2.0,6.0,21.0,243.0,4.0,27.0,296.0,27.0,2.0,11.0,107.0,12.0,33.0,6.0,4.0,1.0,1.0,6.0,1.0,1.0,398.0,1218.0,36.0,32.0,0.2839506172839506,0.3006535947712418,0.768,0.3246753246753247,0.2727272727272727,0.2897196261682243,0.3306878306878307,0.5038880248833593,0.4925373134328358,0.4842105263157895,0.497568093385214,0.465,0.4663299663299663,0.5486533449174631,0.49528301886792453,0.5455801104972375,0.3745136186770428,0.012987012987012988,0.041990668740279936,0.06389776357827476,0.03968253968253968,0.00980392156862745,0.01098901098901099,0.013605442176870748,25.423395037416306,0.5214285714285715,0.013422818791946308,0.022556390977443608,0.07773109243697479,0.04312267657992565,0.14031971580817051,0.04573547589616811,0.09542943244600703,0.04410399257195915,0.043993231810490696,0.052307692307692305,0.03496503496503497,0.04926108374384237,0.035,0.043222003929273084,0.07901234567901234,0.11089494163424124,0.1488833746898263,0.11875,0.028735632183908046,0.16666666666666666,0.3044747081712062,0.5942492012779552,0.6348122866894198,0.3010752688172043,0.122568093385214,0.4126984126984127,0.4297520661157025,0.28846153846153844,0.19844357976653695,0.4215686274509804,0.42574257425742573,0.2441860465116279,0.08852140077821012,0.3626373626373626,0.36666666666666664,0.9696969696969697,0.28599221789883267,0.3129251700680272,0.31724137931034485,0.6956521739130435,0.41,0.5609756097560976,0.08695652173913043,0.14,0.21428571428571427,1.0,0.19,0.3157894736842105,1.0,0.3333333333333333,0.5757575757575758,0.0707070707070707,0.42857142857142855,0.2895622895622896,0.2558139534883721,0.6789883268482491,0.3205574912891986,0.5249787046123652,0.5073354166666668,0.5091924137931035,0.10644007155635063,0.1479944674965422,0.030379746835443037,0.08333333333333333,0.3128930817610063,7.595800933125973,25.422077922077914,0.27309417040358747,,,,,,,True
101135,1610612752,David Lee,David Lee,101135,NYK,82613.0,1377,-1.0,2803,2807,808.0,871,330.0,5610,171.0,274.0,41.0,68.0,48.0,76.0,40.0,94.0,24.0,58.0,,,,,,,,2.0,,,,1.0,235.0,426.0,,2.0,116.0,586.0,3136,47.0,80.0,,,16.0,110.0,60.0,110.0,,1.0,39.0,159.0,318.0,152.0,,,70.0,,2.0,,58.0,,32.0,45.0,77.0,28.0,17.0,17.0,4.0,11.0,199.0,42.0,78.0,1.0,75.0,195.0,39.0,309.0,121.0,430.0,16.0,41.0,33.0,8.0,46.0,4.0,29.0,26.0,7.0,17.0,,3.0,72.0,10.0,15.0,76.0,147.0,,12.0,7.0,114.0,11.0,5.0,156.0,20.0,,,71.0,,17.0,6.0,5.0,,1.0,6.0,3.0,,159.0,808.0,25.0,15.0,0.676595744680851,0.795,,,,,,0.5516431924882629,0.5875,0.5454545454545454,0.5490654205607477,0.5875,0.5405405405405406,0.5907258064516129,0.6111111111111112,0.5845588235294118,0.004672897196261682,,0.13615023474178403,0.17883211678832117,0.0851063829787234,0.017241379310344827,,,17.895400126023944,0.6388888888888888,0.4020618556701031,0.012048192771084338,0.2145214521452145,0.09330143540669857,0.22522522522522523,0.08571428571428572,0.21739130434782608,0.09049773755656108,0.12607449856733524,0.06190476190476191,0.07581227436823104,0.09162303664921466,0.06481481481481481,0.19444444444444445,0.24,0.21492537313432836,0.24691358024691357,0.16666666666666666,0.11851851851851852,0.5,0.6401869158878505,0.6240875912408759,0.76,0.6900584795321637,0.21962616822429906,0.425531914893617,0.46511627906976744,0.5,0.13551401869158877,0.41379310344827586,0.42105263157894735,0.875,,,,,0.004672897196261682,,,,0.85,0.6029411764705882,0.1951219512195122,,,,,,,0.6846846846846847,0.631578947368421,,,0.009009009009009009,,0.6448598130841121,,0.5253545560747663,0.5484109374999999,0.5262572072072071,0.14822546972860126,0.1488469601677149,,0.18771331058020477,0.2713310580204778,4.478403755868543,25.6,0.2882625758116304,4.0,2.0,,,,,True
101194,1610612752,Anthony Roberson,Anthony Roberson,101194,NYK,7016.0,117,-17.0,238,236,57.0,69,22.0,474,3.0,3.0,,,1.0,1.0,,1.0,3.0,9.0,6.0,21.0,,,,3.0,4.0,11.0,,,2.0,5.0,6.0,13.0,10.0,32.0,,42.0,250,1.0,1.0,,,,2.0,3.0,3.0,2.0,8.0,,12.0,6.0,6.0,30.0,,,,11.0,4.0,,,7.0,,7.0,,,2.0,2.0,3.0,14.0,,,,2.0,5.0,,7.0,,7.0,,2.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,,,4.0,1.0,,4.0,6.0,,,,3.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,12.0,57.0,1.0,,0.5,0.5,1.0,0.3125,,0.25,0.3125,0.46153846153846156,1.0,1.0,0.4666666666666667,1.0,0.5454545454545454,0.4666666666666667,1.0,0.5454545454545454,0.7111111111111111,,,,,,,,18.631178707224336,0.75,,,0.06756756756756757,,0.07142857142857142,,0.06862745098039216,,,,,,,0.05263157894736842,,0.13333333333333333,0.1,,,1.0,0.06666666666666667,1.0,1.0,0.6666666666666666,0.022222222222222223,,,,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.2857142857142857,0.2857142857142857,1.0,0.24444444444444444,0.36363636363636365,0.36363636363636365,1.0,,,,,,,,,,0.09090909090909091,1.0,0.2727272727272727,,0.45454545454545453,0.4,0.7777777777777778,0.36363636363636365,0.5347200000000001,,0.5212454545454545,,,,0.047619047619047616,0.2857142857142857,13.46923076923077,24.246874999999996,0.23949579831932774,,,,,,,True
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,29204.0,487,73.0,972,962,224.0,270,97.0,1934,24.0,39.0,6.0,9.0,9.0,11.0,10.0,22.0,11.0,27.0,9.0,16.0,1.0,2.0,,3.0,23.0,58.0,1.0,4.0,5.0,15.0,45.0,88.0,32.0,74.0,35.0,221.0,1022,9.0,16.0,2.0,6.0,2.0,26.0,14.0,20.0,5.0,18.0,5.0,48.0,48.0,42.0,84.0,12.0,8.0,,58.0,23.0,9.0,1.0,18.0,13.0,31.0,7.0,6.0,8.0,3.0,7.0,75.0,5.0,8.0,,18.0,27.0,7.0,52.0,13.0,65.0,2.0,14.0,11.0,3.0,13.0,,9.0,12.0,2.0,4.0,,4.0,25.0,,6.0,32.0,59.0,,1.0,6.0,32.0,4.0,,42.0,2.0,1.0,,11.0,6.0,3.0,6.0,6.0,,,6.0,4.0,1.0,48.0,224.0,5.0,2.0,0.5333333333333333,0.5853658536585366,0.875,0.43243243243243246,0.3333333333333333,0.2777777777777778,0.43243243243243246,0.5113636363636364,0.5625,0.7,0.5740740740740741,0.5454545454545454,0.5657894736842105,0.61731843575419,0.5416666666666666,0.5581395348837209,0.4567901234567901,0.013513513513513514,0.10227272727272728,0.1794871794871795,0.045454545454545456,0.037037037037037035,,0.017241379310344827,18.732782369146005,0.52,0.2,,0.08681672025723473,0.03187250996015936,0.14173228346456693,0.02631578947368421,0.10273972602739725,0.02947845804988662,0.044642857142857144,0.03333333333333333,0.012658227848101266,0.007042253521126761,0.08333333333333333,0.08035714285714286,0.06896551724137931,0.10714285714285714,0.16470588235294117,0.09523809523809523,0.02702702702702703,0.6666666666666666,0.24074074074074073,0.6153846153846154,0.75,0.5,0.13580246913580246,0.45454545454545453,0.47619047619047616,0.4,0.16666666666666666,0.4074074074074074,0.4230769230769231,0.7272727272727273,0.09876543209876543,0.5625,0.5625,0.8888888888888888,0.35802469135802467,0.39655172413793105,0.40350877192982454,0.8695652173913043,0.4090909090909091,0.6666666666666666,0.16666666666666666,0.09090909090909091,0.5,,0.18181818181818182,0.25,1.0,0.2894736842105263,0.8181818181818182,0.07894736842105263,,0.39473684210526316,0.3333333333333333,0.6975308641975309,0.39655172413793105,0.5202941358024691,0.49765000000000004,0.5158763157894737,0.09659090909090909,0.1134020618556701,0.0759493670886076,0.11764705882352941,0.2171945701357466,7.973863636363638,24.422972972972975,0.23045267489711935,,,,,,,True
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,83841.0,1397,-47.0,2837,2837,789.0,798,334.0,5674,88.0,143.0,12.0,23.0,26.0,43.0,41.0,103.0,47.0,129.0,21.0,51.0,1.0,4.0,1.0,8.0,31.0,113.0,2.0,12.0,6.0,32.0,176.0,375.0,52.0,164.0,95.0,603.0,3129,19.0,40.0,3.0,16.0,15.0,62.0,49.0,99.0,7.0,40.0,42.0,161.0,150.0,202.0,147.0,9.0,22.0,4.0,109.0,31.0,16.0,,45.0,39.0,84.0,22.0,17.0,23.0,6.0,16.0,207.0,15.0,30.0,3.0,58.0,131.0,21.0,210.0,48.0,258.0,12.0,32.0,23.0,9.0,26.0,6.0,18.0,35.0,5.0,8.0,3.0,6.0,61.0,4.0,14.0,81.0,127.0,,4.0,9.0,102.0,9.0,6.0,121.0,16.0,,,54.0,,15.0,50.0,37.0,1.0,12.0,52.0,30.0,,161.0,789.0,14.0,13.0,0.42613636363636365,0.45454545454545453,0.9423076923076923,0.3170731707317073,0.1875,0.175,0.325,0.4693333333333333,0.475,0.494949494949495,0.4712430426716141,0.41964285714285715,0.42805755395683454,0.5092905405405406,0.4626865671641791,0.48493975903614456,0.3042671614100185,,0.042666666666666665,0.06993006993006994,0.04854368932038835,0.007751937984496124,,,20.061633281972263,0.4262295081967213,0.2441860465116279,0.03260869565217391,0.1457174638487208,0.03409090909090909,0.15104166666666666,0.028790786948176585,0.14731098986749805,0.032119914346895075,0.05,0.02304147465437788,0.02120141342756184,0.017632241813602016,0.06451612903225806,0.1021021021021021,0.14901960784313725,0.18971061093247588,0.1366906474820144,0.18867924528301888,0.041811846689895474,0.5769230769230769,0.2653061224489796,0.6153846153846154,0.6616541353383458,0.4318181818181818,0.19109461966604824,0.39805825242718446,0.41836734693877553,0.17073170731707318,0.23933209647495363,0.3643410852713178,0.3671875,0.6382978723404256,0.09461966604823747,0.4117647058823529,0.4117647058823529,0.9523809523809523,0.20964749536178107,0.2743362831858407,0.2743362831858407,0.9354838709677419,0.4107142857142857,0.5217391304347826,,0.07142857142857142,0.25,1.0,0.21428571428571427,0.16666666666666666,0.5,0.30935251798561153,0.6046511627906976,0.05755395683453238,0.125,0.2302158273381295,0.1875,0.5695732838589982,0.28440366972477066,0.5005438317757009,0.488605,0.48811286764705886,0.09358752166377816,0.13075060532687652,,0.10281923714759536,0.2669983416252073,8.764,25.5310975609756,0.27811068029608743,1.0,2.0,2.0,2.0,1.0,,True
1733,1610612752,Al Harrington,Al Harrington,1733,NYK,70430.0,1174,85.0,2374,2380,713.0,764,274.0,4754,108.0,190.0,25.0,37.0,25.0,50.0,23.0,62.0,34.0,79.0,17.0,40.0,1.0,3.0,5.0,9.0,62.0,178.0,5.0,13.0,17.0,57.0,165.0,331.0,79.0,218.0,122.0,689.0,2586,29.0,47.0,6.0,16.0,19.0,95.0,40.0,86.0,22.0,66.0,46.0,192.0,110.0,220.0,222.0,15.0,28.0,2.0,176.0,62.0,40.0,1.0,27.0,21.0,48.0,10.0,11.0,22.0,3.0,2.0,117.0,20.0,28.0,,39.0,120.0,17.0,176.0,48.0,224.0,9.0,41.0,22.0,19.0,38.0,4.0,20.0,41.0,7.0,18.0,1.0,10.0,79.0,8.0,19.0,47.0,117.0,,5.0,17.0,134.0,6.0,8.0,157.0,15.0,,,71.0,,15.0,12.0,7.0,1.0,4.0,12.0,9.0,,192.0,713.0,15.0,11.0,0.3333333333333333,0.36423841059602646,0.9367088607594937,0.3623853211009174,0.375,0.3333333333333333,0.36574074074074076,0.4984894259818731,0.6170212765957447,0.46511627906976744,0.5163934426229508,0.6031746031746031,0.48026315789473684,0.5556451612903226,0.6333333333333333,0.5393258426966292,0.3970856102003643,0.0045871559633027525,0.12084592145015106,0.1736842105263158,0.0967741935483871,0.012658227848101266,,0.0056179775280898875,25.832716506291636,0.4810126582278481,0.19540229885057472,,0.1643835616438356,0.041237113402061855,0.13220338983050847,0.04504504504504504,0.1551219512195122,0.0427426536064114,0.06209150326797386,0.018292682926829267,0.028708133971291867,0.036827195467422094,0.07692307692307693,0.1553030303030303,0.21739130434782608,0.13127413127413126,0.12682926829268293,0.14444444444444443,0.03461538461538462,0.75,0.3460837887067395,0.5684210526315789,0.6878980891719745,0.3888888888888889,0.11293260473588343,0.3709677419354839,0.4107142857142857,0.13043478260869565,0.14389799635701275,0.43037974683544306,0.4358974358974359,0.29411764705882354,0.07285974499089254,0.425,0.425,1.0,0.3242258652094718,0.34831460674157305,0.3502824858757062,0.9193548387096774,0.5873015873015873,0.6756756756756757,0.24,0.047619047619047616,0.3333333333333333,1.0,0.20634920634920634,0.38461538461538464,0.8,0.32894736842105265,0.5,0.05921052631578947,0.5555555555555556,0.375,0.2982456140350877,0.7431693989071039,0.3522727272727273,0.5276470749542964,0.5267460526315789,0.5166103333333333,0.11735537190082644,0.1834625322997416,,0.1378809869375907,0.27866473149492016,6.1015105740181275,25.386238532110095,0.3003369839932603,1.0,3.0,,,1.0,,True
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,4056.0,68,-4.0,142,140,33.0,42,17.0,282,6.0,13.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,8.0,18.0,,2.0,2.0,18.0,140,,2.0,,,,,2.0,3.0,,1.0,,4.0,6.0,10.0,,,,,1.0,,4.0,,3.0,6.0,9.0,2.0,4.0,2.0,,1.0,24.0,,1.0,1.0,3.0,2.0,1.0,6.0,2.0,8.0,,2.0,,2.0,5.0,,3.0,,,2.0,,,5.0,1.0,2.0,3.0,6.0,,,,6.0,,,7.0,1.0,,,4.0,,,,,,,,,,4.0,33.0,1.0,,0.375,0.375,,,,,,0.4444444444444444,,0.6666666666666666,0.4,,0.5,0.391304347826087,,0.5,0.1,,0.2222222222222222,0.3076923076923077,,,,,17.177914110429448,1.0,0.125,0.125,0.047619047619047616,0.019230769230769232,0.21428571428571427,,0.08928571428571429,0.014285714285714285,0.043478260869565216,,,,,,0.09090909090909091,0.05,0.2727272727272727,,,,0.65,0.46153846153846156,0.6666666666666666,0.5,0.2,0.25,0.25,,0.05,1.0,1.0,,0.05,,,,0.05,,,,0.5,,,,,,,,,0.75,0.6666666666666666,,,0.25,,0.75,,0.5575625,0.4439,0.6111875,0.17391304347826086,0.19047619047619047,,,0.2222222222222222,3.361111111111111,24.65,0.2323943661971831,,,,,,,True
201568,1610612752,Danilo Gallinari,Danilo Gallinari,201568,NYK,19537.0,326,55.0,649,649,154.0,175,69.0,1298,8.0,15.0,1.0,3.0,1.0,1.0,2.0,4.0,9.0,19.0,6.0,15.0,,1.0,,2.0,17.0,40.0,4.0,5.0,5.0,11.0,19.0,38.0,23.0,55.0,23.0,130.0,697,4.0,7.0,4.0,6.0,1.0,21.0,4.0,8.0,5.0,13.0,8.0,31.0,18.0,20.0,66.0,3.0,4.0,,40.0,17.0,4.0,1.0,4.0,11.0,15.0,9.0,2.0,3.0,1.0,,41.0,8.0,4.0,,9.0,25.0,,34.0,12.0,46.0,,12.0,7.0,5.0,5.0,,3.0,8.0,,2.0,,7.0,13.0,,1.0,25.0,41.0,,1.0,1.0,30.0,1.0,5.0,24.0,1.0,,,8.0,1.0,3.0,4.0,4.0,,,4.0,4.0,,31.0,154.0,7.0,3.0,0.47368421052631576,0.5294117647058824,0.9565217391304348,0.41818181818181815,0.6666666666666666,0.38461538461538464,0.41818181818181815,0.5,0.5714285714285714,0.5,0.5752688172043011,0.7692307692307693,0.5476190476190477,0.625,0.8076923076923077,0.62,0.5913978494623656,0.01818181818181818,0.10526315789473684,,0.5,0.10526315789473684,,0.025,15.961800818553888,0.38461538461538464,,,0.11682242990654206,0.021739130434782608,0.10588235294117647,0.06557377049180328,0.11371237458193979,0.0392156862745098,0.022222222222222223,,0.03571428571428571,0.04597701149425287,0.11428571428571428,0.125,0.10344827586206896,0.11764705882352941,0.078125,0.19047619047619047,,1.0,0.16129032258064516,0.5333333333333333,0.5333333333333333,0.75,0.043010752688172046,0.5,1.0,,0.20430107526881722,0.47368421052631576,0.5294117647058824,0.3333333333333333,0.16129032258064516,0.4,0.4,1.0,0.43010752688172044,0.425,0.4358974358974359,0.9411764705882353,0.23076923076923078,0.3333333333333333,,0.07692307692307693,,,0.38461538461538464,0.8,0.75,0.047619047619047616,1.0,0.09523809523809523,,0.5238095238095238,0.45454545454545453,0.7526881720430108,0.425,0.5365994623655914,0.4765625,0.4974333333333334,0.0891089108910891,0.17777777777777778,0.017857142857142856,0.16153846153846155,0.23846153846153847,10.026315789473683,24.583636363636366,0.23728813559322035,,1.0,,,,,True
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,48256.0,804,26.0,1591,1602,346.0,434,191.0,3193,43.0,79.0,8.0,15.0,5.0,16.0,3.0,20.0,13.0,34.0,13.0,35.0,1.0,3.0,2.0,6.0,35.0,99.0,,6.0,7.0,19.0,59.0,133.0,48.0,134.0,46.0,308.0,1753,9.0,18.0,1.0,9.0,8.0,29.0,11.0,27.0,9.0,25.0,14.0,63.0,42.0,76.0,144.0,,8.0,1.0,98.0,35.0,14.0,2.0,33.0,15.0,48.0,11.0,4.0,22.0,6.0,5.0,111.0,8.0,21.0,,29.0,78.0,11.0,118.0,29.0,147.0,4.0,18.0,12.0,6.0,21.0,4.0,13.0,17.0,4.0,8.0,4.0,3.0,38.0,7.0,5.0,31.0,65.0,,3.0,,49.0,1.0,4.0,60.0,8.0,,,32.0,,2.0,6.0,3.0,2.0,1.0,6.0,2.0,,63.0,346.0,6.0,2.0,0.3559322033898305,0.38181818181818183,1.0,0.3582089552238806,0.1111111111111111,0.36,0.3609022556390977,0.44360902255639095,0.5,0.4074074074074074,0.49063670411985016,0.3888888888888889,0.47115384615384615,0.5255972696245734,0.4393939393939394,0.5338983050847458,0.50187265917603,0.014925373134328358,0.10526315789473684,0.11392405063291139,0.15,0.058823529411764705,,0.020202020202020204,18.146929824561404,0.5526315789473685,0.1896551724137931,,0.1482889733840304,0.0430327868852459,0.12946428571428573,0.027491408934707903,0.14266666666666666,0.037227214377406934,0.04329004329004329,0.0380952380952381,0.046052631578947366,0.02727272727272727,0.028169014084507043,0.13903743315508021,0.10273972602739725,0.19170984455958548,0.1437908496732026,0.09859154929577464,0.027972027972027972,0.3333333333333333,0.2958801498127341,0.5443037974683544,0.6142857142857143,0.32558139534883723,0.0749063670411985,0.15,0.17647058823529413,0.3333333333333333,0.12734082397003746,0.38235294117647056,0.40625,0.46153846153846156,0.13108614232209737,0.37142857142857144,0.37142857142857144,1.0,0.3707865168539326,0.35353535353535354,0.36082474226804123,1.0,0.5555555555555556,0.5333333333333333,0.125,0.1111111111111111,0.3333333333333333,1.0,0.2222222222222222,,,0.3076923076923077,0.3125,0.11538461538461539,0.3333333333333333,0.36538461538461536,0.3684210526315789,0.797752808988764,0.35714285714285715,0.5350973684210526,0.5545675,0.521060576923077,0.10996563573883161,0.20382165605095542,,0.09415584415584416,0.20454545454545456,6.306015037593983,25.060447761194027,0.2174732872407291,,,,,,,True
2216,1610612752,Zach Randolph,Zach Randolph,2216,NYK,10763.0,179,-26.0,375,380,77.0,87,52.0,755,17.0,34.0,8.0,14.0,4.0,8.0,9.0,22.0,8.0,19.0,1.0,5.0,,,,,1.0,5.0,,,,1.0,34.0,75.0,2.0,10.0,21.0,95.0,406,8.0,16.0,,,9.0,25.0,5.0,13.0,,1.0,2.0,12.0,38.0,30.0,3.0,3.0,8.0,,5.0,1.0,11.0,,5.0,3.0,8.0,2.0,1.0,4.0,,1.0,19.0,3.0,16.0,,3.0,36.0,6.0,45.0,19.0,64.0,1.0,9.0,7.0,2.0,5.0,,4.0,5.0,1.0,1.0,,,10.0,,3.0,4.0,12.0,,2.0,2.0,26.0,4.0,2.0,29.0,5.0,,,17.0,,,1.0,1.0,,,1.0,,,12.0,77.0,3.0,,0.5588235294117647,0.6333333333333333,0.5,0.2,,,0.2,0.4533333333333333,0.5,0.38461538461538464,0.43529411764705883,0.5,0.35714285714285715,0.4896907216494845,0.5681818181818182,0.375,0.11764705882352941,,0.14666666666666667,0.23529411764705882,0.13636363636363635,,,,24.59770114942529,0.5,0.35294117647058826,,0.27692307692307694,0.11940298507462686,0.10344827586206896,0.045454545454545456,0.24528301886792453,0.095,0.18333333333333332,0.08823529411764706,0.05,0.025,0.07692307692307693,0.3191489361702128,0.3125,0.21568627450980393,0.10526315789473684,0.1,0.02631578947368421,,0.4,0.5,0.6538461538461539,0.5882352941176471,0.25882352941176473,0.4090909090909091,0.47368421052631576,0.3333333333333333,0.2235294117647059,0.42105263157894735,0.42105263157894735,0.75,0.058823529411764705,0.2,0.2,,0.058823529411764705,0.2,0.2,1.0,0.875,0.5714285714285714,0.25,,,,,,,0.5714285714285714,0.5,,,0.07142857142857142,,0.5176470588235295,0.2,0.5005358823529411,0.5586384615384615,0.5151607142857143,0.17525773195876287,0.19540229885057472,,0.2631578947368421,0.12631578947368421,6.834666666666667,24.669999999999998,0.20533333333333334,2.0,1.0,,,,,True
