EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PtsPutbacks,HeaveAttempts,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockedLongMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,LongMidRangePctBlocked,PtsUnassisted3s,Defensive 3 Seconds Violations,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,HeaveMakes,3pt And 1 Free Throw Trips
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,395.0,7,-3,13,14,9,1.0,27,3.0,3.0,1.0,3.0,3.0,1.0,6.0,15,4.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.25,28.57142857142857,0.75,1.0,1.0,0.6666666666666666,0.25,1.0,0.6422875,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,5793.0,97,15,188,194,85,24.0,382,3.0,5.0,10.0,19.0,41.0,10.0,68.0,194,20.0,18.0,10.0,0.5263157894736842,0.5263157894736842,0.4634146341463415,0.49019607843137253,0.5603448275862069,0.19607843137254902,29.30232558139535,0.09803921568627451,0.6,0.6,0.3333333333333333,0.19607843137254902,0.29411764705882354,0.4342196078431372,26.25,60.0,1.0,1.0,6.0,9.0,10.0,27.0,4.0,1.0,1.0,4.0,4.0,18.0,3.0,3.0,1.0,3.0,9.0,6.0,10.0,1.0,4.0,10.0,25.0,12.0,4.0,2.0,5.0,7.0,5.0,1.0,1.0,19.0,1.0,4.0,19.0,2.0,25.0,1.0,26.0,3.0,2.0,1.0,5.0,3.0,2.0,5.0,2.0,5.0,6.0,15.0,3.0,1.0,18.0,1.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,25.0,60.0,2.0,1.0,0.4,0.25,0.4,1.0,0.6,0.75,0.5357142857142857,0.8,0.6578947368421053,1.0,0.4,0.25675675675675674,0.15384615384615385,0.03125,0.23,0.011363636363636364,0.041666666666666664,0.38461538461538464,0.29411764705882354,0.12903225806451613,0.10526315789473684,0.2857142857142857,0.3333333333333333,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5294117647058824,0.37037037037037035,0.37037037037037035,0.7,0.4,0.4,1.0,0.25,0.07142857142857142,1.0,0.2857142857142857,0.25,0.4,0.46469999999999995,0.4106464285714285,0.10714285714285714,0.13043478260869565,0.1323529411764706,0.36764705882352944,13.65609756097561,0.3191489361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
200761,1610612742,Shawne Williams,Shawne Williams,200761,DAL,10178.0,170,12,327,335,130,46.0,662,10.0,17.0,10.0,15.0,39.0,17.0,42.0,327,10.0,20.0,9.0,0.3333333333333333,0.5,0.38461538461538464,0.29464285714285715,0.3442622950819672,0.30357142857142855,17.41424802110818,0.30357142857142855,0.5882352941176471,0.7142857142857143,0.2,0.17857142857142858,0.6071428571428571,0.49717000000000006,25.21764705882353,90.0,6.0,8.0,2.0,12.0,3.0,10.0,,1.0,,4.0,1.0,9.0,7.0,11.0,2.0,1.0,15.0,7.0,13.0,,4.0,5.0,19.0,3.0,,1.0,1.0,2.0,1.0,,,5.0,8.0,3.0,24.0,,27.0,19.0,46.0,2.0,1.0,1.0,2.0,,2.0,5.0,2.0,10.0,19.0,10.0,1.0,1.0,11.0,1.0,,4.0,2.0,9.0,6.0,2.0,9.0,6.0,19.0,90.0,2.0,1.0,0.058823529411764705,,0.0625,0.6363636363636364,0.5384615384615384,0.5384615384615384,0.4117647058823529,0.5769230769230769,0.5,0.4,,0.1791044776119403,0.06976744186046512,0.1568627450980392,0.15254237288135594,0.11949685534591195,0.11428571428571428,0.1346153846153846,0.21428571428571427,0.2037037037037037,0.0625,0.09090909090909091,0.6666666666666666,0.21428571428571427,0.16666666666666666,0.2222222222222222,,0.17857142857142858,0.3,0.3,1.0,,,,0.07692307692307693,0.47058823529411764,0.75,0.23529411764705882,,,0.5875944444444444,0.48086249999999997,0.06779661016949153,0.09523809523809523,0.35714285714285715,0.4523809523809524,7.925641025641025,0.27522935779816515,6.0,9.0,1.0,7.0,1.0,10.0,1.0,6.0,1.0,11.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,0.15384615384615385,0.17647058823529413,0.25,0.10185185185185185,0.17647058823529413,0.07692307692307693,0.0625,0.25,0.03125,0.125,0.14285714285714285,0.14285714285714285,1.0,0.6923076923076923,0.6666666666666666,0.16666666666666666,0.07692307692307693,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,4139.0,69,13,139,140,62,18.0,279,,3.0,6.0,1.0,4.0,6.0,8.0,126,2.0,,6.0,1.0,1.0,0.25,0.4,0.4,0.6,13.125,0.3,,,,0.6,0.9,0.56587,24.733333333333334,32.0,,2.0,,,1.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,,,,2.0,,1.0,,,6.0,2.0,19.0,1.0,20.0,,8.0,2.0,41.0,,2.0,6.0,1.0,9.0,5.0,14.0,3.0,3.0,,5.0,3.0,2.0,11.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,32.0,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,0.45454545454545453,0.3333333333333333,0.1016949152542373,0.08695652173913043,,0.0975609756097561,0.07462686567164178,,0.09090909090909091,0.14285714285714285,0.08695652173913043,0.125,,,,,,,0.1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,0.4048,0.6107166666666667,,,,,5.35,0.2302158273381295,,1.0,,,,,,1.0,9.0,5.0,1.0,6.0,,1.0,,,,,0.25,0.3333333333333333,,0.1111111111111111,0.2727272727272727,,0.08333333333333333,,0.2,,,,,0.5,,,,1.0,5.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,1117.0,19,-6,37,39,23,6.0,76,5.0,5.0,,5.0,6.0,,12.0,39,2.0,8.0,,0.2,0.5,0.8333333333333334,0.8333333333333334,0.8571428571428571,,15.555555555555555,0.8333333333333334,1.0,1.0,0.2,,0.8333333333333334,0.5428333333333334,,11.0,1.0,1.0,,1.0,,,,,,,,2.0,4.0,4.0,,,8.0,1.0,2.0,,,1.0,3.0,,,1.0,,1.0,,,,2.0,,,6.0,,6.0,5.0,11.0,,,,,,,,,4.0,4.0,2.0,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,11.0,1.0,,,,,1.0,0.5,1.0,0.5,1.0,0.5,,,0.3333333333333333,,,0.2608695652173913,0.20833333333333334,,0.42857142857142855,,0.3333333333333333,,,1.0,0.16666666666666666,,,,,,,,,,,,0.5,1.0,,,,0.57095,0.4643,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.25,0.9166666666666666,0.2972972972972973,4.0,4.0,,,,6.0,,,1.0,5.0,,,,,,,,,,,,0.3333333333333333,0.25,0.3333333333333333,0.4,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
101123,1610612742,Gerald Green,Gerald Green,101123,DAL,695.0,12,-7,24,24,19,4.0,48,1.0,2.0,1.0,1.0,5.0,1.0,2.0,25,2.0,,1.0,1.0,1.0,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,28.57142857142857,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.5,0.43677499999999997,24.8,18.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,1.0,4.0,,,,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,2.0,18.0,,,,,,,0.25,,0.25,,0.25,0.5,,,0.2,,0.06666666666666667,,,,,,,1.0,,0.3333333333333333,,,,0.16666666666666666,,,,,,,,0.5,0.5,,,,,0.47155,,,,1.0,7.58,0.75,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,6635.0,111,2,212,213,63,25.0,425,6.0,11.0,,19.0,36.0,,44.0,218,20.0,18.0,,0.5263157894736842,0.625,0.5277777777777778,0.5277777777777778,0.55,,19.50207468879668,0.3055555555555556,0.5454545454545454,0.75,0.3333333333333333,,0.3055555555555556,0.45162499999999994,,45.0,1.0,1.0,6.0,10.0,7.0,15.0,,,,,,6.0,5.0,8.0,,2.0,12.0,2.0,4.0,,,3.0,7.0,,,2.0,,2.0,,1.0,,4.0,2.0,7.0,11.0,4.0,22.0,6.0,28.0,1.0,1.0,,3.0,1.0,2.0,7.0,,6.0,10.0,7.0,,,8.0,,,4.0,,4.0,4.0,,4.0,2.0,7.0,45.0,,,,,,0.625,0.5,0.625,0.5,0.6666666666666666,0.5833333333333334,0.42857142857142855,1.0,0.12790697674418605,0.28,0.06666666666666667,0.16216216216216217,0.061224489795918366,0.1,0.058823529411764705,0.0625,0.2222222222222222,0.2631578947368421,0.3333333333333333,0.5,0.2777777777777778,0.6,0.6666666666666666,0.5,0.4166666666666667,0.4666666666666667,0.5,0.7142857142857143,,,,,0.25,1.0,,,,0.49410000000000004,0.4098,0.1,0.1,0.2727272727272727,0.1590909090909091,9.644444444444446,0.21226415094339623,3.0,4.0,,,,6.0,,5.0,1.0,4.0,,4.0,,1.0,1.0,,,,0.1388888888888889,0.2727272727272727,0.1,0.058823529411764705,0.1111111111111111,0.058823529411764705,0.030303030303030304,,,,,,,0.5,0.75,,,,1.0,1.0,1.0,0.06666666666666667,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
101189,1610612742,James Singleton,James Singleton,101189,DAL,1326.0,22,-7,43,46,31,8.0,89,3.0,4.0,,4.0,6.0,,10.0,45,6.0,2.0,,0.75,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,,13.72549019607843,0.6666666666666666,0.75,1.0,0.6666666666666666,,0.6666666666666666,0.4928166666666667,,37.0,2.0,3.0,,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,,,2.0,3.0,5.0,,,2.0,8.0,,,,,,,,,,,2.0,1.0,,3.0,1.0,4.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,8.0,37.0,1.0,,,,,1.0,0.6,1.0,0.6,1.0,0.6666666666666666,,,0.06666666666666667,0.2857142857142857,,0.13636363636363635,0.045454545454545456,,,0.25,,0.2857142857142857,,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,1.0,,,,,0.6,0.6666666666666666,,,,0.6629,0.5288,,,0.2,0.8,4.8,0.8604651162790697,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,0.16666666666666666,0.25,,0.058823529411764705,,0.3333333333333333,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,703.0,12,-8,24,25,9,4.0,49,,,,,,1.0,,26,,,,,,,,,1.0,6.8965517241379315,,,,,,1.0,0.53985,23.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,8531.0,142,21,275,283,92,37.0,558,10.0,13.0,16.0,27.0,44.0,23.0,85.0,276,26.0,28.0,16.0,0.48148148148148145,0.48148148148148145,0.6136363636363636,0.582089552238806,0.5845070422535211,0.34328358208955223,23.659305993690854,0.19402985074626866,0.7692307692307693,0.7692307692307693,0.4,0.23880597014925373,0.5373134328358209,0.5039231343283582,24.621739130434786,63.0,2.0,2.0,3.0,6.0,14.0,25.0,7.0,1.0,4.0,7.0,8.0,7.0,,,1.0,1.0,1.0,4.0,8.0,4.0,7.0,,20.0,18.0,7.0,13.0,5.0,18.0,4.0,5.0,3.0,41.0,1.0,4.0,8.0,,12.0,1.0,13.0,6.0,4.0,2.0,3.0,3.0,,5.0,1.0,1.0,5.0,8.0,,,11.0,1.0,2.0,4.0,1.0,2.0,1.0,,2.0,2.0,20.0,63.0,,0.75,0.34782608695652173,0.5714285714285714,0.34782608695652173,,0.5,,0.6666666666666666,0.25,0.6666666666666666,0.6,,0.07339449541284404,0.11428571428571428,0.023809523809523808,0.08333333333333333,0.007751937984496124,0.03571428571428571,,0.09090909090909091,0.13043478260869565,0.08,0.2,1.0,0.08955223880597014,0.5,0.5,0.3333333333333333,0.373134328358209,0.56,0.5833333333333334,0.5714285714285714,0.4375,0.4375,0.7142857142857143,1.0,0.13333333333333333,1.0,0.4666666666666667,0.5714285714285714,0.4375,0.5766,0.47833666666666663,0.05714285714285714,0.0851063829787234,0.011764705882352941,0.23529411764705882,11.865909090909092,0.2290909090909091,,,1.0,7.0,,,,1.0,5.0,,,2.0,,,,1.0,,,0.022727272727272728,,,,,,,,,0.1044776119402985,0.14285714285714285,0.14285714285714285,1.0,,,,,1.0,,1.0,1.0,0.04,6.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
