EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,DefTwoPtRebounds,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PtsUnassisted2s,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,AtRimFGM,AtRimFGA,TwoPtAssists,LongMidRangeAssists,AtRimPctBlocked,LongMidRangePctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTDefRebounds,DefFTReboundPct,AtRimPctAssisted,NonShootingPenaltyNonTakeFouls,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,428.0,7,6.0,12,12,3.0,4.0,2,24,1.0,1.0,1.0,1.0,4.0,6.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,28.57142857142857,0.16666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5015,0.6666666666666666,0.6666666666666666,0.3333333333333333,5.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,647.0,11,,20,18,3.0,5.0,4,38,,1.0,1.0,2.0,1.0,3.0,19.0,,2.0,2.0,,,,,1.0,1.0,2.0,1.0,3.0,,,,,1.0,1.0,,2.0,1.0,2.0,3.0,1.0,1.0,0.5,0.5,0.5,1.0,13.043478260869565,0.125,0.3333333333333333,0.4,0.1111111111111111,,0.5,,0.5,,,,0.399,0.3333333333333333,0.3333333333333333,0.6666666666666666,14.75,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.3918,0.4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,316.0,5,-7.0,11,11,,9.0,1,22,1.0,3.0,1.0,3.0,,2.0,16.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,33.333333333333336,,,,,,,,1.0,0.3333333333333333,1.0,,0.3920333333333333,,,,7.7,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612737,Speedy Claxton,Speedy Claxton,2049,ATL,905.0,15,-5.0,29,28,3.0,14.0,4,57,1.0,2.0,2.0,7.0,1.0,5.0,32.0,1.0,1.0,,,3.0,,6.0,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,,0.2857142857142857,0.2857142857142857,0.3125,0.5,25.0,,,,,,,,0.2857142857142857,0.5,0.5,,0.4505285714285714,0.125,0.125,0.2,11.228571428571428,0.10344827586206896,,3.0,,,,,,,,,,,,,,,,0.42857142857142855,,,,,,4.0,2.0,,,0.2857142857142857,,,1.0,2.0,3.0,3.0,0.5,0.3333333333333333,0.2857142857142857,0.5,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612737,Flip Murray,Flip Murray,2436,ATL,905.0,15,-5.0,29,28,3.0,14.0,4,57,,1.0,1.0,3.0,,5.0,32.0,,,,,2.0,,4.0,,,,,,1.0,1.0,2.0,,,,,,,,3.0,,,0.3333333333333333,0.5,0.5,,21.875,,,,,,,,0.2,,,,0.42291,,,,4.8,0.10344827586206896,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,2.0,,1.0,1.0,,,0.5,1.0,2.0,2.0,,,,0.4,0.5,0.5,0.8,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.4,0.5,0.5,1.0,0.5,26.95,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,113.0,2,2.0,3,3,,,1,6,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,25.0,,,1.0,,,,,1.0,,,,0.3604,,,,11.6,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201629,1610612737,Othello Hunter,Othello Hunter,201629,ATL,734.0,12,-5.0,24,24,3.0,14.0,2,48,,,2.0,2.0,,4.0,29.0,,,4.0,,,,,,,1.0,,1.0,,,,,2.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,8.0,,,,,,,,,,,,0.57495,,,,9.65,0.125,1.0,1.0,,,,,1.0,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201238,1610612737,Mario West,Mario West,201238,ATL,281.0,5,-7.0,11,11,,10.0,1,22,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201242,1610612737,Thomas Gardner,Thomas Gardner,201242,ATL,196.0,3,-4.0,6,5,,,1,11,,,1.0,1.0,,2.0,10.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,16.666666666666668,,,,,,,,,,,,0.4292,,,,21.7,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,125180.0,2086,-2.0,3894,3902,909.0,758.0,452,7796,63.0,142.0,229.0,466.0,216.0,839.0,4246.0,77.0,186.0,280.0,17.0,80.0,11.0,177.0,78.0,76.0,270.0,109.0,379.0,36.0,3.0,69.0,13.0,126.0,182.0,4.0,269.0,113.0,186.0,909.0,0.611353711790393,0.6730769230769231,0.49141630901287553,0.501610305958132,0.5640161725067385,0.6038961038961039,18.348831934679065,0.060842433697347896,0.17194570135746606,0.13177874186550975,0.059378468368479466,0.08123249299719888,0.15853658536585366,0.21052631578947367,0.2286634460547504,0.44366197183098594,0.49606299212598426,0.5396825396825397,0.4979971728594507,0.15804195804195803,0.2017857142857143,0.22169249106078665,8.16587982832618,0.23343605546995377,55.0,135.0,69.0,38.0,79.0,167.0,64.0,39.0,22.0,39.0,20.0,0.4810126582278481,0.5141509433962265,0.11911554921540657,0.056466302367941715,0.08425720620842572,0.5128205128205128,0.21739130434782608,0.4074074074074074,0.41353383458646614,0.7454545454545455,0.52583515625,0.5010173076923077,178.0,48.0,33.0,12.0,0.10300429184549356,0.1056338028169014,0.4782608695652174,111.0,189.0,63.0,24.0,0.164021164021164,0.014814814814814815,0.30434782608695654,0.5873015873015873,0.7025316455696202,0.5539452495974235,23.0,68.0,55.0,155.0,159.0,67.0,23.0,30.0,9.0,0.9636363636363636,0.3548387096774194,0.35714285714285715,0.249597423510467,0.10950080515297907,0.3382352941176471,0.34328358208955223,0.9130434782608695,0.34328358208955223,25.127741935483872,27.0,0.2755102040816326,0.5855855855855856,17.0,False,23.0,47.0,27.0,45.0,32.0,87.0,1.0,5.0,9.0,16.0,4.0,9.0,2.0,11.0,34.0,5.0,14.0,33.0,116.0,11.0,27.0,6.0,42.0,1.0,1.0,6.0,29.0,2.0,11.0,57.0,40.0,17.0,4.0,21.0,5.0,1.0,16.0,6.0,16.0,5.0,19.0,8.0,27.0,3.0,14.0,1.0,3.0,23.0,0.35714285714285715,0.4074074074074074,0.4927536231884058,0.5,0.5637254901960784,0.0064516129032258064,0.014705882352941176,0.015748031496062992,0.05576923076923077,0.047872340425531915,0.06179775280898876,0.042682926829268296,0.13101604278074866,0.1386481802426343,0.03873239436619718,0.14009661835748793,0.367816091954023,0.367816091954023,1.0,0.5662650602409639,0.48936170212765956,0.043478260869565216,0.060240963855421686,0.2,1.0,0.10843373493975904,0.4444444444444444,0.5,0.42452830188679247,0.6,0.1509433962264151,0.5625,0.10377358490566038,0.18181818181818182,0.13825983313468415,,,,,,,,,
