EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,OffTwoPtRebounds,BadPassSteals,Offensive Fouls,3SecondViolations,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShortMidRangeAssists,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SelfOReb,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,DefensiveGoaltends,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,1877.0,31,-3,64,66,33.0,42,6,130,4.0,5.0,3.0,4.0,1.0,2,1.0,2.0,1.0,1.0,6.0,9,1.0,1.0,5.0,20,82,4.0,5.0,3.0,11.0,10.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,3.0,4.0,1.0,11.0,33.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,0.8,0.75,0.8,0.9090909090909091,1.1,0.1,0.2222222222222222,0.2,0.5,16.901408450704228,0.5,0.8,1.0,0.75,0.2,0.5,1.0,1.0,0.2,0.5,0.5,1.0,0.1,1.0,1.0,1.0,0.8,0.75,0.6,0.48229500000000003,0.52336,0.36363636363636365,0.4,0.55,6.377777777777778,24.9,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,1601.0,27,-9,56,57,24.0,30,7,113,2.0,2.0,2.0,2.0,,1,3.0,8.0,,,5.0,11,1.0,3.0,1.0,14,69,3.0,5.0,1.0,7.0,,10.0,3.0,,2.0,4.0,1.0,10.0,1.0,,2.0,,2.0,,1.0,1.0,1.0,,7.0,24.0,,,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.6,0.4642857142857143,0.6,0.5,0.7,0.21428571428571427,,,,25.0,0.14285714285714285,1.0,1.0,,0.07142857142857142,,,,0.5714285714285714,0.375,0.375,,,,,,0.4,1.0,0.35714285714285715,0.47619285714285714,0.5468200000000001,0.07142857142857142,0.09090909090909091,0.5,15.009090909090911,27.133333333333336,0.42857142857142855,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.13333333333333333,0.1111111111111111,0.3333333333333333,0.09090909090909091,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,2035.0,34,-10,74,75,31.0,44,8,149,3.0,4.0,3.0,4.0,1.0,1,,2.0,,,4.0,7,1.0,1.0,5.0,16,83,3.0,6.0,2.0,11.0,6.0,2.0,3.0,,,,,,,,1.0,,4.0,,6.0,,2.0,,11.0,31.0,0.75,0.75,1.0,1.0,1.0,0.5714285714285714,0.5,0.6875,0.6428571428571429,0.7272727272727273,0.6875,0.125,,,,14.634146341463415,0.5,0.75,0.75,0.6666666666666666,0.125,1.0,1.0,1.0,0.25,,,,,,,,0.5714285714285714,0.75,0.625,0.4587875,0.46477142857142856,0.2,0.2222222222222222,0.6875,6.628571428571428,25.7,0.4189189189189189,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,2.0,5.0,7.0,,,1.0,,,,,,0.5,1.0,0.09523809523809523,0.13793103448275862,0.16666666666666666,0.07692307692307693,0.125,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,0.25,0.25,0.2857142857142857,0.07692307692307693,0.2,0.5,0.16666666666666666,0.5,0.25,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,5310.0,88,13,186,187,99.0,111,17,373,2.0,3.0,,1.0,4.0,10,1.0,4.0,,,7.0,17,,,4.0,18,195,1.0,5.0,4.0,6.0,10.0,4.0,,3.0,,2.0,,6.0,4.0,1.0,7.0,,2.0,,4.0,,2.0,1.0,6.0,99.0,0.7142857142857143,0.8333333333333334,,,,0.4117647058823529,0.2,0.4117647058823529,0.2,0.47368421052631576,0.42857142857142855,,0.17647058823529413,,0.3,12.745098039215685,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.5882352941176471,0.4,0.5714285714285714,0.75,0.23529411764705882,0.25,0.25,1.0,,,,,0.2,,0.17647058823529413,0.42990588235294114,0.41058000000000006,0.10526315789473684,0.10526315789473684,0.3333333333333333,8.864705882352942,,0.532258064516129,,,1.0,2.0,4.0,,,2.0,1.0,1.0,,9.0,16.0,20.0,2.0,,3.0,,,,0.5,0.5,0.6666666666666666,0.42857142857142855,0.17647058823529413,0.19444444444444445,,0.1935483870967742,,,,,,0.2222222222222222,2.0,,,2.0,,,1.0,5.0,2.0,4.0,3.0,4.0,12.0,25.0,1.0,,1.0,1.0,1.0,,8.0,,,0.25,0.23809523809523808,0.06666666666666667,0.056338028169014086,0.07692307692307693,,0.17647058823529413,0.5,,1.0,,,1.0,2.0,3.0,2.0,2.0,1.0,0.05357142857142857,0.07142857142857142,0.05263157894736842,0.043478260869565216,0.3333333333333333,0.5,0.59455,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,1866.0,31,-6,67,65,42.0,46,6,132,1.0,3.0,1.0,2.0,2.0,4,1.0,3.0,,,4.0,10,,3.0,7.0,15,74,4.0,8.0,5.0,13.0,2.0,6.0,,,4.0,5.0,1.0,11.0,2.0,1.0,3.0,,3.0,,8.0,,1.0,,13.0,42.0,0.25,0.25,,,,0.4,0.5,0.3076923076923077,0.4444444444444444,0.40625,0.5454545454545454,0.23076923076923078,,,,25.675675675675677,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.3076923076923077,0.5,0.5,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2222222222222222,0.5,0.46153846153846156,0.42480769230769233,0.4190666666666667,0.07142857142857142,0.09090909090909091,0.8666666666666667,9.52,28.433333333333334,0.6268656716417911,,3.0,,,,3.0,,1.0,1.0,,1.0,3.0,3.0,3.0,1.0,,1.0,,1.0,,,,,0.3333333333333333,0.1875,0.14285714285714285,0.3333333333333333,0.18181818181818182,0.23076923076923078,,,,,,,,1.0,,,1.0,,,,,,2.0,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,0.1111111111111111,,,,,1.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2436,1610612737,Flip Murray,Flip Murray,2436,ATL,3406.0,57,17,113,117,57.0,67,9,230,2.0,6.0,1.0,2.0,5.0,8,3.0,4.0,1.0,1.0,10.0,18,3.0,7.0,13.0,42,117,4.0,6.0,10.0,24.0,,20.0,6.0,2.0,1.0,2.0,,5.0,5.0,2.0,5.0,,8.0,1.0,16.0,,6.0,,24.0,57.0,,,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.6666666666666666,0.58,0.6363636363636364,0.6363636363636364,0.7058823529411765,0.28,0.1111111111111111,0.3333333333333333,,31.147540983606557,0.24,0.3333333333333333,0.5,,0.32,0.625,0.625,,0.16,0.75,0.75,,0.04,1.0,1.0,,0.18181818181818182,0.5,0.52,0.4354860000000001,0.46389090909090913,0.1935483870967742,0.25,0.5714285714285714,7.9944444444444445,25.742857142857144,0.504424778761062,2.0,6.0,,1.0,3.0,6.0,2.0,1.0,1.0,,,3.0,5.0,6.0,2.0,1.0,,1.0,,,,0.5,0.5,,0.08108108108108109,0.10204081632653061,,0.13636363636363635,0.24,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.07142857142857142,1.0,2.0,5.0,,2.0,5.0,,2.0,,1.0,,4.0,3.0,6.0,,2.0,,,,,,2.0,0.4,,0.16666666666666666,,0.022727272727272728,,,0.2222222222222222,,,0.3333333333333333,0.45454545454545453,0.4,,,1.0,1.0,2.0,,0.027777777777777776,,0.08333333333333333,,,,0.5688,1.0,,1.0,2.0,1.0,2.0,3.0,1.0,0.5,0.1,0.6666666666666666,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,547.0,9,-3,19,17,9.0,8,2,36,,,,,,1,,2.0,,,,3,,,3.0,3,20,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,4.0,,1.0,,3.0,9.0,,,,,,,,,,0.3,0.5,,,,,23.80952380952381,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,0.36813333333333337,0.3668,0.25,0.25,1.0,14.666666666666666,,0.47368421052631576,,,,,1.0,,,,,,,,1.0,3.0,,,,,,,,,0.5,,,0.25,,,,,,,,0.3333333333333333,,,,1.0,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,1.0,,,1.0,1.0,0.2222222222222222,1.0,,1.0,,,,,,,,1.0,,,,0.125,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,480.0,8,-2,16,17,13.0,16,1,33,2.0,3.0,1.0,1.0,1.0,2,1.0,2.0,,,4.0,7,,,,8,24,3.0,4.0,,6.0,4.0,4.0,,,1.0,1.0,,2.0,,,,,1.0,,1.0,1.0,1.0,,6.0,13.0,0.5,0.5,,,,0.5714285714285714,0.75,0.5714285714285714,0.75,0.5714285714285714,0.75,,,,,38.88888888888889,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,,,,,0.25,1.0,0.42857142857142855,0.5483571428571429,0.514975,0.14285714285714285,0.14285714285714285,0.75,7.728571428571428,,0.8125,,,1.0,2.0,2.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,0.5,0.5,0.5,,,,,,,,,,,0.25,2.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,0.5,0.16666666666666666,0.5,,,,,1.0,,,1.0,,,1.0,,,,,,,,0.5,0.7107,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,2281.0,38,11,79,78,47.0,40,4,157,,,,,2.0,2,2.0,5.0,2.0,3.0,4.0,7,6.0,9.0,,26,79,2.0,4.0,,16.0,2.0,6.0,18.0,,2.0,2.0,1.0,4.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,16.0,47.0,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5,0.8125,0.8888888888888888,0.8125,0.8888888888888888,0.5625,,,,20.481927710843376,,,,,0.125,1.0,1.0,,0.3125,0.4,0.4,0.5,0.1875,0.6666666666666666,0.6666666666666666,1.0,,,0.5625,0.44034062500000004,0.4335388888888889,0.0625,0.14285714285714285,0.6153846153846154,15.114285714285714,25.62222222222222,0.5949367088607594,4.0,6.0,,1.0,,6.0,4.0,,,,,7.0,9.0,10.0,1.0,,,1.0,,,,,,,0.25925925925925924,0.25,0.3333333333333333,0.2631578947368421,0.375,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,3.0,4.0,,4.0,5.0,,2.0,,1.0,,,,4.0,,,1.0,1.0,1.0,1.0,2.0,,0.8,,0.2222222222222222,,0.043478260869565216,,,0.25,,1.0,,0.4444444444444444,0.75,,,1.0,1.0,,,0.05263157894736842,,0.2,,0.2,,0.4291,1.0,,,,,,,,,,,,,1.0,1.0,0.1111111111111111,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201151,1610612737,Acie Law,Acie Law,201151,ATL,1620.0,27,22,61,60,40.0,32,6,121,4.0,5.0,2.0,2.0,,1,1.0,3.0,,,5.0,9,,1.0,11.0,21,54,3.0,5.0,9.0,15.0,,10.0,,2.0,4.0,7.0,1.0,17.0,2.0,,3.0,,9.0,,14.0,1.0,3.0,,15.0,40.0,,,,,,0.5555555555555556,0.6,0.5,0.5,0.65625,0.6818181818181818,0.1,0.2222222222222222,0.2,1.0,28.35820895522388,0.5,0.8,1.0,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,1.0,0.6,0.5099,0.49535999999999997,0.3076923076923077,0.2727272727272727,0.7142857142857143,7.51111111111111,36.1,0.6557377049180327,,1.0,,,,1.0,,3.0,3.0,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,1.0,,,,0.3333333333333333,0.05263157894736842,0.07692307692307693,0.2,,0.1,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,1.0,3.0,,,0.14285714285714285,,0.05555555555555555,,,0.2,,,,0.16666666666666666,,,,1.0,,,,0.07692307692307693,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,
