EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Corner3PctBlocked,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,Clear Path Fouls,3pt And 1 Free Throw Trips,on,OffensiveGoaltends
101129,1610612745,Luther Head,Luther Head,101129,HOU,7524.0,125,-27,242,241,76,64,33.0,483,8,12,1.0,5.0,6.0,2.0,5.0,2.0,8.0,2.0,2.0,5.0,10.0,1.0,3.0,12,25,7.0,12.0,9.0,54,277,1.0,5.0,10.0,1.0,3.0,3.0,16.0,14.0,10.0,15.0,6.0,1.0,9.0,5.0,7.0,5.0,12.0,2.0,3.0,2.0,2.0,3.0,29.0,1.0,5.0,5.0,1.0,6.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0,9.0,8.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,16.0,76,3.0,1.0,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.5833333333333334,0.3333333333333333,0.6363636363636364,0.48,0.5,0.6081081081081081,0.5,0.6585365853658537,0.5714285714285714,0.32432432432432434,16.666666666666668,0.8,0.06578947368421052,0.012195121951219513,0.05434782608695652,0.009259259259259259,0.03333333333333333,0.05555555555555555,0.0975609756097561,1.0,0.32432432432432434,0.6666666666666666,0.6666666666666666,0.875,0.13513513513513514,0.4,0.4,0.21621621621621623,0.25,0.25,0.05405405405405406,1.0,1.0,1.0,0.2702702702702703,0.5,0.5,0.6,1.0,0.46153846153846156,0.8333333333333334,0.23076923076923078,0.3333333333333333,0.6486486486486487,0.5555555555555556,0.5216055555555555,0.5396,0.5291083333333333,0.1,0.14285714285714285,0.2962962962962963,8.427999999999999,26.24166666666667,0.3140495867768595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101144,1610612745,Von Wafer,Von Wafer,101144,HOU,25158.0,419,63,801,800,259,178,109.0,1601,28,46,3.0,11.0,15.0,9.0,25.0,18.0,43.0,6.0,8.0,13.0,40.0,3.0,9.0,55,114,19.0,48.0,25.0,192,805,9.0,18.0,34.0,5.0,12.0,14.0,65.0,54.0,56.0,57.0,,,40.0,13.0,22.0,10.0,32.0,8.0,2.0,12.0,2.0,8.0,74.0,7.0,22.0,30.0,10.0,40.0,14.0,11.0,3.0,9.0,2.0,8.0,16.0,1.0,25.0,4.0,13.0,28.0,19.0,31.0,3.0,12.0,3.0,4.0,1.0,4.0,,65.0,259,2.0,3.0,0.4909090909090909,0.5192307692307693,1.0,0.3958333333333333,0.4166666666666667,0.3958333333333333,0.4824561403508772,0.5294117647058824,0.5154320987654321,0.5543478260869565,0.5485714285714286,0.6132075471698113,0.2962962962962963,21.691973969631235,0.36,0.06811145510835913,0.026022304832713755,0.07323232323232323,0.026737967914438502,0.0547945205479452,0.05952380952380952,0.1048951048951049,,0.2839506172839506,0.6086956521739131,0.717948717948718,0.4642857142857143,0.15432098765432098,0.36,0.4090909090909091,0.2654320987654321,0.4186046511627907,0.45,0.04938271604938271,0.75,0.75,1.0,0.24691358024691357,0.325,0.3333333333333333,1.0,0.25,0.32608695652173914,0.7333333333333333,0.1956521739130435,0.3333333333333333,0.5802469135802469,0.325,0.5082265432098765,0.5056625,0.5129652173913044,0.0755813953488372,0.0975609756097561,0.3385416666666667,8.973684210526315,24.935416666666665,0.3233458177278402,2.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,5.0,21.0,6.0,13.0,1.0,3.0,7.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.75,0.020833333333333332,0.11403508771929824,0.15217391304347827,0.12,0.06976744186046512,0.025,0.05,0.0958904109589041,0.02857142857142857,0.017699115044247787,0.012048192771084338,0.03571428571428571,0.020833333333333332,0.09090909090909091,0.1111111111111111,0.0410958904109589,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.08333333333333333,1.0,1.0,0.16666666666666666,0.5,1.0,0.06521739130434782,0.6666666666666666,0.02040816326530612,0.109375,,,,,,,,,,,,,,,,,True,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,22744.0,379,-34,694,713,197,217,90.0,1407,15,26,9.0,2.0,4.0,5.0,20.0,,,,,,2.0,,2.0,20,46,,2.0,4.0,44,709,11.0,3.0,10.0,,2.0,1.0,7.0,28.0,12.0,,,2.0,,,8.0,4.0,12.0,4.0,,5.0,1.0,2.0,28.0,19.0,52.0,78.0,31.0,109.0,11.0,8.0,3.0,9.0,3.0,5.0,4.0,4.0,13.0,1.0,35.0,53.0,17.0,11.0,1.0,5.0,1.0,7.0,,7.0,5.0,7.0,197,2.0,1.0,0.7,0.9333333333333333,,,,,0.43478260869565216,0.3,0.4166666666666667,0.25,0.41509433962264153,0.2692307692307692,0.041666666666666664,8.260325406758447,0.6923076923076923,0.2139917695473251,0.07630522088353414,0.2080745341614907,0.08908045977011494,0.0898876404494382,0.2153846153846154,0.2169811320754717,0.7142857142857143,0.5416666666666666,0.5769230769230769,0.625,0.6666666666666666,0.4166666666666667,0.25,0.3125,,,,,,,,0.041666666666666664,,,,0.8181818181818182,0.3333333333333333,0.5,0.16666666666666666,,0.5833333333333334,,0.5049760869565217,0.60237,0.46943,0.09615384615384616,0.1,0.1590909090909091,3.5782608695652174,49.15,0.2838616714697406,7.0,,,,,,,8.0,,,,16.0,10.0,6.0,,12.0,15.0,11.0,2.0,,,1.0,1.0,7.0,,,6.0,1.0,,0.7272727272727273,0.7272727272727273,0.7272727272727273,,0.13043478260869565,0.07692307692307693,0.2,,,0.3333333333333333,0.189873417721519,0.12121212121212122,0.07058823529411765,0.06666666666666667,0.11392405063291139,0.20833333333333334,0.2,0.16666666666666666,0.10526315789473684,0.8,,0.7777777777777778,,,,,,,,,,0.36363636363636365,2.0,2.0,0.15,0.2857142857142857,,,,,,,,,,,,,True,
1897,1610612745,Metta World Peace,Metta World Peace,1897,HOU,147114.0,2452,317,4598,4583,1303,994,588.0,9181,129,266,43.0,35.0,74.0,30.0,111.0,104.0,277.0,26.0,81.0,127.0,302.0,27.0,83.0,263,654,153.0,383.0,196.0,1181,4694,77.0,64.0,168.0,39.0,111.0,89.0,334.0,146.0,380.0,357.0,102.0,1.0,301.0,127.0,174.0,55.0,229.0,45.0,10.0,81.0,46.0,47.0,513.0,47.0,219.0,294.0,65.0,359.0,105.0,62.0,43.0,73.0,13.0,49.0,67.0,24.0,140.0,32.0,46.0,155.0,210.0,262.0,17.0,110.0,26.0,19.0,1.0,24.0,12.0,334.0,1303,20.0,26.0,0.27756653992395436,0.29435483870967744,0.7777777777777778,0.39947780678851175,0.35135135135135137,0.4005235602094241,0.40214067278287463,0.38095238095238093,0.47492767598842817,0.4390681003584229,0.5094991364421416,0.49850746268656715,0.36933461909353904,24.639331814730447,0.5214285714285715,0.1217342968315731,0.03010890454836643,0.12247585601404741,0.03009259259259259,0.023166023166023165,0.099609375,0.13076923076923078,0.5,0.25650916104146576,0.4849624060150376,0.589041095890411,0.27906976744186046,0.10703953712632594,0.2702702702702703,0.30303030303030304,0.26711668273866923,0.37545126353790614,0.38235294117647056,0.0781099324975892,0.32098765432098764,0.325,0.8076923076923077,0.29122468659594986,0.4205298013245033,0.4205298013245033,0.7716535433070866,0.38392857142857145,0.26523297491039427,0.47297297297297297,0.2974910394265233,0.3253012048192771,0.6258437801350049,0.4219269102990033,0.5032298839458413,0.4900407407407408,0.4894566787003611,0.0989399293286219,0.14725568942436412,0.28281117696867064,9.8611620795107,25.122976501305487,0.28338408003479776,23.0,2.0,13.0,12.0,28.0,8.0,22.0,33.0,10.0,35.0,22.0,118.0,30.0,64.0,1.0,18.0,60.0,15.0,19.0,1.0,15.0,13.0,28.0,10.0,1.0,2.0,16.0,2.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.4609375,0.0026109660574412533,0.09785932721712538,0.17669172932330826,0.10810810810810811,0.018050541516245487,,0.125,0.12526096033402923,0.03005008347245409,0.044802867383512544,0.020618556701030927,0.03177966101694915,0.1301775147928994,0.13008130081300814,0.10909090909090909,0.03512014787430684,0.13333333333333333,0.3173076923076923,0.5348837209302325,0.11607142857142858,0.15384615384615385,0.5,0.19642857142857142,0.36363636363636365,0.875,0.1003584229390681,0.42857142857142855,0.005194805194805195,0.09991532599491956,5.0,2.0,0.023622047244094488,0.13043478260869565,2.0,7.0,5.0,3.0,2.0,1.0,0.012345679012345678,,,,,,True,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,45658.0,761,62,1402,1408,513,331,203.0,2810,80,118,38.0,19.0,36.0,11.0,27.0,22.0,50.0,,1.0,,,,,113,195,,1.0,66.0,292,1466,46.0,30.0,59.0,,1.0,24.0,84.0,144.0,82.0,,,,,,8.0,9.0,17.0,5.0,4.0,1.0,2.0,5.0,43.0,37.0,87.0,117.0,65.0,182.0,13.0,8.0,5.0,10.0,2.0,3.0,22.0,7.0,32.0,12.0,45.0,92.0,69.0,83.0,15.0,42.0,7.0,15.0,2.0,16.0,10.0,84.0,513,10.0,7.0,0.6371681415929203,0.8275862068965517,,,,,0.5794871794871795,0.5084745762711864,0.576530612244898,0.5,0.6347826086956522,0.5833333333333334,0.00510204081632653,16.08348680171885,0.3125,0.16603053435114504,0.07905982905982906,0.15066469719350073,0.09696969696969697,0.057971014492753624,0.18439716312056736,0.16981132075471697,0.625,0.6020408163265306,0.6779661016949152,0.8333333333333334,0.5625,0.1377551020408163,0.4074074074074074,0.4230769230769231,0.25510204081632654,0.44,0.44,0.00510204081632653,,,,,,,,0.8260869565217391,0.6,0.5277777777777778,,,0.6071428571428571,,0.4990061224489797,0.5224368421052631,0.491405,0.18834080717488788,0.1891891891891892,0.2876712328767123,5.855384615384616,23.2,0.36590584878744653,29.0,,,,1.0,,,32.0,,,18.0,82.0,52.0,23.0,,27.0,15.0,15.0,5.0,1.0,6.0,2.0,12.0,3.0,,,10.0,3.0,,0.6956521739130435,0.6956521739130435,0.7592592592592593,,0.11794871794871795,0.1864406779661017,0.037037037037037035,,,0.375,0.09803921568627451,0.140625,0.10975609756097561,0.06626506024096386,0.1282051282051282,0.14619883040935672,0.08130081300813008,0.16666666666666666,0.08620689655172414,0.7272727272727273,0.8636363636363636,0.7631578947368421,,,,,,,0.016666666666666666,,,0.2808219178082192,6.0,1.0,0.19444444444444445,0.06896551724137931,,15.0,1.0,,1.0,1.0,,1.0,3.0,0.021739130434782608,,,True,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,102845.0,1714,393,3196,3160,809,579,411.0,6356,149,235,93.0,28.0,52.0,197.0,393.0,27.0,59.0,,,1.0,1.0,,,373,687,1.0,1.0,252.0,1001,3190,123.0,66.0,140.0,,,89.0,221.0,432.0,314.0,3.0,,,1.0,1.0,40.0,39.0,79.0,35.0,4.0,31.0,4.0,5.0,197.0,113.0,278.0,366.0,131.0,497.0,21.0,17.0,4.0,71.0,6.0,32.0,78.0,39.0,149.0,37.0,105.0,162.0,240.0,288.0,25.0,113.0,34.0,101.0,1.0,101.0,65.0,221.0,809,5.0,31.0,0.579088471849866,0.6728971962616822,1.0,1.0,,1.0,0.5429403202328966,0.4714285714285714,0.5443313953488372,0.4714285714285714,0.6074074074074074,0.5775401069518716,0.0014534883720930232,26.148796498905906,0.47651006711409394,0.2109256449165402,0.10338517840805124,0.20353443022547227,0.08917631041524847,0.09020618556701031,0.19726027397260273,0.2117039586919105,0.6435643564356436,0.34156976744186046,0.6340425531914894,0.7563451776649747,0.5234899328859061,0.5712209302325582,0.5012722646310432,0.5267379679144385,0.08575581395348837,0.4576271186440678,0.46551724137931033,,,,,0.0014534883720930232,1.0,1.0,1.0,0.7560975609756098,0.37142857142857144,0.5384615384615384,,,0.3430232558139535,1.0,0.4528994912790697,0.5412770642201836,0.44986285714285723,0.14561855670103094,0.14580645161290323,0.22077922077922077,6.475109170305678,26.4,0.25312891113892366,63.0,,,,,,,72.0,,,51.0,195.0,104.0,58.0,,18.0,56.0,32.0,14.0,6.0,22.0,7.0,28.0,4.0,23.0,,78.0,22.0,,0.5853658536585366,0.5853658536585366,0.6409395973154363,,0.08442503639010189,0.16170212765957448,0.04834605597964377,0.01694915254237288,,0.4,0.17337461300309598,0.047872340425531915,0.14666666666666667,0.0696969696969697,0.046357615894039736,0.22311827956989247,0.192,0.1095890410958904,0.054901960784313725,0.5939086294416244,0.7777777777777778,0.6774193548387096,,,,,,,,,,0.19480519480519481,18.0,10.0,0.05405405405405406,0.15873015873015872,1.0,10.0,,,,13.0,,,3.0,,,,True,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,38374.0,640,60,1202,1203,355,305,142.0,2405,28,50,3.0,9.0,16.0,13.0,29.0,33.0,105.0,1.0,4.0,26.0,63.0,7.0,26.0,74,184,27.0,67.0,55.0,284,1242,15.0,25.0,57.0,7.0,27.0,24.0,95.0,30.0,118.0,75.0,6.0,,63.0,26.0,66.0,26.0,92.0,19.0,7.0,36.0,15.0,15.0,210.0,9.0,46.0,59.0,11.0,70.0,22.0,15.0,7.0,19.0,7.0,13.0,13.0,6.0,32.0,6.0,10.0,18.0,57.0,68.0,7.0,29.0,5.0,8.0,2.0,8.0,2.0,95.0,355,3.0,5.0,0.20270270270270271,0.2054794520547945,0.9259259259259259,0.40298507462686567,0.25925925925925924,0.40298507462686567,0.40217391304347827,0.43859649122807015,0.45617529880478086,0.4226190476190476,0.5053571428571428,0.4846938775510204,0.26693227091633465,22.790357925493062,0.59375,0.10550458715596331,0.021634615384615384,0.10405643738977072,0.019130434782608695,0.007633587786259542,0.08771929824561403,0.13259668508287292,0.25,0.199203187250996,0.56,0.6666666666666666,0.10714285714285714,0.11553784860557768,0.4482758620689655,0.4482758620689655,0.41832669322709165,0.3142857142857143,0.32038834951456313,0.01593625498007968,0.25,0.25,1.0,0.250996015936255,0.4126984126984127,0.41935483870967744,0.9230769230769231,0.14285714285714285,0.19047619047619047,0.5625,0.30952380952380953,0.2692307692307692,0.46613545816733065,0.4126984126984127,0.4685616,0.45659333333333335,0.463632530120482,0.11272727272727273,0.1407766990291262,0.3345070422535211,12.61413043478261,25.91641791044776,0.29534109816971715,2.0,,2.0,,1.0,1.0,4.0,8.0,1.0,6.0,4.0,23.0,2.0,10.0,1.0,2.0,13.0,,4.0,1.0,3.0,5.0,2.0,,1.0,2.0,2.0,4.0,0.16666666666666666,0.5333333333333333,0.4523809523809524,0.5,0.014925373134328358,0.05434782608695652,0.16,,0.01904761904761905,0.015873015873015872,,0.09923664122137404,0.012578616352201259,0.028169014084507043,0.027972027972027972,,0.0851063829787234,0.10576923076923077,0.07407407407407407,0.028985507246376812,0.15384615384615385,0.30303030303030304,0.6666666666666666,0.09523809523809523,,,0.19047619047619047,0.25,1.0,0.011904761904761904,,0.028985507246376812,0.08098591549295775,,1.0,0.05714285714285714,,,1.0,,,,,,,1.0,,,,True,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,79405.0,1323,123,2442,2424,639,501,300.0,4866,61,131,11.0,15.0,39.0,32.0,97.0,29.0,62.0,15.0,31.0,62.0,174.0,17.0,51.0,122,290,77.0,205.0,92.0,567,2574,19.0,27.0,77.0,20.0,60.0,51.0,165.0,40.0,204.0,159.0,72.0,5.0,169.0,62.0,106.0,47.0,153.0,31.0,16.0,39.0,30.0,37.0,353.0,13.0,61.0,85.0,19.0,104.0,31.0,19.0,12.0,62.0,9.0,38.0,26.0,24.0,88.0,25.0,50.0,103.0,93.0,107.0,4.0,29.0,20.0,6.0,,6.0,3.0,165.0,639,13.0,20.0,0.16393442622950818,0.16666666666666666,0.6883116883116883,0.375609756097561,0.3333333333333333,0.385,0.4206896551724138,0.35064935064935066,0.4797979797979798,0.41605839416058393,0.5175276752767528,0.4969512195121951,0.41414141414141414,22.629310344827587,0.7045454545454546,0.06421052631578947,0.01668806161745828,0.0691358024691358,0.016230838593327322,0.011320754716981131,0.037800687285223365,0.08527131782945736,0.5,0.26464646464646463,0.46564885496183206,0.5648148148148148,0.16393442622950818,0.19595959595959597,0.32989690721649484,0.36363636363636365,0.12525252525252525,0.46774193548387094,0.47540983606557374,0.06262626262626263,0.4838709677419355,0.4838709677419355,0.8666666666666667,0.3515151515151515,0.3563218390804598,0.36257309941520466,0.6451612903225806,0.2558139534883721,0.2846715328467153,0.38461538461538464,0.3722627737226277,0.3333333333333333,0.6787878787878788,0.3668639053254438,0.5051527663934425,0.49416428571428567,0.48130113636363636,0.06130268199233716,0.09206349206349207,0.291005291005291,6.906206896551724,26.384390243902434,0.2616707616707617,5.0,1.0,7.0,3.0,9.0,7.0,17.0,9.0,8.0,24.0,2.0,44.0,4.0,33.0,3.0,5.0,23.0,1.0,6.0,5.0,2.0,3.0,7.0,9.0,6.0,3.0,5.0,1.0,0.3333333333333333,0.47368421052631576,0.4883720930232558,0.5,0.014634146341463415,0.11379310344827587,0.17557251908396945,0.09278350515463918,0.016129032258064516,0.017241379310344827,0.015873015873015872,0.08679245283018867,0.015151515151515152,0.019157088122605363,0.019762845849802372,0.015267175572519083,0.0625,0.07462686567164178,0.125,0.024,0.09375,0.2413793103448276,0.45454545454545453,0.16279069767441862,0.14285714285714285,1.0,0.3953488372093023,0.4117647058823529,0.8571428571428571,0.06569343065693431,0.3333333333333333,0.014492753623188406,0.07760141093474426,1.0,1.0,0.014705882352941176,,2.0,3.0,,,,,,1.0,1.0,0.01639344262295082,1.0,1.0,True,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,98927.0,1649,195,3107,3106,766,553,375.0,6213,147,246,67.0,36.0,62.0,52.0,110.0,81.0,169.0,,,,1.0,,1.0,280,525,,1.0,121.0,681,3164,91.0,63.0,128.0,,1.0,45.0,171.0,384.0,176.0,,,1.0,,,31.0,55.0,86.0,44.0,11.0,14.0,7.0,10.0,227.0,101.0,271.0,351.0,136.0,487.0,48.0,31.0,17.0,43.0,7.0,25.0,42.0,18.0,85.0,21.0,55.0,162.0,164.0,155.0,9.0,68.0,14.0,6.0,,6.0,5.0,171.0,766,16.0,14.0,0.6857142857142857,0.75,,,,,0.5333333333333333,0.4921875,0.532319391634981,0.4883720930232558,0.5684474123539232,0.5377358490566038,0.0019011406844106464,19.338422391857506,0.5058823529411764,0.2194331983805668,0.09198542805100182,0.21059431524547803,0.09158751696065129,0.08707865168539326,0.1871508379888268,0.21338155515370705,0.8333333333333334,0.467680608365019,0.5975609756097561,0.6901408450704225,0.6258503401360545,0.20912547528517111,0.4727272727272727,0.49523809523809526,0.32129277566539927,0.47928994082840237,0.48214285714285715,,,,,0.0019011406844106464,,,,0.7362637362637363,0.4806201550387597,0.5806451612903226,0.007751937984496124,,0.4695817490494297,,0.48922666666666675,0.51848,0.48811953125,0.11623931623931624,0.11643835616438356,0.2511013215859031,7.330095238095239,42.3,0.24654007080785323,36.0,,,,,,,43.0,,,25.0,111.0,48.0,39.0,,34.0,55.0,25.0,7.0,4.0,11.0,13.0,14.0,22.0,,,6.0,,,0.4725274725274725,0.4725274725274725,0.5235849056603774,,0.07428571428571429,0.13414634146341464,0.045454545454545456,0.005917159763313609,,0.3968253968253968,0.1757188498402556,0.09042553191489362,0.10945273631840796,0.07647058823529412,0.07457627118644068,0.2654320987654321,0.19747899159663865,0.10666666666666667,0.03431372549019608,0.40384615384615385,0.9753086419753086,0.5373134328358209,,,,,,,,,,0.16299559471365638,14.0,4.0,0.14814814814814814,0.25,,23.0,,,,2.0,,1.0,,0.01694915254237288,,,True,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,50897.0,848,125,1642,1622,562,378,222.0,3264,32,76,7.0,7.0,22.0,12.0,40.0,15.0,40.0,3.0,9.0,35.0,108.0,10.0,35.0,59,156,38.0,117.0,51.0,283,1638,13.0,14.0,47.0,11.0,38.0,36.0,97.0,18.0,100.0,87.0,27.0,1.0,107.0,35.0,93.0,39.0,132.0,27.0,12.0,47.0,22.0,24.0,303.0,12.0,44.0,65.0,15.0,80.0,33.0,17.0,16.0,25.0,6.0,19.0,12.0,6.0,37.0,9.0,16.0,39.0,45.0,64.0,,15.0,17.0,3.0,2.0,4.0,3.0,97.0,562,3.0,16.0,0.15254237288135594,0.15517241379310345,0.7631578947368421,0.3247863247863248,0.2894736842105263,0.3275862068965517,0.3782051282051282,0.2978723404255319,0.4249084249084249,0.3588235294117647,0.4639344262295082,0.44907407407407407,0.42857142857142855,18.095238095238095,0.6756756756756757,0.07407407407407407,0.020066889632107024,0.08142493638676845,0.018495684340320593,0.015463917525773196,0.06172839506172839,0.1003584229390681,0.75,0.2783882783882784,0.42105263157894735,0.48484848484848486,0.21875,0.14652014652014653,0.3,0.3157894736842105,0.14652014652014653,0.375,0.38461538461538464,0.03296703296703297,0.3333333333333333,0.3333333333333333,1.0,0.3956043956043956,0.32407407407407407,0.32407407407407407,0.7428571428571429,0.2692307692307692,0.25882352941176473,0.3181818181818182,0.4117647058823529,0.2857142857142857,0.706959706959707,0.32710280373831774,0.5231926470588234,0.50690625,0.4934688235294117,0.052083333333333336,0.08771929824561403,0.34275618374558303,7.0166666666666675,25.46666666666667,0.34226552984165654,2.0,,1.0,1.0,3.0,5.0,12.0,6.0,5.0,13.0,1.0,28.0,2.0,13.0,,3.0,20.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,,1.0,,0.38461538461538464,0.46153846153846156,0.5192307692307693,0.5185185185185185,,0.08333333333333333,0.13157894736842105,0.05,0.025,,0.023255813953488372,0.10416666666666667,0.014084507042253521,0.02564102564102564,0.01764705882352941,0.01775147928994083,0.0392156862745098,0.1069182389937107,0.09090909090909091,0.018633540372670808,,0.13333333333333333,0.2857142857142857,0.038461538461538464,,,0.46153846153846156,0.4166666666666667,1.0,0.03529411764705882,0.3333333333333333,,0.0989399293286219,,1.0,,0.5,1.0,,1.0,1.0,,,,,,,,,True,
