EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,Offensive Fouls,Offensive Fouls Drawn,Fg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,Corner3FGM,PtsAssisted3s,FTDefRebounds,SelfOReb,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,DefFTReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,OffThreePtRebounds,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,FTOffRebounds,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Blocked3s,BlockedCorner3,BlockedLongMidRange,on,PenaltyCorner3FGA,HeaveAttempts,OffensiveGoaltends,PenaltyCorner3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Corner3PctBlocked
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,3108.0,52,-2.0,92,94,15,23,16,186,6.0,9.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,10.0,19.0,1.0,1.0,21.0,94,3.0,6.0,1.0,7.0,2.0,3.0,1.0,1.0,5.0,6.0,14.0,2.0,1.0,3.0,8.0,8.0,5.0,3.0,16.0,5.0,1,10.0,11,5.0,16,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,15,0.3,0.3333333333333333,0.5263157894736842,0.5,0.6666666666666666,0.5,0.5,0.5,0.525,0.5833333333333334,0.625,0.05,0.15789473684210525,0.2222222222222222,0.25,20.869565217391305,0.5,0.3333333333333333,0.10204081632653061,0.08333333333333333,0.2619047619047619,0.08620689655172414,0.18181818181818182,0.0625,0.09090909090909091,0.3333333333333333,0.2857142857142857,0.36363636363636365,0.1,1.0,0.45,0.6666666666666666,0.8571428571428571,0.3333333333333333,0.2,0.5,0.6666666666666666,0.5,0.3,0.3333333333333333,0.3333333333333333,0.05,0.5,0.3333333333333333,0.25,1.0,0.25,0.5,0.46919749999999993,0.4941166666666667,0.4935625,0.05,0.05263157894736842,0.3333333333333333,0.23809523809523808,8.026315789473685,25.9,0.16304347826086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,5492.0,92,-51.0,165,164,14,17,21,329,4.0,4.0,1.0,1.0,,,,4.0,2.0,6.0,1.0,,6.0,14.0,2.0,8.0,23.0,229,1.0,3.0,,2.0,,1.0,,2.0,2.0,8.0,4.0,,1.0,,13.0,21.0,6.0,5.0,50.0,,3,2.0,5,,5,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,5.0,6.0,9.0,10.0,2.0,6.0,,,,,,2.0,14,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.3333333333333333,,0.46875,0.3333333333333333,,0.575,0.3333333333333333,0.5,0.125,,,,11.73469387755102,0.3333333333333333,0.046511627906976744,,0.15,0.07936507936507936,,,,,,0.14285714285714285,0.05263157894736842,0.15384615384615385,,0.25,1.0,1.0,0.5,0.25,,,,0.375,0.3333333333333333,0.3333333333333333,0.0625,0.3333333333333333,1.0,,,,0.375,0.47512499999999996,0.4624,0.3762,0.3,0.3333333333333333,0.08695652173913043,0.08695652173913043,11.264285714285716,24.5,0.08484848484848485,1.0,1.0,1.0,3.0,1.0,8.0,6.0,2.0,2.0,1.0,2.0,0.5,0.5,0.14285714285714285,1.0,0.0625,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201156,1610612764,Nick Young,Nick Young,201156,WAS,6568.0,109,-22.0,201,195,41,53,23,396,2.0,3.0,,,,1.0,5.0,13.0,10.0,17.0,5.0,,17.0,33.0,8.0,7.0,53.0,222,,,2.0,2.0,3.0,7.0,,2.0,8.0,10.0,24.0,,5.0,2.0,7.0,7.0,6.0,1.0,14.0,3.0,2,3.0,6,3.0,9,2.0,2.0,2.0,,2.0,4.0,1.0,6.0,1.0,4.0,8.0,8.0,7.0,1.0,3.0,2.0,2.0,,2.0,2.0,8.0,41,0.29411764705882354,0.29411764705882354,0.5151515151515151,,0.42857142857142855,0.5609756097560976,,0.42857142857142855,0.6022727272727273,1.0,0.5,0.1951219512195122,0.06060606060606061,0.3333333333333333,0.07692307692307693,21.73913043478261,0.3333333333333333,0.05,0.03614457831325301,0.06060606060606061,0.053763440860215055,0.030927835051546393,0.04,0.04,0.030303030303030304,0.0625,0.05555555555555555,0.038461538461538464,0.05,1.0,0.07317073170731707,0.6666666666666666,1.0,,0.3170731707317073,0.38461538461538464,0.4166666666666667,0.4,0.4146341463414634,0.5882352941176471,0.5882352941176471,0.12195121951219512,,,0.14285714285714285,,,0.2682926829268293,0.4254085365853658,,0.3627000000000001,0.06976744186046512,0.08571428571428572,0.03773584905660377,0.1509433962264151,12.733333333333334,24.85,0.20398009950248755,3.0,2.0,4.0,,2.0,,,,,,2.0,0.5,0.5,0.07692307692307693,0.3,0.07317073170731707,0.4,0.4,,0.4,2.0,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.058823529411764705,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,18340.0,306,-101.0,557,552,72,103,71,1109,23.0,43.0,8.0,13.0,1.0,4.0,9.0,22.0,,1.0,,,32.0,66.0,,16.0,80.0,648,9.0,18.0,4.0,22.0,3.0,7.0,,3.0,9.0,42.0,22.0,6.0,,6.0,5.0,6.0,3.0,2.0,13.0,19.0,14,25.0,41,25.0,66,3.0,,8.0,,3.0,10.0,2.0,18.0,3.0,19.0,35.0,26.0,23.0,1.0,11.0,18.0,12.0,6.0,18.0,8.0,9.0,72,0.65625,0.7241379310344828,0.48484848484848486,0.5,0.42857142857142855,0.48484848484848486,0.5,0.42857142857142855,0.5194805194805194,0.5238095238095238,0.5,,0.09090909090909091,0.13953488372093023,,14.637904468412943,0.4444444444444444,0.15060240963855423,0.08085106382978724,0.1590909090909091,0.15354330708661418,0.08532423208191127,0.08333333333333333,0.08571428571428572,0.07526881720430108,0.2033898305084746,0.06666666666666667,0.16129032258064516,0.16666666666666666,0.4444444444444444,0.6515151515151515,0.5348837209302325,0.6216216216216216,0.6521739130434783,0.3333333333333333,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.015151515151515152,,,,0.7222222222222222,0.6153846153846154,0.5714285714285714,0.25,,0.6515151515151515,0.523721212121212,0.5320375,0.4940142857142857,0.14473684210526316,0.14473684210526316,0.275,0.1125,3.539393939393939,,0.12926391382405744,,,,,,1.0,1.0,,,5.0,2.0,,,0.14285714285714285,,,,,0.25,,,,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,,0.16666666666666666,,,,,,6.0,3.0,5.0,2.0,1.0,1.0,1.0,0.10344827586206896,0.08888888888888889,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,12193.0,203,-109.0,371,369,52,79,46,740,15.0,28.0,4.0,7.0,1.0,2.0,4.0,14.0,17.0,46.0,9.0,2.0,36.0,88.0,11.0,17.0,92.0,462,6.0,14.0,,12.0,5.0,9.0,2.0,2.0,12.0,30.0,42.0,2.0,9.0,8.0,13.0,18.0,8.0,3.0,41.0,9.0,7,10.0,17,9.0,26,8.0,5.0,6.0,4.0,3.0,11.0,1.0,17.0,1.0,7.0,16.0,18.0,20.0,2.0,9.0,1.0,1.0,,1.0,1.0,12.0,52,0.4166666666666667,0.42857142857142855,0.4090909090909091,0.42857142857142855,0.5555555555555556,0.3787878787878788,0.4,0.45454545454545453,0.4252336448598131,0.4,0.5,0.1111111111111111,0.09090909090909091,0.10714285714285714,0.2857142857142857,28.211009174311926,0.35294117647058826,0.09803921568627451,0.05357142857142857,0.12962962962962962,0.10897435897435898,0.043689320388349516,0.1111111111111111,0.041666666666666664,0.015151515151515152,0.05405405405405406,0.1,0.14285714285714285,0.17647058823529413,1.0,0.2828282828282828,0.5357142857142857,0.6,0.4666666666666667,0.1414141414141414,0.2857142857142857,0.4,0.5,0.46464646464646464,0.3695652173913043,0.37777777777777777,0.09090909090909091,0.4666666666666667,0.5714285714285714,0.18181818181818182,0.5,0.18181818181818182,0.3939393939393939,0.45931111111111106,0.5045269230769232,0.39453636363636363,0.08490566037735849,0.09473684210526316,0.13043478260869565,0.13043478260869565,11.727272727272727,27.46363636363636,0.14016172506738545,2.0,,1.0,,,5.0,5.0,,2.0,1.0,,0.09090909090909091,0.09090909090909091,0.05,0.35294117647058826,0.020202020202020204,,,0.25,,1.0,3.0,,2.0,2.0,2.0,1.0,1.0,,,1.0,,0.038461538461538464,0.5,0.5,1.0,,,3.0,3.0,2.0,,,,,,,1.0,1.0,3.0,2.0,0.021739130434782608,0.06666666666666667,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,14082.0,235,-80.0,435,435,58,81,52,870,26.0,45.0,4.0,9.0,4.0,12.0,8.0,26.0,11.0,23.0,23.0,3.0,45.0,94.0,26.0,25.0,139.0,508,4.0,13.0,3.0,14.0,7.0,16.0,3.0,6.0,23.0,64.0,26.0,2.0,23.0,6.0,14.0,17.0,7.0,3.0,37.0,12.0,12,19.0,37,16.0,53,8.0,5.0,9.0,,6.0,3.0,1.0,12.0,,9.0,15.0,21.0,28.0,4.0,16.0,2.0,1.0,1.0,2.0,1.0,23.0,58,0.7111111111111111,0.7272727272727273,0.4787234042553192,0.3076923076923077,0.4375,0.475,0.39285714285714285,0.4473684210526316,0.5265151515151515,0.4375,0.5,0.21666666666666667,0.06382978723404255,0.08888888888888889,0.07692307692307693,28.628230616302186,0.75,0.14074074074074075,0.06741573033707865,0.17391304347826086,0.15196078431372548,0.06607929515418502,0.1,0.05660377358490566,0.046153846153846156,0.14,0.1282051282051282,0.15217391304347827,0.13333333333333333,0.5,0.375,0.5777777777777777,0.6341463414634146,0.7307692307692307,0.21666666666666667,0.3076923076923077,0.3333333333333333,0.375,0.19166666666666668,0.4782608695652174,0.4782608695652174,0.19166666666666668,0.6428571428571429,0.4444444444444444,0.631578947368421,0.3333333333333333,0.15789473684210525,0.5916666666666667,0.505075,0.5702535714285714,0.5558078947368421,0.12121212121212122,0.1509433962264151,0.10071942446043165,0.16546762589928057,7.682978723404255,25.538461538461533,0.13333333333333333,3.0,8.0,8.0,,8.0,3.0,2.0,1.0,4.0,1.0,,0.3076923076923077,0.3076923076923077,0.25,0.9090909090909091,0.025,0.34782608695652173,0.34782608695652173,0.5,0.34782608695652173,,24.0,6.0,7.0,1.0,1.0,3.0,,1.0,,1.0,0.6,0.11475409836065574,,,,1.0,3.0,3.0,3.0,,,,,0.061224489795918366,0.02564102564102564,0.2,1.0,1.0,,,,0.07142857142857142,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,1.0,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,10623.0,177,-65.0,326,322,43,51,40,648,2.0,4.0,,1.0,1.0,1.0,1.0,4.0,7.0,21.0,16.0,1.0,10.0,29.0,22.0,3.0,47.0,397,2.0,3.0,,7.0,1.0,3.0,1.0,1.0,3.0,6.0,14.0,,16.0,,14.0,17.0,4.0,9.0,37.0,2.0,3,4.0,7,2.0,9,4.0,3.0,3.0,,3.0,2.0,1.0,5.0,2.0,4.0,7.0,9.0,7.0,1.0,4.0,,,,,,3.0,43,0.3,0.3,0.3448275862068966,0.6666666666666666,0.3333333333333333,0.43137254901960786,0.875,0.25,0.4351851851851852,0.875,0.3,0.43137254901960786,,,,15.567282321899736,0.6,0.04,0.015503875968992248,0.058823529411764705,0.046357615894039736,0.011764705882352941,,0.02702702702702703,0.019230769230769232,0.022727272727272728,0.041666666666666664,0.0625,0.08571428571428572,,0.0784313725490196,0.5,0.5,,0.0784313725490196,0.25,0.25,,0.4117647058823529,0.3333333333333333,0.3333333333333333,0.3137254901960784,0.25,,0.25,1.0,0.25,0.5098039215686274,0.4847519607843137,0.5615833333333333,0.430775,0.07407407407407407,0.125,0.14893617021276595,0.06382978723404255,14.696551724137931,25.254545454545454,0.13190184049079753,6.0,7.0,8.0,,7.0,3.0,2.0,1.0,1.0,,1.0,0.36363636363636365,0.36363636363636365,,0.42857142857142855,0.11764705882352941,0.4375,0.4375,,0.4375,1.0,24.0,,1.0,,,,,,,1.0,,0.030303030303030304,0.16666666666666666,0.16666666666666666,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,0.25,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,
2229,1610612764,Mike James,Mike James,2229,WAS,3148.0,52,-8.0,93,93,9,25,14,186,2.0,5.0,,1.0,1.0,1.0,1.0,5.0,3.0,7.0,2.0,,6.0,17.0,3.0,2.0,17.0,99,,2.0,,,1.0,2.0,,,2.0,6.0,6.0,,2.0,1.0,5.0,5.0,5.0,,10.0,2.0,1,1.0,2,2.0,4,1.0,1.0,,,,2.0,,2.0,,1.0,3.0,3.0,2.0,,1.0,,,,,,2.0,9,0.5,0.5,0.35294117647058826,,0.5,0.375,,0.5,0.40476190476190477,,0.5,0.15,0.058823529411764705,0.2,,21.10091743119266,,0.037037037037037035,0.041666666666666664,0.08333333333333333,0.05128205128205128,0.03773584905660377,0.058823529411764705,0.058823529411764705,,,,0.08333333333333333,0.1111111111111111,,0.25,0.4,0.5,1.0,0.25,0.2,0.2,,0.35,0.42857142857142855,0.42857142857142855,0.1,0.5,,0.5,1.0,,0.4,0.49313684210526315,0.4603,0.6455,0.047619047619047616,0.05555555555555555,,0.11764705882352941,11.152941176470588,27.933333333333337,0.0967741935483871,1.0,1.0,1.0,,1.0,,,,,1.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.05,0.5,0.5,,0.5,,3.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,6570.0,110,-32.0,197,193,23,29,27,390,4.0,8.0,,1.0,1.0,1.0,2.0,9.0,6.0,16.0,11.0,2.0,12.0,33.0,12.0,,33.0,211,2.0,6.0,,4.0,2.0,6.0,2.0,,4.0,12.0,12.0,,11.0,3.0,12.0,15.0,6.0,2.0,33.0,2.0,1,6.0,7,2.0,9,3.0,2.0,4.0,2.0,3.0,6.0,,10.0,2.0,2.0,4.0,,,,,,,,,,4.0,23,0.5,0.5,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.36666666666666664,0.3333333333333333,0.25,0.36666666666666664,0.3333333333333333,0.25,0.26666666666666666,0.09090909090909091,0.125,0.1111111111111111,23.91304347826087,0.4,0.09523809523809523,0.024096385542168676,0.030303030303030304,0.07291666666666667,0.018691588785046728,,,0.05555555555555555,0.13636363636363635,0.09090909090909091,0.05263157894736842,,,0.17777777777777778,0.5,0.5714285714285714,0.25,0.2,0.2222222222222222,0.25,1.0,0.35555555555555557,0.375,0.4,0.24444444444444444,0.16666666666666666,,0.125,1.0,0.25,0.4444444444444444,0.4800411111111111,0.4521,0.49713125,,,0.12121212121212122,0.12121212121212122,12.142424242424244,25.566666666666663,0.116751269035533,1.0,2.0,3.0,3.0,2.0,3.0,3.0,,4.0,,,0.25,0.25,0.1,0.5,0.022222222222222223,0.18181818181818182,0.18181818181818182,,0.18181818181818182,1.0,6.0,,,3.0,,,,,,0.6666666666666666,,,1.0,1.0,1.0,0.5,,1.0,1.0,,,,,,,,,,1.0,,0.0625,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,3763.0,63,-6.0,114,116,14,28,17,230,3.0,7.0,,,,2.0,,,2.0,7.0,,,5.0,14.0,,1.0,11.0,125,,,,,,3.0,,,,8.0,2.0,,,2.0,6.0,6.0,3.0,2.0,12.0,1.0,3,7.0,11,2.0,13,,,,,,1.0,,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,,14,0.8,0.8,0.35714285714285715,,,0.35714285714285715,,,0.39285714285714285,,,,0.14285714285714285,0.2857142857142857,,11.363636363636363,,0.19444444444444445,0.02127659574468085,0.2,0.19607843137254902,0.03636363636363636,,0.07692307692307693,,,0.4444444444444444,0.15789473684210525,0.23076923076923078,0.8,0.5,0.42857142857142855,0.6,0.6666666666666666,,,,,0.5,0.2857142857142857,0.2857142857142857,,,,0.6666666666666666,,,0.5,0.49575,,0.5253,0.07142857142857142,0.07142857142857142,,,10.371428571428572,,0.12280701754385964,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,0.3333333333333333,,,,,,1.0,,,,,,,0.125,0.2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,
