EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,BlockedShortMidRange,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,Clear Path Fouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,on,Fg3aBlocked,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Defensive 3 Seconds Violations,OffensiveGoaltends,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,7016.0,117,-17.0,238,236,57,69.0,22.0,474,6.0,12.0,1.0,3.0,1.0,5.0,8.0,7.0,13.0,3.0,3.0,3.0,16.0,2.0,1.0,4.0,18.0,33.0,6.0,19.0,14.0,68.0,250,1.0,4.0,2.0,2.0,6.0,11.0,1.0,4.0,3.0,18.0,12.0,24.0,18.0,16.0,3.0,6.0,9.0,15.0,8.0,1.0,6.0,39.0,3.0,2.0,3.0,10.0,13.0,5.0,18.0,10.0,8.0,2.0,5.0,4.0,4.0,4.0,1.0,9.0,1.0,4.0,11.0,17.0,1.0,20.0,2.0,1.0,7.0,1.0,2.0,1.0,18.0,57,3.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3157894736842105,0.25,0.3157894736842105,0.5454545454545454,0.25,0.5454545454545454,0.5192307692307693,0.1666666666666666,0.5,0.5583333333333333,0.1666666666666666,0.5,0.3653846153846153,26.23574144486692,0.5555555555555556,0.1351351351351351,0.0294117647058823,0.1071428571428571,0.0576923076923076,0.1274509803921568,0.0416666666666666,0.0384615384615384,0.0416666666666666,0.088235294117647,0.12,0.2333333333333333,0.15,0.2307692307692307,0.5,0.5,0.5,0.1538461538461538,0.625,0.625,0.4,0.25,0.5384615384615384,0.5384615384615384,0.1428571428571428,0.0576923076923076,1.0,1.0,1.0,0.3076923076923077,0.1875,0.1875,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0666666666666666,0.2666666666666666,0.25,0.5961538461538461,0.1875,0.4966441176470587,0.4346833333333333,0.4178892857142857,0.1379310344827586,0.1842105263157894,0.05,0.0294117647058823,0.2647058823529412,9.303030303030305,25.926315789473684,0.2394957983193277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,9485.0,158,-31.0,325,328,79,94.0,37.0,653,22.0,36.0,7.0,10.0,14.0,3.0,8.0,3.0,6.0,,,,,,,,28.0,50.0,,,17.0,73.0,367,7.0,11.0,,16.0,10.0,18.0,,,7.0,27.0,38.0,18.0,,,,4.0,6.0,10.0,3.0,3.0,4.0,26.0,6.0,11.0,8.0,23.0,32.0,17.0,49.0,5.0,4.0,1.0,3.0,1.0,2.0,6.0,1.0,9.0,2.0,7.0,14.0,17.0,,25.0,3.0,,13.0,,1.0,,27.0,79,2.0,1.0,0.6785714285714286,0.8636363636363636,,,,,0.56,0.6363636363636364,0.5555555555555556,0.56,0.6363636363636364,0.5555555555555556,0.5983606557377049,0.6153846153846154,0.6136363636363636,,19.07356948228883,0.3333333333333333,0.2323232323232323,0.125,0.2424242424242424,0.0845070422535211,0.2348484848484848,0.1069182389937107,0.1764705882352941,0.0625,0.109090909090909,0.3333333333333333,0.2,0.1904761904761904,0.72,0.6111111111111112,0.7096774193548387,0.5909090909090909,0.16,0.375,0.375,1.0,0.12,0.5,0.5,1.0,,,,,,,,,0.9090909090909092,0.7,,0.7777777777777778,,,0.72,,0.5576000000000001,0.574425,0.5686111111111112,0.2166666666666666,0.2166666666666666,,0.2191780821917808,0.3698630136986301,3.634,,0.243076923076923,8.0,2.0,12.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1,0.1388888888888889,0.2,0.1363636363636363,0.1851851851851851,0.3333333333333333,0.1764705882352941,1.0,0.1428571428571428,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101194,1610612752,Anthony Roberson,Anthony Roberson,101194,NYK,15194.0,253,-56.0,517,515,132,153.0,61.0,1032,6.0,7.0,,,2.0,1.0,5.0,8.0,20.0,8.0,29.0,16.0,42.0,3.0,7.0,16.0,15.0,32.0,24.0,71.0,5.0,107.0,575,3.0,3.0,4.0,12.0,7.0,9.0,8.0,21.0,,38.0,16.0,14.0,63.0,41.0,16.0,15.0,4.0,19.0,3.0,1.0,8.0,42.0,1.0,2.0,3.0,8.0,11.0,4.0,15.0,10.0,6.0,4.0,5.0,,4.0,2.0,1.0,7.0,,6.0,18.0,7.0,1.0,5.0,,1.0,2.0,,,,38.0,132,5.0,,0.5333333333333333,0.5333333333333333,0.875,0.3380281690140845,0.3809523809523809,0.3428571428571428,0.46875,1.0,0.7777777777777778,0.4951456310679611,0.8571428571428571,0.6333333333333333,0.5047619047619047,0.8571428571428571,0.6333333333333333,0.6893203883495146,19.112627986348123,0.7142857142857143,0.0484848484848484,0.0136054421768707,0.0535714285714285,0.008695652173913,0.0497737556561085,0.0114503816793893,0.0185185185185185,0.0192307692307692,0.0117647058823529,,0.0779220779220779,0.054054054054054,0.0679611650485436,0.8571428571428571,1.0,0.5,0.0485436893203883,0.2,0.2,1.0,0.1941747572815534,0.4,0.4,0.5,0.2815533980582524,0.2758620689655172,0.2758620689655172,1.0,0.4077669902912621,0.3809523809523809,0.3809523809523809,0.8125,,,0.4285714285714285,0.0666666666666666,0.5333333333333333,0.4375,0.7572815533980582,0.3902439024390244,0.5195509803921569,0.4528125,0.4979913793103447,0.019047619047619,0.0588235294117647,,0.1121495327102803,0.3551401869158878,12.874999999999998,24.92957746478873,0.2553191489361702,2.0,,,1.0,,,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,0.03125,0.1428571428571428,,,0.0465116279069767,0.0526315789473684,,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,2.0,9.0,1.0,3.0,4.0,1.0,1.0,0.5,0.0588235294117647,0.1428571428571428,1.0,1.0,0.3333333333333333,1.0,0.1666666666666666,0.2,,,,,,,True,,,,,,,,,,,,,
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,5696.0,95,-36.0,190,192,37,53.0,25.0,382,8.0,10.0,,1.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,13.0,1.0,1.0,2.0,10.0,19.0,5.0,17.0,6.0,41.0,216,,1.0,2.0,,2.0,3.0,1.0,3.0,3.0,10.0,10.0,10.0,15.0,13.0,4.0,5.0,2.0,7.0,2.0,,2.0,16.0,1.0,2.0,3.0,11.0,17.0,3.0,20.0,2.0,2.0,,4.0,1.0,,4.0,4.0,8.0,,3.0,10.0,7.0,1.0,9.0,1.0,,4.0,,1.0,,10.0,37,,1.0,0.5,0.5,1.0,0.2941176470588235,0.3333333333333333,0.2941176470588235,0.5263157894736842,,0.6666666666666666,0.4861111111111111,,0.5833333333333334,0.5125,,0.625,0.4722222222222222,21.91780821917808,0.5,0.180327868852459,0.04,0.1428571428571428,0.0208333333333333,0.1707317073170731,0.0306122448979591,0.0588235294117647,0.0454545454545454,0.0263157894736842,0.2142857142857142,0.15625,0.1818181818181818,0.2777777777777778,0.8,0.8,0.5,0.1388888888888889,0.2,0.25,1.0,0.1111111111111111,0.25,0.25,,0.1111111111111111,0.25,0.25,1.0,0.3611111111111111,0.3076923076923077,0.3076923076923077,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.75,0.3076923076923077,0.5357305555555556,0.60165,0.5857333333333333,0.1025641025641025,0.1818181818181818,,,0.2439024390243902,6.363157894736842,25.34705882352941,0.1947368421052631,2.0,,,1.0,3.0,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,,0.0526315789473684,,0.75,,0.2,0.1,0.05,,,1.0,,1.0,,1.0,,,,,1.0,2.0,,,,,0.3333333333333333,,,,,0.1666666666666666,,2.0,1.0,0.2,,,,True,,,,,,,,,,,,,
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,8950.0,149,-46.0,304,302,92,61.0,39.0,606,13.0,19.0,2.0,4.0,7.0,5.0,13.0,2.0,11.0,2.0,6.0,4.0,18.0,2.0,,3.0,20.0,43.0,6.0,24.0,7.0,65.0,345,2.0,5.0,2.0,7.0,6.0,14.0,1.0,5.0,2.0,17.0,12.0,28.0,18.0,18.0,4.0,6.0,4.0,10.0,3.0,1.0,1.0,24.0,4.0,6.0,6.0,12.0,19.0,10.0,29.0,3.0,1.0,2.0,9.0,,7.0,,2.0,9.0,,9.0,14.0,4.0,,7.0,1.0,,4.0,,,,17.0,92,2.0,,0.3,0.3,1.0,0.25,0.2,0.25,0.4651162790697674,0.4,0.4285714285714285,0.4328358208955223,0.5,0.3947368421052631,0.4642857142857143,0.5,0.425,0.3582089552238806,22.636103151862464,1.0,0.1237113402061855,0.0659340659340659,0.2307692307692307,0.0625,0.1463414634146341,0.064516129032258,0.1,0.03125,0.0833333333333333,0.1923076923076923,0.1219512195121951,0.2352941176470588,0.2835820895522388,0.6842105263157895,0.7647058823529411,0.3076923076923077,0.1940298507462686,0.3846153846153846,0.3846153846153846,0.4,0.1641791044776119,0.1818181818181818,0.1818181818181818,,0.0895522388059701,0.3333333333333333,0.3333333333333333,1.0,0.2686567164179104,0.2222222222222222,0.2222222222222222,1.0,0.5714285714285714,0.5,0.2857142857142857,0.3684210526315789,0.1578947368421052,,0.6417910447761194,0.2222222222222222,0.5138738805970148,0.5277333333333333,0.5062131578947369,0.0571428571428571,0.0869565217391304,,0.1076923076923077,0.2615384615384615,7.181395348837208,24.85833333333333,0.3026315789473684,5.0,,,2.0,1.0,2.0,,2.0,,,,4.0,4.0,4.0,2.0,0.0465116279069767,0.1052631578947368,0.2,0.0689655172413793,0.0666666666666666,0.2222222222222222,0.0512820512820512,0.5,0.5,0.7142857142857143,,,1.0,2.0,1.0,1.0,,,,5.0,,,0.5,,,,,0.5,1.0,0.1052631578947368,0.5,,,,,,,True,,,,,,,,,,,,,
1733,1610612752,Al Harrington,Al Harrington,1733,NYK,5514.0,92,-28.0,193,192,30,35.0,25.0,385,9.0,16.0,1.0,2.0,3.0,1.0,4.0,2.0,6.0,,,5.0,14.0,1.0,,3.0,12.0,26.0,5.0,14.0,7.0,46.0,210,1.0,2.0,1.0,2.0,1.0,4.0,,3.0,,2.0,10.0,14.0,12.0,14.0,5.0,,2.0,2.0,1.0,1.0,,6.0,3.0,1.0,4.0,10.0,14.0,4.0,18.0,3.0,2.0,1.0,5.0,1.0,4.0,6.0,1.0,11.0,2.0,4.0,9.0,11.0,,7.0,1.0,,4.0,,,,2.0,30,,,0.4166666666666667,0.4166666666666667,0.8,0.3571428571428571,,0.3571428571428571,0.4615384615384615,0.5,0.25,0.4875,0.3333333333333333,0.1428571428571428,0.5348837209302325,0.3333333333333333,0.1428571428571428,0.35,24.545454545454543,0.4545454545454545,0.1639344262295081,0.0166666666666666,0.1904761904761904,0.0681818181818181,0.1707317073170731,0.0384615384615384,,,0.088235294117647,0.1666666666666666,0.1470588235294117,0.1333333333333333,0.4,0.5625,0.6428571428571429,0.5555555555555556,0.1,0.25,0.25,,0.15,0.3333333333333333,0.4,,,,,,0.35,0.3571428571428571,0.3571428571428571,0.8,0.6666666666666666,0.5,0.3333333333333333,0.4285714285714285,0.4285714285714285,,0.75,0.3571428571428571,0.5155412499999998,0.52285,0.4977642857142857,0.0930232558139534,0.1379310344827586,,0.0434782608695652,0.0434782608695652,5.6923076923076925,25.707142857142856,0.155440414507772,1.0,,,3.0,,1.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,0.1153846153846153,0.125,,0.0714285714285714,0.2,0.3333333333333333,0.05,1.0,,0.3333333333333333,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.1666666666666666,,,True,,,,,,,,,,,,,
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,1873.0,31,-7.0,63,65,18,20.0,3.0,128,3.0,6.0,,,2.0,,,,,,,,1.0,,,1.0,3.0,6.0,,1.0,2.0,8.0,70,,,,,1.0,2.0,,1.0,,2.0,2.0,4.0,,1.0,,2.0,4.0,6.0,1.0,3.0,1.0,16.0,,,2.0,,2.0,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,2.0,2.0,4.0,,5.0,1.0,,3.0,,,,2.0,18,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,0.5,0.4285714285714285,,0.3333333333333333,0.4444444444444444,,0.3333333333333333,0.1428571428571428,15.15151515151515,1.0,,,0.4,,0.0833333333333333,,,,,,,0.6666666666666666,0.8571428571428571,0.5,0.6,0.3333333333333333,,,,,,,,,,,,,0.1428571428571428,,,,,,,0.6666666666666666,0.3333333333333333,,1.0,,0.6769928571428572,,0.6558499999999999,0.3333333333333333,0.375,,,0.25,0.35,27.2,0.2857142857142857,1.0,,,1.0,,,,,,,,,,,,0.1666666666666666,0.1666666666666666,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201568,1610612752,Danilo Gallinari,Danilo Gallinari,201568,NYK,523.0,9,-14.0,19,18,7,3.0,1.0,37,,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,3.0,,1.0,2.0,2.0,27,,1.0,,,,,,,2.0,2.0,,,,1.0,,,1.0,1.0,1.0,,,3.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,2.0,7,,1.0,,,,,,,,,,,,,0.2,,1.0,0.25,25.0,,,,,0.2,,0.1,,,0.25,,,,0.25,,,,0.25,,,,0.25,,,,,,,,0.25,,,,1.0,,,,,,0.5,,0.502575,,,,,,,1.0,9.7,25.3,0.3684210526315789,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,4880.0,81,-14.0,167,163,32,53.0,25.0,330,5.0,7.0,1.0,2.0,1.0,1.0,1.0,,3.0,2.0,3.0,6.0,11.0,,1.0,2.0,6.0,11.0,8.0,14.0,1.0,37.0,195,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,9.0,8.0,4.0,24.0,9.0,6.0,,2.0,2.0,2.0,,,6.0,2.0,3.0,2.0,7.0,9.0,5.0,14.0,4.0,2.0,2.0,,,,2.0,,2.0,,1.0,3.0,1.0,,2.0,,,1.0,,,,9.0,32,,,0.6666666666666666,0.8,1.0,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.5,1.0,0.72,0.5,1.0,0.7115384615384616,0.5,0.9,0.56,14.507772020725389,,0.1296296296296296,0.0681818181818181,0.0909090909090909,0.0526315789473684,0.1184210526315789,0.0609756097560975,0.0526315789473684,0.0625,0.064516129032258,0.2307692307692307,0.1111111111111111,0.1333333333333333,0.28,0.7142857142857143,0.8333333333333334,0.6,0.04,1.0,1.0,1.0,0.12,,,,0.12,0.6666666666666666,0.6666666666666666,1.0,0.44,0.5454545454545454,0.5454545454545454,1.0,1.0,0.5,,0.25,0.5,0.5,0.84,0.6666666666666666,0.5155869565217391,0.5607,0.5316833333333334,0.0384615384615384,0.0833333333333333,,0.054054054054054,0.2432432432432432,6.290909090909091,27.50714285714286,0.1916167664670658,1.0,,2.0,1.0,,,,,,1.0,,,,,,0.0909090909090909,0.1428571428571428,,0.1111111111111111,0.0714285714285714,,,,,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,0.25,1.0,,,,,1.0,,True,,,,,,,,,,,,,
2216,1610612752,Zach Randolph,Zach Randolph,2216,NYK,2042.0,34,10.0,70,71,12,22.0,5.0,141,2.0,4.0,1.0,2.0,,1.0,4.0,1.0,2.0,1.0,2.0,,1.0,,,,4.0,10.0,1.0,3.0,4.0,15.0,74,1.0,2.0,,5.0,,1.0,,,,,4.0,4.0,,1.0,,1.0,,1.0,,,1.0,2.0,,3.0,1.0,5.0,9.0,3.0,12.0,3.0,1.0,2.0,2.0,,1.0,,1.0,2.0,2.0,,2.0,3.0,,5.0,1.0,,3.0,,,,,12,1.0,,0.5,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,0.4,0.5,,0.4230769230769231,0.5,,0.5,0.8333333333333334,,0.2307692307692307,22.36842105263158,1.0,0.2941176470588235,0.1875,0.1666666666666666,,0.2608695652173913,0.0909090909090909,0.2,,,0.2,0.2222222222222222,0.25,0.3076923076923077,0.5,0.6666666666666666,0.5,0.3076923076923077,0.25,0.3333333333333333,,0.1538461538461538,0.5,0.5,1.0,0.1538461538461538,0.5,0.5,,0.0769230769230769,,,,1.0,0.5,,,,,0.5384615384615384,,0.4691807692307692,0.53825,0.4039,0.2,0.25,,0.3333333333333333,,5.97,24.5,0.1714285714285714,,3.0,2.0,2.0,3.0,1.0,,,,,,1.0,,1.0,,0.2,0.25,1.0,0.2857142857142857,0.6666666666666666,,0.1666666666666666,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,0.25,,,,True,,,,,,,,,,,,,
