EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,HeaveAttempts,Travels,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,SecondChanceCorner3FGM,HeaveMakes,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,12051.0,201,37,369,364,116,134,40,733,14.0,24,2.0,5.0,7.0,11,3.0,9,9.0,19.0,1.0,1.0,1.0,1.0,12.0,28.0,1.0,1.0,6.0,26.0,52,13.0,29.0,36,127,396,5.0,8.0,1.0,2.0,12.0,10.0,18,2.0,7.0,22.0,48,6.0,46.0,18.0,21.0,2.0,28.0,12.0,2.0,23.0,13.0,36.0,8.0,5.0,13.0,3.0,7.0,85.0,1.0,2.0,1.0,6.0,14.0,3.0,23,4.0,27,1.0,7.0,5.0,2.0,9,1.0,6.0,4.0,3.0,13,4.0,9,15,3.0,30,40,4.0,2.0,16,5.0,5.0,5.0,5.0,3.0,48,116,2.0,5.0,0.11538461538461539,0.12,0.46153846153846156,0.4482758620689655,0.2857142857142857,0.4482758620689655,0.5,0.625,0.5555555555555556,0.5617283950617284,0.5555555555555556,0.52,0.6377551020408163,0.6111111111111112,0.6857142857142857,0.35802469135802467,0.038461538461538464,0.08333333333333333,26.241134751773046,0.6923076923076923,0.15,0.125,0.10687022900763359,0.01680672268907563,0.15,0.021739130434782608,0.11695906432748537,0.01818181818181818,0.0196078431372549,0.02702702702702703,0.034482758620689655,0.10416666666666667,0.19230769230769232,0.07017543859649122,0.10714285714285714,0.25,0.02564102564102564,0.6,0.2962962962962963,0.5833333333333334,0.6363636363636364,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2345679012345679,0.47368421052631576,0.47368421052631576,0.1111111111111111,0.012345679012345678,1.0,1.0,1.0,0.345679012345679,0.42857142857142855,0.42857142857142855,0.4166666666666667,0.5555555555555556,0.4,0.1111111111111111,0.44,0.6363636363636364,0.04,1.0,0.24,0.16666666666666666,0.654320987654321,0.42857142857142855,0.4880777777777776,0.4464833333333333,0.485652,0.17204301075268819,0.25,0.09448818897637795,0.3779527559055118,8.244230769230768,26.010344827586206,0.3143631436314363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,14427.0,240,-22,426,429,101,110,48,855,19.0,33,7.0,15.0,2.0,4,4.0,10,,3.0,,,,,,,,,,23.0,46,,,6,52,490,7.0,16.0,,3.0,17.0,4.0,7,,,2.0,10,34.0,12.0,,,10.0,,,5.0,6.0,3.0,9.0,2.0,1.0,5.0,,1.0,21.0,4.0,20.0,,16.0,26.0,10.0,52,24.0,76,1.0,7.0,5.0,2.0,4,1.0,3.0,3.0,1.0,7,3.0,17,26,1.0,14,14,2.0,,7,1.0,12.0,9.0,12.0,7.0,10,101,1.0,1.0,0.7391304347826086,0.9444444444444444,,,,,0.5,0.4375,0.5714285714285714,0.5,0.4375,0.5714285714285714,0.5,0.4722222222222222,0.5555555555555556,,0.10869565217391304,0.12121212121212122,12.266112266112268,0.5714285714285714,0.43478260869565216,,0.17567567567567569,0.13333333333333333,0.2857142857142857,0.08333333333333333,0.20588235294117646,0.12121212121212122,0.2542372881355932,0.05714285714285714,0.06060606060606061,0.1,0.1111111111111111,0.2535211267605634,0.2777777777777778,0.3,0.05555555555555555,0.5833333333333334,0.717391304347826,0.5757575757575758,0.6551724137931034,0.6842105263157895,0.21739130434782608,0.4,0.4444444444444444,0.06521739130434782,,,,,,,,,,,,0.9375,0.4666666666666667,,0.5714285714285714,0.5,,,,,0.717391304347826,,0.5268173913043478,0.5709714285714286,0.5417,0.13725490196078433,0.13725490196078433,0.3269230769230769,0.19230769230769232,3.1239130434782605,,0.23708920187793428,1.0,3.0,6.0,1.0,3.0,1.0,1.0,0.1,0.047619047619047616,0.13333333333333333,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201146,1610612751,Yi Jianlian,Yi Jianlian,201146,NJN,7280.0,121,-31,222,221,96,103,31,443,6.0,13,1.0,3.0,4.0,4,1.0,4,4.0,15.0,2.0,2.0,,,2.0,10.0,1.0,2.0,6.0,11.0,32,4.0,12.0,18,52,260,1.0,4.0,1.0,5.0,7.0,6.0,10,2.0,6.0,11.0,29,16.0,6.0,12.0,,2.0,10.0,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,4.0,,3.0,13.0,4.0,20,5.0,25,,2.0,2.0,,3,1.0,,2.0,3.0,5,2.0,8,13,,14,21,1.0,,5,6.0,9.0,8.0,9.0,5.0,29,96,2.0,5.0,0.7272727272727273,0.8,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34375,0.25,0.6,0.38636363636363635,0.2,0.5625,0.48148148148148145,0.4375,0.6304347826086957,0.2727272727272727,0.03125,0.07692307692307693,22.519083969465647,0.6,0.4,,0.18309859154929578,0.043010752688172046,0.12,0.041666666666666664,0.16666666666666666,0.042735042735042736,0.02857142857142857,0.03333333333333333,,0.14285714285714285,0.23529411764705882,0.19230769230769232,0.05263157894736842,0.3333333333333333,,0.5555555555555556,0.29545454545454547,0.46153846153846156,0.5,0.5,0.09090909090909091,0.25,0.25,0.3409090909090909,0.26666666666666666,0.26666666666666666,1.0,0.045454545454545456,1.0,1.0,1.0,0.22727272727272727,0.2,0.2,1.0,0.6,0.3333333333333333,0.2,0.25,1.0,,,0.375,0.3333333333333333,0.5681818181818182,0.2,0.48007727272727274,0.4836666666666667,0.5032156249999999,0.10416666666666667,0.1388888888888889,0.1346153846153846,0.5576923076923077,9.821875,24.874999999999996,0.43243243243243246,2.0,1.0,4.0,,1.0,,,,0.07142857142857142,0.25,1.0,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201604,1610612751,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,NJN,35067.0,584,37,1075,1071,350,344,123,2146,51.0,87,9.0,14.0,13.0,23,13.0,37,14.0,40.0,3.0,9.0,1.0,6.0,,3.0,,,1.0,78.0,164,3.0,12.0,51,216,1133,10.0,18.0,,2.0,22.0,21.0,45,1.0,7.0,24.0,69,74.0,82.0,9.0,,12.0,2.0,,15.0,34.0,18.0,52.0,8.0,10.0,20.0,4.0,10.0,122.0,,13.0,1.0,9.0,26.0,1.0,36,14.0,50,3.0,12.0,6.0,6.0,20,2.0,12.0,11.0,8.0,31,8.0,22,34,1.0,44,62,5.0,1.0,27,6.0,7.0,3.0,7.0,3.0,69,350,2.0,5.0,0.47435897435897434,0.5138888888888888,1.0,0.25,0.14285714285714285,0.2727272727272727,0.47560975609756095,0.5555555555555556,0.4666666666666667,0.46875,0.5555555555555556,0.4326923076923077,0.5294117647058824,0.5789473684210527,0.5227272727272727,0.06818181818181818,0.09146341463414634,0.14942528735632185,19.024390243902438,0.6451612903225806,0.02,0.03333333333333333,0.07222222222222222,0.03316326530612245,0.06818181818181818,,0.07113821138211382,0.02564102564102564,0.034722222222222224,0.03225806451612903,,0.06569343065693431,0.07317073170731707,0.07801418439716312,0.043010752688172046,0.1282051282051282,0.0379746835443038,0.42857142857142855,0.4943181818181818,0.5862068965517241,0.6891891891891891,0.5294117647058824,0.21022727272727273,0.35135135135135137,0.37142857142857144,0.22727272727272727,0.35,0.35,0.21428571428571427,0.05113636363636364,0.3333333333333333,0.3333333333333333,1.0,0.017045454545454544,,,,0.7777777777777778,0.6428571428571429,,0.4423076923076923,0.5652173913043478,0.11538461538461539,0.16666666666666666,0.019230769230769232,,0.5625,,0.49929399999999996,0.5206470588235294,0.4927480392156863,0.13636363636363635,0.14516129032258066,0.10185185185185185,0.3194444444444444,6.582317073170731,27.566666666666666,0.32558139534883723,2.0,,1.0,1.0,1.0,,,0.05405405405405406,0.03225806451612903,,0.5384615384615384,0.1111111111111111,3.0,,1.0,2.0,3.0,,,,,,,,,,,,,True,,,,,,,,,,,,,
2039,1610612751,Keyon Dooling,Keyon Dooling,2039,NJN,18252.0,304,-35,556,550,149,164,58,1106,16.0,24,3.0,3.0,2.0,3,8.0,15,9.0,29.0,3.0,3.0,2.0,2.0,11.0,25.0,1.0,3.0,7.0,33.0,68,14.0,28.0,33,141,623,3.0,5.0,1.0,4.0,13.0,6.0,12,5.0,9.0,14.0,41,12.0,54.0,30.0,12.0,2.0,23.0,11.0,3.0,43.0,14.0,57.0,10.0,4.0,24.0,8.0,11.0,128.0,,3.0,,4.0,12.0,1.0,17,3.0,20,,8.0,3.0,5.0,10,4.0,6.0,9.0,4.0,19,4.0,3,15,2.0,38,40,4.0,1.0,14,7.0,1.0,,1.0,1.0,41,149,1.0,7.0,0.18181818181818182,0.1875,0.7142857142857143,0.5,0.5555555555555556,0.5384615384615384,0.4852941176470588,0.6,0.5,0.5625,0.75,0.6428571428571429,0.6238938053097345,0.8125,0.6833333333333333,0.2916666666666667,0.04411764705882353,0.041666666666666664,21.153846153846153,0.5263157894736842,0.045454545454545456,,0.0670391061452514,0.015544041450777202,0.06666666666666667,,0.06694560669456066,0.011764705882352941,0.014705882352941176,,,0.029411764705882353,0.07894736842105263,0.0958904109589041,0.046511627906976744,0.11764705882352941,,1.0,0.25,0.6666666666666666,0.6956521739130435,0.3125,0.15625,0.5333333333333333,0.5714285714285714,0.3020833333333333,0.3103448275862069,0.32142857142857145,0.1111111111111111,0.03125,1.0,1.0,1.0,0.2604166666666667,0.44,0.44,0.6363636363636364,0.5,1.0,0.16666666666666666,0.14285714285714285,0.6666666666666666,0.09523809523809523,1.0,0.3333333333333333,0.42857142857142855,0.5416666666666666,0.4782608695652174,0.47087553191489356,0.484575,0.4591125,0.14150943396226415,0.1794871794871795,0.09219858156028368,0.2907801418439716,10.705882352941176,26.142857142857142,0.26798561151079137,1.0,,,,,,,0.06666666666666667,0.04878048780487805,,,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034482758620689655,1.0,0.03571428571428571,,,,,True,,,,,,,,,,,,,
2553,1610612751,Jarvis Hayes,Jarvis Hayes,2553,NJN,19741.0,329,24,593,589,165,193,62,1182,12.0,20,,1.0,1.0,3,4.0,7,19.0,46.0,9.0,16.0,1.0,2.0,10.0,18.0,4.0,3.0,5.0,35.0,73,19.0,34.0,8,135,610,,6.0,4.0,,6.0,7.0,17,4.0,7.0,,26,58.0,12.0,54.0,3.0,,18.0,10.0,3.0,7.0,2.0,9.0,1.0,1.0,3.0,,4.0,20.0,,2.0,,14.0,19.0,8.0,41,2.0,43,,8.0,6.0,2.0,4,2.0,3.0,6.0,1.0,10,3.0,17,30,2.0,8,11,,1.0,5,,,,,,26,165,2.0,,0.8285714285714286,0.8285714285714286,0.9473684210526315,0.5588235294117647,0.5714285714285714,0.5588235294117647,0.4794520547945205,,0.4117647058823529,0.5934579439252337,0.3,0.5416666666666666,0.5982142857142857,0.3,0.5416666666666666,0.3177570093457944,0.0410958904109589,0.1,18.154761904761905,0.4,0.2962962962962963,,0.0945273631840796,0.009345794392523364,0.1686746987951807,,0.11619718309859155,0.007168458781362007,0.014285714285714285,,,0.05555555555555555,0.022222222222222223,0.16666666666666666,0.20689655172413793,0.08,,,0.18691588785046728,0.6,0.6666666666666666,0.9166666666666666,0.06542056074766354,0.5714285714285714,0.6666666666666666,0.42990654205607476,0.41304347826086957,0.41304347826086957,0.7894736842105263,0.14953271028037382,0.5625,0.5625,1.0,0.16822429906542055,0.5555555555555556,0.5555555555555556,0.9,0.1,,0.4,0.125,0.3333333333333333,0.08333333333333333,0.5,0.20833333333333334,0.6,0.5046728971962616,0.5555555555555556,0.48157336448598115,0.46530000000000005,0.4410895833333334,0.044642857142857144,0.0641025641025641,0.044444444444444446,0.1925925925925926,12.641095890410957,24.511764705882356,0.2782462057335582,1.0,3.0,1.0,1.0,,,,0.14285714285714285,0.02040816326530612,,0.75,,,,,2.0,,2.0,2.0,,,0.5,,0.5,,1.0,,,,True,,,,,,,,,,,,,
2734,1610612751,Devin Harris,Devin Harris,2734,NJN,8615.0,144,15,265,265,76,59,31,530,14.0,22,,,3.0,6,4.0,8,4.0,15.0,,1.0,,,1.0,14.0,1.0,1.0,7.0,22.0,45,1.0,15.0,27,74,270,,1.0,1.0,,,7.0,13,1.0,7.0,10.0,27,10.0,34.0,,3.0,,14.0,1.0,4.0,19.0,7.0,26.0,3.0,4.0,14.0,3.0,2.0,59.0,1.0,,,5.0,9.0,,14,1.0,15,,5.0,3.0,2.0,10,2.0,6.0,4.0,4.0,14,3.0,2,10,,32,37,3.0,2.0,14,5.0,,,,,27,76,2.0,4.0,0.22727272727272727,0.22727272727272727,,0.06666666666666667,0.14285714285714285,0.06666666666666667,0.4888888888888889,,0.5384615384615384,0.39166666666666666,,0.425,0.47368421052631576,,0.46296296296296297,0.25,0.08888888888888889,0.18181818181818182,29.12621359223301,0.7142857142857143,,,0.10588235294117647,,0.1282051282051282,0.03333333333333333,0.11290322580645161,0.007462686567164179,,,,0.16666666666666666,0.13043478260869565,0.03125,0.10714285714285714,0.18181818181818182,,,0.36666666666666664,0.6363636363636364,0.7777777777777778,0.2857142857142857,0.13333333333333333,0.5,0.5,0.25,0.26666666666666666,0.26666666666666666,0.25,0.016666666666666666,,,,0.23333333333333334,0.07142857142857142,0.07142857142857142,,,,0.5,0.3,0.5,,,0.35,0.14285714285714285,0.6166666666666667,0.07142857142857142,0.5037258620689655,0.442625,0.47762499999999997,0.19718309859154928,0.25,,0.36486486486486486,8.206666666666665,27.54,0.28679245283018867,,,,4.0,,,,,,0.09090909090909091,,,1.0,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201583,1610612751,Ryan Anderson,Ryan Anderson,201583,NJN,13010.0,217,19,412,414,163,144,48,826,11.0,28,3.0,9.0,5.0,15,1.0,5,1.0,8.0,1.0,5.0,,1.0,9.0,21.0,1.0,3.0,9.0,13.0,41,10.0,26.0,18,74,418,4.0,10.0,1.0,4.0,15.0,7.0,21,3.0,10.0,5.0,28,20.0,6.0,30.0,,4.0,21.0,9.0,11.0,9.0,2.0,11.0,2.0,,8.0,1.0,,24.0,,13.0,,6.0,21.0,4.0,31,13.0,44,,14.0,12.0,2.0,3,1.0,,7.0,3.0,10,5.0,20,24,2.0,16,21,1.0,,9,2.0,2.0,2.0,2.0,2.0,28,163,,1.0,0.7692307692307693,0.9090909090909091,1.0,0.38461538461538464,0.3,0.38461538461538464,0.3170731707317073,0.4,0.3333333333333333,0.417910447761194,0.5,0.3709677419354839,0.4805194805194805,0.5769230769230769,0.4117647058823529,0.3880597014925373,0.2682926829268293,0.35714285714285715,18.471337579617835,0.3,0.23529411764705882,,0.16153846153846155,0.08496732026143791,0.13953488372093023,,0.15606936416184972,0.06878306878306878,0.061224489795918366,0.1206896551724138,,0.15384615384615385,0.06896551724137931,0.22448979591836735,0.2,,,1.0,0.417910447761194,0.39285714285714285,0.6111111111111112,0.8181818181818182,0.07462686567164178,0.2,0.25,0.11940298507462686,0.125,0.125,1.0,0.07462686567164178,0.2,0.2,1.0,0.31343283582089554,0.42857142857142855,0.42857142857142855,1.0,0.8181818181818182,0.3333333333333333,0.09090909090909091,0.4838709677419355,0.3333333333333333,0.03225806451612903,,0.2903225806451613,0.3333333333333333,0.8059701492537313,0.42857142857142855,0.5343231343283582,0.55806,0.5226451612903227,0.12,0.1836734693877551,0.20270270270270271,0.3783783783783784,4.7024390243902445,25.103846153846156,0.39563106796116504,2.0,,2.0,2.0,,,,0.2,0.06521739130434782,,,0.3333333333333333,1.0,,,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,True,,,,,,,,,,,,,
2059,1610612751,Eduardo Najera,Eduardo Najera,2059,NJN,2488.0,41,-23,79,78,15,24,5,157,4.0,6,,,1.0,1,,1,,1.0,,,,,,3.0,,,,4.0,8,,3.0,1,9,86,,,,,,1.0,1,,,1.0,3,8.0,,,,,3.0,,,,,,,,,,,,,,,1.0,6.0,,7,,7,,4.0,3.0,1.0,1,1.0,1.0,1.0,,2,,5,8,,5,4,2.0,,2,1.0,2.0,2.0,2.0,2.0,3,15,,1.0,1.0,1.0,,,,,0.5,,1.0,0.36363636363636365,,1.0,0.375,,0.75,0.2727272727272727,,,16.666666666666668,0.5,,,0.2608695652173913,,0.14285714285714285,,0.23333333333333334,,,,,,0.5714285714285714,0.2,0.16666666666666666,,,1.0,0.5454545454545454,0.6666666666666666,0.6666666666666666,1.0,0.09090909090909091,,,0.09090909090909091,,,,,,,,0.2727272727272727,,,,,,,1.0,1.0,,,,,0.8181818181818182,,0.5665772727272728,,0.5847,0.18181818181818182,0.25,,0.3333333333333333,3.375,25.266666666666666,0.189873417721519,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2239,1610612751,Trenton Hassell,Trenton Hassell,2239,NJN,7052.0,118,20,226,229,111,74,28,455,7.0,10,3.0,4.0,3.0,4,,3,3.0,10.0,,,,,,,,,,10.0,23,,,4,24,224,3.0,4.0,,,6.0,3.0,7,,,2.0,8,8.0,12.0,,,6.0,,,1.0,6.0,1.0,7.0,1.0,,2.0,2.0,2.0,15.0,3.0,5.0,,2.0,6.0,,8,8.0,16,1.0,5.0,1.0,4.0,1,1.0,,1.0,1.0,2,1.0,3,11,,8,5,1.0,,3,,1.0,1.0,1.0,1.0,8,111,4.0,,0.4,0.5714285714285714,,,,,0.43478260869565216,0.75,0.42857142857142855,0.43478260869565216,0.75,0.42857142857142855,0.48,0.75,0.5,,0.043478260869565216,0.1,10.546875,0.5,,,0.07692307692307693,0.05747126436781609,0.07692307692307693,0.21428571428571427,0.07692307692307693,0.07920792079207921,0.10714285714285714,0.058823529411764705,0.23076923076923078,0.06666666666666667,0.043478260869565216,0.12,0.10526315789473684,,0.08333333333333333,1.0,0.43478260869565216,0.7,0.7777777777777778,0.2857142857142857,0.13043478260869565,,,0.43478260869565216,0.3,0.3,0.6666666666666666,,,,,,,,,1.0,0.75,,0.5714285714285714,0.75,,,,,0.43478260869565216,,0.4867173913043479,0.5518749999999999,0.5158571428571428,0.12,0.12,0.25,0.3333333333333333,9.373913043478261,,0.4911504424778761,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
