EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LostBallSteals,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Blocked2s,BlockedAtRim,Blocks,OffArc3ReboundPct,LostBallTurnovers,RecoveredBlocks,BlocksRecoveredPct,PtsAssisted3s,BlockedShortMidRange,Assisted3sPct,Arc3PctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,Technical Free Throw Trips,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,LongMidRangePctBlocked,DefCorner3ReboundPct,Defensive 3 Seconds Violations,on,HeaveAttempts,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,2845.0,47,-3.0,103,103,59.0,54.0,12.0,206,7.0,10.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,9.0,17.0,2.0,5.0,23.0,101,1.0,1.0,2.0,4.0,6.0,9.0,2.0,5.0,17.0,12.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,4.0,1.0,7.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,8.0,10.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,17.0,59.0,1.0,0.6666666666666666,0.75,0.5294117647058824,1.0,0.6666666666666666,0.47368421052631576,1.0,0.5454545454545454,0.5476190476190477,1.0,0.6538461538461539,0.10526315789473684,0.058823529411764705,0.3333333333333333,21.551724137931036,0.25,0.16666666666666666,0.14814814814814814,0.05555555555555555,0.18181818181818182,0.08333333333333333,0.15789473684210525,0.0625,0.09090909090909091,0.08333333333333333,0.3333333333333333,0.2727272727272727,0.14285714285714285,0.2222222222222222,0.5263157894736842,0.7,0.7,0.7142857142857143,0.15789473684210525,0.21052631578947367,0.5,0.5,0.5,0.05263157894736842,0.05263157894736842,1.0,1.0,0.36363636363636365,1.0,0.09090909090909091,0.09090909090909091,0.631578947368421,0.5196789473684211,0.7648,0.4672909090909091,0.14285714285714285,0.15789473684210525,0.17391304347826086,0.7391304347826086,6.129411764705882,24.3,0.5728155339805825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101146,1610612761,Roko Ukic,Roko Ukic,101146,TOR,2892.0,48,-4.0,105,104,59.0,55.0,12.0,209,4.0,7.0,,,2.0,3.0,4.0,,2.0,2.0,1.0,5.0,4.0,5.0,13.0,7.0,9.0,25.0,102,,,2.0,2.0,2.0,5.0,5.0,4.0,14.0,4.0,6.0,,5.0,1.0,5.0,1.0,6.0,1.0,2.0,13.0,,2.0,1.0,2.0,,3.0,2.0,5.0,4.0,2.0,1.0,,1.0,2.0,3.0,1.0,3.0,,1.0,,,7.0,,11.0,1.0,5.0,14.0,59.0,,0.4,0.4,0.38461538461538464,,0.4,0.4,,0.5,0.5,1.0,0.5384615384615384,0.35,0.07692307692307693,,23.728813559322035,0.3333333333333333,,0.07407407407407407,0.05405405405405406,0.09090909090909091,,0.07894736842105263,0.04081632653061224,,,,0.09090909090909091,,0.1111111111111111,0.35,0.5714285714285714,0.6666666666666666,0.5,0.2,0.1,,,,0.1,0.25,,,0.3,0.6666666666666666,0.1,0.4,0.7,0.5331394736842106,,0.5533055555555556,0.20833333333333334,0.29411764705882354,0.08,0.56,5.523076923076923,26.485714285714288,0.5619047619047619,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.2857142857142857,0.4,0.2857142857142857,0.14285714285714285,0.15384615384615385,0.1111111111111111,0.09090909090909091,0.25,0.25,0.5,0.5,0.2,0.2,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,156.0,3,1.0,5,5,5.0,4.0,,10,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,2.0,3,,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,20.0,,,0.5,,,,0.3333333333333333,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.4039,,0.4039,,,,1.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,953.0,16,-3.0,34,31,29.0,17.0,4.0,65,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,33,,1.0,,,1.0,2.0,1.0,1.0,3.0,,2.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,,1.0,,3.0,4.0,1.0,5.0,2.0,2.0,,,,,,,,1.0,3.0,,,1.0,,2.0,,1.0,3.0,29.0,1.0,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.375,,0.375,0.3333333333333333,,,10.81081081081081,,1.0,,,0.5,0.5,0.06666666666666667,0.09090909090909091,,,,,,0.5,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,0.45944999999999997,,0.45944999999999997,0.25,0.3333333333333333,,1.0,15.35,24.8,0.8529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200801,1610612761,Hassan Adams,Hassan Adams,200801,TOR,3113.0,52,-14.0,111,110,59.0,55.0,13.0,221,2.0,6.0,,,,1.0,3.0,2.0,4.0,,,,,4.0,13.0,,3.0,11.0,118,,2.0,1.0,1.0,,6.0,,3.0,3.0,4.0,4.0,,,4.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,4.0,1.0,6.0,1.0,7.0,1.0,1.0,3.0,,2.0,1.0,4.0,,3.0,3.0,4.0,,,5.0,1.0,6.0,,3.0,3.0,59.0,1.0,0.5,0.5,0.3076923076923077,,,0.3076923076923077,,,0.34375,0.16666666666666666,0.1875,,0.3076923076923077,0.3333333333333333,16.0,0.75,0.14285714285714285,0.14814814814814814,0.025,0.09090909090909091,,0.13157894736842105,0.019230769230769232,,0.07692307692307693,,0.18181818181818182,0.14285714285714285,0.1111111111111111,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.5,0.23076923076923078,0.3076923076923077,0.5,0.5,0.5,,,,,0.16666666666666666,,,,0.46153846153846156,0.5076153846153846,0.36745,0.4034666666666667,0.1875,0.1875,0.09090909090909091,0.2727272727272727,7.884615384615385,,0.5315315315315315,,,,,,,,,,,,,,1.0,,,,,,0.5,,0.1111111111111111,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200081,1610612761,Jamario Moon,Jamario Moon,200081,TOR,1111.0,19,,40,41,32.0,11.0,1.0,81,,,,,,,,1.0,2.0,,,3.0,3.0,1.0,2.0,3.0,2.0,7.0,41,,,,,,1.0,3.0,2.0,5.0,2.0,,,3.0,,2.0,,2.0,,1.0,4.0,,,,2.0,,2.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,5.0,32.0,1.0,1.0,1.0,0.5,,,0.5,,0.375,0.5833333333333334,,0.5,0.6,,,14.634146341463415,,,0.2,,,,0.14285714285714285,,,,,0.25,,,,,,,,0.4,0.5,0.5,1.0,,0.6,,,,,,0.75,0.6,0.44783999999999996,,0.460325,0.16666666666666666,0.3333333333333333,,0.7142857142857143,20.75,25.066666666666666,0.8,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,1610612761,Will Solomon,Will Solomon,2226,TOR,2014.0,34,2.0,74,75,37.0,47.0,7.0,149,,1.0,,,,1.0,3.0,3.0,6.0,1.0,,4.0,3.0,5.0,10.0,5.0,1.0,17.0,69,,,,,3.0,6.0,3.0,,9.0,4.0,6.0,,4.0,1.0,3.0,,3.0,,1.0,6.0,,,,,,,,,1.0,1.0,2.0,,,2.0,4.0,,2.0,1.0,2.0,,1.0,1.0,,1.0,,,9.0,37.0,,0.4,0.4,0.5,,0.5,0.5333333333333333,,0.5,0.5333333333333333,,0.5,0.3333333333333333,0.1,0.3333333333333333,22.89156626506024,0.5,,,,,,,,,,,,,,0.06666666666666667,,,,0.2,0.4,0.5,0.5,0.3333333333333333,0.06666666666666667,0.26666666666666666,,,0.1111111111111111,,,0.3333333333333333,0.4,0.45369000000000004,0.52515,0.45893888888888884,,,,0.5294117647058824,14.35,24.46,0.5,2.0,,,2.0,1.0,2.0,1.0,3.0,2.0,,2.0,,,,,,0.4,0.3333333333333333,0.4,,,,,0.6666666666666666,1.0,,,0.5,0.5,,0.3333333333333333,0.5,,,,,2.0,,,3.0,,0.5,0.5,1.0,1.0,1.0,0.5,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612761,Kris Humphries,Kris Humphries,2743,TOR,937.0,16,-2.0,34,36,8.0,27.0,5.0,70,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,,,,,2.0,4.0,,2.0,6.0,34,1.0,1.0,,2.0,1.0,1.0,,,2.0,,4.0,2.0,,1.0,,,,,,,,1.0,2.0,2.0,,4.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,8.0,,,,0.5,1.0,1.0,0.5,1.0,1.0,0.6,1.0,1.0,,0.25,,12.195121951219512,,,0.2857142857142857,0.05555555555555555,0.6666666666666666,,0.4,0.045454545454545456,,0.3333333333333333,,,0.5,0.5,0.25,1.0,1.0,,,0.75,0.3333333333333333,0.5,,,,1.0,1.0,1.0,1.0,,,0.25,0.495375,0.8485,0.8485,0.2,0.2,0.3333333333333333,0.3333333333333333,12.975,,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,2.0,2.0,2.0,,,2.0,1.0,,,,,,,,,,0.3333333333333333,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,1610612761,Jason Kapono,Jason Kapono,2574,TOR,533.0,9,-12.0,18,16,4.0,2.0,5.0,34,,1.0,,,,,1.0,1.0,2.0,,,,,1.0,4.0,,,2.0,28,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,4.0,,1.0,1.0,0.25,,,0.25,,,0.25,,,,0.25,,22.727272727272727,,,,0.1111111111111111,,,,0.1,0.25,,,,,,0.25,,,,0.25,0.5,0.5,0.5,1.0,,,,,,,,,0.25,0.395875,0.3683,0.3683,,,,,11.45,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1610612761,Jake Voskuhl,Jake Voskuhl,2063,TOR,301.0,5,-4.0,11,10,3.0,2.0,3.0,21,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,2.0,,,2.0,12,1.0,1.0,,2.0,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,14.285714285714285,,,,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.2857142857142857,0.3333333333333333,,,,,,0.5,1.0,1.0,,0.5,,,,,,,1.0,1.0,,,,,0.5,0.4414,0.5105,,,,1.0,,4.15,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
