EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg3Pct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,FTDefRebounds,Loose Ball Fouls,DefFTReboundPct,BlockedShortMidRange,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,BlockedLongMidRange,on,HeaveAttempts,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,LongMidRangePctBlocked,PenaltyCorner3FGA,SecondChanceArc3FGA,Clear Path Fouls,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,HeaveMakes
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,1113.0,19,11.0,37,36,8,21,6.0,73,3.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,5.0,11.0,33,2.0,3.0,3.0,7.0,1.0,2.0,2.0,4.0,6.0,4.0,1.0,4.0,1.0,2.0,3.0,5.0,8.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,4.0,8,0.75,0.6666666666666666,0.5,0.75,0.6666666666666666,0.5,0.9166666666666666,0.875,0.6666666666666666,13.636363636363637,0.1176470588235294,0.4,0.2,0.3333333333333333,0.1363636363636363,0.3846153846153846,0.5,1.0,0.1666666666666666,0.5,1.0,0.0833333333333333,0.25,1.0,1.0,0.75,0.75,1.0,0.6666666666666666,1.0,0.5,1.0,0.555375,0.4939,0.4939,0.5,0.5,0.6363636363636364,0.3636363636363636,0.2162162162162162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,4192.0,70,19.0,137,133,33,66,22.0,270,,2.0,,,,,5.0,14.0,9.0,25.0,142,1.0,1.0,2.0,4.0,1.0,4.0,5.0,7.0,10.0,,1.0,,2.0,7.0,9.0,1.0,10.0,,1.0,3.0,4.0,10.0,,1.0,7.0,33,0.3571428571428571,1.0,0.25,0.3809523809523809,1.0,0.25,0.46,1.0,0.5,18.012422360248447,0.1590909090909091,,0.1333333333333333,0.0833333333333333,0.1525423728813559,0.0166666666666666,,,,,,0.2,0.1666666666666666,,0.0952380952380952,,,,,,,0.4285714285714285,0.4744119047619047,0.3765,0.37985,0.0454545454545454,0.0666666666666666,0.16,0.28,0.2408759124087591,1.0,3.0,4.0,9.0,1.0,2.0,6.0,2.0,7.0,6.0,6.0,2.0,2.0,10.0,5.0,15.0,4.0,1.0,4.0,6.0,35.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.1428571428571428,0.5,0.3333333333333333,0.5,0.1666666666666666,0.125,1.0,0.1428571428571428,0.3333333333333333,0.5,0.4285714285714285,0.4444444444444444,0.4444444444444444,0.0476190476190476,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,15.042857142857144,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,3400.0,57,14.0,111,108,28,45,19.0,219,3.0,7.0,,,1.0,2.0,12.0,26.0,10.0,37.0,115,2.0,3.0,2.0,9.0,1.0,4.0,6.0,8.0,6.0,2.0,,2.0,1.0,5.0,6.0,2.0,8.0,1.0,,3.0,9.0,10.0,,2.0,8.0,28,0.4615384615384615,0.6666666666666666,0.25,0.45,0.875,0.25,0.5285714285714286,0.9,0.5714285714285714,32.57575757575757,0.1515151515151515,0.048780487804878,0.0833333333333333,,0.1333333333333333,0.04,0.1666666666666666,,,,,0.1578947368421052,0.1111111111111111,0.0625,0.2333333333333333,0.4285714285714285,0.4285714285714285,,,0.5,0.5,0.3666666666666666,0.4824183333333333,0.50095,0.517075,0.0625,0.0714285714285714,0.2432432432432432,0.2162162162162162,0.2522522522522522,,2.0,9.0,17.0,4.0,,,1.0,4.0,,,,1.0,4.0,,4.0,,,,2.0,8.0,1.0,1.0,,3.0,2.0,2.0,5.0,8.0,,1.0,,,3.0,,,,,,3.0,0.25,0.25,0.1333333333333333,0.0384615384615384,,0.5,0.375,,0.1666666666666666,,0.0666666666666666,,,0.5666666666666667,0.5294117647058824,0.5294117647058824,0.1333333333333333,,,,,12.342307692307692,23.65,1.0,1.0,1.0,1.0,1.0,18.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8181818181818182,1.0,1.0,0.6666666666666666,0.7777777777777778,0.25,0.25,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,3636.0,61,14.0,118,115,28,50,18.0,233,4.0,6.0,2.0,2.0,1.0,2.0,6.0,16.0,7.0,22.0,124,2.0,4.0,2.0,6.0,2.0,5.0,5.0,9.0,6.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,9.0,1.0,,1.0,5.0,8.0,,1.0,9.0,28,0.375,0.5,0.4,0.4166666666666667,0.5,0.4,0.5,0.6,0.5625,18.115942028985508,0.0555555555555555,0.0975609756097561,0.1538461538461538,0.1,0.0816326530612244,0.0980392156862745,0.0833333333333333,0.1428571428571428,0.0909090909090909,,,0.0476190476190476,0.1,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,0.4,0.5,0.4444444444444444,0.4874055555555556,0.472025,0.43752,0.0526315789473684,0.0588235294117647,0.2727272727272727,0.4090909090909091,0.2372881355932203,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,,4.0,14.0,1.0,1.0,,3.0,,3.0,,3.0,,2.0,,,3.0,,,2.0,,,3.0,0.5,0.5,0.1111111111111111,0.0625,,0.3333333333333333,1.0,0.2,0.0769230769230769,,0.1666666666666666,0.3333333333333333,0.5,0.3888888888888889,0.1428571428571428,0.1428571428571428,0.0555555555555555,0.0555555555555555,1.0,1.0,1.0,9.3625,24.3,,,,,,6.0,3.0,,,,,,,1.0,0.5,0.6,1.0,,0.5,,,,,,,,2.0,2.0,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,1376.0,23,-1.0,45,45,5,37,7.0,90,2.0,2.0,,,,,3.0,7.0,,6.0,51,,,,,,1.0,,,,,,1.0,1.0,2.0,4.0,1.0,5.0,1.0,,1.0,1.0,,,,,5,0.4285714285714285,,,0.4285714285714285,,,0.4285714285714285,,,13.20754716981132,0.1333333333333333,0.0555555555555555,0.2,,0.15,0.0434782608695652,,,0.0769230769230769,,,,0.2,0.25,0.2857142857142857,1.0,1.0,,,,,0.2857142857142857,0.439,,0.4003,,,,,0.1111111111111111,,,1.0,5.0,,,,,,,,,,,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.25,1.0,,,,0.7142857142857143,0.2,0.2,,,,,,12.94285714285714,,,,,,,6.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,3300.0,55,18.0,108,104,31,43,19.0,212,2.0,3.0,2.0,2.0,1.0,1.0,7.0,13.0,2.0,22.0,111,2.0,4.0,1.0,5.0,1.0,1.0,,2.0,8.0,4.0,1.0,2.0,3.0,10.0,13.0,3.0,16.0,,3.0,5.0,2.0,4.0,,2.0,2.0,31,0.5384615384615384,0.5,1.0,0.5555555555555556,0.5,1.0,0.55,0.5,1.0,16.27906976744186,0.3125,0.05,0.25,0.1111111111111111,0.2954545454545454,0.0612244897959183,0.0909090909090909,,0.0434782608695652,0.2,,0.4210526315789473,0.2222222222222222,,0.1666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.4444444444444444,0.4659222222222223,0.4429666666666667,0.5541,0.1,0.1333333333333333,0.2272727272727272,0.0909090909090909,0.287037037037037,2.0,2.0,3.0,8.0,,2.0,5.0,2.0,5.0,,5.0,2.0,1.0,4.0,,4.0,,,3.0,1.0,8.0,2.0,2.0,,1.0,,1.0,,1.0,,,,,,7.0,6.0,7.0,6.0,,,0.4,0.4,0.2777777777777778,0.0769230769230769,0.3333333333333333,,1.0,,0.1818181818181818,0.8571428571428571,0.1111111111111111,1.0,1.0,0.4444444444444444,0.375,0.375,,0.2777777777777778,0.4,0.4,0.4,12.784615384615384,25.32,,,,,,6.0,6.0,,,,,,,1.0,0.4285714285714285,0.6,1.0,,,0.6666666666666666,,,,,,,,,0.3333333333333333,0.5,1.0,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
200835,1610612765,Walter Herrmann,Walter Herrmann,200835,DET,932.0,16,7.0,33,31,19,29,6.0,64,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,16.0,35,1.0,1.0,,2.0,1.0,1.0,,8.0,2.0,2.0,1.0,,,2.0,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,8.0,19,1.0,1.0,1.0,1.0714285714285714,1.0,1.3333333333333333,1.1428571428571428,1.0,1.3333333333333333,17.94871794871795,0.1538461538461538,,,0.5,0.125,0.0714285714285714,,,,,0.5,,,1.0,0.4285714285714285,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5874928571428571,,0.55215,0.1428571428571428,0.3333333333333333,0.125,0.5,0.5757575757575758,,,,,2.0,2.0,2.0,3.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,0.5714285714285714,,,,,1.0,0.2,,,,,,,,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,,24.625,1.0,,,,,4.0,9.0,,,,,,,,0.6666666666666666,1.0,1.0,,0.6666666666666666,,0.5,0.5,1.0,,,,,,,,1.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,364.0,6,5.0,15,14,5,14,3.0,29,1.0,2.0,,,,,1.0,2.0,,5.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.5,,,0.8333333333333334,,,0.8333333333333334,,,17.64705882352941,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,1.0,0.6765833333333333,,,,,,,0.3333333333333333,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,0.3333333333333333,,,,,,24.9,1.0,,,,,2.0,3.0,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,1610612765,Kwame Brown,Kwame Brown,2198,DET,247.0,4,-7.0,7,8,1,4,,15,1.0,1.0,,,,,2.0,2.0,,4.0,11,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,1,1.0,,,1.0,,,1.0,,,57.14285714285714,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,0.5,1.0,1.0,,,,,0.5,0.5161,,,,,,,0.1428571428571428,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,1.0,1.0,,,,,,7.35,,,,,,,4.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,500.0,8,1.0,18,16,6,12,1.0,34,2.0,2.0,,,1.0,1.0,2.0,2.0,1.0,5.0,19,,,,,1.0,1.0,,2.0,4.0,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6,1.0,,1.0,1.0,,1.0,1.25,,1.0,21.05263157894737,,,0.3333333333333333,,0.1666666666666666,,,,,,,,0.3333333333333333,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.4225,,0.3653,0.5,0.5,,0.4,0.3333333333333333,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,4.0,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
