EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,OffCorner3ReboundPct,FTOffRebounds,FTDefRebounds,SecondChanceTurnovers,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,OffensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,42746.0,712,36.0,1378,1373,419,364.0,128.0,2751,10.0,17.0,1.0,3.0,7.0,2.0,7.0,20.0,59.0,12.0,27.0,4.0,9.0,32.0,67.0,2.0,14.0,24.0,32.0,83.0,44.0,94.0,16.0,212.0,1509.0,2.0,5.0,2.0,3.0,7.0,8.0,20.0,18.0,33.0,8.0,78.0,44.0,20.0,123.0,9.0,1.0,66.0,32.0,7.0,2.0,19.0,10.0,29.0,6.0,4.0,6.0,7.0,6.0,68.0,3.0,5.0,14.0,42.0,56.0,8.0,64.0,1.0,13.0,9.0,4.0,9.0,3.0,7.0,9.0,2.0,4.0,18.0,3.0,19.0,57.0,3.0,2.0,29.0,3.0,4.0,21.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,78.0,419,11.0,4.0,0.6875,0.6875,0.9318181818181818,0.4680851063829787,0.5454545454545454,0.4731182795698925,0.3855421686746988,0.4,0.4,0.5536723163841808,0.2857142857142857,0.660377358490566,0.5641711229946524,0.3888888888888889,0.6754385964912281,0.5310734463276836,0.0212765957446808,0.0843373493975903,0.1764705882352941,0.1428571428571428,0.0508474576271186,0.037037037037037,0.0149253731343283,13.416230366492147,0.5,0.0817120622568093,0.0130548302872062,0.0886075949367088,0.0212765957446808,0.0833333333333333,0.015267175572519,0.027027027027027,0.0129870129870129,0.0309278350515463,0.078125,0.0657894736842105,0.094017094017094,0.0982142857142857,0.0652173913043478,0.0109890109890109,0.096045197740113,0.5882352941176471,0.7142857142857143,0.5,0.03954802259887,0.2857142857142857,0.3333333333333333,1.0,0.3333333333333333,0.3389830508474576,0.3571428571428571,0.75,0.1525423728813559,0.4444444444444444,0.4615384615384615,1.0,0.3785310734463277,0.4776119402985074,0.4848484848484848,0.90625,0.1428571428571428,0.2857142857142857,0.1320754716981132,0.4285714285714285,0.1698113207547169,0.4444444444444444,0.4528301886792453,0.5833333333333334,0.6271186440677966,0.4848484848484848,0.5192738636363636,0.5035499999999999,0.5293701923076923,0.0327868852459016,0.0674157303370786,0.0330188679245283,0.3679245283018867,14.290361445783134,24.95425531914893,0.3040638606676342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
200811,1610612756,Lou Amundson,Lou Amundson,200811,PHX,2492.0,42,,79,81,27,44.0,10.0,160,3.0,6.0,1.0,2.0,4.0,,1.0,3.0,3.0,,,,,,,,,,6.0,10.0,,,6.0,18.0,87.0,1.0,1.0,,2.0,4.0,3.0,5.0,,,1.0,7.0,10.0,2.0,,,,,,,,,,,,,,,,,,5.0,2.0,4.0,6.0,5.0,11.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,,2.0,1.0,3.0,6.0,,,8.0,,,11.0,,6.0,,5.0,,,1.0,5.0,7.0,27,1.0,,0.8333333333333334,1.0,,,,,0.6,1.0,0.6,0.6,1.0,0.6,0.6,0.6666666666666666,0.5833333333333334,,,,,,,,,18.88888888888889,0.5,0.1142857142857142,0.238095238095238,0.25,,0.1395348837209302,0.1851851851851851,0.2222222222222222,0.3333333333333333,,,0.1428571428571428,0.1666666666666666,0.2857142857142857,,0.25,0.6,0.5,0.5,0.6666666666666666,0.1,,,,0.3,1.0,1.0,1.0,,,,,,,,,1.0,,0.8,0.5,,,,,0.6,,0.52994,0.6979,0.6011599999999999,0.4,0.4,0.2222222222222222,0.3888888888888889,6.790000000000001,,0.3417721518987341,1.0,2.0,1.0,1.0,4.0,2.0,1.0,0.1666666666666666,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201606,1610612756,Sean Singletary,Sean Singletary,201606,PHX,2879.0,48,-23.0,89,92,20,29.0,11.0,181,3.0,4.0,,,,2.0,5.0,,3.0,2.0,3.0,,,,1.0,,,,5.0,12.0,2.0,4.0,2.0,18.0,98.0,,,,,,1.0,3.0,,,,2.0,4.0,6.0,6.0,,,1.0,,2.0,,2.0,,2.0,,,2.0,,,4.0,1.0,2.0,,4.0,4.0,3.0,7.0,,1.0,,1.0,2.0,,1.0,,1.0,,2.0,1.0,1.0,9.0,,,3.0,,,2.0,,1.0,,,,,,,2.0,20,2.0,,0.4,0.4,1.0,0.5,,0.5,0.4166666666666667,,0.3333333333333333,0.5,,0.3333333333333333,0.5294117647058824,,0.3333333333333333,0.25,,0.1666666666666666,0.25,0.2,,,,19.191919191919197,1.0,0.1111111111111111,0.0625,,0.125,0.0909090909090909,0.075,,,,,0.1111111111111111,0.1764705882352941,,,,0.25,0.75,1.0,0.6666666666666666,0.3125,0.4,0.5,,0.1875,,,,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.0625,,,,,,,,,,,,0.5,,0.5220937499999999,,0.4131,0.0588235294117647,0.0769230769230769,,0.1111111111111111,7.841666666666666,23.65,0.2247191011235955,,,,,,,,0.1333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,38834.0,647,29.0,1256,1247,365,303.0,113.0,2503,71.0,110.0,18.0,19.0,26.0,33.0,63.0,38.0,77.0,,,,,2.0,3.0,1.0,2.0,2.0,142.0,250.0,2.0,3.0,105.0,395.0,1374.0,14.0,27.0,1.0,7.0,35.0,34.0,58.0,2.0,2.0,48.0,122.0,146.0,138.0,3.0,3.0,,3.0,2.0,20.0,,21.0,14.0,35.0,9.0,5.0,15.0,3.0,3.0,84.0,4.0,20.0,24.0,74.0,106.0,27.0,133.0,8.0,25.0,16.0,9.0,27.0,4.0,10.0,27.0,17.0,11.0,54.0,8.0,23.0,50.0,5.0,8.0,97.0,4.0,1.0,125.0,1.0,58.0,12.0,24.0,,,6.0,24.0,122.0,365,4.0,11.0,0.5140845070422535,0.5407407407407407,0.5,0.6666666666666666,1.0,0.6666666666666666,0.568,0.5185185185185185,0.5862068965517241,0.5731225296442688,0.5,0.6166666666666667,0.6416938110749185,0.546875,0.7176470588235294,0.0118577075098814,,0.08,0.109090909090909,0.1269841269841269,,,,25.955299206921413,0.5,0.1608695652173913,0.0566572237960339,0.1655172413793103,0.0310077519379844,0.1619834710743801,0.0497925311203319,0.0808080808080808,0.0212765957446808,0.0454545454545454,0.1150442477876106,0.1703703703703703,0.1792452830188679,0.1238095238095238,0.275,0.0930232558139534,0.4347826086956521,0.6454545454545455,0.7244897959183674,0.5492957746478874,0.2490118577075099,0.5238095238095238,0.6,0.3636363636363636,0.3043478260869565,0.4935064935064935,0.4935064935064935,0.5789473684210527,,,,,0.0118577075098814,0.6666666666666666,0.6666666666666666,0.5,0.6428571428571429,0.0357142857142857,0.4333333333333333,0.7307692307692307,,,0.0333333333333333,1.0,0.4466403162055335,0.6666666666666666,0.4865381422924901,0.530141304347826,0.4719883333333332,0.1966101694915254,0.1986301369863013,0.0886075949367088,0.3088607594936708,7.503199999999999,26.23333333333333,0.2906050955414013,11.0,14.0,1.0,16.0,17.0,12.0,,0.079646017699115,0.5,0.6111111111111112,,3.0,8.0,2.0,1.0,1.0,2.0,0.2051282051282051,0.073170731707317,0.2727272727272727,,,,,,,,,,,,True,,,,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,14429.0,240,34.0,455,453,200,164.0,49.0,908,20.0,23.0,5.0,7.0,10.0,8.0,13.0,6.0,18.0,,2.0,,1.0,4.0,9.0,,1.0,4.0,34.0,54.0,4.0,11.0,5.0,85.0,491.0,7.0,9.0,,,14.0,13.0,22.0,1.0,5.0,5.0,34.0,34.0,34.0,12.0,,3.0,6.0,4.0,2.0,,13.0,6.0,19.0,1.0,5.0,7.0,2.0,4.0,44.0,5.0,5.0,6.0,18.0,25.0,10.0,35.0,,6.0,4.0,2.0,7.0,2.0,4.0,10.0,3.0,2.0,17.0,7.0,5.0,14.0,2.0,4.0,11.0,2.0,2.0,8.0,,3.0,2.0,4.0,,,2.0,4.0,34.0,200,2.0,2.0,0.5,0.5666666666666667,1.0,0.3636363636363636,0.2,0.5,0.6296296296296297,0.7777777777777778,0.5909090909090909,0.6153846153846154,0.7777777777777778,0.5370370370370371,0.625,0.7777777777777778,0.5862068965517241,0.1692307692307692,,0.037037037037037,0.0434782608695652,0.0769230769230769,,,,16.634050880626223,0.4117647058823529,0.1052631578947368,0.043859649122807,0.1111111111111111,0.1020408163265306,0.1066666666666666,0.0613496932515337,0.0588235294117647,0.0526315789473684,0.1142857142857142,0.0961538461538461,0.1372549019607843,0.088235294117647,0.0857142857142857,0.1578947368421052,,0.3538461538461538,0.8695652173913043,0.9090909090909092,0.55,0.2,0.6153846153846154,0.6666666666666666,0.375,0.2769230769230769,0.3333333333333333,0.3333333333333333,0.5,0.0307692307692307,,,,0.1384615384615384,0.4444444444444444,0.4444444444444444,1.0,0.5555555555555556,,0.3703703703703703,0.7,0.037037037037037,,0.1481481481481481,0.25,0.5230769230769231,0.6666666666666666,0.4755935483870968,0.4900285714285714,0.465864,0.0454545454545454,0.0545454545454545,0.1647058823529411,0.4,7.9111111111111105,30.245454545454542,0.4395604395604395,5.0,8.0,1.0,2.0,2.0,3.0,,,0.75,1.0,0.0714285714285714,,1.0,,,,,0.0666666666666666,,0.4,,,,,,,,,,,,True,,,,,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,17240.0,287,7.0,561,557,177,160.0,53.0,1118,14.0,21.0,5.0,5.0,7.0,5.0,10.0,12.0,30.0,1.0,4.0,1.0,1.0,,8.0,1.0,,3.0,31.0,61.0,1.0,12.0,16.0,81.0,589.0,5.0,8.0,1.0,2.0,12.0,9.0,18.0,1.0,4.0,8.0,29.0,38.0,24.0,3.0,,,8.0,,5.0,,17.0,2.0,19.0,,2.0,6.0,1.0,10.0,40.0,2.0,3.0,13.0,29.0,50.0,6.0,56.0,1.0,8.0,4.0,4.0,12.0,2.0,10.0,8.0,2.0,1.0,20.0,8.0,19.0,26.0,3.0,1.0,18.0,,4.0,23.0,1.0,10.0,2.0,8.0,2.0,,3.0,10.0,29.0,177,2.0,2.0,0.6129032258064516,0.6333333333333333,1.0,0.0833333333333333,0.25,0.0833333333333333,0.5081967213114754,0.625,0.5,0.4452054794520548,0.5555555555555556,0.4772727272727273,0.4879518072289157,0.6,0.5370370370370371,0.1643835616438356,,0.081967213114754,0.0476190476190476,,0.1333333333333333,,,16.506410256410255,0.6,0.1374407582938388,0.0196078431372549,0.1940298507462686,0.0363636363636363,0.1510791366906475,0.0240384615384615,0.0232558139534883,0.0149253731343283,0.05,0.1403508771929824,0.0923076923076923,0.1685393258426966,0.2045454545454545,0.1739130434782608,0.0285714285714285,0.2876712328767123,0.6666666666666666,0.7,0.8571428571428571,0.136986301369863,0.5,0.5,0.2,0.410958904109589,0.4,0.4615384615384615,0.5,0.0547945205479452,0.25,0.25,1.0,0.1095890410958904,,,,0.5555555555555556,0.1111111111111111,0.3181818181818182,0.7142857142857143,0.0454545454545454,1.0,0.1363636363636363,,0.4520547945205479,,0.479677397260274,0.45578,0.485425,0.1234567901234567,0.144927536231884,0.1481481481481481,0.3580246913580246,10.229508196721312,24.60833333333333,0.3155080213903743,2.0,2.0,1.0,2.0,4.0,4.0,,0.0232558139534883,0.4,0.4,,1.0,8.0,,1.0,,,0.3636363636363636,0.0357142857142857,0.5,1.0,2.0,,,,,,,,,,True,,,,,,
406,1610612756,Shaquille O'Neal,Shaquille O'Neal,406,PHX,25424.0,424,40.0,819,813,196,150.0,74.0,1632,51.0,70.0,23.0,11.0,14.0,38.0,82.0,,2.0,,,,,,,,,,89.0,154.0,,,51.0,229.0,879.0,18.0,27.0,,14.0,50.0,21.0,31.0,,,25.0,67.0,98.0,80.0,,,,,,8.0,,13.0,12.0,25.0,9.0,3.0,7.0,1.0,5.0,62.0,11.0,27.0,17.0,60.0,88.0,38.0,126.0,6.0,6.0,2.0,4.0,8.0,2.0,6.0,20.0,2.0,5.0,28.0,6.0,33.0,50.0,4.0,6.0,70.0,5.0,1.0,88.0,,35.0,13.0,19.0,,,9.0,19.0,67.0,196,2.0,13.0,0.550561797752809,0.6533333333333333,,,,,0.577922077922078,0.6666666666666666,0.6774193548387096,0.577922077922078,0.6666666666666666,0.6774193548387096,0.5871794871794872,0.6756756756756757,0.6568627450980392,,,0.0519480519480519,0.0428571428571428,0.0609756097560975,,,,24.58654906284454,0.2857142857142857,0.1910828025477707,0.1129707112970711,0.173469387755102,0.1549295774647887,0.1868932038834951,0.1225806451612903,0.1515151515151515,0.0813953488372093,0.1304347826086956,0.1076923076923077,0.2580645161290322,0.1858974358974359,0.1857142857142857,0.1428571428571428,0.1052631578947368,0.4545454545454545,0.7285714285714285,0.7611940298507462,0.5686274509803921,0.5324675324675324,0.4634146341463415,0.4935064935064935,0.5263157894736842,0.0129870129870129,,,,,,,,,,,,0.8518518518518519,,0.4516129032258064,0.7857142857142857,,,,,0.4545454545454545,,0.474514935064935,0.5384608695652174,0.4695580645161289,0.1923076923076923,0.1923076923076923,0.2183406113537118,0.2925764192139738,4.651948051948052,,0.2393162393162393,17.0,28.0,2.0,7.0,8.0,9.0,,0.1149425287356321,0.4736842105263157,0.7391304347826086,0.2,,11.0,3.0,2.0,4.0,6.0,0.44,,0.1176470588235294,1.0,,,,,,,,,,,True,,,,,,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,4218.0,70,14.0,138,131,61,42.0,20.0,269,2.0,8.0,1.0,,2.0,,1.0,1.0,3.0,,,,,,5.0,,,2.0,3.0,12.0,,5.0,9.0,15.0,135.0,,2.0,,,,,3.0,,2.0,7.0,7.0,2.0,4.0,,,,5.0,,,,7.0,2.0,9.0,2.0,,5.0,1.0,1.0,20.0,2.0,5.0,,4.0,4.0,7.0,11.0,2.0,5.0,3.0,2.0,1.0,4.0,1.0,6.0,,,7.0,4.0,6.0,12.0,1.0,1.0,5.0,,,10.0,,3.0,2.0,,,,,,7.0,61,,2.0,0.3333333333333333,0.3333333333333333,,,,,0.25,,,0.1764705882352941,,,0.3409090909090909,,0.3888888888888889,0.2941176470588235,,,,,,,,18.471337579617835,0.1428571428571428,0.0930232558139534,0.15625,,0.1176470588235294,0.0701754385964912,0.1428571428571428,0.1818181818181818,0.2142857142857142,0.1428571428571428,,0.1428571428571428,0.1111111111111111,,,0.1538461538461538,0.4705882352941176,0.25,0.25,0.5,0.0588235294117647,,,,0.1764705882352941,0.3333333333333333,0.3333333333333333,,,,,,0.2941176470588235,,,,0.5,,0.4,,,,0.4,,0.7647058823529411,,0.5477911764705883,0.3237,0.5334,0.15,0.2,,0.4666666666666667,5.266666666666667,24.94,0.4420289855072464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,6565.0,109,-4.0,211,211,81,91.0,26.0,422,8.0,17.0,1.0,3.0,5.0,1.0,2.0,7.0,11.0,3.0,6.0,2.0,3.0,5.0,13.0,2.0,1.0,5.0,16.0,30.0,8.0,19.0,5.0,61.0,251.0,2.0,4.0,2.0,1.0,5.0,4.0,7.0,3.0,8.0,3.0,20.0,10.0,22.0,21.0,3.0,,13.0,5.0,3.0,,9.0,4.0,13.0,3.0,1.0,5.0,,4.0,30.0,,3.0,5.0,4.0,9.0,3.0,12.0,,6.0,4.0,2.0,8.0,1.0,7.0,5.0,1.0,,13.0,8.0,1.0,6.0,1.0,2.0,5.0,,,6.0,1.0,2.0,1.0,1.0,,,1.0,1.0,20.0,81,,1.0,0.3125,0.3333333333333333,0.875,0.4210526315789473,0.375,0.4210526315789473,0.5333333333333333,0.5,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.5666666666666667,0.5882352941176471,0.3571428571428571,0.5882352941176471,0.3877551020408163,,0.1,0.1764705882352941,,,,,26.666666666666668,0.6153846153846154,0.0606060606060606,0.0483870967741935,0.2272727272727272,,0.1022727272727272,0.034090909090909,0.0833333333333333,,,,,0.1538461538461538,0.2941176470588235,,,0.3469387755102041,0.4705882352941176,0.5714285714285714,,0.0408163265306122,0.5,0.5,,0.2244897959183673,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.1224489795918367,0.5,0.5,1.0,0.2653061224489796,0.3846153846153846,0.3846153846153846,0.8,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.2,0.6666666666666666,0.3333333333333333,0.2,0.7346938775510204,0.3846153846153846,0.5124156249999999,0.4351299999999999,0.4993433333333333,0.04,0.064516129032258,0.081967213114754,0.3278688524590163,7.3599999999999985,24.542105263157897,0.3838862559241706,1.0,2.0,1.0,1.0,,1.0,,0.0714285714285714,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,31431.0,524,63.0,1018,1020,296,250.0,83.0,2038,18.0,24.0,,7.0,8.0,10.0,26.0,34.0,65.0,2.0,4.0,,,20.0,45.0,3.0,7.0,16.0,62.0,115.0,22.0,49.0,49.0,239.0,1117.0,3.0,7.0,3.0,,6.0,19.0,33.0,7.0,16.0,35.0,94.0,10.0,114.0,39.0,27.0,,45.0,20.0,5.0,1.0,98.0,36.0,134.0,30.0,6.0,57.0,21.0,20.0,304.0,1.0,,6.0,37.0,44.0,1.0,45.0,,11.0,6.0,5.0,44.0,12.0,37.0,14.0,7.0,,58.0,16.0,5.0,13.0,,1.0,48.0,,9.0,54.0,3.0,8.0,17.0,3.0,,,,3.0,94.0,296,3.0,16.0,0.0806451612903225,0.0806451612903225,0.5909090909090909,0.4489795918367347,0.4375,0.4489795918367347,0.5391304347826087,0.4285714285714285,0.5757575757575758,0.5792682926829268,0.3,0.6020408163265306,0.6276595744680851,0.3,0.6911764705882353,0.298780487804878,0.0204081632653061,0.0434782608695652,0.0833333333333333,0.1153846153846153,,,0.0222222222222222,21.875,0.7586206896551724,0.0958549222797927,,0.048780487804878,0.01,0.0844793713163064,0.0026385224274406,,,0.0158730158730158,0.0851063829787234,0.0884955752212389,0.106145251396648,0.0652173913043478,,,0.1463414634146341,0.75,0.8181818181818182,0.0555555555555555,0.1585365853658536,0.3846153846153846,0.4347826086956521,,0.3963414634146341,0.5230769230769231,0.5230769230769231,0.1176470588235294,0.024390243902439,0.5,0.5,1.0,0.274390243902439,0.4444444444444444,0.4545454545454545,0.55,,0.3,0.1632653061224489,0.875,,,0.3265306122448979,0.4375,0.4451219512195122,0.4444444444444444,0.4837803680981594,0.45285,0.4779666666666666,0.0526315789473684,0.0661157024793388,0.0251046025104602,0.3933054393305439,12.66869565217391,25.406122448979588,0.2907662082514735,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,0.03125,,,,,1.0,0.02,,,,,,,,True,,,,,,
