EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,Steals,LostBallSteals,BadPassTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGA,BadPassSteals,SecondChanceTurnovers,BlockedShortMidRange,PenaltyArc3Frequency,PenaltyArc3FGM,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,PenaltyArc3Accuracy,OffArc3ReboundPct,DefCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,on,HeaveAttempts,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Technical Free Throw Trips,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Arc3PctBlocked,HeaveMakes
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,414.0,7,2.0,13,13,4.0,5,26,10,2.0,2.0,2.0,1.0,2.0,4.0,0.2857142857142857,0.25,0.3333333333333333,0.25,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,1906.0,32,1.0,55,53,10.0,14,108,63,7.0,8.0,12.0,,,10.0,0.3181818181818182,0.27586206896551724,0.4,0.2,0.18181818181818182,9.0,10.0,12.0,4.0,4.0,2.0,2.0,1.0,2.0,13.0,16.0,3.0,29.0,4.0,4.0,2.0,10.0,1.0,22.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,0.8125,1.0,0.8125,1.0,0.8529411764705882,1.0,0.0625,0.08333333333333333,28.125,1.0,0.16666666666666666,0.14285714285714285,0.13333333333333333,0.14814814814814814,0.14285714285714285,0.3333333333333333,0.18181818181818182,0.42857142857142855,0.2,1.0,1.0,0.75,0.8333333333333334,0.9090909090909091,0.8,0.125,1.0,1.0,1.0,0.125,0.5,0.5,1.0,1.0,1.0,0.5,0.75,0.54121875,0.5923499999999999,0.2231,0.17647058823529413,0.17647058823529413,0.3448275862068966,3.85625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,1816.0,30,,55,53,17.0,19,108,52,2.0,3.0,5.0,1.0,2.0,17.0,0.09523809523809523,0.06666666666666667,,0.07692307692307693,0.3090909090909091,9.0,2.0,3.0,1.0,1.0,,2.0,,,2.0,5.0,2.0,15.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,2.0,4.0,1.0,1.0,,2.0,,1.0,,1.0,,2.0,,4.0,,2.0,,,,,0.5,1.0,0.4,1.0,0.5909090909090909,1.0,0.5769230769230769,1.0,0.2,0.3333333333333333,21.538461538461537,1.0,0.05555555555555555,,0.06666666666666667,0.06060606060606061,0.125,,0.1111111111111111,0.3333333333333333,,,,0.2727272727272727,0.6666666666666666,1.0,0.5,0.18181818181818182,,,,,,,,1.0,1.0,,0.8181818181818182,0.6035772727272727,0.7163,0.6800833333333333,0.15384615384615385,0.2857142857142857,0.13333333333333333,5.34,1.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,2.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5454545454545454,1.0,0.45454545454545453,0.4,0.4,1.0,0.09090909090909091,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.2,23.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,702.0,12,-5.0,19,21,5.0,5,40,27,,,,,1.0,5.0,,,,,0.2631578947368421,2.0,1.0,4.0,,,,,1.0,4.0,2.0,8.0,,4.0,,,,,2.0,,4.0,,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.25,,0.25,,0.25,,0.25,0.5,42.85714285714286,1.0,,,,,,,,,,,,0.5,0.25,0.5,,,,,,0.5,0.25,0.25,,,,,0.5,0.48375,,0.473,,,,9.125,1.0,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,,0.5,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,1610612759,Desmon Farmer,Desmon Farmer,2824,SAS,3235.0,54,7.0,94,94,25.0,25,188,104,4.0,6.0,6.0,2.0,6.0,25.0,0.10526315789473684,0.12244897959183673,0.09090909090909091,0.1111111111111111,0.26595744680851063,14.0,1.0,2.0,,,,,,,1.0,2.0,2.0,13.0,,,,3.0,,2.0,,,,1.0,1.0,2.0,,1.0,5.0,,,2.0,,,2.0,,4.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,0.5,,0.39285714285714285,0.75,0.43333333333333335,0.75,,,17.431192660550458,0.5,,0.18181818181818182,,,,,,0.1111111111111111,0.2222222222222222,,,0.14285714285714285,0.5,0.5,1.0,,,,,,,,,,,,1.0,0.5622178571428572,0.5747249999999999,0.53775,,,0.23076923076923078,2.15,,,8.0,,4.0,3.0,4.0,3.0,12.0,,4.0,2.0,9.0,4.0,3.0,,,,2.0,2.0,,1.0,0.25,,0.25,,0.2,0.8571428571428571,,0.5714285714285714,,,,0.2857142857142857,0.75,0.75,1.0,,1.0,,0.75,0.15384615384615385,23.575000000000003,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,1551.0,26,16.0,44,44,7.0,9,88,40,,,,1.0,3.0,7.0,,,,,0.1590909090909091,7.0,,2.0,,,1.0,1.0,1.0,4.0,2.0,7.0,5.0,12.0,,,,,1.0,,4.0,,,,1.0,1.0,1.0,,3.0,,,,,,1.0,,1.0,,3.0,,6.0,,3.0,1.0,,1.0,,,,0.2857142857142857,,0.3181818181818182,,0.42857142857142855,,,,29.41176470588235,1.0,,,,,,,,,,,,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,,0.36363636363636365,0.25,0.25,,,,,0.5454545454545454,0.4713227272727272,,0.4815666666666667,0.21428571428571427,0.3,,11.542857142857144,,1.0,2.0,1.0,1.0,,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,,,1.0,,1.0,3.0,,1.0,0.25,0.5,0.25,0.5,0.5,0.36363636363636365,,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,,,,,0.3333333333333333,1.0,,0.25,23.65,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,1129.0,19,-10.0,35,34,13.0,14,69,42,2.0,3.0,5.0,,1.0,13.0,0.15384615384615385,0.2,0.16666666666666666,0.2,0.37142857142857144,3.0,,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,3.0,3.0,1.0,,9.0,2.0,,1.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,0.3,,0.3,,,,13.157894736842104,,,0.5,0.2,0.10526315789473684,,,0.2857142857142857,,0.5,,1.0,,,,,,,,,0.2,,,,,,,0.8,0.51673,,0.5438000000000001,,,,14.1,,,2.0,,2.0,1.0,2.0,1.0,4.0,,3.0,,3.0,2.0,1.0,,,,,,1.0,1.0,0.25,,0.25,,,0.8,,0.4,,,,0.4,0.5,0.5,1.0,,0.6666666666666666,,0.5,,24.55,,,,,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,2310.0,38,3.0,68,67,20.0,12,135,84,7.0,7.0,7.0,2.0,4.0,20.0,0.25925925925925924,0.20588235294117646,,0.42857142857142855,0.29411764705882354,11.0,2.0,4.0,,1.0,,1.0,,1.0,2.0,6.0,,19.0,,1.0,,,1.0,2.0,2.0,,1.0,6.0,2.0,8.0,1.0,3.0,18.0,,,,,,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,,0.7307692307692307,,0.7307692307692307,,0.16666666666666666,0.25,20.0,1.0,,,,,,,,0.14285714285714285,,,,0.3076923076923077,0.5,0.6666666666666666,0.5,0.07692307692307693,,,,0.07692307692307693,,,,1.0,,,0.8461538461538461,0.5309269230769231,0.5377,0.5345125000000001,0.07692307692307693,0.16666666666666666,,5.316666666666666,,,,,,5.0,7.0,5.0,7.0,2.0,3.0,6.0,3.0,7.0,5.0,,1.0,,2.0,6.0,,0.2,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.75,0.75,0.5384615384615384,,,,,,0.5384615384615384,0.7142857142857143,0.7142857142857143,0.2,,,,0.7142857142857143,0.3157894736842105,25.057142857142853,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,,,0.75,2.0,12.0,2.0,1.0,0.6666666666666666,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,171.0,3,2.0,4,5,,4,9,6,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,1228.0,20,15.0,34,35,11.0,6,69,35,2.0,2.0,5.0,2.0,2.0,11.0,0.14285714285714285,0.1111111111111111,,0.125,0.3235294117647059,6.0,2.0,3.0,1.0,2.0,,,,1.0,2.0,4.0,2.0,6.0,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,1.0,2.0,2.0,1.0,,3.0,,,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.6,0.5,0.25,0.3333333333333333,12.195121951219512,,0.1,,0.2857142857142857,0.17647058823529413,0.2,,0.2,0.3333333333333333,,,1.0,0.75,0.6666666666666666,1.0,0.5,,,,,0.25,,,,1.0,0.5,,0.75,0.6129,0.6587,0.8197,0.2,0.2,0.3333333333333333,5.025,1.0,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,0.6666666666666666,,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
