EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Arc3Assists,SelfOReb,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,BlockedLongMidRange,SecondChanceFtPoints,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,Loose Ball Fouls,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,HeaveMakes
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,3336.0,56,-5.0,112,116,31,37.0,12.0,228,2.0,5.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,10.0,8.0,4.0,12.0,124,1.0,3.0,5.0,4.0,6.0,6.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,3.0,6.0,1.0,10.0,1.0,11.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,31,2.0,0.75,0.75,0.4,0.6,0.2222222222222222,0.3333333333333333,0.3,0.3333333333333333,0.4444444444444444,0.1,0.2,18.4,0.3333333333333333,0.25,0.1153846153846153,0.0303030303030303,0.2,0.1343283582089552,0.0208333333333333,0.0909090909090909,0.1111111111111111,0.3333333333333333,0.1538461538461538,0.5,1.0,0.2777777777777778,0.4,0.5,0.5,0.2222222222222222,0.25,0.25,1.0,0.0555555555555555,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.7222222222222222,0.5139500000000001,0.5613,0.4957722222222222,0.1,0.1666666666666666,0.5,5.12,24.0375,0.2767857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,4759.0,79,-5.0,154,159,37,52.0,13.0,313,5.0,5.0,,1.0,1.0,3.0,5.0,2.0,5.0,2.0,,2.0,1.0,10.0,15.0,4.0,4.0,33.0,169,1.0,2.0,2.0,1.0,9.0,12.0,8.0,2.0,,8.0,1.0,9.0,1.0,7.0,19.0,1.0,2.0,7.0,,9.0,1.0,10.0,4.0,,1.0,,4.0,,6.0,11.0,,5.0,4.0,1.0,,,,,9.0,37,1.0,0.6,0.6,0.6666666666666666,1.0,0.7631578947368421,1.1666666666666667,0.7857142857142857,1.125,0.2105263157894736,,,14.792899408284024,1.0,,0.1186440677966101,0.0208333333333333,0.1111111111111111,0.1168831168831168,0.0149253731343283,,0.0555555555555555,,0.125,,,0.2631578947368421,1.0,1.0,0.4,0.2631578947368421,0.6,0.6,0.6666666666666666,0.2631578947368421,0.4,0.4,1.0,0.1052631578947368,0.1052631578947368,,0.3333333333333333,1.0,,0.3333333333333333,0.4736842105263157,0.4933052631578947,0.3889,0.5287166666666666,0.05,0.0625,0.2727272727272727,10.086666666666666,23.875,0.2402597402597402,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,9.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0588235294117647,0.2142857142857142,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0606060606060606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,5615.0,94,-7.0,188,188,48,63.0,16.0,376,10.0,16.0,4.0,4.0,5.0,3.0,11.0,2.0,8.0,1.0,,2.0,2.0,15.0,35.0,3.0,11.0,47.0,200,6.0,4.0,6.0,2.0,14.0,20.0,10.0,2.0,2.0,2.0,1.0,3.0,,1.0,7.0,6.0,2.0,13.0,2.0,17.0,6.0,23.0,1.0,3.0,,2.0,4.0,1.0,6.0,10.0,1.0,8.0,15.0,8.0,3.0,2.0,3.0,1.0,14.0,48,1.0,0.6666666666666666,0.7692307692307693,0.4285714285714285,0.6666666666666666,0.4736842105263157,0.6875,0.5222222222222223,0.7777777777777778,0.0789473684210526,0.0571428571428571,0.0625,23.78640776699029,0.25,0.2857142857142857,0.1733333333333333,0.0923076923076923,0.1,0.1578947368421052,0.072289156626506,0.0454545454545454,0.1904761904761904,0.0454545454545454,0.1176470588235294,,0.3333333333333333,0.4210526315789473,0.625,0.6666666666666666,0.6,0.2894736842105263,0.2727272727272727,0.3,0.6666666666666666,0.2105263157894736,0.25,0.25,1.0,0.0263157894736842,0.0526315789473684,0.5714285714285714,0.625,0.8,,0.25,0.5,0.4815447368421052,0.5400571428571428,0.5095187499999999,0.1777777777777777,0.1904761904761904,0.2978723404255319,6.954285714285714,24.5,0.2553191489361702,1.0,1.0,1.0,2.0,4.0,11.0,1.0,3.0,6.0,1.0,1.0,5.0,5.0,,1.0,,,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.7857142857142857,0.0416666666666666,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.2340425531914893,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0909090909090909,0.2105263157894736,0.0526315789473684,0.75,0.3333333333333333,0.1428571428571428,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,2507.0,42,-22.0,84,86,26,39.0,8.0,170,4.0,7.0,3.0,1.0,1.0,,,,,,,,,4.0,7.0,,4.0,12.0,95,3.0,1.0,1.0,,2.0,6.0,2.0,,,1.0,,1.0,,,2.0,3.0,4.0,5.0,1.0,10.0,4.0,14.0,2.0,2.0,1.0,,4.0,1.0,4.0,5.0,1.0,5.0,6.0,3.0,5.0,3.0,5.0,,2.0,26,,0.75,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.6,1.0,,,,14.893617021276595,0.5,0.2,0.1612903225806451,0.1,0.3076923076923077,0.2045454545454545,0.1111111111111111,0.1666666666666666,0.1818181818181818,0.1666666666666666,0.4,,,1.0,0.5714285714285714,0.5714285714285714,0.75,,,,,,,,,,,1.0,1.0,1.0,,,1.0,0.5840571428571428,0.59735,0.6339,0.3,0.3,0.1666666666666666,,,0.3095238095238095,,,,,1.0,2.0,,,,,,2.0,2.0,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0769230769230769,0.125,,,,,,,,,0.1666666666666666,1.0,,,,,2.0,,,1.0,,2.0,,,,,,0.3333333333333333,,,,,1.0,1.0,1.0,2.0,0.1666666666666666,0.25,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,7373.0,123,3.0,245,250,69,89.0,21.0,495,11.0,17.0,1.0,3.0,4.0,2.0,4.0,3.0,11.0,3.0,1.0,5.0,2.0,16.0,32.0,8.0,18.0,56.0,251,2.0,4.0,5.0,3.0,22.0,6.0,26.0,5.0,1.0,17.0,3.0,20.0,,9.0,43.0,1.0,,5.0,,5.0,3.0,8.0,6.0,4.0,2.0,,10.0,4.0,1.0,3.0,,19.0,25.0,9.0,1.0,,1.0,1.0,22.0,69,1.0,0.1875,0.2,0.5,0.8,0.475,0.5,0.5384615384615384,0.6470588235294118,0.2,0.03125,,22.96296296296296,0.6,,0.0490196078431372,0.0125,,0.0384615384615384,0.0288461538461538,,,0.09375,,,1.0,0.425,0.6470588235294118,0.6470588235294118,0.2727272727272727,0.1,0.5,0.5,,0.275,0.2727272727272727,0.3,,0.075,0.125,0.2,0.5,0.75,0.125,0.25,0.625,0.53657625,0.524025,0.5943,0.1875,0.225,0.3928571428571428,8.106250000000001,24.9375,0.2816326530612245,2.0,,,2.0,2.0,4.0,,14.0,6.0,,5.0,3.0,3.0,,4.0,,4.0,4.0,1.0,0.25,,0.25,1.0,0.4,0.4,0.032258064516129,0.05,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.0714285714285714,1.0,,3.0,,3.0,2.0,3.0,,,1.0,1.0,,,,,,1.0,,0.6,,,3.0,2.0,1.0,1.0,0.0833333333333333,0.1176470588235294,1.0,0.0909090909090909,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,4656.0,78,29.0,153,155,35,41.0,11.0,308,14.0,19.0,3.0,3.0,4.0,,1.0,,2.0,,,,,14.0,22.0,,9.0,37.0,141,3.0,3.0,4.0,,9.0,22.0,6.0,,3.0,3.0,,3.0,,,6.0,3.0,3.0,11.0,2.0,16.0,3.0,19.0,,4.0,,,4.0,,6.0,11.0,2.0,11.0,11.0,6.0,3.0,2.0,3.0,2.0,9.0,35,1.0,0.7857142857142857,0.8461538461538461,0.6363636363636364,0.75,0.6363636363636364,0.75,0.6851851851851852,0.9,,0.1363636363636363,0.1578947368421052,18.78787878787879,,0.4,0.1641791044776119,0.0638297872340425,0.2,0.1707317073170731,0.0476190476190476,0.125,0.0526315789473684,0.2222222222222222,0.1538461538461538,0.5,0.6666666666666666,0.8636363636363636,0.7368421052631579,0.875,0.7857142857142857,0.0454545454545454,,,,0.0909090909090909,,,,,,1.0,1.0,0.75,,,0.8636363636363636,0.5602,0.5701333333333333,0.552925,0.2222222222222222,0.2222222222222222,0.2432432432432432,2.0636363636363635,,0.2287581699346405,,,,,2.0,4.0,,3.0,,,1.0,3.0,3.0,,,2.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0555555555555555,0.2,,,,,,,,,0.1081081081081081,2.0,,,,,2.0,,1.0,,1.0,,,,,,0.2,0.6666666666666666,,,,,2.0,,,,,,1.0,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612743,Dahntay Jones,Dahntay Jones,2563,DEN,1557.0,26,,50,51,24,24.0,7.0,101,2.0,6.0,1.0,1.0,2.0,,1.0,,3.0,,,,,2.0,10.0,,9.0,13.0,51,1.0,1.0,3.0,,9.0,2.0,2.0,,3.0,,,,,,,1.0,,2.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,1.0,,5.0,10.0,2.0,1.0,1.0,1.0,1.0,9.0,24,,0.5,0.5,0.2,0.3333333333333333,0.2,0.3333333333333333,0.4333333333333333,0.6428571428571429,,0.3,0.3333333333333333,26.666666666666668,1.0,,0.0909090909090909,0.0454545454545454,,0.08,0.04,,,0.1,,,1.0,0.6,0.3333333333333333,0.5,0.5,0.1,,,,0.3,,,,,,1.0,0.6666666666666666,0.5,,,0.6,0.48311,0.5466,0.5190666666666667,0.1666666666666666,0.1666666666666666,0.6923076923076923,5.94,,0.48,,,,,,2.0,,7.0,,,,2.0,1.0,1.0,,,3.0,3.0,,,,,,,0.5,0.1,0.1428571428571428,,,,,,,,,0.1538461538461538,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,2.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,4277.0,71,14.0,144,146,49,60.0,11.0,290,4.0,6.0,,1.0,3.0,1.0,2.0,4.0,9.0,1.0,,6.0,2.0,9.0,17.0,7.0,4.0,25.0,137,,2.0,6.0,2.0,9.0,6.0,12.0,6.0,2.0,6.0,,6.0,,6.0,12.0,,3.0,12.0,,15.0,,15.0,2.0,1.0,2.0,,3.0,,5.0,9.0,,3.0,4.0,3.0,,,,,9.0,49,2.0,0.3333333333333333,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.4375,0.4375,0.5,0.5,0.2916666666666667,0.1176470588235294,0.1666666666666666,17.72151898734177,0.6666666666666666,,0.1967213114754098,,0.2,0.1973684210526315,,,0.2142857142857142,0.1666666666666666,0.1818181818181818,0.25,,0.25,0.6666666666666666,0.8,,0.0833333333333333,0.5,1.0,1.0,0.375,0.4444444444444444,0.4444444444444444,0.5,0.0416666666666666,0.25,,0.375,0.3333333333333333,,0.25,0.5416666666666666,0.4726958333333332,,0.4911562499999999,0.12,0.1666666666666666,0.36,10.988235294117649,25.54285714285714,0.3402777777777778,,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,,2.0,1.0,1.0,,,,,1.0,0.1428571428571428,0.5,0.1428571428571428,,,,,0.217391304347826,,,,0.1666666666666666,0.1666666666666666,1.0,0.5,0.1666666666666666,,,,,,,,,,,2.0,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,1822.0,30,-1.0,63,63,17,25.0,3.0,126,,1.0,,,1.0,,2.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,7.0,6.0,,13.0,66,,,1.0,3.0,6.0,2.0,2.0,5.0,,3.0,3.0,6.0,2.0,3.0,15.0,,,4.0,,4.0,,4.0,1.0,2.0,,,3.0,,1.0,3.0,1.0,3.0,4.0,2.0,,,,,6.0,17,1.0,0.5,0.5,0.2857142857142857,,0.5,0.75,0.4333333333333333,0.5,0.4615384615384615,,,27.27272727272727,0.3333333333333333,,0.1481481481481481,,,0.1212121212121212,,,,0.1538461538461538,,,,0.0769230769230769,,,,0.1538461538461538,,,,0.3076923076923077,0.5,0.5,0.5,0.0769230769230769,0.3846153846153846,,0.25,,0.25,0.5,0.5384615384615384,0.4750961538461538,,0.5303875,0.1333333333333333,0.2222222222222222,0.4615384615384615,13.72857142857143,25.05,0.2698412698412698,1.0,2.0,1.0,3.0,,,2.0,,9.0,2.0,,1.0,1.0,,1.0,1.0,,,1.0,0.5,0.6666666666666666,0.5,,,,,0.2857142857142857,1.0,1.0,1.0,0.4,0.4,1.0,0.5,0.4,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
200764,1610612743,Renaldo Balkman,Renaldo Balkman,200764,DEN,275.0,5,6.0,7,9,2,,,16,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,4.0,5,,,,,,2.0,2.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,2,,0.5,0.5,1.0,,1.0,,1.0,,,,,28.57142857142857,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,1.0,0.7034499999999999,,,,,,,,0.2857142857142857,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
