EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,HeaveAttempts,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Arc3PctBlocked,on
1501,1610612741,Tim Thomas,Tim Thomas,1501,CHI,4637.0,77,37.0,148,141,49.0,18,16,289,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,1.0,6.0,10.0,2.0,3.0,5.0,16.0,7.0,12.0,3.0,34.0,141,2.0,2.0,4.0,3.0,6.0,2.0,4.0,2.0,14.0,8.0,2.0,18.0,3.0,2.0,10.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,7.0,8.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,4.0,5.0,1.0,3.0,14.0,49.0,0.8,1.0,0.8571428571428571,0.5833333333333334,0.5,0.5833333333333334,0.3125,1.0,0.5,0.5535714285714286,1.0,0.6,0.5666666666666667,1.0,0.6363636363636364,0.42857142857142855,0.0625,0.2,19.16167664670659,1.0,0.1320754716981132,0.038461538461538464,0.043478260869565216,0.10526315789473684,0.03076923076923077,0.06666666666666667,0.05555555555555555,0.09523809523809523,0.21428571428571427,0.1111111111111111,0.125,0.07142857142857142,0.17857142857142858,0.4,0.5,1.0,0.17857142857142858,0.2,0.2,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.5,0.5,1.0,0.35714285714285715,0.6,0.6,0.8333333333333334,0.5,1.0,1.0,0.1,1.0,0.1,0.3,0.6666666666666666,0.6071428571428571,0.6,0.4880660714285714,0.5561,0.4779250000000001,0.1,0.16666666666666666,0.11764705882352941,0.4117647058823529,9.65,25.291666666666668,0.3310810810810811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,16267.0,271,65.0,511,515,135.0,101,77,1026,14.0,27.0,5.0,10.0,,3.0,6.0,10.0,16.0,31.0,,,,,3.0,,,36.0,68.0,,3.0,22.0,94.0,543,8.0,14.0,20.0,3.0,11.0,,,9.0,15.0,56.0,16.0,,,8.0,3.0,,5.0,25.0,5.0,30.0,,14.0,8.0,65.0,14.0,8.0,39.0,51.0,19.0,70.0,2.0,7.0,7.0,5.0,3.0,2.0,12.0,4.0,17.0,30.0,33.0,27.0,3.0,13.0,15.0,135.0,0.7777777777777778,0.875,,,,,0.5294117647058824,0.5714285714285714,0.2727272727272727,0.5070422535211268,0.5714285714285714,0.2727272727272727,0.5662650602409639,0.5882352941176471,0.46875,0.04225352112676056,0.07352941176470588,0.14814814814814814,15.780730897009969,0.4166666666666667,0.2254335260115607,0.07179487179487179,0.12307692307692308,0.19747899159663865,0.07627118644067797,0.024390243902439025,0.10714285714285714,0.2727272727272727,0.21875,0.18666666666666668,0.13043478260869565,0.06896551724137931,0.38028169014084506,0.5185185185185185,0.6086956521739131,0.5714285714285714,0.14084507042253522,0.6,0.6666666666666666,0.43661971830985913,0.5161290322580645,0.5161290322580645,1.0,,,,,0.04225352112676056,,,,0.7142857142857143,0.5,,0.2727272727272727,,,,,0.4225352112676056,,0.47112323943661966,0.4951583333333333,0.4378272727272728,0.16049382716049382,0.16666666666666666,0.2127659574468085,0.1595744680851064,9.811764705882352,24.866666666666664,0.26418786692759294,4.0,5.0,3.0,4.0,1.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.1,0.26666666666666666,0.08333333333333333,0.0975609756097561,0.05714285714285714,0.125,0.11904761904761904,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,116290.0,1938,66.0,3697,3727,775.0,777,503,7424,197.0,337.0,76.0,142.0,45.0,69.0,10.0,32.0,,2.0,,,,,1.0,,1.0,207.0,371.0,,1.0,123.0,537.0,4027,78.0,151.0,192.0,45.0,70.0,,1.0,45.0,135.0,244.0,170.0,,,130.0,,,51.0,91.0,15.0,106.0,2.0,39.0,46.0,227.0,202.0,90.0,251.0,362.0,244.0,606.0,22.0,49.0,37.0,34.0,20.0,14.0,82.0,12.0,133.0,238.0,173.0,182.0,21.0,86.0,135.0,775.0,0.5893719806763285,0.8591549295774648,,,,,0.5579514824797843,0.5165562913907285,0.6428571428571429,0.5564516129032258,0.5165562913907285,0.6338028169014085,0.5927152317880795,0.5423728813559322,0.6428571428571429,0.002688172043010753,0.13746630727762804,0.13353115727002968,12.418604651162791,0.4146341463414634,0.184287812041116,0.1442857142857143,0.22058823529411764,0.19265536723163842,0.14061592097617664,0.16412213740458015,0.10526315789473684,0.1752988047808765,0.1936619718309859,0.1875,0.19642857142857142,0.1981981981981982,0.9059139784946236,0.5845697329376854,0.6746575342465754,0.5939086294416244,0.08602150537634409,0.3125,0.38461538461538464,0.005376344086021506,,,,,,,,0.002688172043010753,,,,0.9403973509933775,0.5352112676056338,0.09210526315789473,0.971830985915493,0.6521739130434783,,0.014084507042253521,,0.9086021505376344,,0.5742754716981132,0.5600323308270678,0.5752542857142855,0.19679633867276888,0.19724770642201836,0.3575418994413408,0.25139664804469275,0.9086253369272236,42.6,0.20962942926697323,36.0,13.0,6.0,40.0,2.0,21.0,5.0,48.0,6.0,13.0,,23.0,17.0,24.0,13.0,16.0,108.0,79.0,110.0,67.0,6.0,21.0,14.0,0.1875,0.2727272727272727,0.02127659574468085,0.12461059190031153,0.18495934959349594,0.1346938775510204,0.22972972972972974,0.6090909090909091,0.5,1.0,12.0,2.0,1.0,2.0,1.0,1.0,6.0,23.0,2.0,2.0,13.0,0.09210526315789473,,,,,,,,,,,,,,,,,,,,,,,,,True
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,90737.0,1512,-7.0,2885,2909,516.0,549,385,5794,127.0,207.0,16.0,26.0,29.0,44.0,39.0,104.0,123.0,264.0,1.0,5.0,,4.0,29.0,1.0,9.0,289.0,575.0,5.0,34.0,82.0,675.0,3186,29.0,62.0,67.0,49.0,99.0,1.0,9.0,24.0,125.0,220.0,358.0,9.0,6.0,18.0,24.0,4.0,40.0,211.0,62.0,273.0,14.0,94.0,95.0,608.0,39.0,19.0,92.0,112.0,53.0,165.0,14.0,37.0,27.0,59.0,37.0,22.0,102.0,17.0,26.0,53.0,107.0,112.0,14.0,56.0,125.0,516.0,0.3806228373702422,0.39285714285714285,0.6,0.14705882352941177,0.1111111111111111,0.1724137931034483,0.5026086956521739,0.46774193548387094,0.494949494949495,0.48686371100164205,0.4393939393939394,0.4675925925925926,0.5129179331306991,0.47183098591549294,0.5208333333333334,0.05582922824302135,0.06956521739130435,0.13526570048309178,22.693341295909224,0.5784313725490197,0.08662900188323917,0.0351985559566787,0.06050955414012739,0.0806686046511628,0.037833827893175076,0.03431372549019608,0.03682170542635659,0.06852791878172589,0.08181818181818182,0.10491071428571429,0.06593406593406594,0.05363984674329502,0.3399014778325123,0.6135265700483091,0.7094972067039106,0.3858267716535433,0.17077175697865354,0.375,0.40625,0.43349753694581283,0.4659090909090909,0.47307692307692306,0.4146341463414634,0.008210180623973728,0.2,0.2,1.0,0.047619047619047616,0.13793103448275862,0.13793103448275862,0.5,0.3939393939393939,0.6153846153846154,0.3125,0.4074074074074074,0.6590909090909091,,0.08333333333333333,0.1111111111111111,0.3957307060755337,0.16666666666666666,0.482073172757475,0.4799999999999999,0.4814752380952381,0.08602150537634409,0.09076175040518639,0.09925925925925926,0.18518518518518517,10.075478260869565,30.579411764705878,0.17885615251299827,9.0,48.0,22.0,12.0,2.0,1.0,17.0,43.0,3.0,10.0,,2.0,6.0,2.0,8.0,7.0,9.0,4.0,9.0,5.0,2.0,7.0,7.0,0.07692307692307693,0.018518518518518517,0.03225806451612903,0.05,0.03350515463917526,0.03888888888888889,0.05829596412556054,0.5555555555555556,0.2564102564102564,5.0,10.0,8.0,3.0,,,,5.0,,,,,0.08333333333333333,1.0,3.0,4.0,0.015151515151515152,0.015151515151515152,0.045454545454545456,,,,,,,,,,,,,,,,,,,True
2422,1610612741,John Salmons,John Salmons,2422,CHI,36231.0,604,-7.0,1129,1160,274.0,194,145,2289,36.0,60.0,2.0,3.0,8.0,12.0,12.0,29.0,29.0,64.0,3.0,11.0,2.0,29.0,62.0,8.0,16.0,77.0,153.0,32.0,73.0,58.0,308.0,1308,8.0,14.0,34.0,14.0,25.0,9.0,18.0,27.0,82.0,62.0,92.0,69.0,27.0,2.0,62.0,29.0,16.0,27.0,11.0,38.0,1.0,14.0,8.0,87.0,10.0,13.0,38.0,52.0,10.0,62.0,5.0,17.0,13.0,19.0,10.0,9.0,30.0,5.0,21.0,35.0,44.0,68.0,8.0,29.0,82.0,274.0,0.4025974025974026,0.40789473684210525,0.71875,0.4383561643835616,0.5,0.4383561643835616,0.5032679738562091,0.5714285714285714,0.56,0.5530973451327433,0.6666666666666666,0.6395348837209303,0.6015625,0.7083333333333334,0.7068965517241379,0.3230088495575221,0.10457516339869281,0.2,22.0,0.6333333333333333,0.09069212410501193,0.02386634844868735,0.11304347826086956,0.09550561797752809,0.019342359767891684,0.03296703296703297,0.01675977653631285,0.0915032679738562,0.06329113924050633,0.10160427807486631,0.1891891891891892,0.050505050505050504,0.26548672566371684,0.6,0.75,0.5555555555555556,0.12831858407079647,0.41379310344827586,0.42857142857142855,0.2831858407079646,0.453125,0.47540983606557374,0.27586206896551724,0.048672566371681415,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.2743362831858407,0.46774193548387094,0.46774193548387094,0.7586206896551724,0.14285714285714285,0.6666666666666666,1.0,0.27906976744186046,0.6666666666666666,0.046511627906976744,0.37209302325581395,0.5,0.588495575221239,0.46774193548387094,0.5118907079646018,0.49695,0.5121802325581395,0.11740890688259109,0.16666666666666666,0.11038961038961038,0.2662337662337662,9.119607843137256,24.820547945205476,0.24269264836138174,6.0,10.0,5.0,,,1.0,3.0,11.0,3.0,4.0,,,2.0,,1.0,9.0,9.0,4.0,9.0,4.0,,3.0,8.0,0.034482758620689655,0.043478260869565216,,,0.026845637583892617,,0.07692307692307693,0.4444444444444444,0.25,,4.0,2.0,,,,,3.0,2.0,,,,,1.0,6.0,7.0,0.046875,0.047619047619047616,0.2857142857142857,1.0,1.0,3.0,4.0,0.5714285714285714,1.0,0.5,1.0,0.5,,,,,,,,,,True
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,33551.0,559,120.0,1072,1100,317.0,308,147,2172,13.0,25.0,2.0,3.0,3.0,10.0,9.0,20.0,32.0,76.0,11.0,20.0,7.0,20.0,47.0,6.0,13.0,54.0,121.0,31.0,67.0,23.0,224.0,1132,5.0,8.0,23.0,14.0,33.0,12.0,20.0,10.0,74.0,38.0,70.0,81.0,12.0,,46.0,20.0,6.0,68.0,17.0,85.0,5.0,24.0,38.0,187.0,3.0,12.0,26.0,42.0,7.0,49.0,,24.0,14.0,20.0,14.0,6.0,35.0,5.0,23.0,52.0,24.0,29.0,1.0,7.0,74.0,317.0,0.35185185185185186,0.35185185185185186,0.8709677419354839,0.4626865671641791,0.6,0.4696969696969697,0.4462809917355372,0.625,0.42424242424242425,0.5345744680851063,0.6470588235294118,0.6037735849056604,0.5525,0.6388888888888888,0.6293103448275862,0.35638297872340424,0.049586776859504134,0.2,18.8,0.5714285714285714,0.06649616368286446,0.008152173913043478,0.08955223880597014,0.07238095238095238,0.008695652173913044,0.014925373134328358,0.005988023952095809,0.04929577464788732,0.06896551724137931,0.08024691358024691,0.075,,0.13297872340425532,0.52,0.65,0.46153846153846156,0.10638297872340426,0.45,0.45,0.40425531914893614,0.42105263157894735,0.4266666666666667,0.40625,0.10638297872340426,0.55,0.5789473684210527,1.0,0.25,0.425531914893617,0.425531914893617,0.8,0.17647058823529413,0.6666666666666666,0.5,0.18867924528301888,0.3,0.1320754716981132,0.24528301886792453,0.46153846153846156,0.48936170212765956,0.43478260869565216,0.49402165775401063,0.511771875,0.4913086538461538,0.041025641025641026,0.05511811023622047,0.10267857142857142,0.33035714285714285,13.498347107438015,24.94477611940298,0.2957089552238806,1.0,12.0,6.0,1.0,3.0,4.0,8.0,15.0,1.0,2.0,,1.0,3.0,,5.0,5.0,9.0,4.0,9.0,4.0,,5.0,5.0,,0.12121212121212122,0.08333333333333333,0.010869565217391304,0.007462686567164179,0.015384615384615385,0.09574468085106383,0.4444444444444444,,1.0,10.0,,2.0,,,,3.0,2.0,,,,,2.0,7.0,9.0,0.013157894736842105,0.11764705882352941,0.4117647058823529,1.0,6.0,3.0,4.0,0.4444444444444444,0.5,0.42857142857142855,1.0,0.8571428571428571,1.0,3.0,1.0,0.014925373134328358,0.05,1.0,0.014705882352941176,,,True
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,92490.0,1542,15.0,2935,2936,590.0,520,398,5871,63.0,123.0,7.0,11.0,15.0,27.0,33.0,87.0,140.0,277.0,18.0,49.0,10.0,76.0,167.0,16.0,36.0,236.0,487.0,94.0,216.0,150.0,904.0,3234,18.0,35.0,91.0,56.0,106.0,20.0,46.0,50.0,222.0,160.0,312.0,186.0,96.0,8.0,164.0,76.0,27.0,121.0,22.0,143.0,3.0,70.0,45.0,308.0,26.0,34.0,78.0,116.0,30.0,146.0,17.0,35.0,22.0,63.0,41.0,22.0,96.0,22.0,39.0,94.0,140.0,173.0,13.0,69.0,222.0,590.0,0.3389830508474576,0.3448275862068966,0.6595744680851063,0.4351851851851852,0.43478260869565216,0.4413145539906103,0.48459958932238195,0.5142857142857142,0.5283018867924528,0.5362731152204836,0.6724137931034483,0.5657894736842105,0.5727272727272728,0.725,0.6235632183908046,0.30725462304409673,0.055441478439425054,0.14634146341463414,25.270863836017572,0.65625,0.07084468664850137,0.022887323943661973,0.11333333333333333,0.07994289793004997,0.020923520923520924,0.023474178403755867,0.02095238095238095,0.052884615384615384,0.06756756756756757,0.08855291576673865,0.08536585365853659,0.05029585798816568,0.17496443812233287,0.5121951219512195,0.6,0.4126984126984127,0.12375533428165007,0.3793103448275862,0.4074074074074074,0.3940256045519203,0.5054151624548736,0.5109489051094891,0.32857142857142857,0.06970128022759602,0.3673469387755102,0.375,0.7222222222222222,0.2375533428165007,0.4550898203592814,0.46060606060606063,0.6447368421052632,0.1896551724137931,0.6363636363636364,0.2857142857142857,0.17763157894736842,0.5555555555555556,0.06578947368421052,0.23684210526315788,0.4444444444444444,0.4822190611664296,0.4634146341463415,0.4906951428571428,0.48055900000000007,0.4703973509933775,0.09580052493438321,0.1270718232044199,0.1006637168141593,0.24557522123893805,12.510472279260783,25.292129629629624,0.2010221465076661,13.0,19.0,6.0,3.0,1.0,4.0,5.0,33.0,3.0,4.0,,4.0,14.0,1.0,6.0,8.0,10.0,6.0,10.0,4.0,,11.0,6.0,0.06896551724137931,0.07017543859649122,0.015873015873015872,0.012,0.02512562814070352,0.010582010582010581,0.12385321100917432,0.4,0.24242424242424243,3.0,13.0,9.0,,,,,2.0,2.0,,,,0.01639344262295082,5.0,18.0,23.0,0.010830324909747292,0.08620689655172414,0.3103448275862069,4.0,4.0,10.0,14.0,0.6086956521739131,0.8,0.5555555555555556,0.6,0.4,3.0,23.0,4.0,0.013888888888888888,0.02040816326530612,0.5,0.0182648401826484,1.0,0.011976047904191617,True
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,61875.0,1031,-5.0,1949,1973,350.0,302,273,3922,80.0,153.0,24.0,40.0,16.0,25.0,19.0,50.0,62.0,147.0,,1.0,1.0,,,,,161.0,350.0,,1.0,109.0,431.0,2132,29.0,54.0,63.0,26.0,58.0,,1.0,26.0,78.0,216.0,106.0,,,42.0,,,30.0,36.0,2.0,38.0,,27.0,7.0,78.0,57.0,30.0,136.0,174.0,66.0,240.0,15.0,43.0,35.0,29.0,16.0,13.0,65.0,12.0,53.0,93.0,102.0,142.0,8.0,66.0,78.0,350.0,0.6708074534161491,0.7714285714285715,,,,,0.46,0.5370370370370371,0.4482758620689655,0.4586894586894587,0.5272727272727272,0.4406779661016949,0.5155502392344498,0.5338983050847458,0.5131578947368421,0.002849002849002849,0.08571428571428572,0.1568627450980392,21.24283825473777,0.4461538461538462,0.18037135278514588,0.07354838709677419,0.14563106796116504,0.17291666666666666,0.07197382769901854,0.044444444444444446,0.05675675675675676,0.13261648745519714,0.20382165605095542,0.21069182389937108,0.14,0.09433962264150944,0.4358974358974359,0.5228758169934641,0.6201550387596899,0.5875,0.14245014245014245,0.38,0.41304347826086957,0.4188034188034188,0.4217687074829932,0.42758620689655175,0.8548387096774194,0.002849002849002849,,,,,,,,0.7272727272727273,0.6,0.08333333333333333,0.423728813559322,0.64,0.01694915254237288,,,0.43874643874643876,,0.4871485754985755,0.5174869565217393,0.49014491525423737,0.16136919315403422,0.16176470588235295,0.14617169373549885,0.18097447795823665,8.812285714285714,23.9,0.17957927142124167,5.0,2.0,2.0,9.0,,8.0,9.0,36.0,5.0,8.0,,3.0,13.0,3.0,8.0,9.0,63.0,55.0,65.0,37.0,4.0,2.0,8.0,0.08,0.25806451612903225,,0.06338028169014084,0.1111111111111111,0.0891089108910891,0.14743589743589744,0.5692307692307692,0.42105263157894735,,8.0,5.0,,2.0,2.0,,,8.0,15.0,3.0,,,1.0,,1.0,0.013605442176870748,0.01818181818181818,,,,,,,,,,,,,,,,,,,,True
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,46570.0,776,-18.0,1488,1493,246.0,295,203,2981,49.0,86.0,9.0,16.0,1.0,7.0,17.0,37.0,63.0,153.0,1.0,3.0,,1.0,3.0,,,129.0,276.0,2.0,6.0,74.0,338.0,1601,18.0,37.0,48.0,17.0,40.0,,,19.0,53.0,188.0,70.0,6.0,,14.0,3.0,1.0,12.0,34.0,10.0,44.0,4.0,15.0,16.0,98.0,30.0,26.0,70.0,104.0,39.0,143.0,13.0,35.0,28.0,17.0,10.0,7.0,36.0,4.0,14.0,37.0,67.0,89.0,5.0,40.0,53.0,246.0,0.7286821705426356,0.7704918032786885,1.0,0.3333333333333333,,0.3333333333333333,0.4673913043478261,0.4864864864864865,0.425,0.46808510638297873,0.5131578947368421,0.425,0.5216049382716049,0.5581395348837209,0.53,0.02127659574468085,0.043478260869565216,0.09302325581395349,20.701552616446232,0.4722222222222222,0.12216404886561955,0.050590219224283306,0.1566265060240964,0.12990527740189445,0.05436337625178827,0.031578947368421054,0.05821917808219178,0.09178743961352658,0.14754098360655737,0.13524590163934427,0.12195121951219512,0.09352517985611511,0.3049645390070922,0.5697674418604651,0.6282051282051282,0.6530612244897959,0.13120567375886524,0.4594594594594595,0.5151515151515151,0.5425531914893617,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.010638297872340425,0.3333333333333333,0.3333333333333333,1.0,0.010638297872340425,0.3333333333333333,0.3333333333333333,1.0,0.42105263157894735,0.5625,0.2222222222222222,0.175,0.14285714285714285,,,,0.3262411347517731,0.3333333333333333,0.482588829787234,0.4602590909090909,0.43035000000000007,0.12618296529968454,0.12861736334405144,0.14201183431952663,0.15680473372781065,11.619565217391305,23.916666666666668,0.16532258064516128,9.0,6.0,3.0,8.0,1.0,8.0,3.0,19.0,3.0,3.0,,3.0,6.0,2.0,5.0,7.0,14.0,11.0,14.0,6.0,,6.0,7.0,0.10810810810810811,0.32,0.02040816326530612,0.07547169811320754,0.04854368932038835,0.06329113924050633,0.168,0.42857142857142855,0.47058823529411764,,7.0,5.0,,,,,3.0,,1.0,,1.0,0.1111111111111111,,1.0,1.0,,,0.02631578947368421,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,True
1716,1610612741,Larry Hughes,Larry Hughes,1716,CHI,17891.0,298,6.0,571,576,117.0,152,82,1147,13.0,22.0,1.0,1.0,4.0,6.0,4.0,10.0,25.0,64.0,3.0,9.0,1.0,5.0,21.0,,5.0,42.0,96.0,8.0,30.0,23.0,131.0,614,3.0,7.0,6.0,9.0,19.0,,6.0,6.0,24.0,50.0,34.0,24.0,,,21.0,5.0,9.0,17.0,4.0,21.0,,12.0,4.0,46.0,1.0,7.0,26.0,33.0,2.0,35.0,,13.0,10.0,10.0,6.0,4.0,13.0,2.0,5.0,11.0,23.0,27.0,2.0,13.0,24.0,117.0,0.5952380952380952,0.5952380952380952,1.0,0.26666666666666666,,0.26666666666666666,0.4375,0.42857142857142855,0.47368421052631576,0.42857142857142855,0.3333333333333333,0.36,0.4673913043478261,0.3333333333333333,0.42857142857142855,0.23809523809523808,0.09375,0.22727272727272727,22.57100149476831,0.7692307692307693,0.13829787234042554,0.0045662100456621,0.09722222222222222,0.12692307692307692,0.007042253521126761,,0.009345794392523364,0.08695652173913043,0.18421052631578946,0.16049382716049382,0.07692307692307693,,0.1746031746031746,0.5909090909090909,0.7647058823529411,0.38461538461538464,0.07936507936507936,0.4,0.6666666666666666,0.5079365079365079,0.390625,0.390625,0.68,0.07142857142857142,0.3333333333333333,0.375,1.0,0.16666666666666666,0.23809523809523808,0.23809523809523808,1.0,0.1111111111111111,1.0,,0.24,0.6666666666666666,0.04,0.2,,0.4126984126984127,0.23809523809523808,0.4843281746031745,0.4703857142857143,0.4776639999999999,0.0948905109489051,0.12149532710280374,0.04580152671755725,0.183206106870229,14.113541666666668,24.680000000000003,0.20490367775831875,,4.0,1.0,1.0,,,2.0,3.0,,3.0,,1.0,1.0,,3.0,1.0,2.0,,2.0,1.0,,,1.0,0.4,,,0.015384615384615385,,0.018867924528301886,0.1016949152542373,0.5,0.75,,3.0,,,,,,,2.0,,,,,,2.0,2.0,,,0.2222222222222222,,,,,,,,,,1.0,2.0,,0.03333333333333333,0.1111111111111111,,,,,True
