EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChancePoints,FTDefRebounds,SecondChanceTurnovers,Offensive Fouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffArc3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SelfOReb,Loose Ball Fouls,Offensive Fouls Drawn,BlockedAtRim,SecondChanceFg2Pct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Loose Ball Fouls Drawn,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,BlockedArc3,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
101129,1610612745,Luther Head,Luther Head,101129,HOU,19310.0,322,-46.0,614,611,168,141,76.0,1225,15.0,27.0,2.0,6.0,8.0,5.0,15.0,5.0,21.0,3.0,9.0,1.0,1.0,2.0,11.0,29.0,2.0,5.0,25.0,63.0,14.0,38.0,14.0,106,680,4.0,1.0,8.0,17.0,3.0,7.0,5.0,30.0,28.0,22.0,33.0,9.0,1.0,28.0,11.0,4.0,23.0,12.0,35.0,7.0,5.0,8.0,6.0,9.0,82.0,1.0,1.0,1.0,5.0,19.0,24.0,3.0,27.0,6.0,4.0,2.0,10.0,2.0,9.0,6.0,1.0,1.0,2.0,16.0,1.0,9.0,15.0,13.0,16.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,30.0,168,3.0,2.0,0.56,0.56,0.7857142857142857,0.3684210526315789,0.4285714285714285,0.3783783783783784,0.3968253968253968,0.4705882352941176,0.4554455445544554,0.5208333333333334,0.4907407407407407,0.5769230769230769,0.3762376237623762,0.0634920634920634,0.1111111111111111,0.0666666666666666,17.816091954022987,0.625,0.0666666666666666,0.0913461538461538,0.0052083333333333,0.1020408163265306,0.0136986301369863,0.0933852140077821,0.0075471698113207,0.0163934426229508,0.0666666666666666,0.0408163265306122,0.0806451612903225,0.1237113402061855,0.1111111111111111,0.0769230769230769,1.0,0.2673267326732673,0.5555555555555556,0.625,0.6666666666666666,0.1485148514851485,0.3333333333333333,0.3571428571428571,0.4,0.2079207920792079,0.238095238095238,0.238095238095238,0.4,0.0891089108910891,0.3333333333333333,0.3333333333333333,1.0,0.2871287128712871,0.3793103448275862,0.3793103448275862,0.7272727272727273,0.4,0.2,0.3333333333333333,0.75,0.0833333333333333,0.5,0.2083333333333333,0.4,0.6435643564356436,0.3928571428571428,0.5134065,0.4753374999999999,0.5044130434782609,0.0660377358490566,0.1029411764705882,0.2830188679245283,8.798412698412697,25.35,0.2736156351791531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101144,1610612745,Von Wafer,Von Wafer,101144,HOU,4848.0,81,11.0,159,154,52,51,20.0,313,8.0,12.0,,3.0,4.0,2.0,3.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,6.0,10.0,1.0,2.0,11.0,22.0,7.0,12.0,5.0,48,154,,4.0,4.0,8.0,2.0,3.0,2.0,16.0,10.0,12.0,21.0,,,10.0,6.0,2.0,4.0,1.0,5.0,1.0,,3.0,1.0,,11.0,1.0,,,2.0,4.0,7.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,,,2.0,8.0,3.0,2.0,11.0,5.0,6.0,,3.0,,,,,,16.0,52,1.0,,0.4545454545454545,0.4545454545454545,1.0,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5,0.5,0.6323529411764706,0.6363636363636364,0.6486486486486487,0.6666666666666666,0.3529411764705882,0.0909090909090909,0.1666666666666666,,25.0,0.375,,0.0666666666666666,,0.1333333333333333,0.0625,0.08,0.015625,,,0.0588235294117647,0.1363636363636363,,0.1,0.2,,0.3529411764705882,0.6666666666666666,0.8,0.5,0.088235294117647,0.6666666666666666,0.6666666666666666,,0.2058823529411764,0.1428571428571428,0.1428571428571428,1.0,0.0588235294117647,0.5,0.5,1.0,0.2941176470588235,0.6,0.6,1.0,,0.25,0.3636363636363636,0.75,0.0909090909090909,1.0,0.1818181818181818,0.5,0.7058823529411765,0.6,0.5317970588235295,0.6038625,0.5611454545454545,0.081081081081081,0.12,0.3333333333333333,8.109090909090908,25.34166666666667,0.3270440251572327,1.0,3.0,3.0,4.0,12.0,1.0,1.0,2.0,1.0,1.5,1.5,0.2,0.0714285714285714,1.0,1.0,0.75,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,9567.0,159,12.0,302,299,90,90,40.0,601,4.0,9.0,4.0,,,2.0,13.0,,,,,,,,,,,,6.0,22.0,,,3.0,15,297,6.0,,,2.0,,,,,8.0,4.0,,,,,,3.0,5.0,6.0,11.0,6.0,,5.0,,,28.0,2.0,11.0,,2.0,29.0,34.0,13.0,47.0,9.0,3.0,6.0,4.0,,3.0,1.0,,1.0,,5.0,,15.0,27.0,6.0,6.0,,3.0,,4.0,1.0,4.0,3.0,,90,1.0,,0.6666666666666666,1.0,,,,,0.2727272727272727,,0.2727272727272727,,0.3,,,0.1363636363636363,0.1111111111111111,0.1538461538461538,8.695652173913043,0.8,,0.2710280373831775,0.1122448979591836,0.0769230769230769,0.0512820512820512,0.2330827067669172,0.0948905109489051,0.1666666666666666,,0.2413793103448276,0.3529411764705882,0.2272727272727272,0.1176470588235294,,0.75,0.4090909090909091,0.4444444444444444,0.5,0.5,0.5909090909090909,0.1538461538461538,0.1818181818181818,1.0,,,,,,,,,,,,,0.6666666666666666,,,,,,,,0.4090909090909091,,0.4712590909090908,0.5517166666666666,0.4155,0.12,0.12,,4.981818181818182,,0.2980132450331126,,,,,6.0,3.0,,1.0,,0.5,0.5,0.375,0.0625,,,,,,0.4,3.0,3.0,4.0,1.0,2.0,3.0,3.0,0.5,0.0416666666666666,0.1052631578947368,0.0769230769230769,0.75,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,3896.0,65,16.0,122,120,26,42,21.0,242,4.0,8.0,2.0,,,,3.0,2.0,6.0,1.0,1.0,,,,,3.0,,2.0,6.0,17.0,1.0,4.0,11.0,26,114,2.0,1.0,1.0,1.0,,2.0,4.0,6.0,2.0,10.0,3.0,,,3.0,,1.0,6.0,1.0,7.0,,1.0,3.0,1.0,2.0,15.0,,5.0,,1.0,10.0,11.0,5.0,16.0,1.0,,1.0,5.0,1.0,5.0,2.0,,,,7.0,,1.0,3.0,8.0,11.0,1.0,5.0,1.0,,,,,6.0,26,,1.0,0.1666666666666666,0.25,1.0,0.25,,0.25,0.3529411764705882,1.0,0.3571428571428571,0.3333333333333333,0.5,0.6,0.1904761904761904,0.0588235294117647,0.125,,23.23943661971831,0.7142857142857143,,0.1851851851851851,0.1351351351351351,0.1111111111111111,,0.1746031746031746,0.1020408163265306,0.0833333333333333,,0.2,0.1428571428571428,0.2,0.1428571428571428,,,0.3809523809523809,0.5,0.5714285714285714,0.25,0.1428571428571428,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.0476190476190476,1.0,1.0,1.0,0.1428571428571428,,,,0.6666666666666666,,,,,,0.6666666666666666,,0.5714285714285714,,0.50056,0.55925,0.482,0.2,0.238095238095238,0.2307692307692307,8.288235294117646,28.300000000000004,0.2131147540983606,,,1.0,,7.0,,1.0,1.0,,0.6666666666666666,0.875,,,,,0.3333333333333333,,,0.2692307692307692,2.0,2.0,4.0,2.0,,,,1.0,0.1538461538461538,0.1666666666666666,0.1666666666666666,1.0,,3.0,,,,,,,,,,,,,True,,,,,,,,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,10331.0,172,-30.0,327,322,79,55,41.0,649,17.0,24.0,6.0,3.0,3.0,4.0,8.0,8.0,20.0,,,,,,,,,,29.0,52.0,,,19.0,77,363,8.0,,5.0,8.0,,,2.0,12.0,28.0,30.0,,,,,,6.0,5.0,5.0,10.0,4.0,1.0,2.0,1.0,2.0,25.0,4.0,10.0,,6.0,18.0,27.0,14.0,41.0,4.0,2.0,2.0,2.0,1.0,,7.0,,2.0,,9.0,3.0,5.0,17.0,22.0,26.0,2.0,13.0,1.0,2.0,,2.0,2.0,12.0,79,1.0,1.0,0.4827586206896552,0.5185185185185185,,,,,0.5576923076923077,0.625,0.5576923076923077,0.625,0.6015625,0.6666666666666666,,0.1153846153846153,0.1666666666666666,0.125,19.67654986522911,0.2222222222222222,,0.1698113207547169,0.0970873786407767,0.2222222222222222,0.1111111111111111,0.1804511278195488,0.1007194244604316,0.0303030303030303,,0.1666666666666666,0.275,0.0714285714285714,0.2105263157894736,0.25,1.0,0.4615384615384615,0.7083333333333334,0.85,0.3529411764705882,0.1538461538461538,0.5,0.5714285714285714,0.5,0.3846153846153846,0.4,0.4210526315789473,0.75,,,,,,,,,0.75,,0.375,1.0,,,,,0.4615384615384615,,0.4905288461538462,0.5270571428571429,0.4581125,0.2063492063492063,0.2063492063492063,0.1558441558441558,8.265384615384615,,0.2415902140672783,,,,,15.0,3.0,1.0,4.0,,0.5,0.625,0.4285714285714285,0.1290322580645161,,,,,,0.1948051948051948,3.0,4.0,4.0,2.0,3.0,4.0,1.0,0.5,0.125,0.131578947368421,0.1176470588235294,0.5,,7.0,3.0,1.0,1.0,1.0,0.05,,,,,,,,True,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,9827.0,164,-47.0,314,313,79,59,40.0,627,18.0,27.0,11.0,3.0,6.0,19.0,29.0,2.0,6.0,,,,,,,,,,39.0,62.0,,,24.0,102,375,13.0,,5.0,12.0,,,7.0,17.0,48.0,30.0,,,,,,6.0,6.0,5.0,11.0,4.0,1.0,6.0,,,27.0,,13.0,,2.0,14.0,21.0,13.0,34.0,5.0,4.0,1.0,9.0,2.0,3.0,6.0,,6.0,1.0,15.0,2.0,13.0,17.0,23.0,29.0,1.0,12.0,3.0,6.0,,6.0,5.0,17.0,79,1.0,3.0,0.6153846153846154,0.8,,,,,0.6290322580645161,0.4166666666666667,0.6290322580645161,0.4166666666666667,0.6710526315789473,0.53125,,0.0967741935483871,0.1481481481481481,0.0689655172413793,25.41899441340782,0.6,,0.1333333333333333,0.13,0.0952380952380952,,0.1269841269841269,0.0948905109489051,0.1034482758620689,,0.1666666666666666,0.1212121212121212,0.1296296296296296,0.0588235294117647,0.25,0.8333333333333334,0.4354838709677419,0.6666666666666666,0.782608695652174,0.5,0.4677419354838709,0.6551724137931034,0.7037037037037037,0.6842105263157895,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.8461538461538461,,0.5,0.5,,,,,0.4354838709677419,,0.4673629032258065,0.5322230769230769,0.4712583333333333,0.1643835616438356,0.1643835616438356,0.1666666666666666,5.3903225806451625,,0.2515923566878981,,,,,23.0,5.0,,,,0.6923076923076923,0.71875,0.5,,,,,,,0.2254901960784313,8.0,9.0,18.0,,2.0,,3.0,0.6923076923076923,0.2,0.064516129032258,,0.7272727272727273,,5.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,True,,,,,,,,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,6766.0,113,-38.0,212,218,43,31,20.0,430,4.0,7.0,,3.0,4.0,5.0,9.0,7.0,10.0,,,,,,,,,,16.0,26.0,,,4.0,36,259,3.0,,3.0,9.0,,,,6.0,24.0,8.0,,,,,,2.0,2.0,5.0,7.0,4.0,1.0,2.0,,,19.0,2.0,,,6.0,18.0,24.0,2.0,26.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,,2.0,1.0,7.0,3.0,3.0,13.0,10.0,6.0,,3.0,,,,,,6.0,43,2.0,,0.75,0.75,,,,,0.6153846153846154,0.3333333333333333,0.6153846153846154,0.3333333333333333,0.6206896551724138,0.3333333333333333,,0.0769230769230769,0.2857142857142857,,15.450643776824034,0.4285714285714285,,0.2647058823529412,,0.375,0.0952380952380952,0.2857142857142857,0.0235294117647058,,,0.2352941176470588,0.3,0.2682926829268293,0.4166666666666667,0.25,,0.2692307692307692,0.5714285714285714,0.8,0.75,0.3461538461538461,0.5555555555555556,0.5555555555555556,0.4,0.3846153846153846,0.7,0.7,1.0,,,,,,,,,,,0.4444444444444444,0.75,,,,,0.2692307692307692,,0.4440692307692307,0.3591499999999999,0.4765333333333333,0.1034482758620689,0.1034482758620689,0.1666666666666666,9.684615384615386,,0.2028301886792453,,,,,4.0,,,1.0,,0.6666666666666666,0.6666666666666666,,0.125,,,,,,0.1111111111111111,,2.0,,,3.0,1.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,7397.0,123,-17.0,239,237,85,55,25.0,476,1.0,4.0,2.0,,,3.0,9.0,3.0,5.0,1.0,2.0,,,1.0,7.0,14.0,3.0,5.0,7.0,18.0,8.0,16.0,13.0,51,271,2.0,2.0,2.0,5.0,3.0,6.0,3.0,16.0,,14.0,18.0,6.0,,14.0,7.0,1.0,15.0,2.0,17.0,2.0,,4.0,5.0,6.0,36.0,,1.0,,1.0,6.0,7.0,1.0,8.0,5.0,1.0,4.0,6.0,2.0,6.0,3.0,,,,9.0,2.0,2.0,6.0,8.0,16.0,,7.0,1.0,,,,,16.0,85,,1.0,,,0.75,0.5,0.5,0.5,0.3888888888888889,0.4,0.5588235294117647,0.5909090909090909,0.6071428571428571,0.6153846153846154,0.4705882352941176,0.0555555555555555,0.25,,19.245283018867926,0.6666666666666666,,0.08,0.0144927536231884,0.0526315789473684,,0.0744680851063829,0.0097087378640776,0.0434782608695652,,,,0.1363636363636363,0.0666666666666666,,,0.1176470588235294,0.25,0.3333333333333333,,0.2647058823529412,0.3333333333333333,0.3333333333333333,,0.1470588235294117,0.6,0.6,,0.0588235294117647,0.5,0.5,1.0,0.4117647058823529,0.5,0.5,0.7142857142857143,0.5,,,,0.0909090909090909,,0.4545454545454545,0.6,0.5882352941176471,0.5,0.4869367647058823,0.4813,0.4439409090909091,0.1707317073170731,0.28,0.3137254901960784,9.505555555555556,25.50625,0.3556485355648535,,,2.0,,1.0,,,1.0,,,0.1,,,,,0.5,,,0.0196078431372549,,,,1.0,,,,,,,0.0555555555555555,,,1.0,,,,,,,,,,,,,True,,,,,,,,,
1897,1610612745,Metta World Peace,Metta World Peace,1897,HOU,7524.0,125,-27.0,242,241,76,64,33.0,483,4.0,14.0,1.0,,3.0,1.0,6.0,4.0,16.0,2.0,4.0,,1.0,2.0,6.0,15.0,2.0,5.0,9.0,36.0,8.0,19.0,17.0,59,277,4.0,2.0,,5.0,3.0,7.0,9.0,18.0,12.0,6.0,18.0,6.0,,15.0,6.0,6.0,8.0,2.0,10.0,1.0,1.0,5.0,2.0,1.0,22.0,,2.0,,1.0,15.0,16.0,2.0,18.0,11.0,6.0,5.0,9.0,,7.0,3.0,,2.0,,12.0,4.0,2.0,7.0,19.0,24.0,,9.0,3.0,1.0,,2.0,1.0,18.0,76,1.0,3.0,0.6666666666666666,0.6666666666666666,0.75,0.4210526315789473,0.4285714285714285,0.4210526315789473,0.25,,0.3818181818181818,0.375,0.4402985074626865,0.4736842105263157,0.3454545454545454,0.1666666666666666,0.3571428571428571,0.1666666666666666,28.623188405797105,0.75,,0.1973684210526315,0.024390243902439,0.0625,,0.1739130434782608,0.0185185185185185,,,0.0555555555555555,0.2941176470588235,0.2195121951219512,0.0909090909090909,,0.5,0.2545454545454545,0.2857142857142857,0.4444444444444444,0.5,0.109090909090909,0.1666666666666666,0.2,,0.2909090909090909,0.25,0.25,1.0,0.0727272727272727,0.5,0.5,0.5,0.2727272727272727,0.4,0.4,0.8333333333333334,0.1666666666666666,,0.25,,0.1666666666666666,0.5,0.4166666666666667,0.4,0.6,0.4,0.518651818181818,0.4522666666666666,0.5292499999999999,0.140625,0.2,0.3050847457627119,9.794444444444444,24.76315789473684,0.3140495867768595,,,2.0,,9.0,,,3.0,,0.1666666666666666,0.4090909090909091,,,,,0.3333333333333333,,,0.1525423728813559,1.0,1.0,,2.0,1.0,1.0,1.0,0.25,0.0833333333333333,,0.0625,1.0,1.0,7.0,1.0,,,,,,1.0,1.0,,,,,True,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,8474.0,141,-38.0,270,271,68,58,30.0,541,12.0,16.0,1.0,4.0,4.0,4.0,12.0,2.0,8.0,2.0,4.0,1.0,,2.0,5.0,18.0,,6.0,18.0,36.0,7.0,22.0,9.0,66,304,2.0,2.0,7.0,12.0,,8.0,5.0,19.0,18.0,18.0,18.0,3.0,,18.0,5.0,4.0,14.0,2.0,16.0,1.0,1.0,8.0,2.0,4.0,34.0,,,1.0,2.0,4.0,6.0,1.0,7.0,4.0,3.0,1.0,10.0,,9.0,4.0,2.0,1.0,,14.0,2.0,6.0,10.0,10.0,11.0,2.0,2.0,3.0,,,,,19.0,68,3.0,3.0,0.5,0.5,0.8571428571428571,0.3181818181818182,,0.3181818181818182,0.5,0.5833333333333334,0.4913793103448275,0.35,0.532258064516129,0.4130434782608695,0.3793103448275862,0.1111111111111111,0.125,0.1666666666666666,24.91803278688525,0.7142857142857143,0.125,0.0465116279069767,,0.08,,0.054054054054054,,,,0.0454545454545454,0.0588235294117647,0.0333333333333333,0.0526315789473684,0.1666666666666666,,0.2758620689655172,0.75,0.8571428571428571,0.6666666666666666,0.2068965517241379,0.3333333333333333,0.4,,0.1379310344827586,0.25,0.25,0.5,0.0689655172413793,0.5,0.5,1.0,0.3103448275862069,0.2777777777777778,0.2777777777777778,0.8,0.25,0.25,0.2,1.0,0.1,,0.3,,0.6551724137931034,0.2777777777777778,0.5001922413793105,0.463,0.475805,0.0508474576271186,0.0555555555555555,0.2878787878787879,7.111111111111111,25.57272727272728,0.2518518518518518,,,1.0,,,,1.0,,,,,,,,,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0434782608695652,,True,,,,,,,,,
