EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,OffFTReboundPct,SecondChanceCorner3FGM,Loose Ball Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,71210.0,1187,-35,2229,2227,433,430,243.0,4456,75.0,137.0,12.0,23.0,14.0,24.0,24.0,57.0,69.0,182.0,13.0,27.0,1.0,3.0,3.0,49.0,118.0,3.0,7.0,9.0,26.0,168,376,62.0,145.0,129.0,651,2481,17.0,33.0,3.0,8.0,11.0,54.0,32.0,68.0,12.0,29.0,45.0,145.0,96.0,240.0,156.0,30.0,18.0,1.0,2.0,115.0,48.0,23.0,90.0,57.0,147.0,33.0,24.0,49.0,9.0,32.0,351.0,6.0,23.0,38.0,88,1.0,127,29.0,156,13.0,24.0,14.0,10.0,35.0,12.0,27.0,29.0,2.0,8.0,7.0,64.0,4.0,19.0,48.0,80,7.0,145.0,4.0,4.0,159.0,13.0,5.0,66.0,18.0,18.0,13.0,5.0,18.0,10.0,1.0,145.0,433,8.0,16.0,0.2857142857142857,0.3018867924528302,0.8387096774193549,0.42758620689655175,0.375,0.41379310344827586,0.42657342657342656,0.44680851063829785,0.5151515151515151,0.47058823529411764,0.5009596928982726,0.524390243902439,0.5154639175257731,0.5464527027027027,0.5638297872340425,0.5766129032258065,0.2783109404990403,0.061170212765957445,0.13138686131386862,0.07017543859649122,0.005494505494505495,25.9200633161852,0.546875,0.016129032258064516,0.11325611325611326,0.02937420178799489,0.1444866920152091,0.021505376344086023,0.12115384615384615,0.027306967984934087,0.04150943396226415,0.027624309392265192,0.020771513353115726,0.020100502512562814,0.025,0.09125475285171103,0.1,0.13662790697674418,0.11734693877551021,0.22388059701492538,0.04961832061068702,0.5555555555555556,0.2629558541266795,0.5474452554744526,0.6302521008403361,0.2,0.10940499040307101,0.42105263157894735,0.4528301886792453,0.20833333333333334,0.3493282149712092,0.3791208791208791,0.3812154696132597,0.4057971014492754,0.05182341650671785,0.48148148148148145,0.48148148148148145,1.0,0.22648752399232247,0.4152542372881356,0.4152542372881356,0.7959183673469388,0.5609756097560976,0.5217391304347826,0.16666666666666666,0.024390243902439025,0.17073170731707318,0.42857142857142855,0.6666666666666666,0.24742268041237114,0.5833333333333334,0.030927835051546393,1.0,0.26804123711340205,0.34615384615384615,0.5412667946257198,0.41739130434782606,0.49411262042389215,0.5222985294117647,0.4796352631578948,0.11498257839721254,0.15384615384615385,0.08294930875576037,0.2227342549923195,10.452127659574469,25.71310344827586,0.1942575145805294,,,,,,,,,,,,,,,,,,,True,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,17456.0,291,-34,522,528,107,130,60.0,1050,20.0,39.0,5.0,12.0,3.0,5.0,5.0,11.0,4.0,7.0,,,,,,,,,,,,29,57,,,10.0,68,617,6.0,13.0,,,1.0,13.0,5.0,9.0,,,6.0,16.0,46.0,12.0,,,10.0,,,,,3.0,5.0,3.0,8.0,2.0,1.0,1.0,,4.0,19.0,10.0,21.0,9.0,30,5.0,44,32.0,76,6.0,6.0,3.0,3.0,4.0,,1.0,3.0,1.0,3.0,,7.0,2.0,3.0,23.0,31,1.0,14.0,1.0,,25.0,1.0,,8.0,5.0,18.0,12.0,5.0,18.0,10.0,1.0,16.0,107,,5.0,0.7931034482758621,0.9583333333333334,,,,,,0.5087719298245614,0.46153846153846156,0.5555555555555556,0.5087719298245614,0.46153846153846156,0.5555555555555556,0.4927536231884058,0.43333333333333335,0.5333333333333333,,0.05263157894736842,0.07692307692307693,,,12.816188870151771,0.5714285714285714,0.2777777777777778,0.1724137931034483,0.12138728323699421,0.1267605633802817,0.14492753623188406,0.15918367346938775,0.128099173553719,0.2028985507246377,0.06451612903225806,0.0684931506849315,0.12280701754385964,0.25,0.11666666666666667,0.17142857142857143,0.21518987341772153,0.15517241379310345,,0.24,0.5555555555555556,0.6842105263157895,0.5128205128205128,0.5555555555555556,0.75,0.19298245614035087,0.45454545454545453,0.45454545454545453,0.8,0.12280701754385964,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,0.9230769230769231,0.4166666666666667,,,,,,0.5555555555555556,0.6,,,,,0.6842105263157895,,0.5199842105263158,0.55264,0.48287777777777774,0.125,0.125,0.19117647058823528,0.23529411764705882,3.8421052631578947,,0.2049808429118774,1.0,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,True,,,,
201146,1610612751,Yi Jianlian,Yi Jianlian,201146,NJN,85276.0,1421,-111,2653,2653,557,584,298.0,5306,56.0,121.0,17.0,40.0,11.0,19.0,23.0,56.0,64.0,183.0,13.0,29.0,2.0,2.0,6.0,35.0,111.0,1.0,4.0,7.0,27.0,143,360,48.0,140.0,95.0,525,2966,19.0,55.0,2.0,6.0,24.0,68.0,23.0,57.0,9.0,33.0,29.0,102.0,214.0,72.0,141.0,3.0,30.0,,,111.0,35.0,32.0,37.0,23.0,60.0,11.0,12.0,21.0,3.0,13.0,143.0,10.0,54.0,54.0,178,27.0,259,67.0,326,10.0,29.0,19.0,10.0,36.0,8.0,16.0,34.0,7.0,20.0,11.0,70.0,10.0,12.0,82.0,157,6.0,92.0,14.0,2.0,123.0,5.0,,48.0,16.0,36.0,31.0,5.0,36.0,21.0,9.0,102.0,557,19.0,14.0,0.7482517482517482,0.8359375,0.9791666666666666,0.34285714285714286,0.3333333333333333,0.2727272727272727,0.34285714285714286,0.3972222222222222,0.34545454545454546,0.40350877192982454,0.43,0.36065573770491804,0.40555555555555556,0.46958855098389984,0.4533333333333333,0.46788990825688076,0.28,0.08888888888888889,0.23140495867768596,0.07142857142857142,,20.86235489220564,0.5142857142857142,0.34177215189873417,0.19625137816979052,0.05714285714285714,0.17419354838709677,0.030303030303030304,0.19063270336894,0.05019607843137255,0.07575757575757576,0.05855855855855856,0.04071246819338423,0.02074688796680498,0.056179775280898875,0.18210862619808307,0.225,0.19289340101522842,0.18454935622317598,0.14285714285714285,0.03636363636363636,0.5833333333333334,0.242,0.4628099173553719,0.6021505376344086,0.625,0.112,0.4107142857142857,0.4423076923076923,0.5652173913043478,0.366,0.34972677595628415,0.34972677595628415,0.921875,0.058,0.4482758620689655,0.4482758620689655,0.9230769230769231,0.222,0.3153153153153153,0.3153153153153153,1.0,0.6557377049180327,0.425,0.17647058823529413,0.03278688524590164,0.06557377049180328,0.25,1.0,0.2111111111111111,0.5789473684210527,0.06666666666666667,0.3333333333333333,0.3,0.25925925925925924,0.522,0.3153153153153153,0.49170230000000004,0.5141222222222223,0.4972005555555555,0.08839779005524862,0.11910669975186104,0.1295238095238095,0.19428571428571428,11.229166666666666,24.905714285714282,0.20995099886920468,3.0,1.0,,3.0,0.045454545454545456,1.0,12.0,0.5,1.0,,,,,,,,,,True,,,,
201604,1610612751,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,NJN,7280.0,121,-31,222,221,96,103,31.0,443,8.0,13.0,1.0,2.0,2.0,4.0,3.0,12.0,4.0,6.0,2.0,5.0,,,3.0,,,,,,,15,31,2.0,5.0,12.0,48,260,1.0,2.0,,,,2.0,6.0,14.0,,3.0,6.0,18.0,8.0,22.0,6.0,,,,,,,2.0,12.0,7.0,19.0,2.0,5.0,7.0,2.0,3.0,45.0,,1.0,2.0,2,,4,2.0,6,,2.0,2.0,,6.0,,4.0,,,2.0,,6.0,1.0,2.0,3.0,4,,11.0,,,16.0,,,4.0,4.0,1.0,,,1.0,,,18.0,96,1.0,3.0,0.26666666666666666,0.26666666666666666,1.0,0.4,,,0.4,0.4838709677419355,0.5,0.42857142857142855,0.5,0.5,0.35294117647058826,0.5454545454545454,0.5,0.42857142857142855,0.1388888888888889,0.06451612903225806,0.15384615384615385,,,18.702290076335878,1.0,,0.028169014084507043,0.010752688172043012,0.08,,0.041666666666666664,0.008547008547008548,,,0.03333333333333333,,,0.03571428571428571,0.058823529411764705,,0.05263157894736842,0.16666666666666666,,,0.3611111111111111,0.6153846153846154,0.7272727272727273,0.25,0.3333333333333333,0.25,0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.1388888888888889,0.4,0.4,1.0,,,,,1.0,0.5,,,,,,0.23529411764705882,0.5,0.17647058823529413,,,,0.5,,0.47877916666666676,0.5606,0.44928529411764706,0.1,0.11428571428571428,0.041666666666666664,0.375,7.209677419354839,23.18,0.43243243243243246,1.0,,1.0,,0.2,,,,,,,,,,,,,,True,,,,
2039,1610612751,Keyon Dooling,Keyon Dooling,2039,NJN,32198.0,537,-115,974,977,247,219,106.0,1951,32.0,45.0,2.0,2.0,11.0,12.0,8.0,23.0,11.0,33.0,13.0,20.0,2.0,4.0,6.0,6.0,22.0,,4.0,4.0,8.0,51,101,19.0,42.0,33.0,192,1135,4.0,9.0,2.0,6.0,,14.0,15.0,28.0,8.0,14.0,7.0,61.0,28.0,74.0,51.0,6.0,,,,22.0,6.0,5.0,47.0,25.0,72.0,14.0,11.0,20.0,8.0,19.0,169.0,4.0,3.0,10.0,25,5.0,40,7.0,47,,17.0,4.0,13.0,19.0,6.0,15.0,9.0,2.0,4.0,,28.0,3.0,7.0,9.0,34,,38.0,,5.0,37.0,3.0,1.0,15.0,3.0,2.0,,1.0,2.0,2.0,,61.0,247,7.0,1.0,0.27450980392156865,0.27450980392156865,0.8947368421052632,0.4523809523809524,0.3333333333333333,0.5714285714285714,0.4523809523809524,0.504950495049505,0.4444444444444444,0.5357142857142857,0.5559440559440559,0.4666666666666667,0.6428571428571429,0.60062893081761,0.4666666666666667,0.6630434782608695,0.2937062937062937,0.04950495049504951,0.044444444444444446,0.13043478260869565,,16.955332725615314,0.6785714285714286,0.15625,0.08064516129032258,0.009009009009009009,0.07874015748031496,0.03278688524590164,0.08009153318077804,0.015384615384615385,0.009345794392523364,0.012195121951219513,0.006944444444444444,0.0449438202247191,,0.06481481481481481,0.09523809523809523,0.08633093525179857,0.0851063829787234,0.06060606060606061,,1.0,0.3146853146853147,0.7111111111111111,0.7441860465116279,0.3125,0.16083916083916083,0.34782608695652173,0.4,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.13986013986013987,0.65,0.65,0.9230769230769231,0.15384615384615385,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.13333333333333333,1.0,,0.13333333333333333,0.26666666666666666,,,0.2857142857142857,0.9166666666666666,0.14285714285714285,0.6666666666666666,0.19047619047619047,0.5,0.6083916083916084,0.2727272727272727,0.513263986013986,0.4574541666666667,0.522757142857143,0.10256410256410256,0.13274336283185842,0.07291666666666667,0.3177083333333333,8.77920792079208,24.10952380952381,0.2535934291581109,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,0.023255813953488372,,,,,,,,True,,,,
2553,1610612751,Jarvis Hayes,Jarvis Hayes,2553,NJN,20141.0,336,4,629,628,198,234,70.0,1257,13.0,21.0,1.0,2.0,1.0,5.0,1.0,8.0,15.0,33.0,7.0,21.0,2.0,2.0,6.0,6.0,18.0,2.0,2.0,1.0,5.0,29,62,13.0,39.0,5.0,102,660,1.0,5.0,2.0,4.0,,8.0,5.0,15.0,3.0,11.0,2.0,21.0,44.0,14.0,39.0,,,,,18.0,6.0,3.0,8.0,1.0,9.0,1.0,,3.0,2.0,3.0,19.0,,2.0,15.0,18,6.0,39,2.0,41,,10.0,7.0,3.0,6.0,2.0,5.0,3.0,1.0,1.0,,9.0,,1.0,15.0,26,,6.0,2.0,1.0,7.0,1.0,,2.0,2.0,,,,,,,21.0,198,3.0,2.0,0.7586206896551724,0.7586206896551724,1.0,0.3333333333333333,0.5,0.2727272727272727,0.3333333333333333,0.46774193548387094,0.2,0.3333333333333333,0.4801980198019802,0.4444444444444444,0.36538461538461536,0.49038461538461536,0.4444444444444444,0.375,0.38613861386138615,0.04838709677419355,0.09523809523809523,0.125,,15.96045197740113,0.6666666666666666,0.2222222222222222,0.08372093023255814,0.009523809523809525,0.18518518518518517,,0.11148648648648649,0.006920415224913495,,,0.023255813953488372,,,0.07246376811594203,0.09259259259259259,0.08695652173913043,0.15873015873015872,0.2777777777777778,,,0.2079207920792079,0.6190476190476191,0.6842105263157895,0.8461538461538461,0.07920792079207921,0.125,0.14285714285714285,,0.32673267326732675,0.45454545454545453,0.45454545454545453,0.7333333333333333,0.2079207920792079,0.3333333333333333,0.3333333333333333,1.0,0.1782178217821782,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,1.0,0.2222222222222222,0.2222222222222222,1.0,1.0,0.19230769230769232,0.2,0.23076923076923078,0.3333333333333333,0.19230769230769232,0.2,0.594059405940594,0.3333333333333333,0.49602376237623763,0.50950625,0.489098076923077,0.0196078431372549,0.031746031746031744,0.0784313725490196,0.20588235294117646,11.040322580645162,24.52307692307692,0.314785373608903,,,,1.0,,,1.0,,,,,,,,,,,,True,,,,
2734,1610612751,Devin Harris,Devin Harris,2734,NJN,55440.0,924,-26,1753,1753,296,334,194.0,3506,73.0,130.0,2.0,5.0,11.0,18.0,21.0,46.0,47.0,92.0,4.0,6.0,,1.0,1.0,22.0,68.0,1.0,7.0,3.0,17.0,141,268,26.0,74.0,171.0,531,1932,9.0,17.0,1.0,7.0,4.0,25.0,27.0,44.0,4.0,18.0,47.0,113.0,50.0,232.0,45.0,33.0,,,2.0,66.0,22.0,26.0,124.0,57.0,181.0,38.0,19.0,57.0,13.0,54.0,419.0,,5.0,12.0,49,,61,6.0,67,,45.0,15.0,30.0,43.0,8.0,21.0,30.0,6.0,22.0,4.0,73.0,1.0,11.0,21.0,55,11.0,151.0,1.0,9.0,204.0,24.0,12.0,91.0,14.0,3.0,2.0,1.0,4.0,2.0,,113.0,296,5.0,11.0,0.1773049645390071,0.1773049645390071,0.5769230769230769,0.35135135135135137,0.14285714285714285,0.2222222222222222,0.3611111111111111,0.5261194029850746,0.5294117647058824,0.6136363636363636,0.5263157894736842,0.4375,0.532258064516129,0.611764705882353,0.4807692307692308,0.625,0.21637426900584794,0.09701492537313433,0.17692307692307693,0.043478260869565216,0.010869565217391304,24.912280701754387,0.589041095890411,,0.0791599353796446,0.008025682182985553,0.06417112299465241,,0.07568238213399504,0.00589622641509434,0.013215859030837005,,0.007662835249042145,,,0.06542056074766354,0.09022556390977443,0.08455882352941177,0.06382978723404255,0.06521739130434782,,0.5,0.38011695906432746,0.5615384615384615,0.6822429906542056,0.2876712328767123,0.13450292397660818,0.45652173913043476,0.4772727272727273,0.047619047619047616,0.26900584795321636,0.5108695652173914,0.5164835164835165,0.06382978723404255,0.017543859649122806,0.6666666666666666,0.6666666666666666,1.0,0.19883040935672514,0.3235294117647059,0.3283582089552239,0.5,0.20833333333333334,0.4,0.5,,0.2916666666666667,0.14285714285714285,1.0,0.2903225806451613,0.6111111111111112,0.016129032258064516,1.0,0.27419354838709675,0.17647058823529413,0.5964912280701754,0.3333333333333333,0.5264209439528024,0.46060476190476196,0.5055940677966101,0.22627737226277372,0.2716417910447761,0.047080979284369114,0.2128060263653484,7.7779850746268675,25.84864864864865,0.1688533941814033,1.0,1.0,,,0.02564102564102564,,1.0,,,2.0,0.02631578947368421,1.0,1.0,1.0,0.013513513513513514,0.014705882352941176,,,True,,,,
2239,1610612751,Trenton Hassell,Trenton Hassell,2239,NJN,23369.0,389,-73,721,720,121,107,70.0,1441,6.0,12.0,2.0,3.0,2.0,2.0,5.0,8.0,22.0,33.0,,,,,,,1.0,,1.0,,,33,53,,1.0,1.0,67,811,3.0,4.0,,1.0,,6.0,3.0,3.0,,,,6.0,48.0,18.0,,,2.0,,,1.0,,2.0,14.0,5.0,19.0,3.0,2.0,7.0,2.0,5.0,43.0,5.0,7.0,8.0,24,1.0,33,12.0,45,,9.0,4.0,5.0,6.0,2.0,4.0,4.0,,2.0,1.0,10.0,,1.0,18.0,30,,6.0,1.0,,3.0,1.0,,2.0,,3.0,3.0,,3.0,2.0,1.0,6.0,121,2.0,,0.7272727272727273,0.75,,,,,,0.6226415094339622,0.75,1.0,0.6111111111111112,0.6,1.0,0.6090909090909091,0.6,1.0,0.018518518518518517,0.03773584905660377,0.16666666666666666,,,8.11485642946317,0.6,0.047619047619047616,0.09836065573770492,0.025547445255474453,0.1038961038961039,0.06756756756756757,0.09968847352024922,0.034482758620689655,0.023529411764705882,0.04477611940298507,0.01639344262295082,0.0847457627118644,,0.09195402298850575,0.1111111111111111,0.0970873786407767,0.09615384615384616,0.12,,0.6666666666666666,0.2222222222222222,0.5,0.6,0.3333333333333333,0.14814814814814814,0.625,0.625,0.4,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.9090909090909091,,,,,0.018518518518518517,,,,0.6,0.6666666666666666,0.5,,0.2,,,0.6666666666666666,1.0,,,,,0.24074074074074073,,0.45069907407407406,0.5253,0.5117999999999999,0.03636363636363636,0.037037037037037035,0.08955223880597014,0.08955223880597014,13.30188679245283,24.6,0.1678224687933426,,,,,,,1.0,,,,,,,,,,,,True,,,,
2250,1610612751,Bobby Simmons,Bobby Simmons,2250,NJN,41949.0,699,-35,1300,1299,215,248,157.0,2599,17.0,30.0,8.0,13.0,3.0,4.0,5.0,14.0,19.0,49.0,32.0,64.0,4.0,4.0,14.0,19.0,44.0,2.0,2.0,2.0,5.0,41,93,51.0,108.0,9.0,244,1470,10.0,23.0,4.0,6.0,2.0,34.0,6.0,8.0,6.0,19.0,3.0,33.0,48.0,34.0,138.0,15.0,16.0,,,44.0,19.0,6.0,30.0,4.0,34.0,3.0,1.0,16.0,5.0,9.0,72.0,16.0,18.0,19.0,52,8.0,79,35.0,114,6.0,24.0,11.0,13.0,18.0,5.0,12.0,17.0,,6.0,6.0,35.0,1.0,6.0,24.0,57,2.0,23.0,2.0,2.0,13.0,1.0,,5.0,2.0,2.0,1.0,1.0,2.0,,,33.0,215,7.0,2.0,0.5853658536585366,0.7272727272727273,0.9019607843137255,0.4722222222222222,0.6666666666666666,0.3157894736842105,0.4722222222222222,0.44086021505376344,0.43478260869565216,0.75,0.5845771144278606,0.5517241379310345,0.5555555555555556,0.5893719806763285,0.5483870967741935,0.55,0.5373134328358209,0.06451612903225806,0.13333333333333333,0.07142857142857142,0.02040816326530612,16.187290969899667,0.5142857142857142,0.25806451612903225,0.11529933481152993,0.039647577092511016,0.12418300653594772,0.0903954802259887,0.11754966887417219,0.05388272583201268,0.022988505747126436,0.039603960396039604,0.055865921787709494,0.056,0.17307692307692307,0.09032258064516129,0.08163265306122448,0.15151515151515152,0.1322314049586777,0.09375,0.05825242718446602,,0.14925373134328357,0.5666666666666667,0.6538461538461539,0.47058823529411764,0.06965174129353234,0.35714285714285715,0.38461538461538464,0.6,0.24378109452736318,0.3877551020408163,0.3958333333333333,0.6842105263157895,0.31840796019900497,0.5,0.5,0.90625,0.21890547263681592,0.4318181818181818,0.4318181818181818,0.8947368421052632,0.4482758620689655,0.6153846153846154,,0.13793103448275862,0.06896551724137931,1.0,0.5,0.14814814814814814,0.75,0.5185185185185185,0.2857142857142857,0.18518518518518517,0.4,0.6865671641791045,0.4318181818181818,0.5293288557213931,0.5140236842105264,0.5370425925925925,0.024390243902439025,0.05154639175257732,0.13934426229508196,0.13524590163934427,10.990322580645161,24.05462962962963,0.16538461538461538,1.0,2.0,,,0.03333333333333333,2.0,2.0,0.5,1.0,,,,,,,,1.0,,True,,,,
200772,1610612751,Maurice Ager,Maurice Ager,200772,NJN,2780.0,46,-18,88,92,50,64,16.0,180,6.0,11.0,1.0,1.0,5.0,9.0,,1.0,2.0,5.0,,1.0,1.0,,1.0,,2.0,,1.0,,,8,17,,3.0,1.0,17,103,1.0,1.0,,2.0,,2.0,6.0,13.0,,1.0,,12.0,8.0,8.0,,,2.0,,,2.0,,3.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,,1.0,,2,,2,1.0,3,,1.0,,1.0,2.0,,2.0,,,,,2.0,,,2.0,2,,4.0,,2.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,,12.0,50,,,0.5,0.5714285714285714,,,,,,0.47058823529411764,1.0,0.46153846153846156,0.4,0.3333333333333333,0.42857142857142855,0.40476190476190477,0.3333333333333333,0.42857142857142855,0.15,0.17647058823529413,0.2727272727272727,,,21.10091743119266,1.0,,0.09090909090909091,0.024390243902439025,,,0.058823529411764705,0.019230769230769232,0.05555555555555555,,,,,0.09090909090909091,,0.25,,,,1.0,0.55,0.5454545454545454,0.75,0.3333333333333333,0.05,,,,0.25,0.4,0.4,1.0,0.05,,,,0.1,,,,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,,,0.6428571428571429,0.5555555555555556,0.07142857142857142,,,,0.7,,0.5101575000000002,0.5277,0.5146178571428571,0.047619047619047616,0.05555555555555555,0.11764705882352941,0.7058823529411765,6.394117647058823,24.266666666666666,0.5681818181818182,,,,,,,,,,,,,,,,,,,True,,,,
