EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,BadPassTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PtsUnassisted3s,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,HeaveMakes,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,BlockedLongMidRange,on,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,7875.0,131,-49.0,259,256,69,91,27.0,515,8.0,16.0,2.0,4.0,2.0,7.0,4.0,15.0,5.0,10.0,1.0,1.0,17.0,41,1.0,2.0,36.0,306,4.0,6.0,1.0,9.0,7.0,16.0,1.0,1.0,15.0,24.0,10.0,6.0,2.0,5.0,5.0,4.0,1.0,10.0,3.0,7.0,4.0,20.0,5.0,29.0,10.0,39.0,2.0,3.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,9.0,2.0,4.0,18.0,31.0,1.0,1.0,7.0,6.0,2.0,2.0,2.0,7.0,6.0,1.0,7.0,5.0,1.0,1.0,1.0,15.0,69,3.0,2.0,0.7058823529411765,0.8571428571428571,0.4146341463414634,0.6666666666666666,0.4375,0.40476190476190477,0.6666666666666666,0.4117647058823529,0.4090909090909091,0.75,0.39473684210526316,0.023809523809523808,0.04878048780487805,0.0625,0.06666666666666667,18.40277777777778,0.2222222222222222,0.45454545454545453,0.22727272727272727,0.07368421052631578,0.19047619047619047,0.17647058823529413,0.22018348623853212,0.08928571428571429,0.038461538461538464,0.09523809523809523,0.08333333333333333,0.21428571428571427,0.19047619047619047,0.13043478260869565,0.29545454545454547,0.07692307692307693,0.375,0.08695652173913043,0.7142857142857143,0.38095238095238093,0.5,0.5333333333333333,0.75,0.35714285714285715,0.26666666666666666,0.2857142857142857,0.5,0.23809523809523808,0.5,0.5,0.8,0.023809523809523808,0.6666666666666666,0.5,0.4117647058823529,0.2857142857142857,0.058823529411764705,0.40476190476190477,0.46973095238095247,0.51492,0.4816058823529411,0.047619047619047616,0.04878048780487805,0.25,0.4166666666666667,7.531707317073171,24.3,0.26640926640926643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,19480.0,325,-99.0,648,657,252,266,71.0,1305,26.0,46.0,1.0,3.0,13.0,19.0,5.0,16.0,2.0,6.0,14.0,2.0,33.0,68,41.0,29.0,131.0,727,1.0,5.0,5.0,10.0,16.0,28.0,13.0,9.0,50.0,52.0,14.0,2.0,8.0,16.0,16.0,12.0,2.0,32.0,6.0,8.0,11.0,30.0,7.0,48.0,14.0,62.0,,5.0,4.0,1.0,4.0,2.0,10.0,4.0,3.0,2.0,14.0,2.0,8.0,7.0,15.0,1.0,,25.0,44.0,5.0,22.0,1.0,3.0,3.0,,3.0,2.0,,,1.0,50.0,252,3.0,1.0,0.7878787878787878,0.8125,0.4852941176470588,0.2,0.5714285714285714,0.46788990825688076,0.3125,0.5,0.51171875,0.38461538461538464,0.5319148936170213,0.3761467889908257,0.11764705882352941,0.13043478260869565,0.125,19.26729986431479,0.2857142857142857,0.2413793103448276,0.13452914798206278,0.03571428571428571,0.14666666666666667,0.07692307692307693,0.13758389261744966,0.046357615894039736,0.060240963855421686,,0.03488372093023256,0.08333333333333333,0.15714285714285714,0.14285714285714285,0.1134020618556701,0.09803921568627451,0.25,,0.6666666666666666,0.42201834862385323,0.5652173913043478,0.65,0.8076923076923077,0.14678899082568808,0.3125,0.35714285714285715,0.6,0.05504587155963303,0.3333333333333333,0.3333333333333333,1.0,0.12844036697247707,0.375,0.3333333333333333,0.4634146341463415,0.6842105263157895,0.04878048780487805,0.7981651376146789,0.5561305555555555,0.5356166666666666,0.53419125,0.18110236220472442,0.25882352941176473,0.07633587786259542,0.3816793893129771,3.501470588235294,25.59999999999999,0.3888888888888889,4.0,1.0,1.0,1.0,8.0,27.0,2.0,2.0,11.0,12.0,1.0,3.0,3.0,36.0,1.0,26.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2926829268292683,0.3333333333333333,0.23076923076923078,0.3,0.05555555555555555,0.2857142857142857,0.2857142857142857,1.0,0.24770642201834864,0.2962962962962963,0.2962962962962963,1.0,0.125,1.0,1.0,0.25,0.5,0.2682926829268293,0.18181818181818182,0.3076923076923077,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,,,True,,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,70221.0,1170,-11.0,2254,2284,370,372,213.0,4538,43.0,78.0,2.0,5.0,7.0,15.0,21.0,56.0,52.0,125.0,14.0,2.0,116.0,259,161.0,124.0,572.0,2474,8.0,14.0,4.0,50.0,15.0,40.0,27.0,34.0,82.0,30.0,202.0,6.0,24.0,200.0,235.0,120.0,25.0,505.0,3.0,15.0,21.0,64.0,1.0,86.0,18.0,104.0,3.0,38.0,19.0,19.0,50.0,9.0,20.0,2.0,16.0,,70.0,6.0,12.0,26.0,64.0,1.0,7.0,111.0,134.0,7.0,47.0,13.0,8.0,6.0,2.0,10.0,4.0,,1.0,1.0,82.0,370,5.0,13.0,0.12931034482758622,0.13274336283185842,0.44787644787644787,0.5714285714285714,0.375,0.5333333333333333,0.6571428571428571,0.3582089552238806,0.5894736842105263,0.6857142857142857,0.4764705882352941,0.38333333333333336,0.09266409266409266,0.16666666666666666,0.10714285714285714,21.756487025948104,0.7142857142857143,0.017543859649122806,0.08132147395171538,0.018633540372670808,0.08015267175572519,0.01775147928994083,0.08102955195424213,0.018480492813141684,0.025454545454545455,0.005681818181818182,0.01977401129943503,0.015037593984962405,0.09836065573770492,0.04285714285714286,0.09309309309309309,0.056179775280898875,0.13095238095238096,0.01485148514851485,0.4,0.18571428571428572,0.5512820512820513,0.6615384615384615,0.16279069767441862,0.13333333333333333,0.375,0.42,0.09523809523809523,0.2976190476190476,0.416,0.43333333333333335,0.11538461538461539,0.03333333333333333,0.14285714285714285,0.4,0.22388059701492538,0.4666666666666667,0.029850746268656716,0.569047619047619,0.5154564593301435,0.5406161290322581,0.5070234848484849,0.11038961038961038,0.15719063545150502,0.08741258741258741,0.14335664335664336,11.043243243243243,25.427950310559005,0.16415261756876665,5.0,,,1.0,67.0,147.0,21.0,5.0,25.0,72.0,10.0,21.0,6.0,117.0,,147.0,67.0,55.0,34.0,4.0,4.0,,0.5416666666666666,0.4472049689440994,0.47619047619047616,0.2222222222222222,0.4472049689440994,0.027777777777777776,0.35714285714285715,0.35714285714285715,0.8,0.35,0.4557823129251701,0.46206896551724136,0.5223880597014925,,,,0.6,0.5,0.373134328358209,0.2,0.4557823129251701,0.024539877300613498,10.0,99.0,2.0,35.0,25.0,10.0,1.0,2.0,13.0,2.0,2.0,0.012422360248447204,0.04,0.013605442176870748,0.47619047619047616,0.9,,,,,,,True,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,58897.0,982,-69.0,1894,1918,301,295,179.0,3812,80.0,118.0,12.0,17.0,14.0,18.0,28.0,73.0,31.0,95.0,4.0,,139.0,286,15.0,37.0,333.0,2085,12.0,26.0,,27.0,25.0,45.0,3.0,7.0,63.0,214.0,64.0,22.0,21.0,50.0,64.0,27.0,4.0,142.0,3.0,25.0,37.0,90.0,6.0,133.0,29.0,162.0,4.0,52.0,32.0,20.0,26.0,1.0,19.0,3.0,11.0,7.0,45.0,1.0,8.0,48.0,87.0,1.0,5.0,43.0,66.0,12.0,37.0,2.0,26.0,20.0,6.0,26.0,15.0,7.0,1.0,1.0,63.0,301,5.0,2.0,0.7697841726618705,0.8359375,0.486013986013986,0.46153846153846156,0.5555555555555556,0.49169435215946844,0.5,0.5833333333333334,0.5076219512195121,0.5,0.5833333333333334,0.04983388704318937,0.07342657342657342,0.1440677966101695,0.0410958904109589,17.78731521220792,0.5777777777777777,0.14634146341463414,0.1391035548686244,0.0374251497005988,0.17370892018779344,0.020134228187919462,0.14767441860465116,0.03427172582619339,0.06167400881057269,0.035211267605633804,0.020066889632107024,0.02586206896551724,0.11282051282051282,0.16853932584269662,0.1386861313868613,0.1891891891891892,0.13846153846153847,0.030303030303030304,0.5769230769230769,0.3920265780730897,0.6779661016949152,0.7920792079207921,0.7125,0.2425249169435216,0.3835616438356164,0.4,0.7857142857142857,0.31561461794019935,0.3263157894736842,0.32978723404255317,0.9032258064516129,0.013289036544850499,0.6296296296296297,0.7058823529411765,0.375,0.7777777777777778,,0.4418604651162791,0.49351063122923583,0.5236347826086957,0.47365729166666665,0.11349693251533742,0.1189710610932476,0.08108108108108109,0.1891891891891892,8.56958041958042,24.493333333333332,0.15892291446673706,2.0,,,,4.0,11.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,15.0,,11.0,4.0,19.0,15.0,1.0,,,0.8333333333333334,0.4,1.0,0.6666666666666666,0.4,,0.5,0.5,1.0,0.036544850498338874,0.36363636363636365,0.4,0.75,,,,0.037037037037037035,,0.0625,0.6666666666666666,0.36363636363636365,,1.0,3.0,1.0,14.0,12.0,2.0,,,,,,0.06666666666666667,0.010526315789473684,0.09090909090909091,1.0,,1.0,0.015384615384615385,,,,,True,,,
2563,1610612743,Dahntay Jones,Dahntay Jones,2563,DEN,85534.0,1426,-89.0,2773,2815,574,600,281.0,5588,94.0,172.0,10.0,31.0,13.0,26.0,23.0,61.0,26.0,86.0,15.0,,143.0,319,17.0,110.0,429.0,3035,13.0,42.0,10.0,36.0,22.0,58.0,1.0,21.0,68.0,168.0,118.0,16.0,40.0,59.0,78.0,28.0,4.0,175.0,5.0,52.0,27.0,72.0,11.0,110.0,58.0,168.0,5.0,49.0,29.0,20.0,29.0,8.0,39.0,6.0,12.0,10.0,68.0,6.0,17.0,58.0,199.0,7.0,12.0,120.0,151.0,17.0,77.0,7.0,18.0,13.0,5.0,19.0,10.0,2.0,,1.0,68.0,574,18.0,6.0,0.5874125874125874,0.6222222222222222,0.4482758620689655,0.30952380952380953,0.3793103448275862,0.47470238095238093,0.30952380952380953,0.3983050847457627,0.532258064516129,0.375,0.4788732394366197,0.050595238095238096,0.12539184952978055,0.1686046511627907,0.13114754098360656,15.15931766977792,0.4264705882352941,0.14864864864864866,0.07415036045314109,0.05215646940822467,0.08282208588957055,0.02304147465437788,0.07632999228989977,0.04695222405271829,0.06997084548104957,0.027777777777777776,0.0502283105022831,0.029239766081871343,0.053691275167785234,0.05813953488372093,0.09879518072289156,0.06756756756756757,0.11538461538461539,0.03571428571428571,0.5263157894736842,0.5119047619047619,0.5465116279069767,0.6573426573426573,0.6063829787234043,0.18154761904761904,0.3770491803278688,0.4339622641509434,0.30434782608695654,0.25595238095238093,0.3023255813953488,0.3132530120481928,0.7692307692307693,0.044642857142857144,0.7380952380952381,0.3225806451612903,0.4406779661016949,0.5,,0.5625,0.527381886227545,0.5233666666666666,0.5020827586206897,0.19444444444444445,0.20316622691292877,0.08391608391608392,0.1585081585081585,6.5579937304075235,26.68823529411765,0.20699603317706455,10.0,,,,1.0,2.0,,1.0,1.0,11.0,,,1.0,33.0,2.0,-1.0,,27.0,17.0,3.0,,,1.0,0.6470588235294118,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,1.0,0.005952380952380952,0.5,0.5,1.0,,,,,,0.01694915254237288,1.0,,,,,,19.0,16.0,3.0,21.0,,,1.0,1.0,,0.03488372093023256,,,,1.0,0.01,1.0,0.2,,,True,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,12546.0,209,-91.0,421,452,153,179,52.0,873,5.0,11.0,,,1.0,4.0,2.0,5.0,7.0,17.0,2.0,1.0,14.0,33,12.0,4.0,41.0,486,1.0,4.0,,2.0,4.0,10.0,4.0,2.0,13.0,16.0,12.0,,,35.0,40.0,24.0,6.0,85.0,1.0,3.0,8.0,15.0,1.0,24.0,4.0,28.0,,11.0,3.0,8.0,9.0,7.0,10.0,,2.0,1.0,19.0,2.0,6.0,3.0,13.0,,1.0,5.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,,,,13.0,153,4.0,1.0,0.5714285714285714,0.5714285714285714,0.42424242424242425,0.25,0.4,0.4111111111111111,0.2,0.39285714285714285,0.43617021276595747,0.2,0.43333333333333335,0.26666666666666666,,,,13.692946058091286,0.47368421052631576,0.07692307692307693,0.11029411764705882,0.02,0.125,0.022727272727272728,0.115,0.020618556701030927,0.02,0.029411764705882353,0.015151515151515152,0.030303030303030304,0.09302325581395349,0.12121212121212122,0.11666666666666667,0.15217391304347827,0.05555555555555555,,1.0,0.24444444444444444,0.45454545454545453,0.45454545454545453,0.2,0.1111111111111111,0.4,0.4,0.5,0.37777777777777777,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.044444444444444446,,,0.2857142857142857,0.25,0.07142857142857142,0.5111111111111111,0.49362727272727275,0.40995,0.5224321428571429,0.021739130434782608,0.029411764705882353,0.04878048780487805,0.3170731707317073,11.387878787878789,26.433333333333334,0.36342042755344417,,,1.0,,3.0,10.0,,1.0,3.0,3.0,,1.0,1.0,9.0,1.0,9.0,3.0,5.0,7.0,,,,1.0,0.25,,0.25,0.2727272727272727,,,,,0.2222222222222222,0.3,0.3,1.0,0.2,,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,,,5.0,3.0,2.0,,,,,,,,,,,,,,,1.0,1.0,True,,,
200764,1610612743,Renaldo Balkman,Renaldo Balkman,200764,DEN,11792.0,197,30.0,391,393,104,126,50.0,784,25.0,36.0,5.0,11.0,5.0,9.0,2.0,5.0,3.0,10.0,,,30.0,51,2.0,10.0,76.0,412,6.0,12.0,1.0,13.0,7.0,14.0,,2.0,16.0,38.0,22.0,12.0,5.0,4.0,7.0,4.0,,17.0,3.0,13.0,7.0,24.0,3.0,34.0,16.0,50.0,2.0,10.0,7.0,3.0,3.0,,5.0,1.0,,,8.0,1.0,3.0,9.0,18.0,2.0,2.0,11.0,16.0,2.0,7.0,2.0,8.0,5.0,3.0,8.0,5.0,,1.0,,16.0,104,2.0,,0.6333333333333333,0.7916666666666666,0.5882352941176471,0.5,0.5,0.6226415094339622,0.5,0.5,0.6333333333333333,0.5,0.5333333333333333,0.03773584905660377,0.09803921568627451,0.1388888888888889,,15.077605321507761,0.375,0.23076923076923078,0.16216216216216217,0.09285714285714286,0.14893617021276595,0.125,0.15897435897435896,0.0975609756097561,0.10204081632653061,0.07692307692307693,0.09230769230769231,0.15,0.19607843137254902,0.21621621621621623,0.1,0.12121212121212122,0.21428571428571427,0.13333333333333333,0.625,0.6792452830188679,0.6944444444444444,0.8064516129032258,0.64,0.09433962264150944,0.4,0.4,0.5,0.18867924528301888,0.3,0.3,0.6666666666666666,,0.9166666666666666,0.45454545454545453,0.6428571428571429,0.5555555555555556,,0.7169811320754716,0.5579481132075471,0.55707,0.5287785714285714,0.1206896551724138,0.125,0.17105263157894737,0.21052631578947367,4.0549019607843135,25.45,0.2659846547314578,,,,,2.0,2.0,,,,2.0,,,,6.0,,2.0,2.0,,3.0,1.0,,,1.0,1.0,,,1.0,,,,,0.03773584905660377,1.0,1.0,1.0,,,,,,,,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,True,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,14565.0,243,-51.0,468,487,154,190,59.0,955,17.0,34.0,7.0,20.0,5.0,7.0,2.0,5.0,1.0,2.0,1.0,,20.0,41,4.0,27.0,70.0,548,8.0,21.0,6.0,22.0,5.0,8.0,1.0,7.0,20.0,24.0,16.0,10.0,4.0,3.0,5.0,2.0,,12.0,5.0,24.0,11.0,31.0,6.0,48.0,29.0,77.0,5.0,10.0,10.0,,9.0,1.0,5.0,,4.0,1.0,14.0,2.0,4.0,20.0,31.0,2.0,1.0,31.0,36.0,2.0,17.0,2.0,26.0,21.0,3.0,26.0,14.0,1.0,1.0,1.0,20.0,154,5.0,2.0,0.6,0.8,0.4878048780487805,0.38095238095238093,0.625,0.4777777777777778,0.36363636363636365,0.7222222222222222,0.5645161290322581,0.4074074074074074,0.7692307692307693,0.08888888888888889,0.0975609756097561,0.08823529411764706,0.2,13.843351548269581,0.6428571428571429,0.42857142857142855,0.2080536912751678,0.12972972972972974,0.1506849315068493,0.11627906976744186,0.1891891891891892,0.12719298245614036,0.11428571428571428,0.1951219512195122,0.10810810810810811,0.13513513513513514,0.21568627450980393,0.23684210526315788,0.18333333333333332,0.16666666666666666,0.12903225806451613,0.25,0.5384615384615384,0.7555555555555555,0.5,0.5483870967741935,0.6470588235294118,0.1111111111111111,0.4,0.5,,0.044444444444444446,0.5,0.5,1.0,0.022222222222222223,0.9090909090909091,0.35,0.7777777777777778,0.7142857142857143,,0.8444444444444444,0.5582420454545454,0.5741416666666668,0.5725250000000001,0.2833333333333333,0.30357142857142855,0.3142857142857143,0.2857142857142857,2.131707317073171,30.95,0.32905982905982906,,,1.0,,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,5.0,6.0,,1.0,,0.25,,1.0,,,,,,0.06666666666666667,0.3333333333333333,0.3333333333333333,,0.045454545454545456,,,,,0.1111111111111111,1.0,,,,3.0,,2.0,2.0,,4.0,,,,,,,,,,,,1.0,0.2857142857142857,,2.0,True,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,20594.0,343,-20.0,679,691,206,184,85.0,1370,15.0,27.0,1.0,4.0,5.0,7.0,6.0,12.0,7.0,41.0,6.0,3.0,28.0,80,59.0,35.0,157.0,734,2.0,5.0,3.0,13.0,8.0,27.0,24.0,18.0,55.0,22.0,34.0,,7.0,28.0,32.0,22.0,1.0,68.0,1.0,2.0,13.0,34.0,2.0,49.0,3.0,52.0,,10.0,6.0,4.0,12.0,4.0,7.0,1.0,6.0,1.0,19.0,,4.0,22.0,34.0,1.0,1.0,28.0,44.0,3.0,18.0,5.0,2.0,1.0,1.0,2.0,1.0,,,,55.0,206,2.0,5.0,0.39285714285714285,0.39285714285714285,0.35,0.4,0.2962962962962963,0.43884892086330934,0.45454545454545453,0.3627450980392157,0.49056603773584906,0.5,0.43548387096774194,0.4244604316546763,0.0875,0.18518518518518517,,22.90862290862291,0.631578947368421,0.09523809523809523,0.1504424778761062,0.008264462809917356,0.13829787234042554,0.014925373134328358,0.146875,0.009708737864077669,,0.023809523809523808,0.008695652173913044,0.017241379310344827,0.1323529411764706,0.16129032258064516,0.15625,0.12727272727272726,0.15384615384615385,,0.5,0.19424460431654678,0.5555555555555556,0.6818181818181818,0.26666666666666666,0.08633093525179857,0.5,0.5,0.8333333333333334,0.2949640287769784,0.17073170731707318,0.1794871794871795,0.2857142857142857,0.04316546762589928,0.36363636363636365,0.25,0.13725490196078433,0.7142857142857143,0.058823529411764705,0.6187050359712231,0.49947222222222226,0.48626875,0.4758989361702127,0.11688311688311688,0.18947368421052632,0.08280254777070063,0.3503184713375796,11.2,27.108474576271185,0.30338733431516934,2.0,,1.0,1.0,20.0,53.0,5.0,6.0,21.0,22.0,2.0,6.0,7.0,54.0,3.0,50.0,20.0,5.0,6.0,1.0,,,0.8181818181818182,0.3728813559322034,0.3333333333333333,0.2916666666666667,0.39285714285714285,,0.3333333333333333,0.3333333333333333,1.0,0.381294964028777,0.37735849056603776,0.38461538461538464,0.8,0.09090909090909091,,,0.45454545454545453,0.3333333333333333,0.4117647058823529,0.2857142857142857,0.4,,2.0,12.0,1.0,4.0,3.0,1.0,,,1.0,,,0.01694915254237288,0.04878048780487805,0.018867924528301886,0.4,0.5,,,,1.0,,,True,,,
2078,1610612743,Jason Hart,Jason Hart,2078,DEN,1293.0,22,-5.0,45,45,34,34,4.0,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,4.0,4,2.0,3.0,11.0,50,1.0,1.0,,2.0,3.0,3.0,2.0,3.0,9.0,4.0,4.0,,,2.0,3.0,2.0,,7.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,,2.0,,,,2.0,,,2.0,4.0,,,2.0,,,,,,,,,9.0,34,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,0.6875,1.0,0.6428571428571429,0.3333333333333333,,,,20.408163265306122,0.5,,0.05263157894736842,,,0.2,0.047619047619047616,0.06666666666666667,,,,0.2,,,0.125,,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,,1.0,1.0,0.2,1.0,,0.5,0.442925,,0.45403000000000004,,,0.18181818181818182,0.8181818181818182,9.85,25.95,0.7555555555555555,,,,,,2.0,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.4,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,
