EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Fg3aBlocked,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,FG3APctBlocked,Corner3PctBlocked,OffAtRimReboundPct,SelfORebPct,ThreePtShootingFoulsDrawnPct,PtsPutbacks,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,LongMidRangePctBlocked,Blocked3s,BlockedCorner3,HeaveAttempts,BlockedArc3,Arc3PctBlocked,on,Clear Path Fouls,3pt And 1 Free Throw Trips
101214,1610612739,Jawad Williams,Jawad Williams,101214,CLE,522.0,9,3.0,19,18,19.0,11.0,2,37,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5,4.0,10,1.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,19.0,1.0,1.0,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.5,0.5,22.727272727272727,0.4,0.5,1.0,1.0,0.4,0.5,1.0,1.0,0.2,1.0,0.5,1.0,0.4,0.5,0.4,0.4566,0.62245,0.4566,0.5,1.0,8.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,26451.0,441,-93.0,805,819,191.0,229.0,78,1624,4.0,10.0,,,2.0,4.0,13.0,21.0,49.0,33.0,80,160.0,901,3.0,4.0,11.0,6.0,13.0,38.0,28.0,6.0,6.0,4.0,18.0,39.0,38.0,191.0,0.42424242424242425,0.42424242424242425,0.4125,0.75,0.46153846153846156,0.552,0.6428571428571429,0.6,0.5772058823529411,0.6875,0.6379310344827587,0.075,0.3,0.14285714285714285,17.059483726150393,0.08,0.4,0.5714285714285714,1.0,0.168,0.6190476190476191,0.7222222222222222,0.3076923076923077,0.392,,,,0.16,0.5,0.44,0.47495479999999995,0.4725875,0.5179699999999999,0.06875,0.2375,14.111250000000002,0.2372670807453416,16.0,10.0,15.0,1.0,1.0,4.0,5.0,14.0,30.0,2.0,2.0,7.0,24.0,45.0,22.0,1.0,3.0,2.0,6.0,12.0,8.0,38.0,60.0,12.0,30.0,14.0,13.0,10.0,23.0,5.0,5.0,7.0,1.0,5.0,56.0,3.0,6.0,14.0,34.0,5.0,53.0,9.0,62.0,2.0,9.0,1.0,7.0,8.0,1.0,2.0,1.0,17.0,6.0,2.0,4.0,18.0,1.0,26.0,1.0,3.0,8.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,0.8333333333333334,0.5333333333333333,0.3333333333333333,0.5,0.5333333333333333,0.36,0.5294117647058824,0.16666666666666666,0.11333333333333333,0.02214022140221402,0.1320754716981132,0.034482758620689655,0.11822660098522167,0.025139664804469275,0.02631578947368421,0.03007518796992481,0.03076923076923077,0.045454545454545456,0.08823529411764706,0.10256410256410256,0.14166666666666666,0.10526315789473684,0.16326530612244897,0.5,0.32653061224489793,0.32653061224489793,0.375,0.12,0.6666666666666666,0.6666666666666666,1.0,0.24,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.14285714285714285,1.0,1.0,0.2857142857142857,0.2,0.8,0.28,0.2857142857142857,0.4666666666666667,0.06060606060606061,0.09195402298850575,24.68444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,34862.0,581,-121.0,1068,1084,277.0,331.0,116,2152,6.0,17.0,,1.0,,2.0,4.0,17.0,55.0,32.0,89,179.0,1193,2.0,5.0,8.0,6.0,18.0,50.0,20.0,11.0,16.0,9.0,35.0,56.0,50.0,277.0,0.3125,0.3125,0.3595505617977528,0.4,0.3333333333333333,0.43641618497109824,0.2857142857142857,0.45348837209302323,0.47354497354497355,0.4444444444444444,0.5102040816326531,0.12359550561797752,0.4117647058823529,0.23529411764705882,18.015012510425354,0.09826589595375723,0.35294117647058826,0.6,0.3333333333333333,0.09826589595375723,0.23529411764705882,0.3076923076923077,0.5,0.3179190751445087,0.14285714285714285,,,0.046511627906976744,,0.5838150289017341,0.4788349710982658,0.44889999999999997,0.4581069767441861,0.0446927374301676,0.27932960893854747,13.907865168539328,0.25936329588014984,22.0,9.0,30.0,,1.0,3.0,10.0,20.0,54.0,1.0,6.0,15.0,29.0,84.0,28.0,,2.0,4.0,9.0,25.0,11.0,44.0,69.0,18.0,54.0,20.0,33.0,12.0,45.0,6.0,6.0,13.0,6.0,14.0,102.0,5.0,6.0,17.0,29.0,2.0,48.0,11.0,59.0,7.0,13.0,6.0,6.0,14.0,1.0,7.0,3.0,27.0,3.0,2.0,3.0,31.0,4.0,37.0,1.0,,8.0,5.0,4.0,3.0,,4.0,2.0,,4.0,5.0,0.7931034482758621,0.34523809523809523,,0.36,0.34523809523809523,0.48554913294797686,0.48148148148148145,0.05128205128205128,0.0737913486005089,0.016713091922005572,0.1118421052631579,0.04032258064516129,0.08440366972477065,0.022774327122153208,0.010638297872340425,0.005714285714285714,0.03333333333333333,0.058823529411764705,0.07246376811594203,0.0625,0.08176100628930817,0.12244897959183673,0.09259259259259259,0.5,0.4,0.4,0.2727272727272727,0.17341040462427745,0.3,0.3103448275862069,0.7777777777777778,0.31213872832369943,0.37037037037037035,0.37037037037037035,0.8,0.14285714285714285,,,0.14285714285714285,0.23255813953488372,0.3,0.3488372093023256,0.4,0.37037037037037035,0.06521739130434782,0.08333333333333333,24.890476190476193,1.0,2.0,2.0,1.0,4.0,1.0,0.011904761904761904,0.03333333333333333,0.044444444444444446,0.020833333333333332,0.045454545454545456,,,,,,,,,,,,,,,,,True,,
201581,1610612739,JJ Hickson,JJ Hickson,201581,CLE,42284.0,705,-105.0,1307,1321,377.0,432.0,138,2628,78.0,121.0,20.0,42.0,24.0,30.0,8.0,41.0,32.0,100.0,194,245.0,1442,20.0,44.0,51.0,27.0,45.0,75.0,152.0,29.0,14.0,8.0,44.0,81.0,75.0,377.0,0.76,0.8941176470588236,0.5154639175257731,0.45454545454545453,0.6,0.5154639175257731,0.45454545454545453,0.6,0.5518018018018018,0.51,0.646551724137931,0.14948453608247422,0.15702479338842976,0.24390243902439024,18.237704918032787,0.6237113402061856,0.6446280991735537,0.7647058823529411,0.717948717948718,0.211340206185567,0.1951219512195122,0.25806451612903225,0.875,0.16494845360824742,0.9545454545454546,0.47619047619047616,0.15,0.6666666666666666,0.8,0.6237113402061856,0.5372592783505152,0.5847171428571428,0.5608244444444443,0.20816326530612245,0.30612244897959184,5.010309278350516,0.2884468247895945,14.0,,,,,,,,,,,,,,45.0,,,11.0,,,21.0,48.0,,,,,5.0,4.0,9.0,4.0,,3.0,1.0,1.0,22.0,10.0,41.0,28.0,73.0,12.0,113.0,52.0,165.0,6.0,18.0,3.0,11.0,27.0,3.0,7.0,13.0,45.0,11.0,6.0,4.0,45.0,,67.0,11.0,,32.0,7.0,30.0,23.0,1.0,30.0,21.0,1.0,9.0,7.0,,,,,,,0.4,0.25,0.15531914893617021,0.0985576923076923,0.15555555555555556,0.06711409395973154,0.15538461538461537,0.09026548672566372,0.12389380530973451,0.06862745098039216,0.06422018348623854,0.075,0.11585365853658537,0.21551724137931033,0.15263157894736842,0.16666666666666666,0.13333333333333333,0.7,0.4375,0.4375,0.9285714285714286,,,,,,,,,,,,,,,,,,0.14883720930232558,0.14883720930232558,,,,5.0,4.0,,6.0,,,0.13131313131313133,,,30.0,1.0,1.0,7.0,2.0,0.019230769230769232,,,,,,,,,,,True,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,14505.0,242,-16.0,473,482,174.0,210.0,54,955,2.0,7.0,,,,2.0,4.0,11.0,14.0,10.0,32,61.0,512,1.0,3.0,5.0,1.0,7.0,12.0,8.0,5.0,5.0,4.0,16.0,25.0,12.0,174.0,0.4,0.4,0.3125,0.3333333333333333,0.14285714285714285,0.4732142857142857,0.5,0.34375,0.4621212121212121,0.5,0.3333333333333333,0.15625,0.42857142857142855,0.18181818181818182,15.225563909774435,0.125,0.2857142857142857,0.5,1.0,0.19642857142857142,0.36363636363636365,0.4444444444444444,,0.25,,,,0.125,,0.5535714285714286,0.47192500000000004,0.43062000000000006,0.4432125,0.08196721311475409,0.19672131147540983,11.250000000000002,0.3678646934460888,4.0,5.0,6.0,,,,,6.0,18.0,2.0,3.0,9.0,11.0,24.0,8.0,1.0,2.0,,3.0,9.0,1.0,12.0,33.0,,18.0,6.0,14.0,5.0,19.0,1.0,4.0,9.0,1.0,4.0,43.0,,2.0,8.0,12.0,4.0,24.0,5.0,29.0,1.0,9.0,,7.0,6.0,1.0,2.0,2.0,15.0,4.0,,2.0,13.0,1.0,22.0,1.0,,9.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.4583333333333333,0.5,0.3333333333333333,0.4583333333333333,0.42857142857142855,0.6,0.19047619047619047,0.0759493670886076,0.013422818791946308,0.12903225806451613,,0.09090909090909091,0.010050251256281407,,0.02857142857142857,,,0.10869565217391304,0.0975609756097561,0.04225352112676056,0.1111111111111111,0.17647058823529413,,0.2857142857142857,0.2857142857142857,0.5,0.10714285714285714,0.8333333333333334,0.8333333333333334,1.0,0.32142857142857145,0.3333333333333333,0.3333333333333333,1.0,,,,0.4,,,0.5625,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.225,24.954166666666666,,1.0,,,1.0,,,,,0.03333333333333333,0.04,,3.0,,,1.0,0.11538461538461539,1.0,0.5,1.0,,,,,,,,True,,
201616,1610612739,Darnell Jackson,Darnell Jackson,201616,CLE,10031.0,167,-76.0,328,322,124.0,155.0,35,650,5.0,9.0,2.0,3.0,2.0,4.0,4.0,8.0,23.0,16.0,40,36.0,368,2.0,5.0,4.0,8.0,15.0,18.0,26.0,1.0,3.0,2.0,20.0,31.0,18.0,124.0,0.8125,0.9285714285714286,0.4,0.4,0.5333333333333333,0.3902439024390244,0.4,0.5,0.4090909090909091,0.4,0.5294117647058824,0.025,0.1111111111111111,,13.279132791327914,0.21951219512195122,0.5555555555555556,0.625,0.4,0.1951219512195122,0.5,0.5,1.0,0.5609756097560976,0.6,0.6666666666666666,,0.25,0.5,0.24390243902439024,0.4219792682926829,0.37505,0.410059375,0.1111111111111111,0.5,13.225,0.3780487804878049,7.0,,1.0,,,,1.0,,,,,,,1.0,4.0,,,,,1.0,2.0,6.0,,,,,,3.0,3.0,1.0,2.0,,,,9.0,3.0,3.0,7.0,18.0,3.0,28.0,6.0,34.0,1.0,2.0,,1.0,3.0,,1.0,,5.0,4.0,,1.0,4.0,,6.0,,,3.0,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,0.024390243902439025,0.4,0.21428571428571427,0.16822429906542055,0.025423728813559324,0.1590909090909091,0.12,0.16556291390728478,0.04195804195804196,,0.05084745762711865,0.15,,0.06060606060606061,0.28,0.1836734693877551,0.17857142857142858,0.125,0.6666666666666666,0.30434782608695654,0.30434782608695654,1.0,0.024390243902439025,,,,,,,,,,,,0.0625,,,,,0.06818181818181818,0.06976744186046512,24.2,,,2.0,1.0,,1.0,,,,,,4.0,,,1.0,1.0,,,,,1.0,,,,,,,True,,
200814,1610612739,Tarence Kinsey,Tarence Kinsey,200814,CLE,8066.0,134,-58.0,276,272,117.0,141.0,31,548,4.0,7.0,2.0,3.0,3.0,4.0,4.0,11.0,9.0,10.0,27,58.0,302,4.0,6.0,13.0,5.0,13.0,25.0,2.0,4.0,5.0,4.0,6.0,13.0,25.0,117.0,0.1,0.125,0.37037037037037035,0.6666666666666666,0.38461538461538464,0.45714285714285713,0.7857142857142857,0.35714285714285715,0.5918367346938775,0.8125,0.5681818181818182,0.14814814814814814,0.14285714285714285,0.18181818181818182,20.32258064516129,0.2,0.5714285714285714,0.6666666666666666,0.25,0.3142857142857143,0.36363636363636365,0.4444444444444444,,0.2571428571428571,0.42857142857142855,0.6666666666666666,,0.2857142857142857,0.75,0.42857142857142855,0.4590657142857142,0.5110571428571429,0.4469285714285714,0.22413793103448276,0.43103448275862066,9.903703703703703,0.42391304347826086,2.0,3.0,5.0,1.0,1.0,,,1.0,3.0,,,1.0,4.0,8.0,26.0,1.0,1.0,2.0,,1.0,15.0,18.0,12.0,,3.0,1.0,4.0,2.0,6.0,1.0,1.0,,,4.0,14.0,,5.0,4.0,13.0,,17.0,5.0,22.0,1.0,10.0,1.0,5.0,4.0,2.0,5.0,,14.0,7.0,,1.0,19.0,,30.0,2.0,,14.0,2.0,,,,,,,3.0,2.0,1.0,0.5,1.0,,0.5,0.22857142857142856,0.7142857142857143,,0.13131313131313133,0.05813953488372093,0.09523809523809523,,0.12056737588652482,0.04504504504504504,0.09523809523809523,0.046511627906976744,,,0.15625,0.125,0.11627906976744186,0.12903225806451613,,,0.2222222222222222,0.25,,0.14285714285714285,0.6,0.6,1.0,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,,,,0.07142857142857142,,0.3333333333333333,0.2978723404255319,0.358974358974359,24.025,,1.0,,,,,,,0.045454545454545456,0.058823529411764705,,4.0,,,,,,,,,,0.1111111111111111,,,,,,True,,
2753,1610612739,Delonte West,Delonte West,2753,CLE,9837.0,164,53.0,315,320,146.0,142.0,20,635,11.0,13.0,1.0,1.0,5.0,5.0,4.0,8.0,17.0,23.0,38,81.0,296,1.0,1.0,2.0,12.0,21.0,40.0,8.0,2.0,8.0,5.0,11.0,17.0,40.0,146.0,0.17391304347826086,0.18181818181818182,0.6052631578947368,1.0,0.5714285714285714,0.6636363636363637,0.5,0.6666666666666666,0.6982758620689655,0.5,0.6896551724137931,0.05263157894736842,0.07692307692307693,,20.298507462686565,0.23636363636363636,0.8461538461538461,0.9166666666666666,0.2727272727272727,0.14545454545454545,0.5,0.5,,0.3090909090909091,0.5,1.0,,0.18518518518518517,1.0,0.5454545454545454,0.5009999999999999,0.566225,0.47978888888888893,0.024691358024691357,0.49382716049382713,10.678947368421051,0.4634920634920635,8.0,2.0,4.0,,,,1.0,7.0,13.0,1.0,4.0,5.0,9.0,17.0,8.0,,1.0,,4.0,6.0,4.0,38.0,24.0,3.0,13.0,7.0,22.0,4.0,26.0,1.0,3.0,11.0,5.0,6.0,56.0,,1.0,5.0,23.0,1.0,29.0,1.0,30.0,3.0,5.0,3.0,5.0,5.0,1.0,,,10.0,6.0,,1.0,10.0,1.0,8.0,2.0,,3.0,2.0,,,,1.0,,,4.0,2.0,0.8888888888888888,0.5294117647058824,,0.6666666666666666,0.5294117647058824,0.3090909090909091,0.5,0.07142857142857142,0.20353982300884957,0.0136986301369863,0.08928571428571429,,0.16568047337278108,0.009433962264150943,,,,,0.2,0.16666666666666666,0.22727272727272727,0.0975609756097561,0.06666666666666667,,0.47058823529411764,0.5,0.125,0.07272727272727272,0.5,0.5,1.0,0.23636363636363636,0.5384615384615384,0.5384615384615384,0.8571428571428571,,,,0.5,0.037037037037037035,,0.18518518518518517,0.8,0.5384615384615384,0.05357142857142857,0.07692307692307693,24.970588235294116,,1.0,1.0,,,,,,0.0625,0.05263157894736842,,2.0,,,,,,,,,,0.058823529411764705,1.0,1.0,,,,True,,
953,1610612739,Lorenzen Wright,Lorenzen Wright,953,CLE,1770.0,30,-9.0,64,57,34.0,31.0,6,121,1.0,2.0,1.0,1.0,,,1.0,1.0,5.0,4.0,8,8.0,62,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,,,3.0,3.0,4.0,34.0,0.75,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.125,0.5,,12.857142857142858,0.25,0.5,1.0,,0.125,1.0,1.0,1.0,0.625,1.0,1.0,,,,0.25,0.44984999999999997,0.6618,0.37805,0.25,0.5,11.975000000000001,0.53125,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,3.0,,4.0,1.0,5.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,0.13043478260869565,0.058823529411764705,0.1,,0.12121212121212122,0.047619047619047616,0.3333333333333333,,,,0.125,0.2222222222222222,,0.2,,1.0,0.4,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,True,,
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,2044.0,34,16.0,57,60,20.0,17.0,5,117,2.0,2.0,,,2.0,2.0,,,,2.0,2,4.0,55,,,,2.0,2.0,4.0,4.0,,,,3.0,4.0,4.0,20.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.6666666666666666,,1.0,,,,4.838709677419355,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.6461,,0.6461,,1.0,1.2000000000000002,0.3508771929824561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,2.0,5.0,1.0,6.0,,,,,,,,,,,1.0,,1.0,,2.0,,,1.0,,3.0,2.0,,3.0,1.0,,,,,,,,,,,0.4,0.11538461538461539,0.07142857142857142,,,0.08333333333333333,0.047619047619047616,0.2,,,,0.18181818181818182,0.125,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
