EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,Travels,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyFG3M,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,LiveBallTurnoverPct,PenaltyCorner3Accuracy,ShortMidRangeFGM,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,OffCorner3ReboundPct,on,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,4674.0,78,5,155,154,54,84,19,309,4.0,11,2.0,4.0,2.0,1.0,1.0,5,1.0,1.0,2.0,1.0,5,17,3.0,7.0,17,139,2.0,4.0,4.0,1.0,4,2.0,4.0,6.0,4.0,6.0,2.0,2.0,2.0,3.0,1.0,4,1.0,2.0,1.0,9,7.0,5.0,15.0,20.0,7.0,27.0,2.0,2.0,2.0,4.0,4,2.0,2.0,5,8,3.0,5.0,1.0,8.0,3.0,1.0,3.0,3.0,3.0,1.0,6.0,54,1.0,0.4,0.5,0.29411764705882354,0.5,0.25,0.25,0.5,0.16666666666666666,0.3541666666666667,0.5,0.375,0.15,0.11764705882352941,0.18181818181818182,15.909090909090908,0.234375,0.109375,0.21739130434782608,0.22988505747126436,0.0875,0.125,0.15,0.07142857142857142,0.2,0.375,0.22580645161290322,0.3076923076923077,0.1,0.15384615384615385,0.3333333333333333,0.55,0.36363636363636365,0.4444444444444444,0.5,0.05,0.25,0.2,0.2,0.05,0.1,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.7,0.5252,0.57485,0.5173,0.13043478260869565,0.15,0.23529411764705882,0.35294117647058826,6.041176470588235,24.5,0.34838709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,1248.0,21,2,48,49,26,38,2,97,1.0,1,,,1.0,,1.0,4,1.0,,,,2,5,1.0,,7,46,,,3.0,2.0,3,,,4.0,4.0,,,,,,1.0,1,1.0,,,3,1.0,,3.0,3.0,1.0,4.0,,,,1.0,1,,1.0,1,2,,,,,,,,,,,4.0,26,,1.0,1.0,0.4,,0.6666666666666666,0.5833333333333334,1.5,0.6666666666666666,0.5833333333333334,1.5,0.6666666666666666,0.16666666666666666,,,14.0,0.2727272727272727,0.08333333333333333,,0.17647058823529413,0.058823529411764705,0.3333333333333333,,,0.42857142857142855,,,,,,,0.16666666666666666,1.0,1.0,1.0,,0.6666666666666666,0.25,0.25,0.16666666666666666,,,,0.3333333333333333,,,0.3333333333333333,0.443425,0.50775,0.47383333333333333,,,0.42857142857142855,0.5714285714285714,14.4,22.6,0.5416666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,2232.0,37,14,85,81,51,58,5,166,7.0,8,,,5.0,1.0,,2,1.0,1.0,,,7,11,1.0,,17,75,,,,4.0,7,1.0,,11.0,10.0,4.0,,,,1.0,1.0,2,1.0,1.0,,5,1.0,2.0,2.0,4.0,1.0,5.0,,1.0,,2.0,3,,1.0,1,2,1.0,3.0,,,,,1.0,1.0,1.0,1.0,11.0,51,,0.7142857142857143,0.7142857142857143,0.6363636363636364,,0.5714285714285714,0.7083333333333334,,0.6875,0.7083333333333334,,0.6875,0.08333333333333333,,,16.483516483516482,0.07142857142857142,0.038461538461538464,0.2222222222222222,0.10810810810810811,0.03125,,,0.07692307692307693,0.13333333333333333,,,0.2,0.25,,1.0,0.6666666666666666,0.875,0.875,0.7142857142857143,0.08333333333333333,0.16666666666666666,,,0.08333333333333333,,,,0.625,0.125,,0.75,0.60615,,0.61575,,,,0.6470588235294118,4.136363636363637,22.3,0.6,4.0,1.0,,,1.0,,,3.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,0.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2788,1610612747,DJ Mbenga,DJ Mbenga,2788,LAL,10878.0,181,1,366,364,124,179,42,730,10.0,19,3.0,5.0,3.0,19.0,10.0,18,,,1.0,1.0,27,56,1.0,7.0,61,361,5.0,9.0,13.0,6.0,11,1.0,1.0,13.0,44.0,10.0,2.0,1.0,4.0,6.0,3.0,9,2.0,2.0,2.0,21,6.0,6.0,12.0,22.0,9.0,31.0,,10.0,8.0,9.0,13,2.0,5.0,17,33,3.0,8.0,,8.0,4.0,,24.0,22.0,24.0,12.0,13.0,124,,0.8148148148148148,0.8461538461538461,0.48214285714285715,0.5555555555555556,0.5454545454545454,0.47368421052631576,0.5555555555555556,0.5,0.5,0.5909090909090909,0.5,0.017543859649122806,0.07142857142857142,0.21052631578947367,17.91767554479419,0.09230769230769231,0.04411764705882353,0.12244897959183673,0.1005586592178771,0.03932584269662921,0.05405405405405406,0.075,0.01694915254237288,0.03278688524590164,0.05555555555555555,0.17647058823529413,0.14285714285714285,0.09523809523809523,,0.5,0.3333333333333333,0.5263157894736842,0.6666666666666666,0.8,0.3333333333333333,0.3157894736842105,0.5555555555555556,0.5555555555555556,,0.017543859649122806,0.5555555555555556,0.6,0.25,,0.08333333333333333,0.3508771929824561,0.45222368421052633,0.5272875,0.4089958333333333,0.06557377049180328,0.06666666666666667,0.21311475409836064,0.21311475409836064,8.607142857142858,33.4,0.33879781420765026,3.0,,,,,,,,2.0,4.0,,,,,0.8,,,,,,,1.0,,,2.0,4.0,3.0,,,0.3076923076923077,,7.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.3076923076923077,0.2222222222222222,0.023809523809523808,0.030303030303030304,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,6635.0,111,1,215,216,73,113,27,431,8.0,12,1.0,1.0,5.0,17.0,12.0,28,1.0,1.0,26.0,9.0,28,57,27.0,14.0,100,216,3.0,5.0,11.0,8.0,20,10.0,4.0,26.0,20.0,36.0,2.0,26.0,1.0,13.0,2.0,15,2.0,8.0,1.0,32,1.0,2.0,11.0,14.0,2.0,16.0,,4.0,3.0,2.0,6,1.0,1.0,2,10,2.0,15.0,,20.0,10.0,1.0,1.0,1.0,1.0,1.0,26.0,73,1.0,0.35714285714285715,0.37037037037037035,0.49122807017543857,0.6,0.4,0.5119047619047619,0.6428571428571429,0.36666666666666664,0.5376344086021505,0.6875,0.3939393939393939,0.32142857142857145,0.017543859649122806,,40.08097165991902,0.1375,0.011764705882352941,0.07692307692307693,0.12264150943396226,0.017857142857142856,,,0.029411764705882353,0.07142857142857142,0.3076923076923077,0.1282051282051282,0.06666666666666667,0.09090909090909091,,1.0,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.25,0.20238095238095238,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.011904761904761904,0.30952380952380953,0.14285714285714285,1.0,0.16666666666666666,0.03333333333333333,0.3,0.4642857142857143,0.46912738095238077,0.49021250000000005,0.48260666666666663,0.10869565217391304,0.15384615384615385,0.11,0.26,12.073684210526318,25.414814814814818,0.3395348837209302,3.0,,,,10.0,1.0,2.0,18.0,,3.0,0.6,0.37037037037037035,0.5,0.37037037037037035,0.3333333333333333,,,,,,,0.6,,2.0,1.0,4.0,3.0,,0.2,0.6666666666666666,,8.0,2.0,,4.0,1.0,,1.0,,1.0,,,,,,0.125,,0.037037037037037035,0.041666666666666664,0.47058823529411764,0.5,0.5,,10.0,1.0,2.0,2.0,12.0,10.0,2.0,0.058823529411764705,0.38461538461538464,0.38461538461538464,0.6,0.2857142857142857,0.5,1.0,0.2222222222222222,0.38461538461538464,,,,True,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,3412.0,57,-3,108,107,34,60,17,215,,1,,,,2.0,2.0,5,1.0,1.0,3.0,2.0,3,8,4.0,2.0,14,110,,,,2.0,4,3.0,2.0,12.0,2.0,4.0,,3.0,2.0,5.0,2.0,7,2.0,1.0,3.0,16,,1.0,4.0,5.0,,5.0,,,,,1,,,1,4,,4.0,1.0,2.0,,1.0,,,,,12.0,34,1.0,0.3333333333333333,0.3333333333333333,0.375,,0.5,0.5,,0.7142857142857143,0.5384615384615384,,0.75,0.3333333333333333,0.25,1.0,11.2,0.10256410256410256,,0.05555555555555555,0.08771929824561403,,,,,0.2,,0.05,,0.125,,,0.08333333333333333,,,,0.16666666666666666,0.4166666666666667,0.4,0.4,0.08333333333333333,0.25,,,,0.14285714285714285,0.2857142857142857,0.4166666666666667,0.45664583333333336,,0.46835000000000004,,,,0.8571428571428571,14.612499999999999,25.25,0.3148148148148148,,,,,2.0,,,6.0,,1.0,1.0,0.5,,0.5,0.5,,,,,,,,,2.0,,1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,0.5,1.0,,,2.0,,,2.0,,2.0,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,1.0,0.6666666666666666,,,,True,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,4123.0,69,-19,135,134,41,57,8,269,2.0,4,,,,9.0,1.0,3,2.0,1.0,,,6,16,2.0,4.0,22,139,,2.0,,2.0,3,1.0,2.0,9.0,10.0,2.0,,,,10.0,,10,,9.0,,20,1.0,3.0,6.0,12.0,1.0,13.0,,1.0,1.0,3.0,4,,1.0,3,6,2.0,6.0,,4.0,1.0,1.0,,,,,9.0,41,1.0,0.8333333333333334,0.8333333333333334,0.375,,0.6666666666666666,0.5,,0.875,0.55,,0.9,0.1111111111111111,,,16.107382550335572,0.10526315789473684,0.016129032258064516,0.15,0.11688311688311688,0.014285714285714285,0.058823529411764705,,,0.047619047619047616,,0.20833333333333334,0.23076923076923078,,,,0.2222222222222222,0.5,0.5,1.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,,,,,0.25,,0.3333333333333333,0.4762861111111112,0.36865,0.45035,0.05263157894736842,0.058823529411764705,,0.4090909090909091,8.2375,23.05,0.3037037037037037,,2.0,,,2.0,,,6.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,0.25,1.0,3.0,,,1.0,,,3.0,,,1.0,,,,,0.6,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2772,1610612747,Trevor Ariza,Trevor Ariza,2772,LAL,5575.0,93,24,189,182,58,87,29,371,5.0,8,2.0,3.0,4.0,2.0,3.0,7,5.0,,5.0,3.0,9,17,10.0,9.0,39,175,2.0,3.0,7.0,5.0,7,3.0,3.0,16.0,8.0,10.0,4.0,5.0,1.0,7.0,2.0,9,2.0,2.0,2.0,20,2.0,4.0,6.0,13.0,4.0,17.0,1.0,5.0,4.0,3.0,5,,1.0,2,7,2.0,8.0,,15.0,8.0,,,,,,16.0,58,,0.4444444444444444,0.5714285714285714,0.5294117647058824,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.7,0.65,0.5735294117647058,0.7,0.6666666666666666,0.37037037037037035,0.058823529411764705,,17.889908256880734,0.08955223880597014,0.029411764705882353,0.19047619047619047,0.11363636363636363,0.0425531914893617,,,0.06060606060606061,0.1111111111111111,,0.08695652173913043,0.2,0.18181818181818182,0.07692307692307693,,0.2962962962962963,0.625,0.625,0.6,0.07407407407407407,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.18518518518518517,0.18518518518518517,0.6,0.6666666666666666,0.4,,0.3,0.6666666666666666,0.5204314814814816,0.5214833333333333,0.5406699999999999,0.23529411764705882,0.3333333333333333,0.1794871794871795,0.41025641025641024,8.51764705882353,24.6,0.30687830687830686,3.0,1.0,,,4.0,1.0,2.0,9.0,,1.0,0.75,0.4,0.5,0.4,,0.2,0.2,1.0,,,,0.75,,1.0,1.0,2.0,1.0,,0.3333333333333333,0.4,,1.0,,,3.0,2.0,,3.0,,1.0,,1.0,,,,0.42857142857142855,,0.07692307692307693,0.10526315789473684,0.5,1.0,1.0,,3.0,1.0,2.0,1.0,3.0,3.0,1.0,0.5,0.6,0.6,0.6666666666666666,0.4,0.5,,0.3333333333333333,0.6,1.0,,,True,,,,,,,,,,,,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,5723.0,95,5,193,198,54,82,24,391,6.0,11,,1.0,1.0,3.0,2.0,9,,,10.0,4.0,8,23,10.0,2.0,30,189,,1.0,8.0,1.0,4,4.0,2.0,10.0,6.0,10.0,,10.0,1.0,11.0,2.0,13,,4.0,1.0,28,,3.0,6.0,9.0,,9.0,,5.0,4.0,2.0,11,1.0,6.0,4,7,,4.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,54,1.0,0.375,0.375,0.34782608695652173,,0.25,0.42424242424242425,1.0,0.5,0.4411764705882353,1.0,0.5555555555555556,0.30303030303030304,0.043478260869565216,0.09090909090909091,20.361990950226243,0.08823529411764706,,0.11538461538461539,0.09574468085106383,,,,,0.11428571428571428,,0.08,0.0625,0.2,,1.0,0.3333333333333333,0.5454545454545454,0.6,0.5,0.09090909090909091,0.2727272727272727,0.2222222222222222,0.2222222222222222,,0.30303030303030304,0.3333333333333333,,0.125,,0.5,0.6363636363636364,0.512619696969697,0.5558500000000001,0.5345125000000001,0.06060606060606061,0.08695652173913043,0.26666666666666666,0.3333333333333333,8.230434782608697,25.85,0.27979274611398963,1.0,,,,4.0,2.0,2.0,12.0,1.0,,1.0,0.4,1.0,0.4,,,,,,,,1.0,,2.0,1.0,9.0,8.0,,0.5,0.8181818181818182,,,2.0,2.0,6.0,,,,,1.0,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,,4.0,2.0,,0.4,0.4,1.0,0.6666666666666666,1.0,1.0,0.5,0.4,1.0,,,True,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,4898.0,82,-13,171,169,51,66,18,340,6.0,7,1.0,1.0,1.0,,4.0,10,2.0,2.0,7.0,1.0,10,17,9.0,4.0,27,174,1.0,1.0,2.0,1.0,1,3.0,2.0,4.0,14.0,6.0,2.0,7.0,2.0,7.0,4.0,11,3.0,1.0,3.0,26,1.0,5.0,3.0,8.0,3.0,11.0,,11.0,6.0,3.0,3,,1.0,5,8,,9.0,1.0,4.0,1.0,1.0,,,,,4.0,51,1.0,0.7,0.7777777777777778,0.5882352941176471,1.0,1.0,0.4423076923076923,1.0,0.25,0.48214285714285715,1.0,0.4,0.34615384615384615,0.11764705882352941,0.14285714285714285,16.48936170212766,0.058823529411764705,0.02,0.2,0.10526315789473684,0.04,0.07142857142857142,,,0.06451612903225806,,0.07142857142857142,0.23076923076923078,0.16666666666666666,,,0.2692307692307692,0.8571428571428571,1.0,0.6666666666666666,,0.38461538461538464,0.4,0.4444444444444444,0.07692307692307693,0.2692307692307692,1.0,1.0,0.25,0.5,0.25,0.6153846153846154,0.5176538461538461,,0.565275,0.037037037037037035,0.05555555555555555,0.07407407407407407,0.14814814814814814,12.158823529411764,25.500000000000004,0.2982456140350877,1.0,,,,1.0,,,3.0,,1.0,1.0,0.1111111111111111,,0.1111111111111111,0.75,,,,,,,1.0,,,5.0,,,2.0,,,,,,1.0,3.0,2.0,,,2.0,,,,,,,,,0.08,0.05555555555555555,,,,,1.0,,,,,1.0,,,0.14285714285714285,0.14285714285714285,1.0,,,,,0.14285714285714285,1.0,0.1,0.14285714285714285,True,,,,,,,,,,,,,,,,
