EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LongMidRangePctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,on,Clear Path Fouls,BlockedArc3,HeaveMakes
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,31676.0,528,83.0,1016,1014,160,102,127,2030,58.0,98.0,16.0,30.0,8.0,13.0,30.0,64.0,5.0,13.0,93.0,175.0,43.0,229.0,1070,19.0,38.0,9.0,47.0,13.0,24.0,9.0,35.0,106.0,80.0,26.0,18.0,16.0,7.0,23.0,6.0,1.0,9.0,2.0,5.0,53.0,14.0,37.0,1.0,14.0,62.0,4.0,80.0,52.0,132.0,4.0,11.0,6.0,5.0,13.0,6.0,12.0,1.0,7.0,5.0,25.0,2.0,6.0,31.0,51,2.0,4.0,50.0,4.0,65.0,13.0,37.0,2.0,34.0,20.0,3.0,11.0,34.0,20.0,1.0,2.0,2.0,35.0,160,2.0,1.0,0.5698924731182796,0.6625,0.5314285714285715,0.5,0.5416666666666666,0.5314285714285715,0.5,0.5416666666666666,0.5696517412935324,0.5465116279069767,0.5833333333333334,0.1028571428571428,0.1326530612244898,0.078125,19.31623931623932,0.52,0.2352941176470588,0.0416666666666666,0.1631578947368421,0.0981432360742705,0.1021897810218978,0.1372549019607843,0.1470019342359768,0.1064718162839248,0.144,0.1102941176470588,0.0344827586206896,0.1492537313432835,0.1142857142857142,0.15,0.134020618556701,0.1901840490797546,0.1382978723404255,0.0232558139534883,0.0625,0.5882352941176471,0.56,0.5918367346938775,0.6823529411764706,0.603448275862069,0.3657142857142857,0.46875,0.5084745762711864,0.5333333333333333,0.0742857142857142,0.3846153846153846,0.3846153846153846,0.4,0.7894736842105263,0.5333333333333333,0.1875,0.5416666666666666,0.6153846153846154,0.56,0.5097417142857144,0.54065,0.51935,0.185929648241206,0.185929648241206,0.2052401746724891,0.1528384279475982,4.273142857142857,0.1574803149606299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,12297.0,205,78.0,404,403,188,160,52,807,18.0,32.0,4.0,10.0,6.0,10.0,4.0,12.0,4.0,10.0,26.0,54.0,16.0,74.0,388,5.0,13.0,3.0,13.0,10.0,15.0,7.0,27.0,32.0,20.0,6.0,3.0,15.0,5.0,20.0,2.0,3.0,7.0,4.0,4.0,45.0,5.0,10.0,,15.0,23.0,3.0,41.0,15.0,56.0,3.0,10.0,8.0,2.0,7.0,4.0,8.0,1.0,3.0,,15.0,3.0,9.0,15.0,27,3.0,2.0,16.0,1.0,26.0,2.0,13.0,1.0,9.0,6.0,1.0,2.0,9.0,4.0,,,2.0,27.0,188,2.0,1.0,0.6153846153846154,0.6956521739130435,0.4814814814814814,0.3846153846153846,0.6666666666666666,0.453125,0.3333333333333333,0.5555555555555556,0.4868421052631579,0.3823529411764705,0.5625,0.0555555555555555,0.09375,,19.527896995708154,0.4666666666666667,0.3,,0.1811023622047244,0.0694444444444444,0.2,0.0980392156862745,0.1881188118811881,0.0769230769230769,0.0416666666666666,0.1276595744680851,0.0408163265306122,0.1212121212121212,0.0555555555555555,0.1666666666666666,0.1739130434782608,0.196078431372549,0.2826086956521739,0.0689655172413793,0.09375,0.4444444444444444,0.5,0.5625,0.6206896551724138,0.6666666666666666,0.1875,0.3333333333333333,0.3333333333333333,0.5,0.15625,0.4,0.4,0.5,0.6666666666666666,0.4,0.25,0.5555555555555556,0.6,0.65625,0.517318253968254,0.5239909090909092,0.5232722222222222,0.1733333333333333,0.2,0.1756756756756756,0.3648648648648648,5.17962962962963,0.4653465346534653,1.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,10.0,2.0,3.0,6.0,1.0,5.0,1.0,4.0,1.0,0.2,0.2222222222222222,0.15625,0.0625,0.25,0.25,1.0,0.09375,0.1666666666666666,0.1666666666666666,1.0,0.0666666666666666,0.0666666666666666,0.1111111111111111,0.0555555555555555,0.2,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,1843.0,31,10.0,59,62,14,26,10,121,1.0,4.0,,,,,,2.0,1.0,1.0,2.0,7.0,2.0,12.0,53,,,,,,,1.0,4.0,2.0,2.0,,1.0,3.0,,3.0,,,2.0,,1.0,6.0,1.0,,,1.0,2.0,,3.0,1.0,4.0,,2.0,,2.0,,,1.0,,,,1.0,,1.0,,2,,1.0,4.0,1.0,5.0,1.0,2.0,1.0,,,,,,,,,,4.0,14,,1.0,0.5,0.5,0.2857142857142857,,,0.3571428571428571,,1.5,0.375,,1.0,0.1428571428571428,0.25,,24.28571428571429,,,,0.1,,0.125,0.0769230769230769,0.1071428571428571,0.0384615384615384,,,,0.1111111111111111,,0.125,,0.125,,0.3333333333333333,,,0.2857142857142857,0.25,0.3333333333333333,,0.1428571428571428,,,,0.0714285714285714,1.0,1.0,1.0,,,,,,0.7857142857142857,0.5282884615384614,,0.5367,0.1333333333333333,0.25,,0.3333333333333333,4.714285714285714,0.2372881355932203,,2.0,,,2.0,5.0,,1.0,2.0,7.0,,1.0,6.0,1.0,4.0,2.0,,1.0,0.2857142857142857,0.3333333333333333,0.5,0.1428571428571428,,,,0.3571428571428571,0.4,0.4,1.0,,,,1.0,0.5,28.32857142857143,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2209,1610612747,Vladimir Radmanovic,Vladimir Radmanovic,2209,LAL,46234.0,771,94.0,1515,1513,423,385,192,3028,23.0,36.0,4.0,6.0,7.0,10.0,6.0,18.0,6.0,24.0,35.0,78.0,23.0,273.0,1618,4.0,11.0,2.0,19.0,9.0,18.0,7.0,73.0,58.0,12.0,2.0,4.0,30.0,8.0,38.0,7.0,1.0,12.0,9.0,9.0,84.0,6.0,12.0,,20.0,71.0,8.0,99.0,18.0,117.0,2.0,28.0,22.0,6.0,25.0,21.0,22.0,2.0,4.0,2.0,47.0,3.0,8.0,26.0,51,1.0,6.0,23.0,2.0,27.0,4.0,11.0,3.0,6.0,3.0,1.0,2.0,7.0,5.0,,,,73.0,423,5.0,3.0,0.8285714285714286,0.8529411764705882,0.4487179487179487,0.3636363636363636,0.5,0.5841121495327103,0.3695652173913043,0.6,0.6066666666666667,0.3958333333333333,0.6186440677966102,0.0512820512820512,0.0833333333333333,0.0555555555555555,15.578465063001143,0.5319148936170213,0.2,,0.1347248576850095,0.0223048327137546,0.101010101010101,0.0346820809248554,0.1255172413793103,0.0253164556962025,0.0171428571428571,0.0257731958762886,0.0236686390532544,0.0172413793103448,0.0701754385964912,0.1393939393939394,0.1285714285714285,0.1351351351351351,0.0962962962962963,0.1111111111111111,0.018348623853211,0.7142857142857143,0.1682242990654205,0.6388888888888888,0.696969696969697,0.8260869565217391,0.0841121495327102,0.3333333333333333,0.3529411764705882,0.8333333333333334,0.1121495327102803,0.25,0.25,0.8333333333333334,0.2608695652173913,0.6666666666666666,0.75,0.1818181818181818,0.7,0.8037383177570093,0.5599186320754717,0.5459176470588234,0.5672094339622641,0.054054054054054,0.1294117647058823,0.0695970695970696,0.2673992673992674,8.091025641025642,0.2792079207920792,25.0,59.0,8.0,16.0,35.0,77.0,4.0,21.0,60.0,136.0,12.0,37.0,177.0,1.0,76.0,35.0,6.0,0.9833333333333332,0.4411764705882353,0.4444444444444444,0.6355140186915887,0.2757009345794392,0.423728813559322,0.4310344827586206,1.0,0.3598130841121495,0.4545454545454545,0.4605263157894737,0.9714285714285714,0.3478260869565217,0.1739130434782608,0.2909090909090909,0.3818181818181818,0.4605263157894737,24.86838235294118,10.0,16.0,0.4324324324324324,0.4761904761904761,1.0,6.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.25,0.0147058823529411,0.0169491525423728,0.0129870129870129,0.125,1.0,0.5,1.0,0.375,0.0072992700729927,,,,,True,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,6356.0,106,-11.0,205,204,78,103,29,409,1.0,2.0,,1.0,,1.0,1.0,1.0,4.0,7.0,6.0,10.0,8.0,32.0,227,1.0,2.0,,2.0,1.0,3.0,7.0,12.0,8.0,4.0,,1.0,8.0,1.0,9.0,1.0,,5.0,1.0,2.0,19.0,,1.0,,3.0,4.0,,7.0,1.0,8.0,,5.0,3.0,2.0,2.0,2.0,,,,,2.0,,,10.0,14,,,7.0,1.0,9.0,,1.0,3.0,,,,,,,,,,12.0,78,1.0,3.0,0.6666666666666666,0.6666666666666666,0.6,0.5,0.3333333333333333,0.5,0.25,0.3571428571428571,0.5535714285714286,0.25,0.5454545454545454,0.1,0.5,,12.396694214876034,1.0,,,0.0754716981132075,0.0138888888888888,0.1,,0.0843373493975903,0.0096153846153846,,0.0526315789473684,,,,0.1176470588235294,,0.1,0.0869565217391304,0.1428571428571428,,,0.0833333333333333,0.5,1.0,1.0,0.0416666666666666,1.0,1.0,1.0,0.2916666666666667,0.5714285714285714,0.5714285714285714,0.5,0.25,,,0.1428571428571428,,0.6666666666666666,0.50364375,0.5851500000000001,0.4991714285714286,0.04,0.0909090909090909,0.0625,0.375,15.16,0.3804878048780488,1.0,4.0,,2.0,3.0,10.0,2.0,2.0,4.0,14.0,2.0,4.0,9.0,,10.0,3.0,,0.75,0.2857142857142857,0.2857142857142857,0.5833333333333334,0.1666666666666666,0.25,0.25,1.0,0.4166666666666667,0.3,0.3,0.6666666666666666,,0.5,0.2857142857142857,0.2857142857142857,0.3,24.985714285714284,1.0,1.0,0.25,0.5,,,,,3.0,,,1.0,,,,,,,,,,,,,,1.0,,,,True,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,41499.0,692,110.0,1367,1364,380,330,169,2731,49.0,87.0,5.0,12.0,22.0,31.0,49.0,106.0,58.0,127.0,156.0,320.0,109.0,484.0,1462,14.0,28.0,6.0,40.0,53.0,99.0,49.0,170.0,98.0,214.0,6.0,11.0,69.0,40.0,109.0,23.0,17.0,37.0,17.0,15.0,258.0,5.0,20.0,,26.0,63.0,,89.0,25.0,114.0,6.0,22.0,13.0,9.0,33.0,21.0,16.0,3.0,12.0,2.0,49.0,3.0,16.0,9.0,40,,2.0,117.0,4.0,122.0,16.0,55.0,10.0,9.0,7.0,1.0,1.0,9.0,5.0,3.0,1.0,,170.0,380,7.0,10.0,0.3141025641025641,0.3202614379084967,0.4875,0.5,0.5353535353535354,0.4947229551451187,0.53125,0.5084033613445378,0.5594405594405595,0.5882352941176471,0.5915492957746479,0.034375,0.0459770114942528,0.0566037735849056,30.42647994907702,0.673469387755102,,,0.1296296296296296,0.0411522633744856,0.1468926553672316,0.0337837837837837,0.1342383107088989,0.0394321766561514,0.0576923076923076,0.0444444444444444,0.02,0.0303030303030303,0.0408163265306122,0.0933333333333333,0.1640625,0.1346153846153846,0.1074380165289256,0.2321428571428571,0.0320855614973262,0.5555555555555556,0.229551451187335,0.5632183908045977,0.5903614457831325,0.2448979591836734,0.2796833773087071,0.4622641509433962,0.49,0.1632653061224489,0.3350923482849604,0.4566929133858268,0.4603174603174603,0.5,0.375,0.4166666666666667,0.2,0.2605042016806723,0.7096774193548387,0.3852242744063324,0.4732178100263853,0.4972038461538461,0.471159243697479,0.1336515513126491,0.1532033426183844,0.0826446280991735,0.3512396694214876,10.4565625,0.2779809802487198,2.0,9.0,2.0,1.0,19.0,50.0,2.0,19.0,21.0,59.0,4.0,20.0,39.0,,50.0,19.0,6.0,0.6190476190476191,0.3559322033898305,0.3559322033898305,0.1556728232189973,0.0237467018469656,0.2222222222222222,0.2222222222222222,,0.1319261213720316,0.38,0.38,0.6842105263157895,0.0625,0.0625,0.0084033613445378,0.1596638655462184,0.38,25.79830508474576,5.0,5.0,0.25,0.2631578947368421,1.0,,1.0,2.0,24.0,,,4.0,1.0,,,0.5,,,,0.5,,0.5,1.0,,0.0166666666666666,5.0,0.0078740157480314,,,True,,,
2694,1610612747,Josh Powell,Josh Powell,2694,LAL,3549.0,59,-39.0,126,125,64,78,19,251,3.0,7.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,9.0,5.0,19.0,5.0,15.0,154,1.0,4.0,2.0,4.0,2.0,8.0,,4.0,8.0,2.0,2.0,2.0,,,,,,,,,,2.0,5.0,,1.0,7.0,3.0,11.0,7.0,18.0,,1.0,1.0,,5.0,4.0,1.0,,1.0,,6.0,3.0,3.0,6.0,7,,,6.0,2.0,8.0,,4.0,,2.0,1.0,,1.0,2.0,1.0,,,,4.0,64,1.0,,0.8,1.0,0.2631578947368421,0.25,0.25,0.2631578947368421,0.25,0.25,0.3260869565217391,0.3333333333333333,0.25,0.1052631578947368,0.1428571428571428,0.3333333333333333,19.5945945945946,0.8333333333333334,0.4285714285714285,,0.2,0.119047619047619,0.0909090909090909,0.0952380952380952,0.1739130434782608,0.1111111111111111,0.2142857142857142,0.0909090909090909,0.0588235294117647,0.0625,0.2,0.1428571428571428,0.375,0.1538461538461538,0.125,,,0.5,0.3684210526315789,0.4285714285714285,0.5,0.6666666666666666,0.1578947368421052,0.3333333333333333,0.5,1.0,0.4736842105263157,0.1111111111111111,0.1111111111111111,1.0,0.75,0.3333333333333333,,0.375,0.3333333333333333,0.3684210526315789,0.4728421052631579,0.5386000000000001,0.469975,0.1739130434782608,0.1739130434782608,0.2666666666666666,0.2666666666666666,9.68421052631579,0.5079365079365079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,
2772,1610612747,Trevor Ariza,Trevor Ariza,2772,LAL,5266.0,88,-12.0,167,168,57,71,29,335,6.0,12.0,3.0,5.0,,2.0,,2.0,1.0,3.0,7.0,17.0,7.0,27.0,178,3.0,5.0,1.0,10.0,,2.0,4.0,7.0,4.0,10.0,6.0,1.0,6.0,,6.0,,,4.0,1.0,1.0,12.0,1.0,9.0,,3.0,6.0,2.0,11.0,10.0,21.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,,2.0,,6.0,,3.0,3.0,9,1.0,,7.0,,7.0,1.0,3.0,1.0,,,,,,,,,,7.0,57,1.0,1.0,0.2857142857142857,0.5,0.4117647058823529,0.6,,0.3846153846153846,0.5625,0.25,0.4655172413793103,0.625,0.4375,0.0588235294117647,0.0833333333333333,,17.766497461928935,0.6666666666666666,0.2222222222222222,,0.1428571428571428,0.1698113207547169,0.1666666666666666,0.0357142857142857,0.15,0.1234567901234567,0.2272727272727272,0.1875,0.0666666666666666,0.0526315789473684,,0.2222222222222222,0.1,0.0714285714285714,0.0714285714285714,0.5,0.0714285714285714,,0.4615384615384615,0.5,0.5454545454545454,0.1666666666666666,0.0769230769230769,,,,0.1153846153846153,0.3333333333333333,0.3333333333333333,1.0,0.625,0.6,,0.3333333333333333,,0.8076923076923077,0.5252279999999999,0.5636357142857144,0.5422833333333333,0.1071428571428571,0.1578947368421052,0.3703703703703703,0.2592592592592592,4.188235294117647,0.3413173652694611,2.0,2.0,1.0,1.0,,7.0,2.0,3.0,2.0,9.0,3.0,4.0,6.0,1.0,6.0,,,1.0,0.2222222222222222,0.25,0.3461538461538461,0.0769230769230769,1.0,1.0,1.0,0.2692307692307692,,,,0.125,0.25,0.1666666666666666,0.5,,26.8,,1.0,0.25,,1.0,1.0,,1.0,,,2.0,2.0,,,,0.3333333333333333,,,,1.0,1.0,,,1.0,,,,,,True,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,40063.0,668,106.0,1315,1312,352,284,163,2627,14.0,40.0,1.0,7.0,4.0,9.0,12.0,32.0,33.0,70.0,59.0,142.0,23.0,261.0,1398,5.0,15.0,2.0,21.0,17.0,36.0,12.0,85.0,38.0,80.0,2.0,10.0,58.0,25.0,83.0,15.0,10.0,19.0,17.0,22.0,191.0,2.0,11.0,,18.0,27.0,,45.0,13.0,58.0,5.0,23.0,12.0,11.0,20.0,17.0,5.0,1.0,3.0,,25.0,1.0,6.0,16.0,38,,1.0,49.0,4.0,25.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,85.0,352,2.0,3.0,0.3220338983050847,0.3275862068965517,0.4154929577464789,0.3333333333333333,0.4722222222222222,0.5483870967741935,0.4523809523809524,0.6186440677966102,0.5701754385964912,0.4772727272727273,0.6538461538461539,0.0704225352112676,0.2,0.0625,16.75496688741722,0.8,,,0.0572033898305084,0.0233050847457627,0.1046511627906976,0.0141843971631205,0.0698757763975155,0.0212071778140293,0.0337837837837837,0.0227272727272727,0.0135135135135135,0.0217391304347826,,0.0689655172413793,0.0314960629921259,0.065,0.1130434782608695,0.087719298245614,0.0467289719626168,,0.184331797235023,0.35,0.4375,0.0714285714285714,0.1474654377880184,0.375,0.4,0.25,0.3225806451612903,0.4714285714285714,0.4714285714285714,0.4545454545454545,0.3333333333333333,0.1428571428571428,,0.1525423728813559,0.4444444444444444,0.5299539170506913,0.5033771889400921,0.522346875,0.4893313559322033,0.0444444444444444,0.06,0.0804597701149425,0.3256704980842911,11.49225352112676,0.267680608365019,11.0,20.0,2.0,7.0,29.0,55.0,4.0,16.0,40.0,75.0,6.0,23.0,105.0,,55.0,29.0,2.0,0.875,0.5333333333333333,0.5333333333333333,0.3456221198156682,0.0921658986175115,0.55,0.55,0.9090909090909092,0.2534562211981567,0.5272727272727272,0.5272727272727272,0.8620689655172413,0.0952380952380952,0.1904761904761904,0.1186440677966101,0.2711864406779661,0.5272727272727272,24.990666666666662,10.0,13.0,0.5652173913043478,0.625,1.0,3.0,2.0,3.0,15.0,,1.0,17.0,1.0,,,0.5,,,,0.5,1.0,0.5,1.0,0.4285714285714285,0.0133333333333333,1.0,,,1.0,True,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,39841.0,664,99.0,1310,1312,361,320,157,2622,53.0,82.0,22.0,34.0,19.0,30.0,49.0,103.0,17.0,35.0,119.0,220.0,60.0,298.0,1419,26.0,44.0,12.0,64.0,28.0,52.0,27.0,83.0,134.0,104.0,34.0,14.0,37.0,28.0,65.0,21.0,7.0,17.0,5.0,15.0,158.0,10.0,44.0,1.0,21.0,78.0,15.0,114.0,55.0,169.0,12.0,10.0,9.0,1.0,28.0,16.0,12.0,4.0,12.0,2.0,40.0,4.0,11.0,22.0,36,1.0,,65.0,4.0,82.0,6.0,30.0,14.0,14.0,10.0,1.0,3.0,14.0,8.0,,1.0,2.0,83.0,361,4.0,12.0,0.5630252100840336,0.6568627450980392,0.5409090909090909,0.5909090909090909,0.5384615384615384,0.5409090909090909,0.5909090909090909,0.5384615384615384,0.5775193798449613,0.6274509803921569,0.5928571428571429,0.0636363636363636,0.0975609756097561,0.058252427184466,19.840213049267643,0.7,0.4411764705882353,0.0303030303030303,0.1666666666666666,0.0958605664488017,0.13125,0.0704225352112676,0.1576433121019108,0.0898502495840266,0.1510791366906475,0.0898876404494382,0.0492957746478873,0.0515463917525773,0.1111111111111111,0.1292517006802721,0.1833333333333333,0.1840796019900497,0.1351351351351351,0.1224489795918367,0.1379310344827586,0.5714285714285714,0.3727272727272727,0.6463414634146342,0.7162162162162162,0.5849056603773585,0.4681818181818182,0.4757281553398058,0.5051546391752577,0.4285714285714285,0.1590909090909091,0.4857142857142857,0.4857142857142857,0.8823529411764706,0.7727272727272727,0.6470588235294118,0.2272727272727272,0.5769230769230769,0.6333333333333333,0.3727272727272727,0.4842777272727271,0.5244894736842106,0.5206019230769232,0.1229508196721311,0.1229508196721311,0.2147651006711409,0.2785234899328859,6.708636363636363,0.2755725190839694,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,True,,,
