EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceFg2Pct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Loose Ball Fouls Drawn,PenaltyArc3FGM,HeaveAttempts,Corner3Assists,SelfOReb,LostBallSteals,Offensive Fouls Drawn,LongMidRangePctBlocked,DefCorner3ReboundPct,SelfORebPct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,ShortMidRangeAssists,SecondChanceTurnovers,BadPassOutOfBoundsTurnovers,Travels,BlockedCorner3,OffShortMidRangeReboundPct,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,on,BlockedLongMidRange,SecondChanceArc3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes
1548,1610612748,Mark Blount,Mark Blount,1548,MIA,3217.0,54,-15.0,98,96,27.0,15.0,7.0,194,1.0,2.0,1.0,3.0,3.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,14.0,3.0,4.0,3.0,20.0,107.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,8.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,27.0,1.0,1.0,1.0,1.0,0.75,1.0,0.5,0.75,0.2857142857142857,1.0,0.4722222222222222,0.75,0.8333333333333334,0.4761904761904761,0.75,0.6,0.2222222222222222,0.0714285714285714,0.5,22.93577981651376,0.75,0.15,0.1111111111111111,0.0666666666666666,0.0238095238095238,0.2,0.2,1.0,0.1111111111111111,0.5,1.0,1.0,0.1666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4468861111111111,0.5012166666666666,0.1,0.125,0.15,0.3,14.157142857142857,24.025,0.2755102040816326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1890,1610612748,Shawn Marion,Shawn Marion,1890,MIA,4828.0,80,-33.0,155,156,62.0,69.0,21.0,311,3.0,4.0,3.0,7.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,6.0,13.0,1.0,2.0,3.0,18.0,177.0,4.0,,,6.0,3.0,5.0,1.0,1.0,1.0,10.0,8.0,3.0,1.0,,,2.0,3.0,,7.0,4.0,3.0,17.0,9.0,26.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,4.0,8.0,2.0,2.0,4.0,2.0,4.0,2.0,,,10.0,62.0,1.0,0.6666666666666666,1.0,1.0,0.5,,1.0,0.5,0.4615384615384615,0.6,0.5,0.5,0.75,0.4736842105263157,0.5,0.7142857142857143,0.1333333333333333,,,12.64367816091954,0.6666666666666666,0.125,0.1818181818181818,0.1911764705882352,0.1168831168831168,0.2857142857142857,0.1875,0.5,0.2666666666666666,0.75,0.75,0.3333333333333333,0.4666666666666667,0.1333333333333333,0.5,0.5,1.0,0.0666666666666666,1.0,1.0,1.0,0.0666666666666666,,,,0.75,,,,0.1666666666666666,1.0,,0.4,,0.4768499999999999,0.5074166666666667,0.1176470588235294,0.1333333333333333,0.3333333333333333,0.5555555555555556,6.923076923076923,23.95,0.4,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,10.0,4.0,2.0,2.0,1.0,2.0,0.5,0.4444444444444444,0.2272727272727272,0.0909090909090909,0.125,0.1304347826086956,0.1333333333333333,0.2727272727272727,0.0625,0.3529411764705882,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,1.0,0.514275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,1479.0,25,-23.0,45,44,17.0,17.0,6.0,89,,2.0,1.0,,,1.0,,,,,,,,1.0,1.0,,3.0,,1.0,6.0,6.0,56.0,1.0,,,,,1.0,,1.0,4.0,4.0,,,1.0,,1.0,,,,,,3.0,4.0,,4.0,,,,,,,1.0,1.0,4.0,6.0,,3.0,,,,,,,4.0,17.0,2.0,,,,,,,,,,,,,0.4285714285714285,,0.5,0.25,0.3333333333333333,0.5,12.499999999999998,,0.4285714285714285,,0.1904761904761904,,,0.4285714285714285,,0.5,,,,,0.25,,,,,,,,0.25,,,,1.0,,,,,,0.5,0.75,,0.4936125,0.525275,,,,0.6666666666666666,5.866666666666667,25.6,0.3777777777777777,,,1.0,,,,,,,,,,1.0,,,,,,,,0.0714285714285714,,,,,,,0.1428571428571428,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,7119.0,119,-53.0,212,218,41.0,52.0,27.0,430,2.0,4.0,,,5.0,14.0,3.0,8.0,,,1.0,1.0,4.0,16.0,7.0,7.0,18.0,7.0,24.0,2.0,37.0,247.0,1.0,,,,1.0,2.0,3.0,8.0,2.0,13.0,14.0,21.0,15.0,4.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,13.0,1.0,14.0,1.0,,,1.0,1.0,1.0,6.0,10.0,4.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,13.0,41.0,1.0,1.0,1.0,1.0,0.2916666666666667,,0.375,0.3043478260869565,0.3888888888888889,0.5,0.4166666666666667,,0.55,0.4302325581395348,,0.5909090909090909,0.5714285714285714,0.1111111111111111,0.25,18.181818181818183,1.0,0.1025641025641025,0.0303030303030303,0.1134020618556701,0.0094339622641509,0.0714285714285714,0.0769230769230769,1.0,0.0952380952380952,0.5,0.6666666666666666,1.0,,0.3333333333333333,0.3571428571428571,0.3846153846153846,1.0,0.1904761904761904,0.375,0.375,1.0,0.3809523809523809,0.25,0.25,1.0,,,,,0.1,1.0,0.7,0.6666666666666666,0.2666666666666666,0.4890670731707318,0.4560222222222221,,,,0.3513513513513513,15.433333333333334,25.641666666666666,0.1933962264150943,,,1.0,,,,,,1.0,,,,7.0,2.0,3.0,1.0,,1.0,,0.2857142857142857,0.1206896551724138,,,,,0.15,,0.1904761904761904,,,,,0.1,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0714285714285714,0.1538461538461538,0.0416666666666666,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2556,1610612748,Marcus Banks,Marcus Banks,2556,MIA,9931.0,166,-67.0,311,312,87.0,88.0,38.0,623,11.0,15.0,4.0,2.0,2.0,8.0,1.0,8.0,,,,2.0,1.0,6.0,2.0,13.0,25.0,2.0,14.0,10.0,42.0,346.0,4.0,1.0,1.0,9.0,2.0,7.0,,4.0,6.0,10.0,8.0,3.0,6.0,1.0,2.0,16.0,22.0,4.0,50.0,,3.0,15.0,,15.0,3.0,2.0,8.0,1.0,11.0,,7.0,21.0,12.0,15.0,4.0,3.0,1.0,,2.0,,,1.0,10.0,87.0,3.0,0.3076923076923077,0.3076923076923077,0.5,0.1428571428571428,1.0,,0.1428571428571428,0.52,0.2857142857142857,0.4102564102564102,0.9,0.1818181818181818,0.4444444444444444,0.9,0.3333333333333333,0.358974358974359,0.08,0.0666666666666666,15.909090909090908,0.2727272727272727,0.0566037735849056,,0.1063829787234042,,,,,0.3846153846153846,0.7333333333333333,0.7857142857142857,0.3636363636363636,0.0512820512820512,0.2051282051282051,0.25,0.25,,0.2051282051282051,0.125,0.125,1.0,0.1538461538461538,0.1666666666666666,0.1666666666666666,,0.8,,,,0.1818181818181818,,0.1818181818181818,0.7435897435897436,0.1666666666666666,0.5188615384615384,0.4188,0.0952380952380952,0.1428571428571428,0.2142857142857142,0.238095238095238,6.696000000000001,25.30714285714286,0.2797427652733119,3.0,2.0,3.0,,3.0,,18.0,,6.0,3.0,12.0,,12.0,,10.0,4.0,2.0,1.0,0.75,,0.1363636363636363,,,,,0.1851851851851851,0.0384615384615384,0.1714285714285714,,,,0.75,0.2727272727272727,0.6666666666666666,0.5664800000000001,2.0,,,3.0,,6.0,1.0,,0.2,,,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,0.5,0.3333333333333333,0.2,1.0,,,,,,,,,,True,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,1902.0,32,-4.0,69,68,30.0,29.0,6.0,137,2.0,4.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,12.0,78.0,,,,,2.0,2.0,1.0,1.0,1.0,8.0,4.0,3.0,1.0,1.0,1.0,7.0,9.0,2.0,20.0,1.0,1.0,2.0,1.0,3.0,,,1.0,,1.0,,2.0,4.0,3.0,2.0,1.0,,,,,,,,8.0,30.0,,0.5,0.5,1.0,0.5,,1.0,0.5,0.6666666666666666,1.0,0.6875,,1.1666666666666667,0.6666666666666666,,1.0,0.25,0.1666666666666666,0.25,13.333333333333334,,0.1428571428571428,0.0909090909090909,0.0952380952380952,0.0333333333333333,,0.2,,0.5,0.5,0.6666666666666666,0.5,0.125,0.125,1.0,1.0,1.0,0.125,,,,0.125,1.0,1.0,1.0,,,,,,,0.3333333333333333,0.75,1.0,0.50400625,0.47905,0.1111111111111111,0.1428571428571428,,0.6666666666666666,4.2,24.3,0.4347826086956521,,1.0,1.0,1.0,,,4.0,,2.0,2.0,3.0,,1.0,,,,1.0,,,,0.0714285714285714,,,,0.1666666666666666,,0.25,,1.0,1.0,,,0.3333333333333333,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,True,,,,,,,,,,,,
2733,1610612748,Shaun Livingston,Shaun Livingston,2733,MIA,1720.0,29,-13.0,51,53,16.0,7.0,2.0,104,,,,2.0,2.0,3.0,,,,,,,,,,2.0,5.0,,,2.0,6.0,59.0,,,,,1.0,3.0,,,2.0,4.0,,,,,1.0,3.0,3.0,1.0,6.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,,1.0,,,,,,,4.0,16.0,1.0,,,,,,,,0.4,0.3333333333333333,0.4,,0.3333333333333333,0.5,,0.5,,0.2,,17.307692307692307,0.6666666666666666,0.0666666666666666,,0.0357142857142857,,,,,,,,,0.4,0.6,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.37206,0.3480666666666667,,,,0.6666666666666666,13.8,,0.3137254901960784,,,,,,,4.0,,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.25,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,3450.0,58,-14.0,116,115,33.0,37.0,16.0,231,5.0,11.0,1.0,6.0,3.0,11.0,,1.0,,1.0,,,,2.0,1.0,8.0,28.0,,3.0,3.0,19.0,122.0,3.0,,2.0,2.0,3.0,8.0,,1.0,2.0,8.0,2.0,,2.0,,2.0,10.0,12.0,6.0,26.0,,2.0,8.0,1.0,9.0,4.0,3.0,4.0,1.0,8.0,1.0,2.0,6.0,9.0,4.0,2.0,,,,1.0,,,,8.0,33.0,,0.125,0.125,,,,,,0.2857142857142857,0.375,0.2580645161290322,0.2,0.3333333333333333,0.2878787878787879,0.2,0.4,0.0967741935483871,0.0714285714285714,0.0909090909090909,31.538461538461537,0.5,0.1333333333333333,,0.1632653061224489,0.0181818181818181,,0.1818181818181818,,0.3548387096774194,0.4545454545454545,0.5,,0.1935483870967742,0.3548387096774194,0.2727272727272727,0.3,0.3333333333333333,0.032258064516129,,,,0.064516129032258,,,,0.2,0.2,,,,,0.1111111111111111,0.4516129032258064,,0.5043161290322582,0.5059277777777778,0.0606060606060606,0.0666666666666666,0.1052631578947368,0.4210526315789473,9.060714285714289,24.03333333333333,0.2844827586206896,,2.0,3.0,,1.0,,14.0,,2.0,1.0,2.0,1.0,6.0,,5.0,3.0,1.0,,0.3333333333333333,,0.1764705882352941,0.0238095238095238,,,,0.2,0.1,0.2142857142857142,,,,,0.3333333333333333,0.6666666666666666,0.5020625000000001,,,,1.0,1.0,2.0,,0.0909090909090909,,0.05,,,1.0,,,1.0,,,,1.0,,1.0,,,0.2,,2.0,,1.0,1.0,1.0,0.0769230769230769,,,,True,,,,,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,1499.0,25,-20.0,48,46,12.0,8.0,7.0,94,,,,1.0,,1.0,,5.0,,1.0,,3.0,1.0,1.0,1.0,,2.0,1.0,6.0,,3.0,50.0,,,1.0,,,,1.0,4.0,,3.0,,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,,,,,,,1.0,1.0,,,,,,,,,,,3.0,12.0,,,,1.0,0.1666666666666666,,0.25,0.1666666666666666,,,0.1875,,0.375,0.1875,,0.375,0.75,,,13.793103448275865,,0.2222222222222222,0.125,0.1578947368421052,0.032258064516129,0.1428571428571428,0.2857142857142857,,,,,,0.125,0.125,,,,0.625,,,,0.125,1.0,1.0,1.0,,1.0,,,0.75,,0.25,0.75,1.0,0.49275,0.4837125,,,,1.0,16.0,23.4,0.25,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,0.1,,,,,,0.25,,,,,,,,0.57555,,1.0,,,1.0,,,,,0.1428571428571428,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,2464.0,41,-37.0,71,74,18.0,13.0,9.0,145,1.0,5.0,4.0,2.0,,1.0,,,,,,,,,,1.0,8.0,,,1.0,3.0,86.0,6.0,,,2.0,,1.0,,,,,,,,,2.0,,,,,,1.0,3.0,7.0,10.0,1.0,,,1.0,1.0,,3.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,18.0,,,,,,,,,0.125,,0.125,0.1666666666666666,,0.15,0.1666666666666666,,,0.25,0.2,13.095238095238097,1.0,0.0588235294117647,,0.0666666666666666,0.1555555555555555,,0.0769230769230769,1.0,0.625,0.2,0.25,,0.25,0.125,,,,,,,,,,,,0.6666666666666666,,,,,,,0.625,,0.5133375,0.4316,0.1111111111111111,0.1111111111111111,0.6666666666666666,,3.5125,,0.2535211267605634,1.0,,,,1.0,,2.0,2.0,,,,7.0,2.0,,,,,,0.1666666666666666,,0.0714285714285714,0.21875,0.5,,,,0.125,0.0833333333333333,,,,0.25,,,0.4910166666666667,,,,,2.0,,,,,0.4,,,,,,1.0,,,,,,,0.5,,,,,1.0,,,,0.1818181818181818,,,,True,,,,,,,,,,,,
