EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,FTDefRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGM,PenaltyArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,FTOffRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,DefCorner3ReboundPct,Blocked3s,BlockedArc3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,897.0,15,-12,26,27,4.0,10.0,2.0,53,3.0,1.0,1.0,5.0,1.0,1.0,9.0,1.0,3.0,5.0,26.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.1111111111111111,0.1,0.18181818181818182,0.1,0.1111111111111111,0.3333333333333333,36.66666666666667,1.0,0.3,0.1,1.0,1.0,1.0,0.5,0.1,0.4,0.45580499999999996,0.09090909090909091,0.1,10.055555555555555,24.3,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,21959.0,366,-147,667,674,64.0,83.0,74.0,1341,29.0,7.0,24.0,54.0,24.0,50.0,107.0,41.0,15.0,166.0,773.0,62.0,23.0,8.0,3.0,41.0,54.0,18.0,21.0,18.0,1.0,9.0,64.0,0.62,0.6326530612244898,0.4672897196261682,0.5101351351351351,0.532258064516129,0.27702702702702703,0.07476635514018691,0.1724137931034483,22.266139657444004,0.21428571428571427,0.19594594594594594,0.16216216216216217,0.2916666666666667,0.3181818181818182,0.42857142857142855,0.36486486486486486,0.16216216216216217,0.47297297297297297,0.4864673469387755,0.05844155844155844,0.07964601769911504,11.48504672897196,24.846341463414632,0.095952023988006,12.0,2.0,5.0,2.0,3.0,31.0,7.0,17.0,1.0,2.0,1.0,3.0,10.0,2.0,5.0,17.0,5.0,13.0,1.0,4.0,2.0,15.0,2.0,5.0,1.0,8.0,3.0,10.0,38.0,48.0,3.0,2.0,1.0,10.0,12.0,1.0,13.0,1.0,9.0,1.0,2.0,27.0,4.0,9.0,5.0,33.0,13.0,1.0,6.0,2.0,4.0,8.0,6.0,6.0,2.0,2.0,2.0,14.0,2.0,1.0,9.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,10.0,1.0,0.9411764705882353,0.4146341463414634,0.25,0.125,0.425,0.38461538461538464,0.4,0.38235294117647056,0.2692307692307692,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.018518518518518517,0.5714285714285714,0.14042553191489363,0.03146853146853147,0.09433962264150944,0.0547945205479452,0.13194444444444445,0.036211699164345405,0.024390243902439025,0.07042253521126761,0.015037593984962405,0.061224489795918366,0.041666666666666664,0.01639344262295082,0.11290322580645161,0.22321428571428573,0.13157894736842105,0.014285714285714285,0.3333333333333333,0.41379310344827586,0.5,0.6666666666666666,0.5740740740740741,0.5849056603773585,0.6451612903225806,0.11486486486486487,0.4117647058823529,0.4117647058823529,1.0,0.4166666666666667,0.4166666666666667,0.9,0.29411764705882354,0.4,0.5,0.11764705882352941,0.5,1.0,0.11764705882352941,0.23076923076923078,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.43478260869565216,0.5074833333333333,0.4963416666666666,0.09036144578313253,0.060240963855421686,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1563,1610612750,Kevin Ollie,Kevin Ollie,1563,MIN,7013.0,117,-81,211,220,23.0,33.0,20.0,431,6.0,1.0,4.0,11.0,1.0,5.0,21.0,1.0,9.0,19.0,268.0,6.0,1.0,1.0,,9.0,11.0,5.0,10.0,12.0,1.0,6.0,23.0,0.6,0.6,0.23809523809523808,0.22727272727272727,0.3333333333333333,0.045454545454545456,0.047619047619047616,0.16666666666666666,14.592274678111588,,0.2727272727272727,0.18181818181818182,0.25,0.25,,0.5,0.045454545454545456,0.3181818181818182,0.4589022727272726,0.2222222222222222,0.23076923076923078,11.07142857142857,25.4,0.10900473933649289,2.0,,,,,2.0,,,,,,,,1.0,,,,1.0,,1.0,,,,3.0,,,1.0,1.0,4.0,,,,,,15.0,8.0,23.0,4.0,4.0,2.0,9.0,54.0,1.0,1.0,1.0,8.0,2.0,,2.0,2.0,,6.0,6.0,1.0,,,,7.0,1.0,3.0,3.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,0.125,,,0.8571428571428571,0.15384615384615385,0.010416666666666666,0.05263157894736842,0.05263157894736842,0.1267605633802817,0.017391304347826087,,,0.02040816326530612,0.1111111111111111,,0.07692307692307693,0.3333333333333333,0.1111111111111111,0.07142857142857142,,,0.3333333333333333,0.4,0.5,0.18181818181818182,0.18181818181818182,1.0,,,,,,,,,,,,,,0.5,,,,,,,0.58125,0.35836666666666667,,0.05263157894736842,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,14850.0,248,-99,459,463,47.0,67.0,45.0,922,21.0,5.0,14.0,39.0,16.0,29.0,74.0,18.0,20.0,102.0,511.0,12.0,16.0,5.0,,18.0,19.0,15.0,21.0,22.0,2.0,11.0,47.0,0.20689655172413793,0.20689655172413793,0.3918918918918919,0.44565217391304346,0.49504950495049505,0.1956521739130435,0.06756756756756757,0.14285714285714285,23.49514563106796,,0.22826086956521738,0.15217391304347827,0.35714285714285715,0.38461538461538464,,0.42391304347826086,0.17391304347826086,0.42391304347826086,0.4817711956521739,0.10891089108910891,0.13253012048192772,11.706756756756757,25.266666666666666,0.10239651416122005,11.0,,,2.0,3.0,13.0,,2.0,,,,,8.0,2.0,2.0,8.0,,4.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,,7.0,46.0,21.0,3.0,,,8.0,25.0,8.0,33.0,3.0,8.0,5.0,12.0,74.0,,1.0,5.0,13.0,1.0,,9.0,6.0,3.0,13.0,11.0,7.0,,2.0,,20.0,1.0,3.0,7.0,2.0,2.0,2.0,,3.0,3.0,,3.0,2.0,7.0,,0.875,0.4444444444444444,0.5,0.5,0.4444444444444444,,0.5,0.25,0.5833333333333334,0.35714285714285715,0.5833333333333334,0.07142857142857142,0.02564102564102564,0.65,0.07262569832402235,0.005,0.15151515151515152,,0.08490566037735849,0.004081632653061225,,0.01818181818181818,,,,0.02040816326530612,0.10416666666666667,0.08536585365853659,0.2,,0.6666666666666666,0.5238095238095238,0.6111111111111112,0.36363636363636365,0.3333333333333333,0.34210526315789475,0.15384615384615385,0.021739130434782608,,,,0.5,0.5,0.875,,,,,,,0.3333333333333333,0.5,0.6666666666666666,,,0.3333333333333333,0.5,0.4673833333333333,0.45837500000000003,0.049019607843137254,0.06862745098039216,5.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,
2215,1610612750,Jason Collins,Jason Collins,2215,MIN,25328.0,422,-184,774,784,89.0,118.0,83.0,1558,29.0,3.0,15.0,26.0,,22.0,70.0,,13.0,57.0,898.0,26.0,,9.0,3.0,42.0,70.0,73.0,40.0,28.0,,12.0,89.0,0.5909090909090909,0.9285714285714286,0.3142857142857143,0.3142857142857143,0.3392857142857143,,0.12857142857142856,0.20689655172413793,10.971428571428572,0.17647058823529413,0.4142857142857143,0.21428571428571427,0.2,0.23076923076923078,0.6666666666666666,0.37142857142857144,,0.4142857142857143,0.46306,0.14634146341463414,0.14634146341463414,8.312857142857146,,0.11498708010335917,15.0,9.0,14.0,2.0,3.0,4.0,,,,,,,,,,,9.0,15.0,,,2.0,20.0,2.0,6.0,,,2.0,6.0,18.0,,,16.0,,,8.0,3.0,11.0,3.0,3.0,,5.0,25.0,3.0,24.0,8.0,31.0,28.0,2.0,9.0,7.0,2.0,5.0,2.0,7.0,1.0,3.0,2.0,12.0,1.0,1.0,33.0,4.0,6.0,,2.0,13.0,9.0,,13.0,8.0,6.0,2.0,,,,,,0.6,0.3333333333333333,0.6,0.3333333333333333,0.5882352941176471,0.3333333333333333,0.13333333333333333,0.038461538461538464,0.4166666666666667,0.11524163568773234,0.07339449541284404,0.11428571428571428,0.03409090909090909,0.11504424778761062,0.06506024096385542,0.10526315789473684,0.13095238095238096,0.02027027027027027,0.03333333333333333,0.03571428571428571,0.15151515151515152,0.08333333333333333,0.11450381679389313,0.09615384615384616,0.05128205128205128,0.6153846153846154,0.5172413793103449,0.6521739130434783,0.4666666666666667,0.15384615384615385,0.16,1.0,,,,,,,,0.9333333333333333,0.6428571428571429,0.1111111111111111,,,,,0.5,0.6666666666666666,,,,,0.5529,0.46690000000000004,0.3508771929824561,0.10526315789473684,,,,,,,,,1.0,7.0,8.0,4.0,1.0,2.0,4.0,0.0625,0.16666666666666666,,,,,,,True,,,,,,,
2034,1610612750,Mike Miller,Mike Miller,2034,MIN,17621.0,294,-78,544,543,74.0,83.0,65.0,1087,20.0,2.0,7.0,25.0,33.0,28.0,52.0,37.0,9.0,101.0,614.0,32.0,33.0,4.0,4.0,57.0,63.0,12.0,14.0,11.0,3.0,4.0,74.0,0.5714285714285714,0.64,0.5384615384615384,0.5168539325842697,0.532258064516129,0.4157303370786517,0.07692307692307693,0.1,17.52411575562701,0.4,0.2247191011235955,0.07865168539325842,0.2857142857142857,0.3333333333333333,,0.2808988764044944,0.3707865168539326,0.6404494382022472,0.5188612359550563,0.043010752688172046,0.07142857142857142,10.915384615384616,25.297297297297295,0.13602941176470587,15.0,2.0,3.0,1.0,1.0,11.0,2.0,4.0,,1.0,,1.0,10.0,2.0,3.0,12.0,3.0,5.0,,3.0,,6.0,1.0,3.0,2.0,4.0,2.0,10.0,24.0,30.0,6.0,6.0,,10.0,30.0,11.0,41.0,7.0,10.0,3.0,17.0,93.0,1.0,5.0,10.0,43.0,6.0,1.0,2.0,2.0,,9.0,5.0,7.0,1.0,4.0,,16.0,,2.0,10.0,,1.0,,,2.0,1.0,,2.0,2.0,10.0,,0.8333333333333334,0.32432432432432434,,0.5,0.32432432432432434,0.6,0.3333333333333333,0.375,0.5714285714285714,0.375,0.625,0.14285714285714285,0.04,0.5625,0.22994652406417113,0.022935779816513763,0.20833333333333334,0.014492753623188406,0.225531914893617,0.020905923344947737,0.030303030303030304,,0.03260869565217391,0.020833333333333332,,0.18181818181818182,0.23529411764705882,0.25,0.15151515151515152,0.022222222222222223,1.0,0.75,0.8333333333333334,0.4,0.44,0.4583333333333333,0.9090909090909091,0.0449438202247191,0.5,0.5,1.0,0.30303030303030304,0.30303030303030304,0.8,0.375,0.6666666666666666,,0.125,,,0.25,0.14285714285714285,1.0,0.14285714285714285,,0.42857142857142855,0.30303030303030304,0.5232285714285714,0.5488928571428572,0.0594059405940594,0.09900990099009901,4.0,4.0,,2.0,1.0,,,0.6666666666666666,,,1.0,1.0,,,1.0,,0.3333333333333333,,,,,,,True,,,,,,,
2742,1610612750,Sebastian Telfair,Sebastian Telfair,2742,MIN,11244.0,187,-102,343,347,47.0,65.0,37.0,690,18.0,2.0,13.0,24.0,12.0,17.0,55.0,18.0,8.0,63.0,416.0,4.0,12.0,3.0,,8.0,9.0,12.0,8.0,11.0,2.0,4.0,47.0,0.11764705882352941,0.11764705882352941,0.3090909090909091,0.3767123287671233,0.3961038961038961,0.2465753424657534,0.05454545454545454,0.1111111111111111,23.453608247422682,,0.2465753424657534,0.1780821917808219,0.15384615384615385,0.16666666666666666,,0.3287671232876712,0.1643835616438356,0.4931506849315068,0.49960068493150683,0.05263157894736842,0.06896551724137931,10.42,24.28333333333333,0.13702623906705538,6.0,,1.0,,3.0,9.0,2.0,6.0,,1.0,,1.0,5.0,,2.0,7.0,1.0,3.0,,1.0,,2.0,,9.0,1.0,3.0,,3.0,30.0,15.0,6.0,,,5.0,14.0,9.0,23.0,8.0,3.0,1.0,10.0,55.0,,1.0,2.0,6.0,1.0,,3.0,2.0,1.0,12.0,10.0,3.0,,2.0,2.0,15.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,,3.0,,0.7142857142857143,0.3888888888888889,,0.3333333333333333,0.3888888888888889,0.3333333333333333,,0.25,0.125,0.25,0.125,0.07692307692307693,,0.8,0.04878048780487805,0.007194244604316547,0.058823529411764705,,0.050955414012738856,0.005434782608695652,,0.030303030303030304,,,,0.03333333333333333,0.027777777777777776,0.07017543859649122,0.038461538461538464,,,0.3333333333333333,0.375,,0.375,0.375,0.2222222222222222,0.0821917808219178,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.4166666666666667,0.6,0.25,,,0.25,,,,0.25,,0.08333333333333333,,0.16666666666666666,0.4166666666666667,0.51685,0.4826791666666666,0.031746031746031744,0.047619047619047616,1.0,,,1.0,,,,0.5,,1.0,,,,,,,0.125,1.0,1.0,,,,,True,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,2094.0,35,-16,65,69,17.0,19.0,4.0,134,6.0,5.0,5.0,1.0,,10.0,12.0,,4.0,24.0,71.0,14.0,,1.0,2.0,9.0,9.0,5.0,6.0,7.0,,3.0,17.0,0.7,0.7,0.8333333333333334,0.8333333333333334,0.8,,0.08333333333333333,,28.169014084507044,0.6666666666666666,0.5,0.4166666666666667,1.0,1.0,0.6,0.08333333333333333,,0.5,0.48547499999999993,0.21428571428571427,0.21428571428571427,4.133333333333334,,0.26153846153846155,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,2.0,4.0,6.0,,,,,,,1.0,1.0,,,,,3.0,,,4.0,3.0,,,1.0,,1.0,3.0,,2.0,,3.0,1.0,5.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,4.0,1.0,,,,,,,0.5,,0.5,0.5,0.5,,1.0,0.6,0.14285714285714285,,0.4444444444444444,,0.23333333333333334,,,,,,,0.5,,0.15384615384615385,0.5,,,0.8333333333333334,0.8333333333333334,0.8,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,0.45075,0.041666666666666664,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201567,1610612750,Kevin Love,Kevin Love,201567,MIN,10124.0,169,-94,306,307,20.0,25.0,36.0,613,28.0,4.0,15.0,24.0,1.0,26.0,67.0,1.0,10.0,62.0,375.0,36.0,1.0,7.0,1.0,32.0,48.0,13.0,11.0,10.0,,5.0,20.0,0.6923076923076923,0.72,0.3880597014925373,0.38235294117647056,0.4305555555555556,0.014705882352941176,0.1044776119402985,0.25,23.782234957020055,0.3333333333333333,0.4117647058823529,0.22058823529411764,0.26666666666666666,0.26666666666666666,0.25,0.35294117647058826,0.014705882352941176,0.4264705882352941,0.49028455882352945,0.07042253521126761,0.07142857142857142,8.649253731343284,25.2,0.06535947712418301,13.0,5.0,12.0,3.0,4.0,9.0,,,,,,,,,,,7.0,14.0,,,4.0,18.0,3.0,6.0,,,,6.0,16.0,,,2.0,,,8.0,1.0,9.0,1.0,5.0,1.0,2.0,19.0,6.0,10.0,7.0,24.0,16.0,3.0,1.0,,1.0,5.0,4.0,6.0,1.0,1.0,2.0,11.0,,2.0,8.0,,1.0,2.0,1.0,5.0,2.0,,5.0,3.0,6.0,,,,,,,0.5,0.5,0.5,0.5,0.5625,0.5,,,0.45454545454545453,0.23529411764705882,0.072992700729927,0.2413793103448276,0.18181818181818182,0.2366412213740458,0.09411764705882353,0.15384615384615385,0.05128205128205128,0.03389830508474576,0.18181818181818182,0.18181818181818182,0.2413793103448276,0.3333333333333333,0.1836734693877551,0.21052631578947367,0.08571428571428572,0.6,0.4642857142857143,0.6190476190476191,0.6923076923076923,0.375,0.375,0.8888888888888888,,,,,,,,0.8571428571428571,0.4166666666666667,0.2,,,,,0.6666666666666666,0.75,,,,,0.543075,0.48700000000000004,0.2903225806451613,0.0967741935483871,,1.0,,,,,,,,2.0,1.0,3.0,,,,,0.3,,,2.0,,,,True,,,,,,,
200760,1610612750,Rodney Carney,Rodney Carney,200760,MIN,5232.0,87,-62,158,166,26.0,39.0,14.0,324,8.0,,1.0,6.0,8.0,10.0,15.0,19.0,,38.0,208.0,10.0,8.0,,,4.0,6.0,5.0,1.0,,,,26.0,0.5,0.5555555555555556,0.6666666666666666,0.5588235294117647,0.5588235294117647,0.5588235294117647,,,21.38728323699422,,0.23529411764705882,0.029411764705882353,,,,0.17647058823529413,0.23529411764705882,0.7941176470588235,0.5584823529411764,,,8.020000000000001,24.31052631578947,0.16455696202531644,7.0,1.0,1.0,3.0,4.0,3.0,5.0,11.0,1.0,1.0,,,1.0,,1.0,6.0,1.0,3.0,1.0,1.0,,5.0,3.0,4.0,,1.0,,6.0,10.0,18.0,,2.0,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,1.0,,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,,,3.0,,,3.0,,1.0,,,2.0,,,2.0,1.0,6.0,,1.0,0.3157894736842105,1.0,,0.3157894736842105,0.3333333333333333,0.75,0.625,0.6,0.625,0.6,,,0.6666666666666666,0.08695652173913043,0.017543859649122806,,0.045454545454545456,0.06060606060606061,0.02531645569620253,0.0625,,,0.07142857142857142,,0.2222222222222222,,0.09090909090909091,,0.058823529411764705,0.5,0.875,0.875,0.2857142857142857,0.5,0.5,1.0,0.3235294117647059,0.45454545454545453,0.45454545454545453,1.0,0.125,0.14285714285714285,1.0,0.25,1.0,,0.25,1.0,1.0,,0.8,0.75,,,0.2,0.125,0.53545,0.56492,0.13157894736842105,0.15789473684210525,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,0.05263157894736842,0.125,True,,,,,,,
