EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls,Loose Ball Fouls Drawn,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,AtRimAssists,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,Corner3Assists,HeaveAttempts,PenaltyArc3FGM,PenaltyFG3M,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,LongMidRangePctBlocked,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,on,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,OffensiveGoaltends,HeaveMakes,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
201576,1610612744,Anthony Randolph,Anthony Randolph,201576,GSW,3898.0,65,-5.0,139,141,58.0,50.0,18.0,280,1.0,3.0,1.0,6.0,7.0,17.0,25.0,133,4.0,8.0,11.0,4.0,10.0,5.0,8.0,13,11.0,58.0,0.2857142857142857,0.4,0.4117647058823529,0.5,0.4117647058823529,0.5,0.5681818181818182,0.6111111111111112,15.822784810126581,0.09090909090909091,0.09722222222222222,0.13043478260869565,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.16666666666666666,0.2,,0.49594705882352946,0.5045875,0.44,8.147058823529411,0.4172661870503597,5.0,8.0,3.0,4.0,,,11.0,2.0,4.0,2.0,6.0,3.0,,2.0,1.0,,1.0,,,2.0,4.0,2.0,5.0,1.0,1.0,1.0,,1.0,2.0,,,,3.0,,1.0,4.0,7.0,2.0,9.0,1.0,13.0,3.0,8.0,,4.0,3.0,4.0,3.0,1.0,,0.5,0.5,0.6,,0.11764705882352941,0.125,,0.3333333333333333,0.06557377049180328,0.11764705882352941,0.07142857142857142,0.1875,0.030303030303030304,0.041666666666666664,0.18181818181818182,,0.75,0.47058823529411764,0.625,0.7142857142857143,0.4,,0.5,0.75,0.47058823529411764,0.554625,0.36363636363636365,0.36363636363636365,0.24,,2.0,3.0,4.0,1.0,1.0,1.0,,,,0.3333333333333333,0.1111111111111111,,0.2,,0.125,,,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,1610612744,Marco Belinelli,Marco Belinelli,201158,GSW,2299.0,38,-7.0,76,79,31.0,23.0,11.0,155,2.0,3.0,2.0,4.0,6.0,13.0,16.0,80,3.0,8.0,10.0,2.0,10.0,3.0,4.0,6,10.0,31.0,0.16666666666666666,0.2,0.46153846153846156,0.375,0.46153846153846156,0.375,0.5333333333333333,0.5,21.59090909090909,0.1,0.10810810810810811,0.07142857142857142,0.23076923076923078,0.6666666666666666,1.0,0.3076923076923077,0.5,0.5,0.5,0.4603230769230769,0.433925,0.625,8.446153846153846,0.40789473684210525,2.0,6.0,1.0,3.0,,,4.0,1.0,1.0,,2.0,4.0,,2.0,4.0,,4.0,,,8.0,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,,,,4.0,1.0,2.0,,5.0,,5.0,2.0,5.0,1.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,0.15384615384615385,0.16666666666666666,0.3333333333333333,0.25,0.05714285714285714,0.14285714285714285,0.05263157894736842,,0.047619047619047616,0.15384615384615385,0.5,,,0.46153846153846156,0.3333333333333333,0.4,,,0.375,0.3333333333333333,0.46153846153846156,0.414,0.14285714285714285,0.14285714285714285,0.125,,,,2.0,1.0,,,,,,,,0.2,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,150.0,2,-1.0,6,6,,,,12,,,,,,,,7,,,,,,1.0,1.0,1,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201633,1610612744,Rob Kurz,Rob Kurz,201633,GSW,1445.0,24,,53,53,36.0,24.0,9.0,106,,,,7.0,,7.0,2.0,44,,4.0,2.0,,,4.0,4.0,7,2.0,36.0,,,,,,,0.1111111111111111,0.16666666666666666,14.0625,0.18181818181818182,0.12903225806451613,0.09090909090909091,,,,0.875,,,,0.3852,0.40027999999999997,1.0,19.457142857142856,0.6792452830188679,,,,,1.0,1.0,2.0,,,,,2.0,1.0,,1.0,,1.0,,,2.0,,,3.0,,,,,,,,,,,,,2.0,2.0,,1.0,,2.0,,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,0.125,,,,,,,0.058823529411764705,,,0.25,,,0.5,,,,,0.125,,,0.125,,,,,24.0,,,,,2.0,,,,1.0,,0.3333333333333333,,,0.6666666666666666,0.3333333333333333,,,,,,,1.0,,1.0,,,1.0,,,,,,,,0.2,,,,,,1.0,,0.2,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200766,1610612744,Marcus Williams,Marcus Williams,200766,GSW,219.0,4,-6.0,8,8,8.0,4.0,2.0,16,,,,1.0,,1.0,,10,,1.0,,,,1.0,2.0,2,,8.0,,,,,,,,,20.0,0.2,0.2857142857142857,0.3333333333333333,,,,1.0,,,,0.2954,0.2954,,16.6,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612744,Ronny Turiaf,Ronny Turiaf,101142,GSW,101636.0,1694,-44.0,3398,3386,1034.0,1046.0,351.0,6784,21.0,60.0,51.0,143.0,184.0,361.0,466.0,3842,50.0,89.0,136.0,284.0,84.0,188.0,271.0,359,136.0,1034.0,0.7717391304347826,0.8606060606060606,0.5096952908587258,0.5617977528089888,0.5054945054945055,0.5555555555555556,0.5600961538461539,0.6355140186915887,12.74252753015207,0.15003990422984836,0.14817073170731707,0.16624685138539042,0.16483516483516483,0.35,0.3888888888888889,0.39285714285714285,0.35664335664335667,0.35664335664335667,0.803921568627451,0.4814283746556475,0.48861888888888877,0.2918454935622318,9.144044321329645,0.3042966450853443,112.0,158.0,31.0,39.0,2.0,3.0,98.0,40.0,69.0,8.0,88.0,36.0,1.0,23.0,107.0,59.0,166.0,42.0,52.0,391.0,73.0,55.0,88.0,34.0,21.0,40.0,6.0,27.0,30.0,4.0,13.0,6.0,70.0,5.0,20.0,149.0,243.0,9.0,134.0,22.0,124.0,20.0,58.0,14.0,168.0,127.0,168.0,83.0,19.0,9.0,0.5797101449275363,0.5797101449275363,0.5945945945945946,0.008241758241758242,0.06371191135734072,0.10759493670886076,0.1,0.5714285714285714,0.06386701662292213,0.1421188630490956,0.058981233243967826,0.0783132530120482,0.047186932849364795,0.13800424628450106,0.1494661921708185,0.12264150943396226,0.49404761904761907,0.4340659340659341,0.7088607594936709,0.7943262411347518,0.7946428571428571,0.005494505494505495,0.43333333333333335,0.7948717948717948,0.4423076923076923,0.5351031249999999,0.14427860696517414,0.14536340852130325,0.1888412017167382,43.833333333333336,32.0,52.0,38.0,11.0,15.0,28.0,6.0,15.0,12.0,0.27722772277227725,0.04297994269340974,0.08076923076923077,0.05454545454545454,,0.14805194805194805,0.03870967741935484,0.5714285714285714,0.7536231884057971,0.6153846153846154,0.375,,,,1.0,,,44.0,13.0,,,,,,,,,,1.0,1.0,,,39.0,,0.0027472527472527475,,,,0.011111111111111112,17.0,1.0,,,,,,,,3.0,False,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,52637.0,877,-67.0,1848,1839,479.0,558.0,198.0,3687,21.0,58.0,71.0,191.0,181.0,398.0,462.0,2108,49.0,113.0,140.0,116.0,246.0,64.0,92.0,106,140.0,479.0,0.32044198895027626,0.3240223463687151,0.4547738693467337,0.4336283185840708,0.4562647754137116,0.4448818897637795,0.5,0.49645390070921985,25.494929985514243,0.10372771474878444,0.10687960687960688,0.12437810945273632,0.13711583924349882,0.3620689655172414,0.375,0.4515366430260047,0.3717277486910995,0.3736842105263158,0.2535211267605634,0.47958116113744076,0.4701960317460317,0.30303030303030304,10.939447236180904,0.2591991341991342,89.0,149.0,29.0,48.0,18.0,25.0,76.0,10.0,26.0,10.0,33.0,27.0,17.0,22.0,67.0,24.0,91.0,17.0,19.0,206.0,9.0,23.0,14.0,39.0,20.0,36.0,5.0,20.0,30.0,,16.0,3.0,66.0,2.0,11.0,31.0,67.0,14.0,77.0,6.0,92.0,14.0,46.0,7.0,7.0,5.0,8.0,7.0,7.0,7.0,0.38461538461538464,0.42592592592592593,0.532258064516129,0.0591016548463357,0.05527638190954774,0.12751677852348994,0.034482758620689655,0.5454545454545454,0.013533834586466165,0.116751269035533,0.016887816646562123,0.01809954751131222,0.0034129692832764505,0.08968609865470852,0.1347517730496454,0.07142857142857142,0.875,0.35224586288416077,0.5973154362416108,0.6846153846153846,0.4044943820224719,0.0425531914893617,0.3779527559055118,0.6041666666666666,0.41134751773049644,0.5094261904761905,0.1010989010989011,0.10697674418604651,0.07142857142857142,26.384,6.0,14.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,0.08064516129032258,0.03048780487804878,0.026490066225165563,0.04,,0.09844559585492228,0.024390243902439025,0.19047619047619047,0.5185185185185185,0.42857142857142855,0.5,6.0,12.0,8.0,14.0,9.0,6.0,46.0,19.0,0.375,0.32,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.09448818897637795,0.35294117647058826,2.0,7.0,2.0,15.0,,1.0,,0.016548463356973995,0.2857142857142857,0.2857142857142857,1.0,0.015748031496062992,7.0,1.0,5.0,5.0,,0.35714285714285715,0.005235602094240838,0.4166666666666667,,,False,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.037037037037037035,1.0,1.0,,,,,,,,,,,,,,,,,
101235,1610612744,Kelenna Azubuike,Kelenna Azubuike,101235,GSW,141480.0,2358,-109.0,4836,4833,1466.0,1447.0,593.0,9669,37.0,128.0,69.0,182.0,296.0,630.0,1057.0,5386,79.0,172.0,279.0,280.0,312.0,178.0,257.0,369,279.0,1466.0,0.47297297297297297,0.5447470817120622,0.46984126984126984,0.45930232558139533,0.5202380952380953,0.4759825327510917,0.564034151547492,0.5324427480916031,18.644986449864497,0.10154021677124929,0.10305676855895196,0.1022530329289428,0.1523809523809524,0.2890625,0.32456140350877194,0.21666666666666667,0.3791208791208791,0.3812154696132597,0.6086956521739131,0.5187243452380951,0.5078810043668123,0.2639545884578997,7.6852380952380965,0.3031430934656741,190.0,320.0,48.0,88.0,156.0,210.0,183.0,51.0,97.0,19.0,154.0,61.0,156.0,55.0,79.0,38.0,117.0,30.0,24.0,272.0,81.0,58.0,112.0,56.0,36.0,38.0,4.0,24.0,57.0,5.0,14.0,12.0,95.0,7.0,31.0,88.0,182.0,20.0,180.0,17.0,225.0,31.0,108.0,20.0,47.0,34.0,49.0,26.0,20.0,14.0,0.5257731958762887,0.5769230769230769,0.5968992248062015,0.25,0.0873015873015873,0.125,0.109375,0.4,0.04610130904951622,0.10800744878957169,0.048224462954844366,0.059900166389351084,0.027700831024930747,0.09404388714733543,0.10810810810810811,0.10778443113772455,0.5306122448979592,0.38095238095238093,0.59375,0.6785714285714286,0.45789473684210524,0.18571428571428572,0.38427947598253276,0.5454545454545454,0.6309523809523809,0.540422340425532,0.11777535441657579,0.15275813295615276,0.1456953642384106,25.241904761904763,45.0,77.0,78.0,12.0,29.0,21.0,21.0,9.0,6.0,0.15441176470588236,0.05534351145038168,0.0576036866359447,0.05121951219512195,0.07017543859649122,0.10966542750929369,0.05370843989769821,0.2972972972972973,0.6581196581196581,0.5844155844155844,0.08888888888888889,70.0,42.0,94.0,57.0,267.0,70.0,43.0,20.0,0.9468085106382979,0.44761904761904764,0.44761904761904764,0.44871794871794873,0.45161290322580644,0.9428571428571428,0.18340611353711792,0.44871794871794873,24.0,54.0,15.0,15.0,2.0,12.0,0.014598540145985401,0.06428571428571428,0.4444444444444444,0.4444444444444444,0.9583333333333334,0.06550218340611354,8.0,,14.0,20.0,,0.3508771929824561,0.005494505494505495,0.3333333333333333,,5.0,False,1.0,1.0,1.0,3.0,5.0,11.0,20.0,5.0,2.0,2.0,0.55,0.042735042735042736,0.6,0.6666666666666666,6.0,8.0,15.0,1.0,1.0,0.004761904761904762,0.00641025641025641,0.1282051282051282,0.5333333333333333,0.875,0.4,,,,,,
1536,1610612744,Stephen Jackson,Stephen Jackson,1536,GSW,139290.0,2322,-151.0,4753,4743,1418.0,1254.0,549.0,9496,51.0,148.0,105.0,257.0,307.0,685.0,1214.0,5378,89.0,188.0,350.0,162.0,452.0,176.0,228.0,298,350.0,1418.0,0.26384364820846906,0.28222996515679444,0.4481751824817518,0.4734042553191489,0.4675785207700101,0.43272727272727274,0.52615518744551,0.5117647058823529,25.5338904363974,0.10359034726309593,0.09758321933424532,0.12869565217391304,0.14994934143870314,0.34459459459459457,0.38345864661654133,0.26038500506585616,0.4085603112840467,0.41015625,0.24761904761904763,0.49342731434384557,0.48553639705882373,0.2883031301482702,9.261313868613138,0.29833789185777404,151.0,280.0,51.0,77.0,274.0,302.0,291.0,34.0,75.0,20.0,118.0,112.0,271.0,52.0,299.0,79.0,378.0,50.0,51.0,835.0,63.0,38.0,70.0,87.0,49.0,167.0,26.0,104.0,61.0,4.0,63.0,16.0,228.0,12.0,59.0,60.0,150.0,5.0,235.0,8.0,352.0,14.0,130.0,35.0,30.0,19.0,31.0,19.0,32.0,31.0,0.4533333333333333,0.49,0.5267857142857143,0.3059777102330294,0.07591240875912408,0.12857142857142856,0.10135135135135136,0.7324561403508771,0.03893695920889988,0.07692307692307693,0.032543003254300325,0.046511627906976744,0.02476780185758514,0.08429752066115702,0.07163323782234957,0.0896551724137931,0.6129032258064516,0.28368794326241137,0.5392857142857143,0.6188524590163934,0.33112582781456956,0.27760891590678827,0.28,0.6623376623376623,0.5896656534954408,0.5129982142857143,0.125,0.16229712858926343,0.09719934102141681,26.172185430463575,23.0,51.0,40.0,27.0,7.0,14.0,14.0,7.0,5.0,0.12844036697247707,0.013133208255159476,0.05084745762711865,0.009324009324009324,0.028846153846153848,0.09826589595375723,0.0273972602739726,0.09803921568627451,0.51,0.45098039215686275,0.13043478260869565,88.0,78.0,103.0,87.0,201.0,88.0,221.0,38.0,0.6504854368932039,0.34105960264900664,0.34448160535117056,0.32116788321167883,0.3235294117647059,0.6022727272727273,0.28363636363636363,0.3247232472324723,15.0,28.0,9.0,108.0,,9.0,,0.028368794326241134,0.5357142857142857,0.5357142857142857,0.9333333333333333,0.03272727272727273,29.0,3.0,16.0,20.0,9.0,0.22988505747126436,0.0038910505836575876,0.20512820512820512,0.028938906752411574,1.0,False,2.0,1.0,,3.0,4.0,10.0,25.0,3.0,1.0,1.0,0.4,0.04,0.75,1.0,4.0,7.0,21.0,2.0,,0.006622516556291391,0.0072992700729927005,0.21,0.3333333333333333,1.0,0.4444444444444444,9.0,,,,,
1894,1610612744,Corey Maggette,Corey Maggette,1894,GSW,92051.0,1534,-148.0,3152,3143,1057.0,1071.0,347.0,6295,39.0,103.0,80.0,193.0,261.0,520.0,928.0,3605,68.0,153.0,305.0,274.0,248.0,133.0,224.0,270,305.0,1057.0,0.524904214559387,0.5546558704453441,0.5019230769230769,0.4444444444444444,0.4852941176470588,0.4131578947368421,0.5772613065326633,0.5505415162454874,25.40084388185654,0.12523540489642185,0.1395184135977337,0.14681440443213298,0.16830065359477125,0.3786407766990291,0.4148936170212766,0.315359477124183,0.41450777202072536,0.41450777202072536,0.5125,0.500337684729064,0.49630212765957454,0.3286637931034483,9.238846153846154,0.33534263959390864,142.0,224.0,38.0,65.0,78.0,92.0,334.0,23.0,42.0,13.0,74.0,148.0,76.0,40.0,59.0,28.0,87.0,22.0,18.0,202.0,33.0,64.0,46.0,43.0,22.0,45.0,13.0,16.0,63.0,1.0,29.0,10.0,108.0,6.0,34.0,70.0,185.0,21.0,294.0,29.0,404.0,26.0,155.0,54.0,6.0,4.0,6.0,4.0,28.0,50.0,0.5476190476190477,0.5545454545454546,0.5793650793650794,0.1503267973856209,0.07692307692307693,0.13839285714285715,0.08737864077669903,0.4166666666666667,0.03139866793529972,0.18285714285714286,0.03333333333333333,0.052924791086350974,0.016166281755196306,0.08923884514435695,0.21052631578947367,0.11650485436893204,0.6666666666666666,0.3660130718954248,0.6339285714285714,0.7357512953367875,0.5704225352112676,0.12745098039215685,0.34210526315789475,0.5846153846153846,0.5163398692810458,0.5363195121951218,0.21024258760107817,0.23882896764252695,0.07974137931034483,26.275,19.0,29.0,28.0,5.0,13.0,27.0,8.0,15.0,8.0,0.3103448275862069,0.03951367781155015,0.02702702702702703,0.04150943396226415,0.03125,0.14375,0.028469750889679714,0.38461538461538464,0.5272727272727272,0.6551724137931034,0.21052631578947367,17.0,32.0,24.0,37.0,72.0,17.0,36.0,21.0,1.0,0.2608695652173913,0.26666666666666666,0.21794871794871795,0.22077922077922077,1.0,0.16842105263157894,0.2236842105263158,7.0,14.0,5.0,,,2.0,,0.02287581699346405,0.5,0.5,1.0,0.02631578947368421,6.0,2.0,5.0,7.0,1.0,0.1891891891891892,,0.15625,0.010752688172043012,7.0,False,,,,1.0,1.0,5.0,13.0,5.0,,,0.38461538461538464,0.01818181818181818,1.0,1.0,2.0,4.0,12.0,1.0,3.0,0.010869565217391304,0.01282051282051282,0.21818181818181817,0.3333333333333333,1.0,0.4,9.0,1.0,,,,
201148,1610612744,Brandan Wright,Brandan Wright,201148,GSW,40749.0,679,-63.0,1364,1368,389.0,296.0,162.0,2732,42.0,93.0,3.0,15.0,129.0,238.0,321.0,1543,25.0,40.0,66.0,190.0,68.0,71.0,95.0,156,66.0,389.0,0.7364341085271318,0.8878504672897196,0.542016806722689,0.625,0.5330578512396694,0.5681818181818182,0.5752688172043011,0.6,19.34657270980141,0.1360153256704981,0.1337295690936107,0.11229946524064172,0.384297520661157,0.45161290322580644,0.4772727272727273,0.06198347107438017,0.2,0.2,0.6666666666666666,0.5065152719665272,0.4846329268292682,0.205607476635514,4.856302521008401,0.28519061583577715,84.0,130.0,16.0,22.0,4.0,4.0,63.0,28.0,48.0,14.0,70.0,16.0,2.0,17.0,13.0,7.0,20.0,4.0,5.0,47.0,50.0,19.0,61.0,21.0,16.0,11.0,3.0,6.0,12.0,2.0,5.0,2.0,23.0,2.0,6.0,49.0,74.0,3.0,61.0,2.0,85.0,11.0,41.0,7.0,37.0,20.0,37.0,24.0,7.0,6.0,0.5833333333333334,0.5833333333333334,0.6363636363636364,0.01652892561983471,0.07142857142857142,0.09230769230769231,0.053763440860215055,0.4782608695652174,0.10141987829614604,0.12582781456953643,0.09791332263242375,0.10191082802547771,0.08064516129032258,0.14285714285714285,0.12264150943396226,0.13333333333333333,0.6486486486486487,0.5371900826446281,0.6461538461538462,0.711864406779661,0.7023809523809523,0.01652892561983471,0.5,0.7272727272727273,0.5537190082644629,0.5432725,0.15073529411764705,0.15298507462686567,0.21806853582554517,42.375,23.0,38.0,44.0,1.0,11.0,5.0,11.0,2.0,7.0,0.13513513513513514,0.08461538461538462,0.12666666666666668,0.057692307692307696,0.19230769230769232,0.1568627450980392,0.11956521739130435,0.8095238095238095,0.7916666666666666,0.6052631578947368,0.043478260869565216,,4.0,,4.0,,,7.0,5.0,,,,,,,0.09090909090909091,,,,,,,15.0,,,,,,,3.0,2.0,,,,,,,,5.0,False,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
201228,1610612744,C.J. Watson,C.J. Watson,201228,GSW,109555.0,1826,-75.0,3749,3755,1346.0,1212.0,430.0,7504,34.0,81.0,98.0,219.0,202.0,429.0,708.0,4207,69.0,138.0,255.0,134.0,270.0,97.0,150.0,188,255.0,1346.0,0.3316831683168317,0.3383838383838384,0.47086247086247085,0.5,0.4990842490842491,0.4745762711864407,0.5589171974522293,0.5672645739910314,16.815616180620882,0.07716785998408911,0.08654970760233918,0.08542713567839195,0.14835164835164835,0.41975308641975306,0.4358974358974359,0.4010989010989011,0.4474885844748858,0.4474885844748858,0.3979591836734694,0.49304888888888887,0.48386133720930213,0.3601694915254237,11.532400932400929,0.3590290744198453,70.0,129.0,25.0,43.0,64.0,117.0,163.0,9.0,28.0,8.0,32.0,87.0,57.0,25.0,144.0,57.0,201.0,36.0,42.0,459.0,22.0,51.0,38.0,91.0,55.0,44.0,14.0,22.0,44.0,4.0,22.0,5.0,88.0,6.0,18.0,51.0,133.0,15.0,180.0,14.0,186.0,15.0,63.0,34.0,4.0,2.0,4.0,2.0,28.0,29.0,0.32142857142857145,0.32432432432432434,0.37209302325581395,0.21428571428571427,0.05827505827505827,0.17054263565891473,0.037037037037037035,0.5,0.016975308641975308,0.11258278145695365,0.022498519834221433,0.01904761904761905,0.012867647058823529,0.08163265306122448,0.11875,0.09774436090225563,0.5,0.23626373626373626,0.5426356589147286,0.6542056074766355,0.3142857142857143,0.11721611721611722,0.24293785310734464,0.5813953488372093,0.45054945054945056,0.47455192307692307,0.10606060606060606,0.1320754716981132,0.04519774011299435,26.266666666666666,4.0,10.0,8.0,10.0,16.0,2.0,5.0,2.0,5.0,0.017391304347826087,0.04071246819338423,0.02108433734939759,0.04,0.043010752688172046,0.06233062330623306,0.019157088122605363,0.17647058823529413,0.2702702702702703,0.4,,18.0,25.0,47.0,39.0,129.0,17.0,92.0,36.0,0.9148936170212766,0.4017094017094017,0.4144144144144144,0.28125,0.2857142857142857,0.7777777777777778,0.14124293785310735,0.2982456140350877,29.0,53.0,14.0,12.0,,2.0,,0.09706959706959707,0.5471698113207547,0.5471698113207547,1.0,0.07909604519774012,21.0,6.0,3.0,10.0,,0.2564102564102564,,0.12,,,False,,,,,2.0,2.0,9.0,1.0,,,0.2222222222222222,0.05405405405405406,,,7.0,2.0,7.0,1.0,1.0,0.008547008547008548,0.015625,0.1891891891891892,0.2857142857142857,1.0,0.5,7.0,,1.0,,,
