EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,Offensive Fouls Drawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,PenaltyFtPoints,StepOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,on,HeaveAttempts,OffensiveGoaltends,Technical Free Throw Trips,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,HeaveMakes,Corner3PctBlocked
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,4659.0,78,10.0,148,151,6.0,30.0,22.0,299,13.0,19.0,3.0,6.0,4.0,10.0,2.0,12.0,1.0,2.0,19.0,41.0,1.0,2.0,7.0,48.0,161,3.0,6.0,6.0,24.0,14.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,1.0,12.0,6.0,18.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,8.0,15.0,1.0,9.0,1.0,10.0,2.0,6.0,4.0,3.0,1.0,4.0,2.0,6.0,3.0,0.631578947368421,0.7058823529411765,1.0,0.5,0.5,0.4634146341463415,0.5,0.4767441860465116,0.5,0.5106382978723404,0.5,0.0465116279069767,0.024390243902439,0.1,29.310344827586206,0.5,0.1428571428571428,0.1860465116279069,0.0909090909090909,0.12,0.0588235294117647,0.1617647058823529,0.0833333333333333,0.2105263157894736,0.0476190476190476,0.0666666666666666,0.1333333333333333,0.2,0.2222222222222222,0.15,0.1363636363636363,0.5,0.4418604651162791,0.6842105263157895,0.6842105263157895,0.6153846153846154,0.2325581395348837,0.4,0.4444444444444444,0.75,0.2790697674418604,0.1666666666666666,0.1666666666666666,0.5,0.0465116279069767,0.5,0.5,1.0,1.0,0.5,0.4883720930232558,0.5,0.5035627906976745,0.61514,0.1276595744680851,0.1333333333333333,0.125,8.29268292682927,25.950000000000003,0.0405405405405405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,10687.0,178,-35.0,342,349,27.0,52.0,39.0,691,23.0,32.0,6.0,10.0,5.0,18.0,3.0,10.0,7.0,16.0,31.0,60.0,7.0,18.0,16.0,99.0,416,6.0,14.0,15.0,38.0,24.0,21.0,4.0,16.0,7.0,2.0,3.0,5.0,2.0,12.0,4.0,11.0,8.0,22.0,4.0,34.0,16.0,50.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,,2.0,8.0,,5.0,11.0,1.0,17.0,,21.0,2.0,12.0,2.0,1.0,1.0,2.0,1.0,27.0,,0.6129032258064516,0.6551724137931034,1.0,0.3888888888888889,0.3888888888888889,0.5166666666666667,0.4285714285714285,0.532051282051282,0.4285714285714285,0.5625,0.46875,0.2307692307692307,0.0333333333333333,0.0555555555555555,24.615384615384617,0.625,0.2857142857142857,0.2018348623853211,0.089430894308943,0.1951219512195122,0.0952380952380952,0.2,0.0909090909090909,0.1020408163265306,0.0425531914893617,0.0588235294117647,0.25,0.1739130434782608,0.1666666666666666,0.2592592592592592,0.0263157894736842,0.5,0.4102564102564102,0.71875,0.7419354838709677,0.6521739130434783,0.2307692307692307,0.2777777777777778,0.2941176470588235,0.2,0.1282051282051282,0.3,0.3,1.0,0.2051282051282051,0.4375,0.4375,1.0,0.7142857142857143,0.6,0.6410256410256411,0.4375,0.5293583333333334,0.5477909090909091,0.1363636363636363,0.1714285714285714,0.1515151515151515,5.985,25.416666666666668,0.0789473684210526,6.0,8.0,2.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,2.0,15.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,15.0,0.5,0.6,0.625,0.625,0.03125,0.1,0.1481481481481481,0.25,0.0714285714285714,0.0256410256410256,0.6666666666666666,0.75,0.0833333333333333,0.0833333333333333,1.0,0.5365291666666666,0.1515151515151515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200793,1610612764,Dee Brown,Dee Brown,200793,WAS,13975.0,233,-33.0,442,454,39.0,84.0,56.0,896,11.0,18.0,1.0,2.0,,3.0,,3.0,5.0,16.0,11.0,24.0,6.0,20.0,1.0,41.0,512,1.0,2.0,5.0,8.0,14.0,15.0,2.0,16.0,5.0,1.0,21.0,33.0,12.0,78.0,1.0,6.0,9.0,11.0,1.0,21.0,7.0,28.0,,10.0,6.0,4.0,9.0,6.0,5.0,,3.0,14.0,,8.0,22.0,1.0,7.0,,3.0,1.0,2.0,,,,,,39.0,3.0,0.3636363636363636,0.4,0.8333333333333334,0.3,0.3,0.4583333333333333,0.5,0.4545454545454545,0.625,0.4555555555555555,0.625,0.4545454545454545,0.0416666666666666,,11.6370808678501,0.6428571428571429,0.0588235294117647,0.0758620689655172,0.0350877192982456,0.1578947368421052,0.02,0.099009900990099,0.0316742081447963,0.0338983050847457,0.0441176470588235,0.0238095238095238,0.0363636363636363,0.0967741935483871,0.1016949152542373,0.2,,,0.4090909090909091,0.6111111111111112,0.6470588235294118,0.3636363636363636,0.0681818181818181,,,,0.0681818181818181,,,,0.3636363636363636,0.3125,0.3125,0.8,0.5,0.5,0.8636363636363636,0.3125,0.5945102272727273,0.5839166666666666,0.0444444444444444,0.08,0.1219512195121951,3.9125,25.41,0.088235294117647,,1.0,4.0,,,1.0,,,2.0,,1.0,,12.0,10.0,2.0,7.0,,3.0,1.0,,,,,,,0.0555555555555555,,0.0227272727272727,,0.0588235294117647,0.0909090909090909,0.3333333333333333,,,0.3333333333333333,,0.48275,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,0.5,0.25,0.25,1.0,0.25,1.0,1.0,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201156,1610612764,Nick Young,Nick Young,201156,WAS,3883.0,65,3.0,119,121,16.0,39.0,20.0,240,1.0,3.0,,,4.0,4.0,9.0,20.0,,2.0,14.0,27.0,2.0,4.0,9.0,43.0,116,2.0,3.0,4.0,,28.0,3.0,,2.0,,1.0,2.0,2.0,1.0,4.0,,1.0,1.0,4.0,,5.0,1.0,6.0,,2.0,,2.0,2.0,,1.0,,2.0,3.0,1.0,,1.0,,7.0,,9.0,1.0,5.0,,,,,,16.0,,,,0.5,0.5,0.5,0.5185185185185185,0.6666666666666666,0.5483870967741935,0.6666666666666666,0.6142857142857143,0.6666666666666666,0.1290322580645161,0.037037037037037,,27.142857142857142,0.6666666666666666,,0.0909090909090909,0.0178571428571428,0.0555555555555555,,0.0806451612903225,0.0151515151515151,,0.0416666666666666,,0.0769230769230769,0.0833333333333333,0.1052631578947368,0.0714285714285714,,,0.0967741935483871,0.3333333333333333,0.5,,0.1290322580645161,1.0,1.0,,0.6451612903225806,0.45,0.45,,0.064516129032258,,,,,,0.2258064516129032,,0.45025,0.42335,0.1428571428571428,0.1612903225806451,0.0930232558139534,14.45185185185185,25.15,0.134453781512605,,,2.0,1.0,,1.0,,2.0,5.0,1.0,2.0,7.0,,,,1.0,,,,,7.0,0.5,0.4,0.5,0.5,0.3333333333333333,,,,,0.064516129032258,,,0.1428571428571428,0.1428571428571428,,0.4254142857142857,0.1627906976744186,2.0,,,,,,3.0,,,,1.0,1.0,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,10066.0,168,-53.0,317,327,26.0,38.0,35.0,644,9.0,18.0,2.0,4.0,4.0,6.0,13.0,31.0,6.0,9.0,26.0,55.0,8.0,11.0,14.0,90.0,394,2.0,5.0,9.0,22.0,30.0,15.0,,9.0,6.0,4.0,16.0,22.0,12.0,50.0,1.0,4.0,2.0,12.0,,14.0,5.0,19.0,2.0,7.0,3.0,4.0,7.0,5.0,7.0,,2.0,14.0,,6.0,11.0,,17.0,,17.0,1.0,8.0,,,,,,26.0,1.0,0.4230769230769231,0.4230769230769231,0.625,0.7272727272727273,0.7272727272727273,0.4727272727272727,0.4,0.5757575757575758,0.5833333333333334,0.6081081081081081,0.6428571428571429,0.1666666666666666,0.0727272727272727,,24.512534818941504,0.5,,0.1212121212121212,0.0327868852459016,0.0555555555555555,0.0303030303030303,0.1037037037037037,0.032258064516129,0.0454545454545454,0.04,0.037037037037037,0.1111111111111111,0.0869565217391304,0.15,0.0833333333333333,0.0714285714285714,,0.2727272727272727,0.5,0.6,0.5555555555555556,0.0909090909090909,0.6666666666666666,0.6666666666666666,0.25,0.4696969696969697,0.4193548387096774,0.4333333333333333,0.3846153846153846,0.1363636363636363,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.4393939393939394,0.6666666666666666,0.4926166666666667,0.55285,0.1095890410958904,0.1290322580645161,0.1,11.490909090909089,25.109090909090916,0.0820189274447949,,2.0,2.0,,,,2.0,,5.0,,,3.0,6.0,5.0,1.0,1.0,,4.0,,1.0,3.0,,,,0.2142857142857142,0.1666666666666666,,,,,0.0303030303030303,0.4,,,,,0.39952,0.0333333333333333,2.0,,,1.0,1.0,1.0,9.0,3.0,2.0,1.0,1.0,1.0,0.5,,,,0.1666666666666666,,,1.0,3.0,1.0,2.0,1.0,1.0,0.032258064516129,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,2499.0,42,5.0,78,84,10.0,40.0,13.0,162,,3.0,,2.0,,1.0,4.0,9.0,,,4.0,13.0,,,,8.0,81,,2.0,,8.0,,,,,,,2.0,3.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,3.0,1.0,2.0,1.0,,,,1.0,1.0,,2.0,5.0,,2.0,,,,,,,,,,10.0,1.0,1.0,1.0,,,,0.3076923076923077,,0.3076923076923077,,0.3076923076923077,,,,,15.053763440860214,1.0,0.2,0.0909090909090909,0.0303030303030303,0.1111111111111111,0.1111111111111111,0.0967741935483871,0.0476190476190476,0.0909090909090909,,0.1428571428571428,,,0.2,0.1666666666666666,0.1111111111111111,,0.2307692307692307,,,,0.0769230769230769,,,,0.6923076923076923,0.4444444444444444,0.4444444444444444,1.0,,,,,1.0,,0.2307692307692307,,0.4789538461538462,0.6609,,,,15.1,,0.1282051282051282,,,,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,0.3514,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,2642.0,44,11.0,83,86,11.0,36.0,13.0,169,2.0,3.0,1.0,1.0,,,,1.0,,,2.0,4.0,,,,4.0,73,1.0,1.0,2.0,2.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,8.0,,2.0,,2.0,,,1.0,,,1.0,,4.0,6.0,,1.0,,2.0,,1.0,4.0,4.0,,4.0,2.0,11.0,,0.5,1.0,,,,0.5,1.0,0.5,1.0,0.4,0.5,,0.25,,6.122448979591836,,0.3333333333333333,0.03125,0.1052631578947368,0.1,0.1428571428571428,0.0476190476190476,0.1111111111111111,0.1666666666666666,0.1428571428571428,0.1666666666666666,,,0.0714285714285714,,,0.5,0.75,0.6666666666666666,1.0,0.5,,,,,0.25,,,,,,,,1.0,1.0,0.75,,0.573075,0.6008,0.2,0.2,0.5,4.3,,0.1325301204819277,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,,2.0,,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,1.0,1.0,,,,0.6008,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,9507.0,158,-42.0,301,312,17.0,30.0,32.0,613,2.0,5.0,,,,,7.0,13.0,9.0,22.0,9.0,18.0,11.0,27.0,2.0,53.0,373,1.0,2.0,8.0,,18.0,27.0,,22.0,9.0,1.0,21.0,29.0,16.0,66.0,,,1.0,7.0,1.0,9.0,,9.0,,3.0,1.0,2.0,5.0,5.0,2.0,,,7.0,,2.0,4.0,,4.0,,2.0,,,1.0,,1.0,1.0,,17.0,1.0,,,0.8181818181818182,0.4074074074074074,0.4074074074074074,0.5,0.5,0.5666666666666667,0.8,0.5760869565217391,0.8,0.6,0.0555555555555555,,15.634218289085544,0.7142857142857143,0.0833333333333333,0.0729166666666666,,0.027027027027027,,0.0601503759398496,,,,,0.0952380952380952,0.0526315789473684,0.0571428571428571,,,,0.1111111111111111,0.4,0.5,,,,,,0.2888888888888888,0.5384615384615384,0.5384615384615384,,0.4888888888888889,0.4090909090909091,0.4090909090909091,0.7777777777777778,,,0.7111111111111111,0.4090909090909091,0.5205295454545454,0.4435374999999999,,,0.1509433962264151,13.661111111111111,26.5,0.0564784053156146,1.0,1.0,5.0,1.0,1.0,2.0,,1.0,3.0,1.0,3.0,7.0,8.0,8.0,,4.0,,2.0,,,7.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.2,,,,0.0833333333333333,0.1111111111111111,0.1666666666666666,1.0,0.1666666666666666,0.3333333333333333,0.5,0.5147299999999999,0.1320754716981132,2.0,,,3.0,2.0,3.0,6.0,1.0,,0.6666666666666666,0.4,0.4,1.0,,,,0.6,,,2.0,2.0,,,1.0,1.0,,,0.6666666666666666,0.5,,,,True,,,,,,,,,,,,,,,,
201580,1610612764,JaVale McGee,JaVale McGee,201580,WAS,9365.0,156,-25.0,297,301,29.0,42.0,39.0,598,28.0,45.0,5.0,7.0,5.0,21.0,3.0,8.0,,,36.0,74.0,,,6.0,78.0,339,5.0,11.0,10.0,44.0,28.0,,6.0,,,8.0,1.0,2.0,1.0,5.0,1.0,10.0,5.0,13.0,3.0,21.0,11.0,32.0,3.0,4.0,4.0,,2.0,,3.0,,2.0,5.0,1.0,19.0,23.0,,10.0,2.0,11.0,3.0,7.0,11.0,5.0,4.0,11.0,8.0,29.0,,0.6111111111111112,0.6666666666666666,,,,0.4864864864864865,0.4545454545454545,0.4864864864864865,0.4545454545454545,0.5,0.4545454545454545,,0.1081081081081081,0.1904761904761904,24.34017595307918,0.4,0.3333333333333333,0.1238095238095238,0.0826446280991735,0.1388888888888889,0.0303030303030303,0.1276595744680851,0.0714285714285714,0.1538461538461538,0.04,0.0357142857142857,0.054054054054054,0.2083333333333333,0.1363636363636363,0.1538461538461538,0.1,0.7272727272727273,0.6081081081081081,0.6222222222222222,0.6829268292682927,0.7142857142857143,0.2837837837837837,0.238095238095238,0.2941176470588235,0.2,0.1081081081081081,0.375,0.375,0.3333333333333333,,,,,0.6363636363636364,0.7142857142857143,0.6081081081081081,,0.5266554054054053,0.5336333333333334,0.0897435897435897,0.0897435897435897,0.1282051282051282,4.436486486486487,,0.0976430976430976,1.0,2.0,,,,,,1.0,3.0,,,3.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,,0.3333333333333333,0.3333333333333333,0.3,0.0888888888888888,,0.0625,,0.1,,0.6666666666666666,0.5,,,,0.5533666666666667,0.0384615384615384,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.2,,,1.0,2.0,2.0,True,,,,,,,,,,,,,,,,
200762,1610612764,Oleksiy Pecherov,Oleksiy Pecherov,200762,WAS,1536.0,26,5.0,48,48,4.0,14.0,8.0,96,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,2.0,6.0,2.0,7.0,3.0,7.0,,13.0,47,1.0,3.0,8.0,,4.0,9.0,2.0,6.0,2.0,1.0,,,,,,4.0,1.0,4.0,2.0,7.0,4.0,11.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,4.0,,,,1.0,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.3333333333333333,0.4642857142857143,0.8,0.4642857142857143,0.8,0.5,0.1428571428571428,0.25,26.785714285714285,,1.0,0.2105263157894736,0.1904761904761904,0.1111111111111111,,0.1785714285714285,0.1428571428571428,0.3333333333333333,0.125,,0.1428571428571428,0.3333333333333333,0.2222222222222222,0.1428571428571428,0.125,,0.0714285714285714,1.0,1.0,,0.2857142857142857,0.25,0.3333333333333333,,0.1428571428571428,,,,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.5714285714285714,0.3333333333333333,0.4717642857142857,0.47948,0.0714285714285714,0.1428571428571428,0.6153846153846154,10.428571428571429,24.857142857142858,0.0833333333333333,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.2,,,0.0714285714285714,,,,,,0.4645,,1.0,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,,0.4,,,2.0,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,
