EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,LostBallSteals,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGA,AtRimAssists,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyAtRimFrequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyAtRimFGM,HeaveAttempts,SelfOReb,SelfORebPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,ShortMidRangeAssists,PenaltyArc3FGM,PenaltyTurnovers,PenaltyArc3Accuracy,BlockedShortMidRange,on,SecondChanceFtPoints,FTOffRebounds,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,1373.0,23,-9.0,44,45,5.0,6.0,3.0,89,1.0,4.0,7.0,2.0,4.0,8.0,2.0,4.0,12.0,46,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,5.0,0.5,0.5,0.5,0.4,0.5,0.2,0.125,1.0,26.08695652173913,0.1,0.7,0.5714285714285714,0.5714285714285714,0.5,0.2,0.3,0.431165,0.36045,0.16666666666666666,0.2,16.0875,24.85,0.11363636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,2323.0,39,8.0,78,77,16.0,19.0,6.0,155,,3.0,5.0,3.0,4.0,7.0,4.0,3.0,14.0,87,2.0,4.0,4.0,3.0,,1.0,5.0,,11.0,2.0,2.0,,3.0,2.0,,4.0,2.0,16.0,0.5,0.5,0.5714285714285714,0.5,0.5384615384615384,0.36363636363636365,,,15.294117647058824,,0.45454545454545453,0.6,0.6,0.6666666666666666,0.2727272727272727,0.36363636363636365,0.45065000000000005,0.41205,0.15384615384615385,0.2222222222222222,15.37142857142857,24.900000000000002,0.20512820512820512,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.25,0.25,0.5,0.5,0.5,0.09523809523809523,0.06896551724137931,0.14285714285714285,0.16666666666666666,0.18181818181818182,0.5,0.5,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5421,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,693.0,12,-9.0,23,24,3.0,17.0,3.0,47,3.0,,1.0,,1.0,4.0,,,2.0,30,,,2.0,,1.0,,1.0,,2.0,1.0,1.0,,2.0,,,,,3.0,,,0.25,0.25,0.25,,0.25,0.3333333333333333,14.814814814814813,0.75,0.25,,,,,0.75,0.498875,,,,4.65,,0.13043478260869565,,,,,,,,,,,,1.0,,1.0,2.0,2.0,4.0,,2.0,,,,,,,0.3333333333333333,0.2222222222222222,0.5,,,,,,,,,,,0.4744,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1,0.2,0.13333333333333333,0.2,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,3706.0,62,-6.0,124,124,29.0,39.0,10.0,248,5.0,,,,3.0,8.0,,,6.0,137,1.0,2.0,4.0,,,,1.0,,2.0,6.0,2.0,4.0,9.0,4.0,1.0,,,29.0,0.3333333333333333,1.0,0.375,0.375,0.375,,,,6.666666666666666,0.625,,,,,,0.625,0.488025,0.594,,,2.55,,0.23387096774193547,,3.0,,,,,,,,,,1.0,,,8.0,11.0,15.0,,1.0,,,,,,,0.1951219512195122,0.17647058823529413,0.15384615384615385,0.3333333333333333,0.375,,,,,,,,,0.5476666666666666,,3.0,2.0,3.0,2.0,4.0,4.0,4.0,,4.0,4.0,0.5,0.5,0.5,0.09090909090909091,,0.06779661016949153,0.16666666666666666,,0.6,0.6,0.75,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.125,0.15789473684210525,0.16666666666666666,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,3062.0,51,1.0,104,103,24.0,37.0,8.0,207,2.0,5.0,10.0,8.0,8.0,15.0,13.0,11.0,48.0,115,3.0,8.0,8.0,8.0,1.0,1.0,7.0,1.0,15.0,2.0,1.0,1.0,1.0,6.0,,12.0,4.0,24.0,0.5,0.5,0.5333333333333333,0.6607142857142857,0.7058823529411765,0.4642857142857143,0.06666666666666667,,32.14285714285714,0.07142857142857142,0.35714285714285715,0.5,0.5,0.6,0.2857142857142857,0.5357142857142857,0.5072964285714286,0.47879000000000005,0.125,0.21052631578947367,14.06,24.707692307692305,0.23076923076923078,1.0,3.0,5.0,,3.0,7.0,,2.0,13.0,18.0,3.0,6.0,,6.0,4.0,6.0,6.0,13.0,,0.8571428571428571,0.5384615384615384,0.5384615384615384,0.6666666666666666,0.7,0.8125,0.11428571428571428,0.13333333333333333,0.08333333333333333,,0.10714285714285714,0.3333333333333333,0.5,0.17857142857142858,0.375,0.375,1.0,,0.375,,0.2708333333333333,2.0,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.041666666666666664,,,2.0,,1.0,,2.0,,,,,,0.5,,0.2,,0.2,0.16666666666666666,,0.5,,4.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,0.5,0.3333333333333333,0.25,0.8,0.8,0.75,0.2,1.0,0.2,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612758,Spencer Hawes,Spencer Hawes,201150,SAC,297.0,5,2.0,10,10,,1.0,,20,,,1.0,,1.0,2.0,1.0,,5.0,13,,,2.0,,,,1.0,,2.0,,,,2.0,,,,,,,,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,40.0,,0.3333333333333333,,,,,0.3333333333333333,0.4738166666666666,,,,13.5,23.4,,1.0,1.0,1.0,,,1.0,,,,3.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201628,1610612758,Bobby Brown,Bobby Brown,201628,SAC,687.0,11,12.0,22,21,,,1.0,43,1.0,,1.0,,,2.0,,,,24,,,,,1.0,3.0,3.0,1.0,9.0,1.0,,1.0,,1.0,,,,,,,,,,,0.5,1.0,13.043478260869565,0.5,0.5,,,,,0.5,0.6058,,,,9.8,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,0.16666666666666666,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201574,1610612758,Jason Thompson,Jason Thompson,201574,SAC,1804.0,30,11.0,61,60,18.0,16.0,6.0,121,6.0,3.0,5.0,1.0,10.0,15.0,1.0,2.0,22.0,57,2.0,14.0,6.0,,,,1.0,,2.0,,,,3.0,2.0,,2.0,1.0,18.0,0.7,0.7777777777777778,0.6666666666666666,0.625,0.6470588235294118,0.0625,,,28.787878787878785,0.375,0.3125,0.6,0.6,1.0,0.0625,0.4375,0.4716733333333334,0.4272,0.058823529411764705,0.0625,8.326666666666666,73.7,0.29508196721311475,3.0,4.0,,,,,,2.0,4.0,,,1.0,,1.0,4.0,6.0,7.0,4.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.2222222222222222,0.16666666666666666,,0.25,0.75,0.75,,,,,,,0.50335,0.18181818181818182,4.0,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.043478260869565216,,0.037037037037037035,0.16666666666666666,,0.6666666666666666,0.6666666666666666,0.5,1.0,0.18181818181818182,1.0,,2.0,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,1.0,,0.4,,0.23076923076923078,0.3333333333333333,,0.5,0.3333333333333333,,,,1.0,,1.0,,,,,,,,,,0.5,,,,,,0.3333333333333333,1.0,1.0,1.0,0.2,0.6666666666666666,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201590,1610612758,Donte Greene,Donte Greene,201590,SAC,312.0,5,-1.0,11,12,3.0,,,23,,,,1.0,,,2.0,,3.0,12,,,,1.0,,,,,,,,,1.0,,,,,3.0,,,,0.75,0.75,1.0,,,18.181818181818183,,,,,,0.5,1.0,0.4758,0.38955,,,,23.3,0.2727272727272727,,,1.0,,,1.0,,,3.0,3.0,,,,,,,,3.0,,1.0,0.5,0.5,,1.5,1.5,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,,,,,,,0.5,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612758,Beno Udrih,Beno Udrih,2757,SAC,1463.0,24,-13.0,52,52,19.0,24.0,4.0,104,2.0,2.0,3.0,,3.0,9.0,1.0,2.0,8.0,57,4.0,4.0,2.0,,1.0,2.0,3.0,,8.0,,,,3.0,2.0,,2.0,,19.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3,0.36363636363636365,0.1,0.1111111111111111,,21.05263157894737,0.2,0.3,0.6666666666666666,0.6666666666666666,1.0,,0.3,0.443815,0.45849,,,10.488888888888887,23.5,0.36538461538461536,1.0,4.0,1.0,,,,,2.0,6.0,,,1.0,2.0,,2.0,2.0,2.0,6.0,1.0,,,,0.5,0.4,0.5,0.13333333333333333,0.10526315789473684,0.3333333333333333,,0.4,0.25,0.3333333333333333,0.1,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,2.0,,,,,1.0,,,,0.1,,,,0.2,,,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,,0.25,,,,,0.2,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
