EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,PtsUnassisted3s,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffensiveGoaltends,HeaveMakes,on
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,8094.0,135,-39,257,262,25,41.0,29,519,7.0,11.0,2.0,4.0,1.0,4.0,11.0,1.0,11.0,23,3.0,25.0,318,2.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,18.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,2.0,6.0,6.0,20.0,3.0,29.0,8.0,37.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,6.0,15.0,32.0,3.0,1.0,6.0,5.0,1.0,3.0,7.0,5.0,2.0,7.0,6.0,1.0,1.0,2.0,3.0,25,3.0,0.8181818181818182,1.0,0.4782608695652174,0.5,0.3333333333333333,0.4782608695652174,0.5,0.3333333333333333,0.5,0.625,0.375,0.043478260869565216,0.09090909090909091,10.76388888888889,0.3333333333333333,0.42857142857142855,0.21052631578947367,0.0625,0.2608695652173913,0.09523809523809523,0.22033898305084745,0.06837606837606838,0.027777777777777776,0.05263157894736842,0.0975609756097561,0.11764705882352941,0.20689655172413793,0.15384615384615385,0.25,0.23076923076923078,0.3,0.8571428571428571,0.4782608695652174,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.4782608695652174,0.36363636363636365,0.4,1.0,0.043478260869565216,1.0,0.5,0.3333333333333333,0.4782608695652174,0.5003521739130435,0.5766,0.48469999999999996,0.12,0.12,0.2,0.12,4.891304347826088,0.09727626459143969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,34430.0,574,54,1151,1138,537,460.0,161,2289,42.0,68.0,8.0,14.0,25.0,6.0,22.0,13.0,49.0,103,38.0,238.0,1235,9.0,21.0,4.0,28.0,19.0,40.0,18.0,83.0,74.0,24.0,12.0,9.0,7.0,9.0,16.0,7.0,5.0,1.0,41.0,10.0,23.0,16.0,50.0,9.0,75.0,35.0,110.0,8.0,5.0,3.0,8.0,13.0,4.0,5.0,4.0,21.0,20.0,54.0,9.0,1.0,31.0,50.0,2.0,22.0,6.0,5.0,1.0,6.0,4.0,,1.0,1.0,83.0,537,11.0,0.7551020408163265,0.8604651162790697,0.47572815533980584,0.42857142857142855,0.475,0.5319148936170213,0.46153846153846156,0.4452054794520548,0.5613207547169812,0.4666666666666667,0.49404761904761907,0.08737864077669903,0.045454545454545456,17.42707554225879,0.38095238095238093,0.1875,0.12594458438287154,0.06609195402298851,0.1038961038961039,0.05952380952380952,0.11978221415607986,0.06395348837209303,0.08227848101265822,0.037037037037037035,0.06422018348623854,0.040983606557377046,0.12408759124087591,0.1415929203539823,0.11564625850340136,0.10810810810810811,0.09302325581395349,0.6666666666666666,0.3617021276595745,0.6176470588235294,0.7,0.7380952380952381,0.11702127659574468,0.2727272727272727,0.2857142857142857,1.0,0.06914893617021277,0.5384615384615384,0.5714285714285714,0.3424657534246575,0.8138297872340425,0.5506905913978495,0.5364380952380952,0.5329232394366197,0.10576923076923077,0.17886178861788618,0.11764705882352941,0.3487394957983193,4.340776699029126,0.46655082536924414,16.0,1.0,10.0,38.0,1.0,1.0,12.0,24.0,47.0,2.0,4.0,8.0,21.0,34.0,85.0,2.0,5.0,9.0,33.0,102.0,2.0,45.0,24.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,7.0,2.0,5.0,4.0,4.0,1.0,0.4,0.4,0.2727272727272727,0.40963855421686746,0.4521276595744681,0.011764705882352941,0.11764705882352941,0.02631578947368421,0.045454545454545456,0.10869565217391304,0.044444444444444446,0.07692307692307693,0.07692307692307693,0.20212765957446807,0.2631578947368421,0.2702702702702703,1.0,0.25,0.5106382978723404,0.5106382978723404,1.0,0.125,0.038461538461538464,0.15384615384615385,0.5,1.0,0.64,0.1643835616438356,0.08333333333333333,0.2876712328767123,0.38095238095238093,0.5333333333333333,25.231764705882355,,,,,,,,,,,,,,,,,,,,True
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,108548.0,1809,266,3526,3518,1265,1101.0,385,7044,66.0,127.0,5.0,9.0,43.0,26.0,81.0,153.0,154.0,361,228.0,857.0,3784,11.0,20.0,4.0,65.0,43.0,116.0,129.0,311.0,50.0,258.0,8.0,31.0,270.0,66.0,336.0,49.0,173.0,62.0,738.0,4.0,22.0,41.0,94.0,5.0,140.0,26.0,166.0,59.0,30.0,29.0,70.0,34.0,3.0,26.0,1.0,104.0,42.0,110.0,3.0,13.0,190.0,250.0,14.0,73.0,8.0,7.0,1.0,11.0,2.0,,,,311.0,1265,16.0,0.16233766233766234,0.16666666666666666,0.4265927977839335,0.55,0.3706896551724138,0.5155737704918033,0.7093023255813954,0.4504950495049505,0.5848527349228612,0.7272727272727273,0.5681818181818182,0.08587257617728532,0.13580246913580246,20.502512562814072,0.6730769230769231,0.05,0.07807308970099668,0.01854974704890388,0.09339407744874716,0.011976047904191617,0.08216676810712112,0.017105263157894738,0.02040816326530612,0.023622047244094488,0.014256619144602852,0.011235955056179775,0.08115183246073299,0.036585365853658534,0.10323886639676114,0.08598726114649681,0.112,0.18181818181818182,0.2081967213114754,0.5196850393700787,0.5892857142857143,0.22727272727272727,0.13278688524590163,0.32098765432098764,0.37142857142857144,0.038461538461538464,0.25081967213114753,0.20930232558139536,0.5555555555555556,0.21287128712871287,0.6163934426229508,0.513337726523888,0.5298842105263157,0.50035775,0.11589895988112928,0.1738095238095238,0.07584597432905485,0.3628938156359393,10.034903047091413,0.3587634713556438,21.0,62.0,8.0,22.0,1.0,3.0,6.0,99.0,227.0,12.0,22.0,29.0,80.0,107.0,249.0,13.0,23.0,32.0,86.0,162.0,1.0,226.0,99.0,4.0,17.0,35.0,,6.0,14.0,44.0,9.0,40.0,,9.0,40.0,39.0,0.5046728971962616,0.42971887550200805,0.5652173913043478,0.37209302325581395,0.4314516129032258,0.4081967213114754,0.01606425702811245,0.11811023622047244,,,0.014925373134328358,0.019417475728155338,0.40522875816993464,0.4189189189189189,0.036065573770491806,0.36363636363636365,0.36363636363636365,0.875,0.3721311475409836,0.43612334801762115,0.4439461883408072,0.47474747474747475,,0.023255813953488372,0.5116279069767442,0.5454545454545454,0.9166666666666666,0.4883720930232558,0.0297029702970297,0.5,0.39603960396039606,0.3625,0.43805309734513276,25.446184738955825,1.0,159.0,1.0,6.0,1.0,25.0,5.0,3.0,2.0,1.0,0.032679738562091505,0.01762114537444934,0.14516129032258066,1.0,1.0,0.019762845849802372,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,43546.0,726,91,1449,1456,676,590.0,188,2905,27.0,46.0,,2.0,23.0,8.0,16.0,57.0,58.0,119,26.0,166.0,1547,2.0,8.0,,4.0,29.0,55.0,17.0,84.0,70.0,46.0,,6.0,99.0,32.0,131.0,22.0,65.0,20.0,294.0,3.0,6.0,17.0,44.0,4.0,65.0,9.0,74.0,42.0,26.0,16.0,31.0,22.0,,9.0,3.0,53.0,33.0,63.0,2.0,4.0,28.0,31.0,2.0,8.0,2.0,,1.0,2.0,2.0,,,1.0,84.0,676,11.0,0.603448275862069,0.603448275862069,0.48739495798319327,0.25,0.5272727272727272,0.46357615894039733,0.25,0.47183098591549294,0.5,0.25,0.525,0.05042016806722689,,12.999403697078115,0.5849056603773585,0.08,0.09341825902335456,0.013363028953229399,0.08056872037914692,0.018072289156626505,0.08944281524926687,0.014634146341463415,0.015873015873015872,0.01,0.0125,0.022556390977443608,0.0989010989010989,0.08196721311475409,0.09580838323353294,0.08860759493670886,0.05660377358490566,1.0,0.304635761589404,0.5869565217391305,0.6585365853658537,0.5925925925925926,0.10596026490066225,0.5,0.5,0.625,0.37748344370860926,0.25,,0.323943661971831,0.5165562913907285,0.49711879194630876,0.44431666666666664,0.4977707142857142,0.050955414012738856,0.064,0.024096385542168676,0.5060240963855421,10.67563025210084,0.4665286404416839,13.0,23.0,3.0,11.0,,1.0,5.0,5.0,21.0,,,2.0,11.0,8.0,32.0,,,3.0,16.0,24.0,2.0,19.0,5.0,1.0,10.0,14.0,,2.0,13.0,22.0,5.0,25.0,,3.0,9.0,6.0,1.0,0.25,,0.1875,0.26666666666666666,0.2119205298013245,0.03125,0.10869565217391304,,,,0.02631578947368421,0.40350877192982454,0.4107142857142857,0.0728476821192053,0.2727272727272727,0.2727272727272727,1.0,0.1390728476821192,0.23809523809523808,0.25,1.0,,,,,,0.5652173913043478,0.07042253521126761,0.2,0.15492957746478872,0.18181818181818182,0.2631578947368421,26.9125,,,1.0,5.0,,,,,,,0.017543859649122806,0.047619047619047616,0.6086956521739131,,,,1.0,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,136637.0,2277,305,4473,4472,1590,1409.0,515,8945,244.0,434.0,55.0,91.0,172.0,62.0,170.0,433.0,472.0,1037,371.0,1504.0,4772,68.0,132.0,49.0,215.0,172.0,355.0,197.0,622.0,404.0,540.0,66.0,81.0,186.0,36.0,222.0,25.0,133.0,28.0,480.0,20.0,84.0,100.0,238.0,6.0,344.0,106.0,450.0,75.0,46.0,29.0,86.0,113.0,16.0,42.0,12.0,199.0,67.0,195.0,10.0,39.0,354.0,468.0,38.0,195.0,24.0,16.0,7.0,24.0,17.0,5.0,4.0,8.0,622.0,1590,35.0,0.4279661016949153,0.4601366742596811,0.45515911282545807,0.5151515151515151,0.48450704225352115,0.46934548467274234,0.5460526315789473,0.4941860465116279,0.5285412262156448,0.5939226519337016,0.5647810218978102,0.0781099324975892,0.07058823529411765,31.798504525777254,0.4321608040201005,0.046875,0.15344938749194068,0.05630026809651475,0.17513134851138354,0.04608294930875576,0.15928369462770972,0.05399792315680166,0.09230769230769231,0.05,0.02385008517887564,0.03768115942028986,0.09689922480620156,0.14754098360655737,0.20559210526315788,0.18581907090464547,0.14814814814814814,0.7083333333333334,0.3595691797845899,0.5622119815668203,0.6594594594594595,0.47540983606557374,0.14084507042253522,0.36470588235294116,0.3924050632911392,0.3064516129032258,0.3587406793703397,0.5986842105263158,0.6043956043956044,0.4,0.5004142502071252,0.4937780782029949,0.5252059523809524,0.49842870588235294,0.14358974358974358,0.16331658291457288,0.14295212765957446,0.41356382978723405,9.138669238187079,0.35546613011401745,107.0,166.0,13.0,31.0,5.0,6.0,13.0,50.0,139.0,6.0,15.0,21.0,62.0,63.0,170.0,10.0,20.0,27.0,75.0,165.0,3.0,136.0,50.0,1.0,11.0,25.0,2.0,37.0,26.0,44.0,9.0,67.0,,13.0,54.0,52.0,0.873015873015873,0.37058823529411766,0.5,0.36,0.3772455089820359,0.14084507042253522,0.0058823529411764705,0.14746543778801843,,0.011695906432748537,0.07865168539325842,0.06390328151986183,0.3833718244803695,0.3878504672897196,0.02568351284175642,0.41935483870967744,0.41935483870967744,0.9230769230769231,0.11516155758077878,0.3597122302158273,0.36231884057971014,0.86,0.2545454545454545,0.03289473684210526,0.09868421052631579,0.4,0.8333333333333334,0.622093023255814,0.030232558139534883,0.46153846153846156,0.14418604651162792,0.3387096774193548,0.36764705882352944,25.801176470588228,4.0,24.0,6.0,10.0,,6.0,1.0,,,,0.011547344110854504,0.007194244604316547,0.4036144578313253,0.8,1.0,0.005847953216374269,1.0,,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,60153.0,1003,219,2003,1985,926,798.0,262,3988,48.0,87.0,7.0,13.0,31.0,10.0,23.0,68.0,98.0,178,86.0,501.0,2105,13.0,23.0,10.0,54.0,32.0,62.0,42.0,223.0,52.0,144.0,8.0,16.0,79.0,22.0,101.0,18.0,58.0,12.0,224.0,6.0,20.0,44.0,62.0,8.0,114.0,27.0,141.0,33.0,24.0,9.0,28.0,20.0,4.0,13.0,,48.0,43.0,80.0,1.0,9.0,77.0,117.0,7.0,48.0,8.0,5.0,2.0,8.0,4.0,1.0,1.0,,223.0,926,13.0,0.2653061224489796,0.2765957446808511,0.550561797752809,0.5652173913043478,0.5161290322580645,0.571625344352617,0.6285714285714286,0.6284722222222222,0.5992822966507177,0.6585365853658537,0.6408045977011494,0.0898876404494382,0.17391304347826086,20.1473136915078,0.5833333333333334,0.13793103448275862,0.08831908831908832,0.031545741324921134,0.16666666666666666,0.02608695652173913,0.10973084886128365,0.03009259259259259,0.04827586206896552,0.02459016393442623,0.013513513513513514,0.015789473684210527,0.06995884773662552,0.08333333333333333,0.10980392156862745,0.14673913043478262,0.2125,0.5,0.2396694214876033,0.5517241379310345,0.631578947368421,0.25,0.06336088154269973,0.43478260869565216,0.5263157894736842,0.2,0.18732782369146006,0.37142857142857144,0.5384615384615384,0.2152777777777778,0.7493112947658402,0.5173413888888887,0.5041716666666667,0.5137730496453901,0.1188118811881188,0.2191780821917808,0.10778443113772455,0.44510978043912175,8.423033707865168,0.46230654018971545,18.0,40.0,14.0,27.0,3.0,7.0,15.0,59.0,158.0,5.0,9.0,32.0,67.0,73.0,185.0,6.0,12.0,39.0,82.0,189.0,2.0,156.0,59.0,,4.0,9.0,1.0,7.0,4.0,15.0,3.0,18.0,,4.0,14.0,13.0,0.863013698630137,0.3945945945945946,0.5,0.47560975609756095,0.3989071038251366,0.509641873278237,,0.12643678160919541,,0.011111111111111112,0.075,0.04142011834319527,0.5882352941176471,0.5970149253731343,0.0743801652892562,0.5185185185185185,0.5185185185185185,0.8571428571428571,0.43526170798898073,0.37341772151898733,0.37341772151898733,0.864406779661017,,0.08571428571428572,0.2571428571428571,0.5555555555555556,0.6,0.5806451612903226,0.10416666666666667,0.4666666666666667,0.4652777777777778,0.47761194029850745,0.3782051282051282,25.892972972972974,1.0,30.0,1.0,3.0,,,,,,,0.014705882352941176,,0.3,0.3333333333333333,,,1.0,,,True
200764,1610612743,Renaldo Balkman,Renaldo Balkman,200764,DEN,21779.0,363,105,709,722,250,203.0,98,1431,46.0,75.0,12.0,25.0,27.0,4.0,8.0,6.0,53.0,89,17.0,123.0,728,15.0,28.0,2.0,32.0,21.0,35.0,5.0,47.0,68.0,38.0,26.0,9.0,6.0,7.0,13.0,7.0,5.0,1.0,33.0,6.0,33.0,15.0,36.0,12.0,63.0,39.0,102.0,22.0,18.0,4.0,8.0,6.0,1.0,1.0,1.0,14.0,24.0,39.0,3.0,1.0,25.0,30.0,4.0,14.0,10.0,5.0,4.0,11.0,6.0,,2.0,1.0,47.0,250,3.0,0.6415094339622641,0.85,0.5955056179775281,0.5357142857142857,0.6,0.5760869565217391,0.5357142857142857,0.5526315789473685,0.5857142857142857,0.5161290322580645,0.5595238095238095,0.10112359550561797,,14.33734939759036,0.5714285714285714,0.41379310344827586,0.1518987341772152,0.132,0.16129032258064516,0.09523809523809523,0.15454545454545454,0.12460063897763578,0.14545454545454545,0.08888888888888889,0.1368421052631579,0.11320754716981132,0.19230769230769232,0.1724137931034483,0.10891089108910891,0.16666666666666666,0.14814814814814814,0.5454545454545454,0.8152173913043478,0.6133333333333333,0.696969696969697,0.6086956521739131,0.08695652173913043,0.5,0.5,0.75,0.06521739130434782,0.8928571428571429,0.48,0.7105263157894737,0.8478260869565217,0.5856346153846155,0.5350833333333334,0.5679148648648649,0.13725490196078433,0.1414141414141414,0.2601626016260163,0.3821138211382114,1.7808988764044944,0.3526093088857546,17.0,3.0,,1.0,,,1.0,,2.0,,,,2.0,,3.0,,,,3.0,,1.0,1.0,,,,,,8.0,1.0,7.0,4.0,7.0,,2.0,3.0,1.0,,,,,,0.03260869565217391,,0.12,,,,0.2857142857142857,0.5,0.5,0.010869565217391304,,,,0.021739130434782608,,,,,,,,,0.6296296296296297,0.02631578947368421,,0.05263157894736842,,,37.03333333333334,,,,4.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,True
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,35454.0,591,117,1176,1172,569,530.0,161,2348,63.0,99.0,23.0,47.0,37.0,2.0,13.0,3.0,65.0,115,50.0,183.0,1244,24.0,48.0,10.0,58.0,23.0,45.0,31.0,80.0,90.0,40.0,32.0,5.0,8.0,5.0,13.0,4.0,4.0,4.0,31.0,13.0,53.0,20.0,65.0,14.0,99.0,68.0,167.0,18.0,16.0,2.0,11.0,9.0,3.0,1.0,,20.0,54.0,78.0,4.0,1.0,69.0,72.0,6.0,28.0,75.0,62.0,11.0,75.0,41.0,8.0,2.0,1.0,80.0,569,9.0,0.6923076923076923,0.9183673469387755,0.5652173913043478,0.5,0.5111111111111111,0.5588235294117647,0.5,0.5212765957446809,0.6019736842105263,0.5272727272727272,0.5882352941176471,0.043478260869565216,0.07692307692307693,12.50909090909091,0.55,0.4375,0.14606741573033707,0.13659793814432988,0.12269938650306748,0.10317460317460317,0.13980263157894737,0.12840466926070038,0.14285714285714285,0.15789473684210525,0.11805555555555555,0.11926605504587157,0.12571428571428572,0.168,0.15172413793103448,0.11965811965811966,0.13043478260869565,0.5466666666666666,0.8319327731092437,0.6363636363636364,0.6631578947368421,0.6984126984126984,0.1092436974789916,0.15384615384615385,0.16666666666666666,0.5,0.025210084033613446,0.9791666666666666,0.48936170212765956,0.7872340425531915,0.865546218487395,0.559133613445378,0.5764292682926829,0.5493840425531915,0.19858156028368795,0.20437956204379562,0.31693989071038253,0.4371584699453552,1.6121739130434782,0.483843537414966,22.0,,1.0,1.0,,1.0,1.0,,3.0,,,,1.0,1.0,4.0,,,1.0,2.0,3.0,,3.0,,,1.0,,2.0,8.0,1.0,10.0,1.0,9.0,,18.0,11.0,11.0,1.0,0.25,,0.5,0.25,0.03361344537815126,,0.04040404040404041,,0.04,,0.1702127659574468,,,0.008403361344537815,1.0,1.0,1.0,0.025210084033613446,,,,0.2608695652173913,,,,,0.5945945945945946,0.02127659574468085,1.0,0.02127659574468085,,,24.625,,,,7.0,,,,,,,,,,,,,2.0,1.0,,True
2403,1610612743,Nene,Nene,2403,DEN,95811.0,1597,208,3125,3121,992,811.0,335,6246,201.0,287.0,34.0,54.0,94.0,28.0,56.0,97.0,271.0,440,159.0,704.0,3341,41.0,71.0,23.0,108.0,81.0,128.0,67.0,232.0,402.0,140.0,48.0,38.0,61.0,18.0,79.0,13.0,39.0,20.0,176.0,16.0,83.0,51.0,175.0,27.0,253.0,109.0,362.0,65.0,41.0,24.0,36.0,37.0,6.0,17.0,11.0,73.0,85.0,169.0,14.0,14.0,201.0,215.0,31.0,96.0,75.0,47.0,21.0,77.0,45.0,1.0,2.0,1.0,232.0,992,18.0,0.7416974169741697,0.8137651821862348,0.615909090909091,0.5774647887323944,0.6328125,0.6165158371040724,0.5902777777777778,0.6346153846153846,0.6591760299625468,0.6428571428571429,0.6666666666666666,0.08636363636363636,0.08928571428571429,17.25902758032414,0.4931506849315068,0.3375,0.16279069767441862,0.07830188679245283,0.13076923076923078,0.05925925925925926,0.15426621160409557,0.07443609022556391,0.09090909090909091,0.08547008547008547,0.06279069767441861,0.04285714285714286,0.16101694915254236,0.20212765957446807,0.13895216400911162,0.1407942238267148,0.10619469026548672,0.5844155844155844,0.6493212669683258,0.7003484320557491,0.7913385826771654,0.7313432835820896,0.12669683257918551,0.5,0.5490196078431373,0.6071428571428571,0.21945701357466063,0.75,0.6296296296296297,0.7230769230769231,0.6538461538461539,0.5301016968325791,0.5424576923076924,0.550351153846154,0.1893491124260355,0.1900990099009901,0.1534090909090909,0.32954545454545453,4.997727272727272,0.31744,70.0,42.0,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,,5.0,2.0,10.0,8.0,3.0,19.0,4.0,15.0,,19.0,27.0,25.0,1.0,0.5,1.0,0.5,0.5,0.004524886877828055,,0.11498257839721254,,0.08849557522123894,0.11666666666666667,0.061068702290076333,0.4329896907216495,0.4329896907216495,,,,,0.004524886877828055,0.5,0.5,1.0,0.2647058823529412,,0.013888888888888888,1.0,1.0,0.7446808510638298,,,0.015384615384615385,0.5,0.5,25.25,,,,28.0,,,,2.0,2.0,,,,0.8809523809523809,,,,7.0,1.0,,True
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,80012.0,1334,148,2604,2607,837,810.0,262,5211,107.0,156.0,22.0,32.0,45.0,44.0,96.0,100.0,187.0,352,84.0,470.0,2775,23.0,40.0,7.0,56.0,59.0,91.0,44.0,165.0,280.0,94.0,28.0,30.0,61.0,16.0,77.0,14.0,35.0,18.0,170.0,11.0,33.0,54.0,126.0,18.0,198.0,46.0,244.0,67.0,45.0,22.0,38.0,26.0,3.0,15.0,9.0,64.0,72.0,131.0,2.0,10.0,79.0,128.0,18.0,67.0,48.0,28.0,19.0,48.0,26.0,5.0,,1.0,165.0,837,13.0,0.7486631016042781,0.8092485549132948,0.53125,0.575,0.6483516483516484,0.5287671232876713,0.5975609756097561,0.6436170212765957,0.5595238095238095,0.6222222222222222,0.6707317073170732,0.08522727272727272,0.07291666666666667,16.672407853944193,0.59375,0.2608695652173913,0.1414141414141414,0.03810623556581986,0.16265060240963855,0.048672566371681415,0.1471790678659035,0.040293040293040296,0.054838709677419356,0.030612244897959183,0.027777777777777776,0.04945054945054945,0.11956521739130435,0.16475095785440613,0.14124293785310735,0.1557377049180328,0.18181818181818182,0.5416666666666666,0.4273972602739726,0.6858974358974359,0.7925925925925926,0.719626168224299,0.26301369863013696,0.4583333333333333,0.4943820224719101,0.7272727272727273,0.273972602739726,0.7804878048780488,0.6875,0.4787234042553192,0.46301369863013697,0.49902958904109584,0.5339257575757576,0.5008159574468085,0.16183574879227053,0.16708229426433915,0.11914893617021277,0.35106382978723405,7.4832386363636365,0.32142857142857145,34.0,36.0,1.0,4.0,,,1.0,3.0,9.0,1.0,1.0,1.0,2.0,4.0,13.0,1.0,1.0,1.0,3.0,12.0,,9.0,3.0,1.0,2.0,8.0,2.0,4.0,2.0,23.0,5.0,21.0,,3.0,6.0,5.0,1.0,0.3076923076923077,1.0,0.3333333333333333,0.3076923076923077,0.03561643835616438,0.07692307692307693,0.1346153846153846,,0.019801980198019802,0.045454545454545456,0.028368794326241134,0.36,0.3673469387755102,0.010958904109589041,0.25,0.25,1.0,0.024657534246575342,0.3333333333333333,0.375,1.0,0.22727272727272727,,0.024390243902439025,1.0,1.0,0.7555555555555555,0.010638297872340425,,0.02127659574468085,0.5,0.3333333333333333,24.461538461538456,,,,,,,,,,,0.02,0.1111111111111111,0.8611111111111112,,,,1.0,,,True
