EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Technical Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Offensive Fouls Drawn,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallSteals,LostBallOutOfBoundsTurnovers,OffShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,Travels,on,HeaveAttempts,SecondChanceTurnovers,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Fg3aBlocked,FTOffRebounds,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveMakes,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101142,1610612744,Ronny Turiaf,Ronny Turiaf,101142,GSW,366.0,6,3,11,12,2.0,3.0,23,12,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.125,0.1,0.2,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101235,1610612744,Kelenna Azubuike,Kelenna Azubuike,101235,GSW,758.0,13,-2,25,26,,5.0,51,26,2.0,,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,0.125,0.1111111111111111,0.2,,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,7.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.4,0.3333333333333333,0.5,0.16666666666666666,0.2,0.3333333333333333,24.999999999999996,0.16666666666666666,0.5,0.6666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5482250000000001,0.2857142857142857,0.3333333333333333,6.540000000000001,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612744,Stephen Jackson,Stephen Jackson,1536,GSW,1124.0,19,-6,35,36,4.0,8.0,71,39,,,,,,1.0,,,,,4.0,,,,,,0.11428571428571428,4.0,,1.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,7.0,,2.0,,3.0,5.0,,2.0,,,0.25,0.16666666666666666,0.375,0.3333333333333333,,,23.076923076923077,,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.4179166666666667,0.25,0.3333333333333333,12.075,25.45,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200766,1610612744,Marcus Williams,Marcus Williams,200766,GSW,3212.0,54,-7,110,113,65.0,37.0,223,117,3.0,,4.0,4.0,2.0,6.0,1.0,1.0,1.0,,65.0,,0.06521739130434782,0.06451612903225806,0.10526315789473684,,0.5909090909090909,17.0,2.0,4.0,1.0,6.0,6.0,2.0,11.0,6.0,2.0,12.0,4.0,6.0,1.0,4.0,6.0,,3.0,1.0,1.0,0.18181818181818182,0.29411764705882354,0.3,0.35294117647058826,0.09090909090909091,,18.46153846153846,,0.23529411764705882,0.5,0.5,1.0,0.058823529411764705,0.35294117647058826,0.35294117647058826,0.5882352941176471,0.4517647058823529,0.15,0.21428571428571427,11.2,26.166666666666668,,4.0,,12.0,1.0,13.0,,8.0,,27.0,2.0,2.0,4.0,,,,0.46014444444444436,1.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,9.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,9.0,2.0,1.0,0.3333333333333333,0.4,0.3333333333333333,0.25,0.4444444444444444,0.4090909090909091,1.0,0.5,0.0625,0.058823529411764705,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5555555555555556,0.4,0.3333333333333333,0.3844,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201576,1610612744,Anthony Randolph,Anthony Randolph,201576,GSW,1827.0,30,11,65,67,46.0,24.0,132,61,6.0,,9.0,14.0,1.0,3.0,4.0,2.0,5.0,4.0,46.0,,0.21428571428571427,0.21951219512195122,0.26666666666666666,0.8,0.7076923076923077,12.0,6.0,10.0,4.0,5.0,,11.0,19.0,,5.0,27.0,12.0,,2.0,6.0,10.0,,3.0,0.5454545454545454,0.6,0.5789473684210527,0.5789473684210527,0.5625,,0.10526315789473684,0.2,33.75,0.3333333333333333,0.5263157894736842,0.6,0.75,0.5,0.21052631578947367,0.2631578947368421,,0.5263157894736842,0.5210210526315789,0.13636363636363635,0.13636363636363635,6.942105263157895,,2.0,14.0,10.0,3.0,,3.0,,1.0,1.0,6.0,1.0,2.0,3.0,,0.4,0.4,0.5163142857142857,4.0,7.0,,,,,4.0,7.0,,,4.0,18.0,,,,1.0,3.0,,,1.0,,1.0,2.0,18.0,,,,,,0.5,0.5,0.5,,0.3333333333333333,0.23076923076923078,0.1,0.1111111111111111,,,,0.5,0.5714285714285714,,,,0.6062333333333334,0.6666666666666666,2.0,3.0,3.0,3.0,2.0,8.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.75,0.75,0.6666666666666666,0.18181818181818182,0.08333333333333333,0.14705882352941177,0.1,0.3333333333333333,0.1,0.5,0.16666666666666666,0.75,0.75,0.3333333333333333,1.0,0.75,0.6666666666666666,0.2962962962962963,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,1610612744,Corey Maggette,Corey Maggette,1894,GSW,410.0,7,-5,12,12,3.0,1.0,24,18,,,,,1.0,1.0,,,,,3.0,,,,,,0.25,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201627,1610612744,Anthony Morrow,Anthony Morrow,201627,GSW,2318.0,39,-3,82,83,64.0,30.0,165,89,2.0,,3.0,7.0,1.0,1.0,,,,,64.0,,0.07407407407407407,0.075,0.07692307692307693,,0.7804878048780488,14.0,3.0,6.0,1.0,9.0,,8.0,16.0,2.0,1.0,20.0,8.0,,,,1.0,,,0.5,0.5714285714285714,0.5,0.5277777777777778,0.5277777777777778,0.1111111111111111,,,20.2020202020202,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.05555555555555555,0.5,,0.4444444444444444,0.48781666666666673,,,11.456249999999999,22.55,4.0,14.0,8.0,,1.0,1.0,1.0,,,3.0,,1.0,2.0,1.0,0.4444444444444444,0.4444444444444444,0.49961875,3.0,6.0,,,,1.0,3.0,6.0,1.0,2.0,,15.0,3.0,,,,1.0,2.0,1.0,1.0,,1.0,1.0,15.0,,1.0,0.5,0.5,0.5,0.42857142857142855,0.46875,0.46875,,0.5,0.07692307692307693,,0.1111111111111111,,,,0.375,0.5,,,,0.6365333333333333,0.75,1.0,3.0,1.0,1.0,,2.0,2.0,,4.0,4.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13793103448275862,,0.1,0.18181818181818182,0.09090909090909091,,,0.1111111111111111,1.0,1.0,,0.75,1.0,0.3333333333333333,0.1,,1.0,2.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.1111111111111111,0.5,0.5,1.0,0.125,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201148,1610612744,Brandan Wright,Brandan Wright,201148,GSW,923.0,15,-15,31,31,17.0,12.0,62,38,1.0,,1.0,1.0,1.0,1.0,,,,,17.0,,0.07692307692307693,0.06666666666666667,,,0.5483870967741935,2.0,1.0,2.0,4.0,,,3.0,6.0,,,6.0,6.0,,,1.0,,,,1.0,1.0,0.5,0.5,0.5,,,,18.75,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,,,0.3333333333333333,0.44815,,,6.333333333333333,,,2.0,,,,,,,,,,,,,,,0.4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,1610612744,Marco Belinelli,Marco Belinelli,201158,GSW,874.0,15,10,30,32,21.0,6.0,62,24,1.0,,2.0,4.0,,,,,,,21.0,,0.07142857142857142,0.1,,,0.7,7.0,,,2.0,2.0,2.0,2.0,4.0,3.0,,4.0,2.0,2.0,,1.0,2.0,,1.0,0.5,1.0,0.5,0.2857142857142857,0.25,0.42857142857142855,,,20.0,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.47513571428571433,0.125,0.2,15.1,25.066666666666666,1.0,3.0,2.0,1.0,,1.0,,,,2.0,,,,,0.5,0.5,0.47451,,,,,1.0,,2.0,2.0,,2.0,,4.0,,,,1.0,1.0,1.0,,,,,,4.0,,,,,,0.6666666666666666,0.4,0.3333333333333333,,,0.16666666666666666,0.2,0.25,,,,,,0.2,,,0.5145,1.0,,,1.0,1.0,,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.10526315789473684,,,0.3333333333333333,,0.2,0.5,0.5,,1.0,,,0.5,,,1.0,,1.0,1.0,,,0.14285714285714285,,,,0.2,,1.0,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,812.0,14,1,26,27,4.0,8.0,53,26,6.0,,6.0,8.0,,,,,,,4.0,,0.46153846153846156,0.42857142857142855,0.6666666666666666,,0.15384615384615385,3.0,3.0,6.0,,,,3.0,6.0,,2.0,8.0,2.0,,2.0,4.0,2.0,,,0.3333333333333333,1.0,0.5,0.5,0.5714285714285714,,0.3333333333333333,0.3333333333333333,23.333333333333336,0.5,1.0,0.5,0.75,0.3333333333333333,,,,1.0,0.6092666666666666,,,1.4000000000000001,,,1.0,4.0,1.0,,1.0,,,1.0,2.0,,,,,,,0.6068,,1.0,,,,,3.0,,,,2.0,2.0,,,,,,1.0,1.0,,,,,2.0,,,,,,,,0.5,,,,0.25,,,,,1.0,,,,,0.46295,0.25,2.0,3.0,,2.0,,4.0,4.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.14285714285714285,,,,,,,,,,1.0,0.6666666666666666,0.5,,,,,,,,0.5,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
