EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceTurnovers,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,BlocksRecoveredPct,HeaveMakes,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,on
201568,1610612752,Danilo Gallinari,Danilo Gallinari,201568,NYK,8920.0,149,20.0,295,301,70.0,88.0,40,596,2.0,6.0,,1.0,,1.0,2.0,3.0,2.0,10.0,6.0,9.0,,,,,8.0,17.0,3.0,3.0,2.0,4.0,6.0,19,14.0,26.0,7.0,61.0,332,1.0,3.0,3.0,3.0,1.0,12.0,2.0,4.0,2.0,4.0,4.0,14.0,4.0,8.0,39.0,3.0,2.0,,17.0,8.0,1.0,,1.0,3.0,4.0,2.0,1.0,1.0,,,11.0,4.0,1.0,,2.0,12.0,,14.0,5.0,19.0,,6.0,5.0,1.0,4.0,,1.0,1.0,,3.0,,1.0,5.0,,9.0,16.0,,1.0,,14.0,,2.0,7.0,1.0,,,2.0,,2.0,3.0,3.0,,3.0,14.0,70.0,2.0,2.0,0.3333333333333333,0.4,0.9285714285714286,0.5384615384615384,1.0,0.5,0.5384615384615384,0.3157894736842105,0.3333333333333333,0.5,0.6,0.9166666666666666,0.625,0.6354166666666666,1.0,0.7,0.5777777777777777,,0.05263157894736842,,,0.1,,15.634218289085545,0.8,,,0.12371134020618557,0.011111111111111112,0.06060606060606061,0.06666666666666667,0.1076923076923077,0.03333333333333333,0.022727272727272728,,,0.023255813953488372,0.17647058823529413,0.10526315789473684,0.09375,0.18518518518518517,0.041666666666666664,0.1111111111111111,,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.06666666666666667,0.6666666666666666,0.6666666666666666,,0.2222222222222222,0.2,0.2222222222222222,0.5,0.2,0.6666666666666666,0.6666666666666666,1.0,0.37777777777777777,0.47058823529411764,0.47058823529411764,0.875,0.16666666666666666,,,,,,0.5,1.0,0.6666666666666666,0.125,,,,0.5,0.5,0.7111111111111111,0.47058823529411764,0.5158644444444445,0.5087833333333333,0.45466874999999995,0.043478260869565216,0.1,,0.19672131147540983,0.22950819672131148,11.6,24.592307692307692,0.23728813559322035,,,3.0,,,1.0,,,,,,,True
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,57172.0,953,-80.0,1881,1894,348.0,328.0,228,3775,69.0,119.0,20.0,38.0,14.0,22.0,2.0,21.0,18.0,56.0,1.0,8.0,,1.0,1.0,3.0,,2.0,,,,1.0,89.0,196,1.0,10.0,38.0,219.0,2086,22.0,45.0,,1.0,13.0,57.0,16.0,30.0,1.0,4.0,7.0,42.0,128.0,50.0,3.0,,28.0,1.0,1.0,,22.0,,38.0,27.0,65.0,22.0,5.0,18.0,3.0,17.0,157.0,25.0,70.0,2.0,17.0,55.0,7.0,79.0,97.0,176.0,7.0,38.0,18.0,20.0,26.0,1.0,18.0,19.0,3.0,8.0,,1.0,45.0,11.0,63.0,120.0,,13.0,11.0,70.0,8.0,17.0,62.0,8.0,,,27.0,,8.0,22.0,18.0,,23.0,42.0,348.0,8.0,6.0,0.7191011235955056,0.8533333333333334,1.0,0.1,,0.25,0.1111111111111111,0.45408163265306123,0.4888888888888889,0.5333333333333333,0.4393203883495146,0.4782608695652174,0.5147058823529411,0.4699570815450644,0.5181818181818182,0.5121951219512195,0.04854368932038835,,0.11224489795918367,0.13445378151260504,0.2857142857142857,,,12.924221292422128,0.5777777777777777,0.17073170731707318,0.03636363636363636,0.09060955518945635,0.11784511784511785,0.06910569105691057,0.08223684210526316,0.08440797186400938,0.10579064587973273,0.1640625,0.07563025210084033,0.0867579908675799,0.08368200836820083,0.07692307692307693,0.10362694300518134,0.08125,0.08661417322834646,0.055248618784530384,0.1076923076923077,0.07608695652173914,0.5776699029126213,0.5798319327731093,0.6699029126213593,0.6521739130434783,0.10194174757281553,0.09523809523809523,0.13333333333333333,0.5,0.27184466019417475,0.32142857142857145,0.32142857142857145,1.0,0.038834951456310676,0.125,0.125,1.0,0.009708737864077669,,,,0.8260869565217391,0.5263157894736842,0.15,0.021739130434782608,,,,,,0.6470588235294118,0.6363636363636364,0.08823529411764706,0.3333333333333333,0.029411764705882353,,0.6262135922330098,,0.5195439024390244,0.5445716216216216,0.5225666666666668,0.12,0.12558139534883722,,0.2602739726027397,0.1917808219178082,6.426530612244897,25.689999999999998,0.1850079744816587,7.0,4.0,14.0,1.0,2.0,0.6086956521739131,,1.0,1.0,1.0,,,True
1716,1610612752,Larry Hughes,Larry Hughes,1716,NYK,20901.0,348,-50.0,698,699,178.0,159.0,66,1397,12.0,20.0,,1.0,4.0,5.0,4.0,16.0,18.0,47.0,7.0,17.0,,1.0,4.0,5.0,14.0,34.0,3.0,7.0,4.0,10.0,34.0,83,21.0,51.0,25.0,156.0,823,,4.0,3.0,8.0,,9.0,8.0,19.0,8.0,15.0,7.0,47.0,24.0,44.0,63.0,,,,34.0,14.0,10.0,1.0,20.0,13.0,33.0,9.0,4.0,15.0,3.0,2.0,79.0,3.0,1.0,,1.0,18.0,2.0,21.0,4.0,25.0,1.0,21.0,14.0,7.0,16.0,,10.0,4.0,1.0,6.0,,1.0,20.0,5.0,13.0,25.0,,1.0,2.0,26.0,,,33.0,3.0,,,13.0,,5.0,3.0,3.0,,3.0,47.0,178.0,3.0,4.0,0.35294117647058826,0.35294117647058826,1.0,0.4117647058823529,0.375,0.5333333333333333,0.4117647058823529,0.40963855421686746,,0.42105263157894735,0.48880597014925375,0.375,0.5882352941176471,0.5234899328859061,0.375,0.618421052631579,0.3805970149253731,0.0196078431372549,0.12048192771084337,0.2,0.0625,0.10638297872340426,,21.834625322997415,0.8,0.125,,0.08071748878923767,0.004975124378109453,0.015625,0.02564102564102564,0.06620209059233449,0.012578616352201259,,,0.012048192771084338,0.025,0.02702702702702703,0.04411764705882353,0.05263157894736842,0.13924050632911392,,0.05263157894736842,0.014705882352941176,0.14925373134328357,0.6,0.75,0.3333333333333333,0.11940298507462686,0.25,0.26666666666666666,0.25,0.35074626865671643,0.3829787234042553,0.42857142857142855,0.3888888888888889,0.12686567164179105,0.4117647058823529,0.4375,1.0,0.2537313432835821,0.4117647058823529,0.4117647058823529,1.0,0.08333333333333333,,,0.08333333333333333,,,0.5833333333333334,0.42857142857142855,1.0,0.14705882352941177,0.8,0.14705882352941177,0.8,0.29411764705882354,0.4,0.5298507462686567,0.4117647058823529,0.518137686567164,0.4948416666666667,0.5165985294117647,0.09027777777777778,0.13978494623655913,,0.057692307692307696,0.30128205128205127,12.379518072289157,24.541176470588233,0.25501432664756446,3.0,,1.0,,,0.3333333333333333,,,,,,0.058823529411764705,True
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,19617.0,327,-26.0,675,671,154.0,142.0,72,1346,10.0,26.0,,1.0,1.0,6.0,7.0,17.0,17.0,35.0,5.0,17.0,,,1.0,4.0,23.0,45.0,2.0,2.0,3.0,10.0,34.0,78,28.0,62.0,33.0,185.0,743,,2.0,2.0,2.0,1.0,7.0,7.0,17.0,4.0,14.0,20.0,46.0,22.0,46.0,57.0,27.0,,1.0,44.0,23.0,4.0,,24.0,10.0,34.0,8.0,2.0,14.0,3.0,7.0,78.0,,2.0,,4.0,7.0,,11.0,2.0,13.0,,6.0,4.0,2.0,14.0,4.0,11.0,8.0,,3.0,,2.0,22.0,5.0,7.0,11.0,,,1.0,26.0,1.0,,42.0,1.0,3.0,2.0,10.0,5.0,6.0,,,,,46.0,154.0,,6.0,0.3235294117647059,0.3235294117647059,0.6785714285714286,0.45161290322580644,1.0,0.2857142857142857,0.45901639344262296,0.4358974358974359,,0.4117647058823529,0.5428571428571428,0.75,0.41935483870967744,0.5828025477707006,0.875,0.5487804878048781,0.44285714285714284,,0.05128205128205128,0.07692307692307693,,0.05714285714285714,,23.70860927152318,0.6363636363636364,,,0.029661016949152543,0.009345794392523364,0.07142857142857142,,0.03767123287671233,0.006006006006006006,0.010752688172043012,,0.012658227848101266,,,,0.029411764705882353,0.05263157894736842,0.09523809523809523,,,0.18571428571428572,0.38461538461538464,0.4166666666666667,0.3,0.12142857142857143,0.4117647058823529,0.4117647058823529,0.2857142857142857,0.25,0.4857142857142857,0.5151515151515151,0.35294117647058826,0.12142857142857143,0.29411764705882354,0.29411764705882354,1.0,0.32142857142857145,0.5111111111111111,0.5111111111111111,0.6086956521739131,0.25,,,,,,0.5,1.0,1.0,0.1935483870967742,0.16666666666666666,0.12903225806451613,0.25,0.3225806451612903,0.3,0.6285714285714286,0.5227272727272727,0.5133014388489209,0.5793666666666667,0.4848883333333333,0.09933774834437085,0.11494252873563218,0.078125,0.03783783783783784,0.24864864864864866,10.107692307692307,25.319354838709682,0.22814814814814816,1.0,,,,,,,,,,,,True
990,1610612752,Malik Rose,Malik Rose,990,NYK,4740.0,79,2.0,162,168,44.0,57.0,21,330,3.0,12.0,1.0,2.0,2.0,7.0,1.0,4.0,3.0,5.0,,,,,,,,3.0,,,,1.0,7.0,21,,3.0,4.0,18.0,165,2.0,4.0,,,,4.0,3.0,8.0,,1.0,1.0,7.0,6.0,8.0,,,,,3.0,,2.0,,1.0,3.0,4.0,1.0,2.0,1.0,,,11.0,,1.0,1.0,,12.0,2.0,14.0,2.0,16.0,1.0,,,,4.0,1.0,3.0,5.0,1.0,1.0,,2.0,9.0,,9.0,11.0,,,1.0,4.0,,1.0,5.0,1.0,,,3.0,,,,,,,7.0,44.0,,,0.42857142857142855,0.42857142857142855,,,,,,0.3333333333333333,0.5,0.375,0.2916666666666667,0.5,0.3333333333333333,0.34615384615384615,0.5,0.3888888888888889,0.125,,0.09523809523809523,0.08333333333333333,,0.2,,18.817204301075268,0.4444444444444444,0.25,0.3333333333333333,0.19672131147540983,0.0196078431372549,,,0.14814814814814814,0.011235955056179775,0.034482758620689655,,,,,0.2727272727272727,0.21052631578947367,0.16129032258064516,,,0.06666666666666667,0.5,0.25,0.2727272727272727,0.3333333333333333,0.16666666666666666,0.25,0.25,,0.20833333333333334,0.6,0.75,0.6666666666666666,,,,,0.125,,,,0.5,0.5,1.0,,,,,,,0.7777777777777778,0.2857142857142857,,,0.1111111111111111,,0.625,,0.5172291666666667,0.515,0.5458333333333333,0.11538461538461539,0.13043478260869565,,0.2222222222222222,0.3888888888888889,6.347619047619048,26.033333333333335,0.2716049382716049,,,,,,,,,,,,,True
2404,1610612752,Chris Wilcox,Chris Wilcox,2404,NYK,5490.0,92,-15.0,184,183,70.0,45.0,22,367,19.0,25.0,2.0,5.0,8.0,14.0,2.0,5.0,,1.0,,,,,,,,,,,,,21.0,31,,,6.0,48.0,192,2.0,5.0,,,,4.0,10.0,16.0,,,,20.0,24.0,18.0,,,4.0,,,,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,3.0,2.0,,5.0,7.0,2.0,14.0,5.0,19.0,,3.0,1.0,2.0,4.0,,1.0,4.0,1.0,3.0,,1.0,8.0,,9.0,18.0,,1.0,2.0,12.0,,1.0,20.0,2.0,,,10.0,,1.0,,,,,20.0,70.0,,,0.5714285714285714,0.631578947368421,,,,,,0.6774193548387096,0.4,0.625,0.6774193548387096,0.4,0.625,0.6,0.3333333333333333,0.5555555555555556,,,0.06451612903225806,0.08,,,,23.300970873786408,0.5,0.5,,0.14,0.03773584905660377,0.18518518518518517,0.11538461538461539,0.15584415584415584,0.06329113924050633,0.1,,,0.05,0.3333333333333333,0.05555555555555555,0.3076923076923077,0.10526315789473684,0.13636363636363635,0.4,,0.8064516129032258,0.76,0.8260869565217391,0.5789473684210527,0.16129032258064516,0.4,0.4,0.5,0.03225806451612903,,,,,,,,,,,,1.0,0.4,,,,,,,,0.875,0.5714285714285714,,,,,0.8064516129032258,,0.5550870967741935,0.5634333333333333,0.58960625,0.2564102564102564,0.2564102564102564,,0.08333333333333333,0.4166666666666667,2.1258064516129034,,0.3804347826086957,,,,,,,,,,,,,True
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,256.0,4,-15.0,9,9,3.0,4.0,1,18,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1,,,,2.0,17,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,20.0,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6055,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,True
201235,1610612752,Courtney Sims,Courtney Sims,201235,NYK,174.0,3,,7,8,6.0,8.0,1,15,1.0,2.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,3,,,,2.0,8,,1.0,,,,,1.0,3.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,37.5,,,,,0.25,0.5,,0.5,0.25,0.3333333333333333,,,,,,,,,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.5414333333333333,0.6132,0.5414333333333333,,,,,1.0,5.666666666666667,,0.8571428571428571,,,,,,,,,,,,,True
200798,1610612752,Cheikh Samb,Cheikh Samb,200798,NYK,214.0,4,-2.0,7,7,7.0,6.0,1,14,,,,,,,,,,1.0,,,,,,,,,,,,,,1,,,,,5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3767,,0.3767,,,,,,20.7,,1.0,,,,,,,,,,,,,True
201193,1610612752,Demetris Nichols,Demetris Nichols,201193,NYK,214.0,4,-2.0,7,7,7.0,6.0,1,14,,,,,,,,,,1.0,,,,,,,,,,,,,,1,,,1.0,1.0,5,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,1.0,7.0,,1.0,,,,,,,,,,,,,,0.25,,0.25,,,,,,,,25.0,,,,0.5,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3885,,0.3885,,,,,1.0,18.5,,1.0,,,,,,,,,,,,,True
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,57889.0,965,35.0,1919,1913,449.0,446.0,234,3832,84.0,148.0,13.0,25.0,23.0,44.0,23.0,57.0,36.0,92.0,12.0,31.0,1.0,8.0,3.0,5.0,39.0,124.0,1.0,6.0,10.0,33.0,143.0,297,51.0,155.0,115.0,554.0,2073,16.0,34.0,2.0,14.0,4.0,42.0,40.0,87.0,13.0,38.0,50.0,169.0,54.0,232.0,99.0,54.0,16.0,5.0,119.0,39.0,14.0,4.0,87.0,70.0,157.0,54.0,16.0,60.0,5.0,22.0,384.0,14.0,26.0,2.0,35.0,46.0,1.0,82.0,42.0,124.0,5.0,46.0,27.0,19.0,34.0,19.0,21.0,39.0,2.0,13.0,,2.0,73.0,16.0,34.0,90.0,1.0,2.0,11.0,101.0,2.0,9.0,133.0,10.0,1.0,9.0,49.0,4.0,13.0,2.0,1.0,,2.0,169.0,449.0,11.0,12.0,0.1888111888111888,0.2,0.6470588235294118,0.32903225806451614,0.14285714285714285,0.34210526315789475,0.34,0.48148148148148145,0.47058823529411764,0.45977011494252873,0.4856194690265487,0.3958333333333333,0.476,0.5384615384615384,0.41,0.5496688741721855,0.34292035398230086,0.025806451612903226,0.04713804713804714,0.07432432432432433,0.03508771929824561,0.010869565217391304,0.024193548387096774,26.256224535989137,0.4657534246575342,0.016666666666666666,0.03636363636363636,0.07504078303425775,0.04276315789473684,0.13157894736842105,0.04229607250755287,0.09215017064846416,0.042598509052183174,0.054474708171206226,0.04827586206896552,0.024271844660194174,0.04780876494023904,0.025,0.05045871559633028,0.08771929824561403,0.08928571428571429,0.13297872340425532,0.1282051282051282,0.021929824561403508,0.3274336283185841,0.5675675675675675,0.6131386861313869,0.21428571428571427,0.1261061946902655,0.40350877192982454,0.41818181818181815,0.13043478260869565,0.20353982300884957,0.391304347826087,0.3956043956043956,0.16666666666666666,0.06858407079646017,0.3870967741935484,0.4,1.0,0.2743362831858407,0.31451612903225806,0.32231404958677684,0.5384615384615384,0.5208333333333334,0.52,0.07692307692307693,0.16666666666666666,0.125,1.0,0.125,0.16666666666666666,1.0,0.352,0.5227272727272727,0.04,0.6,0.264,0.30303030303030304,0.6703539823008849,0.3277310924369748,0.5249655829596415,0.5216717948717948,0.5009454166666665,0.10728744939271255,0.14583333333333334,0.02531645569620253,0.07581227436823104,0.30505415162454874,7.412794612794612,25.949677419354842,0.23397602918186555,4.0,1.0,1.0,,,0.5,,,,1.0,,0.03225806451612903,False
101135,1610612752,David Lee,David Lee,101135,NYK,32674.0,545,15.0,1098,1100,304.0,264.0,130,2198,58.0,96.0,16.0,27.0,18.0,27.0,16.0,33.0,10.0,26.0,,,,,,,,2.0,,,,1.0,84.0,155,,2.0,34.0,202.0,1203,17.0,31.0,,,4.0,38.0,27.0,46.0,,1.0,13.0,67.0,106.0,62.0,,,24.0,,2.0,,24.0,,17.0,17.0,34.0,9.0,8.0,10.0,,7.0,85.0,14.0,30.0,1.0,31.0,67.0,11.0,109.0,45.0,154.0,3.0,20.0,16.0,4.0,17.0,1.0,10.0,7.0,3.0,7.0,,,24.0,6.0,32.0,58.0,,6.0,2.0,36.0,3.0,1.0,51.0,9.0,,,26.0,,4.0,,,,,67.0,304.0,6.0,4.0,0.6309523809523809,0.7361111111111112,,,,,,0.5419354838709678,0.5483870967741935,0.5869565217391305,0.535031847133758,0.5483870967741935,0.574468085106383,0.5674157303370787,0.5757575757575758,0.5982142857142857,0.012738853503184714,,0.15483870967741936,0.1875,0.15151515151515152,0.038461538461538464,,16.21187800963082,0.7083333333333334,0.2894736842105263,0.03125,0.19142857142857142,0.09063444108761329,0.2080536912751678,0.07368421052631578,0.1963927855711423,0.08445297504798464,0.09448818897637795,0.06666666666666667,0.10077519379844961,0.08387096774193549,0.02857142857142857,0.20491803278688525,0.18681318681318682,0.18248175182481752,0.2222222222222222,0.17073170731707318,0.061224489795918366,0.6114649681528662,0.6041666666666666,0.7435897435897436,0.5862068965517241,0.21019108280254778,0.48484848484848486,0.5714285714285714,0.625,0.16560509554140126,0.38461538461538464,0.4,0.9,,,,,0.012738853503184714,,,,0.8709677419354839,0.5925925925925926,0.3125,,,,,,,0.574468085106383,0.6666666666666666,,,0.02127659574468085,,0.6242038216560509,,0.5309525477707006,0.5571583333333334,0.5205351063829788,0.14942528735632185,0.1511627906976744,,0.18811881188118812,0.3316831683168317,4.924516129032258,25.6,0.2768670309653916,5.0,,,1.0,1.0,,,,,,,,False
101194,1610612752,Anthony Roberson,Anthony Roberson,101194,NYK,7649.0,127,-45.0,258,257,71.0,67.0,27,515,3.0,3.0,,,2.0,2.0,1.0,1.0,5.0,13.0,6.0,14.0,1.0,1.0,1.0,2.0,7.0,20.0,,2.0,2.0,7.0,9.0,17,13.0,34.0,,57.0,295,1.0,1.0,1.0,3.0,,5.0,6.0,7.0,3.0,9.0,,21.0,10.0,8.0,30.0,9.0,,1.0,19.0,7.0,,,12.0,,12.0,,,6.0,3.0,3.0,24.0,,1.0,,2.0,4.0,,6.0,1.0,7.0,,5.0,3.0,2.0,5.0,,4.0,1.0,,1.0,,,6.0,,4.0,6.0,,1.0,,3.0,,,,,,,,,,,,,,21.0,71.0,1.0,,0.5555555555555556,0.5555555555555556,0.7692307692307693,0.38235294117647056,0.3333333333333333,0.3333333333333333,0.3939393939393939,0.5294117647058824,1.0,0.8571428571428571,0.5588235294117647,0.625,0.65625,0.5588235294117647,0.625,0.65625,0.6666666666666666,,,,,,,19.860627177700348,0.8333333333333334,,,0.056338028169014086,0.013333333333333334,0.08,,0.0625,0.008130081300813009,0.047619047619047616,,,,,0.05555555555555555,,0.08571428571428572,0.1111111111111111,,,0.058823529411764705,1.0,1.0,0.6666666666666666,0.0196078431372549,1.0,1.0,1.0,0.2549019607843137,0.38461538461538464,0.38461538461538464,0.4,0.27450980392156865,0.42857142857142855,0.42857142857142855,1.0,0.39215686274509803,0.35,0.35,0.5714285714285714,,,,0.25,1.0,1.0,0.5,,,0.125,1.0,0.125,0.5,0.4375,0.2857142857142857,0.7254901960784313,0.3684210526315789,0.521123,0.4640166666666667,0.5136966666666667,,,,0.08771929824561403,0.3684210526315789,15.005882352941176,25.364705882352943,0.2751937984496124,2.0,,,,,,,,,,,,False
