EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,ShootingFouls,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,PenaltyAtRimFGM,PenaltyFG2M,ShortMidRangeAssists,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,OffAtRimReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimAccuracy,SelfOReb,LostBallSteals,2pt And 1 Free Throw Trips,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsAssisted3s,Assisted3sPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,HeaveAttempts,on,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Loose Ball Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,1893.0,32,-4.0,62,59,25.0,13.0,13,121,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,11.0,1.0,6.0,2.0,9.0,61.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,25.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.5,0.20588235294117646,0.5,0.21428571428571427,0.225,0.5,0.21428571428571427,0.35294117647058826,0.18181818181818182,0.4,29.487179487179485,0.6666666666666666,0.25,0.058823529411764705,0.16666666666666666,0.08695652173913043,0.16666666666666666,0.16666666666666666,0.29411764705882354,0.2,0.3333333333333333,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.17647058823529413,0.058823529411764705,0.29411764705882354,0.2,0.2,0.5,1.0,0.42857142857142855,0.3333333333333333,0.6470588235294118,0.2,0.4888294117647059,0.6228,0.4488214285714286,0.15,0.21428571428571427,0.2222222222222222,0.3333333333333333,6.809090909090909,24.533333333333335,0.4032258064516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,2523.0,42,4.0,79,80,37.0,29.0,13,159,2.0,4.0,,2.0,,1.0,10.0,1.0,,3.0,,1.0,5.0,15.0,,4.0,4.0,14.0,75.0,,2.0,,5.0,,1.0,2.0,4.0,,,3.0,,1.0,,,,,,1.0,5.0,7.0,2.0,9,1.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,3.0,6.0,3.0,,,,2.0,37.0,,,,0.3333333333333333,,0.2631578947368421,,,0.3181818181818182,,0.125,0.21052631578947367,0.06666666666666667,,24.742268041237114,0.5,,0.21739130434782608,0.0625,0.15384615384615385,,0.07692307692307693,0.21052631578947367,0.5,0.5,0.05263157894736842,,,0.5263157894736842,0.05263157894736842,0.15789473684210525,,,0.6666666666666666,,0.16666666666666666,,0.42105263157894735,,0.47398421052631584,0.603,0.4606666666666666,0.13636363636363635,0.16666666666666666,,0.14285714285714285,13.020000000000001,24.45,0.46835443037974683,2.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.3333333333333333,0.029411764705882353,0.07692307692307693,0.0425531914893617,0.05555555555555555,0.09090909090909091,0.15384615384615385,0.3333333333333333,0.5,0.3,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1563,1610612750,Kevin Ollie,Kevin Ollie,1563,MIN,1495.0,25,3.0,48,47,22.0,11.0,8,95,,,,,,3.0,1.0,,,,,,,4.0,,,2.0,2.0,41.0,,,,2.0,,,2.0,,,,,,,4.0,6.0,2.0,14.0,,2.0,2.0,4.0,,4,,,,,2.0,,,2.0,,,4.0,2.0,1.0,,,,2.0,22.0,,,,,,,,,0.2,,0.3333333333333333,,,,12.06896551724138,,,0.16666666666666666,0.2857142857142857,0.21052631578947367,,0.2857142857142857,,,,0.75,,,0.25,,,,,,,,,,,0.4139,,0.43075,0.2,0.2,,1.0,10.825000000000001,,0.4583333333333333,,,,,2.0,,,,,,,,,,,,,,,,,0.25,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,6941.0,116,12.0,232,232,93.0,96.0,34,464,2.0,5.0,1.0,2.0,1.0,9.0,,,,,,,3.0,14.0,,,,6.0,229.0,2.0,3.0,4.0,9.0,,,4.0,4.0,,4.0,,,,4.0,4.0,1.0,8.0,,1.0,7.0,8.0,10.0,18,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,2.0,18.0,11.0,4.0,1.0,1.0,,1.0,4.0,93.0,,,,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.6666666666666666,0.2222222222222222,0.1875,0.6666666666666666,0.18181818181818182,,,,6.909090909090909,0.6666666666666666,,0.1044776119402985,0.03225806451612903,0.08163265306122448,,0.037037037037037035,0.35714285714285715,0.4,0.4,0.6428571428571429,0.1111111111111111,0.1111111111111111,,,,,,0.6666666666666666,0.5,,,0.35714285714285715,,0.45100714285714283,0.49319999999999997,0.44686666666666675,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.6666666666666666,5.85,,0.40086206896551724,3.0,,,,,2.0,2.0,8.0,,11.0,1.0,0.3333333333333333,1.0,,,0.08888888888888889,0.058823529411764705,0.08064516129032258,0.10256410256410256,0.08695652173913043,0.10714285714285714,0.18181818181818182,0.5,,,,,0.3333333333333333,,,,1.0,,,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,0.2222222222222222,0.12,0.038461538461538464,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2744,1610612750,Al Jefferson,Al Jefferson,2744,MIN,721.0,12,6.0,23,20,10.0,3.0,4,43,1.0,1.0,,,2.0,5.0,2.0,,,,,,3.0,8.0,,,3.0,9.0,15.0,,3.0,,3.0,,,,4.0,,,,,,,,,,1.0,2.0,2.0,4.0,3.0,7,1.0,,,,,,,,,,2.0,3.0,2.0,1.0,1.0,1.0,,10.0,,,,0.375,,0.375,,,0.5,,,,,,31.03448275862069,,0.5,0.25,0.4,0.3076923076923077,,0.5,0.125,1.0,1.0,0.625,0.4,0.4,0.25,,,,,,,,,0.125,,0.3869375,0.3352333333333333,0.33866666666666667,0.2222222222222222,0.2222222222222222,,,8.8,,0.43478260869565216,,,,,,2.0,,2.0,,,,0.3333333333333333,0.3333333333333333,,,0.16666666666666666,,0.14285714285714285,0.16666666666666666,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,2449.0,41,4.0,80,80,49.0,45.0,12,160,3.0,7.0,1.0,1.0,1.0,2.0,8.0,1.0,,3.0,,2.0,6.0,17.0,,4.0,3.0,15.0,81.0,1.0,2.0,2.0,11.0,,3.0,15.0,10.0,,,3.0,,3.0,5.0,8.0,1.0,19.0,,1.0,,1.0,2.0,3,1.0,,,,,,,,,5.0,4.0,4.0,1.0,,,,15.0,49.0,,,,0.35294117647058826,0.5,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.32608695652173914,0.3333333333333333,0.46875,0.19047619047619047,0.17647058823529413,0.2857142857142857,23.958333333333336,,,,0.08333333333333333,0.03333333333333333,,0.09090909090909091,0.3333333333333333,0.42857142857142855,0.6,0.09523809523809523,0.5,1.0,0.38095238095238093,0.047619047619047616,0.14285714285714285,,,0.3333333333333333,1.0,0.14285714285714285,,0.5238095238095238,,0.46379523809523815,0.49695,0.4522821428571429,0.045454545454545456,0.05555555555555555,0.13333333333333333,1.0,10.705882352941178,24.65,0.6125,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,,0.16666666666666666,0.16666666666666666,0.5,,0.03125,0.08333333333333333,0.045454545454545456,0.058823529411764705,0.1,,,,0.25,0.25,0.5,0.3333333333333333,0.2857142857142857,3.0,1.0,2.0,3.0,,,,,3.0,6.0,1.0,,1.0,,,1.0,1.0,0.5454545454545454,,,0.75,,1.0,,,,,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200760,1610612750,Rodney Carney,Rodney Carney,200760,MIN,3798.0,63,10.0,135,134,56.0,62.0,20,269,10.0,14.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,10.0,1.0,5.0,15.0,22.0,3.0,15.0,6.0,45.0,137.0,5.0,6.0,10.0,10.0,2.0,6.0,19.0,16.0,,10.0,10.0,1.0,,,,,,,2.0,7.0,11.0,6.0,17,4.0,4.0,,,1.0,,1.0,1.0,1.0,8.0,5.0,9.0,5.0,2.0,1.0,2.0,19.0,56.0,0.2,0.3333333333333333,0.2,0.6818181818181818,0.8333333333333334,0.527027027027027,0.5555555555555556,0.5,0.5487804878048781,0.5555555555555556,0.5277777777777778,0.40540540540540543,,,26.25,,,0.175,0.16666666666666666,0.17307692307692307,0.14285714285714285,0.09090909090909091,0.3783783783783784,0.7142857142857143,0.7142857142857143,0.08108108108108109,0.6666666666666666,0.6666666666666666,0.13513513513513514,0.13513513513513514,0.2702702702702703,0.1,0.1,0.4444444444444444,0.75,0.3125,0.2,0.7837837837837838,0.1,0.5540445945945944,0.550275,0.53151875,0.12195121951219512,0.19230769230769232,0.2222222222222222,0.4222222222222222,5.2,25.006666666666668,0.4148148148148148,6.0,3.0,2.0,3.0,3.0,14.0,,6.0,2.0,6.0,,0.4666666666666667,0.7,,0.3333333333333333,0.1276595744680851,,0.09230769230769231,0.15789473684210525,,0.1875,0.2,0.5,0.6,0.6,0.6666666666666666,0.2222222222222222,0.375,,,,,,,,,4.0,5.0,,,,1.0,,2.0,,0.5,0.14285714285714285,0.07142857142857142,0.6666666666666666,,,1.0,,,,1.0,0.0625,2.0,1.0,1.0,9.0,1.0,1.0,0.4,0.4,1.0,1.0,0.1111111111111111,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,1175.0,20,-7.0,35,37,7.0,13.0,5,72,2.0,3.0,2.0,2.0,3.0,4.0,1.0,,,,,,5.0,8.0,,,2.0,12.0,42.0,3.0,3.0,8.0,1.0,,,4.0,,,,,,,,,,,,1.0,,2.0,1.0,3,1.0,,1.0,,1.0,1.0,,2.0,,,3.0,3.0,1.0,,,,4.0,7.0,,,,0.625,1.0,0.625,1.0,1.0,0.6666666666666666,1.0,1.0,,,,25.58139534883721,0.5,,,0.125,0.06666666666666667,,0.16666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.125,,,,,0.6666666666666666,1.0,,,0.375,,0.473475,0.48015,0.5299,0.125,0.125,0.6666666666666666,0.3333333333333333,6.1375,,0.2,1.0,,,,2.0,10.0,1.0,,1.0,,,1.0,1.0,,0.5,,0.125,0.047619047619047616,,0.16666666666666666,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612750,Mike Miller,Mike Miller,2034,MIN,3189.0,53,5.0,108,111,40.0,49.0,15,219,2.0,3.0,1.0,1.0,,,10.0,2.0,3.0,4.0,1.0,1.0,9.0,13.0,4.0,6.0,7.0,37.0,109.0,1.0,1.0,2.0,4.0,1.0,1.0,12.0,12.0,3.0,2.0,4.0,3.0,,3.0,8.0,1.0,21.0,,6.0,7.0,15.0,3.0,18,2.0,2.0,3.0,1.0,3.0,2.0,,6.0,3.0,3.0,6.0,8.0,2.0,3.0,2.0,3.0,12.0,40.0,0.6666666666666666,1.0,0.6666666666666666,0.6923076923076923,1.0,0.7894736842105263,1.0,0.7,0.8333333333333334,1.0,0.8571428571428571,0.3157894736842105,,,21.428571428571427,0.5,,0.1891891891891892,0.3333333333333333,0.23636363636363636,0.2,0.3125,0.15789473684210525,0.6666666666666666,0.6666666666666666,,,,0.5263157894736842,0.10526315789473684,0.21052631578947367,0.75,0.75,1.0,1.0,0.2,1.0,0.47368421052631576,0.75,0.5080578947368423,0.5721,0.54373,0.14285714285714285,0.14285714285714285,0.05405405405405406,0.32432432432432434,15.715384615384615,24.366666666666664,0.37037037037037035,2.0,7.0,,,5.0,6.0,1.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.375,,0.5,0.05263157894736842,0.05555555555555555,0.05357142857142857,0.05555555555555555,,0.25,0.09090909090909091,0.5,0.7,0.7,0.2857142857142857,,0.4,5.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,1.0,,,,0.5,,0.09090909090909091,0.5,,,1.0,2.0,,0.6666666666666666,,,1.0,,,9.0,0.75,0.5,0.5,0.5,1.0,0.6666666666666666,,,,,,1.0,2.0,1.0,0.1,0.14285714285714285,,True,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612750,Brian Cardinal,Brian Cardinal,2073,MIN,3026.0,50,11.0,100,102,37.0,46.0,13,202,,,,,1.0,3.0,7.0,3.0,2.0,2.0,,,4.0,10.0,3.0,5.0,2.0,19.0,102.0,1.0,1.0,4.0,5.0,,,8.0,,,,2.0,2.0,,2.0,2.0,1.0,4.0,,,3.0,4.0,1.0,5,2.0,2.0,1.0,,1.0,1.0,,2.0,2.0,6.0,3.0,2.0,,,,,8.0,37.0,0.6,,0.6,0.4,1.0,0.5666666666666667,1.0,0.6,0.59375,1.0,0.6666666666666666,0.3333333333333333,,,15.517241379310345,0.5,,0.1111111111111111,,0.08108108108108109,0.14285714285714285,,,,,0.2,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.2,0.13333333333333333,1.0,1.0,,,,,0.3333333333333333,1.0,0.43450333333333335,0.3494,0.36935999999999997,,,0.21052631578947367,0.42105263157894735,15.87,23.84,0.37,,3.0,,,2.0,8.0,1.0,,1.0,5.0,,1.0,1.0,,0.3333333333333333,,0.07692307692307693,0.02,,0.125,,0.2,,0.42857142857142855,0.42857142857142855,1.0,,,,,,1.0,1.0,,,1.0,,3.0,,,1.0,,,,1.0,0.6,,,,,,,,,,,,1.0,,,9.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,2.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
